actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
272,PT04M59.00S,2022-10-25T00:54:51.0Z,2,REGULAR,substitution,in,[],1629684,,,1610612741,52,46,2022-10-25T00:55:00Z,2590000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M59.00S,2022-10-25T00:54:51.0Z,2,REGULAR,substitution,in,[],1627763,,,1610612741,52,46,2022-10-25T00:55:00Z,2600000,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M59.00S,2022-10-25T00:55:11.6Z,2,REGULAR,freethrow,2 of 2,[],201609,,,1610612741,53,46,2022-10-25T00:55:11Z,2610000,,,0,,G. Dragic Free Throw 2 of 2 (7 PTS),[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
275,PT04M45.00S,2022-10-25T00:55:26.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,93.38042049934296,48.529411764705884,1610612738,53,46,2022-10-25T00:55:30Z,2620000,-7.0,10.0,1,right,MISS G. Williams driving Layup,[1629684],1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,1.22,Missed,,,,,,,,,,,,,,,,,,
276,PT04M43.00S,2022-10-25T00:55:28.4Z,2,REGULAR,rebound,defensive,[],1627884,,,1610612741,53,46,2022-10-25T00:55:30Z,2630000,,,0,,D. Jones Jr. REBOUND (Off:1 Def:1),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,275.0,2.0,1.0,1.0,,,,,,,,,,
277,PT04M35.00S,2022-10-25T00:55:36.1Z,2,REGULAR,2pt,Jump Shot,[],201942,18.478975032851512,26.96078431372549,1610612741,53,46,2022-10-25T01:01:47Z,2640000,115.0,121.0,1,left,MISS D. DeRozan 16' fadeaway Shot,[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,16.72,Missed,,,,,,,,,,,,,,,,,,
278,PT04M33.00S,2022-10-25T00:55:38.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,53,46,2022-10-25T00:55:41Z,2650000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,,,,277.0,5.0,5.0,0.0,,,,,,,,,,
279,PT04M27.00S,2022-10-25T00:55:44.2Z,2,REGULAR,3pt,Jump Shot,[],203935,70.51576872536137,80.88235294117648,1610612738,53,46,2022-10-25T00:55:49Z,2660000,154.0,225.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,27.26,Missed,,,,,,,,,,,,,,,,,,
280,PT04M23.00S,2022-10-25T00:55:48.2Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,53,46,2022-10-25T00:55:49Z,2670000,,,0,,N. Vucevic REBOUND (Off:4 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,,,,,279.0,9.0,5.0,4.0,,,,,,,,,,
281,PT04M10.00S,2022-10-25T00:56:00.6Z,2,REGULAR,2pt,Jump Shot,[],201609,23.47240473061761,60.78431372549019,1610612741,53,46,2022-10-25T00:56:05Z,2680000,-54.0,168.0,1,left,MISS G. Dragic 17' turnaround Shot,[201609],1610612741.0,CHI,turnaround,,,Dragic,G. Dragic,,,,,Mid-Range,16-24 Center,17.65,Missed,,,,,,,,,,,,,,,,,,
282,PT04M07.00S,2022-10-25T00:56:04.1Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,53,46,2022-10-25T00:56:04Z,2690000,,,0,,M. Brogdon REBOUND (Off:1 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Center,,,,,,,281.0,2.0,1.0,1.0,,,,,,,,,,
283,PT04M00.00S,2022-10-25T00:56:10.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,94.1688567674113,50.0,1610612738,53,46,2022-10-25T01:02:36Z,2700000,0.0,2.0,1,right,MISS J. Brown driving reverse Layup,[1627759],1610612738.0,BOS,driving reverse,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.23,Missed,,,,,,,,,,,,,,,,,,
284,PT03M59.00S,2022-10-25T00:56:11.9Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,53,46,2022-10-25T00:56:15Z,2710000,,,0,,D. DeRozan REBOUND (Off:0 Def:4),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,283.0,4.0,4.0,0.0,,,,,,,,,,
285,PT03M54.00S,2022-10-25T00:56:16.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202696,5.601182654402102,47.30392156862745,1610612741,53,46,2022-10-25T01:03:30Z,2720000,13.0,0.0,1,left,MISS N. Vucevic running Layup - blocked,"[202696, 203935]",1610612741.0,CHI,running,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,,,,,,,,,,,Smart,203935.0,,
286,PT03M54.00S,2022-10-25T00:56:16.6Z,2,REGULAR,block,,[],203935,,,1610612741,53,46,2022-10-25T00:56:18Z,2730000,,,0,,M. Smart BLOCK (2 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
287,PT03M51.00S,2022-10-25T00:56:19.6Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,53,46,2022-10-25T00:56:20Z,2740000,,,0,,M. Brogdon REBOUND (Off:1 Def:2),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,,,,285.0,3.0,2.0,1.0,,,,,,,,,,
288,PT03M45.00S,2022-10-25T00:56:25.4Z,2,REGULAR,3pt,Jump Shot,[],1628369,84.97043363994744,96.32352941176471,1610612738,53,46,2022-10-25T00:56:32Z,2750000,232.0,89.0,1,right,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Right Corner 3,24+ Right,24.8,Missed,,,,,,,,,,,,,,,,,,
289,PT03M45.00S,2022-10-25T00:56:27.6Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,53,46,2022-10-25T00:56:27Z,2760000,,,0,,N. Vucevic REBOUND (Off:4 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Right Corner 3,24+ Right,,,,,,,288.0,10.0,6.0,4.0,,,,,,,,,,
290,PT03M45.00S,2022-10-25T00:56:32.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,53,46,2022-10-25T00:56:32Z,2770000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M45.00S,2022-10-25T00:59:05.4Z,2,REGULAR,substitution,out,[],1627884,,,1610612741,53,46,2022-10-25T00:59:14Z,2780000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M45.00S,2022-10-25T00:59:05.4Z,2,REGULAR,substitution,in,[],203897,,,1610612741,53,46,2022-10-25T00:59:14Z,2790000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M45.00S,2022-10-25T00:59:05.4Z,2,REGULAR,substitution,out,[],201609,,,1610612741,53,46,2022-10-25T01:00:25Z,2795000,,,0,,SUB out: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT03M45.00S,2022-10-25T00:59:05.4Z,2,REGULAR,substitution,in,[],1627936,,,1610612741,53,46,2022-10-25T01:00:25Z,2797500,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M31.00S,2022-10-25T00:59:37.8Z,2,REGULAR,2pt,Jump Shot,[],201942,23.99802890932983,59.80392156862745,1610612741,53,46,2022-10-25T00:59:43Z,2800000,-49.0,173.0,1,left,MISS D. DeRozan 17' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,17.99,Missed,,,,,,,,,,,,,,,,,,
295,PT03M27.00S,2022-10-25T00:59:41.8Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,53,46,2022-10-25T00:59:43Z,2810000,,,0,,M. Brogdon REBOUND (Off:1 Def:3),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Center,,,,,,,294.0,4.0,3.0,1.0,,,,,,,,,,
296,PT03M16.00S,2022-10-25T00:59:52.4Z,2,REGULAR,3pt,Jump Shot,[],1627763,77.4802890932983,88.97058823529412,1610612738,53,49,2022-10-25T00:59:56Z,2820000,195.0,159.0,1,right,M. Brogdon 25' 3PT  (7 PTS) (J. Tatum 5 AST),"[1627763, 1628369]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,25.17,Made,7.0,J. Tatum,1628369.0,5.0,,,,,,,,,,,,,,
298,PT03M04.00S,2022-10-25T01:00:04.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202696,12.565703022339028,53.92156862745098,1610612741,55,49,2022-10-25T01:00:08Z,2840000,-20.0,66.0,1,left,N. Vucevic 6' turnaround Hook (7 PTS) (A. Caruso 2 AST),"[202696, 1627936]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,6.85,Made,7.0,A. Caruso,1627936.0,2.0,,,,,,,,,,,,,,
300,PT02M47.00S,2022-10-25T01:00:23.5Z,2,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,55,49,2022-10-25T01:00:40Z,2860000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (1 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1830.0,1.0,,,,,,,,
303,PT02M28.00S,2022-10-25T01:00:54.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201942,5.995400788436268,50.49019607843137,1610612741,57,49,2022-10-25T01:00:59Z,2870000,-2.0,4.0,1,left,D. DeRozan driving reverse Layup (12 PTS) (N. Vucevic 3 AST),"[201942, 202696]",1610612741.0,CHI,driving reverse,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,0.46,Made,12.0,N. Vucevic,202696.0,3.0,,,,,,,,,,,,,,
305,PT02M13.00S,2022-10-25T01:01:08.8Z,2,REGULAR,3pt,Jump Shot,[],1629684,66.5735873850197,44.6078431372549,1610612738,57,49,2022-10-25T01:01:14Z,2890000,-27.0,262.0,1,right,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,26.31,Missed,,,,,,,,,,,,,,,,,,
306,PT02M09.00S,2022-10-25T01:01:12.8Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612741,57,49,2022-10-25T01:01:14Z,2900000,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Center,,,,,,,305.0,1.0,1.0,0.0,,,,,,,,,,
307,PT02M05.00S,2022-10-25T01:01:16.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630245,6.389618922470433,5.147058823529411,1610612741,60,49,2022-10-25T01:13:49Z,2910000,224.0,8.0,1,left,A. Dosunmu 3PT running (11 PTS) (A. Caruso 3 AST),"[1630245, 1627936]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,22.44,Made,11.0,A. Caruso,1627936.0,3.0,,,,,,,,,,,,,,
309,PT01M42.00S,2022-10-25T01:01:40.3Z,2,REGULAR,3pt,Jump Shot,[],1627763,90.48948751642575,98.0392156862745,1610612738,60,49,2022-10-25T01:01:49Z,2930000,240.0,37.0,1,right,MISS M. Brogdon 24' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Right Corner 3,24+ Right,24.3,Missed,,,,,,,,,,,,,,,,,,
310,PT01M38.00S,2022-10-25T01:01:44.3Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,60,49,2022-10-25T01:01:49Z,2940000,,,0,,G. Williams REBOUND (Off:1 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,,,,,,,309.0,1.0,0.0,1.0,,,,,,,,,,
311,PT01M36.00S,2022-10-25T01:01:46.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,66.96780551905388,50.73529411764706,1610612738,60,49,2022-10-25T01:01:51Z,2950000,4.0,258.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,25.8,Missed,,,,,,,,,,,,,,,,,,
312,PT01M34.00S,2022-10-25T01:01:48.8Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,60,49,2022-10-25T01:01:51Z,2960000,,,0,,N. Vucevic REBOUND (Off:4 Def:7),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,,,,,311.0,11.0,7.0,4.0,,,,,,,,,,
313,PT01M27.00S,2022-10-25T01:01:55.1Z,2,REGULAR,turnover,lost ball,[],201942,,,1610612741,60,49,2022-10-25T01:01:58Z,2970000,,,0,,D. DeRozan lost ball TURNOVER (2 TO),"[201942, 1627763]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,2.0,,,,,,,Brogdon,1627763.0
314,PT01M27.00S,2022-10-25T01:01:55.1Z,2,REGULAR,steal,,[],1627763,,,1610612738,60,49,2022-10-25T01:01:57Z,2980000,,,0,,M. Brogdon STEAL (1 STL),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
315,PT01M21.00S,2022-10-25T01:02:05.4Z,2,REGULAR,foul,personal,[],1627936,,,1610612738,60,49,2022-10-25T01:02:25Z,2990000,,,0,,A. Caruso personal FOUL (2 PF),"[1627936, 1628369]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,203054.0,,2.0,0.0,Tatum,1628369.0,,,,
317,PT01M15.00S,2022-10-25T01:02:28.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627759,83.26215505913272,73.77450980392157,1610612738,60,49,2022-10-25T01:02:34Z,3010000,119.0,105.0,1,right,MISS J. Brown 15' Jump Shot,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,15.85,Missed,,,,,,,,,,,,,,,,,,
318,PT01M11.00S,2022-10-25T01:02:32.0Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,60,49,2022-10-25T01:02:34Z,3020000,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Right,,,,,,,317.0,2.0,2.0,0.0,,,,,,,,,,
319,PT01M04.00S,2022-10-25T01:02:43.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,5.732588699080158,49.01960784313725,1610612741,60,49,2022-10-25T01:03:47Z,3022500,5.0,1.0,1,left,MISS Z. LaVine driving Layup,[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,0.51,Missed,,,,,,,,,,,,,,,,,,
320,PT01M03.00S,2022-10-25T01:02:44.1Z,2,REGULAR,rebound,offensive,[],202696,,,1610612741,60,49,2022-10-25T01:03:47Z,3023750,,,0,,N. Vucevic REBOUND (Off:5 Def:7),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,319.0,12.0,7.0,5.0,,,,,,,,,,
321,PT01M03.00S,2022-10-25T01:02:51.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,8.09789750328515,49.01960784313725,1610612741,60,49,2022-10-25T01:04:05Z,3025000,5.0,24.0,1,left,MISS N. Vucevic tip Layup,[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,2.41,Missed,,,,,,,,,,,,,,,,,,
322,PT01M03.00S,2022-10-25T01:02:51.9Z,2,REGULAR,rebound,offensive,[],202696,,,1610612741,60,49,2022-10-25T01:04:05Z,3027500,,,0,,N. Vucevic REBOUND (Off:6 Def:7),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,321.0,13.0,7.0,6.0,,,,,,,,,,
323,PT01M02.00S,2022-10-25T01:02:56.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,5.590000152587891,50.0,1610612741,62,49,2022-10-25T01:02:56Z,3070000,0.0,0.0,1,left,N. Vucevic tip Layup (9 PTS),[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,0.0,Made,9.0,,,,,,,,,,,,,,,,,
324,PT01M02.00S,2022-10-25T01:02:57.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627759,,,1610612741,62,49,2022-10-25T01:03:12Z,3080000,,,0,,J. Brown shooting personal FOUL (2 PF) (Vucevic 1 FT),"[1627759, 202696]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203054.0,,2.0,0.0,Vucevic,202696.0,,,,
326,PT01M02.00S,2022-10-25T01:03:16.4Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],202696,,,1610612741,63,49,2022-10-25T01:03:16Z,3100000,,,0,,N. Vucevic Free Throw 1 of 1 (10 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
327,PT00M45.70S,2022-10-25T01:03:39.3Z,2,REGULAR,foul,offensive,['inpenalty'],1627763,,,1610612738,63,49,2022-10-25T01:03:44Z,3110000,,,0,,M. Brogdon off-the-ball offensive FOUL (2 PF),"[1627763, 201942]",1610612738.0,BOS,off-the-ball,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1627541.0,,2.0,0.0,DeRozan,201942.0,,,,
329,PT00M45.70S,2022-10-25T01:03:39.3Z,2,REGULAR,turnover,offensive foul,[],1627763,,,1610612738,63,49,2022-10-25T01:03:39Z,3130000,,,0,,M. Brogdon offensive foul TURNOVER (2 TO),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1627541.0,2.0,,,,,,,,
330,PT00M29.30S,2022-10-25T01:04:10.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612741,63,49,2022-10-25T01:04:18Z,3140000,,,0,,M. Smart shooting personal FOUL (1 PF) (DeRozan 2 FT),"[203935, 201942]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627541.0,,1.0,0.0,DeRozan,201942.0,,,,
332,PT00M29.30S,2022-10-25T01:04:43.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],201942,,,1610612741,64,49,2022-10-25T01:04:43Z,3160000,,,0,,D. DeRozan Free Throw 1 of 2 (13 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
333,PT00M29.30S,2022-10-25T01:04:46.4Z,2,REGULAR,substitution,out,[],1627936,,,1610612741,64,49,2022-10-25T01:04:53Z,3170000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M29.30S,2022-10-25T01:04:46.4Z,2,REGULAR,substitution,in,[],1629750,,,1610612741,64,49,2022-10-25T01:04:53Z,3180000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M29.30S,2022-10-25T01:05:03.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],201942,,,1610612741,65,49,2022-10-25T01:05:03Z,3190000,,,0,,D. DeRozan Free Throw 2 of 2 (14 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
336,PT00M12.00S,2022-10-25T01:05:28.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,93.38042049934296,53.431372549019606,1610612738,65,51,2022-10-25T01:05:33Z,3200000,17.0,10.0,1,right,M. Smart driving Layup (5 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,1.97,Made,5.0,,,,,,,,,,,,,,,,,
337,PT00M03.40S,2022-10-25T01:05:51.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,7.966491458607096,44.85294117647059,1610612741,65,51,2022-10-25T01:05:55Z,3210000,26.0,22.0,1,left,MISS Z. LaVine driving Layup - blocked,"[203897, 1627759]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,3.41,Missed,,,,,,,,,,,,,,,Brown,1627759.0,,
338,PT00M03.40S,2022-10-25T01:05:51.2Z,2,REGULAR,block,,[],1627759,,,1610612741,65,51,2022-10-25T01:05:53Z,3220000,,,0,,J. Brown BLOCK (2 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
339,PT00M00.60S,2022-10-25T01:05:54.0Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,65,51,2022-10-25T01:05:54Z,3230000,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,337.0,2.0,1.0,1.0,,,,,,,,,,
340,PT00M00.20S,2022-10-25T01:05:54.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203935,69.59592641261499,25.735294117647058,1610612738,65,54,2022-10-25T01:10:48Z,3240000,-121.0,233.0,1,right,M. Smart 26' 3PT pullup bank (8 PTS) (G. Williams 1 AST),"[203935, 1629684]",1610612738.0,BOS,pullup bank,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,26.29,Made,8.0,G. Williams,1629684.0,1.0,,,,,,,,,,,,,,
342,PT00M00.00S,2022-10-25T01:06:01.0Z,2,REGULAR,period,end,[],0,,,1610612741,65,54,2022-10-25T01:06:01Z,3260000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2022-10-25T01:21:10.5Z,3,REGULAR,substitution,out,['startperiod'],1629750,,,1610612741,65,54,2022-10-25T01:21:24Z,3270000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2022-10-25T01:21:10.5Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612741,65,54,2022-10-25T01:21:24Z,3280000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2022-10-25T01:21:10.5Z,3,REGULAR,substitution,out,['startperiod'],1627763,,,1610612741,65,54,2022-10-25T01:21:24Z,3290000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-10-25T01:21:10.5Z,3,REGULAR,substitution,in,['startperiod'],1630172,,,1610612741,65,54,2022-10-25T01:21:24Z,3300000,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2022-10-25T01:21:10.5Z,3,REGULAR,substitution,in,['startperiod'],201143,,,1610612741,65,54,2022-10-25T01:21:24Z,3310000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2022-10-25T01:21:10.5Z,3,REGULAR,substitution,in,['startperiod'],1628401,,,1610612741,65,54,2022-10-25T01:21:24Z,3320000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2022-10-25T01:21:12.3Z,3,REGULAR,period,start,[],0,,,1610612741,65,54,2022-10-25T01:21:25Z,3330000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT11M43.00S,2022-10-25T01:21:27.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,81.02825229960578,49.26470588235294,1610612741,67,54,2022-10-25T01:21:50Z,3340000,-4.0,126.0,1,right,D. DeRozan 12' turnaround fadeaway Jump Shot (16 PTS),[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,12.59,Made,16.0,,,,,,,,,,,,,,,,,
352,PT11M24.00S,2022-10-25T01:21:46.7Z,3,REGULAR,3pt,Jump Shot,[],1628401,27.414586070959263,17.647058823529413,1610612738,67,54,2022-10-25T01:22:01Z,3350000,162.0,205.0,1,left,MISS D. White 26' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Right Center,26.13,Missed,,,,,,,,,,,,,,,,,,
353,PT11M19.00S,2022-10-25T01:21:51.7Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,67,54,2022-10-25T01:22:01Z,3360000,,,0,,D. DeRozan REBOUND (Off:0 Def:5),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,,,,,,,352.0,5.0,5.0,0.0,,,,,,,,,,
