actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
422,PT06M24.00S,2025-02-05T04:37:09.0Z,3,REGULAR,substitution,in,[],1630167,,,1610612754,58,52,2025-02-05T04:37:39Z,4110000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT06M05.00S,2025-02-05T04:38:01.9Z,3,REGULAR,3pt,Jump Shot,[],1630174,32.933639947437584,38.48039215686275,1610612754,58,52,2025-02-05T04:38:05Z,4120000,False,58.0,257.0,1,left,MISS A. Nesmith 26' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,26.35,Missed,,,,,,,,,,,,,,,,,,
424,PT06M04.00S,2025-02-05T04:38:02.9Z,3,REGULAR,rebound,offensive,[],1626167,,,1610612754,58,52,2025-02-05T04:38:05Z,4130000,False,,,0,,M. Turner REBOUND (Off:2 Def:0),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,423.0,2.0,0.0,2.0,,,,,,,,,,,
425,PT06M01.00S,2025-02-05T04:38:06.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626167,6.783837056504599,47.549019607843135,1610612754,58,52,2025-02-05T04:39:05Z,4140000,False,12.0,11.0,1,left,MISS M. Turner putback Layup,[1626167],1610612754.0,IND,putback,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,1.67,Missed,,,,,,,,,,,,,,,,,,
426,PT06M00.00S,2025-02-05T04:38:07.0Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612757,58,52,2025-02-05T04:39:13Z,4150000,False,,,0,,D. Avdija REBOUND (Off:1 Def:3),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,425.0,4.0,3.0,1.0,,,,,,,,,,,
427,PT05M57.00S,2025-02-05T04:38:11.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631101,92.72339027595268,47.05882352941176,1610612757,58,52,2025-02-05T04:38:23Z,4160000,False,-15.0,16.0,1,right,MISS S. Sharpe running Layup - blocked,"[1631101, 1629614]",1610612757.0,POR,running,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,Nembhard,1629614.0
428,PT05M57.00S,2025-02-05T04:38:11.3Z,3,REGULAR,block,,[],1629614,,,1610612757,58,52,2025-02-05T04:38:13Z,4170000,False,,,0,,A. Nembhard BLOCK (1 BLK),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
429,PT05M57.00S,2025-02-05T04:38:11.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,58,52,2025-02-05T04:38:23Z,4180000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,427.0,,,,,,,,,,,,,,
431,PT05M55.00S,2025-02-05T04:38:30.9Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1631101,92.32917214191852,90.68627450980392,1610612757,58,52,2025-02-05T04:38:41Z,4200000,False,203.0,20.0,1,right,MISS S. Sharpe 20' Jump Shot,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Right,20.43,Missed,,,,,,,,,,,,,,,,,,
432,PT05M53.00S,2025-02-05T04:38:32.9Z,3,REGULAR,rebound,defensive,[],1629614,,,1610612754,58,52,2025-02-05T04:46:23Z,4210000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:6),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Right,,,,,,431.0,6.0,6.0,0.0,,,,,,,,,,,
433,PT05M48.00S,2025-02-05T04:38:37.7Z,3,REGULAR,turnover,bad pass,[],1630167,,,1610612754,58,52,2025-02-05T04:38:44Z,4220000,False,,,0,,O. Toppin bad pass TURNOVER (2 TO),"[1630167, 1631101]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Left,,,,,2.0,,,,,Sharpe,1631101.0,,,,,,,,,
434,PT05M48.00S,2025-02-05T04:38:37.7Z,3,REGULAR,steal,,[],1631101,,,1610612757,58,52,2025-02-05T04:38:39Z,4230000,False,,,0,,S. Sharpe STEAL (1 STL),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
435,PT05M46.00S,2025-02-05T04:38:39.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631101,94.56307490144546,47.549019607843135,1610612757,60,52,2025-02-05T04:38:46Z,4240000,False,-12.0,-1.0,1,right,S. Sharpe driving DUNK (10 PTS),[1631101],1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,1.24,Made,10.0,,,,,,,,,,,,,,,,,
436,PT05M41.00S,2025-02-05T04:38:47.0Z,3,REGULAR,turnover,out-of-bounds,[],1630169,,,1610612754,60,52,2025-02-05T04:38:52Z,4250000,False,,,0,,T. Haliburton bad pass out-of-bounds TURNOVER (2 TO),[1630169],1610612754.0,IND,bad pass,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,101284.0,2.0,,,,,,,,,,,,,,,
437,PT05M41.00S,2025-02-05T04:38:52.8Z,3,REGULAR,substitution,out,[],1630169,,,1610612757,60,52,2025-02-05T04:39:00Z,4260000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M41.00S,2025-02-05T04:38:52.8Z,3,REGULAR,substitution,in,[],204456,,,1610612757,60,52,2025-02-05T04:39:00Z,4270000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M17.00S,2025-02-05T04:39:30.3Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629028,90.88370565045992,37.5,1610612757,62,52,2025-02-05T04:39:35Z,4280000,False,-62.0,33.0,1,right,D. Ayton 7' turnaround Hook (6 PTS) (S. Henderson 2 AST),"[1629028, 1630703]",1610612757.0,POR,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,7.08,Made,6.0,,,,,,,,,,,,,S. Henderson,1630703.0,2.0,,
441,PT05M04.00S,2025-02-05T04:39:42.3Z,3,REGULAR,turnover,bad pass,[],1630174,,,1610612754,62,52,2025-02-05T04:39:47Z,4300000,False,,,0,,A. Nesmith bad pass TURNOVER (1 TO),"[1630174, 1631101]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,,,,,1.0,,,,,Sharpe,1631101.0,,,,,,,,,
442,PT05M04.00S,2025-02-05T04:39:42.3Z,3,REGULAR,steal,,[],1631101,,,1610612757,62,52,2025-02-05T04:39:55Z,4310000,False,,,0,,S. Sharpe STEAL (2 STL),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
443,PT05M01.00S,2025-02-05T04:39:45.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631101,93.38042049934296,49.754901960784316,1610612757,64,52,2025-02-05T04:39:53Z,4320000,False,-1.0,10.0,1,right,S. Sharpe running DUNK (12 PTS),[1631101],1610612757.0,POR,running,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,0.98,Made,12.0,,,,,,,,,,,,,,,,,
444,PT04M37.00S,2025-02-05T04:40:09.7Z,3,REGULAR,2pt,Jump Shot,[],1630174,8.623521681997373,82.35294117647058,1610612754,64,54,2025-02-05T04:43:46Z,4330000,False,-162.0,29.0,1,left,A. Nesmith 16' step back Jump Shot (2 PTS) (A. Nembhard 1 AST),"[1630174, 1629614]",1610612754.0,IND,step back,,,Nesmith,A. Nesmith,,,,,Mid-Range,16-24 Left,16.43,Made,2.0,,,,,,,,,,,,,A. Nembhard,1629614.0,1.0,,
445,PT04M27.00S,2025-02-05T04:40:22.3Z,3,REGULAR,foul,personal,[],1629614,,,1610612757,64,54,2025-02-05T04:41:03Z,4340000,False,,,0,,A. Nembhard personal FOUL (3 PF),"[1629614, 1629028]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,1628159.0,,,,,,,,3.0,0.0,Ayton,1629028.0,,,,,
447,PT04M27.00S,2025-02-05T04:41:01.2Z,3,REGULAR,foul,technical,[],1629614,,,1610612757,64,54,2025-02-05T04:41:15Z,4360000,False,,,0,,A. Nembhard double technical FOUL (1 Tech),[1629614],1610612754.0,IND,double,,,Nembhard,A. Nembhard,,,,,,,,,,1628159.0,,,,,,,,3.0,1.0,,,,,,,
448,PT04M27.00S,2025-02-05T04:41:01.2Z,3,REGULAR,foul,technical,[],1629028,,,1610612757,64,54,2025-02-05T04:41:08Z,4370000,False,,,0,,D. Ayton double technical FOUL (1 Tech),[1629028],1610612757.0,POR,double,,,Ayton,D. Ayton,,,,,,,,,,1628159.0,,,,,,,,4.0,1.0,,,,,,,
449,PT04M27.00S,2025-02-05T04:41:26.1Z,3,REGULAR,substitution,out,[],1629614,,,1610612757,64,54,2025-02-05T04:41:40Z,4380000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT04M27.00S,2025-02-05T04:41:26.1Z,3,REGULAR,substitution,in,[],1641767,,,1610612757,64,54,2025-02-05T04:41:40Z,4390000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT04M22.00S,2025-02-05T04:41:52.6Z,3,REGULAR,turnover,lost ball,[],1630703,,,1610612757,64,54,2025-02-05T04:41:57Z,4400000,False,,,0,,S. Henderson lost ball TURNOVER (2 TO),"[1630703, 1641767]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,2.0,,,,,Sheppard,1641767.0,,,,,,,,,
452,PT04M22.00S,2025-02-05T04:41:52.6Z,3,REGULAR,steal,,[],1641767,,,1610612754,64,54,2025-02-05T04:41:54Z,4410000,False,,,0,,B. Sheppard STEAL (1 STL),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
453,PT04M16.00S,2025-02-05T04:41:57.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",204456,6.258212877792378,48.529411764705884,1610612754,64,56,2025-02-05T04:42:01Z,4420000,False,7.0,6.0,1,left,T. McConnell running Layup (8 PTS) (B. Sheppard 2 AST),"[204456, 1641767]",1610612754.0,IND,running,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,0.97,Made,8.0,,,,,,,,,,,,,B. Sheppard,1641767.0,2.0,,
455,PT04M01.00S,2025-02-05T04:42:15.1Z,3,REGULAR,foul,personal,['2freethrow'],1630167,,,1610612757,64,56,2025-02-05T04:42:23Z,4440000,False,,,0,,O. Toppin shooting personal FOUL (1 PF) (Avdija 2 FT),"[1630167, 1630166]",1610612754.0,IND,shooting,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,1629178.0,,,,,,,,1.0,0.0,Avdija,1630166.0,,,,,
457,PT04M01.00S,2025-02-05T04:42:42.2Z,3,REGULAR,freethrow,1 of 2,[],1630166,,,1610612757,64,56,2025-02-05T04:42:42Z,4460000,False,,,0,,MISS D. Avdija Free Throw 1 of 2,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
458,PT04M01.00S,2025-02-05T04:42:42.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,64,56,2025-02-05T04:42:42Z,4470000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,457.0,,,,,,,,,,,,,,
459,PT04M01.00S,2025-02-05T04:42:55.4Z,3,REGULAR,freethrow,2 of 2,[],1630166,,,1610612757,65,56,2025-02-05T04:42:55Z,4480000,False,,,0,,D. Avdija Free Throw 2 of 2 (4 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
460,PT03M56.00S,2025-02-05T04:43:05.5Z,3,REGULAR,foul,offensive,[],1626167,,,1610612754,65,56,2025-02-05T04:48:00Z,4490000,False,,,0,,M. Turner offensive FOUL (2 PF),"[1626167, 1641739]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,101284.0,,,,,,,,2.0,0.0,Camara,1641739.0,,,,,
462,PT03M56.00S,2025-02-05T04:43:05.5Z,3,REGULAR,turnover,offensive foul,[],1626167,,,1610612754,65,56,2025-02-05T04:48:00Z,4510000,False,,,0,,M. Turner offensive foul TURNOVER (1 TO),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,101284.0,1.0,,,,,,,,,,,,,,,
463,PT03M56.00S,2025-02-05T04:43:11.9Z,3,REGULAR,substitution,out,[],1630167,,,1610612757,65,56,2025-02-05T04:43:24Z,4520000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT03M56.00S,2025-02-05T04:43:11.9Z,3,REGULAR,substitution,out,[],1626167,,,1610612757,65,56,2025-02-05T04:43:24Z,4530000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT03M56.00S,2025-02-05T04:43:11.9Z,3,REGULAR,substitution,in,[],1628418,,,1610612757,65,56,2025-02-05T04:43:24Z,4540000,False,,,0,,SUB in: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M56.00S,2025-02-05T04:43:11.9Z,3,REGULAR,substitution,in,[],1641716,,,1610612757,65,56,2025-02-05T04:43:24Z,4550000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT03M46.00S,2025-02-05T04:43:37.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631101,88.51839684625493,3.6764705882352944,1610612757,65,56,2025-02-05T04:43:41Z,4560000,False,-232.0,55.0,1,right,MISS S. Sharpe 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Left Corner 3,24+ Left,23.81,Missed,,,,,,,,,,,,,,,,,,
469,PT03M45.00S,2025-02-05T04:43:39.7Z,3,REGULAR,rebound,offensive,[],1629028,,,1610612757,65,56,2025-02-05T04:43:39Z,4570000,False,,,0,,D. Ayton REBOUND (Off:2 Def:7),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Left Corner 3,24+ Left,,,,,,468.0,9.0,7.0,2.0,,,,,,,,,,,
470,PT03M41.00S,2025-02-05T04:43:43.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630166,93.77463863337714,51.225490196078425,1610612757,67,56,2025-02-05T04:49:10Z,4580000,False,6.0,6.0,1,right,D. Avdija Layup (6 PTS) (D. Ayton 1 AST),"[1630166, 1629028]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,0.86,Made,6.0,,,,,,,,,,,,,D. Ayton,1629028.0,1.0,,
472,PT03M30.00S,2025-02-05T04:43:54.1Z,3,REGULAR,turnover,lost ball,[],204456,,,1610612754,67,56,2025-02-05T04:43:56Z,4600000,False,,,0,,T. McConnell lost ball TURNOVER (1 TO),"[204456, 1631101]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,,,,,1.0,,,,,Sharpe,1631101.0,,,,,,,,,
473,PT03M30.00S,2025-02-05T04:43:54.1Z,3,REGULAR,steal,,[],1631101,,,1610612757,67,56,2025-02-05T04:43:55Z,4610000,False,,,0,,S. Sharpe STEAL (3 STL),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
474,PT03M26.00S,2025-02-05T04:43:58.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641739,92.46057818659659,49.26470588235294,1610612757,69,56,2025-02-05T04:44:04Z,4620000,False,-4.0,18.0,1,right,T. Camara running alley-oop DUNK (7 PTS) (S. Sharpe 1 AST),"[1641739, 1631101]",1610612757.0,POR,running alley-oop,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,1.88,Made,7.0,,,,,,,,,,,,,S. Sharpe,1631101.0,1.0,,
476,PT03M26.00S,2025-02-05T04:44:03.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612754,69,56,2025-02-05T04:44:03Z,4640000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT03M14.00S,2025-02-05T04:45:47.2Z,3,REGULAR,turnover,bad pass,[],204456,,,1610612754,69,56,2025-02-05T04:45:51Z,4650000,False,,,0,,T. McConnell bad pass TURNOVER (2 TO),"[204456, 1629028]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Right Center,,,,,2.0,,,,,Ayton,1629028.0,,,,,,,,,
478,PT03M14.00S,2025-02-05T04:45:47.2Z,3,REGULAR,steal,,[],1629028,,,1610612757,69,56,2025-02-05T04:45:48Z,4660000,False,,,0,,D. Ayton STEAL (2 STL),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
479,PT03M12.00S,2025-02-05T04:45:49.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629028,94.1688567674113,50.49019607843137,1610612757,71,56,2025-02-05T04:45:55Z,4670000,False,2.0,2.0,1,right,D. Ayton running DUNK (8 PTS),[1629028],1610612757.0,POR,running,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.34,Made,8.0,,,,,,,,,,,,,,,,,
480,PT02M44.00S,2025-02-05T04:46:16.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641716,6.389618922470433,64.4607843137255,1610612754,71,58,2025-02-05T04:59:55Z,4680000,False,-72.0,8.0,1,left,J. Walker 7' driving floating Jump Shot (2 PTS) (T. Bryant 1 AST),"[1641716, 1628418]",1610612754.0,IND,driving floating,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,7.27,Made,2.0,,,,,,,,,,,,,T. Bryant,1628418.0,1.0,,
481,PT02M27.00S,2025-02-05T04:46:35.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641739,93.77463863337714,51.225490196078425,1610612757,73,58,2025-02-05T04:46:40Z,4690000,False,6.0,6.0,1,right,T. Camara alley-oop Layup (9 PTS) (S. Henderson 3 AST),"[1641739, 1630703]",1610612757.0,POR,alley-oop,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,0.86,Made,9.0,,,,,,,,,,,,,S. Henderson,1630703.0,3.0,,
483,PT02M10.00S,2025-02-05T04:46:50.9Z,3,REGULAR,3pt,Jump Shot,[],1641767,7.440867279894875,95.09803921568627,1610612754,73,58,2025-02-05T04:46:55Z,4710000,False,-225.0,17.0,1,left,MISS B. Sheppard 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Left Corner 3,24+ Left,22.62,Missed,,,,,,,,,,,,,,,,,,
484,PT02M08.00S,2025-02-05T04:46:52.9Z,3,REGULAR,rebound,offensive,[],1641767,,,1610612754,73,58,2025-02-05T04:46:55Z,4720000,False,,,0,,B. Sheppard REBOUND (Off:1 Def:0),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Left Corner 3,24+ Left,,,,,,483.0,1.0,0.0,1.0,,,,,,,,,,,
485,PT02M05.00S,2025-02-05T04:46:57.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641767,8.492115637319317,5.147058823529411,1610612754,73,61,2025-02-05T04:47:01Z,4730000,False,224.0,27.0,1,left,B. Sheppard 3PT  (3 PTS) (T. Bryant 2 AST),"[1641767, 1628418]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Right Corner 3,24+ Right,22.6,Made,3.0,,,,,,,,,,,,,T. Bryant,1628418.0,2.0,,
487,PT01M55.00S,2025-02-05T04:47:06.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,91.80354796320631,46.32352941176471,1610612757,73,61,2025-02-05T04:47:19Z,4750000,False,-18.0,25.0,1,right,MISS S. Sharpe driving Layup - blocked,"[1631101, 1641767]",1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,,,,,,,,,,,,,Sheppard,1641767.0
488,PT01M55.00S,2025-02-05T04:47:06.8Z,3,REGULAR,block,,[],1641767,,,1610612757,73,61,2025-02-05T04:47:10Z,4760000,False,,,0,,B. Sheppard BLOCK (1 BLK),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
489,PT01M55.00S,2025-02-05T04:47:06.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,73,61,2025-02-05T04:47:19Z,4770000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,487.0,,,,,,,,,,,,,,
491,PT01M47.00S,2025-02-05T04:47:30.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630166,93.77463863337714,52.94117647058824,1610612757,73,61,2025-02-05T04:47:35Z,4790000,False,15.0,6.0,1,right,MISS D. Avdija driving finger roll Layup,[1630166],1610612757.0,POR,driving finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
492,PT01M45.00S,2025-02-05T04:47:33.2Z,3,REGULAR,rebound,offensive,[],1631101,,,1610612757,73,61,2025-02-05T04:47:33Z,4800000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:2),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,491.0,3.0,2.0,1.0,,,,,,,,,,,
494,PT01M41.00S,2025-02-05T04:47:52.6Z,3,REGULAR,foul,personal,['2freethrow'],1641767,,,1610612757,73,61,2025-02-05T04:48:16Z,4820000,False,,,0,,B. Sheppard shooting personal FOUL (1 PF) (Sharpe 2 FT),"[1641767, 1631101]",1610612754.0,IND,shooting,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,,,,1629178.0,,,,,,,,1.0,0.0,Sharpe,1631101.0,,,,,
496,PT01M41.00S,2025-02-05T04:48:27.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1631101,,,1610612757,74,61,2025-02-05T04:48:27Z,4840000,False,,,0,,S. Sharpe Free Throw 1 of 2 (13 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
497,PT01M41.00S,2025-02-05T04:48:29.6Z,3,REGULAR,substitution,out,[],1641739,,,1610612757,74,61,2025-02-05T04:48:32Z,4850000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT01M41.00S,2025-02-05T04:48:29.6Z,3,REGULAR,substitution,in,[],1631200,,,1610612757,74,61,2025-02-05T04:48:32Z,4860000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT01M41.00S,2025-02-05T04:48:48.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1631101,,,1610612757,75,61,2025-02-05T04:48:48Z,4870000,False,,,0,,S. Sharpe Free Throw 2 of 2 (14 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
500,PT01M26.00S,2025-02-05T04:49:05.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],204456,6.258212877792378,46.568627450980394,1610612754,75,63,2025-02-05T04:49:11Z,4880000,False,17.0,6.0,1,left,T. McConnell driving Layup (10 PTS) (J. Walker 1 AST),"[204456, 1641716]",1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,1.83,Made,10.0,,,,,,,,,,,,,J. Walker,1641716.0,1.0,,
501,PT01M09.00S,2025-02-05T04:49:52.4Z,3,REGULAR,jumpball,recovered,[],1641716,,,1610612757,75,63,2025-02-05T04:55:46Z,4890000,False,,,0,,Jump Ball T. Bryant vs. D. Avdija: Tip to J. Walker,"[1641716, 1628418, 1630166]",1610612754.0,IND,heldball,J. Walker,1641716.0,Walker,J. Walker,Bryant,1628418.0,Avdija,1630166.0,,,,,,,,,,,,,,,,,,,,,,
504,PT01M09.00S,2025-02-05T04:49:52.4Z,3,REGULAR,turnover,lost ball,[],1630166,,,1610612757,75,63,2025-02-05T04:55:58Z,4920000,False,,,0,,D. Avdija lost ball TURNOVER (5 TO),"[1630166, 1628418]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Center,,,,,5.0,,,,,Bryant,1628418.0,,,,,,,,,
505,PT01M09.00S,2025-02-05T04:49:52.4Z,3,REGULAR,steal,,[],1628418,,,1610612754,75,63,2025-02-05T04:49:52Z,4930000,False,,,0,,T. Bryant STEAL (2 STL),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
506,PT00M41.50S,2025-02-05T04:50:18.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641767,29.25427069645204,19.362745098039216,1610612754,75,63,2025-02-05T04:50:22Z,4940000,False,153.0,222.0,1,left,MISS B. Sheppard 27' 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,27.01,Missed,,,,,,,,,,,,,,,,,,
