actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,descriptor,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,value
351,PT07M15.00S,2021-11-18T04:28:39.0Z,3,REGULAR,2pt,Jump Shot,[],101108,83.26215505913272,71.32352941176471,1610612756,52,59,2021-11-18T04:28:44Z,3440000,107.0,105.0,1,right,MISS C. Paul 14' pullup Shot,[101108],1610612756.0,PHX,,Paul,C. Paul,14.95,Missed,,,,,pullup,,,,,,,,,,,,,,,,,,,,
352,PT07M12.00S,2021-11-18T04:28:42.0Z,3,REGULAR,rebound,defensive,[],204001,,,1610612742,52,59,2021-11-18T04:28:44Z,3450000,,,0,,K. Porzingis REBOUND (Off:0 Def:6),[204001],1610612742.0,DAL,,Porzingis,K. Porzingis,,,351.0,6.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,
353,PT07M02.00S,2021-11-18T04:28:51.2Z,3,REGULAR,2pt,Jump Shot,[],1628973,6.1268068331143235,75.98039215686273,1610612742,52,59,2021-11-18T04:28:55Z,3460000,-130.0,5.0,1,left,MISS J. Brunson 13' fadeaway Shot,[1628973],1610612742.0,DAL,,Brunson,J. Brunson,13.0,Missed,,,,,fadeaway,,,,,,,,,,,,,,,,,,,,
354,PT06M59.00S,2021-11-18T04:28:54.2Z,3,REGULAR,rebound,defensive,[],1628969,,,1610612756,52,59,2021-11-18T04:28:55Z,3470000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612756.0,PHX,,Bridges,M. Bridges,,,353.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
355,PT06M52.00S,2021-11-18T04:29:01.3Z,3,REGULAR,3pt,Jump Shot,[],203109,74.32654402102497,85.04901960784314,1610612756,55,59,2021-11-18T04:29:07Z,3480000,175.0,189.0,1,right,J. Crowder 25' 3PT  (9 PTS) (C. Paul 7 AST),"[203109, 101108]",1610612756.0,PHX,,Crowder,J. Crowder,25.76,Made,,,,,,9.0,C. Paul,101108.0,7.0,,,,,,,,,,,,,,,,
357,PT06M29.00S,2021-11-18T04:29:24.8Z,3,REGULAR,2pt,Jump Shot,[],204001,7.703679369250986,79.90196078431373,1610612742,55,59,2021-11-18T04:29:29Z,3500000,-150.0,20.0,1,left,MISS K. Porzingis 15' Jump Shot,[204001],1610612742.0,DAL,,Porzingis,K. Porzingis,15.08,Missed,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT06M27.00S,2021-11-18T04:29:26.8Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,55,59,2021-11-18T04:29:29Z,3510000,,,0,,D. Ayton REBOUND (Off:3 Def:8),[1629028],1610612756.0,PHX,,Ayton,D. Ayton,,,357.0,11.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,
359,PT06M19.00S,2021-11-18T04:29:34.2Z,3,REGULAR,3pt,Jump Shot,[],101108,67.62483574244416,68.62745098039215,1610612756,55,59,2021-11-18T04:29:41Z,3520000,93.0,252.0,1,right,MISS C. Paul 26' pullup 3PT,[101108],1610612756.0,PHX,,Paul,C. Paul,26.85,Missed,,,,,pullup,,,,,,,,,,,,,,,,,,,,
360,PT06M15.00S,2021-11-18T04:29:38.2Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612742,55,59,2021-11-18T04:29:41Z,3530000,,,0,,J. Brunson REBOUND (Off:1 Def:6),[1628973],1610612742.0,DAL,,Brunson,J. Brunson,,,359.0,7.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,
361,PT06M09.00S,2021-11-18T04:29:44.3Z,3,REGULAR,turnover,bad pass,[],1628973,,,1610612742,55,59,2021-11-18T04:29:48Z,3540000,,,0,,J. Brunson bad pass TURNOVER (3 TO),"[1628973, 203109]",1610612742.0,DAL,,Brunson,J. Brunson,,,,,,,,,,,,3.0,Crowder,203109.0,,,,,,,,,,,,,
362,PT06M09.00S,2021-11-18T04:29:44.3Z,3,REGULAR,steal,,[],203109,,,1610612756,55,59,2021-11-18T04:29:46Z,3550000,,,0,,J. Crowder STEAL (2 STL),[203109],1610612756.0,PHX,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT05M59.00S,2021-11-18T04:29:54.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,87.46714848883047,31.372549019607842,1610612756,55,59,2021-11-18T04:30:01Z,3560000,-93.0,65.0,1,right,MISS D. Booker 11' Jump Shot,[1626164],1610612756.0,PHX,,Booker,D. Booker,11.37,Missed,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT05M57.00S,2021-11-18T04:29:56.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612756,55,59,2021-11-18T04:34:45Z,3570000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,363.0,,,,,,,,,,,,,,,,,,,,,,,,
365,PT05M57.00S,2021-11-18T04:29:59.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,55,59,2021-11-18T04:29:59Z,3580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT05M57.00S,2021-11-18T04:30:01.3Z,3,REGULAR,substitution,out,[],203939,,,1610612756,55,59,2021-11-18T04:30:09Z,3590000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT05M57.00S,2021-11-18T04:30:01.3Z,3,REGULAR,substitution,in,[],203493,,,1610612756,55,59,2021-11-18T04:30:09Z,3600000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT05M51.00S,2021-11-18T04:30:30.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203109,69.46452036793693,22.30392156862745,1610612756,55,59,2021-11-18T04:30:37Z,3610000,-138.0,235.0,1,right,MISS J. Crowder 27' 3PT,[203109],1610612756.0,PHX,,Crowder,J. Crowder,27.23,Missed,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT05M48.00S,2021-11-18T04:30:33.9Z,3,REGULAR,rebound,defensive,[],1627827,,,1610612742,55,59,2021-11-18T04:30:37Z,3620000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:4),[1627827],1610612742.0,DAL,,Finney-Smith,D. Finney-Smith,,,368.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
370,PT05M41.00S,2021-11-18T04:30:40.9Z,3,REGULAR,3pt,Jump Shot,[],204001,36.08738501971091,71.07843137254902,1610612742,55,59,2021-11-18T04:30:45Z,3630000,-105.0,287.0,1,left,MISS K. Porzingis 30' 3PT,[204001],1610612742.0,DAL,,Porzingis,K. Porzingis,30.55,Missed,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT05M40.00S,2021-11-18T04:30:41.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612756,55,59,2021-11-18T04:30:45Z,3640000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,370.0,,,,,,,,,,,,,,,,,,,,,,,,
372,PT05M40.00S,2021-11-18T04:30:45.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,55,59,2021-11-18T04:30:45Z,3650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT05M27.00S,2021-11-18T04:31:01.6Z,3,REGULAR,2pt,Jump Shot,[],1626164,79.188567674113,73.0392156862745,1610612756,57,59,2021-11-18T04:31:07Z,3660000,115.0,143.0,1,right,D. Booker 18' pullup Jump Shot (17 PTS) (D. Ayton 2 AST),"[1626164, 1629028]",1610612756.0,PHX,,Booker,D. Booker,18.37,Made,,,,,pullup,17.0,D. Ayton,1629028.0,2.0,,,,,,,,,,,,,,,,
375,PT05M10.00S,2021-11-18T04:31:18.7Z,3,REGULAR,3pt,Jump Shot,[],1627827,32.40801576872536,30.637254901960787,1610612742,57,62,2021-11-18T04:31:22Z,3680000,97.0,252.0,1,left,D. Finney-Smith 27' 3PT  (6 PTS) (T. Hardaway Jr. 4 AST),"[1627827, 203501]",1610612742.0,DAL,,Finney-Smith,D. Finney-Smith,27.0,Made,,,,,,6.0,T. Hardaway Jr.,203501.0,4.0,,,,,,,,,,,,,,,,
377,PT04M57.00S,2021-11-18T04:31:31.3Z,3,REGULAR,2pt,Jump Shot,[],101108,79.05716162943496,50.245098039215684,1610612756,57,62,2021-11-18T04:31:36Z,3700000,1.0,144.0,1,right,MISS C. Paul 14' pullup Shot,[101108],1610612756.0,PHX,,Paul,C. Paul,14.44,Missed,,,,,pullup,,,,,,,,,,,,,,,,,,,,
378,PT04M55.00S,2021-11-18T04:31:33.3Z,3,REGULAR,rebound,defensive,[],203493,,,1610612742,57,62,2021-11-18T04:31:43Z,3710000,,,0,,R. Bullock REBOUND (Off:1 Def:3),[203493],1610612742.0,DAL,,Bullock,R. Bullock,,,377.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
379,PT04M48.00S,2021-11-18T04:31:41.3Z,3,REGULAR,3pt,Jump Shot,[],1628973,30.962549277266753,72.79411764705883,1610612742,57,65,2021-11-18T04:31:46Z,3720000,-114.0,239.0,1,left,J. Brunson 26' 3PT  (12 PTS),[1628973],1610612742.0,DAL,,Brunson,J. Brunson,26.43,Made,,,,,,12.0,,,,,,,,,,,,,,,,,,,
380,PT04M30.00S,2021-11-18T04:32:00.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,88.25558475689881,55.63725490196079,1610612756,59,65,2021-11-18T04:32:10Z,3730000,28.0,58.0,1,right,D. Booker 6' finger roll Layup (19 PTS),[1626164],1610612756.0,PHX,,Booker,D. Booker,6.44,Made,,,,,finger roll,19.0,,,,,,,,,,,,,,,,,,,
382,PT04M11.00S,2021-11-18T04:32:20.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],204001,12.302890932982917,51.225490196078425,1610612742,59,65,2021-11-18T04:32:24Z,3750000,-6.0,63.0,1,left,MISS K. Porzingis 6' Hook,[204001],1610612742.0,DAL,,Porzingis,K. Porzingis,6.34,Missed,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT04M08.00S,2021-11-18T04:32:23.0Z,3,REGULAR,rebound,defensive,[],1626164,,,1610612756,59,65,2021-11-18T04:32:24Z,3760000,,,0,,D. Booker REBOUND (Off:0 Def:8),[1626164],1610612756.0,PHX,,Booker,D. Booker,,,382.0,8.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,
384,PT04M00.00S,2021-11-18T04:32:32.2Z,3,REGULAR,foul,personal,[],1628973,,,1610612756,59,65,2021-11-18T04:32:40Z,3770000,,,0,,J. Brunson personal FOUL (1 PF),"[1628973, 203109]",1610612742.0,DAL,1198.0,Brunson,J. Brunson,,,,,,,,,,,,,,,,,1.0,0.0,Crowder,203109.0,,,,,,,
386,PT04M00.00S,2021-11-18T04:32:39.5Z,3,REGULAR,substitution,out,[],101108,,,1610612756,59,65,2021-11-18T04:32:57Z,3790000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT04M00.00S,2021-11-18T04:32:39.5Z,3,REGULAR,substitution,out,[],1629028,,,1610612756,59,65,2021-11-18T04:32:57Z,3800000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT04M00.00S,2021-11-18T04:32:39.5Z,3,REGULAR,substitution,out,[],1628969,,,1610612756,59,65,2021-11-18T04:32:57Z,3810000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT04M00.00S,2021-11-18T04:32:39.5Z,3,REGULAR,substitution,out,[],203109,,,1610612756,59,65,2021-11-18T04:32:57Z,3820000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT04M00.00S,2021-11-18T04:32:39.5Z,3,REGULAR,substitution,out,[],204001,,,1610612756,59,65,2021-11-18T04:32:57Z,3830000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT04M00.00S,2021-11-18T04:32:39.5Z,3,REGULAR,substitution,out,[],1628973,,,1610612756,59,65,2021-11-18T04:32:57Z,3840000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT04M00.00S,2021-11-18T04:32:39.5Z,3,REGULAR,substitution,in,[],1629013,,,1610612756,59,65,2021-11-18T04:32:57Z,3850000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT04M00.00S,2021-11-18T04:32:39.5Z,3,REGULAR,substitution,in,[],1629661,,,1610612756,59,65,2021-11-18T04:32:57Z,3860000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT04M00.00S,2021-11-18T04:32:39.5Z,3,REGULAR,substitution,in,[],201580,,,1610612756,59,65,2021-11-18T04:32:57Z,3870000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT04M00.00S,2021-11-18T04:32:39.5Z,3,REGULAR,substitution,in,[],1626166,,,1610612756,59,65,2021-11-18T04:32:57Z,3880000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT04M00.00S,2021-11-18T04:32:39.5Z,3,REGULAR,substitution,in,[],1628373,,,1610612756,59,65,2021-11-18T04:32:57Z,3890000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT04M00.00S,2021-11-18T04:32:39.5Z,3,REGULAR,substitution,in,[],1626161,,,1610612756,59,65,2021-11-18T04:32:57Z,3900000,,,0,,SUB in: W. Cauley-Stein,[1626161],1610612742.0,DAL,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT03M54.00S,2021-11-18T04:33:09.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,93.24901445466492,53.18627450980392,1610612756,59,65,2021-11-18T04:33:19Z,3910000,16.0,11.0,1,right,MISS D. Booker Layup,[1626164],1610612756.0,PHX,,Booker,D. Booker,1.93,Missed,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT03M50.00S,2021-11-18T04:33:13.8Z,3,REGULAR,rebound,offensive,[],201580,,,1610612756,59,65,2021-11-18T04:33:13Z,3920000,,,0,,J. McGee REBOUND (Off:1 Def:2),[201580],1610612756.0,PHX,,McGee,J. McGee,,,398.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
400,PT03M50.00S,2021-11-18T04:33:13.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201580,94.40999984741211,50.0,1610612756,61,65,2021-11-18T04:33:13Z,3930000,0.0,0.0,1,right,J. McGee tip Layup (6 PTS),[201580],1610612756.0,PHX,,McGee,J. McGee,0.0,Made,,,,,tip,6.0,,,,,,,,,,,,,,,,,,,
401,PT03M46.00S,2021-11-18T04:33:17.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,17.16491458607096,58.333333333333336,1610612742,61,65,2021-11-18T04:33:24Z,3940000,-42.0,109.0,1,left,MISS T. Hardaway Jr. 11' pullup Shot,[203501],1610612742.0,DAL,,Hardaway Jr.,T. Hardaway Jr.,11.66,Missed,,,,,pullup,,,,,,,,,,,,,,,,,,,,
402,PT03M46.00S,2021-11-18T04:33:17.2Z,3,REGULAR,rebound,defensive,[],1629661,,,1610612756,61,65,2021-11-18T04:33:24Z,3950000,,,0,,C. Johnson REBOUND (Off:1 Def:3),[1629661],1610612756.0,PHX,,Johnson,C. Johnson,,,401.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
403,PT03M39.00S,2021-11-18T04:33:25.5Z,3,REGULAR,turnover,bad pass,[],1626166,,,1610612756,61,65,2021-11-18T04:33:30Z,3960000,,,0,,C. Payne bad pass TURNOVER (1 TO),"[1626166, 203501]",1610612756.0,PHX,,Payne,C. Payne,,,,,,,,,,,,1.0,Hardaway Jr.,203501.0,,,,,,,,,,,,,
404,PT03M39.00S,2021-11-18T04:33:25.5Z,3,REGULAR,steal,,[],203501,,,1610612742,61,65,2021-11-18T04:33:28Z,3970000,,,0,,T. Hardaway Jr. STEAL (1 STL),[203501],1610612742.0,DAL,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT03M25.00S,2021-11-18T04:33:39.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628373,12.302890932982917,63.725490196078425,1610612742,61,65,2021-11-18T04:43:36Z,3980000,-69.0,63.0,1,left,MISS F. Ntilikina 9' Jump Shot - blocked,"[1628373, 201580]",1610612742.0,DAL,,Ntilikina,F. Ntilikina,9.32,Missed,,,,,,,,,,,,,McGee,201580.0,,,,,,,,,,,
406,PT03M25.00S,2021-11-18T04:33:39.2Z,3,REGULAR,block,,[],201580,,,1610612742,61,65,2021-11-18T04:33:41Z,3990000,,,0,,J. McGee BLOCK (3 BLK),[201580],1610612756.0,PHX,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT03M25.00S,2021-11-18T04:33:39.2Z,3,REGULAR,rebound,defensive,[],1629013,,,1610612756,61,65,2021-11-18T04:36:19Z,4000000,,,0,,L. Shamet REBOUND (Off:0 Def:2),[1629013],1610612756.0,PHX,,Shamet,L. Shamet,,,405.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
408,PT03M25.00S,2021-11-18T04:34:14.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,61,65,2021-11-18T04:44:17Z,4010000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT03M25.00S,2021-11-18T04:35:37.7Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612756,61,65,2021-11-18T04:43:29Z,4030000,,,0,,,[],1610612756.0,PHX,2003.0,,,,,,,,,overturned,,,,,,,,,,,,,,,,,,,,
411,PT03M09.00S,2021-11-18T04:38:04.5Z,3,REGULAR,3pt,Jump Shot,[],1629013,71.43561103810775,20.833333333333336,1610612756,61,65,2021-11-18T04:38:13Z,4040000,-146.0,216.0,1,right,MISS L. Shamet 26' 3PT,[1629013],1610612756.0,PHX,,Shamet,L. Shamet,26.06,Missed,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT03M09.00S,2021-11-18T04:38:04.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612756,61,65,2021-11-18T04:38:13Z,4050000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,411.0,,,,,,,,,,,,,,,,,,,,,,,,
413,PT03M09.00S,2021-11-18T04:38:12.3Z,3,REGULAR,foul,personal,[],1626161,,,1610612756,61,65,2021-11-18T04:38:21Z,4060000,,,0,,W. Cauley-Stein personal FOUL (1 PF),"[1626161, 201580]",1610612742.0,DAL,2003.0,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,1.0,0.0,McGee,201580.0,,,,,,,
415,PT03M01.00S,2021-11-18T04:38:34.8Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1626164,78.66294349540078,26.47058823529412,1610612756,61,65,2021-11-18T04:38:43Z,4080000,-118.0,148.0,1,right,MISS D. Booker 18' Jump Shot,[1626164],1610612756.0,PHX,,Booker,D. Booker,18.91,Missed,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT02M56.00S,2021-11-18T04:38:39.8Z,3,REGULAR,rebound,offensive,[],201580,,,1610612756,61,65,2021-11-18T04:38:43Z,4090000,,,0,,J. McGee REBOUND (Off:2 Def:2),[201580],1610612756.0,PHX,,McGee,J. McGee,,,415.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
417,PT02M56.00S,2021-11-18T04:38:39.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201580,94.40999984741211,50.0,1610612756,61,65,2021-11-18T04:38:39Z,4100000,0.0,0.0,1,right,MISS J. McGee tip Layup,[201580],1610612756.0,PHX,,McGee,J. McGee,0.0,Missed,,,,,tip,,,,,,,,,,,,,,,,,,,,
418,PT02M54.00S,2021-11-18T04:38:41.9Z,3,REGULAR,rebound,offensive,[],201580,,,1610612756,61,65,2021-11-18T04:38:41Z,4110000,,,0,,J. McGee REBOUND (Off:3 Def:2),[201580],1610612756.0,PHX,,McGee,J. McGee,,,417.0,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,
419,PT02M51.00S,2021-11-18T04:38:44.2Z,3,REGULAR,turnover,lost ball,[],201580,,,1610612756,61,65,2021-11-18T04:38:49Z,4120000,,,0,,J. McGee lost ball TURNOVER (1 TO),"[201580, 203501]",1610612756.0,PHX,,McGee,J. McGee,,,,,,,,,,,,1.0,Hardaway Jr.,203501.0,,,,,,,,,,,,,
420,PT02M51.00S,2021-11-18T04:38:44.2Z,3,REGULAR,steal,,[],203501,,,1610612742,61,65,2021-11-18T04:38:46Z,4130000,,,0,,T. Hardaway Jr. STEAL (2 STL),[203501],1610612742.0,DAL,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT02M40.00S,2021-11-18T04:38:55.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203493,22.026938239159,69.36274509803921,1610612742,61,67,2021-11-18T04:39:00Z,4140000,-97.0,155.0,1,left,R. Bullock 18' pullup Jump Shot (2 PTS) (F. Ntilikina 1 AST),"[203493, 1628373]",1610612742.0,DAL,,Bullock,R. Bullock,18.24,Made,,,,,pullup,2.0,F. Ntilikina,1628373.0,1.0,,,,,,,,,,,,,,,,
423,PT02M18.00S,2021-11-18T04:39:18.8Z,3,REGULAR,foul,personal,['2freethrow'],203501,,,1610612756,61,67,2021-11-18T04:39:29Z,4160000,,,0,,T. Hardaway Jr. shooting personal FOUL (3 PF) (McGee 2 FT),"[203501, 201580]",1610612742.0,DAL,1198.0,Hardaway Jr.,T. Hardaway Jr.,,,,,,,shooting,,,,,,,,,,3.0,0.0,McGee,201580.0,,,,,,,
425,PT02M18.00S,2021-11-18T04:39:53.2Z,3,REGULAR,freethrow,1 of 2,[],201580,,,1610612756,62,67,2021-11-18T04:39:53Z,4180000,,,0,,J. McGee Free Throw 1 of 2 (7 PTS),[201580],1610612756.0,PHX,,McGee,J. McGee,,Made,,,,,,7.0,,,,,,,,,,,,,,,,,,,
426,PT02M18.00S,2021-11-18T04:39:54.3Z,3,REGULAR,substitution,out,[],1627827,,,1610612756,62,67,2021-11-18T04:40:02Z,4190000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT02M18.00S,2021-11-18T04:39:54.3Z,3,REGULAR,substitution,in,[],1628425,,,1610612756,62,67,2021-11-18T04:40:02Z,4200000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT02M18.00S,2021-11-18T04:40:17.4Z,3,REGULAR,freethrow,2 of 2,[],201580,,,1610612756,63,67,2021-11-18T04:40:17Z,4210000,,,0,,J. McGee Free Throw 2 of 2 (8 PTS),[201580],1610612756.0,PHX,,McGee,J. McGee,,Made,,,,,,8.0,,,,,,,,,,,,,,,,,,,
429,PT02M00.00S,2021-11-18T04:40:36.9Z,3,REGULAR,2pt,Jump Shot,[],1628373,27.020367936925098,56.61764705882353,1610612742,63,67,2021-11-18T04:40:40Z,4220000,-33.0,201.0,1,left,MISS F. Ntilikina 20' pullup Shot,[1628373],1610612742.0,DAL,,Ntilikina,F. Ntilikina,20.42,Missed,,,,,pullup,,,,,,,,,,,,,,,,,,,,
430,PT01M58.00S,2021-11-18T04:40:38.9Z,3,REGULAR,rebound,defensive,[],1626166,,,1610612756,63,67,2021-11-18T04:52:25Z,4230000,,,0,,C. Payne REBOUND (Off:0 Def:2),[1626166],1610612756.0,PHX,,Payne,C. Payne,,,429.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
431,PT01M45.00S,2021-11-18T04:40:52.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201580,91.01511169513797,49.01960784313725,1610612756,65,67,2021-11-18T04:40:59Z,4240000,-5.0,32.0,1,right,J. McGee cutting Layup (10 PTS) (L. Shamet 1 AST),"[201580, 1629013]",1610612756.0,PHX,,McGee,J. McGee,3.24,Made,,,,,cutting,10.0,L. Shamet,1629013.0,1.0,,,,,,,,,,,,,,,,
433,PT01M32.00S,2021-11-18T04:41:05.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626161,6.521024967148489,54.65686274509803,1610612742,65,67,2021-11-18T04:41:10Z,4260000,-23.0,9.0,1,left,MISS W. Cauley-Stein driving Layup,[1626161],1610612742.0,DAL,,Cauley-Stein,W. Cauley-Stein,2.49,Missed,,,,,driving,,,,,,,,,,,,,,,,,,,,
434,PT01M30.00S,2021-11-18T04:41:07.6Z,3,REGULAR,rebound,defensive,[],1626164,,,1610612756,65,67,2021-11-18T04:41:10Z,4270000,,,0,,D. Booker REBOUND (Off:0 Def:9),[1626164],1610612756.0,PHX,,Booker,D. Booker,,,433.0,9.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,
435,PT01M25.00S,2021-11-18T04:41:12.0Z,3,REGULAR,3pt,Jump Shot,[],1626166,70.38436268068331,23.52941176470588,1610612756,65,67,2021-11-18T04:41:20Z,4280000,-132.0,226.0,1,right,MISS C. Payne 26' 3PT,[1626166],1610612756.0,PHX,,Payne,C. Payne,26.18,Missed,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT01M22.00S,2021-11-18T04:41:15.0Z,3,REGULAR,rebound,defensive,[],203493,,,1610612742,65,67,2021-11-18T04:41:20Z,4290000,,,0,,R. Bullock REBOUND (Off:1 Def:4),[203493],1610612742.0,DAL,,Bullock,R. Bullock,,,435.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
437,PT01M20.00S,2021-11-18T04:41:22.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,65,67,2021-11-18T04:41:22Z,4300000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
