actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
277,PT03M29.00S,2021-11-07T02:51:37.9Z,2,REGULAR,freethrow,1 of 2,[],203109,,,1610612756,49,47,2021-11-07T02:51:37Z,2540000,,,0,,J. Crowder Free Throw 1 of 2 (4 PTS),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,Made,,,,,,4.0,,,,,,,,,,,,,
278,PT03M29.00S,2021-11-07T02:51:53.6Z,2,REGULAR,freethrow,2 of 2,[],203109,,,1610612756,50,47,2021-11-07T02:51:53Z,2550000,,,0,,J. Crowder Free Throw 2 of 2 (5 PTS),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,Made,,,,,,5.0,,,,,,,,,,,,,
287,PT03M18.00S,2021-11-07T02:52:20.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,10.90670170827858,54.43474264705882,1610612737,50,47,2021-11-07T02:56:05Z,2565000,-22.0,50.0,1,left,MISS D. Hunter driving Layup - blocked,"[1629631, 1626164]",1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,5.47,Missed,,,,,,,Booker,1626164.0,,,,,,,,,,,
288,PT03M18.00S,2021-11-07T02:52:20.1Z,2,REGULAR,block,,[],1626164,,,1610612737,50,47,2021-11-07T02:56:05Z,2567500,,,0,,D. Booker BLOCK (1 BLK),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M18.00S,2021-11-07T02:52:20.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,50,47,2021-11-07T02:56:05Z,2568750,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,287.0,,,,,,,,,,,,,,,,,,
292,PT03M18.00S,2021-11-07T02:52:24.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,50,47,2021-11-07T02:56:19Z,2569375,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M16.00S,2021-11-07T02:52:27.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203992,6.389618922470433,1.4705882352941175,1610612737,50,50,2021-11-07T02:56:05Z,2570000,243.0,8.0,1,left,B. Bogdanovic 24' 3PT  (7 PTS) (T. Young 5 AST),"[203992, 1629027]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,24.27,Made,,,,,,7.0,,,,,,,T. Young,1629027.0,5.0,,,,
282,PT03M00.00S,2021-11-07T02:52:43.9Z,2,REGULAR,3pt,Jump Shot,[],1626164,93.77463863337714,96.81372549019608,1610612756,50,50,2021-11-07T02:52:49Z,2590000,234.0,6.0,1,right,MISS D. Booker 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,23.42,Missed,,,,,,,,,,,,,,,,,,,
283,PT02M55.00S,2021-11-07T02:52:48.9Z,2,REGULAR,rebound,defensive,[],1629027,,,1610612737,50,50,2021-11-07T02:52:49Z,2600000,,,0,,T. Young REBOUND (Off:0 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,282.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
284,PT02M55.00S,2021-11-07T02:52:51.9Z,2,REGULAR,foul,personal,['2freethrow'],1626166,,,1610612737,50,50,2021-11-07T02:53:02Z,2610000,,,0,,C. Payne shooting personal FOUL (1 PF) (Young 2 FT),"[1626166, 1629027]",1610612756.0,PHX,shooting,,,Payne,C. Payne,,,,,,,,,,,1627519.0,,,,1.0,0.0,Young,1629027.0,,,,,,,
286,PT02M55.00S,2021-11-07T02:53:09.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,50,50,2021-11-07T02:53:09Z,2630000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M55.00S,2021-11-07T02:56:11.3Z,2,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,50,50,2021-11-07T02:56:11Z,2640000,,,0,,MISS T. Young Free Throw 1 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Missed,,,,,,,,,,,,,,,,,,,
291,PT02M55.00S,2021-11-07T02:56:11.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,50,50,2021-11-07T02:56:11Z,2650000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,290.0,,,,,,,,,,,,,,,,,,
293,PT02M55.00S,2021-11-07T02:56:22.9Z,2,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,50,51,2021-11-07T02:56:22Z,2660000,,,0,,T. Young Free Throw 2 of 2 (11 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,11.0,,,,,,,,,,,,,
294,PT02M42.00S,2021-11-07T02:56:41.9Z,2,REGULAR,turnover,bad pass,[],1626166,,,1610612756,50,51,2021-11-07T02:56:49Z,2670000,,,0,,C. Payne bad pass TURNOVER (1 TO),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,1.0,,,
296,PT02M42.00S,2021-11-07T02:56:47.4Z,2,REGULAR,foul,personal,[],201580,,,1610612737,50,51,2021-11-07T02:56:58Z,2690000,,,0,,J. McGee loose ball personal FOUL (2 PF),"[201580, 1629027]",1610612756.0,PHX,loose ball,,,McGee,J. McGee,,,,,,,,,,,1627519.0,,,,2.0,0.0,Young,1629027.0,,,,,,,
298,PT02M26.00S,2021-11-07T02:57:11.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203992,25.04927726675427,88.97058823529412,1610612737,50,54,2021-11-07T02:57:17Z,2710000,-195.0,183.0,1,left,B. Bogdanovic 26' 3PT step back (10 PTS),[203992],1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,26.73,Made,,,,,,10.0,,,,,,,,,,,,,
299,PT02M04.00S,2021-11-07T02:57:34.0Z,2,REGULAR,3pt,Jump Shot,[],203109,92.32917214191852,1.715686274509804,1610612756,50,54,2021-11-07T02:57:39Z,2720000,-241.0,20.0,1,right,MISS J. Crowder 24' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,24.22,Missed,,,,,,,,,,,,,,,,,,,
300,PT02M01.00S,2021-11-07T02:57:37.0Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,50,54,2021-11-07T02:57:39Z,2730000,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,299.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
301,PT01M57.00S,2021-11-07T02:57:41.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203992,17.821944809461236,96.07843137254902,1610612737,50,54,2021-11-07T02:58:03Z,2740000,-230.0,115.0,1,left,MISS B. Bogdanovic 25' running 3PT,[203992],1610612737.0,ATL,running,,,Bogdanovic,B. Bogdanovic,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,,
302,PT01M54.00S,2021-11-07T02:57:44.1Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612756,50,54,2021-11-07T02:57:47Z,2750000,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,301.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
303,PT01M48.00S,2021-11-07T02:57:51.4Z,2,REGULAR,foul,personal,['2freethrow'],1629027,,,1610612756,50,54,2021-11-07T02:58:02Z,2760000,,,0,,T. Young shooting personal FOUL (1 PF) (Payne 2 FT),"[1629027, 1626166]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,,,,,,,202041.0,,,,1.0,0.0,Payne,1626166.0,,,,,,,
305,PT01M48.00S,2021-11-07T02:58:17.9Z,2,REGULAR,freethrow,1 of 2,[],1626166,,,1610612756,51,54,2021-11-07T02:58:17Z,2780000,,,0,,C. Payne Free Throw 1 of 2 (1 PTS),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,Made,,,,,,1.0,,,,,,,,,,,,,
306,PT01M48.00S,2021-11-07T02:58:36.7Z,2,REGULAR,freethrow,2 of 2,[],1626166,,,1610612756,52,54,2021-11-07T02:58:36Z,2790000,,,0,,C. Payne Free Throw 2 of 2 (2 PTS),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,Made,,,,,,2.0,,,,,,,,,,,,,
307,PT01M35.00S,2021-11-07T02:58:52.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201580,,,1610612737,52,54,2021-11-07T02:59:01Z,2800000,,,0,,J. McGee shooting personal FOUL (3 PF) (Collins 2 FT),"[201580, 1628381]",1610612756.0,PHX,shooting,,,McGee,J. McGee,,,,,,,,,,,202041.0,,,,3.0,0.0,Collins,1628381.0,,,,,,,
311,PT01M35.00S,2021-11-07T02:59:17.6Z,2,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,52,55,2021-11-07T02:59:17Z,2820000,,,0,,J. Collins Free Throw 1 of 2 (12 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,,,,,,12.0,,,,,,,,,,,,,
312,PT01M35.00S,2021-11-07T02:59:18.9Z,2,REGULAR,substitution,out,[],201580,,,1610612737,52,55,2021-11-07T02:59:30Z,2830000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M35.00S,2021-11-07T02:59:18.9Z,2,REGULAR,substitution,in,[],1626163,,,1610612737,52,55,2021-11-07T02:59:30Z,2840000,,,0,,SUB in: F. Kaminsky,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT01M35.00S,2021-11-07T02:59:18.9Z,2,REGULAR,substitution,out,[],1626166,,,1610612737,52,55,2021-11-07T03:00:22Z,2845000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT01M35.00S,2021-11-07T02:59:18.9Z,2,REGULAR,substitution,in,[],101108,,,1610612737,52,55,2021-11-07T03:00:22Z,2847500,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M35.00S,2021-11-07T02:59:43.7Z,2,REGULAR,freethrow,2 of 2,[],1628381,,,1610612737,52,56,2021-11-07T02:59:43Z,2850000,,,0,,J. Collins Free Throw 2 of 2 (13 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,,,,,,13.0,,,,,,,,,,,,,
317,PT01M26.00S,2021-11-07T02:59:59.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629027,,,1610612756,52,56,2021-11-07T03:02:44Z,2860000,,,0,,T. Young personal FOUL (2 PF) (Paul 2 FT),"[1629027, 101108]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,1627519.0,,,,2.0,0.0,Paul,101108.0,,,,,,,
321,PT01M26.00S,2021-11-07T03:00:28.9Z,2,REGULAR,freethrow,1 of 2,[],101108,,,1610612756,53,56,2021-11-07T03:00:28Z,2880000,,,0,,C. Paul Free Throw 1 of 2 (3 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,Made,,,,,,3.0,,,,,,,,,,,,,
322,PT01M26.00S,2021-11-07T03:00:29.6Z,2,REGULAR,substitution,out,[],203109,,,1610612756,53,56,2021-11-07T03:00:32Z,2890000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT01M26.00S,2021-11-07T03:00:29.6Z,2,REGULAR,substitution,in,[],1629661,,,1610612756,53,56,2021-11-07T03:00:32Z,2900000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT01M26.00S,2021-11-07T03:00:37.7Z,2,REGULAR,freethrow,2 of 2,[],101108,,,1610612756,54,56,2021-11-07T03:00:37Z,2910000,,,0,,C. Paul Free Throw 2 of 2 (4 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,Made,,,,,,4.0,,,,,,,,,,,,,
325,PT01M08.00S,2021-11-07T03:00:57.8Z,2,REGULAR,3pt,Jump Shot,[],203992,22.28975032851511,91.66666666666666,1610612737,54,56,2021-11-07T03:03:33Z,2920000,-208.0,157.0,1,left,MISS B. Bogdanovic 26' pullup 3PT,[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,26.08,Missed,,,,,,,,,,,,,,,,,,,
326,PT01M05.00S,2021-11-07T03:01:00.8Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,54,56,2021-11-07T03:01:02Z,2930000,,,0,,D. Booker REBOUND (Off:1 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,325.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
327,PT01M00.00S,2021-11-07T03:01:07.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203992,,,1610612756,54,56,2021-11-07T03:01:21Z,2940000,,,0,,B. Bogdanovic shooting personal FOUL (1 PF) (Booker 2 FT),"[203992, 1626164]",1610612737.0,ATL,shooting,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,202041.0,,,,1.0,0.0,Booker,1626164.0,,,,,,,
329,PT01M00.00S,2021-11-07T03:01:32.7Z,2,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,55,56,2021-11-07T03:01:32Z,2960000,,,0,,D. Booker Free Throw 1 of 2 (17 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,,,,,,17.0,,,,,,,,,,,,,
330,PT01M00.00S,2021-11-07T03:01:46.0Z,2,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,56,56,2021-11-07T03:01:46Z,2970000,,,0,,D. Booker Free Throw 2 of 2 (18 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,,,,,,18.0,,,,,,,,,,,,,
331,PT00M43.20S,2021-11-07T03:02:05.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,11.645860709592641,47.794117647058826,1610612737,56,56,2021-11-07T03:02:09Z,2980000,11.0,57.0,1,left,MISS D. Hunter driving bank Shot,[1629631],1610612737.0,ATL,driving bank,,,Hunter,D. Hunter,,,,,5.81,Missed,,,,,,,,,,,,,,,,,,,
332,PT00M41.00S,2021-11-07T03:02:07.6Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,56,56,2021-11-07T03:02:09Z,2990000,,,0,,D. Booker REBOUND (Off:1 Def:4),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,331.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
333,PT00M31.30S,2021-11-07T03:02:17.4Z,2,REGULAR,3pt,Jump Shot,[],1626164,74.19513797634691,84.55882352941177,1610612756,59,56,2021-11-07T03:02:22Z,3000000,173.0,190.0,1,right,D. Booker 25' 3PT pullup (21 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,25.69,Made,,,,,,21.0,,,,,,,,,,,,,
334,PT00M12.10S,2021-11-07T03:02:39.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,12.040078843626807,46.07843137254902,1610612737,59,56,2021-11-07T03:03:00Z,3010000,20.0,61.0,1,left,MISS T. Young 6' driving floating Shot - blocked,"[1629027, 1626163]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,6.38,Missed,,,,,,,Kaminsky,1626163.0,,,,,,,,,,,
335,PT00M12.10S,2021-11-07T03:02:39.1Z,2,REGULAR,block,,[],1626163,,,1610612737,59,56,2021-11-07T03:02:42Z,3020000,,,0,,F. Kaminsky BLOCK (1 BLK),[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M11.20S,2021-11-07T03:02:40.0Z,2,REGULAR,rebound,defensive,[],101108,,,1610612756,59,56,2021-11-07T03:04:57Z,3030000,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,334.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
337,PT00M10.20S,2021-11-07T03:02:47.0Z,2,REGULAR,turnover,lost ball,[],1626164,,,1610612756,59,56,2021-11-07T03:05:03Z,3040000,,,0,,D. Booker lost ball TURNOVER (3 TO),"[1626164, 1629631]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,3.0,Hunter,1629631.0,
338,PT00M10.20S,2021-11-07T03:02:47.0Z,2,REGULAR,steal,,[],1629631,,,1610612737,59,56,2021-11-07T03:03:42Z,3050000,,,0,,D. Hunter STEAL (1 STL),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M04.10S,2021-11-07T03:02:54.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626164,,,1610612737,59,56,2021-11-07T03:03:05Z,3060000,,,0,,D. Booker shooting personal FOUL (1 PF) (Young 2 FT),"[1626164, 1629027]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,,,,,,,202026.0,,,,1.0,0.0,Young,1629027.0,,,,,,,
341,PT00M04.10S,2021-11-07T03:03:20.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629027,,,1610612737,59,57,2021-11-07T03:09:34Z,3080000,,,0,,T. Young Free Throw 1 of 2 (12 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,12.0,,,,,,,,,,,,,
344,PT00M04.10S,2021-11-07T03:03:20.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629027,,,1610612737,59,58,2021-11-07T03:09:34Z,3085000,,,0,,T. Young Free Throw 2 of 2 (13 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,13.0,,,,,,,,,,,,,
342,PT00M04.10S,2021-11-07T03:03:22.1Z,2,REGULAR,substitution,out,[],203991,,,1610612756,59,58,2021-11-07T03:09:34Z,3090000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT00M04.10S,2021-11-07T03:03:22.1Z,2,REGULAR,substitution,in,[],1629629,,,1610612756,59,58,2021-11-07T03:09:34Z,3100000,,,0,,SUB in: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT00M00.40S,2021-11-07T03:03:59.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626163,93.51182654402102,52.20588235294118,1610612756,59,58,2021-11-07T03:04:06Z,3105000,11.0,8.0,1,right,MISS F. Kaminsky driving floating Shot,[1626163],1610612756.0,PHX,driving floating,,,Kaminsky,F. Kaminsky,,,,,1.39,Missed,,,,,,,,,,,,,,,,,,,
346,PT00M00.10S,2021-11-07T03:03:59.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,59,58,2021-11-07T03:09:53Z,3107500,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,345.0,,,,,,,,,,,,,,,,,,
347,PT00M00.00S,2021-11-07T03:04:04.0Z,2,REGULAR,period,end,[],0,,,1610612737,59,58,2021-11-07T03:09:25Z,3140000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2021-11-07T03:18:07.4Z,3,REGULAR,substitution,out,['startperiod'],1626163,,,1610612737,59,58,2021-11-07T03:19:34Z,3150000,,,0,,SUB out: F. Kaminsky,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2021-11-07T03:18:07.4Z,3,REGULAR,substitution,out,['startperiod'],1629661,,,1610612737,59,58,2021-11-07T03:19:34Z,3160000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2021-11-07T03:18:07.4Z,3,REGULAR,substitution,out,['startperiod'],1629629,,,1610612737,59,58,2021-11-07T03:19:34Z,3170000,,,0,,SUB out: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2021-11-07T03:18:07.4Z,3,REGULAR,substitution,in,['startperiod'],201580,,,1610612737,59,58,2021-11-07T03:19:34Z,3180000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2021-11-07T03:18:07.4Z,3,REGULAR,substitution,in,['startperiod'],203109,,,1610612737,59,58,2021-11-07T03:19:34Z,3190000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2021-11-07T03:18:07.4Z,3,REGULAR,substitution,in,['startperiod'],203991,,,1610612737,59,58,2021-11-07T03:19:34Z,3200000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2021-11-07T03:19:39.0Z,3,REGULAR,period,start,[],0,,,1610612756,59,58,2021-11-07T03:19:39Z,3210000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT11M50.00S,2021-11-07T03:19:48.7Z,3,REGULAR,3pt,Jump Shot,[],1626164,32.933639947437584,47.549019607843135,1610612756,59,58,2021-11-07T03:20:10Z,3220000,12.0,257.0,1,left,MISS D. Booker 25' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,,
356,PT11M45.00S,2021-11-07T03:19:53.1Z,3,REGULAR,rebound,defensive,[],203992,,,1610612737,59,58,2021-11-07T03:19:53Z,3230000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:4),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,355.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
357,PT11M31.00S,2021-11-07T03:20:07.1Z,3,REGULAR,3pt,Jump Shot,[],203992,72.35545335085413,84.80392156862744,1610612737,59,61,2021-11-07T03:20:12Z,3240000,174.0,207.0,1,right,B. Bogdanovic 27' 3PT  (13 PTS) (T. Young 6 AST),"[203992, 1629027]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,27.07,Made,,,,,,13.0,,,,,,,T. Young,1629027.0,6.0,,,,
359,PT11M16.00S,2021-11-07T03:20:21.6Z,3,REGULAR,2pt,Jump Shot,[],1626164,8.492115637319317,20.34313725490196,1610612756,61,61,2021-11-07T03:21:41Z,3260000,148.0,27.0,1,left,D. Booker 15' pullup Jump Shot (23 PTS) (C. Paul 7 AST),"[1626164, 101108]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,15.08,Made,,,,,,23.0,,,,,,,C. Paul,101108.0,7.0,,,,
361,PT10M59.00S,2021-11-07T03:20:39.6Z,3,REGULAR,2pt,Jump Shot,[],1629027,85.3646517739816,79.16666666666666,1610612737,61,63,2021-11-07T03:22:12Z,3280000,146.0,85.0,1,right,T. Young 16' pullup Jump Shot (15 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,16.88,Made,,,,,,15.0,,,,,,,,,,,,,
362,PT10M40.00S,2021-11-07T03:20:58.0Z,3,REGULAR,3pt,Jump Shot,[],1626164,28.597240473061763,83.57843137254902,1610612756,64,63,2021-11-07T03:21:03Z,3290000,-168.0,216.0,1,left,D. Booker 27' 3PT  (26 PTS) (C. Paul 8 AST),"[1626164, 101108]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,27.38,Made,,,,,,26.0,,,,,,,C. Paul,101108.0,8.0,,,,
364,PT10M30.00S,2021-11-07T03:21:07.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,93.11760840998686,45.588235294117645,1610612737,64,63,2021-11-07T03:23:32Z,3310000,-22.0,12.0,1,right,MISS B. Bogdanovic turnaround Shot,[203992],1610612737.0,ATL,turnaround,,,Bogdanovic,B. Bogdanovic,,,,,2.52,Missed,,,,,,,,,,,,,,,,,,,
365,PT10M29.00S,2021-11-07T03:21:08.9Z,3,REGULAR,rebound,defensive,[],101108,,,1610612756,64,63,2021-11-07T03:21:12Z,3320000,,,0,,C. Paul REBOUND (Off:0 Def:3),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,364.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
366,PT10M29.00S,2021-11-07T03:21:11.8Z,3,REGULAR,foul,personal,[],203992,,,1610612756,64,63,2021-11-07T03:21:18Z,3330000,,,0,,B. Bogdanovic personal FOUL (2 PF),"[203992, 101108]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,202041.0,,,,2.0,0.0,Paul,101108.0,,,,,,,
368,PT10M15.00S,2021-11-07T03:21:34.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,6.389618922470433,54.166666666666664,1610612756,64,63,2021-11-07T03:21:39Z,3350000,-21.0,8.0,1,left,MISS D. Booker driving Layup,[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,2.21,Missed,,,,,,,,,,,,,,,,,,,
369,PT10M13.00S,2021-11-07T03:21:36.0Z,3,REGULAR,rebound,offensive,[],201580,,,1610612756,64,63,2021-11-07T03:23:10Z,3360000,,,0,,J. McGee REBOUND (Off:2 Def:1),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,368.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
377,PT10M13.00S,2021-11-07T03:21:37.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201580,7.6215505913272015,50.02297794117647,1610612756,64,63,2021-11-07T03:27:30Z,3365000,0.0,19.0,1,left,MISS J. McGee tip Layup,[201580],1610612756.0,PHX,tip,,,McGee,J. McGee,,,,,1.91,Missed,,,,,,,,,,,,,,,,,,,
378,PT10M10.00S,2021-11-07T03:21:40.9Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,64,63,2021-11-07T03:23:17Z,3367500,,,0,,C. Capela REBOUND (Off:2 Def:7),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,377.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
