actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
426,PT05M43.00S,2023-01-05T02:37:22.0Z,3,REGULAR,3pt,Jump Shot,[],1629645,67.88764783180025,51.225490196078425,1610612745,88,63,2023-01-05T02:37:27Z,4170000,False,6.0,249.0,1,right,MISS K. Porter Jr. 24' pullup 3PT,[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,24.95,Missed,,,,,,,,,,,,,,,,,,
427,PT05M40.00S,2023-01-05T02:37:25.0Z,3,REGULAR,rebound,offensive,[],1631095,,,1610612745,88,63,2023-01-05T02:37:27Z,4180000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:8),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,426.0,,,9.0,8.0,1.0,,,,,,
428,PT05M34.00S,2023-01-05T02:37:30.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201569,91.27792378449409,95.83333333333334,1610612745,88,66,2023-01-05T02:37:35Z,4190000,False,229.0,29.0,1,right,E. Gordon 3PT  (13 PTS) (J. Green 3 AST),"[201569, 1630224]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Right Corner 3,24+ Right,23.11,Made,13.0,,,,,,,,,,,,J. Green,1630224.0,3.0,,,
430,PT05M17.00S,2023-01-05T02:37:48.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,19.530223390275953,49.01960784313725,1610612740,90,66,2023-01-05T02:37:53Z,4210000,False,5.0,131.0,1,left,C. McCollum 13' driving floating Jump Shot (23 PTS) (J. Valanciunas 2 AST),"[203468, 202685]",1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,13.12,Made,23.0,,,,,,,,,,,,J. Valanciunas,202685.0,2.0,,,
432,PT04M58.00S,2023-01-05T02:38:09.9Z,3,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612745,90,66,2023-01-05T02:38:21Z,4230000,False,,,0,,T. Murphy III shooting personal FOUL (3 PF) (Smith Jr. 2 FT),"[1630530, 1631095]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Center,,,,1626300.0,3.0,1.0,Smith Jr.,1631095.0,,,,,,,,,,,,
434,PT04M58.00S,2023-01-05T02:38:38.3Z,3,REGULAR,freethrow,1 of 2,[],1631095,,,1610612745,90,66,2023-01-05T02:38:38Z,4250000,False,,,0,,MISS J. Smith Jr. Free Throw 1 of 2,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
435,PT04M58.00S,2023-01-05T02:38:38.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,90,66,2023-01-05T02:38:38Z,4260000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,434.0,,,,,,,,,,,
436,PT04M58.00S,2023-01-05T02:38:39.9Z,3,REGULAR,substitution,out,[],1630230,,,1610612745,90,66,2023-01-05T02:38:50Z,4270000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M58.00S,2023-01-05T02:38:39.9Z,3,REGULAR,substitution,out,[],1630530,,,1610612745,90,66,2023-01-05T02:38:50Z,4280000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M58.00S,2023-01-05T02:38:39.9Z,3,REGULAR,substitution,out,[],1628981,,,1610612745,90,66,2023-01-05T02:38:50Z,4290000,False,,,0,,SUB out: B. Fernando,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT04M58.00S,2023-01-05T02:38:39.9Z,3,REGULAR,substitution,in,[],1630700,,,1610612745,90,66,2023-01-05T02:38:50Z,4300000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT04M58.00S,2023-01-05T02:38:39.9Z,3,REGULAR,substitution,in,[],1630631,,,1610612745,90,66,2023-01-05T02:38:50Z,4310000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT04M58.00S,2023-01-05T02:38:39.9Z,3,REGULAR,substitution,in,[],1630586,,,1610612745,90,66,2023-01-05T02:38:50Z,4320000,False,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT04M58.00S,2023-01-05T02:39:03.0Z,3,REGULAR,freethrow,2 of 2,[],1631095,,,1610612745,90,67,2023-01-05T02:39:03Z,4330000,False,,,0,,J. Smith Jr. Free Throw 2 of 2 (10 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
443,PT04M50.00S,2023-01-05T02:39:15.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,16.90210249671485,50.245098039215684,1610612740,90,67,2023-01-05T02:39:19Z,4340000,False,-1.0,106.0,1,left,MISS J. Alvarado 10' driving floating Shot,[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Center,10.64,Missed,,,,,,,,,,,,,,,,,,
444,PT04M47.00S,2023-01-05T02:39:18.0Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,90,67,2023-01-05T02:39:19Z,4350000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:9),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,443.0,,,10.0,9.0,1.0,,,,,,
445,PT04M40.00S,2023-01-05T02:39:24.2Z,3,REGULAR,3pt,Jump Shot,[],201569,64.07687253613666,45.34313725490196,1610612745,90,67,2023-01-05T02:39:32Z,4360000,False,-23.0,285.0,1,right,MISS E. Gordon 28' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Center,28.62,Missed,,,,,,,,,,,,,,,,,,
446,PT04M36.00S,2023-01-05T02:39:28.8Z,3,REGULAR,rebound,offensive,[],1629645,,,1610612745,90,67,2023-01-05T02:39:28Z,4370000,False,,,0,,K. Porter Jr. REBOUND (Off:2 Def:0),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,445.0,,,2.0,0.0,2.0,,,,,,
447,PT04M33.00S,2023-01-05T02:39:30.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629645,87.33574244415243,51.71568627450981,1610612745,90,69,2023-01-05T02:39:35Z,4380000,False,9.0,67.0,1,right,K. Porter Jr. 6' putback Layup (11 PTS),[1629645],1610612745.0,HOU,putback,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.71,Made,11.0,,,,,,,,,,,,,,,,,
448,PT04M23.00S,2023-01-05T02:39:42.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202685,11.251642575558476,42.15686274509804,1610612740,92,69,2023-01-05T02:39:51Z,4390000,False,39.0,53.0,1,left,J. Valanciunas 6' Hook (13 PTS) (C. McCollum 4 AST),"[202685, 203468]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,6.62,Made,13.0,,,,,,,,,,,,C. McCollum,203468.0,4.0,,,
450,PT04M23.00S,2023-01-05T02:39:45.9Z,3,REGULAR,foul,personal,['1freethrow'],1630586,,,1610612740,92,69,2023-01-05T02:39:55Z,4410000,False,,,0,,U. Garuba shooting personal FOUL (4 PF) (Valanciunas 1 FT),"[1630586, 202685]",1610612745.0,HOU,shooting,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,,,,1626301.0,4.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,
452,PT04M23.00S,2023-01-05T02:39:56.2Z,3,REGULAR,substitution,out,[],201569,,,1610612740,92,69,2023-01-05T02:40:30Z,4430000,False,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT04M23.00S,2023-01-05T02:39:56.2Z,3,REGULAR,substitution,in,[],1630231,,,1610612740,92,69,2023-01-05T02:40:30Z,4440000,False,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT04M23.00S,2023-01-05T02:40:14.0Z,3,REGULAR,freethrow,1 of 1,[],202685,,,1610612740,93,69,2023-01-05T02:40:14Z,4450000,False,,,0,,J. Valanciunas Free Throw 1 of 1 (14 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
455,PT04M10.00S,2023-01-05T02:40:28.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,90.62089356110381,56.372549019607845,1610612745,93,69,2023-01-05T02:40:33Z,4460000,False,32.0,36.0,1,right,MISS J. Green driving Layup,[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,4.79,Missed,,,,,,,,,,,,,,,,,,
456,PT04M08.00S,2023-01-05T02:40:30.7Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,93,69,2023-01-05T02:40:33Z,4470000,False,,,0,,J. Valanciunas REBOUND (Off:4 Def:10),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,455.0,,,14.0,10.0,4.0,,,,,,
457,PT04M00.00S,2023-01-05T02:40:38.0Z,3,REGULAR,3pt,Jump Shot,[],203468,31.750985545335087,37.00980392156863,1610612740,96,69,2023-01-05T02:40:43Z,4480000,False,65.0,246.0,1,left,C. McCollum 25' 3PT pullup (26 PTS),[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,25.44,Made,26.0,,,,,,,,,,,,,,,,,
459,PT03M51.00S,2023-01-05T02:40:54.5Z,3,REGULAR,substitution,out,[],202685,,,1610612745,96,69,2023-01-05T02:41:06Z,4500000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M51.00S,2023-01-05T02:40:54.5Z,3,REGULAR,substitution,out,[],1629645,,,1610612745,96,69,2023-01-05T02:41:06Z,4510000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M51.00S,2023-01-05T02:40:54.5Z,3,REGULAR,substitution,in,[],1626195,,,1610612745,96,69,2023-01-05T02:41:06Z,4520000,False,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT03M51.00S,2023-01-05T02:40:54.5Z,3,REGULAR,substitution,in,[],1631102,,,1610612745,96,69,2023-01-05T02:41:06Z,4530000,False,,,0,,SUB in: T. Washington Jr.,[1631102],1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT03M40.00S,2023-01-05T02:41:54.6Z,3,REGULAR,2pt,Jump Shot,[],1631102,80.1084099868594,69.36274509803921,1610612745,96,69,2023-01-05T02:41:59Z,4550000,False,97.0,134.0,1,right,MISS T. Washington Jr. 16' step back Shot,[1631102],1610612745.0,HOU,step back,,,Washington Jr.,T. Washington Jr.,,,,,Mid-Range,16-24 Right Center,16.57,Missed,,,,,,,,,,,,,,,,,,
465,PT03M36.00S,2023-01-05T02:41:58.6Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612740,96,69,2023-01-05T02:41:59Z,4560000,False,,,0,,D. Daniels REBOUND (Off:1 Def:2),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Right Center,,,,,,,,,464.0,,,3.0,2.0,1.0,,,,,,
466,PT03M34.00S,2023-01-05T02:42:03.8Z,3,REGULAR,foul,personal,[],1631102,,,1610612740,96,69,2023-01-05T02:42:14Z,4570000,False,,,0,,T. Washington Jr. personal FOUL (2 PF),"[1631102, 1626195]",1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,2003.0,2.0,0.0,Hernangomez,1626195.0,,,,,,,,,,,,
468,PT03M34.00S,2023-01-05T02:42:23.8Z,3,REGULAR,substitution,out,[],1630224,,,1610612740,96,69,2023-01-05T02:42:30Z,4590000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT03M34.00S,2023-01-05T02:42:23.8Z,3,REGULAR,substitution,in,[],1629726,,,1610612740,96,69,2023-01-05T02:42:30Z,4600000,False,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT03M34.00S,2023-01-05T02:42:36.8Z,3,REGULAR,substitution,out,[],1630529,,,1610612740,96,69,2023-01-05T02:42:41Z,4610000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT03M34.00S,2023-01-05T02:42:36.8Z,3,REGULAR,substitution,in,[],1629637,,,1610612740,96,69,2023-01-05T02:42:41Z,4620000,False,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT03M25.00S,2023-01-05T02:42:54.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626195,9.017739816031538,50.0,1610612740,96,69,2023-01-05T02:43:31Z,4630000,False,0.0,32.0,1,left,MISS W. Hernangomez floating Shot,[1626195],1610612740.0,NOP,floating,,,Hernangomez,W. Hernangomez,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
473,PT03M21.00S,2023-01-05T02:42:58.4Z,3,REGULAR,rebound,offensive,[],1629637,,,1610612740,96,69,2023-01-05T02:42:58Z,4640000,False,,,0,,J. Hayes REBOUND (Off:2 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,472.0,,,3.0,1.0,2.0,,,,,,
474,PT03M21.00S,2023-01-05T02:42:58.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629637,5.590000152587891,50.0,1610612740,96,69,2023-01-05T02:42:58Z,4650000,False,0.0,0.0,1,left,MISS J. Hayes tip Layup,[1629637],1610612740.0,NOP,tip,,,Hayes,J. Hayes,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
475,PT03M20.00S,2023-01-05T02:42:59.5Z,3,REGULAR,rebound,defensive,[],1630586,,,1610612745,96,69,2023-01-05T02:42:59Z,4660000,False,,,0,,U. Garuba REBOUND (Off:1 Def:3),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Mid-Range,8-16 Left,,,,,,,,,474.0,,,4.0,3.0,1.0,,,,,,
476,PT03M18.00S,2023-01-05T02:43:01.9Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1631095,85.89027595269383,78.67647058823529,1610612745,96,71,2023-01-05T02:44:02Z,4670000,False,143.0,80.0,1,right,J. Smith Jr. 16' running pullup Jump Shot (12 PTS) (K. Martin Jr. 1 AST),"[1631095, 1630231]",1610612745.0,HOU,running pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Right,16.43,Made,12.0,,,,,,,,,,,,K. Martin Jr.,1630231.0,1.0,,,
479,PT03M04.00S,2023-01-05T02:43:25.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629726,,,1610612740,96,71,2023-01-05T02:43:46Z,4700000,False,,,0,,G. Mathews personal FOUL (1 PF) (Hernangomez 2 FT),"[1629726, 1626195]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,Mid-Range,8-16 Right,,,,1626301.0,1.0,0.0,Hernangomez,1626195.0,,,,,,,,,,,,
481,PT03M04.00S,2023-01-05T02:43:43.8Z,3,REGULAR,freethrow,1 of 2,[],1626195,,,1610612740,97,71,2023-01-05T02:43:43Z,4720000,False,,,0,,W. Hernangomez Free Throw 1 of 2 (9 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
482,PT03M04.00S,2023-01-05T02:44:01.0Z,3,REGULAR,freethrow,2 of 2,[],1626195,,,1610612740,98,71,2023-01-05T02:44:01Z,4730000,False,,,0,,W. Hernangomez Free Throw 2 of 2 (10 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
483,PT02M51.00S,2023-01-05T02:44:14.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630586,89.70105124835742,54.65686274509803,1610612745,98,71,2023-01-05T02:44:18Z,4740000,False,23.0,44.0,1,right,MISS U. Garuba cutting Layup,[1630586],1610612745.0,HOU,cutting,,,Garuba,U. Garuba,,,,,In The Paint (Non-RA),0-8 Center,5.01,Missed,,,,,,,,,,,,,,,,,,
484,PT02M49.00S,2023-01-05T02:44:16.8Z,3,REGULAR,rebound,defensive,[],1629637,,,1610612740,98,71,2023-01-05T02:44:18Z,4750000,False,,,0,,J. Hayes REBOUND (Off:2 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,483.0,,,4.0,2.0,2.0,,,,,,
485,PT02M31.00S,2023-01-05T02:44:35.2Z,3,REGULAR,3pt,Jump Shot,[],1630631,29.122864651773984,26.225490196078432,1610612740,98,71,2023-01-05T02:44:43Z,4760000,False,119.0,221.0,1,left,MISS J. Alvarado 25' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,25.12,Missed,,,,,,,,,,,,,,,,,,
486,PT02M28.00S,2023-01-05T02:44:38.2Z,3,REGULAR,rebound,defensive,[],1630586,,,1610612745,98,71,2023-01-05T02:44:43Z,4770000,False,,,0,,U. Garuba REBOUND (Off:1 Def:4),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Above the Break 3,24+ Right Center,,,,,,,,,485.0,,,5.0,4.0,1.0,,,,,,
487,PT02M22.00S,2023-01-05T02:44:44.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631095,68.01905387647832,38.72549019607843,1610612745,98,71,2023-01-05T02:46:49Z,4780000,False,-56.0,248.0,1,right,MISS J. Smith Jr. 25' running pullup 3PT,[1631095],1610612745.0,HOU,running pullup,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,25.44,Missed,,,,,,,,,,,,,,,,,,
488,PT02M18.00S,2023-01-05T02:44:48.3Z,3,REGULAR,rebound,defensive,[],1626195,,,1610612740,98,71,2023-01-05T02:44:50Z,4790000,False,,,0,,W. Hernangomez REBOUND (Off:1 Def:3),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,Above the Break 3,24+ Center,,,,,,,,,487.0,,,4.0,3.0,1.0,,,,,,
489,PT02M08.00S,2023-01-05T02:44:58.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203468,9.411957950065702,57.84313725490197,1610612740,98,71,2023-01-05T02:45:01Z,4800000,False,-39.0,36.0,1,left,MISS C. McCollum driving finger roll Layup,[203468],1610612740.0,NOP,driving finger roll,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,5.32,Missed,,,,,,,,,,,,,,,,,,
490,PT02M06.00S,2023-01-05T02:45:00.6Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,98,71,2023-01-05T02:45:01Z,4810000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:10),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,489.0,,,11.0,10.0,1.0,,,,,,
491,PT01M58.00S,2023-01-05T02:45:08.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629726,86.15308804204993,41.42156862745098,1610612745,98,71,2023-01-05T02:45:11Z,4820000,False,-43.0,78.0,1,right,MISS G. Mathews 8' driving floating Shot,[1629726],1610612745.0,HOU,driving floating,,,Mathews,G. Mathews,,,,,In The Paint (Non-RA),8-16 Center,8.88,Missed,,,,,,,,,,,,,,,,,,
492,PT01M56.00S,2023-01-05T02:45:10.0Z,3,REGULAR,rebound,defensive,[],1626195,,,1610612740,98,71,2023-01-05T02:45:11Z,4830000,False,,,0,,W. Hernangomez REBOUND (Off:1 Def:4),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,491.0,,,5.0,4.0,1.0,,,,,,
493,PT01M46.00S,2023-01-05T02:45:20.3Z,3,REGULAR,3pt,Jump Shot,[],203468,28.597240473061763,23.284313725490197,1610612740,98,71,2023-01-05T02:45:29Z,4840000,False,134.0,216.0,1,left,MISS C. McCollum 25' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.42,Missed,,,,,,,,,,,,,,,,,,
494,PT01M44.00S,2023-01-05T02:45:22.3Z,3,REGULAR,rebound,offensive,[],1630700,,,1610612740,98,71,2023-01-05T02:45:29Z,4850000,False,,,0,,D. Daniels REBOUND (Off:2 Def:2),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,493.0,,,4.0,2.0,2.0,,,,,,
495,PT01M29.00S,2023-01-05T02:45:37.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203468,10.726018396846255,50.0,1610612740,98,71,2023-01-05T02:47:45Z,4860000,False,0.0,48.0,1,left,MISS C. McCollum driving floating bank Shot,[203468],1610612740.0,NOP,driving floating bank,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,4.83,Missed,,,,,,,,,,,,,,,,,,
496,PT01M25.00S,2023-01-05T02:45:41.6Z,3,REGULAR,rebound,defensive,[],1629726,,,1610612745,98,71,2023-01-05T02:47:45Z,4870000,False,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,495.0,,,1.0,1.0,0.0,,,,,,
497,PT01M24.00S,2023-01-05T02:45:44.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630231,91.14651773981603,47.549019607843135,1610612745,98,73,2023-01-05T02:48:58Z,4880000,False,-12.0,31.0,1,right,K. Martin Jr. running Layup (8 PTS),[1630231],1610612745.0,HOU,running,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,3.31,Made,8.0,,,,,,,,,,,,,,,,,
498,PT01M24.00S,2023-01-05T02:45:50.0Z,3,REGULAR,foul,personal,['1freethrow'],1629637,,,1610612745,98,73,2023-01-05T02:46:09Z,4890000,False,,,0,,J. Hayes shooting personal FOUL (1 PF) (Martin Jr. 1 FT),"[1629637, 1630231]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,2003.0,1.0,0.0,Martin Jr.,1630231.0,,,,,,,,,,,,
500,PT01M24.00S,2023-01-05T02:46:41.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,98,73,2023-01-05T02:46:41Z,4910000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT01M24.00S,2023-01-05T02:47:31.3Z,3,REGULAR,substitution,out,[],203468,,,1610612745,98,73,2023-01-05T02:48:31Z,4920000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT01M24.00S,2023-01-05T02:47:31.3Z,3,REGULAR,substitution,out,[],1631095,,,1610612745,98,73,2023-01-05T02:48:31Z,4930000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT01M24.00S,2023-01-05T02:47:31.3Z,3,REGULAR,substitution,out,[],1630586,,,1610612745,98,73,2023-01-05T02:48:31Z,4940000,False,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT01M24.00S,2023-01-05T02:47:31.3Z,3,REGULAR,substitution,in,[],1630230,,,1610612745,98,73,2023-01-05T02:48:31Z,4950000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT01M24.00S,2023-01-05T02:47:31.3Z,3,REGULAR,substitution,in,[],1630578,,,1610612745,98,73,2023-01-05T02:48:31Z,4960000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT01M24.00S,2023-01-05T02:47:31.3Z,3,REGULAR,substitution,in,[],1631106,,,1610612745,98,73,2023-01-05T02:48:31Z,4970000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT01M24.00S,2023-01-05T02:48:50.3Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1630231,,,1610612745,98,73,2023-01-05T02:48:53Z,4980000,False,,,0,,MISS K. Martin Jr. Free Throw 1 of 1,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
