actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
517,PT09M55.00S,2026-01-21T02:50:54.7Z,4,REGULAR,turnover,lost ball,[],1642353,,,1610612746,105,89,2026-01-21T02:51:07Z,5090000,False,,,0,,C. Christie lost ball TURNOVER (2 TO),"[1642353, 1630245]",1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Christie,C. Christie,,,,,,,2.0,,,,,,,,Dosunmu,1630245.0,,
518,PT09M55.00S,2026-01-21T02:50:54.7Z,4,REGULAR,steal,,[],1630245,,,1610612741,105,89,2026-01-21T02:51:29Z,5100000,False,,,0,,A. Dosunmu STEAL (2 STL),[1630245],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
519,PT09M50.00S,2026-01-21T02:50:59.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202696,6.258212877792378,50.0,1610612741,107,89,2026-01-21T02:53:27Z,5110000,False,0.0,6.0,1,left,N. Vučević running DUNK (14 PTS) (C. White 6 AST),"[202696, 1629632]",1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,0.63,Made,Vučević,N. Vučević,,,,,14.0,,,C. White,1629632.0,6.0,,,,,,,,
521,PT09M37.00S,2026-01-21T02:51:15.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641757,92.59198423127464,47.05882352941176,1610612746,107,89,2026-01-21T02:54:41Z,5130000,False,-15.0,17.0,1,right,MISS J. Miller driving Layup - blocked,"[1641757, 1629632]",1610612746.0,LAC,driving,,,,,,Restricted Area,0-8 Center,2.25,Missed,Miller,J. Miller,,,,,,,,,,,,,,,,,White,1629632.0
522,PT09M37.00S,2026-01-21T02:51:15.3Z,4,REGULAR,block,,[],1629632,,,1610612746,107,89,2026-01-21T02:51:17Z,5140000,False,,,0,,C. White BLOCK (1 BLK),[1629632],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,White,C. White,,,,,,,,,,,,,,,,,,
523,PT09M36.00S,2026-01-21T02:51:16.3Z,4,REGULAR,rebound,offensive,[],1641757,,,1610612746,107,89,2026-01-21T02:54:41Z,5150000,False,,,0,,J. Miller REBOUND (Off:1 Def:1),[1641757],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,Miller,J. Miller,521.0,2.0,1.0,1.0,,,,,,,,,,,,,,
524,PT09M35.00S,2026-01-21T02:51:19.9Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641757,94.40999984741211,50.0,1610612746,107,89,2026-01-21T02:54:57Z,5160000,False,0.0,0.0,1,right,MISS J. Miller putback Layup - blocked,"[1641757, 202696]",1610612746.0,LAC,putback,,,,,,Restricted Area,0-8 Center,0.0,Missed,Miller,J. Miller,,,,,,,,,,,,,,,,,Vučević,202696.0
525,PT09M35.00S,2026-01-21T02:51:19.9Z,4,REGULAR,block,,[],202696,,,1610612746,107,89,2026-01-21T02:51:21Z,5170000,False,,,0,,N. Vučević BLOCK (2 BLK),[202696],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,
526,PT09M34.00S,2026-01-21T02:51:20.9Z,4,REGULAR,rebound,defensive,[],1641824,,,1610612741,107,89,2026-01-21T02:54:57Z,5180000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:2),[1641824],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Buzelis,M. Buzelis,524.0,2.0,2.0,0.0,,,,,,,,,,,,,,
527,PT09M25.00S,2026-01-21T02:51:24.2Z,4,REGULAR,3pt,Jump Shot,[],202696,32.40801576872536,42.64705882352941,1610612741,110,89,2026-01-21T02:53:57Z,5190000,False,37.0,252.0,1,left,N. Vučević 25' 3PT  (17 PTS) (M. Buzelis 4 AST),"[202696, 1641824]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,25.48,Made,Vučević,N. Vučević,,,,,17.0,,,M. Buzelis,1641824.0,4.0,,,,,,,,
529,PT09M10.00S,2026-01-21T02:51:40.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631102,87.86136662286465,48.28431372549019,1610612746,110,91,2026-01-21T02:51:47Z,5210000,False,-9.0,62.0,1,right,T. Washington Jr. 6' driving floating Jump Shot (2 PTS),[1631102],1610612746.0,LAC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.22,Made,Washington Jr.,T. Washington Jr.,,,,,2.0,,,,,,,,,,,,,
530,PT08M59.00S,2026-01-21T02:51:51.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,6.652431011826544,48.77450980392157,1610612741,112,91,2026-01-21T02:56:08Z,5220000,False,6.0,10.0,1,left,A. Dosunmu driving finger roll Layup (18 PTS),[1630245],1610612741.0,CHI,driving finger roll,,,,,,Restricted Area,0-8 Center,1.17,Made,Dosunmu,A. Dosunmu,,,,,18.0,,,,,,,,,,,,,
531,PT08M42.00S,2026-01-21T02:52:07.4Z,4,REGULAR,3pt,Jump Shot,[],1641757,74.19513797634691,13.725490196078432,1610612746,112,91,2026-01-21T02:52:11Z,5230000,False,-181.0,190.0,1,right,MISS J. Miller 26' 3PT,[1641757],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,26.28,Missed,Miller,J. Miller,,,,,,,,,,,,,,,,,,
532,PT08M39.00S,2026-01-21T02:52:10.4Z,4,REGULAR,rebound,defensive,[],1628989,,,1610612741,112,91,2026-01-21T02:52:11Z,5240000,False,,,0,,K. Huerter REBOUND (Off:0 Def:4),[1628989],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,Huerter,K. Huerter,531.0,4.0,4.0,0.0,,,,,,,,,,,,,,
533,PT08M33.00S,2026-01-21T02:52:19.6Z,4,REGULAR,foul,personal,[],1642949,,,1610612741,112,91,2026-01-21T02:52:28Z,5250000,False,,,0,,Y. Niederhäuser personal FOUL (1 PF),"[1642949, 202696]",1610612746.0,LAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Niederhäuser,Y. Niederhäuser,,,,,,1830.0,,,,,1.0,0.0,Vučević,202696.0,,,,
535,PT08M33.00S,2026-01-21T02:52:27.5Z,4,REGULAR,substitution,out,[],1628989,,,1610612741,112,91,2026-01-21T02:52:40Z,5270000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,,,,,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
536,PT08M33.00S,2026-01-21T02:52:27.5Z,4,REGULAR,substitution,out,[],1641824,,,1610612741,112,91,2026-01-21T02:52:40Z,5280000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,,,,,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,
537,PT08M33.00S,2026-01-21T02:52:27.5Z,4,REGULAR,substitution,in,[],1630200,,,1610612741,112,91,2026-01-21T02:52:40Z,5290000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
538,PT08M33.00S,2026-01-21T02:52:27.5Z,4,REGULAR,substitution,in,[],1630171,,,1610612741,112,91,2026-01-21T02:52:40Z,5300000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,,,,,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
539,PT08M33.00S,2026-01-21T02:52:47.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,112,91,2026-01-21T02:52:47Z,5310000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT08M19.00S,2026-01-21T02:55:55.3Z,4,REGULAR,3pt,Jump Shot,[],1629632,27.54599211563732,16.666666666666664,1610612741,115,91,2026-01-21T02:55:58Z,5320000,False,167.0,206.0,1,left,C. White 26' 3PT  (15 PTS) (T. Jones 7 AST),"[1629632, 1630200]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,26.53,Made,White,C. White,,,,,15.0,,,T. Jones,1630200.0,7.0,,,,,,,,
542,PT08M10.00S,2026-01-21T02:56:07.5Z,4,REGULAR,foul,personal,[],1630200,,,1610612746,115,91,2026-01-21T02:56:14Z,5340000,False,,,0,,T. Jones personal FOUL (1 PF),"[1630200, 1641738]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Left,,,Jones,T. Jones,,,,,,1628480.0,,,,,1.0,0.0,Brown,1641738.0,,,,
544,PT08M09.00S,2026-01-21T02:56:27.0Z,4,REGULAR,turnover,out-of-bounds,[],1641757,,,1610612746,115,91,2026-01-21T02:56:35Z,5360000,False,,,0,,J. Miller bad pass out-of-bounds TURNOVER (2 TO),[1641757],1610612746.0,LAC,bad pass,,,,,,Above the Break 3,24+ Left Center,,,Miller,J. Miller,,,,,,201638.0,2.0,,,,,,,,,,,
545,PT07M54.00S,2026-01-21T02:56:43.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629632,32.40801576872536,57.59803921568627,1610612741,118,91,2026-01-21T02:56:49Z,5370000,False,-38.0,252.0,1,left,C. White 25' 3PT  (18 PTS) (T. Jones 8 AST),"[1629632, 1630200]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,25.49,Made,White,C. White,,,,,18.0,,,T. Jones,1630200.0,8.0,,,,,,,,
547,PT07M35.00S,2026-01-21T02:57:03.4Z,4,REGULAR,turnover,lost ball,[],1641757,,,1610612746,118,91,2026-01-21T02:57:06Z,5390000,False,,,0,,J. Miller lost ball TURNOVER (3 TO),"[1641757, 1630200]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,Miller,J. Miller,,,,,,,3.0,,,,,,,,Jones,1630200.0,,
548,PT07M35.00S,2026-01-21T02:57:03.4Z,4,REGULAR,steal,,[],1630200,,,1610612741,118,91,2026-01-21T02:57:05Z,5400000,False,,,0,,T. Jones STEAL (1 STL),[1630200],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
549,PT07M31.00S,2026-01-21T02:57:07.7Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629632,19.530223390275953,92.15686274509804,1610612741,121,91,2026-01-21T02:57:14Z,5410000,False,-211.0,131.0,1,left,C. White 24' 3PT running (21 PTS) (T. Jones 9 AST),"[1629632, 1630200]",1610612741.0,CHI,running,,,,,,Above the Break 3,24+ Left Center,24.82,Made,White,C. White,,,,,21.0,,,T. Jones,1630200.0,9.0,,,,,,,,
551,PT07M17.00S,2026-01-21T02:57:21.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642949,94.43166885676742,50.245098039215684,1610612746,121,93,2026-01-21T02:59:01Z,5430000,False,1.0,0.0,1,right,Y. Niederhäuser cutting finger roll Layup (4 PTS) (T. Washington Jr. 1 AST),"[1642949, 1631102]",1610612746.0,LAC,cutting finger roll,,,,,,Restricted Area,0-8 Center,0.12,Made,Niederhäuser,Y. Niederhäuser,,,,,4.0,,,T. Washington Jr.,1631102.0,1.0,,,,,,,,
553,PT07M12.00S,2026-01-21T02:57:26.2Z,4,REGULAR,3pt,Jump Shot,[],1629632,35.03613666228647,15.196078431372548,1610612741,124,93,2026-01-21T02:57:34Z,5450000,False,174.0,277.0,1,left,C. White 32' 3PT pullup (24 PTS),[1629632],1610612741.0,CHI,pullup,,,,,,Above the Break 3,24+ Right Center,32.69,Made,White,C. White,,,,,24.0,,,,,,,,,,,,,
554,PT06M45.00S,2026-01-21T02:57:53.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642353,88.64980289093299,51.225490196078425,1610612746,124,95,2026-01-21T02:57:58Z,5460000,False,6.0,54.0,1,right,C. Christie driving floating Jump Shot (4 PTS) (K. Brown 1 AST),"[1642353, 1641738]",1610612746.0,LAC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.45,Made,Christie,C. Christie,,,,,4.0,,,K. Brown,1641738.0,1.0,,,,,,,,
556,PT06M29.00S,2026-01-21T02:58:09.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,7.30946123521682,47.30392156862745,1610612741,126,95,2026-01-21T02:59:59Z,5480000,False,13.0,16.0,1,left,N. Vučević driving floating bank Jump Shot (19 PTS) (T. Jones 10 AST),"[202696, 1630200]",1610612741.0,CHI,driving floating bank,,,,,,Restricted Area,0-8 Center,2.11,Made,Vučević,N. Vučević,,,,,19.0,,,T. Jones,1630200.0,10.0,,,,,,,,
558,PT06M19.00S,2026-01-21T02:58:19.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642353,79.97700394218134,47.549019607843135,1610612746,126,97,2026-01-21T02:58:25Z,5500000,False,-12.0,136.0,1,right,C. Christie 13' pullup Jump Shot (6 PTS),[1642353],1610612746.0,LAC,pullup,,,,,,In The Paint (Non-RA),8-16 Center,13.63,Made,Christie,C. Christie,,,,,6.0,,,,,,,,,,,,,
559,PT06M00.00S,2026-01-21T02:58:38.0Z,4,REGULAR,3pt,Jump Shot,[],1629632,34.773324572930356,40.19607843137255,1610612741,126,97,2026-01-21T02:58:42Z,5510000,False,49.0,274.0,1,left,MISS C. White 27' 3PT,[1629632],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,27.87,Missed,White,C. White,,,,,,,,,,,,,,,,,,
560,PT05M57.00S,2026-01-21T02:58:41.0Z,4,REGULAR,rebound,defensive,[],1641738,,,1610612746,126,97,2026-01-21T02:58:42Z,5520000,False,,,0,,K. Brown REBOUND (Off:3 Def:1),[1641738],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,Brown,K. Brown,559.0,4.0,1.0,3.0,,,,,,,,,,,,,,
561,PT05M48.00S,2026-01-21T02:58:49.9Z,4,REGULAR,3pt,Jump Shot,[],1642353,68.15045992115637,30.14705882352941,1610612746,126,97,2026-01-21T03:00:45Z,5530000,False,-99.0,247.0,1,right,MISS C. Christie 26' pullup 3PT,[1642353],1610612746.0,LAC,pullup,,,,,,Above the Break 3,24+ Left Center,26.61,Missed,Christie,C. Christie,,,,,,,,,,,,,,,,,,
562,PT05M43.00S,2026-01-21T02:58:55.8Z,4,REGULAR,rebound,offensive,[],1642949,,,1610612746,126,97,2026-01-21T02:58:55Z,5540000,False,,,0,,Y. Niederhäuser REBOUND (Off:1 Def:1),[1642949],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,Niederhäuser,Y. Niederhäuser,561.0,2.0,1.0,1.0,,,,,,,,,,,,,,
563,PT05M43.00S,2026-01-21T02:58:55.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642949,94.40999984741211,50.0,1610612746,126,97,2026-01-21T02:58:55Z,5550000,False,0.0,0.0,1,right,MISS Y. Niederhäuser putback Layup - blocked,"[1642949, 1630200]",1610612746.0,LAC,putback,,,,,,Mid-Range,8-16 Left,0.0,Missed,Niederhäuser,Y. Niederhäuser,,,,,,,,,,,,,,,,,Jones,1630200.0
564,PT05M43.00S,2026-01-21T02:58:55.8Z,4,REGULAR,block,,[],1630200,,,1610612746,126,97,2026-01-21T02:58:57Z,5560000,False,,,0,,T. Jones BLOCK (1 BLK),[1630200],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Left,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
565,PT05M41.00S,2026-01-21T02:58:57.9Z,4,REGULAR,rebound,defensive,[],1629632,,,1610612741,126,97,2026-01-21T02:58:57Z,5570000,False,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Left,,,White,C. White,563.0,2.0,2.0,0.0,,,,,,,,,,,,,,
566,PT05M37.00S,2026-01-21T02:59:01.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630200,5.601182654402102,53.18627450980392,1610612741,128,97,2026-01-21T03:01:50Z,5580000,False,-16.0,0.0,1,left,T. Jones running reverse Layup (15 PTS),[1630200],1610612741.0,CHI,running reverse,,,,,,Restricted Area,0-8 Center,1.59,Made,Jones,T. Jones,,,,,15.0,,,,,,,,,,,,,
567,PT05M21.00S,2026-01-21T02:59:16.5Z,4,REGULAR,3pt,Jump Shot,[],1631102,70.25295663600527,72.54901960784314,1610612746,128,100,2026-01-21T03:02:19Z,5590000,False,113.0,227.0,1,right,T. Washington Jr. 25' 3PT step back (5 PTS),[1631102],1610612746.0,LAC,step back,,,,,,Above the Break 3,24+ Right Center,25.35,Made,Washington Jr.,T. Washington Jr.,,,,,5.0,,,,,,,,,,,,,
568,PT05M18.00S,2026-01-21T02:59:23.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,128,100,2026-01-21T02:59:23Z,5600000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT05M18.00S,2026-01-21T03:01:26.3Z,4,REGULAR,substitution,out,[],202696,,,1610612741,128,100,2026-01-21T03:02:10Z,5610000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,,,,,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,
570,PT05M18.00S,2026-01-21T03:01:26.3Z,4,REGULAR,substitution,out,[],1630171,,,1610612741,128,100,2026-01-21T03:02:10Z,5620000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,,,,,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
571,PT05M18.00S,2026-01-21T03:01:26.3Z,4,REGULAR,substitution,out,[],1641757,,,1610612741,128,100,2026-01-21T03:02:10Z,5630000,False,,,0,,SUB out: J. Miller,[1641757],1610612746.0,LAC,,,,,,,,,,,Miller,J. Miller,,,,,,,,,,,,,,,,,,
572,PT05M18.00S,2026-01-21T03:01:26.3Z,4,REGULAR,substitution,in,[],1631207,,,1610612741,128,100,2026-01-21T03:02:10Z,5640000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,,,,,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,
573,PT05M18.00S,2026-01-21T03:01:26.3Z,4,REGULAR,substitution,in,[],1630188,,,1610612741,128,100,2026-01-21T03:02:10Z,5650000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,,,,,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,
574,PT05M18.00S,2026-01-21T03:01:26.3Z,4,REGULAR,substitution,in,[],1631116,,,1610612741,128,100,2026-01-21T03:02:10Z,5660000,False,,,0,,SUB in: P. Baldwin Jr.,[1631116],1610612746.0,LAC,,,,,,,,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,
575,PT05M05.00S,2026-01-21T03:02:34.1Z,4,REGULAR,turnover,bad pass,[],1629632,,,1610612741,128,100,2026-01-21T03:02:39Z,5670000,False,,,0,,C. White bad pass TURNOVER (3 TO),"[1629632, 1631102]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,,,White,C. White,,,,,,,3.0,,,,,,,,Washington Jr.,1631102.0,,
576,PT05M05.00S,2026-01-21T03:02:34.1Z,4,REGULAR,steal,,[],1631102,,,1610612746,128,100,2026-01-21T03:02:35Z,5680000,False,,,0,,T. Washington Jr. STEAL (1 STL),[1631102],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,
577,PT05M01.00S,2026-01-21T03:02:37.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631102,94.56307490144546,50.49019607843137,1610612746,128,102,2026-01-21T03:10:02Z,5690000,False,2.0,-1.0,1,right,T. Washington Jr. driving reverse Layup (7 PTS),[1631102],1610612746.0,LAC,driving reverse,,,,,,Restricted Area,0-8 Center,0.29,Made,Washington Jr.,T. Washington Jr.,,,,,7.0,,,,,,,,,,,,,
578,PT04M36.00S,2026-01-21T03:03:02.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631207,10.85742444152431,61.51960784313726,1610612741,128,102,2026-01-21T03:03:36Z,5700000,False,-58.0,50.0,1,left,MISS D. Terry 7' finger roll Layup,[1631207],1610612741.0,CHI,finger roll,,,,,,In The Paint (Non-RA),0-8 Center,7.6,Missed,Terry,D. Terry,,,,,,,,,,,,,,,,,,
579,PT04M35.00S,2026-01-21T03:03:03.7Z,4,REGULAR,rebound,defensive,[],1642949,,,1610612746,128,102,2026-01-21T03:03:07Z,5710000,False,,,0,,Y. Niederhäuser REBOUND (Off:1 Def:2),[1642949],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Niederhäuser,Y. Niederhäuser,578.0,3.0,2.0,1.0,,,,,,,,,,,,,,
580,PT04M25.00S,2026-01-21T03:03:14.2Z,4,REGULAR,3pt,Jump Shot,[],1631102,66.83639947437582,24.264705882352942,1610612746,128,102,2026-01-21T03:03:19Z,5720000,False,-129.0,259.0,1,right,MISS T. Washington Jr. 28' 3PT,[1631102],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,28.94,Missed,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,
581,PT04M22.00S,2026-01-21T03:03:17.2Z,4,REGULAR,rebound,defensive,[],1630188,,,1610612741,128,102,2026-01-21T03:03:19Z,5730000,False,,,0,,J. Smith REBOUND (Off:2 Def:7),[1630188],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,Smith,J. Smith,580.0,9.0,7.0,2.0,,,,,,,,,,,,,,
582,PT04M00.00S,2026-01-21T03:03:37.8Z,4,REGULAR,3pt,Jump Shot,[],1629632,31.882391590013142,27.941176470588236,1610612741,131,102,2026-01-21T03:03:43Z,5740000,False,110.0,247.0,1,left,C. White 27' 3PT  (27 PTS) (J. Smith 1 AST),"[1629632, 1630188]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,27.07,Made,White,C. White,,,,,27.0,,,J. Smith,1630188.0,1.0,,,,,,,,
584,PT03M43.00S,2026-01-21T03:03:58.9Z,4,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612746,131,102,2026-01-21T03:04:05Z,5760000,False,,,0,,C. White shooting personal FOUL (2 PF) (Christie 2 FT),"[1629632, 1642353]",1610612741.0,CHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,White,C. White,,,,,,201638.0,,,,,2.0,0.0,Christie,1642353.0,,,,
586,PT03M43.00S,2026-01-21T03:04:42.6Z,4,REGULAR,freethrow,1 of 2,[],1642353,,,1610612746,131,103,2026-01-21T03:04:42Z,5780000,False,,,0,,C. Christie Free Throw 1 of 2 (7 PTS),[1642353],1610612746.0,LAC,,,,,,,,,,Made,Christie,C. Christie,,,,,7.0,,,,,,,,,,,,,
587,PT03M43.00S,2026-01-21T03:04:43.1Z,4,REGULAR,substitution,out,[],1629632,,,1610612746,131,103,2026-01-21T03:04:52Z,5790000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,
588,PT03M43.00S,2026-01-21T03:04:43.1Z,4,REGULAR,substitution,out,[],1630245,,,1610612746,131,103,2026-01-21T03:04:52Z,5800000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
589,PT03M43.00S,2026-01-21T03:04:43.1Z,4,REGULAR,substitution,out,[],1630200,,,1610612746,131,103,2026-01-21T03:04:52Z,5810000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
590,PT03M43.00S,2026-01-21T03:04:43.1Z,4,REGULAR,substitution,out,[],1630188,,,1610612746,131,103,2026-01-21T03:04:52Z,5820000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,,,,,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,
591,PT03M43.00S,2026-01-21T03:04:43.1Z,4,REGULAR,substitution,in,[],1642950,,,1610612746,131,103,2026-01-21T03:04:52Z,5830000,False,,,0,,SUB in: L. Olbrich,[1642950],1610612741.0,CHI,,,,,,,,,,,Olbrich,L. Olbrich,,,,,,,,,,,,,,,,,,
592,PT03M43.00S,2026-01-21T03:04:43.1Z,4,REGULAR,substitution,in,[],1628975,,,1610612746,131,103,2026-01-21T03:04:52Z,5840000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,,,,,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,
593,PT03M43.00S,2026-01-21T03:04:43.1Z,4,REGULAR,substitution,in,[],1641763,,,1610612746,131,103,2026-01-21T03:04:52Z,5850000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,,,,,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,
594,PT03M43.00S,2026-01-21T03:04:43.1Z,4,REGULAR,substitution,in,[],1628989,,,1610612746,131,103,2026-01-21T03:04:52Z,5860000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,,,,,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
595,PT03M43.00S,2026-01-21T03:04:42.6Z,4,REGULAR,freethrow,2 of 2,[],1642353,,,1610612746,131,103,2026-01-21T03:05:08Z,5870000,False,,,0,,MISS C. Christie Free Throw 2 of 2,[1642353],1610612746.0,LAC,,,,,,,,,,Missed,Christie,C. Christie,,,,,,,,,,,,,,,,,,
596,PT03M40.00S,2026-01-21T03:04:45.6Z,4,REGULAR,rebound,defensive,[],1631207,,,1610612741,131,103,2026-01-21T03:05:08Z,5880000,False,,,0,,D. Terry REBOUND (Off:1 Def:2),[1631207],1610612741.0,CHI,,,,,,,,,,,Terry,D. Terry,595.0,3.0,2.0,1.0,,,,,,,,,,,,,,
597,PT03M31.00S,2026-01-21T03:05:16.6Z,4,REGULAR,3pt,Jump Shot,[],1641763,3.1044678055190538,4.166666666666666,1610612741,131,103,2026-01-21T03:05:21Z,5890000,False,229.0,-23.0,1,left,MISS J. Phillips 3PT,[1641763],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,23.04,Missed,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,
598,PT03M28.00S,2026-01-21T03:05:19.9Z,4,REGULAR,rebound,offensive,[],1642950,,,1610612741,131,103,2026-01-21T03:05:19Z,5900000,False,,,0,,L. Olbrich REBOUND (Off:1 Def:0),[1642950],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,,,Olbrich,L. Olbrich,597.0,1.0,0.0,1.0,,,,,,,,,,,,,,
