actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
354,PT01M16.00S,2026-02-20T02:14:29.0Z,2,REGULAR,rebound,defensive,[],1630172,,,1610612741,45,53,2026-02-20T02:14:30Z,3480000,False,,,0,,P. Williams REBOUND (Off:0 Def:2),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,,,,,,,353.0,2.0,2.0,0.0,,,,,,,,,,
356,PT01M02.00S,2026-02-20T02:15:03.4Z,2,REGULAR,2pt,Jump Shot,[],1629014,78.66294349540078,63.48039215686274,1610612741,45,53,2026-02-20T02:15:08Z,3500000,False,67.0,148.0,1,right,MISS A. Simons 16' pullup Shot,[1629014],1610612741.0,CHI,pullup,,,Simons,A. Simons,,,,,Mid-Range,16-24 Right Center,,,,16.27,Missed,,,,,,,,,,,,,,,
357,PT01M02.00S,2026-02-20T02:15:05.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,45,53,2026-02-20T02:15:05Z,3510000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,356.0,,,,,,,,,,,,,
359,PT00M54.30S,2026-02-20T02:15:24.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629014,90.62089356110381,3.431372549019608,1610612741,45,53,2026-02-20T02:15:28Z,3530000,False,-233.0,36.0,1,right,MISS A. Simons 3PT,[1629014],1610612741.0,CHI,,,,Simons,A. Simons,,,,,Left Corner 3,24+ Left,,,,23.55,Missed,,,,,,,,,,,,,,,
360,PT00M52.00S,2026-02-20T02:15:26.3Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612761,45,53,2026-02-20T02:15:28Z,3540000,False,,,0,,R. Barrett REBOUND (Off:0 Def:4),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Left Corner 3,24+ Left,,,,,,,359.0,4.0,4.0,0.0,,,,,,,,,,
361,PT00M31.90S,2026-02-20T02:15:47.1Z,2,REGULAR,2pt,Jump Shot,[],1627742,12.040078843626807,18.38235294117647,1610612761,45,53,2026-02-20T02:15:52Z,3550000,False,158.0,61.0,1,left,MISS B. Ingram 16' fadeaway Shot,[1627742],1610612761.0,TOR,fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right,,,,16.94,Missed,,,,,,,,,,,,,,,
362,PT00M30.00S,2026-02-20T02:15:49.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,45,53,2026-02-20T02:16:09Z,3560000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,361.0,,,,,,,,,,,,,
363,PT00M30.00S,2026-02-20T02:15:59.6Z,2,REGULAR,foul,personal,[],1642867,,,1610612741,45,53,2026-02-20T02:16:05Z,3570000,False,,,0,,C. Murray-Boyles loose ball personal FOUL (1 PF),"[1642867, 1629014]",1610612761.0,TOR,loose ball,,,Murray-Boyles,C. Murray-Boyles,,,,,Mid-Range,16-24 Right,,,,,,,,,,,200834.0,,,,,,1.0,0.0,Simons,1629014.0
365,PT00M30.00S,2026-02-20T02:16:14.1Z,2,REGULAR,substitution,out,[],1629628,,,1610612741,45,53,2026-02-20T02:16:19Z,3590000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT00M30.00S,2026-02-20T02:16:14.1Z,2,REGULAR,substitution,in,[],1642266,,,1610612741,45,53,2026-02-20T02:16:19Z,3600000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT00M10.10S,2026-02-20T02:16:43.5Z,2,REGULAR,3pt,Jump Shot,[],1630188,76.03482260183968,17.892156862745097,1610612741,45,53,2026-02-20T02:16:47Z,3610000,False,-161.0,173.0,1,right,MISS J. Smith 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,16-24 Left Center,,,,23.58,Missed,,,,,,,,,,,,,,,
368,PT00M06.90S,2026-02-20T02:16:46.7Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612761,45,53,2026-02-20T02:16:46Z,3620000,False,,,0,,B. Ingram REBOUND (Off:3 Def:1),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left Center,,,,,,,367.0,4.0,1.0,3.0,,,,,,,,,,
369,PT00M01.40S,2026-02-20T02:16:52.2Z,2,REGULAR,2pt,Jump Shot,[],1627742,21.23850197109067,65.44117647058823,1610612761,45,53,2026-02-20T02:16:56Z,3630000,False,-77.0,147.0,1,left,MISS B. Ingram 16' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left Center,,,,16.61,Missed,,,,,,,,,,,,,,,
370,PT00M01.40S,2026-02-20T02:16:52.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,45,53,2026-02-20T02:16:56Z,3640000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,369.0,,,,,,,,,,,,,
371,PT00M00.00S,2026-02-20T02:16:56.3Z,2,REGULAR,period,end,[],0,,,1610612761,45,53,2026-02-20T02:16:56Z,3650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2026-02-20T02:31:55.6Z,3,REGULAR,substitution,out,['startperiod'],1630200,,,1610612761,45,53,2026-02-20T02:32:14Z,3660000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2026-02-20T02:31:55.6Z,3,REGULAR,substitution,out,['startperiod'],1630172,,,1610612761,45,53,2026-02-20T02:32:14Z,3670000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT12M00.00S,2026-02-20T02:31:55.6Z,3,REGULAR,substitution,out,['startperiod'],1642266,,,1610612761,45,53,2026-02-20T02:32:14Z,3680000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT12M00.00S,2026-02-20T02:31:55.6Z,3,REGULAR,substitution,in,['startperiod'],1641824,,,1610612761,45,53,2026-02-20T02:32:14Z,3690000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT12M00.00S,2026-02-20T02:31:55.6Z,3,REGULAR,substitution,in,['startperiod'],1630581,,,1610612761,45,53,2026-02-20T02:32:14Z,3700000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT12M00.00S,2026-02-20T02:31:55.6Z,3,REGULAR,substitution,in,['startperiod'],1629628,,,1610612761,45,53,2026-02-20T02:32:14Z,3710000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT12M00.00S,2026-02-20T02:32:26.3Z,3,REGULAR,period,start,[],0,,,1610612761,45,53,2026-02-20T02:32:26Z,3720000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT11M50.00S,2026-02-20T02:32:34.8Z,3,REGULAR,turnover,bad pass,[],1630193,,,1610612761,45,53,2026-02-20T02:32:38Z,3730000,False,,,0,,I. Quickley bad pass TURNOVER (1 TO),"[1630193, 1630188]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Right,1.0,Smith,1630188.0,,,,,,,,,,,,,,,,,
380,PT11M50.00S,2026-02-20T02:32:34.8Z,3,REGULAR,steal,,[],1630188,,,1610612741,45,53,2026-02-20T02:32:36Z,3740000,False,,,0,,J. Smith STEAL (2 STL),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
381,PT11M31.00S,2026-02-20T02:32:54.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630188,31.882391590013142,60.5392156862745,1610612741,48,53,2026-02-20T02:32:58Z,3750000,False,-53.0,247.0,1,left,J. Smith 25' 3PT  (7 PTS) (J. Giddey 3 AST),"[1630188, 1630581]",1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,25.28,Made,7.0,,,,,,J. Giddey,1630581.0,3.0,,,,,,
383,PT11M25.00S,2026-02-20T02:33:02.7Z,3,REGULAR,foul,personal,['2freethrow'],1630581,,,1610612761,48,53,2026-02-20T02:33:10Z,3770000,False,,,0,,J. Giddey shooting personal FOUL (2 PF) (Barrett 2 FT),"[1630581, 1629628]",1610612741.0,CHI,shooting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,,,,,,2.0,0.0,Barrett,1629628.0
385,PT11M25.00S,2026-02-20T02:33:23.1Z,3,REGULAR,freethrow,1 of 2,[],1629628,,,1610612761,48,54,2026-02-20T02:33:23Z,3790000,False,,,0,,R. Barrett Free Throw 1 of 2 (4 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
386,PT11M25.00S,2026-02-20T02:33:36.9Z,3,REGULAR,freethrow,2 of 2,[],1629628,,,1610612761,48,55,2026-02-20T02:33:36Z,3800000,False,,,0,,R. Barrett Free Throw 2 of 2 (5 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
387,PT11M10.00S,2026-02-20T02:33:55.3Z,3,REGULAR,turnover,out-of-bounds,[],1630581,,,1610612741,48,55,2026-02-20T02:34:00Z,3810000,False,,,0,,J. Giddey bad pass out-of-bounds TURNOVER (2 TO),[1630581],1610612741.0,CHI,bad pass,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,,,,,,,,204058.0,,,,,,,,,
388,PT10M52.00S,2026-02-20T02:34:17.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627742,82.47371879106439,49.754901960784316,1610612761,48,55,2026-02-20T02:34:20Z,3820000,False,-1.0,112.0,1,right,MISS B. Ingram 11' Jump Shot,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,11.22,Missed,,,,,,,,,,,,,,,
389,PT10M50.00S,2026-02-20T02:34:19.2Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612741,48,55,2026-02-20T02:34:20Z,3830000,False,,,0,,J. Smith REBOUND (Off:0 Def:7),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,388.0,7.0,7.0,0.0,,,,,,,,,,
390,PT10M45.00S,2026-02-20T02:34:24.6Z,3,REGULAR,3pt,Jump Shot,[],1630188,28.728646517739815,22.30392156862745,1610612741,48,55,2026-02-20T02:34:29Z,3840000,False,138.0,218.0,1,left,MISS J. Smith 25' 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,,25.79,Missed,,,,,,,,,,,,,,,
391,PT10M42.00S,2026-02-20T02:34:27.6Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,48,55,2026-02-20T02:34:29Z,3850000,False,,,0,,S. Barnes REBOUND (Off:0 Def:5),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,390.0,5.0,5.0,0.0,,,,,,,,,,
392,PT10M37.00S,2026-02-20T02:34:32.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,92.85479632063075,94.85294117647058,1610612761,48,58,2026-02-20T02:34:38Z,3860000,False,224.0,15.0,1,right,R. Barrett 3PT running (8 PTS) (S. Barnes 3 AST),"[1629628, 1630567]",1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,,,,22.48,Made,8.0,,,,,,S. Barnes,1630567.0,3.0,,,,,,
394,PT10M22.00S,2026-02-20T02:34:47.6Z,3,REGULAR,3pt,Jump Shot,[],1630171,3.7614980289093296,97.79411764705883,1610612741,51,58,2026-02-20T02:34:51Z,3880000,False,-239.0,-17.0,1,left,I. Okoro 3PT  (11 PTS) (J. Smith 1 AST),"[1630171, 1630188]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,,,,23.96,Made,11.0,,,,,,J. Smith,1630188.0,1.0,,,,,,
396,PT10M05.00S,2026-02-20T02:35:03.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,93.64323258869908,55.63725490196079,1610612761,51,58,2026-02-20T02:35:11Z,3900000,False,28.0,7.0,1,right,MISS B. Ingram driving reverse Layup,[1627742],1610612761.0,TOR,driving reverse,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,2.91,Missed,,,,,,,,,,,,,,,
397,PT10M04.00S,2026-02-20T02:35:04.8Z,3,REGULAR,rebound,offensive,[],1642867,,,1610612761,51,58,2026-02-20T02:39:40Z,3910000,False,,,0,,C. Murray-Boyles REBOUND (Off:2 Def:1),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,,,396.0,3.0,1.0,2.0,,,,,,,,,,
398,PT10M01.00S,2026-02-20T02:35:10.9Z,3,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612761,51,58,2026-02-20T02:35:17Z,3920000,False,,,0,,A. Simons shooting personal FOUL (2 PF) (Quickley 2 FT),"[1629014, 1630193]",1610612741.0,CHI,shooting,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,200834.0,,,,,,2.0,0.0,Quickley,1630193.0
400,PT10M01.00S,2026-02-20T02:35:35.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,51,58,2026-02-20T02:35:35Z,3940000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT10M01.00S,2026-02-20T02:38:07.0Z,3,REGULAR,substitution,out,[],1642867,,,1610612761,51,58,2026-02-20T02:38:10Z,3960000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT10M01.00S,2026-02-20T02:38:07.0Z,3,REGULAR,substitution,in,[],1627751,,,1610612761,51,58,2026-02-20T02:38:10Z,3970000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT10M01.00S,2026-02-20T02:38:47.2Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630193,,,1610612761,51,59,2026-02-20T02:38:47Z,3980000,False,,,0,,I. Quickley Free Throw 1 of 2 (5 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
405,PT10M01.00S,2026-02-20T02:39:08.7Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630193,,,1610612761,51,60,2026-02-20T02:39:08Z,3990000,False,,,0,,I. Quickley Free Throw 2 of 2 (6 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
406,PT09M54.00S,2026-02-20T02:39:22.1Z,3,REGULAR,turnover,out-of-bounds,[],1641824,,,1610612741,51,60,2026-02-20T02:39:28Z,4000000,False,,,0,,M. Buzelis lost ball out-of-bounds TURNOVER (4 TO),[1641824],1610612741.0,CHI,lost ball,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,4.0,,,,,,,,,,200834.0,,,,,,,,,
407,PT09M35.00S,2026-02-20T02:39:46.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630567,92.85479632063075,52.94117647058824,1610612761,51,62,2026-02-20T02:39:50Z,4010000,False,15.0,15.0,1,right,S. Barnes driving Layup (12 PTS) (R. Barrett 3 AST),"[1630567, 1629628]",1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,2.08,Made,12.0,,,,,,R. Barrett,1629628.0,3.0,,,,,,
409,PT09M19.00S,2026-02-20T02:40:02.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,10.249671484888305,43.73085171568628,1610612741,53,62,2026-02-20T02:40:07Z,4030000,False,31.0,44.0,1,left,A. Simons driving floating bank Jump Shot (12 PTS) (J. Giddey 4 AST),"[1629014, 1630581]",1610612741.0,CHI,driving floating bank,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,,5.38,Made,12.0,,,,,,J. Giddey,1630581.0,4.0,,,,,,
411,PT09M08.00S,2026-02-20T02:40:15.0Z,3,REGULAR,turnover,out-of-bounds,[],1627751,,,1610612761,53,62,2026-02-20T02:40:19Z,4050000,False,,,0,,J. Poeltl bad pass out-of-bounds TURNOVER (2 TO),[1627751],1610612761.0,TOR,bad pass,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Left,2.0,,,,,,,,,,1628168.0,,,,,,,,,
412,PT08M58.00S,2026-02-20T02:40:31.1Z,3,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612741,53,62,2026-02-20T02:40:39Z,4060000,False,,,0,,R. Barrett shooting personal FOUL (3 PF) (Giddey 2 FT),"[1629628, 1630581]",1610612761.0,TOR,shooting,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,204058.0,,,,,,3.0,0.0,Giddey,1630581.0
414,PT08M58.00S,2026-02-20T02:40:51.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630581,,,1610612741,54,62,2026-02-20T02:40:51Z,4080000,False,,,0,,J. Giddey Free Throw 1 of 2 (1 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
415,PT08M58.00S,2026-02-20T02:41:05.5Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630581,,,1610612741,55,62,2026-02-20T02:41:05Z,4090000,False,,,0,,J. Giddey Free Throw 2 of 2 (2 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
416,PT08M47.00S,2026-02-20T02:41:23.6Z,3,REGULAR,foul,personal,['2freethrow'],1641824,,,1610612761,55,62,2026-02-20T02:41:31Z,4100000,False,,,0,,M. Buzelis shooting personal FOUL (2 PF) (Ingram 2 FT),"[1641824, 1627742]",1610612741.0,CHI,shooting,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,200834.0,,,,,,2.0,0.0,Ingram,1627742.0
418,PT08M47.00S,2026-02-20T02:41:48.9Z,3,REGULAR,freethrow,1 of 2,[],1627742,,,1610612761,55,63,2026-02-20T02:41:48Z,4120000,False,,,0,,B. Ingram Free Throw 1 of 2 (18 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,Made,18.0,,,,,,,,,,,,,,
419,PT08M47.00S,2026-02-20T02:42:07.3Z,3,REGULAR,freethrow,2 of 2,[],1627742,,,1610612761,55,64,2026-02-20T02:42:07Z,4130000,False,,,0,,B. Ingram Free Throw 2 of 2 (19 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,Made,19.0,,,,,,,,,,,,,,
420,PT08M29.00S,2026-02-20T02:42:30.5Z,3,REGULAR,foul,personal,['2freethrow'],1630567,,,1610612741,55,64,2026-02-20T02:42:39Z,4140000,False,,,0,,S. Barnes shooting personal FOUL (1 PF) (Giddey 2 FT),"[1630567, 1630581]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,200834.0,,,,,,1.0,0.0,Giddey,1630581.0
422,PT08M29.00S,2026-02-20T02:42:58.5Z,3,REGULAR,freethrow,1 of 2,[],1630581,,,1610612741,55,64,2026-02-20T02:42:58Z,4160000,False,,,0,,MISS J. Giddey Free Throw 1 of 2,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
423,PT08M29.00S,2026-02-20T02:42:58.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,55,64,2026-02-20T02:42:58Z,4170000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,422.0,,,,,,,,,,,,,
424,PT08M29.00S,2026-02-20T02:43:11.7Z,3,REGULAR,freethrow,2 of 2,[],1630581,,,1610612741,56,64,2026-02-20T02:43:11Z,4180000,False,,,0,,J. Giddey Free Throw 2 of 2 (3 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
425,PT08M15.00S,2026-02-20T02:43:27.5Z,3,REGULAR,3pt,Jump Shot,[],1627742,73.14388961892247,16.176470588235293,1610612761,56,64,2026-02-20T02:43:33Z,4190000,False,-169.0,200.0,1,right,MISS B. Ingram 26' 3PT,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,26.18,Missed,,,,,,,,,,,,,,,
426,PT08M14.00S,2026-02-20T02:43:28.5Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612741,56,64,2026-02-20T02:44:20Z,4200000,False,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,425.0,2.0,1.0,1.0,,,,,,,,,,
428,PT08M11.00S,2026-02-20T02:43:38.8Z,3,REGULAR,turnover,bad pass,[],1630581,,,1610612741,56,64,2026-02-20T02:44:39Z,4220000,False,,,0,,J. Giddey bad pass TURNOVER (3 TO),"[1630581, 1630193]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Left Center,3.0,Quickley,1630193.0,,,,,,,,,,,,,,,,,
429,PT08M11.00S,2026-02-20T02:43:38.8Z,3,REGULAR,steal,,[],1630193,,,1610612761,56,64,2026-02-20T02:43:40Z,4230000,False,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
430,PT08M05.00S,2026-02-20T02:43:44.5Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630193,85.15111695137976,52.879901960784316,1610612761,56,66,2026-02-20T02:45:52Z,4240000,False,14.0,87.0,1,right,I. Quickley 8' running Jump Shot (8 PTS) (S. Barnes 4 AST),"[1630193, 1630567]",1610612761.0,TOR,running,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,8.83,Made,8.0,,,,,,S. Barnes,1630567.0,4.0,,,,,,
432,PT07M54.00S,2026-02-20T02:43:56.7Z,3,REGULAR,foul,personal,[],1627751,,,1610612741,56,66,2026-02-20T02:44:03Z,4260000,False,,,0,,J. Poeltl personal FOUL (2 PF),"[1627751, 1630188]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628168.0,,,,,,2.0,0.0,Smith,1630188.0
434,PT07M54.00S,2026-02-20T02:44:01.8Z,3,REGULAR,substitution,out,[],1630188,,,1610612741,56,66,2026-02-20T02:44:05Z,4280000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT07M54.00S,2026-02-20T02:44:01.8Z,3,REGULAR,substitution,in,[],1630208,,,1610612741,56,66,2026-02-20T02:44:05Z,4290000,False,,,0,,SUB in: N. Richards,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT07M43.00S,2026-02-20T02:44:21.5Z,3,REGULAR,3pt,Jump Shot,[],1629014,31.09395532194481,32.35294117647059,1610612741,59,66,2026-02-20T02:44:25Z,4300000,False,88.0,240.0,1,left,A. Simons 25' 3PT  (15 PTS),[1629014],1610612741.0,CHI,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,25.55,Made,15.0,,,,,,,,,,,,,,
438,PT07M24.00S,2026-02-20T02:44:43.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,85.23324572930355,47.05882352941176,1610612761,59,68,2026-02-20T02:45:06Z,4320000,False,-15.0,86.0,1,right,I. Quickley 8' Jump Shot (10 PTS) (S. Barnes 5 AST),"[1630193, 1630567]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,8.75,Made,10.0,,,,,,S. Barnes,1630567.0,5.0,,,,,,
440,PT07M24.00S,2026-02-20T02:44:45.8Z,3,REGULAR,foul,personal,['1freethrow'],1630208,,,1610612761,59,68,2026-02-20T02:45:28Z,4340000,False,,,0,,N. Richards shooting personal FOUL (1 PF) (Quickley 1 FT),"[1630208, 1630193]",1610612741.0,CHI,shooting,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,204058.0,,,,,,1.0,1.0,Quickley,1630193.0
442,PT07M24.00S,2026-02-20T02:44:53.8Z,3,REGULAR,substitution,out,[],1630567,,,1610612761,59,68,2026-02-20T02:45:02Z,4360000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT07M24.00S,2026-02-20T02:44:53.8Z,3,REGULAR,substitution,in,[],1630572,,,1610612761,59,68,2026-02-20T02:45:02Z,4370000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT07M24.00S,2026-02-20T02:45:28.9Z,3,REGULAR,freethrow,1 of 1,[],1630193,,,1610612761,59,68,2026-02-20T02:45:41Z,4380000,False,,,0,,MISS I. Quickley Free Throw 1 of 1,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
