actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
421,PT03M49.00S,2025-03-16T01:32:55.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,14.4053876478318,59.31372549019608,1610612748,78,62,2025-03-16T01:32:57Z,4160000,False,-47.0,83.0,1,left,MISS T. Rozier 9' driving floating bank Shot,[1626179],1610612748.0,MIA,driving floating bank,,,,,,In The Paint (Non-RA),8-16 Center,9.51,Missed,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,
422,PT03M47.00S,2025-03-16T01:32:57.2Z,3,REGULAR,rebound,offensive,[],1628389,,,1610612748,78,62,2025-03-16T01:32:57Z,4170000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:4),[1628389],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Adebayo,B. Adebayo,,,,421.0,6.0,4.0,2.0,,,,,,,,,,
423,PT03M41.00S,2025-03-16T01:33:02.9Z,3,REGULAR,turnover,lost ball,[],1628389,,,1610612748,78,62,2025-03-16T01:33:07Z,4180000,False,,,0,,B. Adebayo lost ball TURNOVER (3 TO),"[1628389, 1630590]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,3.0,Pippen Jr.,1630590.0,,
424,PT03M41.00S,2025-03-16T01:33:02.9Z,3,REGULAR,steal,,[],1630590,,,1610612763,78,62,2025-03-16T01:33:04Z,4190000,False,,,0,,S. Pippen Jr. STEAL (2 STL),[1630590],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,
425,PT03M38.00S,2025-03-16T01:33:05.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630590,93.38042049934296,53.92156862745098,1610612763,78,62,2025-03-16T01:33:10Z,4200000,False,20.0,10.0,1,right,MISS S. Pippen Jr. running Layup - blocked,"[1630590, 1630558]",1610612763.0,MEM,running,,,,,,Restricted Area,0-8 Center,2.19,Missed,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,Mitchell,1630558.0
426,PT03M38.00S,2025-03-16T01:33:05.8Z,3,REGULAR,block,,[],1630558,,,1610612763,78,62,2025-03-16T01:33:08Z,4210000,False,,,0,,D. Mitchell BLOCK (1 BLK),[1630558],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,
427,PT03M33.00S,2025-03-16T01:33:10.8Z,3,REGULAR,rebound,defensive,[],203937,,,1610612748,78,62,2025-03-16T01:33:10Z,4220000,False,,,0,,K. Anderson REBOUND (Off:0 Def:4),[203937],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Anderson,K. Anderson,,,,425.0,4.0,4.0,0.0,,,,,,,,,,
428,PT03M32.00S,2025-03-16T01:33:11.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626179,4.155716162943495,5.147058823529411,1610612748,78,65,2025-03-16T01:33:15Z,4230000,False,224.0,-13.0,1,left,T. Rozier 3PT running (3 PTS) (J. Jaquez Jr. 2 AST),"[1626179, 1631170]",1610612748.0,MIA,running,,,,,,Right Corner 3,24+ Right,22.47,Made,3.0,Rozier,T. Rozier,J. Jaquez Jr.,1631170.0,2.0,,,,,,,,,,,,,,
430,PT03M11.00S,2025-03-16T01:33:32.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,83.39356110381078,49.01960784313725,1610612763,80,65,2025-03-16T01:33:37Z,4250000,False,-5.0,104.0,1,right,D. Bane 10' fadeaway Jump Shot (16 PTS) (S. Pippen Jr. 8 AST),"[1630217, 1630590]",1610612763.0,MEM,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,10.37,Made,16.0,Bane,D. Bane,S. Pippen Jr.,1630590.0,8.0,,,,,,,,,,,,,,
432,PT03M02.00S,2025-03-16T01:33:41.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,13.091327201051248,35.294117647058826,1610612748,80,65,2025-03-16T01:39:46Z,4270000,False,74.0,71.0,1,left,MISS J. Jaquez Jr. 10' driving Layup - blocked,"[1631170, 1630205]",1610612748.0,MIA,driving,,,,,,In The Paint (Non-RA),8-16 Right,10.19,Missed,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,Stevens,1630205.0
433,PT03M02.00S,2025-03-16T01:33:41.2Z,3,REGULAR,block,,[],1630205,,,1610612748,80,65,2025-03-16T01:33:43Z,4280000,False,,,0,,L. Stevens BLOCK (1 BLK),[1630205],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,
434,PT02M59.00S,2025-03-16T01:33:44.2Z,3,REGULAR,rebound,defensive,[],1630205,,,1610612763,80,65,2025-03-16T01:33:45Z,4290000,False,,,0,,L. Stevens REBOUND (Off:0 Def:1),[1630205],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Stevens,L. Stevens,,,,432.0,1.0,1.0,0.0,,,,,,,,,,
435,PT02M50.00S,2025-03-16T01:33:53.8Z,3,REGULAR,3pt,Jump Shot,[],1630217,66.96780551905388,63.725490196078425,1610612763,83,65,2025-03-16T01:33:57Z,4300000,False,69.0,258.0,1,right,D. Bane 26' 3PT pullup (19 PTS),[1630217],1610612763.0,MEM,pullup,,,,,,Above the Break 3,24+ Center,26.7,Made,19.0,Bane,D. Bane,,,,,,,,,,,,,,,,,
436,PT02M49.00S,2025-03-16T01:33:58.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,83,65,2025-03-16T01:33:58Z,4310000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT02M49.00S,2025-03-16T01:36:15.2Z,3,REGULAR,substitution,out,[],1642377,,,1610612748,83,65,2025-03-16T01:36:47Z,4320000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,,,,,,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,
438,PT02M49.00S,2025-03-16T01:36:15.2Z,3,REGULAR,substitution,in,[],1642285,,,1610612748,83,65,2025-03-16T01:36:47Z,4330000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,,,,,,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,
439,PT02M33.00S,2025-03-16T01:37:02.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,16.63929040735874,60.78431372549019,1610612748,83,65,2025-03-16T01:37:07Z,4340000,False,-54.0,104.0,1,left,MISS B. Adebayo 11' Jump Shot,[1628389],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,11.7,Missed,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,
440,PT02M30.00S,2025-03-16T01:37:05.7Z,3,REGULAR,rebound,offensive,[],1631170,,,1610612748,83,65,2025-03-16T01:37:07Z,4350000,False,,,0,,J. Jaquez Jr. REBOUND (Off:3 Def:2),[1631170],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Jaquez Jr.,J. Jaquez Jr.,,,,439.0,5.0,2.0,3.0,,,,,,,,,,
441,PT02M29.00S,2025-03-16T01:37:06.6Z,3,REGULAR,turnover,lost ball,[],1631170,,,1610612748,83,65,2025-03-16T01:37:09Z,4360000,False,,,0,,J. Jaquez Jr. lost ball TURNOVER (1 TO),"[1631170, 1630205]",1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,1.0,Stevens,1630205.0,,
442,PT02M29.00S,2025-03-16T01:37:06.6Z,3,REGULAR,steal,,[],1630205,,,1610612763,83,65,2025-03-16T01:37:08Z,4370000,False,,,0,,L. Stevens STEAL (1 STL),[1630205],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,
443,PT02M22.00S,2025-03-16T01:37:13.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629634,93.77463863337714,50.49019607843137,1610612763,85,65,2025-03-16T01:41:10Z,4380000,False,2.0,6.0,1,right,B. Clarke running Layup (10 PTS) (D. Bane 7 AST),"[1629634, 1630217]",1610612763.0,MEM,running,,,,,,Restricted Area,0-8 Center,0.65,Made,10.0,Clarke,B. Clarke,D. Bane,1630217.0,7.0,,,,,,,,,,,,,,
445,PT02M08.00S,2025-03-16T01:37:30.1Z,3,REGULAR,turnover,out-of-bounds,[],1630558,,,1610612748,85,65,2025-03-16T01:37:34Z,4400000,False,,,0,,D. Mitchell lost ball out-of-bounds TURNOVER (2 TO),[1630558],1610612748.0,MIA,lost ball,,,,,,Restricted Area,0-8 Center,,,,Mitchell,D. Mitchell,,,,,,,,201246.0,,,,,2.0,,,,
446,PT02M08.00S,2025-03-16T01:37:32.3Z,3,REGULAR,substitution,out,[],1630558,,,1610612763,85,65,2025-03-16T01:37:37Z,4410000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612748.0,MIA,,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,
447,PT02M08.00S,2025-03-16T01:37:32.3Z,3,REGULAR,substitution,in,[],1641796,,,1610612763,85,65,2025-03-16T01:37:37Z,4420000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,,,,,,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,
448,PT01M53.00S,2025-03-16T01:38:02.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629634,81.2910643889619,51.225490196078425,1610612763,87,65,2025-03-16T01:38:08Z,4430000,False,6.0,123.0,1,right,B. Clarke 12' driving floating Jump Shot (12 PTS) (C. Spencer 1 AST),"[1629634, 1642285]",1610612763.0,MEM,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,12.36,Made,12.0,Clarke,B. Clarke,C. Spencer,1642285.0,1.0,,,,,,,,,,,,,,
450,PT01M34.00S,2025-03-16T01:38:25.4Z,3,REGULAR,foul,personal,['2freethrow'],1630590,,,1610612748,87,65,2025-03-16T01:38:32Z,4450000,False,,,0,,S. Pippen Jr. shooting personal FOUL (2 PF) (Anderson 2 FT),"[1630590, 203937]",1610612763.0,MEM,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,1628159.0,2.0,0.0,Anderson,203937.0,,,,,
452,PT01M34.00S,2025-03-16T01:38:55.4Z,3,REGULAR,freethrow,1 of 2,[],203937,,,1610612748,87,66,2025-03-16T01:38:55Z,4470000,False,,,0,,K. Anderson Free Throw 1 of 2 (8 PTS),[203937],1610612748.0,MIA,,,,,,,,,,Made,8.0,Anderson,K. Anderson,,,,,,,,,,,,,,,,,
453,PT01M34.00S,2025-03-16T01:38:56.1Z,3,REGULAR,substitution,out,[],1630590,,,1610612748,87,66,2025-03-16T01:39:05Z,4480000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,,,,,,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,
454,PT01M34.00S,2025-03-16T01:38:56.1Z,3,REGULAR,substitution,in,[],1628379,,,1610612748,87,66,2025-03-16T01:39:05Z,4490000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,,,,,,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,
455,PT01M34.00S,2025-03-16T01:39:19.6Z,3,REGULAR,freethrow,2 of 2,[],203937,,,1610612748,87,67,2025-03-16T01:39:19Z,4500000,False,,,0,,K. Anderson Free Throw 2 of 2 (9 PTS),[203937],1610612748.0,MIA,,,,,,,,,,Made,9.0,Anderson,K. Anderson,,,,,,,,,,,,,,,,,
456,PT01M15.00S,2025-03-16T01:39:40.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,83.919185282523,40.931372549019606,1610612763,89,67,2025-03-16T01:39:44Z,4510000,False,-45.0,99.0,1,right,L. Stevens 10' pullup Jump Shot (2 PTS) (D. Bane 8 AST),"[1630205, 1630217]",1610612763.0,MEM,pullup,,,,,,In The Paint (Non-RA),8-16 Center,10.86,Made,2.0,Stevens,L. Stevens,D. Bane,1630217.0,8.0,,,,,,,,,,,,,,
458,PT00M51.60S,2025-03-16T01:40:03.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,16.376478318002626,48.03921568627451,1610612748,89,67,2025-03-16T01:42:33Z,4530000,False,10.0,101.0,1,left,MISS B. Adebayo 10' fadeaway Shot,[1628389],1610612748.0,MIA,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,10.19,Missed,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,
459,PT00M49.10S,2025-03-16T01:40:06.3Z,3,REGULAR,rebound,defensive,[],1630205,,,1610612763,89,67,2025-03-16T01:40:09Z,4540000,False,,,0,,L. Stevens REBOUND (Off:0 Def:2),[1630205],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Stevens,L. Stevens,,,,458.0,2.0,2.0,0.0,,,,,,,,,,
461,PT00M27.30S,2025-03-16T01:40:57.1Z,3,REGULAR,3pt,Jump Shot,[],1630217,66.17936925098554,25.245098039215684,1610612763,92,67,2025-03-16T01:41:00Z,4560000,False,-124.0,265.0,1,right,D. Bane 29' 3PT  (22 PTS) (C. Spencer 2 AST),"[1630217, 1642285]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,29.29,Made,22.0,Bane,D. Bane,C. Spencer,1642285.0,2.0,,,,,,,,,,,,,,
463,PT00M10.40S,2025-03-16T01:41:19.3Z,3,REGULAR,turnover,lost ball,[],1631170,,,1610612748,92,67,2025-03-16T01:41:22Z,4580000,False,,,0,,J. Jaquez Jr. lost ball TURNOVER (2 TO),"[1631170, 1629634]",1610612748.0,MIA,,,,,,,Mid-Range,8-16 Right,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,2.0,Clarke,1629634.0,,
464,PT00M10.40S,2025-03-16T01:41:19.3Z,3,REGULAR,steal,,[],1629634,,,1610612763,92,67,2025-03-16T01:41:20Z,4590000,False,,,0,,B. Clarke STEAL (1 STL),[1629634],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Right,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,
465,PT00M06.90S,2025-03-16T01:41:22.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642285,74.85216819973719,15.686274509803921,1610612763,92,67,2025-03-16T01:41:28Z,4600000,False,-172.0,184.0,1,right,MISS C. Spencer 25' running 3PT,[1642285],1610612763.0,MEM,running,,,,,,Above the Break 3,24+ Left Center,25.15,Missed,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,
466,PT00M05.10S,2025-03-16T01:41:24.7Z,3,REGULAR,rebound,offensive,[],1630205,,,1610612763,92,67,2025-03-16T01:41:28Z,4610000,False,,,0,,L. Stevens REBOUND (Off:1 Def:2),[1630205],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,,Stevens,L. Stevens,,,,465.0,3.0,2.0,1.0,,,,,,,,,,
467,PT00M05.10S,2025-03-16T01:41:28.7Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1630205,94.40999984741211,50.0,1610612763,94,67,2025-03-16T01:41:30Z,4620000,False,0.0,0.0,1,right,L. Stevens tip DUNK (4 PTS),[1630205],1610612763.0,MEM,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,Stevens,L. Stevens,,,,,,,,,,,,,,,,,
468,PT00M00.00S,2025-03-16T01:41:34.5Z,3,REGULAR,3pt,Jump Shot,[],1626179,31.750985545335087,39.46078431372549,1610612748,94,67,2025-03-16T01:41:37Z,4630000,False,53.0,246.0,1,left,MISS T. Rozier 25' pullup 3PT,[1626179],1610612748.0,MIA,pullup,,,,,,Above the Break 3,24+ Center,25.16,Missed,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,
469,PT00M00.00S,2025-03-16T01:41:35.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,94,67,2025-03-16T01:41:35Z,4640000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,,,,,,468.0,,,,,,,,,,,,,
470,PT00M00.00S,2025-03-16T01:41:39.0Z,3,REGULAR,period,end,[],0,,,1610612748,94,67,2025-03-16T01:41:39Z,4650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2025-03-16T01:43:30.4Z,4,REGULAR,substitution,out,['startperiod'],1629634,,,1610612748,94,67,2025-03-16T01:44:09Z,4660000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2025-03-16T01:43:30.4Z,4,REGULAR,substitution,out,['startperiod'],1630217,,,1610612748,94,67,2025-03-16T01:44:09Z,4670000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2025-03-16T01:43:30.4Z,4,REGULAR,substitution,out,['startperiod'],1628389,,,1610612748,94,67,2025-03-16T01:44:09Z,4680000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2025-03-16T01:43:30.4Z,4,REGULAR,substitution,in,['startperiod'],1628991,,,1610612748,94,67,2025-03-16T01:44:09Z,4690000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2025-03-16T01:43:30.4Z,4,REGULAR,substitution,in,['startperiod'],1630590,,,1610612748,94,67,2025-03-16T01:44:09Z,4700000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,,,,,,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2025-03-16T01:43:30.4Z,4,REGULAR,substitution,in,['startperiod'],1642276,,,1610612748,94,67,2025-03-16T01:44:09Z,4710000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,,,,,,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2025-03-16T01:44:15.4Z,4,REGULAR,period,start,[],0,,,1610612763,94,67,2025-03-16T01:44:15Z,4720000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT11M39.00S,2025-03-16T01:44:35.5Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'defensivegoaltending']",1628991,86.41590013140605,56.372549019607845,1610612763,96,67,2025-03-16T01:44:46Z,4730000,False,32.0,75.0,1,right,J. Jackson Jr. 8' turnaround Hook (29 PTS),[1628991],1610612763.0,MEM,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,8.17,Made,29.0,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
479,PT11M39.00S,2025-03-16T01:44:39.5Z,4,REGULAR,violation,defensive goaltending,[],1642276,,,1610612763,96,67,2025-03-16T01:44:46Z,4740000,False,,,0,,K. Ware defensive goaltending VIOLATION,[1642276],1610612748.0,MIA,,,,,,,,,,,,Ware,K. Ware,,,,,,,,201246.0,,,,,,,,,
480,PT11M27.00S,2025-03-16T01:45:01.7Z,4,REGULAR,3pt,Jump Shot,[],1641796,26.62614980289093,18.627450980392158,1610612748,96,67,2025-03-16T01:45:07Z,4750000,False,157.0,198.0,1,left,MISS P. Larsson 25' 3PT,[1641796],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,
481,PT11M25.00S,2025-03-16T01:45:03.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612763,96,67,2025-03-16T01:45:07Z,4760000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,480.0,,,,,,,,,,,,,
483,PT11M12.00S,2025-03-16T01:45:25.5Z,4,REGULAR,3pt,Jump Shot,[],1630205,88.12417871222075,96.07843137254902,1610612763,96,67,2025-03-16T01:45:29Z,4780000,False,230.0,59.0,1,right,MISS L. Stevens 3PT,[1630205],1610612763.0,MEM,,,,,,,Right Corner 3,24+ Right,23.79,Missed,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,
484,PT11M09.00S,2025-03-16T01:45:28.5Z,4,REGULAR,rebound,defensive,[],1626179,,,1610612748,96,67,2025-03-16T01:45:29Z,4790000,False,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612748.0,MIA,,,,,,,Right Corner 3,24+ Right,,,,Rozier,T. Rozier,,,,483.0,2.0,2.0,0.0,,,,,,,,,,
485,PT10M59.00S,2025-03-16T01:45:38.6Z,4,REGULAR,3pt,Jump Shot,[],1642276,31.225361366622867,64.2156862745098,1610612748,96,67,2025-03-16T01:45:44Z,4800000,False,-71.0,241.0,1,left,MISS K. Ware 25' 3PT,[1642276],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,25.13,Missed,,Ware,K. Ware,,,,,,,,,,,,,,,,,
486,PT10M53.00S,2025-03-16T01:45:44.6Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,96,67,2025-03-16T01:45:44Z,4810000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:5),[1628991],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,,,,Jackson Jr.,J. Jackson Jr.,,,,485.0,6.0,5.0,1.0,,,,,,,,,,
487,PT10M51.00S,2025-03-16T01:45:46.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1642285,78.0059132720105,90.19607843137256,1610612763,99,67,2025-03-16T01:45:50Z,4820000,False,201.0,154.0,1,right,C. Spencer 25' 3PT running (3 PTS) (J. Jackson Jr. 1 AST),"[1642285, 1628991]",1610612763.0,MEM,running,,,,,,Above the Break 3,24+ Right Center,25.33,Made,3.0,Spencer,C. Spencer,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,,,,,,
489,PT10M30.00S,2025-03-16T01:46:07.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,12.434296977660972,48.77450980392157,1610612748,99,69,2025-03-16T01:46:12Z,4840000,False,6.0,64.0,1,left,T. Rozier 6' driving floating Jump Shot (5 PTS),[1626179],1610612748.0,MIA,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.47,Made,5.0,Rozier,T. Rozier,,,,,,,,,,,,,,,,,
490,PT10M20.00S,2025-03-16T01:46:17.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628379,93.77463863337714,51.9607843137255,1610612763,101,69,2025-03-16T01:46:22Z,4850000,False,10.0,6.0,1,right,L. Kennard driving finger roll Layup (7 PTS) (S. Pippen Jr. 9 AST),"[1628379, 1630590]",1610612763.0,MEM,driving finger roll,,,,,,Restricted Area,0-8 Center,1.15,Made,7.0,Kennard,L. Kennard,S. Pippen Jr.,1630590.0,9.0,,,,,,,,,,,,,,
491,PT10M20.00S,2025-03-16T01:46:22.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,101,69,2025-03-16T01:46:22Z,4860000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT10M00.00S,2025-03-16T01:49:38.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642276,9.543363994743759,43.38235294117647,1610612748,101,69,2025-03-16T02:15:06Z,4870000,False,33.0,37.0,1,left,MISS K. Ware Jump Shot - blocked,"[1642276, 1628991]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,4.98,Missed,,Ware,K. Ware,,,,,,,,,,,,,,,,Jackson Jr.,1628991.0
568,PT10M00.00S,2025-03-16T01:49:38.6Z,4,REGULAR,block,,[],1628991,,,1610612748,101,69,2025-03-16T02:05:42Z,4880000,False,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
495,PT10M00.00S,2025-03-16T01:49:38.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612763,101,69,2025-03-16T01:49:44Z,4890000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,493.0,,,,,,,,,,,,,
496,PT10M00.00S,2025-03-16T01:49:46.2Z,4,REGULAR,foul,personal,[],1631170,,,1610612763,101,69,2025-03-16T01:53:43Z,4900000,False,,,0,,J. Jaquez Jr. loose ball personal FOUL (1 PF),"[1631170, 1628991]",1610612748.0,MIA,loose ball,,,,,,Restricted Area,0-8 Center,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,201246.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,
498,PT09M40.00S,2025-03-16T01:50:17.4Z,4,REGULAR,3pt,Jump Shot,[],1628379,66.96780551905388,37.745098039215684,1610612763,101,69,2025-03-16T01:50:20Z,4920000,False,-61.0,258.0,1,right,MISS L. Kennard 26' 3PT,[1628379],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Center,26.52,Missed,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,
499,PT09M37.00S,2025-03-16T01:50:20.4Z,4,REGULAR,rebound,defensive,[],203937,,,1610612748,101,69,2025-03-16T01:50:20Z,4930000,False,,,0,,K. Anderson REBOUND (Off:0 Def:5),[203937],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,,,,Anderson,K. Anderson,,,,498.0,5.0,5.0,0.0,,,,,,,,,,
500,PT09M27.00S,2025-03-16T01:50:29.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1642276,9.937582128777924,35.78431372549019,1610612748,101,71,2025-03-16T01:51:28Z,4940000,False,71.0,41.0,1,left,K. Ware 8' turnaround Hook (11 PTS) (P. Larsson 1 AST),"[1642276, 1641796]",1610612748.0,MIA,turnaround,,,,,,In The Paint (Non-RA),8-16 Right,8.2,Made,11.0,Ware,K. Ware,P. Larsson,1641796.0,1.0,,,,,,,,,,,,,,
