actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
351,PT01M19.00S,2022-10-24T01:39:52.1Z,2,REGULAR,2pt,Jump Shot,[],1628368,23.52168199737188,76.98376225490196,1610612758,86,67,2022-10-24T01:42:10Z,3500000,-135.0,169.0,1,left,D. Fox 21' Jump Shot (17 PTS) (D. Sabonis 3 AST),"[1628368, 1627734]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left Center,21.59,Made,17.0,,,,,D. Sabonis,1627734.0,3.0,,,,,,,,,,
353,PT01M14.00S,2022-10-24T01:40:00.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203952,91.5407358738502,62.00980392156863,1610612744,88,67,2022-10-24T01:40:46Z,3520000,60.0,27.0,1,right,A. Wiggins 6' running Layup (17 PTS) (D. Green 4 AST),"[203952, 203110]",1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,6.58,Made,17.0,,,,,D. Green,203110.0,4.0,,,,,,,,,,
355,PT01M14.00S,2022-10-24T01:40:03.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628368,,,1610612744,88,67,2022-10-24T01:40:39Z,3540000,,,0,,D. Fox shooting personal FOUL (2 PF) (Wiggins 1 FT),"[1628368, 203952]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1662.0,2.0,0.0,Wiggins,203952.0,,,,,
357,PT01M14.00S,2022-10-24T01:40:22.5Z,2,REGULAR,substitution,out,[],203084,,,1610612744,88,67,2022-10-24T01:40:39Z,3560000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT01M14.00S,2022-10-24T01:40:22.5Z,2,REGULAR,substitution,in,[],1628989,,,1610612744,88,67,2022-10-24T01:40:39Z,3570000,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT01M14.00S,2022-10-24T01:40:33.3Z,2,REGULAR,freethrow,1 of 1,[],203952,,,1610612744,89,67,2022-10-24T01:40:33Z,3580000,,,0,,A. Wiggins Free Throw 1 of 1 (18 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
360,PT01M01.00S,2022-10-24T01:40:52.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626172,,,1610612758,89,67,2022-10-24T01:41:01Z,3590000,,,0,,K. Looney personal FOUL (3 PF) (Sabonis 2 FT),"[1626172, 1627734]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1662.0,3.0,0.0,Sabonis,1627734.0,,,,,
362,PT01M01.00S,2022-10-24T01:41:20.2Z,2,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,89,68,2022-10-24T01:41:20Z,3610000,,,0,,D. Sabonis Free Throw 1 of 2 (11 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
363,PT01M01.00S,2022-10-24T01:41:20.9Z,2,REGULAR,substitution,out,[],1626172,,,1610612758,89,68,2022-10-24T01:41:24Z,3620000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT01M01.00S,2022-10-24T01:41:20.9Z,2,REGULAR,substitution,in,[],1629673,,,1610612758,89,68,2022-10-24T01:41:24Z,3630000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT01M01.00S,2022-10-24T01:41:47.6Z,2,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,89,69,2022-10-24T01:41:47Z,3640000,,,0,,D. Sabonis Free Throw 2 of 2 (12 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
368,PT00M44.50S,2022-10-24T01:42:23.7Z,2,REGULAR,3pt,Jump Shot,[],201939,93.64323258869908,2.696078431372549,1610612744,89,69,2022-10-24T01:42:29Z,3670000,-237.0,7.0,1,right,MISS S. Curry 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,23.66,Missed,,,,,,,,,,,,,,,,,,
369,PT00M40.40S,2022-10-24T01:42:27.8Z,2,REGULAR,rebound,defensive,[],1631099,,,1610612758,89,69,2022-10-24T01:42:29Z,3680000,,,0,,K. Murray REBOUND (Off:0 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,,368.0,2.0,2.0,0.0,,,,,,,,,,,,,
370,PT00M31.00S,2022-10-24T01:42:38.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203952,,,1610612758,89,69,2022-10-24T01:43:10Z,3690000,,,0,,A. Wiggins personal FOUL (2 PF) (Sabonis 2 FT),"[203952, 1627734]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,0-8 Center,,,,,,,,,,,201246.0,2.0,0.0,Sabonis,1627734.0,,,,,
372,PT00M31.00S,2022-10-24T01:43:11.6Z,2,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,89,70,2022-10-24T01:43:11Z,3710000,,,0,,D. Sabonis Free Throw 1 of 2 (13 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
373,PT00M31.00S,2022-10-24T01:43:34.3Z,2,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,89,71,2022-10-24T01:43:34Z,3720000,,,0,,D. Sabonis Free Throw 2 of 2 (14 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
374,PT00M13.80S,2022-10-24T01:43:53.1Z,2,REGULAR,2pt,Jump Shot,[],201939,90.03367279894874,66.68964460784314,1610612744,89,71,2022-10-24T01:44:56Z,3730000,83.0,41.0,1,right,MISS S. Curry 9' driving floating Shot,[201939],1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,9.3,Missed,,,,,,,,,,,,,,,,,,
375,PT00M11.50S,2022-10-24T01:43:55.4Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,89,71,2022-10-24T01:44:56Z,3740000,,,0,,D. Sabonis REBOUND (Off:2 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Right,,,,374.0,6.0,4.0,2.0,,,,,,,,,,,,,
376,PT00M00.70S,2022-10-24T01:44:07.4Z,2,REGULAR,3pt,Jump Shot,[],1628368,21.50131406044678,6.127450980392156,1610612758,89,71,2022-10-24T01:45:07Z,3750000,219.0,150.0,1,left,MISS D. Fox 26' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,26.55,Missed,,,,,,,,,,,,,,,,,,
377,PT00M00.10S,2022-10-24T01:44:08.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,89,71,2022-10-24T01:57:11Z,3760000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,376.0,,,,,,,,,,,,,,,,
378,PT00M00.00S,2022-10-24T01:44:49.7Z,2,REGULAR,period,end,[],0,,,1610612758,89,71,2022-10-24T01:44:49Z,3770000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT12M00.00S,2022-10-24T01:58:16.6Z,3,REGULAR,substitution,out,['startperiod'],1629673,,,1610612758,89,71,2022-10-24T01:59:22Z,3780000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT12M00.00S,2022-10-24T01:58:16.6Z,3,REGULAR,substitution,out,['startperiod'],1628370,,,1610612758,89,71,2022-10-24T01:59:22Z,3790000,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT12M00.00S,2022-10-24T01:58:16.6Z,3,REGULAR,substitution,in,['startperiod'],1626172,,,1610612758,89,71,2022-10-24T01:59:22Z,3800000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT12M00.00S,2022-10-24T01:58:16.6Z,3,REGULAR,substitution,in,['startperiod'],203084,,,1610612758,89,71,2022-10-24T01:59:22Z,3810000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT12M00.00S,2022-10-24T01:59:48.0Z,3,REGULAR,period,start,[],0,,,1610612758,89,71,2022-10-24T01:59:48Z,3820000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT11M51.00S,2022-10-24T01:59:58.2Z,3,REGULAR,foul,personal,[],201939,,,1610612758,89,71,2022-10-24T02:00:03Z,3830000,,,0,,S. Curry personal FOUL (3 PF),"[201939, 1627734]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Center,,,,,,,,,,,201246.0,3.0,0.0,Sabonis,1627734.0,,,,,
386,PT11M44.00S,2022-10-24T02:00:20.2Z,3,REGULAR,3pt,Jump Shot,[],1628368,94.03745072273325,96.07843137254902,1610612758,89,71,2022-10-24T02:00:25Z,3850000,230.0,4.0,1,right,MISS D. Fox 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Right Corner 3,24+ Right,23.04,Missed,,,,,,,,,,,,,,,,,,
387,PT11M40.00S,2022-10-24T02:00:24.2Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,89,71,2022-10-24T02:00:25Z,3860000,,,0,,K. Looney REBOUND (Off:1 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Right Corner 3,24+ Right,,,,386.0,4.0,3.0,1.0,,,,,,,,,,,,,
388,PT11M34.00S,2022-10-24T02:00:29.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202691,23.209592641261498,6.862745098039216,1610612744,89,71,2022-10-24T02:00:52Z,3870000,216.0,166.0,1,left,MISS K. Thompson 27' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,27.2,Missed,,,,,,,,,,,,,,,,,,
389,PT11M32.00S,2022-10-24T02:00:31.6Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,89,71,2022-10-24T02:00:34Z,3880000,,,0,,D. Sabonis REBOUND (Off:2 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,388.0,7.0,5.0,2.0,,,,,,,,,,,,,
390,PT11M24.00S,2022-10-24T02:00:40.0Z,3,REGULAR,3pt,Jump Shot,[],1628368,72.61826544021025,81.37254901960785,1610612758,89,74,2022-10-24T02:00:45Z,3890000,157.0,205.0,1,right,D. Fox 25' 3PT  (20 PTS) (D. Sabonis 4 AST),"[1628368, 1627734]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,25.81,Made,20.0,,,,,D. Sabonis,1627734.0,4.0,,,,,,,,,,
392,PT11M08.00S,2022-10-24T02:00:55.2Z,3,REGULAR,3pt,Jump Shot,[],202691,29.6484888304862,17.401960784313726,1610612744,89,74,2022-10-24T02:00:59Z,3910000,163.0,226.0,1,left,MISS K. Thompson 27' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,27.88,Missed,,,,,,,,,,,,,,,,,,
393,PT11M05.00S,2022-10-24T02:00:58.2Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,89,74,2022-10-24T02:00:59Z,3920000,,,0,,D. Sabonis REBOUND (Off:2 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,392.0,8.0,6.0,2.0,,,,,,,,,,,,,
394,PT10M59.00S,2022-10-24T02:01:04.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,91.5407358738502,59.068627450980394,1610612758,89,74,2022-10-24T02:01:13Z,3930000,45.0,27.0,1,right,MISS D. Sabonis reverse Layup,[1627734],1610612758.0,SAC,reverse,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,5.27,Missed,,,,,,,,,,,,,,,,,,
395,PT10M59.00S,2022-10-24T02:01:08.5Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612758,89,74,2022-10-24T02:01:08Z,3940000,,,0,,D. Sabonis REBOUND (Off:3 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,394.0,9.0,6.0,3.0,,,,,,,,,,,,,
396,PT10M59.00S,2022-10-24T02:01:09.1Z,3,REGULAR,foul,personal,['2freethrow'],202691,,,1610612758,89,74,2022-10-24T02:01:13Z,3950000,,,0,,K. Thompson shooting personal FOUL (1 PF) (Sabonis 2 FT),"[202691, 1627734]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1662.0,1.0,0.0,Sabonis,1627734.0,,,,,
398,PT10M59.00S,2022-10-24T02:01:34.5Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1627734,,,1610612758,89,74,2022-10-24T02:01:34Z,3970000,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
399,PT10M59.00S,2022-10-24T02:01:34.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,89,74,2022-10-24T02:01:34Z,3980000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,398.0,,,,,,,,,,,,,,,,
400,PT10M59.00S,2022-10-24T02:01:54.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1627734,,,1610612758,89,75,2022-10-24T02:01:54Z,3990000,,,0,,D. Sabonis Free Throw 2 of 2 (15 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
401,PT10M48.00S,2022-10-24T02:02:08.5Z,3,REGULAR,3pt,Jump Shot,[],201939,23.078186596583443,90.19607843137256,1610612744,92,75,2022-10-24T02:02:14Z,4000000,-201.0,164.0,1,left,S. Curry 25' 3PT step back (31 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,25.97,Made,31.0,,,,,,,,,,,,,,,,,
402,PT10M39.00S,2022-10-24T02:02:19.2Z,3,REGULAR,foul,offensive,[],1628989,,,1610612758,92,75,2022-10-24T02:02:30Z,4010000,,,0,,K. Huerter offensive FOUL (3 PF),"[1628989, 203110]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Left,,,,,,,,,,,201246.0,3.0,0.0,Green,203110.0,,,,,
404,PT10M39.00S,2022-10-24T02:02:19.2Z,3,REGULAR,turnover,offensive foul,[],1628989,,,1610612758,92,75,2022-10-24T02:02:19Z,4030000,,,0,,K. Huerter offensive foul TURNOVER (2 TO),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Left,,,,,,,,,,,201246.0,,,,,2.0,,,,
405,PT10M31.00S,2022-10-24T02:02:41.5Z,3,REGULAR,foul,personal,[],1628368,,,1610612744,92,75,2022-10-24T02:02:46Z,4040000,,,0,,D. Fox personal FOUL (3 PF),"[1628368, 201939]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1662.0,3.0,0.0,Curry,201939.0,,,,,
407,PT10M24.00S,2022-10-24T02:02:59.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203952,13.61695137976347,36.029411764705884,1610612744,92,75,2022-10-24T02:03:04Z,4060000,70.0,75.0,1,left,MISS A. Wiggins 10' turnaround fadeaway Shot,[203952],1610612744.0,GSW,turnaround fadeaway,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Right,10.29,Missed,,,,,,,,,,,,,,,,,,
408,PT10M21.00S,2022-10-24T02:03:02.6Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,92,75,2022-10-24T02:03:04Z,4070000,,,0,,D. Sabonis REBOUND (Off:3 Def:7),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Right,,,,407.0,10.0,7.0,3.0,,,,,,,,,,,,,
409,PT10M08.00S,2022-10-24T02:03:16.2Z,3,REGULAR,2pt,Jump Shot,[],1628368,81.94809461235218,70.83333333333334,1610612758,92,75,2022-10-24T02:03:20Z,4080000,104.0,117.0,1,right,MISS D. Fox 15' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Mid-Range,8-16 Right,15.68,Missed,,,,,,,,,,,,,,,,,,
410,PT10M06.00S,2022-10-24T02:03:18.2Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,92,75,2022-10-24T02:03:20Z,4090000,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,,,,409.0,3.0,3.0,0.0,,,,,,,,,,,,,
411,PT09M57.00S,2022-10-24T02:03:27.4Z,3,REGULAR,3pt,Jump Shot,[],201939,32.276609724047304,69.36274509803921,1610612744,92,75,2022-10-24T02:03:32Z,4100000,-97.0,251.0,1,left,MISS S. Curry 26' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,26.89,Missed,,,,,,,,,,,,,,,,,,
412,PT09M52.00S,2022-10-24T02:03:32.4Z,3,REGULAR,rebound,defensive,[],203084,,,1610612758,92,75,2022-10-24T02:03:32Z,4110000,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,,411.0,2.0,2.0,0.0,,,,,,,,,,,,,
413,PT09M48.00S,2022-10-24T02:03:38.9Z,3,REGULAR,foul,personal,[],203110,,,1610612758,92,75,2022-10-24T02:03:45Z,4120000,,,0,,D. Green personal FOUL (2 PF),"[203110, 1628989]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202056.0,2.0,0.0,Huerter,1628989.0,,,,,
415,PT09M37.00S,2022-10-24T02:04:05.7Z,3,REGULAR,3pt,Jump Shot,[],1631099,69.72733245729303,20.34313725490196,1610612758,92,75,2022-10-24T02:04:10Z,4140000,-148.0,232.0,1,right,MISS K. Murray 27' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,27.54,Missed,,,,,,,,,,,,,,,,,,
416,PT09M34.00S,2022-10-24T02:04:08.7Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,92,75,2022-10-24T02:04:10Z,4150000,,,0,,K. Looney REBOUND (Off:1 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,,,,415.0,5.0,4.0,1.0,,,,,,,,,,,,,
417,PT09M16.00S,2022-10-24T02:04:27.5Z,3,REGULAR,2pt,Jump Shot,[],201939,22.158344283837057,23.03921568627451,1610612744,94,75,2022-10-24T02:04:34Z,4160000,135.0,156.0,1,left,S. Curry 20' pullup Jump Shot (33 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right Center,20.6,Made,33.0,,,,,,,,,,,,,,,,,
419,PT08M55.00S,2022-10-24T02:04:48.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,88.64980289093299,35.294117647058826,1610612758,94,77,2022-10-24T02:05:51Z,4180000,-74.0,54.0,1,right,D. Sabonis 9' driving Hook (17 PTS),[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Left,9.13,Made,17.0,,,,,,,,,,,,,,,,,
420,PT08M47.00S,2022-10-24T02:04:56.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203110,10.068988173455978,37.745098039215684,1610612744,96,77,2022-10-24T02:05:01Z,4190000,61.0,42.0,1,left,D. Green 7' Layup (2 PTS) (K. Thompson 2 AST),"[203110, 202691]",1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,7.44,Made,2.0,,,,,K. Thompson,202691.0,2.0,,,,,,,,,,
422,PT08M46.00S,2022-10-24T02:05:00.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,96,77,2022-10-24T02:05:00Z,4210000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT08M22.00S,2022-10-24T02:08:18.4Z,3,REGULAR,2pt,Jump Shot,[],1628368,84.1819973718791,23.52941176470588,1610612758,96,79,2022-10-24T02:08:47Z,4220000,-132.0,96.0,1,right,D. Fox 16' turnaround fadeaway Jump Shot (22 PTS),[1628368],1610612758.0,SAC,turnaround fadeaway,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left,16.37,Made,22.0,,,,,,,,,,,,,,,,,
462,PT08M02.00S,2022-10-24T02:08:33.9Z,3,REGULAR,2pt,Jump Shot,[],203952,18.478975032851512,79.16666666666666,1610612744,96,79,2022-10-24T02:15:30Z,4235000,-146.0,121.0,1,left,MISS A. Wiggins 18' Jump Shot - blocked,"[203952, 1627734]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Left Center,18.96,Missed,,,,,,,,,,,,,,,,,Sabonis,1627734.0
463,PT08M02.00S,2022-10-24T02:08:33.9Z,3,REGULAR,block,,[],1627734,,,1610612744,96,79,2022-10-24T02:15:30Z,4242500,,,0,,D. Sabonis BLOCK (1 BLK),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
464,PT08M01.00S,2022-10-24T02:08:34.9Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,96,79,2022-10-24T02:15:30Z,4246250,,,0,,D. Sabonis REBOUND (Off:3 Def:8),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Left Center,,,,462.0,11.0,8.0,3.0,,,,,,,,,,,,,
426,PT07M52.00S,2022-10-24T02:08:49.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,92.32917214191852,41.17647058823529,1610612758,96,81,2022-10-24T02:14:46Z,4250000,-44.0,20.0,1,right,D. Sabonis Layup (19 PTS) (D. Fox 7 AST),"[1627734, 1628368]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,4.83,Made,19.0,,,,,D. Fox,1628368.0,7.0,,,,,,,,,,
428,PT07M36.00S,2022-10-24T02:09:04.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203110,8.754927726675426,43.627450980392155,1610612744,98,81,2022-10-24T02:09:09Z,4270000,32.0,30.0,1,left,D. Green driving DUNK (4 PTS) (K. Looney 3 AST),"[203110, 1626172]",1610612744.0,GSW,driving,,,Green,D. Green,,,,,Restricted Area,0-8 Center,4.37,Made,4.0,,,,,K. Looney,1626172.0,3.0,,,,,,,,,,
430,PT07M27.00S,2022-10-24T02:09:13.5Z,3,REGULAR,3pt,Jump Shot,[],1628989,63.6826544021025,46.81372549019608,1610612758,98,81,2022-10-24T02:09:17Z,4290000,-16.0,289.0,1,right,MISS K. Huerter 28' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,28.93,Missed,,,,,,,,,,,,,,,,,,
431,PT07M24.00S,2022-10-24T02:09:16.5Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,98,81,2022-10-24T02:09:17Z,4300000,,,0,,K. Looney REBOUND (Off:1 Def:5),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Center,,,,430.0,6.0,5.0,1.0,,,,,,,,,,,,,
432,PT07M12.00S,2022-10-24T02:09:28.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201939,7.835085413929041,64.95098039215686,1610612744,98,81,2022-10-24T02:09:38Z,4310000,-75.0,21.0,1,left,MISS S. Curry 7' driving bank Shot,[201939],1610612744.0,GSW,driving bank,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,7.77,Missed,,,,,,,,,,,,,,,,,,
433,PT07M09.00S,2022-10-24T02:09:31.4Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,98,81,2022-10-24T02:09:38Z,4320000,,,0,,D. Sabonis REBOUND (Off:3 Def:9),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,432.0,12.0,9.0,3.0,,,,,,,,,,,,,
434,PT07M04.00S,2022-10-24T02:09:39.2Z,3,REGULAR,turnover,out-of-bounds,[],1627734,,,1610612758,98,81,2022-10-24T02:09:48Z,4330000,,,0,,D. Sabonis bad pass out-of-bounds TURNOVER (1 TO),[1627734],1610612758.0,SAC,bad pass,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,201246.0,,,,,1.0,,,,
435,PT07M04.00S,2022-10-24T02:09:42.4Z,3,REGULAR,substitution,out,[],203084,,,1610612744,98,81,2022-10-24T02:09:46Z,4340000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT07M04.00S,2022-10-24T02:09:42.4Z,3,REGULAR,substitution,in,[],1628370,,,1610612744,98,81,2022-10-24T02:09:46Z,4350000,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
