actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
525,PT11M01.00S,2023-03-01T04:57:34.8Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629673,37.13863337713535,46.32352941176471,1610612744,90,82,2023-03-01T04:57:39Z,5150000,False,18.0,297.0,1,left,MISS J. Poole 29' running pullup 3PT,[1629673],1610612744.0,GSW,running pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,29.72,Missed,,,,,,,,,,,,,,,,,,
526,PT10M56.00S,2023-03-01T04:57:39.8Z,4,REGULAR,rebound,defensive,[],203924,,,1610612757,90,82,2023-03-01T04:57:39Z,5160000,False,,,0,,J. Grant REBOUND (Off:0 Def:4),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Center,,,,,525.0,4.0,4.0,0.0,,,,,,,,,,,,
527,PT10M51.00S,2023-03-01T04:57:47.9Z,4,REGULAR,foul,personal,['2freethrow'],203110,,,1610612757,90,82,2023-03-01T04:57:59Z,5170000,False,,,0,,D. Green shooting personal FOUL (4 PF) (Grant 2 FT),"[203110, 203924]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1179.0,4.0,0.0,Grant,203924.0,,,
529,PT10M51.00S,2023-03-01T04:58:18.8Z,4,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,90,83,2023-03-01T04:58:18Z,5190000,False,,,0,,J. Grant Free Throw 1 of 2 (19 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,,19.0,,,,,,,,
530,PT10M51.00S,2023-03-01T04:58:24.9Z,4,REGULAR,substitution,out,[],1630553,,,1610612757,90,83,2023-03-01T04:58:27Z,5200000,False,,,0,,SUB out: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT10M51.00S,2023-03-01T04:58:24.9Z,4,REGULAR,substitution,in,[],203081,,,1610612757,90,83,2023-03-01T04:58:27Z,5210000,False,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT10M51.00S,2023-03-01T04:58:43.6Z,4,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,90,84,2023-03-01T04:58:43Z,5220000,False,,,0,,J. Grant Free Throw 2 of 2 (20 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,,20.0,,,,,,,,
534,PT10M38.00S,2023-03-01T04:58:58.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203110,8.886333771353483,39.21568627450981,1610612744,92,84,2023-03-01T04:59:11Z,5240000,False,54.0,31.0,1,left,D. Green 6' cutting Layup (12 PTS) (D. DiVincenzo 3 AST),"[203110, 1628978]",1610612744.0,GSW,cutting,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,6.22,Made,,,,,,,,,,12.0,,,,,,D. DiVincenzo,1628978.0,3.0
536,PT10M25.00S,2023-03-01T04:59:11.6Z,4,REGULAR,3pt,Jump Shot,[],1629629,68.67608409986859,70.34313725490196,1610612757,92,84,2023-03-01T04:59:15Z,5260000,False,102.0,242.0,1,right,MISS C. Reddish 26' 3PT,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Right Center,26.24,Missed,,,,,,,,,,,,,,,,,,
537,PT10M23.00S,2023-03-01T04:59:13.6Z,4,REGULAR,rebound,defensive,[],203110,,,1610612744,92,84,2023-03-01T04:59:15Z,5270000,False,,,0,,D. Green REBOUND (Off:0 Def:9),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,536.0,9.0,9.0,0.0,,,,,,,,,,,,
538,PT10M13.00S,2023-03-01T04:59:23.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,6.915243101182654,40.19607843137255,1610612744,94,84,2023-03-01T04:59:27Z,5280000,False,49.0,13.0,1,left,J. Poole driving Layup (29 PTS),[1629673],1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,5.06,Made,,,,,,,,,,29.0,,,,,,,,
539,PT09M53.00S,2023-03-01T04:59:44.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631101,90.88370565045992,49.754901960784316,1610612757,94,86,2023-03-01T04:59:49Z,5290000,False,-1.0,33.0,1,right,S. Sharpe cutting DUNK (10 PTS) (T. Watford 6 AST),"[1631101, 1630570]",1610612757.0,POR,cutting,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,3.32,Made,,,,,,,,,,10.0,,,,,,T. Watford,1630570.0,6.0
541,PT09M28.00S,2023-03-01T05:00:08.2Z,4,REGULAR,2pt,Jump Shot,[],1629673,11.908672798948752,30.392156862745097,1610612744,94,86,2023-03-01T05:00:17Z,5310000,False,98.0,59.0,1,left,MISS J. Poole 11' driving floating Shot,[1629673],1610612744.0,GSW,driving floating,,,Poole,J. Poole,,,,,Mid-Range,8-16 Right,11.46,Missed,,,,,,,,,,,,,,,,,,
542,PT09M24.00S,2023-03-01T05:00:12.2Z,4,REGULAR,rebound,offensive,[],1630237,,,1610612744,94,86,2023-03-01T05:00:17Z,5320000,False,,,0,,A. Lamb REBOUND (Off:1 Def:1),[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,Mid-Range,8-16 Right,,,,,541.0,2.0,1.0,1.0,,,,,,,,,,,,
673,PT09M23.00S,2023-03-01T05:00:31.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630237,6.619579500657039,46.568627450980394,1610612744,94,86,2023-03-01T05:23:44Z,5325000,False,17.0,10.0,1,left,MISS A. Lamb tip Layup,[1630237],1610612744.0,GSW,tip,,,Lamb,A. Lamb,,,,,Restricted Area,0-8 Center,1.97,Missed,,,,,,,,,,,,,,,,,,
674,PT09M23.00S,2023-03-01T05:00:31.2Z,4,REGULAR,rebound,offensive,[],1630237,,,1610612744,94,86,2023-03-01T05:23:44Z,5327500,False,,,0,,A. Lamb REBOUND (Off:2 Def:1),[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,Restricted Area,0-8 Center,,,,,673.0,3.0,1.0,2.0,,,,,,,,,,,,
543,PT09M20.00S,2023-03-01T05:00:54.2Z,4,REGULAR,jumpball,recovered,[],203110,,,1610612744,94,86,2023-03-01T05:00:54Z,5330000,False,,,0,,Jump Ball A. Lamb vs. T. Watford: Tip to D. Green,"[203110, 1630237, 1630570]",1610612744.0,GSW,heldball,D. Green,203110.0,Green,D. Green,Lamb,1630237.0,Watford,1630570.0,,,,,,,,,,,,,,,,,,,,,,
546,PT09M13.00S,2023-03-01T05:01:01.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,23.866622864651774,9.068627450980392,1610612744,94,86,2023-03-01T05:23:44Z,5360000,False,205.0,172.0,1,left,MISS J. Poole 26' step back 3PT,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,26.72,Missed,,,,,,,,,,,,,,,,,,
547,PT09M10.00S,2023-03-01T05:01:04.2Z,4,REGULAR,rebound,offensive,[],1628978,,,1610612744,94,86,2023-03-01T05:01:05Z,5370000,False,,,0,,D. DiVincenzo REBOUND (Off:3 Def:1),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,546.0,4.0,1.0,3.0,,,,,,,,,,,,
548,PT09M02.00S,2023-03-01T05:01:13.5Z,4,REGULAR,turnover,lost ball,[],203110,,,1610612744,94,86,2023-03-01T05:01:16Z,5380000,False,,,0,,D. Green lost ball TURNOVER (3 TO),"[203110, 203081]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,8-16 Left,,,,,,,,,3.0,Lillard,203081.0,,,,,,,,,
549,PT09M02.00S,2023-03-01T05:01:13.5Z,4,REGULAR,steal,,[],203081,,,1610612757,94,86,2023-03-01T05:01:15Z,5390000,False,,,0,,D. Lillard STEAL (2 STL),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
550,PT08M56.00S,2023-03-01T05:01:19.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203924,90.09526938239159,49.26470588235294,1610612757,94,88,2023-03-01T05:01:28Z,5400000,False,-4.0,41.0,1,right,J. Grant running Layup (22 PTS) (D. Lillard 6 AST),"[203924, 203081]",1610612757.0,POR,running,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,4.08,Made,,,,,,,,,,22.0,,,,,,D. Lillard,203081.0,6.0
552,PT08M56.00S,2023-03-01T05:01:26.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,94,88,2023-03-01T05:01:26Z,5420000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT08M41.00S,2023-03-01T05:04:32.6Z,4,REGULAR,3pt,Jump Shot,[],1628978,29.911300919842315,71.32352941176471,1610612744,97,88,2023-03-01T05:04:37Z,5430000,False,-107.0,229.0,1,left,D. DiVincenzo 25' 3PT  (15 PTS) (J. Poole 4 AST),"[1628978, 1629673]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,25.23,Made,,,,,,,,,,15.0,,,,,,J. Poole,1629673.0,4.0
555,PT08M23.00S,2023-03-01T05:04:50.7Z,4,REGULAR,turnover,bad pass,[],1630570,,,1610612757,97,88,2023-03-01T05:04:53Z,5450000,False,,,0,,T. Watford bad pass TURNOVER (1 TO),"[1630570, 1630237]",1610612757.0,POR,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,Lamb,1630237.0,,,,,,,,,
556,PT08M23.00S,2023-03-01T05:04:50.7Z,4,REGULAR,steal,,[],1630237,,,1610612744,97,88,2023-03-01T05:04:52Z,5460000,False,,,0,,A. Lamb STEAL (1 STL),[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
557,PT08M14.00S,2023-03-01T05:05:00.1Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629673,24.26084099868594,48.28431372549019,1610612744,97,88,2023-03-01T05:05:04Z,5470000,False,9.0,176.0,1,left,MISS J. Poole 17' pullup Shot,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,Mid-Range,16-24 Center,17.58,Missed,,,,,,,,,,,,,,,,,,
558,PT08M12.00S,2023-03-01T05:05:02.1Z,4,REGULAR,rebound,defensive,[],203924,,,1610612757,97,88,2023-03-01T05:05:08Z,5480000,False,,,0,,J. Grant REBOUND (Off:0 Def:5),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,16-24 Center,,,,,557.0,5.0,5.0,0.0,,,,,,,,,,,,
559,PT08M03.00S,2023-03-01T05:05:10.8Z,4,REGULAR,2pt,Jump Shot,[],203081,83.13074901445466,13.970588235294118,1610612757,97,88,2023-03-01T05:05:15Z,5490000,False,-180.0,106.0,1,right,MISS D. Lillard 20' step back Shot,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left,20.9,Missed,,,,,,,,,,,,,,,,,,
560,PT08M00.00S,2023-03-01T05:05:13.8Z,4,REGULAR,rebound,defensive,[],1629673,,,1610612744,97,88,2023-03-01T05:05:15Z,5500000,False,,,0,,J. Poole REBOUND (Off:0 Def:4),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Mid-Range,16-24 Left,,,,,559.0,4.0,4.0,0.0,,,,,,,,,,,,
561,PT07M53.00S,2023-03-01T05:05:20.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630237,10.200394218134035,47.549019607843135,1610612744,99,88,2023-03-01T05:05:25Z,5510000,False,12.0,43.0,1,left,A. Lamb cutting DUNK (2 PTS) (D. Green 6 AST),"[1630237, 203110]",1610612744.0,GSW,cutting,,,Lamb,A. Lamb,,,,,In The Paint (Non-RA),0-8 Center,4.51,Made,,,,,,,,,,2.0,,,,,,D. Green,203110.0,6.0
563,PT07M53.00S,2023-03-01T05:05:25.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,99,88,2023-03-01T05:05:25Z,5530000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT07M53.00S,2023-03-01T05:07:56.7Z,4,REGULAR,substitution,out,[],1630570,,,1610612757,99,88,2023-03-01T05:08:09Z,5540000,False,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT07M53.00S,2023-03-01T05:07:56.7Z,4,REGULAR,substitution,out,[],1631101,,,1610612757,99,88,2023-03-01T05:08:09Z,5550000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT07M53.00S,2023-03-01T05:07:56.7Z,4,REGULAR,substitution,in,[],1629234,,,1610612757,99,88,2023-03-01T05:08:09Z,5560000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT07M53.00S,2023-03-01T05:07:56.7Z,4,REGULAR,substitution,in,[],1629680,,,1610612757,99,88,2023-03-01T05:08:09Z,5570000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT07M45.00S,2023-03-01T05:08:25.4Z,4,REGULAR,3pt,Jump Shot,[],1629629,67.62483574244416,65.19607843137256,1610612757,99,88,2023-03-01T05:08:29Z,5580000,False,76.0,252.0,1,right,MISS C. Reddish 26' pullup 3PT,[1629629],1610612757.0,POR,pullup,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Center,26.3,Missed,,,,,,,,,,,,,,,,,,
569,PT07M42.00S,2023-03-01T05:08:28.4Z,4,REGULAR,rebound,defensive,[],1629673,,,1610612744,99,88,2023-03-01T05:08:29Z,5590000,False,,,0,,J. Poole REBOUND (Off:0 Def:5),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,568.0,5.0,5.0,0.0,,,,,,,,,,,,
570,PT07M31.00S,2023-03-01T05:08:39.9Z,4,REGULAR,3pt,Jump Shot,[],1628978,17.296320630749015,4.901960784313726,1610612744,102,88,2023-03-01T05:08:44Z,5600000,False,225.0,110.0,1,left,D. DiVincenzo 25' 3PT  (18 PTS) (D. Green 7 AST),"[1628978, 203110]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,25.09,Made,,,,,,,,,,18.0,,,,,,D. Green,203110.0,7.0
572,PT07M19.00S,2023-03-01T05:08:51.1Z,4,REGULAR,3pt,Jump Shot,[],1629680,92.72339027595268,3.1862745098039214,1610612757,102,91,2023-03-01T05:08:55Z,5620000,False,-234.0,16.0,1,right,M. Thybulle 3PT  (12 PTS) (D. Lillard 7 AST),"[1629680, 203081]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Left Corner 3,24+ Left,23.46,Made,,,,,,,,,,12.0,,,,,,D. Lillard,203081.0,7.0
574,PT07M06.00S,2023-03-01T05:09:06.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,6.389618922470433,52.69607843137255,1610612744,104,91,2023-03-01T05:09:13Z,5640000,False,-13.0,8.0,1,left,J. Kuminga cutting Layup (8 PTS) (J. Poole 5 AST),"[1630228, 1629673]",1610612744.0,GSW,cutting,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,1.55,Made,,,,,,,,,,8.0,,,,,,J. Poole,1629673.0,5.0
576,PT07M06.00S,2023-03-01T05:09:12.6Z,4,REGULAR,foul,personal,['1freethrow'],203924,,,1610612744,104,91,2023-03-01T05:09:26Z,5660000,False,,,0,,J. Grant shooting personal FOUL (1 PF) (Kuminga 1 FT),"[203924, 1630228]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628159.0,1.0,0.0,Kuminga,1630228.0,,,
578,PT07M06.00S,2023-03-01T05:09:22.6Z,4,REGULAR,substitution,out,[],1628978,,,1610612744,104,91,2023-03-01T05:09:25Z,5680000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT07M06.00S,2023-03-01T05:09:22.6Z,4,REGULAR,substitution,in,[],202691,,,1610612744,104,91,2023-03-01T05:09:25Z,5690000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT07M06.00S,2023-03-01T05:09:36.5Z,4,REGULAR,freethrow,1 of 1,[],1630228,,,1610612744,104,91,2023-03-01T05:09:39Z,5700000,False,,,0,,MISS J. Kuminga Free Throw 1 of 1,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
581,PT07M04.00S,2023-03-01T05:09:38.5Z,4,REGULAR,rebound,defensive,[],1629234,,,1610612757,104,91,2023-03-01T05:09:39Z,5710000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:7),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,580.0,8.0,7.0,1.0,,,,,,,,,,,,
582,PT06M57.00S,2023-03-01T05:09:44.2Z,4,REGULAR,3pt,Jump Shot,[],1629629,93.64323258869908,96.81372549019608,1610612757,104,91,2023-03-01T05:09:49Z,5720000,False,234.0,7.0,1,right,MISS C. Reddish 3PT,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,Right Corner 3,24+ Right,23.42,Missed,,,,,,,,,,,,,,,,,,
583,PT06M54.00S,2023-03-01T05:09:47.2Z,4,REGULAR,rebound,defensive,[],202691,,,1610612744,104,91,2023-03-01T05:09:49Z,5730000,False,,,0,,K. Thompson REBOUND (Off:1 Def:6),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,,,,,582.0,7.0,6.0,1.0,,,,,,,,,,,,
584,PT06M35.00S,2023-03-01T05:10:09.5Z,4,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612744,104,91,2023-03-01T05:10:39Z,5740000,False,,,0,,J. Poole lost ball out-of-bounds TURNOVER (4 TO),[1629673],1610612744.0,GSW,lost ball,,,Poole,J. Poole,,,,,Mid-Range,8-16 Right,,,,,,,,,4.0,,,,1627962.0,,,,,,,
585,PT06M28.00S,2023-03-01T05:10:25.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203924,95.22010512483574,94.85294117647058,1610612757,104,91,2023-03-01T05:10:31Z,5750000,False,224.0,-8.0,1,right,MISS J. Grant 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,22.44,Missed,,,,,,,,,,,,,,,,,,
586,PT06M25.00S,2023-03-01T05:10:28.6Z,4,REGULAR,rebound,defensive,[],1630237,,,1610612744,104,91,2023-03-01T05:10:31Z,5760000,False,,,0,,A. Lamb REBOUND (Off:2 Def:2),[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,Right Corner 3,24+ Right,,,,,585.0,4.0,2.0,2.0,,,,,,,,,,,,
587,PT06M04.00S,2023-03-01T05:10:49.6Z,4,REGULAR,turnover,lost ball,[],202691,,,1610612744,104,91,2023-03-01T05:10:59Z,5770000,False,,,0,,K. Thompson lost ball TURNOVER (6 TO),"[202691, 203081]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Right,,,,,,,,,6.0,Lillard,203081.0,,,,,,,,,
588,PT06M04.00S,2023-03-01T05:10:49.6Z,4,REGULAR,steal,,[],203081,,,1610612757,104,91,2023-03-01T05:10:51Z,5780000,False,,,0,,D. Lillard STEAL (3 STL),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
589,PT06M02.00S,2023-03-01T05:10:55.1Z,4,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612757,104,91,2023-03-01T05:11:04Z,5790000,False,,,0,,J. Poole shooting personal FOUL (3 PF) (Grant 2 FT),"[1629673, 203924]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628159.0,3.0,0.0,Grant,203924.0,,,
591,PT06M02.00S,2023-03-01T05:11:25.5Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203924,,,1610612757,104,92,2023-03-01T05:11:25Z,5810000,False,,,0,,J. Grant Free Throw 1 of 2 (23 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,,23.0,,,,,,,,
592,PT06M02.00S,2023-03-01T05:11:26.3Z,4,REGULAR,substitution,out,[],1629673,,,1610612757,104,92,2023-03-01T05:11:34Z,5820000,False,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT06M02.00S,2023-03-01T05:11:26.3Z,4,REGULAR,substitution,out,[],203110,,,1610612757,104,92,2023-03-01T05:11:34Z,5830000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT06M02.00S,2023-03-01T05:11:26.3Z,4,REGULAR,substitution,in,[],1626172,,,1610612757,104,92,2023-03-01T05:11:34Z,5840000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT06M02.00S,2023-03-01T05:11:26.3Z,4,REGULAR,substitution,in,[],1629660,,,1610612757,104,92,2023-03-01T05:11:34Z,5850000,False,,,0,,SUB in: T. Jerome,[1629660],1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT06M02.00S,2023-03-01T05:11:48.9Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203924,,,1610612757,104,93,2023-03-01T05:11:48Z,5860000,False,,,0,,J. Grant Free Throw 2 of 2 (24 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,,24.0,,,,,,,,
597,PT05M40.00S,2023-03-01T05:12:12.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630237,6.521024967148489,54.90196078431373,1610612744,106,93,2023-03-01T05:12:16Z,5870000,False,-25.0,9.0,1,left,A. Lamb driving Layup (4 PTS),[1630237],1610612744.0,GSW,driving,,,Lamb,A. Lamb,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,,,,,,4.0,,,,,,,,
598,PT05M27.00S,2023-03-01T05:12:24.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203081,92.06636005256242,45.588235294117645,1610612757,106,95,2023-03-01T05:12:31Z,5880000,False,-22.0,22.0,1,right,D. Lillard driving reverse Layup (25 PTS),[203081],1610612757.0,POR,driving reverse,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,3.13,Made,,,,,,,,,,25.0,,,,,,,,
599,PT05M06.00S,2023-03-01T05:12:45.9Z,4,REGULAR,2pt,Jump Shot,[],202691,23.47240473061761,68.38235294117648,1610612744,106,95,2023-03-01T05:12:51Z,5890000,False,-92.0,168.0,1,left,MISS K. Thompson 19' step back Shot,[202691],1610612744.0,GSW,step back,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Left Center,19.16,Missed,,,,,,,,,,,,,,,,,,
600,PT05M04.00S,2023-03-01T05:12:47.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612744,106,95,2023-03-01T05:12:51Z,5900000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,599.0,,,,,,,,,,,,,,,
602,PT05M01.00S,2023-03-01T05:13:07.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,7.966491458607096,46.32352941176471,1610612744,108,95,2023-03-01T05:13:14Z,5920000,False,18.0,22.0,1,left,K. Looney cutting Layup (14 PTS) (T. Jerome 5 AST),"[1626172, 1629660]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,2.9,Made,,,,,,,,,,14.0,,,,,,T. Jerome,1629660.0,5.0
604,PT04M51.00S,2023-03-01T05:13:17.4Z,4,REGULAR,3pt,Jump Shot,[],1629680,71.82982917214193,78.92156862745098,1610612757,108,95,2023-03-01T05:13:21Z,5940000,False,145.0,212.0,1,right,MISS M. Thybulle 25' 3PT,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,25.69,Missed,,,,,,,,,,,,,,,,,,
605,PT04M49.00S,2023-03-01T05:13:19.4Z,4,REGULAR,rebound,defensive,[],1630237,,,1610612744,108,95,2023-03-01T05:13:21Z,5950000,False,,,0,,A. Lamb REBOUND (Off:2 Def:3),[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,Above the Break 3,24+ Right Center,,,,,604.0,5.0,3.0,2.0,,,,,,,,,,,,
606,PT04M35.00S,2023-03-01T05:13:34.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,13.222733245729303,42.40196078431372,1610612744,110,95,2023-03-01T05:13:38Z,5960000,False,38.0,72.0,1,left,J. Kuminga 8' Jump Shot (10 PTS) (T. Jerome 6 AST),"[1630228, 1629660]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Center,8.12,Made,,,,,,,,,,10.0,,,,,,T. Jerome,1629660.0,6.0
608,PT04M23.00S,2023-03-01T05:13:49.1Z,4,REGULAR,foul,personal,[],1630228,,,1610612757,110,95,2023-03-01T05:13:55Z,5980000,False,,,0,,J. Kuminga personal FOUL (3 PF),"[1630228, 203081]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1179.0,3.0,0.0,Lillard,203081.0,,,
