actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
434,PT02M49.00S,2023-02-05T03:13:02.2Z,3,REGULAR,3pt,Jump Shot,[],203501,67.49342969776609,73.0392156862745,1610612742,98,78,2023-02-05T03:13:06Z,4270000,False,115.0,253.0,1,right,T. Hardaway Jr. 27' 3PT  (19 PTS) (R. Bullock 3 AST),"[203501, 203493]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,27.81,Made,,,,,19.0,,,R. Bullock,203493.0,3.0,,,,,,,,
436,PT02M36.00S,2023-02-05T03:13:15.0Z,3,REGULAR,3pt,Jump Shot,[],1628978,28.07161629434954,86.76470588235294,1610612744,98,78,2023-02-05T03:13:20Z,4290000,False,-184.0,211.0,1,left,MISS D. DiVincenzo 28' 3PT,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,28.01,Missed,,,,,,,,,,,,,,,,,,
437,PT02M33.00S,2023-02-05T03:13:18.0Z,3,REGULAR,rebound,defensive,[],203501,,,1610612742,98,78,2023-02-05T03:13:20Z,4300000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,436.0,2.0,2.0,0.0,,,,,,,,,,,,,,
438,PT02M20.00S,2023-02-05T03:13:31.7Z,3,REGULAR,turnover,lost ball,[],1630702,,,1610612742,98,78,2023-02-05T03:13:35Z,4310000,False,,,0,,J. Hardy lost ball TURNOVER (1 TO),"[1630702, 203210]",1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,,,,,,,,,,Green,203210.0
439,PT02M20.00S,2023-02-05T03:13:31.7Z,3,REGULAR,steal,,[],203210,,,1610612744,98,78,2023-02-05T03:13:33Z,4320000,False,,,0,,J. Green STEAL (1 STL),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
440,PT02M09.00S,2023-02-05T03:13:42.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630228,8.09789750328515,53.431372549019606,1610612744,98,78,2023-02-05T03:13:49Z,4330000,False,-17.0,24.0,1,left,MISS J. Kuminga cutting Layup,[1630228],1610612744.0,GSW,cutting,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,2.92,Missed,,,,,,,,,,,,,,,,,,
441,PT02M06.00S,2023-02-05T03:13:45.1Z,3,REGULAR,rebound,defensive,[],1627827,,,1610612742,98,78,2023-02-05T03:14:19Z,4340000,False,,,0,,D. Finney-Smith REBOUND (Off:4 Def:4),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,440.0,8.0,4.0,4.0,,,,,,,,,,,,,,
442,PT02M01.00S,2023-02-05T03:13:52.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201939,,,1610612742,98,78,2023-02-05T03:14:14Z,4350000,False,,,0,,S. Curry personal FOUL (2 PF) (Wright IV 2 FT),"[201939, 1630593]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1155.0,,,,,,,2.0,0.0,Wright IV,1630593.0,,
444,PT02M01.00S,2023-02-05T03:14:09.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,98,78,2023-02-05T03:14:09Z,4370000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT02M01.00S,2023-02-05T03:16:52.3Z,3,REGULAR,substitution,out,[],201939,,,1610612742,98,78,2023-02-05T03:17:15Z,4390000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT02M01.00S,2023-02-05T03:16:52.3Z,3,REGULAR,substitution,out,[],1627827,,,1610612742,98,78,2023-02-05T03:17:15Z,4400000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT02M01.00S,2023-02-05T03:16:52.3Z,3,REGULAR,substitution,out,[],203501,,,1610612742,98,78,2023-02-05T03:17:15Z,4410000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT02M01.00S,2023-02-05T03:16:52.3Z,3,REGULAR,substitution,in,[],1629660,,,1610612742,98,78,2023-02-05T03:17:15Z,4420000,False,,,0,,SUB in: T. Jerome,[1629660],1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT02M01.00S,2023-02-05T03:16:52.3Z,3,REGULAR,substitution,in,[],1630639,,,1610612742,98,78,2023-02-05T03:17:15Z,4430000,False,,,0,,SUB in: A. Lawson,[1630639],1610612742.0,DAL,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT02M01.00S,2023-02-05T03:16:52.3Z,3,REGULAR,substitution,in,[],1629033,,,1610612742,98,78,2023-02-05T03:17:15Z,4440000,False,,,0,,SUB in: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT02M01.00S,2023-02-05T03:17:43.5Z,3,REGULAR,freethrow,1 of 2,[],1630593,,,1610612742,98,78,2023-02-05T03:17:43Z,4450000,False,,,0,,MISS M. Wright IV Free Throw 1 of 2,[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
453,PT02M01.00S,2023-02-05T03:17:43.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,98,78,2023-02-05T03:17:43Z,4460000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,452.0,,,,,,,,,,,,,,,,,
454,PT02M01.00S,2023-02-05T03:17:57.5Z,3,REGULAR,freethrow,2 of 2,[],1630593,,,1610612742,98,79,2023-02-05T03:17:57Z,4470000,False,,,0,,M. Wright IV Free Throw 2 of 2 (3 PTS),[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
455,PT01M45.00S,2023-02-05T03:18:14.7Z,3,REGULAR,3pt,Jump Shot,[],1630228,5.732588699080158,95.83333333333334,1610612744,98,79,2023-02-05T03:18:20Z,4480000,False,-229.0,1.0,1,left,MISS J. Kuminga 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Left Corner 3,24+ Left,22.92,Missed,,,,,,,,,,,,,,,,,,
456,PT01M42.00S,2023-02-05T03:18:17.7Z,3,REGULAR,rebound,defensive,[],1630593,,,1610612742,98,79,2023-02-05T03:18:20Z,4490000,False,,,0,,M. Wright IV REBOUND (Off:0 Def:2),[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,Left Corner 3,24+ Left,,,455.0,2.0,2.0,0.0,,,,,,,,,,,,,,
457,PT01M37.00S,2023-02-05T03:18:23.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630702,71.43561103810775,75.0,1610612742,98,82,2023-02-05T03:23:27Z,4500000,False,125.0,216.0,1,right,J. Hardy 24' 3PT running (9 PTS) (M. Wright IV 2 AST),"[1630702, 1630593]",1610612742.0,DAL,running,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Right Center,24.96,Made,,,,,9.0,,,M. Wright IV,1630593.0,2.0,,,,,,,,
459,PT01M24.00S,2023-02-05T03:18:37.7Z,3,REGULAR,violation,kicked ball,[],1629033,,,1610612744,98,82,2023-02-05T03:18:42Z,4520000,False,,,0,,T. Pinson kicked ball VIOLATION,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,1148.0,,,,,,,,,,,,
460,PT01M17.00S,2023-02-05T03:18:54.1Z,3,REGULAR,3pt,Jump Shot,[],203210,21.107095926412615,89.70588235294117,1610612744,98,82,2023-02-05T03:18:58Z,4530000,False,-199.0,146.0,1,left,MISS J. Green 24' 3PT,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,24.64,Missed,,,,,,,,,,,,,,,,,,
461,PT01M15.00S,2023-02-05T03:18:56.1Z,3,REGULAR,rebound,defensive,[],1630702,,,1610612742,98,82,2023-02-05T03:19:03Z,4540000,False,,,0,,J. Hardy REBOUND (Off:0 Def:1),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Left Center,,,460.0,1.0,1.0,0.0,,,,,,,,,,,,,,
462,PT01M04.00S,2023-02-05T03:19:06.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630702,86.67871222076215,49.754901960784316,1610612742,98,82,2023-02-05T03:24:59Z,4550000,False,-1.0,73.0,1,right,MISS J. Hardy 7' floating Shot,[1630702],1610612742.0,DAL,floating,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),0-8 Center,7.27,Missed,,,,,,,,,,,,,,,,,,
463,PT01M02.00S,2023-02-05T03:19:08.2Z,3,REGULAR,rebound,defensive,[],203210,,,1610612744,98,82,2023-02-05T03:19:15Z,4560000,False,,,0,,J. Green REBOUND (Off:2 Def:3),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,462.0,5.0,3.0,2.0,,,,,,,,,,,,,,
464,PT00M52.70S,2023-02-05T03:19:20.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630593,,,1610612744,98,82,2023-02-05T03:19:27Z,4570000,False,,,0,,M. Wright IV shooting personal FOUL (1 PF) (Green 2 FT),"[1630593, 203210]",1610612742.0,DAL,shooting,,,Wright IV,M. Wright IV,,,,,Restricted Area,0-8 Center,,,,,,,,1155.0,,,,,,,1.0,0.0,Green,203210.0,,
466,PT00M52.70S,2023-02-05T03:19:44.6Z,3,REGULAR,freethrow,1 of 2,[],203210,,,1610612744,99,82,2023-02-05T03:20:00Z,4590000,False,,,0,,J. Green Free Throw 1 of 2 (14 PTS),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
467,PT00M52.70S,2023-02-05T03:19:44.6Z,3,REGULAR,freethrow,2 of 2,[],203210,,,1610612744,99,82,2023-02-05T03:20:00Z,4600000,False,,,0,,MISS J. Green Free Throw 2 of 2,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
468,PT00M50.90S,2023-02-05T03:19:46.4Z,3,REGULAR,rebound,defensive,[],1630639,,,1610612742,99,82,2023-02-05T03:20:00Z,4610000,False,,,0,,A. Lawson REBOUND (Off:0 Def:2),[1630639],1610612742.0,DAL,,,,Lawson,A. Lawson,,,,,,,,,467.0,2.0,2.0,0.0,,,,,,,,,,,,,,
469,PT00M41.70S,2023-02-05T03:20:08.8Z,3,REGULAR,3pt,Jump Shot,[],1630702,91.93495400788436,3.1862745098039214,1610612742,99,82,2023-02-05T03:20:14Z,4620000,False,-234.0,23.0,1,right,MISS J. Hardy 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
470,PT00M40.20S,2023-02-05T03:20:10.3Z,3,REGULAR,rebound,offensive,[],1630639,,,1610612742,99,82,2023-02-05T03:20:14Z,4630000,False,,,0,,A. Lawson REBOUND (Off:1 Def:2),[1630639],1610612742.0,DAL,,,,Lawson,A. Lawson,,,,,Left Corner 3,24+ Left,,,469.0,3.0,2.0,1.0,,,,,,,,,,,,,,
471,PT00M40.20S,2023-02-05T03:20:13.5Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630639,94.40999984741211,50.0,1610612742,99,84,2023-02-05T03:26:07Z,4640000,False,0.0,0.0,1,right,A. Lawson tip Layup (2 PTS),[1630639],1610612742.0,DAL,tip,,,Lawson,A. Lawson,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
472,PT00M33.20S,2023-02-05T03:20:22.4Z,3,REGULAR,3pt,Jump Shot,[],1629673,31.61957950065703,13.480392156862745,1610612744,99,84,2023-02-05T03:20:26Z,4650000,False,183.0,245.0,1,left,MISS J. Poole 30' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,30.53,Missed,,,,,,,,,,,,,,,,,,
473,PT00M30.20S,2023-02-05T03:20:25.4Z,3,REGULAR,rebound,defensive,[],1630639,,,1610612742,99,84,2023-02-05T03:20:26Z,4660000,False,,,0,,A. Lawson REBOUND (Off:1 Def:3),[1630639],1610612742.0,DAL,,,,Lawson,A. Lawson,,,,,Above the Break 3,24+ Right Center,,,472.0,4.0,3.0,1.0,,,,,,,,,,,,,,
474,PT00M11.70S,2023-02-05T03:20:46.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630228,,,1610612742,99,84,2023-02-05T03:20:52Z,4670000,False,,,0,,J. Kuminga personal FOUL (2 PF) (Hardy 2 FT),"[1630228, 1630702]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1148.0,,,,,,,2.0,0.0,Hardy,1630702.0,,
476,PT00M11.70S,2023-02-05T03:21:16.6Z,3,REGULAR,freethrow,1 of 2,[],1630702,,,1610612742,99,85,2023-02-05T03:21:16Z,4690000,False,,,0,,J. Hardy Free Throw 1 of 2 (10 PTS),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
477,PT00M11.70S,2023-02-05T03:21:30.5Z,3,REGULAR,freethrow,2 of 2,[],1630702,,,1610612742,99,86,2023-02-05T03:21:30Z,4700000,False,,,0,,J. Hardy Free Throw 2 of 2 (11 PTS),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
478,PT00M01.60S,2023-02-05T03:21:44.2Z,3,REGULAR,3pt,Jump Shot,[],1628978,12.171484888304862,4.901960784313726,1610612744,102,86,2023-02-05T03:22:55Z,4710000,False,225.0,62.0,1,left,D. DiVincenzo 3PT  (11 PTS) (J. Green 3 AST),"[1628978, 203210]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,23.38,Made,,,,,11.0,,,J. Green,203210.0,3.0,,,,,,,,
480,PT00M00.00S,2023-02-05T03:21:51.5Z,3,REGULAR,period,end,[],0,,,1610612742,102,86,2023-02-05T03:21:51Z,4730000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2023-02-05T03:24:37.2Z,4,REGULAR,substitution,out,['startperiod'],203210,,,1610612742,102,86,2023-02-05T03:25:10Z,4740000,False,,,0,,SUB out: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2023-02-05T03:24:37.2Z,4,REGULAR,substitution,out,['startperiod'],1630702,,,1610612742,102,86,2023-02-05T03:25:10Z,4750000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2023-02-05T03:24:37.2Z,4,REGULAR,substitution,out,['startperiod'],1629033,,,1610612742,102,86,2023-02-05T03:25:10Z,4760000,False,,,0,,SUB out: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2023-02-05T03:24:37.2Z,4,REGULAR,substitution,in,['startperiod'],203110,,,1610612742,102,86,2023-02-05T03:25:10Z,4770000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2023-02-05T03:24:37.2Z,4,REGULAR,substitution,in,['startperiod'],203939,,,1610612742,102,86,2023-02-05T03:25:10Z,4780000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2023-02-05T03:24:37.2Z,4,REGULAR,substitution,in,['startperiod'],1630182,,,1610612742,102,86,2023-02-05T03:25:10Z,4790000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2023-02-05T03:25:43.9Z,4,REGULAR,period,start,[],0,,,1610612744,102,86,2023-02-05T03:25:43Z,4800000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT11M38.00S,2023-02-05T03:26:05.4Z,4,REGULAR,3pt,Jump Shot,[],1630228,20.97568988173456,6.61764705882353,1610612744,102,86,2023-02-05T03:26:09Z,4810000,False,217.0,145.0,1,left,MISS J. Kuminga 26' 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Right Center,26.07,Missed,,,,,,,,,,,,,,,,,,
489,PT11M35.00S,2023-02-05T03:26:08.4Z,4,REGULAR,rebound,defensive,[],203939,,,1610612742,102,86,2023-02-05T03:26:15Z,4820000,False,,,0,,D. Powell REBOUND (Off:2 Def:3),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Right Center,,,488.0,5.0,3.0,2.0,,,,,,,,,,,,,,
490,PT11M21.00S,2023-02-05T03:26:21.2Z,4,REGULAR,3pt,Jump Shot,[],203493,92.72339027595268,4.166666666666666,1610612742,102,86,2023-02-05T03:26:27Z,4830000,False,-229.0,16.0,1,right,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Left Corner 3,24+ Left,22.98,Missed,,,,,,,,,,,,,,,,,,
491,PT11M18.00S,2023-02-05T03:26:24.2Z,4,REGULAR,rebound,defensive,[],1628978,,,1610612744,102,86,2023-02-05T03:26:27Z,4840000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,,,490.0,2.0,2.0,0.0,,,,,,,,,,,,,,
492,PT11M10.00S,2023-02-05T03:26:35.9Z,4,REGULAR,violation,kicked ball,[],1630639,,,1610612744,102,86,2023-02-05T03:30:12Z,4850000,False,,,0,,A. Lawson kicked ball VIOLATION,[1630639],1610612742.0,DAL,,,,Lawson,A. Lawson,,,,,,,,,,,,,,1148.0,,,,,,,,,,,,
493,PT10M59.00S,2023-02-05T03:27:00.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,15.637319316688567,39.78247549019608,1610612744,102,86,2023-02-05T03:27:17Z,4860000,False,51.0,94.0,1,left,MISS T. Jerome 10' driving floating Shot,[1629660],1610612744.0,GSW,driving floating,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Center,10.74,Missed,,,,,,,,,,,,,,,,,,
494,PT10M56.00S,2023-02-05T03:27:03.5Z,4,REGULAR,rebound,defensive,[],203493,,,1610612742,102,86,2023-02-05T03:27:06Z,4870000,False,,,0,,R. Bullock REBOUND (Off:1 Def:4),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Mid-Range,8-16 Right,,,493.0,5.0,4.0,1.0,,,,,,,,,,,,,,
495,PT10M49.00S,2023-02-05T03:27:09.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630593,85.23324572930355,44.85294117647059,1610612742,102,88,2023-02-05T03:27:14Z,4880000,False,-26.0,86.0,1,right,M. Wright IV 9' floating Jump Shot (5 PTS),[1630593],1610612742.0,DAL,floating,,,Wright IV,M. Wright IV,,,,,In The Paint (Non-RA),8-16 Center,9.0,Made,,,,,5.0,,,,,,,,,,,,,
496,PT10M30.00S,2023-02-05T03:27:29.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,7.30946123521682,55.88235294117647,1610612744,104,88,2023-02-05T03:27:37Z,4890000,False,-29.0,16.0,1,left,J. Kuminga driving finger roll Layup (11 PTS) (T. Jerome 5 AST),"[1630228, 1629660]",1610612744.0,GSW,driving finger roll,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,3.36,Made,,,,,11.0,,,T. Jerome,1629660.0,5.0,,,,,,,,
498,PT10M08.00S,2023-02-05T03:27:51.0Z,4,REGULAR,2pt,Jump Shot,[],1630593,75.77201051248358,57.35294117647059,1610612742,104,88,2023-02-05T03:27:56Z,4910000,False,37.0,175.0,1,right,MISS M. Wright IV 17' step back Shot,[1630593],1610612742.0,DAL,step back,,,Wright IV,M. Wright IV,,,,,Mid-Range,16-24 Center,17.9,Missed,,,,,,,,,,,,,,,,,,
499,PT10M04.00S,2023-02-05T03:27:55.0Z,4,REGULAR,rebound,defensive,[],1629660,,,1610612744,104,88,2023-02-05T03:27:56Z,4920000,False,,,0,,T. Jerome REBOUND (Off:0 Def:2),[1629660],1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,Mid-Range,16-24 Center,,,498.0,2.0,2.0,0.0,,,,,,,,,,,,,,
500,PT09M56.00S,2023-02-05T03:28:02.8Z,4,REGULAR,2pt,Jump Shot,[],1629673,18.2161629434954,72.30392156862744,1610612744,104,88,2023-02-05T03:28:09Z,4930000,False,-112.0,119.0,1,left,MISS J. Poole 16' step back Shot,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,Mid-Range,16-24 Left Center,16.29,Missed,,,,,,,,,,,,,,,,,,
501,PT09M53.00S,2023-02-05T03:28:05.8Z,4,REGULAR,rebound,defensive,[],1630593,,,1610612742,104,88,2023-02-05T03:28:09Z,4940000,False,,,0,,M. Wright IV REBOUND (Off:0 Def:3),[1630593],1610612742.0,DAL,,,,Wright IV,M. Wright IV,,,,,Mid-Range,16-24 Left Center,,,500.0,3.0,3.0,0.0,,,,,,,,,,,,,,
502,PT09M48.00S,2023-02-05T03:28:11.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630593,89.70105124835742,42.15686274509804,1610612742,104,88,2023-02-05T03:28:19Z,4950000,False,-39.0,44.0,1,right,MISS M. Wright IV running Layup,[1630593],1610612742.0,DAL,running,,,Wright IV,M. Wright IV,,,,,In The Paint (Non-RA),0-8 Center,5.92,Missed,,,,,,,,,,,,,,,,,,
503,PT09M44.00S,2023-02-05T03:28:14.8Z,4,REGULAR,rebound,offensive,[],1630182,,,1610612742,104,88,2023-02-05T03:28:14Z,4960000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,502.0,1.0,0.0,1.0,,,,,,,,,,,,,,
504,PT09M44.00S,2023-02-05T03:28:14.8Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630182,94.40999984741211,50.0,1610612742,104,88,2023-02-05T03:47:17Z,4970000,False,0.0,0.0,1,right,MISS J. Green tip Layup,[1630182],1610612742.0,DAL,tip,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
505,PT09M43.00S,2023-02-05T03:28:15.8Z,4,REGULAR,rebound,defensive,[],1630228,,,1610612744,104,88,2023-02-05T03:47:17Z,4980000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,,504.0,1.0,1.0,0.0,,,,,,,,,,,,,,
506,PT09M38.00S,2023-02-05T03:28:21.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,9.937582128777924,53.92156862745098,1610612744,104,88,2023-02-05T03:36:24Z,4990000,False,-20.0,41.0,1,left,MISS J. Kuminga driving Layup - blocked,"[1630228, 203939]",1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,4.54,Missed,,,,,,,,,,,Powell,203939.0,,,,,,
507,PT09M38.00S,2023-02-05T03:28:21.1Z,4,REGULAR,block,,[],203939,,,1610612744,104,88,2023-02-05T03:28:23Z,5000000,False,,,0,,D. Powell BLOCK (1 BLK),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
508,PT09M35.00S,2023-02-05T03:28:24.1Z,4,REGULAR,rebound,defensive,[],203939,,,1610612742,104,88,2023-02-05T03:28:27Z,5010000,False,,,0,,D. Powell REBOUND (Off:2 Def:4),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,506.0,6.0,4.0,2.0,,,,,,,,,,,,,,
509,PT09M30.00S,2023-02-05T03:28:28.8Z,4,REGULAR,3pt,Jump Shot,[],1630639,76.95466491458606,9.803921568627452,1610612742,104,91,2023-02-05T03:45:29Z,5020000,False,-201.0,164.0,1,right,A. Lawson 25' 3PT running (5 PTS) (M. Wright IV 3 AST),"[1630639, 1630593]",1610612742.0,DAL,running,,,Lawson,A. Lawson,,,,,Above the Break 3,24+ Left Center,25.95,Made,,,,,5.0,,,M. Wright IV,1630593.0,3.0,,,,,,,,
511,PT09M10.00S,2023-02-05T03:28:48.5Z,4,REGULAR,3pt,Jump Shot,[],203110,29.38567674113009,75.49019607843137,1610612744,104,91,2023-02-05T03:28:53Z,5040000,False,-127.0,224.0,1,left,MISS D. Green 25' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,25.75,Missed,,,,,,,,,,,,,,,,,,
512,PT09M07.00S,2023-02-05T03:28:51.5Z,4,REGULAR,rebound,defensive,[],203493,,,1610612742,104,91,2023-02-05T03:28:53Z,5050000,False,,,0,,R. Bullock REBOUND (Off:1 Def:5),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Left Center,,,511.0,6.0,5.0,1.0,,,,,,,,,,,,,,
513,PT08M55.00S,2023-02-05T03:29:07.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,88.83048620236531,47.61412377450981,1610612742,104,93,2023-02-05T03:29:35Z,5060000,False,-12.0,52.0,1,right,J. Green driving Layup (9 PTS) (M. Wright IV 4 AST),"[1630182, 1630593]",1610612742.0,DAL,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,5.38,Made,,,,,9.0,,,M. Wright IV,1630593.0,4.0,,,,,,,,
