actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
416,PT06M01.00S,2024-01-14T02:04:44.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630180,94.43166885676742,46.568627450980394,1610612737,58,73,2024-01-14T02:04:53Z,4100000,False,-17.0,0.0,1,right,S. Bey alley-oop DUNK (14 PTS) (T. Young 7 AST),"[1630180, 1629027]",1610612737.0,ATL,alley-oop,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.72,Made,,,,,,14.0,T. Young,1629027.0,7.0,,,,,,,,,
418,PT05M49.00S,2024-01-14T02:04:56.3Z,3,REGULAR,2pt,Jump Shot,[],1629673,15.062417871222076,28.186274509803923,1610612764,58,75,2024-01-14T02:05:01Z,4120000,False,109.0,89.0,1,left,J. Poole 14' pullup Jump Shot (15 PTS),[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Mid-Range,8-16 Right,14.09,Made,,,,,,15.0,,,,,,,,,,,,
419,PT05M36.00S,2024-01-14T02:05:09.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,84.05059132720105,41.911764705882355,1610612737,60,75,2024-01-14T02:05:14Z,4130000,False,-40.0,97.0,1,right,T. Young 10' driving floating Jump Shot (13 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,10.54,Made,,,,,,13.0,,,,,,,,,,,,
421,PT05M24.00S,2024-01-14T02:05:26.7Z,3,REGULAR,substitution,out,[],1630552,,,1610612764,60,75,2024-01-14T02:05:36Z,4150000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT05M24.00S,2024-01-14T02:05:26.7Z,3,REGULAR,substitution,out,[],1629027,,,1610612764,60,75,2024-01-14T02:05:36Z,4160000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M24.00S,2024-01-14T02:05:26.7Z,3,REGULAR,substitution,out,[],203991,,,1610612764,60,75,2024-01-14T02:05:36Z,4170000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M24.00S,2024-01-14T02:05:26.7Z,3,REGULAR,substitution,in,[],1630168,,,1610612764,60,75,2024-01-14T02:05:36Z,4180000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M24.00S,2024-01-14T02:05:26.7Z,3,REGULAR,substitution,in,[],203992,,,1610612764,60,75,2024-01-14T02:05:36Z,4190000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M24.00S,2024-01-14T02:05:26.7Z,3,REGULAR,substitution,in,[],1630235,,,1610612764,60,75,2024-01-14T02:05:36Z,4200000,False,,,0,,SUB in: T. Forrest,[1630235],1610612737.0,ATL,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT05M17.00S,2024-01-14T02:05:49.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,18.873193166885677,48.77450980392157,1610612764,60,75,2024-01-14T02:05:56Z,4210000,False,6.0,125.0,1,left,MISS K. Kuzma 12' pullup Shot,[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,12.5,Missed,,,,,,,,,,,,,,,,,,
428,PT05M14.00S,2024-01-14T02:05:52.9Z,3,REGULAR,rebound,defensive,[],1630235,,,1610612737,60,75,2024-01-14T02:05:56Z,4220000,False,,,0,,T. Forrest REBOUND (Off:0 Def:1),[1630235],1610612737.0,ATL,,,,Forrest,T. Forrest,,,,,In The Paint (Non-RA),8-16 Center,,,427.0,1.0,1.0,0.0,,,,,,,,,,,,,,
429,PT05M06.00S,2024-01-14T02:06:01.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630235,81.42247043363994,48.28431372549019,1610612737,60,75,2024-01-14T02:06:06Z,4230000,False,-9.0,122.0,1,right,MISS T. Forrest 12' driving floating Shot,[1630235],1610612737.0,ATL,driving floating,,,Forrest,T. Forrest,,,,,In The Paint (Non-RA),8-16 Center,12.24,Missed,,,,,,,,,,,,,,,,,,
430,PT05M04.00S,2024-01-14T02:06:03.6Z,3,REGULAR,rebound,defensive,[],1641731,,,1610612764,60,75,2024-01-14T02:06:06Z,4240000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:3),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),8-16 Center,,,429.0,3.0,3.0,0.0,,,,,,,,,,,,,,
431,PT04M56.00S,2024-01-14T02:06:11.3Z,3,REGULAR,3pt,Jump Shot,[],1629673,29.517082785808146,77.94117647058823,1610612764,60,75,2024-01-14T02:07:01Z,4250000,False,-140.0,225.0,1,left,MISS J. Poole 26' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,26.48,Missed,,,,,,,,,,,,,,,,,,
432,PT04M54.00S,2024-01-14T02:06:13.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612764,60,75,2024-01-14T02:06:17Z,4260000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,431.0,,,,,,,,,,,,,,,,,
434,PT04M45.00S,2024-01-14T02:06:38.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,32.013797634691194,47.549019607843135,1610612764,60,78,2024-01-14T02:06:44Z,4280000,False,12.0,248.0,1,left,J. Poole 24' 3PT  (18 PTS) (T. Jones 7 AST),"[1629673, 1626145]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,24.87,Made,,,,,,18.0,T. Jones,1626145.0,7.0,,,,,,,,,
436,PT04M23.00S,2024-01-14T02:06:59.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,92.72339027595268,50.73529411764706,1610612737,62,78,2024-01-14T02:07:04Z,4300000,False,4.0,16.0,1,right,D. Murray driving Layup (11 PTS),[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1.63,Made,,,,,,11.0,,,,,,,,,,,,
437,PT04M23.00S,2024-01-14T02:07:04.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,62,78,2024-01-14T02:07:04Z,4310000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M23.00S,2024-01-14T02:09:22.3Z,3,REGULAR,substitution,out,[],1630235,,,1610612764,62,78,2024-01-14T02:09:44Z,4320000,False,,,0,,SUB out: T. Forrest,[1630235],1610612737.0,ATL,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT04M23.00S,2024-01-14T02:09:22.3Z,3,REGULAR,substitution,in,[],1629027,,,1610612764,62,78,2024-01-14T02:09:44Z,4330000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT04M07.00S,2024-01-14T02:10:14.1Z,3,REGULAR,2pt,Jump Shot,[],1626145,9.674770039421814,76.9607843137255,1610612764,62,78,2024-01-14T02:10:23Z,4340000,False,-135.0,38.0,1,left,MISS T. Jones 14' pullup Shot,[1626145],1610612764.0,WAS,pullup,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,14.02,Missed,,,,,,,,,,,,,,,,,,
441,PT04M06.00S,2024-01-14T02:10:15.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612764,62,78,2024-01-14T02:10:23Z,4350000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Mid-Range,8-16 Left,,,440.0,,,,,,,,,,,,,,,,,
442,PT04M06.00S,2024-01-14T02:10:20.0Z,3,REGULAR,foul,personal,[],203992,,,1610612764,62,78,2024-01-14T02:10:27Z,4360000,False,,,0,,B. Bogdanovic loose ball personal FOUL (1 PF),"[203992, 1629655]",1610612737.0,ATL,loose ball,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,,1193.0,,,,,,,,1.0,0.0,Gafford,1629655.0,,
444,PT04M06.00S,2024-01-14T02:10:30.0Z,3,REGULAR,substitution,out,[],1630180,,,1610612764,62,78,2024-01-14T02:10:32Z,4380000,False,,,0,,SUB out: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M06.00S,2024-01-14T02:10:30.0Z,3,REGULAR,substitution,in,[],1630552,,,1610612764,62,78,2024-01-14T02:10:32Z,4390000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M00.00S,2024-01-14T02:10:46.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626145,11.645860709592641,56.86274509803921,1610612764,62,80,2024-01-14T02:10:51Z,4400000,False,-34.0,57.0,1,left,T. Jones 6' driving floating Jump Shot (8 PTS),[1626145],1610612764.0,WAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,6.65,Made,,,,,,8.0,,,,,,,,,,,,
447,PT03M48.00S,2024-01-14T02:10:58.9Z,3,REGULAR,turnover,lost ball,[],1630168,,,1610612737,62,80,2024-01-14T02:11:06Z,4410000,False,,,0,,O. Okongwu lost ball TURNOVER (2 TO),"[1630168, 1629655]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,2.0,,,,,,,Gafford,1629655.0
448,PT03M48.00S,2024-01-14T02:10:58.9Z,3,REGULAR,steal,,[],1629655,,,1610612764,62,80,2024-01-14T02:11:01Z,4420000,False,,,0,,D. Gafford STEAL (1 STL),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
449,PT03M45.00S,2024-01-14T02:11:04.4Z,3,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612764,62,80,2024-01-14T02:11:24Z,4430000,False,,,0,,O. Okongwu shooting personal FOUL (3 PF) (Kuzma 2 FT),"[1630168, 1628398]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,200834.0,,,,,,,,3.0,0.0,Kuzma,1628398.0,,
451,PT03M45.00S,2024-01-14T02:11:49.1Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628398,,,1610612764,62,81,2024-01-14T02:11:49Z,4450000,False,,,0,,K. Kuzma Free Throw 1 of 2 (23 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,,23.0,,,,,,,,,,,,
452,PT03M45.00S,2024-01-14T02:11:51.4Z,3,REGULAR,substitution,out,[],1626145,,,1610612764,62,81,2024-01-14T02:12:00Z,4460000,False,,,0,,SUB out: T. Jones,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT03M45.00S,2024-01-14T02:11:51.4Z,3,REGULAR,substitution,in,[],1626153,,,1610612764,62,81,2024-01-14T02:12:00Z,4470000,False,,,0,,SUB in: D. Wright,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT03M45.00S,2024-01-14T02:12:10.8Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628398,,,1610612764,62,82,2024-01-14T02:12:10Z,4480000,False,,,0,,K. Kuzma Free Throw 2 of 2 (24 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,,24.0,,,,,,,,,,,,
455,PT03M34.00S,2024-01-14T02:12:24.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,91.14651773981603,60.78431372549019,1610612737,64,82,2024-01-14T02:12:49Z,4490000,False,54.0,31.0,1,right,T. Young 6' driving finger roll Layup (15 PTS) (J. Johnson 2 AST),"[1629027, 1630552]",1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,6.2,Made,,,,,,15.0,J. Johnson,1630552.0,2.0,,,,,,,,,
457,PT03M21.00S,2024-01-14T02:12:37.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,14.931011826544022,63.970588235294116,1610612764,64,84,2024-01-14T02:12:43Z,4510000,False,-70.0,88.0,1,left,J. Poole 11' driving floating Jump Shot (20 PTS),[1629673],1610612764.0,WAS,driving floating,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Left,11.23,Made,,,,,,20.0,,,,,,,,,,,,
458,PT03M05.00S,2024-01-14T02:12:52.7Z,3,REGULAR,2pt,Jump Shot,[],1629027,76.69185282522996,44.85294117647059,1610612737,64,84,2024-01-14T02:12:58Z,4520000,False,-26.0,167.0,1,right,MISS T. Young 16' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,Mid-Range,16-24 Center,16.86,Missed,,,,,,,,,,,,,,,,,,
459,PT03M02.00S,2024-01-14T02:12:55.7Z,3,REGULAR,rebound,defensive,[],1641731,,,1610612764,64,84,2024-01-14T02:12:58Z,4530000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:4),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,16-24 Center,,,458.0,4.0,4.0,0.0,,,,,,,,,,,,,,
460,PT02M55.00S,2024-01-14T02:13:02.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628398,8.886333771353483,43.13725490196079,1610612764,64,86,2024-01-14T02:13:10Z,4540000,False,34.0,31.0,1,left,K. Kuzma turnaround Hook (26 PTS) (B. Coulibaly 1 AST),"[1628398, 1641731]",1610612764.0,WAS,turnaround,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,4.62,Made,,,,,,26.0,B. Coulibaly,1641731.0,1.0,,,,,,,,,
462,PT02M43.00S,2024-01-14T02:13:14.5Z,3,REGULAR,turnover,bad pass,[],1627749,,,1610612737,64,86,2024-01-14T02:13:20Z,4560000,False,,,0,,D. Murray bad pass TURNOVER (1 TO),"[1627749, 1626153]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,,,,,,,Wright,1626153.0
463,PT02M43.00S,2024-01-14T02:13:14.5Z,3,REGULAR,steal,,[],1626153,,,1610612764,64,86,2024-01-14T02:13:16Z,4570000,False,,,0,,D. Wright STEAL (2 STL),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
464,PT02M39.00S,2024-01-14T02:13:19.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628398,6.258212877792378,48.03921568627451,1610612764,64,88,2024-01-14T02:13:27Z,4580000,False,10.0,6.0,1,left,K. Kuzma running Layup (28 PTS) (D. Wright 3 AST),"[1628398, 1626153]",1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1.17,Made,,,,,,28.0,D. Wright,1626153.0,3.0,,,,,,,,,
466,PT02M39.00S,2024-01-14T02:13:27.0Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203992,,,1610612764,64,88,2024-01-14T02:13:41Z,4600000,False,,,0,,B. Bogdanovic shooting personal FOUL (2 PF) (Kuzma 1 FT),"[203992, 1628398]",1610612737.0,ATL,shooting,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,,1627529.0,,,,,,,,2.0,0.0,Kuzma,1628398.0,,
468,PT02M39.00S,2024-01-14T02:13:38.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612764,64,88,2024-01-14T02:13:38Z,4620000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT02M39.00S,2024-01-14T02:14:51.5Z,3,REGULAR,substitution,out,[],1627749,,,1610612764,64,88,2024-01-14T02:15:09Z,4630000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT02M39.00S,2024-01-14T02:14:51.5Z,3,REGULAR,substitution,out,[],1629673,,,1610612764,64,88,2024-01-14T02:15:09Z,4640000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT02M39.00S,2024-01-14T02:14:51.5Z,3,REGULAR,substitution,out,[],1629655,,,1610612764,64,88,2024-01-14T02:15:09Z,4650000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT02M39.00S,2024-01-14T02:14:51.5Z,3,REGULAR,substitution,in,[],1629726,,,1610612764,64,88,2024-01-14T02:15:09Z,4660000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT02M39.00S,2024-01-14T02:14:51.5Z,3,REGULAR,substitution,in,[],1630557,,,1610612764,64,88,2024-01-14T02:15:09Z,4670000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT02M39.00S,2024-01-14T02:14:51.5Z,3,REGULAR,substitution,in,[],1631116,,,1610612764,64,88,2024-01-14T02:15:09Z,4680000,False,,,0,,SUB in: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT02M39.00S,2024-01-14T02:15:33.7Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1628398,,,1610612764,64,89,2024-01-14T02:15:33Z,4690000,False,,,0,,K. Kuzma Free Throw 1 of 1 (29 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,,29.0,,,,,,,,,,,,
476,PT02M27.00S,2024-01-14T02:15:48.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,91.67214191852825,50.0,1610612737,66,89,2024-01-14T02:15:56Z,4700000,False,0.0,26.0,1,right,O. Okongwu Layup (7 PTS) (B. Bogdanovic 2 AST),"[1630168, 203992]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,2.58,Made,,,,,,7.0,B. Bogdanovic,203992.0,2.0,,,,,,,,,
478,PT02M27.00S,2024-01-14T02:15:55.4Z,3,REGULAR,foul,personal,['1freethrow'],1631116,,,1610612737,66,89,2024-01-14T02:16:19Z,4720000,False,,,0,,P. Baldwin Jr. shooting personal FOUL (3 PF) (Okongwu 1 FT),"[1631116, 1630168]",1610612764.0,WAS,shooting,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Restricted Area,0-8 Center,,,,,,,1193.0,,,,,,,,3.0,0.0,Okongwu,1630168.0,,
480,PT02M27.00S,2024-01-14T02:16:03.2Z,3,REGULAR,substitution,out,[],1628398,,,1610612737,66,89,2024-01-14T02:16:06Z,4740000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT02M27.00S,2024-01-14T02:16:03.2Z,3,REGULAR,substitution,in,[],1630166,,,1610612737,66,89,2024-01-14T02:16:06Z,4750000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT02M27.00S,2024-01-14T02:16:20.8Z,3,REGULAR,freethrow,1 of 1,[],1630168,,,1610612737,66,89,2024-01-14T02:16:20Z,4760000,False,,,0,,MISS O. Okongwu Free Throw 1 of 1,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
483,PT02M24.00S,2024-01-14T02:16:23.8Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,66,89,2024-01-14T02:16:23Z,4770000,False,,,0,,D. Avdija REBOUND (Off:0 Def:10),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,482.0,10.0,10.0,0.0,,,,,,,,,,,,,,
484,PT02M12.00S,2024-01-14T02:16:35.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626153,5.338370565045992,49.50980392156863,1610612764,66,89,2024-01-14T02:16:41Z,4780000,False,2.0,-2.0,1,left,MISS D. Wright driving reverse Layup,[1626153],1610612764.0,WAS,driving reverse,,,Wright,D. Wright,,,,,Restricted Area,0-8 Center,0.34,Missed,,,,,,,,,,,,,,,,,,
485,PT02M09.00S,2024-01-14T02:16:38.3Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,66,89,2024-01-14T02:16:41Z,4790000,False,,,0,,J. Johnson REBOUND (Off:0 Def:6),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,484.0,6.0,6.0,0.0,,,,,,,,,,,,,,
486,PT02M02.00S,2024-01-14T02:16:44.5Z,3,REGULAR,3pt,Jump Shot,[],1629726,87.46714848883047,94.36274509803921,1610612737,69,89,2024-01-14T02:16:50Z,4800000,False,222.0,65.0,1,right,G. Mathews 3PT  (6 PTS) (J. Johnson 3 AST),"[1629726, 1630552]",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Right Corner 3,24+ Right,23.12,Made,,,,,,6.0,J. Johnson,1630552.0,3.0,,,,,,,,,
488,PT01M42.00S,2024-01-14T02:17:03.8Z,3,REGULAR,3pt,Jump Shot,[],1630557,5.469776609724048,94.36274509803921,1610612764,69,92,2024-01-14T02:17:09Z,4820000,False,-222.0,-1.0,1,left,C. Kispert 3PT  (9 PTS) (D. Avdija 6 AST),"[1630557, 1630166]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Left Corner 3,24+ Left,22.18,Made,,,,,,9.0,D. Avdija,1630166.0,6.0,,,,,,,,,
490,PT01M22.00S,2024-01-14T02:17:24.2Z,3,REGULAR,3pt,Jump Shot,[],1629027,74.06373193166885,15.686274509803921,1610612737,69,92,2024-01-14T02:17:57Z,4840000,False,-172.0,191.0,1,right,MISS T. Young 25' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,25.7,Missed,,,,,,,,,,,,,,,,,,
491,PT01M19.00S,2024-01-14T02:17:27.2Z,3,REGULAR,rebound,defensive,[],1630557,,,1610612764,69,92,2024-01-14T02:17:29Z,4850000,False,,,0,,C. Kispert REBOUND (Off:1 Def:2),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,,490.0,3.0,2.0,1.0,,,,,,,,,,,,,,
492,PT01M13.00S,2024-01-14T02:17:33.2Z,3,REGULAR,3pt,Jump Shot,[],1626153,27.151773981603156,79.65686274509804,1610612764,69,95,2024-01-14T02:17:38Z,4860000,False,-148.0,203.0,1,left,D. Wright 25' 3PT pullup (3 PTS),[1626153],1610612764.0,WAS,pullup,,,Wright,D. Wright,,,,,Above the Break 3,24+ Left Center,25.12,Made,,,,,,3.0,,,,,,,,,,,,
493,PT00M54.80S,2024-01-14T02:17:52.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203992,92.32917214191852,49.50980392156863,1610612737,69,95,2024-01-14T02:17:58Z,4870000,False,-2.0,20.0,1,right,MISS B. Bogdanovic Layup,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,1.98,Missed,,,,,,,,,,,,,,,,,,
494,PT00M51.60S,2024-01-14T02:17:56.1Z,3,REGULAR,rebound,defensive,[],1630557,,,1610612764,69,95,2024-01-14T02:17:56Z,4880000,False,,,0,,C. Kispert REBOUND (Off:1 Def:3),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,493.0,4.0,3.0,1.0,,,,,,,,,,,,,,
495,PT00M47.00S,2024-01-14T02:18:01.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630166,6.915243101182654,49.754901960784316,1610612764,69,97,2024-01-14T02:18:07Z,4890000,False,1.0,13.0,1,left,D. Avdija running Layup (11 PTS) (B. Coulibaly 2 AST),"[1630166, 1641731]",1610612764.0,WAS,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.26,Made,,,,,,11.0,B. Coulibaly,1641731.0,2.0,,,,,,,,,
497,PT00M32.80S,2024-01-14T02:18:18.2Z,3,REGULAR,2pt,Jump Shot,[],1629027,74.98357424441524,41.911764705882355,1610612737,71,97,2024-01-14T02:18:23Z,4910000,False,-40.0,183.0,1,right,T. Young 18' pullup Jump Shot (17 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Mid-Range,16-24 Center,18.71,Made,,,,,,17.0,,,,,,,,,,,,
498,PT00M15.50S,2024-01-14T02:18:37.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626153,6.783837056504599,47.549019607843135,1610612764,71,97,2024-01-14T02:18:46Z,4920000,False,12.0,11.0,1,left,MISS D. Wright driving Layup - blocked,"[1626153, 1630168]",1610612764.0,WAS,driving,,,Wright,D. Wright,,,,,Restricted Area,0-8 Center,1.67,Missed,,,,,,,,,,,Okongwu,1630168.0,,,,,,
499,PT00M15.50S,2024-01-14T02:18:37.8Z,3,REGULAR,block,,[],1630168,,,1610612764,71,97,2024-01-14T02:21:16Z,4930000,False,,,0,,O. Okongwu BLOCK (2 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
500,PT00M15.20S,2024-01-14T02:18:38.1Z,3,REGULAR,rebound,offensive,[],1626153,,,1610612764,71,97,2024-01-14T02:18:46Z,4940000,False,,,0,,D. Wright REBOUND (Off:1 Def:1),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Restricted Area,0-8 Center,,,498.0,2.0,1.0,1.0,,,,,,,,,,,,,,
