actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
352,PT00M00.00S,2026-03-08T23:13:01.2Z,2,REGULAR,period,end,[],0,,,1610612748,67,48,2026-03-08T23:29:24Z,3380000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2026-03-08T23:27:49.8Z,3,REGULAR,substitution,out,['startperiod'],1631170,,,1610612748,67,48,2026-03-08T23:29:24Z,3390000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2026-03-08T23:27:49.8Z,3,REGULAR,substitution,in,['startperiod'],1642066,,,1610612748,67,48,2026-03-08T23:29:24Z,3400000,False,,,0,,SUB in: M. Gardner,[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2026-03-08T23:28:31.6Z,3,REGULAR,period,start,[],0,,,1610612765,67,48,2026-03-08T23:28:31Z,3410000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT11M42.00S,2026-03-08T23:28:49.4Z,3,REGULAR,3pt,Jump Shot,[],1629130,17.95335085413929,7.598039215686274,1610612765,67,48,2026-03-08T23:28:57Z,3420000,False,212.0,116.0,1,left,MISS D. Robinson 24' 3PT,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,24.18,Missed,,,,,,,,,,,,,,,,,
362,PT11M36.00S,2026-03-08T23:28:55.4Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,67,48,2026-03-08T23:28:57Z,3430000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,,361.0,7.0,5.0,2.0,,,,,,,,,
363,PT11M36.00S,2026-03-08T23:28:57.9Z,3,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612748,67,48,2026-03-08T23:29:09Z,3440000,False,,,0,,C. Cunningham shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1630595, 1628389]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2882.0,2.0,0.0,Adebayo,1628389.0,,,,
365,PT11M36.00S,2026-03-08T23:29:24.0Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1628389,,,1610612748,68,48,2026-03-08T23:30:25Z,3460000,False,,,0,,B. Adebayo Free Throw 1 of 2 (15 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,
366,PT11M36.00S,2026-03-08T23:29:24.0Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1628389,,,1610612748,69,48,2026-03-08T23:30:25Z,3470000,False,,,0,,B. Adebayo Free Throw 2 of 2 (16 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,
367,PT11M17.00S,2026-03-08T23:30:00.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,8.886333771353483,44.11764705882353,1610612765,69,50,2026-03-08T23:30:05Z,3480000,False,29.0,31.0,1,left,J. Duren driving Layup (16 PTS),[1631105],1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,4.27,Made,16.0,,,,,,,,,,,,,,,,
368,PT11M04.00S,2026-03-08T23:30:12.5Z,3,REGULAR,3pt,Jump Shot,[],1628389,92.19776609724047,4.901960784313726,1610612748,72,50,2026-03-08T23:30:20Z,3490000,False,-225.0,21.0,1,right,B. Adebayo 3PT  (19 PTS) (D. Mitchell 3 AST),"[1628389, 1630558]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,,22.65,Made,19.0,D. Mitchell,1630558.0,3.0,,,,,,,,,,,,,
370,PT10M48.00S,2026-03-08T23:30:30.9Z,3,REGULAR,foul,personal,['2freethrow'],1641796,,,1610612765,72,50,2026-03-08T23:30:53Z,3510000,False,,,0,,P. Larsson shooting personal FOUL (2 PF) (Duren 2 FT),"[1641796, 1631105]",1610612748.0,MIA,shooting,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2882.0,2.0,0.0,Duren,1631105.0,,,,
372,PT10M48.00S,2026-03-08T23:31:10.3Z,3,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,72,51,2026-03-08T23:31:10Z,3530000,False,,,0,,J. Duren Free Throw 1 of 2 (17 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,
373,PT10M48.00S,2026-03-08T23:31:24.1Z,3,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,72,52,2026-03-08T23:31:24Z,3540000,False,,,0,,J. Duren Free Throw 2 of 2 (18 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,
374,PT10M30.00S,2026-03-08T23:31:44.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641796,89.04402102496715,56.61764705882353,1610612748,74,52,2026-03-08T23:31:52Z,3550000,False,33.0,50.0,1,right,P. Larsson 6' driving Layup (7 PTS) (B. Adebayo 2 AST),"[1641796, 1628389]",1610612748.0,MIA,driving,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),0-8 Center,,6.04,Made,7.0,B. Adebayo,1628389.0,2.0,,,,,,,,,,,,,
377,PT10M13.00S,2026-03-08T23:32:15.8Z,3,REGULAR,2pt,Jump Shot,[],1631204,18.347568988173457,71.07843137254902,1610612765,74,52,2026-03-08T23:32:23Z,3580000,False,-105.0,120.0,1,left,MISS M. Sasser 15' pullup Shot,[1631204],1610612765.0,DET,pullup,,,Sasser,M. Sasser,,,,,Mid-Range,8-16 Left,,15.97,Missed,,,,,,,,,,,,,,,,,
378,PT10M08.00S,2026-03-08T23:32:20.8Z,3,REGULAR,rebound,defensive,[],1642066,,,1610612748,74,52,2026-03-08T23:32:23Z,3590000,False,,,0,,M. Gardner REBOUND (Off:0 Def:2),[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,Mid-Range,8-16 Left,,,,,,,,377.0,2.0,2.0,0.0,,,,,,,,,
379,PT09M58.00S,2026-03-08T23:32:31.2Z,3,REGULAR,turnover,bad pass,[],1628389,,,1610612748,74,52,2026-03-08T23:32:49Z,3600000,False,,,0,,B. Adebayo bad pass TURNOVER (2 TO),"[1628389, 1631204]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,2.0,,,,,,,,,,,,,,,,Sasser,1631204.0,,
380,PT09M58.00S,2026-03-08T23:32:31.2Z,3,REGULAR,steal,,[],1631204,,,1610612765,74,52,2026-03-08T23:32:43Z,3610000,False,,,0,,M. Sasser STEAL (1 STL),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
381,PT09M56.00S,2026-03-08T23:32:44.7Z,3,REGULAR,foul,personal,['2freethrow'],1630558,,,1610612765,74,52,2026-03-08T23:32:57Z,3620000,False,,,0,,D. Mitchell shooting personal FOUL (2 PF) (Sasser 2 FT),"[1630558, 1631204]",1610612748.0,MIA,shooting,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,203593.0,2.0,0.0,Sasser,1631204.0,,,,
383,PT09M56.00S,2026-03-08T23:33:07.9Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631204,,,1610612765,74,53,2026-03-08T23:33:07Z,3640000,False,,,0,,M. Sasser Free Throw 1 of 2 (1 PTS),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
384,PT09M56.00S,2026-03-08T23:33:28.0Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631204,,,1610612765,74,54,2026-03-08T23:33:28Z,3650000,False,,,0,,M. Sasser Free Throw 2 of 2 (2 PTS),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
398,PT09M39.00S,2026-03-08T23:33:29.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642066,92.32917214191852,49.50980392156863,1610612748,74,54,2026-03-08T23:38:43Z,3655000,False,-2.0,20.0,1,right,MISS M. Gardner driving Layup - blocked,"[1642066, 202699]",1610612748.0,MIA,driving,,,Gardner,M. Gardner,,,,,Restricted Area,0-8 Center,,1.98,Missed,,,,,,,,,,,,,,,,Harris,202699.0
399,PT09M39.00S,2026-03-08T23:33:29.0Z,3,REGULAR,block,,[],202699,,,1610612748,74,54,2026-03-08T23:38:43Z,3657500,False,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
400,PT09M38.00S,2026-03-08T23:33:30.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,74,54,2026-03-08T23:38:55Z,3658750,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,398.0,,,,,,,,,,,,
386,PT09M36.00S,2026-03-08T23:34:08.9Z,3,REGULAR,foul,personal,[],1631204,,,1610612748,74,54,2026-03-08T23:34:26Z,3670000,False,,,0,,M. Sasser personal FOUL (3 PF),"[1631204, 1628389]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,2882.0,3.0,0.0,Adebayo,1628389.0,,,,
388,PT09M28.00S,2026-03-08T23:34:38.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628389,68.80749014454665,75.98039215686273,1610612748,77,54,2026-03-08T23:38:43Z,3690000,False,130.0,241.0,1,right,B. Adebayo 27' 3PT  (22 PTS) (M. Gardner 2 AST),"[1628389, 1642066]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,27.35,Made,22.0,M. Gardner,1642066.0,2.0,,,,,,,,,,,,,
390,PT09M11.00S,2026-03-08T23:34:55.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202699,9.937582128777924,54.90196078431373,1610612765,77,56,2026-03-08T23:35:07Z,3710000,False,-25.0,41.0,1,left,T. Harris driving Layup (6 PTS),[202699],1610612765.0,DET,driving,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,4.77,Made,6.0,,,,,,,,,,,,,,,,
391,PT09M01.00S,2026-03-08T23:35:05.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,91.67214191852825,42.8921568627451,1610612748,79,56,2026-03-08T23:35:11Z,3720000,False,-36.0,26.0,1,right,D. Mitchell driving Layup (8 PTS),[1630558],1610612748.0,MIA,driving,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,4.39,Made,8.0,,,,,,,,,,,,,,,,
393,PT08M48.00S,2026-03-08T23:35:17.8Z,3,REGULAR,2pt,Jump Shot,[],1630595,20.844283837056505,29.411764705882355,1610612765,79,56,2026-03-08T23:38:39Z,3730000,False,103.0,143.0,1,left,MISS C. Cunningham 17' step back Shot,[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right Center,,17.65,Missed,,,,,,,,,,,,,,,,,
394,PT08M46.00S,2026-03-08T23:35:19.8Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,79,56,2026-03-08T23:43:00Z,3740000,False,,,0,,T. Herro REBOUND (Off:1 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right Center,,,,,,,,393.0,5.0,4.0,1.0,,,,,,,,,
395,PT08M37.00S,2026-03-08T23:35:30.0Z,3,REGULAR,3pt,Jump Shot,[],1641796,73.01248357424441,83.82352941176471,1610612748,82,56,2026-03-08T23:35:45Z,3750000,False,169.0,201.0,1,right,P. Larsson 26' 3PT  (10 PTS) (B. Adebayo 3 AST),"[1641796, 1628389]",1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Right Center,,26.28,Made,10.0,B. Adebayo,1628389.0,3.0,,,,,,,,,,,,,
397,PT08M35.00S,2026-03-08T23:35:35.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,82,56,2026-03-08T23:35:35Z,3770000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT08M13.00S,2026-03-08T23:38:59.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,12.302890932982917,63.970588235294116,1610612765,82,58,2026-03-08T23:40:34Z,3780000,False,-70.0,63.0,1,left,T. Harris 9' turnaround fadeaway Jump Shot (8 PTS),[202699],1610612765.0,DET,turnaround fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Left,,9.42,Made,8.0,,,,,,,,,,,,,,,,
402,PT08M13.00S,2026-03-08T23:39:03.3Z,3,REGULAR,foul,personal,['1freethrow'],1642066,,,1610612765,82,58,2026-03-08T23:39:14Z,3790000,False,,,0,,M. Gardner shooting personal FOUL (3 PF) (Harris 1 FT),"[1642066, 202699]",1610612748.0,MIA,shooting,,,Gardner,M. Gardner,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,2882.0,3.0,0.0,Harris,202699.0,,,,
404,PT08M13.00S,2026-03-08T23:39:25.4Z,3,REGULAR,freethrow,1 of 1,[],202699,,,1610612765,82,59,2026-03-08T23:39:25Z,3810000,False,,,0,,T. Harris Free Throw 1 of 1 (9 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,
405,PT07M57.00S,2026-03-08T23:39:44.7Z,3,REGULAR,2pt,Jump Shot,[],1628389,77.7431011826544,36.51960784313725,1610612748,82,59,2026-03-08T23:39:51Z,3820000,False,-67.0,157.0,1,right,MISS B. Adebayo 17' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Left Center,,17.06,Missed,,,,,,,,,,,,,,,,,
406,PT07M56.00S,2026-03-08T23:39:45.7Z,3,REGULAR,rebound,defensive,[],202699,,,1610612765,82,59,2026-03-08T23:41:18Z,3830000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Left Center,,,,,,,,405.0,1.0,1.0,0.0,,,,,,,,,
407,PT07M48.00S,2026-03-08T23:39:53.7Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1630595,16.245072273324574,74.01960784313727,1610612765,82,59,2026-03-08T23:41:33Z,3840000,False,-120.0,100.0,1,left,MISS C. Cunningham 15' running pullup Shot,[1630595],1610612765.0,DET,running pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Left,,15.64,Missed,,,,,,,,,,,,,,,,,
408,PT07M44.00S,2026-03-08T23:39:57.7Z,3,REGULAR,rebound,defensive,[],1642066,,,1610612748,82,59,2026-03-08T23:40:01Z,3850000,False,,,0,,M. Gardner REBOUND (Off:0 Def:3),[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,Mid-Range,8-16 Left,,,,,,,,407.0,3.0,3.0,0.0,,,,,,,,,
409,PT07M37.00S,2026-03-08T23:40:04.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,84.70762155059133,42.15686274509804,1610612748,82,59,2026-03-08T23:40:13Z,3860000,False,-39.0,91.0,1,right,MISS B. Adebayo 9' fadeaway Shot,[1628389],1610612748.0,MIA,fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,9.93,Missed,,,,,,,,,,,,,,,,,
410,PT07M34.00S,2026-03-08T23:40:07.4Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,82,59,2026-03-08T23:40:13Z,3870000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,409.0,1.0,1.0,0.0,,,,,,,,,
411,PT07M23.00S,2026-03-08T23:40:19.0Z,3,REGULAR,3pt,Jump Shot,[],1630595,25.837713534822605,83.08823529411765,1610612765,82,62,2026-03-08T23:40:25Z,3880000,False,-165.0,190.0,1,left,C. Cunningham 25' 3PT  (21 PTS) (M. Sasser 2 AST),"[1630595, 1631204]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,25.22,Made,21.0,M. Sasser,1631204.0,2.0,,,,,,,,,,,,,
413,PT07M03.00S,2026-03-08T23:40:38.9Z,3,REGULAR,3pt,Jump Shot,[],1628389,90.75229960578186,3.431372549019608,1610612748,82,62,2026-03-08T23:41:27Z,3900000,False,-233.0,34.0,1,right,MISS B. Adebayo 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,,23.53,Missed,,,,,,,,,,,,,,,,,
414,PT07M02.00S,2026-03-08T23:40:39.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,82,62,2026-03-08T23:41:27Z,3910000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,413.0,,,,,,,,,,,,
420,PT07M02.00S,2026-03-08T23:41:39.8Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629639,89.96386333771353,27.941176470588236,1610612748,82,62,2026-03-08T23:52:41Z,3935000,False,-110.0,42.0,1,right,MISS T. Herro 11' Jump Shot,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,,11.8,Missed,,,,,,,,,,,,,,,,,
421,PT07M02.00S,2026-03-08T23:41:39.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612765,82,62,2026-03-08T23:52:41Z,3942500,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,420.0,,,,,,,,,,,,
418,PT07M00.00S,2026-03-08T23:41:40.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,82,62,2026-03-08T23:51:19Z,3950000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT06M40.00S,2026-03-08T23:45:04.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,8.754927726675426,45.34313725490196,1610612765,82,64,2026-03-08T23:47:36Z,3990000,False,23.0,30.0,1,left,J. Duren reverse Layup (20 PTS),[1631105],1610612765.0,DET,reverse,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,3.78,Made,20.0,,,,,,,,,,,,,,,,
424,PT06M22.00S,2026-03-08T23:45:27.5Z,3,REGULAR,foul,offensive,[],1629639,,,1610612748,82,64,2026-03-08T23:45:33Z,4010000,False,,,0,,T. Herro offensive FOUL (1 PF),"[1629639, 1631204]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,203593.0,1.0,0.0,Sasser,1631204.0,,,,
426,PT06M22.00S,2026-03-08T23:45:27.5Z,3,REGULAR,turnover,offensive foul,[],1629639,,,1610612748,82,64,2026-03-08T23:45:27Z,4030000,False,,,0,,T. Herro offensive foul TURNOVER (1 TO),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right Center,1.0,,,,,,,,,,,203593.0,,,,,,,,
427,PT06M07.00S,2026-03-08T23:46:03.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631204,10.33180026281209,97.54901960784314,1610612765,82,64,2026-03-08T23:46:09Z,4040000,False,-238.0,45.0,1,left,MISS M. Sasser 24' 3PT,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Left Corner 3,24+ Left,,24.18,Missed,,,,,,,,,,,,,,,,,
428,PT06M03.00S,2026-03-08T23:46:07.3Z,3,REGULAR,rebound,defensive,[],1641796,,,1610612748,82,64,2026-03-08T23:46:09Z,4050000,False,,,0,,P. Larsson REBOUND (Off:1 Def:2),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Left Corner 3,24+ Left,,,,,,,,427.0,3.0,2.0,1.0,,,,,,,,,
429,PT05M51.00S,2026-03-08T23:46:19.8Z,3,REGULAR,3pt,Jump Shot,[],1629639,69.07030223390277,30.637254901960787,1610612748,85,64,2026-03-08T23:46:24Z,4060000,False,-97.0,238.0,1,right,T. Herro 25' 3PT pullup (19 PTS) (B. Adebayo 4 AST),"[1629639, 1628389]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,25.71,Made,19.0,B. Adebayo,1628389.0,4.0,,,,,,,,,,,,,
431,PT05M34.00S,2026-03-08T23:46:36.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,8.229303547963205,55.63725490196079,1610612765,85,66,2026-03-08T23:46:42Z,4080000,False,-28.0,25.0,1,left,J. Duren driving Layup (22 PTS) (C. Cunningham 9 AST),"[1631105, 1630595]",1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,3.76,Made,22.0,C. Cunningham,1630595.0,9.0,,,,,,,,,,,,,
434,PT05M24.00S,2026-03-08T23:46:48.8Z,3,REGULAR,substitution,out,[],1641796,,,1610612748,85,66,2026-03-08T23:46:58Z,4110000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT05M24.00S,2026-03-08T23:46:48.8Z,3,REGULAR,substitution,out,[],202699,,,1610612748,85,66,2026-03-08T23:46:58Z,4120000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT05M24.00S,2026-03-08T23:46:48.8Z,3,REGULAR,substitution,in,[],1631170,,,1610612748,85,66,2026-03-08T23:46:58Z,4130000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT05M24.00S,2026-03-08T23:46:48.8Z,3,REGULAR,substitution,in,[],1630191,,,1610612748,85,66,2026-03-08T23:46:58Z,4140000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M16.00S,2026-03-08T23:47:18.9Z,3,REGULAR,3pt,Jump Shot,[],1628389,71.30420499342969,20.833333333333336,1610612748,85,66,2026-03-08T23:47:24Z,4150000,False,-146.0,217.0,1,right,MISS B. Adebayo 26' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,26.16,Missed,,,,,,,,,,,,,,,,,
439,PT05M13.00S,2026-03-08T23:47:21.9Z,3,REGULAR,rebound,offensive,[],1642066,,,1610612748,85,66,2026-03-08T23:47:24Z,4160000,False,,,0,,M. Gardner REBOUND (Off:1 Def:3),[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,Above the Break 3,24+ Left Center,,,,,,,,438.0,4.0,3.0,1.0,,,,,,,,,
440,PT05M06.00S,2026-03-08T23:47:32.0Z,3,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612748,85,66,2026-03-08T23:47:51Z,4170000,False,,,0,,J. Duren shooting personal FOUL (3 PF) (Gardner 2 FT),"[1631105, 1642066]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2882.0,3.0,0.0,Gardner,1642066.0,,,,
442,PT05M06.00S,2026-03-08T23:47:57.3Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1642066,,,1610612748,86,66,2026-03-08T23:47:57Z,4190000,False,,,0,,M. Gardner Free Throw 1 of 2 (3 PTS),[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
443,PT05M06.00S,2026-03-08T23:47:58.2Z,3,REGULAR,substitution,out,[],1628389,,,1610612748,86,66,2026-03-08T23:48:13Z,4200000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT05M06.00S,2026-03-08T23:47:58.2Z,3,REGULAR,substitution,out,[],1630558,,,1610612748,86,66,2026-03-08T23:48:13Z,4210000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M06.00S,2026-03-08T23:47:58.2Z,3,REGULAR,substitution,out,[],1631204,,,1610612748,86,66,2026-03-08T23:48:13Z,4220000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT05M06.00S,2026-03-08T23:47:58.2Z,3,REGULAR,substitution,in,[],1642276,,,1610612748,86,66,2026-03-08T23:48:13Z,4230000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT05M06.00S,2026-03-08T23:47:58.2Z,3,REGULAR,substitution,in,[],1641796,,,1610612748,86,66,2026-03-08T23:48:13Z,4240000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT05M06.00S,2026-03-08T23:47:58.2Z,3,REGULAR,substitution,in,[],1641842,,,1610612748,86,66,2026-03-08T23:48:13Z,4250000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT05M06.00S,2026-03-08T23:48:20.0Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1642066,,,1610612748,87,66,2026-03-08T23:48:20Z,4260000,False,,,0,,M. Gardner Free Throw 2 of 2 (4 PTS),[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
