actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
424,PT04M40.00S,2026-03-06T02:07:55.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629651,5.590000152587891,50.0,1610612751,79,75,2026-03-06T02:07:55Z,4160000,False,0.0,0.0,1,left,MISS N. Claxton tip Layup,[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,,,,,,,Missed,,0.0,,,,,,,,,,,
425,PT04M40.00S,2026-03-06T02:07:56.6Z,3,REGULAR,rebound,defensive,[],1642276,,,1610612748,79,75,2026-03-06T02:07:56Z,4170000,False,,,0,,K. Ware REBOUND (Off:2 Def:3),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,424.0,5.0,3.0,2.0,,,,
426,PT04M32.00S,2026-03-06T02:08:07.5Z,3,REGULAR,foul,personal,[],1629008,,,1610612748,79,75,2026-03-06T02:08:13Z,4180000,False,,,0,,M. Porter Jr. personal FOUL (2 PF),"[1629008, 1642276]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,101284.0,,2.0,0.0,Ware,1642276.0,,,,,,,,,,,,,,
428,PT04M32.00S,2026-03-06T02:08:21.8Z,3,REGULAR,substitution,out,[],1641796,,,1610612748,79,75,2026-03-06T02:08:39Z,4200000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT04M32.00S,2026-03-06T02:08:21.8Z,3,REGULAR,substitution,out,[],1629651,,,1610612748,79,75,2026-03-06T02:08:39Z,4210000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT04M32.00S,2026-03-06T02:08:21.8Z,3,REGULAR,substitution,out,[],1642849,,,1610612748,79,75,2026-03-06T02:08:39Z,4220000,False,,,0,,SUB out: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M32.00S,2026-03-06T02:08:21.8Z,3,REGULAR,substitution,in,[],1631170,,,1610612748,79,75,2026-03-06T02:08:39Z,4230000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M32.00S,2026-03-06T02:08:21.8Z,3,REGULAR,substitution,in,[],1642879,,,1610612748,79,75,2026-03-06T02:08:39Z,4240000,False,,,0,,SUB in: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT04M32.00S,2026-03-06T02:08:21.8Z,3,REGULAR,substitution,in,[],1630549,,,1610612748,79,75,2026-03-06T02:08:39Z,4250000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT04M19.00S,2026-03-06T02:08:54.5Z,3,REGULAR,foul,personal,['2freethrow'],1630549,,,1610612748,79,75,2026-03-06T02:09:12Z,4260000,False,,,0,,D. Sharpe shooting personal FOUL (3 PF) (Jaquez Jr. 2 FT),"[1630549, 1631170]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,1628953.0,,3.0,0.0,Jaquez Jr.,1631170.0,,,,,,,,,,,,,,
436,PT04M19.00S,2026-03-06T02:09:20.8Z,3,REGULAR,freethrow,1 of 2,[],1631170,,,1610612748,80,75,2026-03-06T02:09:20Z,4280000,False,,,0,,J. Jaquez Jr. Free Throw 1 of 2 (5 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
437,PT04M19.00S,2026-03-06T02:09:31.5Z,3,REGULAR,substitution,out,[],1629611,,,1610612748,80,75,2026-03-06T02:09:40Z,4290000,False,,,0,,SUB out: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M19.00S,2026-03-06T02:09:31.5Z,3,REGULAR,substitution,in,[],1630533,,,1610612748,80,75,2026-03-06T02:09:40Z,4300000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT04M19.00S,2026-03-06T02:09:45.9Z,3,REGULAR,freethrow,2 of 2,[],1631170,,,1610612748,81,75,2026-03-06T02:09:45Z,4310000,False,,,0,,J. Jaquez Jr. Free Throw 2 of 2 (6 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
440,PT04M07.00S,2026-03-06T02:10:01.2Z,3,REGULAR,3pt,Jump Shot,[],1629008,26.757555847568987,79.65686274509804,1610612751,81,78,2026-03-06T02:10:06Z,4320000,False,-148.0,199.0,1,left,M. Porter Jr. 24' 3PT pullup (22 PTS) (N. Clowney 2 AST),"[1629008, 1641730]",1610612751.0,BKN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,Made,22.0,24.82,N. Clowney,1641730.0,2.0,,,,,,,,
442,PT03M46.00S,2026-03-06T02:10:22.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,81.02825229960578,50.49019607843137,1610612748,81,78,2026-03-06T02:10:25Z,4340000,False,2.0,126.0,1,right,MISS T. Herro 12' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Missed,,12.58,,,,,,,,,,,
443,PT03M43.00S,2026-03-06T02:10:24.6Z,3,REGULAR,rebound,defensive,[],1642879,,,1610612751,81,78,2026-03-06T02:10:24Z,4350000,False,,,0,,B. Saraf REBOUND (Off:0 Def:1),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,442.0,1.0,1.0,0.0,,,,
444,PT03M39.00S,2026-03-06T02:10:28.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630533,6.258212877792378,3.431372549019608,1610612751,81,78,2026-03-06T02:10:37Z,4360000,False,233.0,6.0,1,left,MISS Z. Williams running 3PT,[1630533],1610612751.0,BKN,running,,,Williams,Z. Williams,,,,,Right Corner 3,24+ Right,,,,,,,Missed,,23.29,,,,,,,,,,,
445,PT03M36.00S,2026-03-06T02:10:31.4Z,3,REGULAR,rebound,defensive,[],1631170,,,1610612748,81,78,2026-03-06T02:10:32Z,4370000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:3),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,444.0,3.0,3.0,0.0,,,,
446,PT03M27.00S,2026-03-06T02:10:41.3Z,3,REGULAR,3pt,Jump Shot,[],203952,90.75229960578186,3.431372549019608,1610612748,81,78,2026-03-06T02:10:45Z,4380000,False,-233.0,34.0,1,right,MISS A. Wiggins 3PT,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,,,,,Missed,,23.53,,,,,,,,,,,
447,PT03M24.00S,2026-03-06T02:10:44.9Z,3,REGULAR,rebound,offensive,[],1642276,,,1610612748,81,78,2026-03-06T02:10:44Z,4390000,False,,,0,,K. Ware REBOUND (Off:3 Def:3),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,446.0,6.0,3.0,3.0,,,,
448,PT03M23.00S,2026-03-06T02:10:45.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203952,93.51182654402102,49.26470588235294,1610612748,83,78,2026-03-06T02:10:53Z,4400000,False,-4.0,8.0,1,right,A. Wiggins cutting Layup (8 PTS) (K. Ware 1 AST),"[203952, 1642276]",1610612748.0,MIA,cutting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,Made,8.0,0.93,K. Ware,1642276.0,1.0,,,,,,,,
450,PT03M23.00S,2026-03-06T02:10:53.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,83,78,2026-03-06T02:10:53Z,4420000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT03M23.00S,2026-03-06T02:13:10.3Z,3,REGULAR,substitution,out,[],203952,,,1610612751,83,78,2026-03-06T02:13:30Z,4430000,False,,,0,,SUB out: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT03M23.00S,2026-03-06T02:13:10.3Z,3,REGULAR,substitution,out,[],1630558,,,1610612751,83,78,2026-03-06T02:13:30Z,4440000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT03M23.00S,2026-03-06T02:13:10.3Z,3,REGULAR,substitution,out,[],1641730,,,1610612751,83,78,2026-03-06T02:13:30Z,4450000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT03M23.00S,2026-03-06T02:13:10.3Z,3,REGULAR,substitution,in,[],1641796,,,1610612751,83,78,2026-03-06T02:13:30Z,4460000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT03M23.00S,2026-03-06T02:13:10.3Z,3,REGULAR,substitution,in,[],1642857,,,1610612751,83,78,2026-03-06T02:13:30Z,4470000,False,,,0,,SUB in: K. Jakučionis,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT03M23.00S,2026-03-06T02:13:10.3Z,3,REGULAR,substitution,in,[],1642874,,,1610612751,83,78,2026-03-06T02:13:30Z,4480000,False,,,0,,SUB in: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT03M05.00S,2026-03-06T02:14:03.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,6.389618922470433,53.18627450980392,1610612751,83,78,2026-03-06T02:14:09Z,4490000,False,-16.0,8.0,1,left,MISS M. Porter Jr. alley-oop Layup,[1629008],1610612751.0,BKN,alley-oop,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,1.76,,,,,,,,,,,
458,PT03M01.00S,2026-03-06T02:14:07.1Z,3,REGULAR,rebound,defensive,[],1642857,,,1610612748,83,78,2026-03-06T02:24:38Z,4500000,False,,,0,,K. Jakučionis REBOUND (Off:0 Def:3),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,457.0,3.0,3.0,0.0,,,,
459,PT02M55.00S,2026-03-06T02:14:15.8Z,3,REGULAR,foul,personal,['2freethrow'],1642874,,,1610612748,83,78,2026-03-06T02:14:33Z,4510000,False,,,0,,D. Wolf shooting personal FOUL (3 PF) (Herro 2 FT),"[1642874, 1629639]",1610612751.0,BKN,shooting,,,Wolf,D. Wolf,,,,,In The Paint (Non-RA),8-16 Center,1627519.0,,3.0,0.0,Herro,1629639.0,,,,,,,,,,,,,,
461,PT02M55.00S,2026-03-06T02:14:51.6Z,3,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,84,78,2026-03-06T02:14:51Z,4530000,False,,,0,,T. Herro Free Throw 1 of 2 (19 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,Made,19.0,,,,,,,,,,,,
462,PT02M55.00S,2026-03-06T02:15:14.9Z,3,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,85,78,2026-03-06T02:15:14Z,4540000,False,,,0,,T. Herro Free Throw 2 of 2 (20 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,Made,20.0,,,,,,,,,,,,
463,PT02M44.00S,2026-03-06T02:15:28.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,16.770696452036795,41.17647058823529,1610612751,85,80,2026-03-06T02:16:35Z,4550000,False,44.0,105.0,1,left,M. Porter Jr. 11' pullup Jump Shot (24 PTS) (B. Saraf 1 AST),"[1629008, 1642879]",1610612751.0,BKN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Made,24.0,11.4,B. Saraf,1642879.0,1.0,,,,,,,,
465,PT02M29.00S,2026-03-06T02:15:42.9Z,3,REGULAR,3pt,Jump Shot,[],1629639,76.03482260183968,10.53921568627451,1610612748,88,80,2026-03-06T02:15:48Z,4570000,False,-197.0,173.0,1,right,T. Herro 26' 3PT pullup (23 PTS) (K. Jakučionis 1 AST),"[1629639, 1642857]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,,,,Made,23.0,26.23,K. Jakučionis,1642857.0,1.0,,,,,,,,
467,PT02M16.00S,2026-03-06T02:16:00.3Z,3,REGULAR,foul,personal,['2freethrow'],1629639,,,1610612751,88,80,2026-03-06T02:16:20Z,4590000,False,,,0,,T. Herro shooting personal FOUL (1 PF) (Sharpe 2 FT),"[1629639, 1630549]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,101284.0,,1.0,0.0,Sharpe,1630549.0,,,,,,,,,,,,,,
469,PT02M16.00S,2026-03-06T02:16:26.9Z,3,REGULAR,freethrow,1 of 2,[],1630549,,,1610612751,88,80,2026-03-06T02:16:26Z,4610000,False,,,0,,MISS D. Sharpe Free Throw 1 of 2,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
470,PT02M16.00S,2026-03-06T02:16:26.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,88,80,2026-03-06T02:16:26Z,4620000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,469.0,,,,,,,
471,PT02M16.00S,2026-03-06T02:16:42.6Z,3,REGULAR,freethrow,2 of 2,[],1630549,,,1610612751,88,81,2026-03-06T02:16:42Z,4630000,False,,,0,,D. Sharpe Free Throw 2 of 2 (3 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
472,PT02M08.00S,2026-03-06T02:16:51.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641796,87.72996057818659,49.50980392156863,1610612748,88,81,2026-03-06T02:16:55Z,4640000,False,-2.0,63.0,1,right,MISS P. Larsson 6' driving Layup,[1641796],1610612748.0,MIA,driving,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,6.28,,,,,,,,,,,
473,PT02M06.00S,2026-03-06T02:16:53.5Z,3,REGULAR,rebound,defensive,[],1642874,,,1610612751,88,81,2026-03-06T02:16:55Z,4650000,False,,,0,,D. Wolf REBOUND (Off:0 Def:2),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,472.0,2.0,2.0,0.0,,,,
514,PT01M59.00S,2026-03-06T02:17:02.7Z,3,REGULAR,turnover,bad pass,[],1642874,,,1610612751,88,81,2026-03-06T02:21:45Z,4685000,False,,,0,,D. Wolf bad pass TURNOVER (2 TO),"[1642874, 1642276]",1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Above the Break 3,24+ Right Center,,2.0,,,,,,,,,,,,,,,,,Ware,1642276.0
515,PT01M59.00S,2026-03-06T02:17:02.7Z,3,REGULAR,steal,,[],1642276,,,1610612748,88,81,2026-03-06T02:21:45Z,4687500,False,,,0,,K. Ware STEAL (3 STL),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
477,PT01M55.00S,2026-03-06T02:17:05.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1641796,92.59198423127464,53.67647058823529,1610612748,88,81,2026-03-06T02:21:45Z,4690000,False,18.0,17.0,1,right,MISS P. Larsson running reverse Layup,[1641796],1610612748.0,MIA,running reverse,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,2.51,,,,,,,,,,,
478,PT01M50.00S,2026-03-06T02:17:10.1Z,3,REGULAR,rebound,offensive,[],1642857,,,1610612748,88,81,2026-03-06T02:17:14Z,4700000,False,,,0,,K. Jakučionis REBOUND (Off:1 Def:3),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,477.0,4.0,3.0,1.0,,,,
479,PT01M50.00S,2026-03-06T02:17:09.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fromturnover']",1642857,94.40999984741211,50.0,1610612748,90,81,2026-03-06T02:21:45Z,4710000,False,0.0,0.0,1,right,K. Jakučionis tip Layup (11 PTS),[1642857],1610612748.0,MIA,tip,,,Jakučionis,K. Jakučionis,,,,,Mid-Range,8-16 Left,,,,,,,Made,11.0,0.0,,,,,,,,,,,
480,PT01M38.00S,2026-03-06T02:17:21.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630533,5.601182654402102,47.549019607843135,1610612751,90,83,2026-03-06T02:17:27Z,4720000,False,12.0,0.0,1,left,Z. Williams cutting DUNK (4 PTS) (B. Saraf 2 AST),"[1630533, 1642879]",1610612751.0,BKN,cutting,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,,Made,4.0,1.23,B. Saraf,1642879.0,2.0,,,,,,,,
482,PT01M26.00S,2026-03-06T02:17:33.2Z,3,REGULAR,turnover,bad pass,[],1631170,,,1610612748,90,83,2026-03-06T02:17:37Z,4740000,False,,,0,,J. Jaquez Jr. bad pass TURNOVER (2 TO),"[1631170, 1629008]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,2.0,,,,,,,,,,,,,,,,,Porter Jr.,1629008.0
483,PT01M26.00S,2026-03-06T02:17:33.2Z,3,REGULAR,steal,,[],1629008,,,1610612751,90,83,2026-03-06T02:56:03Z,4750000,False,,,0,,M. Porter Jr. STEAL (2 STL),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
484,PT01M19.00S,2026-03-06T02:17:40.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630533,7.703679369250986,3.9215686274509802,1610612751,90,83,2026-03-06T02:17:45Z,4760000,False,230.0,20.0,1,left,MISS Z. Williams 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Right Corner 3,24+ Right,,,,,,,Missed,,23.13,,,,,,,,,,,
485,PT01M16.00S,2026-03-06T02:17:43.3Z,3,REGULAR,rebound,defensive,[],1641796,,,1610612748,90,83,2026-03-06T02:17:45Z,4770000,False,,,0,,P. Larsson REBOUND (Off:0 Def:1),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,484.0,1.0,1.0,0.0,,,,
486,PT01M13.00S,2026-03-06T02:17:47.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641796,88.51839684625493,43.38235294117647,1610612748,90,83,2026-03-06T02:17:54Z,4780000,False,-33.0,55.0,1,right,MISS P. Larsson 6' running Layup - blocked,"[1641796, 1629008]",1610612748.0,MIA,running,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,6.45,,,,,,,,Porter Jr.,1629008.0,,
487,PT01M13.00S,2026-03-06T02:17:47.4Z,3,REGULAR,block,,[],1629008,,,1610612748,90,83,2026-03-06T02:17:49Z,4790000,False,,,0,,M. Porter Jr. BLOCK (1 BLK),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
488,PT01M13.00S,2026-03-06T02:17:47.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,90,83,2026-03-06T02:17:54Z,4800000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,486.0,,,,,,,
490,PT01M13.00S,2026-03-06T02:17:58.2Z,3,REGULAR,substitution,out,[],1629008,,,1610612748,90,83,2026-03-06T02:18:01Z,4820000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT01M13.00S,2026-03-06T02:17:58.2Z,3,REGULAR,substitution,in,[],1630534,,,1610612748,90,83,2026-03-06T02:18:01Z,4830000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612751.0,BKN,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT01M12.00S,2026-03-06T02:18:19.0Z,3,REGULAR,turnover,out-of-bounds,[],1642276,,,1610612748,90,83,2026-03-06T02:57:22Z,4840000,False,,,0,,K. Ware bad pass out-of-bounds TURNOVER (1 TO),[1642276],1610612748.0,MIA,bad pass,,,Ware,K. Ware,,,,,Mid-Range,8-16 Left,101284.0,1.0,,,,,,,,,,,,,,,,,,
493,PT00M55.30S,2026-03-06T02:18:42.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642879,12.434296977660972,49.50980392156863,1610612751,90,83,2026-03-06T02:18:45Z,4850000,False,2.0,64.0,1,left,MISS B. Saraf 6' floating Shot - blocked,"[1642879, 1642276]",1610612751.0,BKN,floating,,,Saraf,B. Saraf,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,6.44,,,,,,,,Ware,1642276.0,,
494,PT00M55.30S,2026-03-06T02:18:42.1Z,3,REGULAR,block,,[],1642276,,,1610612751,90,83,2026-03-06T02:18:44Z,4860000,False,,,0,,K. Ware BLOCK (6 BLK),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
495,PT00M52.20S,2026-03-06T02:18:45.2Z,3,REGULAR,rebound,defensive,[],1642857,,,1610612748,90,83,2026-03-06T02:18:45Z,4870000,False,,,0,,K. Jakučionis REBOUND (Off:1 Def:4),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,493.0,5.0,4.0,1.0,,,,
496,PT00M43.80S,2026-03-06T02:18:54.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631170,91.14651773981603,56.86274509803921,1610612748,92,83,2026-03-06T02:24:40Z,4880000,False,34.0,31.0,1,right,J. Jaquez Jr. driving floating bank Jump Shot (8 PTS),[1631170],1610612748.0,MIA,driving floating bank,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Made,8.0,4.6,,,,,,,,,,,
497,PT00M43.80S,2026-03-06T02:18:57.0Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630534,,,1610612748,92,83,2026-03-06T02:19:23Z,4890000,False,,,0,,O. Agbaji shooting personal FOUL (2 PF) (Jaquez Jr. 1 FT),"[1630534, 1631170]",1610612751.0,BKN,shooting,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,1628953.0,,2.0,0.0,Jaquez Jr.,1631170.0,,,,,,,,,,,,,,
499,PT00M43.80S,2026-03-06T02:19:13.4Z,3,REGULAR,substitution,out,[],1629639,,,1610612748,92,83,2026-03-06T02:19:18Z,4910000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT00M43.80S,2026-03-06T02:19:13.4Z,3,REGULAR,substitution,in,[],1630696,,,1610612748,92,83,2026-03-06T02:19:18Z,4920000,False,,,0,,SUB in: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT00M43.80S,2026-03-06T02:19:33.2Z,3,REGULAR,freethrow,1 of 1,[],1631170,,,1610612748,93,83,2026-03-06T02:19:33Z,4930000,False,,,0,,J. Jaquez Jr. Free Throw 1 of 1 (9 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
502,PT00M34.70S,2026-03-06T02:19:45.9Z,3,REGULAR,turnover,bad pass,[],1642874,,,1610612751,93,83,2026-03-06T02:19:49Z,4940000,False,,,0,,D. Wolf bad pass TURNOVER (3 TO),"[1642874, 1642276]",1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Above the Break 3,24+ Right Center,,3.0,,,,,,,,,,,,,,,,,Ware,1642276.0
503,PT00M34.70S,2026-03-06T02:19:45.9Z,3,REGULAR,steal,,[],1642276,,,1610612748,93,83,2026-03-06T02:19:47Z,4950000,False,,,0,,K. Ware STEAL (4 STL),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
505,PT00M27.60S,2026-03-06T02:20:04.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630549,,,1610612748,93,83,2026-03-06T02:20:20Z,4970000,False,,,0,,D. Sharpe shooting personal FOUL (4 PF) (Larsson 2 FT),"[1630549, 1641796]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,1627519.0,,4.0,0.0,Larsson,1641796.0,,,,,,,,,,,,,,
507,PT00M27.60S,2026-03-06T02:20:21.3Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641796,,,1610612748,94,83,2026-03-06T02:20:21Z,4990000,False,,,0,,P. Larsson Free Throw 1 of 2 (8 PTS),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,
