actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
91,PT04M57.00S,2026-03-10T23:57:17.4Z,1,REGULAR,substitution,in,[],1641774,,,1610612764,23,18,2026-03-10T23:57:44Z,910000,False,,,0,,SUB in: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M57.00S,2026-03-10T23:57:17.4Z,1,REGULAR,substitution,in,[],1630536,,,1610612764,23,18,2026-03-10T23:57:44Z,920000,False,,,0,,SUB in: S. Cooper,[1630536],1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M55.00S,2026-03-10T23:57:48.4Z,1,REGULAR,foul,personal,[],1630558,,,1610612764,23,18,2026-03-10T23:58:09Z,930000,False,,,0,,D. Mitchell personal FOUL (1 PF),"[1630558, 1642267]",1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2003.0,1.0,0.0,Carrington,1642267.0,,,
95,PT04M38.00S,2026-03-10T23:58:29.3Z,1,REGULAR,2pt,Jump Shot,[],1642267,82.7365308804205,70.34313725490196,1610612764,23,20,2026-03-11T00:09:29Z,950000,False,102.0,110.0,1,right,B. Carrington 14' step back Jump Shot (2 PTS),[1642267],1610612764.0,WAS,step back,,,Carrington,B. Carrington,,,,,Mid-Range,8-16 Right,14.97,Made,2.0,,,,,,,,,,,,,,,,,
96,PT04M25.00S,2026-03-10T23:58:42.5Z,1,REGULAR,3pt,Jump Shot,[],1628389,24.78646517739816,82.35294117647058,1610612748,26,20,2026-03-10T23:58:48Z,960000,False,-162.0,180.0,1,left,B. Adebayo 24' 3PT  (22 PTS) (K. Jakučionis 2 AST),"[1628389, 1642857]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,24.24,Made,22.0,,,,,,,K. Jakučionis,1642857.0,2.0,,,,,,,,
98,PT04M12.00S,2026-03-10T23:58:55.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642848,81.2910643889619,48.529411764705884,1610612764,26,22,2026-03-10T23:59:02Z,980000,False,-7.0,123.0,1,right,T. Johnson 12' pullup Jump Shot (7 PTS) (T. Vukcevic 1 AST),"[1642848, 1641774]",1610612764.0,WAS,pullup,,,Johnson,T. Johnson,,,,,In The Paint (Non-RA),8-16 Center,12.36,Made,7.0,,,,,,,T. Vukcevic,1641774.0,1.0,,,,,,,,
99,PT04M01.00S,2026-03-10T23:59:09.3Z,1,REGULAR,turnover,traveling,[],1642066,,,1610612748,26,22,2026-03-10T23:59:17Z,990000,False,,,0,,M. Gardner traveling TURNOVER (1 TO),[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,202049.0,,,,,1.0,,
100,PT04M01.00S,2026-03-10T23:59:18.4Z,1,REGULAR,substitution,out,[],1630558,,,1610612764,26,22,2026-03-10T23:59:34Z,1000000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M01.00S,2026-03-10T23:59:18.4Z,1,REGULAR,substitution,out,[],1641731,,,1610612764,26,22,2026-03-10T23:59:34Z,1010000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M01.00S,2026-03-10T23:59:18.4Z,1,REGULAR,substitution,out,[],1642848,,,1610612764,26,22,2026-03-10T23:59:34Z,1020000,False,,,0,,SUB out: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M01.00S,2026-03-10T23:59:18.4Z,1,REGULAR,substitution,in,[],1630696,,,1610612764,26,22,2026-03-10T23:59:34Z,1030000,False,,,0,,SUB in: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M01.00S,2026-03-10T23:59:18.4Z,1,REGULAR,substitution,in,[],1630551,,,1610612764,26,22,2026-03-10T23:59:34Z,1040000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M01.00S,2026-03-10T23:59:18.4Z,1,REGULAR,substitution,in,[],1630702,,,1610612764,26,22,2026-03-10T23:59:34Z,1050000,False,,,0,,SUB in: J. Hardy,[1630702],1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M47.00S,2026-03-10T23:59:44.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641774,67.88764783180025,31.862745098039213,1610612764,26,22,2026-03-10T23:59:50Z,1060000,False,-91.0,249.0,1,right,MISS T. Vukcevic 26' 3PT,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Left Center,26.54,Missed,,,,,,,,,,,,,,,,,,
107,PT03M43.00S,2026-03-10T23:59:48.0Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,26,22,2026-03-10T23:59:50Z,1070000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,106.0,,,2.0,2.0,0.0,,,,,,,,,,,
108,PT03M41.00S,2026-03-10T23:59:52.9Z,1,REGULAR,foul,personal,[],1641774,,,1610612748,26,22,2026-03-11T00:00:01Z,1080000,False,,,0,,T. Vukcevic personal FOUL (1 PF),"[1641774, 1628389]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,202049.0,1.0,0.0,Adebayo,1628389.0,,,
111,PT03M35.00S,2026-03-11T00:00:14.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,6.258212877792378,50.49019607843137,1610612748,28,22,2026-03-11T00:00:20Z,1100000,False,-2.0,6.0,1,left,B. Adebayo driving Layup (24 PTS) (J. Jaquez Jr. 3 AST),"[1628389, 1631170]",1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,0.68,Made,24.0,,,,,,,J. Jaquez Jr.,1631170.0,3.0,,,,,,,,
113,PT03M35.00S,2026-03-11T00:00:19.1Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641774,,,1610612748,28,22,2026-03-11T00:00:29Z,1120000,False,,,0,,T. Vukcevic shooting personal FOUL (2 PF) (Adebayo 1 FT),"[1641774, 1628389]",1610612764.0,WAS,shooting,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203592.0,2.0,0.0,Adebayo,1628389.0,,,
115,PT03M35.00S,2026-03-11T00:00:42.3Z,1,REGULAR,substitution,out,[],1642267,,,1610612748,28,22,2026-03-11T00:01:03Z,1140000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M35.00S,2026-03-11T00:00:42.3Z,1,REGULAR,substitution,in,[],1630264,,,1610612748,28,22,2026-03-11T00:01:03Z,1150000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M35.00S,2026-03-11T00:00:57.3Z,1,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,29,22,2026-03-11T00:00:57Z,1160000,False,,,0,,B. Adebayo Free Throw 1 of 1 (25 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
118,PT03M22.00S,2026-03-11T00:01:12.0Z,1,REGULAR,3pt,Jump Shot,[],1630551,69.99014454664915,19.852941176470587,1610612764,29,22,2026-03-11T00:01:18Z,1170000,False,-151.0,230.0,1,right,MISS J. Champagnie 27' 3PT - blocked,"[1630551, 1642857]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,27.46,Missed,,,Jakučionis,1642857.0,,,,,,,,,,,,,,
119,PT03M22.00S,2026-03-11T00:01:12.0Z,1,REGULAR,block,,[],1642857,,,1610612764,29,22,2026-03-11T00:01:15Z,1180000,False,,,0,,K. Jakučionis BLOCK (1 BLK),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
120,PT03M17.00S,2026-03-11T00:01:17.0Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,29,22,2026-03-11T00:39:51Z,1190000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,118.0,,,3.0,3.0,0.0,,,,,,,,,,,
121,PT03M14.00S,2026-03-11T00:01:20.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628389,28.991458607095925,24.019607843137255,1610612748,29,22,2026-03-11T00:21:30Z,1200000,False,130.0,220.0,1,left,MISS B. Adebayo 25' running pullup 3PT,[1628389],1610612748.0,MIA,running pullup,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,25.55,Missed,,,,,,,,,,,,,,,,,,
122,PT03M11.00S,2026-03-11T00:01:23.8Z,1,REGULAR,rebound,offensive,[],1642857,,,1610612748,29,22,2026-03-11T00:01:23Z,1210000,False,,,0,,K. Jakučionis REBOUND (Off:1 Def:1),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Right Center,,,,121.0,,,2.0,1.0,1.0,,,,,,,,,,,
123,PT03M01.00S,2026-03-11T00:01:33.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642066,31.750985545335087,53.431372549019606,1610612748,29,22,2026-03-11T00:01:39Z,1220000,False,-17.0,246.0,1,left,MISS M. Gardner 24' step back 3PT,[1642066],1610612748.0,MIA,step back,,,Gardner,M. Gardner,,,,,Above the Break 3,24+ Center,24.66,Missed,,,,,,,,,,,,,,,,,,
124,PT02M57.00S,2026-03-11T00:01:37.3Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,29,22,2026-03-11T00:01:39Z,1230000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,123.0,,,1.0,1.0,0.0,,,,,,,,,,,
125,PT02M52.00S,2026-03-11T00:01:45.2Z,1,REGULAR,turnover,out-of-bounds,[],1630536,,,1610612764,29,22,2026-03-11T00:01:55Z,1240000,False,,,0,,S. Cooper step out-of-bounds TURNOVER (1 TO),[1630536],1610612764.0,WAS,step,,,Cooper,S. Cooper,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,2003.0,,,,,1.0,,
126,PT02M40.00S,2026-03-11T00:02:06.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628389,7.966491458607096,50.73529411764706,1610612748,29,22,2026-03-11T00:24:06Z,1250000,False,-4.0,22.0,1,left,MISS B. Adebayo driving finger roll Layup,[1628389],1610612748.0,MIA,driving finger roll,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,2.27,Missed,,,,,,,,,,,,,,,,,,
127,PT02M39.00S,2026-03-11T00:02:07.9Z,1,REGULAR,rebound,defensive,[],1641774,,,1610612764,29,22,2026-03-11T00:44:01Z,1260000,False,,,0,,T. Vukcevic REBOUND (Off:0 Def:1),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,,,,126.0,,,1.0,1.0,0.0,,,,,,,,,,,
361,PT02M38.00S,2026-03-11T00:02:10.9Z,1,REGULAR,turnover,lost ball,[],1641774,,,1610612764,29,22,2026-03-11T00:44:10Z,1265000,False,,,0,,T. Vukcevic lost ball TURNOVER (1 TO),"[1641774, 1642066]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Gardner,1642066.0
362,PT02M38.00S,2026-03-11T00:02:10.9Z,1,REGULAR,steal,,[],1642066,,,1610612748,29,22,2026-03-11T00:43:26Z,1267500,False,,,0,,M. Gardner STEAL (1 STL),[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
128,PT02M31.00S,2026-03-11T00:02:15.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628389,7.046649145860711,64.95098039215686,1610612748,29,22,2026-03-11T00:43:26Z,1270000,False,-75.0,14.0,1,left,MISS B. Adebayo 7' fadeaway Shot,[1628389],1610612748.0,MIA,fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,7.6,Missed,,,,,,,,,,,,,,,,,,
129,PT02M28.00S,2026-03-11T00:02:17.7Z,1,REGULAR,rebound,offensive,[],1642066,,,1610612748,29,22,2026-03-11T00:02:17Z,1280000,False,,,0,,M. Gardner REBOUND (Off:1 Def:0),[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,In The Paint (Non-RA),0-8 Center,,,,128.0,,,1.0,0.0,1.0,,,,,,,,,,,
130,PT02M28.00S,2026-03-11T00:02:17.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fromturnover']",1642066,5.590000152587891,50.0,1610612748,31,22,2026-03-11T00:43:26Z,1290000,False,0.0,0.0,1,left,M. Gardner tip Layup (2 PTS),[1642066],1610612748.0,MIA,tip,,,Gardner,M. Gardner,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
131,PT02M19.00S,2026-03-11T00:02:27.2Z,1,REGULAR,turnover,bad pass,[],1630551,,,1610612764,31,22,2026-03-11T00:02:59Z,1300000,False,,,0,,J. Champagnie bad pass TURNOVER (1 TO),"[1630551, 1628389]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Adebayo,1628389.0
132,PT02M19.00S,2026-03-11T00:02:27.2Z,1,REGULAR,steal,,[],1628389,,,1610612748,31,22,2026-03-11T00:02:29Z,1310000,False,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
133,PT02M17.00S,2026-03-11T00:02:32.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630551,,,1610612748,31,22,2026-03-11T00:02:46Z,1320000,False,,,0,,J. Champagnie shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1630551, 1628389]",1610612764.0,WAS,shooting,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2003.0,1.0,0.0,Adebayo,1628389.0,,,
135,PT02M17.00S,2026-03-11T00:03:02.4Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628389,,,1610612748,32,22,2026-03-11T00:03:02Z,1340000,False,,,0,,B. Adebayo Free Throw 1 of 2 (26 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
136,PT02M17.00S,2026-03-11T00:03:04.0Z,1,REGULAR,substitution,out,[],1642066,,,1610612748,32,22,2026-03-11T00:03:12Z,1350000,False,,,0,,SUB out: M. Gardner,[1642066],1610612748.0,MIA,,,,Gardner,M. Gardner,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M17.00S,2026-03-11T00:03:04.0Z,1,REGULAR,substitution,out,[],1642857,,,1610612748,32,22,2026-03-11T00:03:12Z,1360000,False,,,0,,SUB out: K. Jakučionis,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M17.00S,2026-03-11T00:03:04.0Z,1,REGULAR,substitution,in,[],1631323,,,1610612748,32,22,2026-03-11T00:03:12Z,1370000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M17.00S,2026-03-11T00:03:04.0Z,1,REGULAR,substitution,in,[],1641796,,,1610612748,32,22,2026-03-11T00:03:12Z,1380000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M17.00S,2026-03-11T00:03:22.2Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628389,,,1610612748,33,22,2026-03-11T00:03:22Z,1390000,False,,,0,,B. Adebayo Free Throw 2 of 2 (27 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
141,PT02M08.00S,2026-03-11T00:03:32.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630536,86.15308804204993,61.274509803921575,1610612764,33,22,2026-03-11T00:12:58Z,1400000,False,56.0,78.0,1,right,MISS S. Cooper 9' pullup Shot,[1630536],1610612764.0,WAS,pullup,,,Cooper,S. Cooper,,,,,In The Paint (Non-RA),8-16 Right,9.6,Missed,,,,,,,,,,,,,,,,,,
142,PT02M04.00S,2026-03-11T00:03:36.2Z,1,REGULAR,rebound,defensive,[],1641796,,,1610612748,33,22,2026-03-11T00:03:41Z,1410000,False,,,0,,P. Larsson REBOUND (Off:0 Def:2),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),8-16 Right,,,,141.0,,,2.0,2.0,0.0,,,,,,,,,,,
143,PT02M01.00S,2026-03-11T00:03:39.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628389,29.6484888304862,20.833333333333336,1610612748,36,22,2026-03-11T00:03:55Z,1420000,False,146.0,226.0,1,left,B. Adebayo 26' 3PT running pullup (30 PTS),[1628389],1610612748.0,MIA,running pullup,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,26.91,Made,30.0,,,,,,,,,,,,,,,,,
144,PT01M38.00S,2026-03-11T00:04:02.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630536,93.64323258869908,47.549019607843135,1610612764,36,24,2026-03-11T00:04:08Z,1430000,False,-12.0,7.0,1,right,S. Cooper driving finger roll Layup (2 PTS),[1630536],1610612764.0,WAS,driving finger roll,,,Cooper,S. Cooper,,,,,Restricted Area,0-8 Center,1.43,Made,2.0,,,,,,,,,,,,,,,,,
145,PT01M29.00S,2026-03-11T00:04:11.4Z,1,REGULAR,3pt,Jump Shot,[],1628389,32.53942181340342,47.05882352941176,1610612748,36,24,2026-03-11T00:24:30Z,1440000,False,15.0,253.0,1,left,MISS B. Adebayo 25' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,25.38,Missed,,,,,,,,,,,,,,,,,,
146,PT01M25.00S,2026-03-11T00:04:15.4Z,1,REGULAR,rebound,defensive,[],1641774,,,1610612764,36,24,2026-03-11T00:04:20Z,1450000,False,,,0,,T. Vukcevic REBOUND (Off:0 Def:2),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Center,,,,145.0,,,2.0,2.0,0.0,,,,,,,,,,,
147,PT01M22.00S,2026-03-11T00:04:18.4Z,1,REGULAR,turnover,bad pass,[],1641774,,,1610612764,36,24,2026-03-11T00:04:24Z,1460000,False,,,0,,T. Vukcevic bad pass TURNOVER (2 TO),"[1641774, 1630696]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,2.0,Smith,1630696.0
148,PT01M22.00S,2026-03-11T00:04:18.4Z,1,REGULAR,steal,,[],1630696,,,1610612748,36,24,2026-03-11T00:04:21Z,1470000,False,,,0,,D. Smith STEAL (1 STL),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
149,PT01M13.00S,2026-03-11T00:04:28.0Z,1,REGULAR,turnover,bad pass,[],1628389,,,1610612748,36,24,2026-03-11T00:04:32Z,1480000,False,,,0,,B. Adebayo bad pass TURNOVER (1 TO),"[1628389, 1630551]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,1.0,Champagnie,1630551.0
150,PT01M13.00S,2026-03-11T00:04:28.0Z,1,REGULAR,steal,,[],1630551,,,1610612764,36,24,2026-03-11T00:04:29Z,1490000,False,,,0,,J. Champagnie STEAL (1 STL),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
151,PT01M11.00S,2026-03-11T00:04:31.5Z,1,REGULAR,turnover,out-of-bounds,[],1630702,,,1610612764,36,24,2026-03-11T00:04:36Z,1500000,False,,,0,,J. Hardy bad pass out-of-bounds TURNOVER (1 TO),[1630702],1610612764.0,WAS,bad pass,,,Hardy,J. Hardy,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,2003.0,,,,,1.0,,
152,PT01M03.00S,2026-03-11T00:04:51.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630702,,,1610612748,36,24,2026-03-11T00:05:27Z,1510000,False,,,0,,J. Hardy personal FOUL (1 PF) (Larsson 2 FT),"[1630702, 1641796]",1610612764.0,WAS,,,,Hardy,J. Hardy,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,203592.0,1.0,0.0,Larsson,1641796.0,,,
155,PT01M03.00S,2026-03-11T00:07:19.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1641796,,,1610612748,36,24,2026-03-11T00:07:19Z,1540000,False,,,0,,MISS P. Larsson Free Throw 1 of 2,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
156,PT01M03.00S,2026-03-11T00:07:19.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,36,24,2026-03-11T00:07:19Z,1550000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,155.0,,,,,,,,,,,,,,,,
158,PT01M03.00S,2026-03-11T00:07:49.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1641796,,,1610612748,37,24,2026-03-11T00:07:49Z,1570000,False,,,0,,P. Larsson Free Throw 2 of 2 (3 PTS),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
159,PT00M46.10S,2026-03-11T00:08:05.5Z,1,REGULAR,3pt,Jump Shot,[],1641774,73.53810775295663,12.990196078431374,1610612764,37,27,2026-03-11T00:08:17Z,1580000,False,-185.0,196.0,1,right,T. Vukcevic 26' 3PT  (3 PTS) (A. Gill 1 AST),"[1641774, 1630264]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Left Center,26.97,Made,3.0,,,,,,,A. Gill,1630264.0,1.0,,,,,,,,
161,PT00M41.60S,2026-03-11T00:08:16.0Z,1,REGULAR,foul,offensive,[],1628389,,,1610612748,37,27,2026-03-11T00:08:40Z,1600000,False,,,0,,B. Adebayo offensive FOUL (1 PF),"[1628389, 1641774]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2003.0,1.0,0.0,Vukcevic,1641774.0,,,
163,PT00M41.60S,2026-03-11T00:08:16.0Z,1,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,37,27,2026-03-11T00:08:16Z,1620000,False,,,0,,B. Adebayo offensive foul TURNOVER (2 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2003.0,,,,,2.0,,
164,PT00M34.60S,2026-03-11T00:08:39.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630536,93.51182654402102,44.85294117647059,1610612764,37,27,2026-03-11T00:08:43Z,1630000,False,-26.0,8.0,1,right,MISS S. Cooper driving Layup - blocked,"[1630536, 1628389]",1610612764.0,WAS,driving,,,Cooper,S. Cooper,,,,,Restricted Area,0-8 Center,2.71,Missed,,,Adebayo,1628389.0,,,,,,,,,,,,,,
165,PT00M34.60S,2026-03-11T00:08:39.0Z,1,REGULAR,block,,[],1628389,,,1610612764,37,27,2026-03-11T00:08:41Z,1640000,False,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
166,PT00M31.10S,2026-03-11T00:08:42.5Z,1,REGULAR,rebound,defensive,[],1631170,,,1610612748,37,27,2026-03-11T00:08:43Z,1650000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:1),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,164.0,,,1.0,1.0,0.0,,,,,,,,,,,
167,PT00M30.50S,2026-03-11T00:08:44.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641796,6.258212877792378,51.71568627450981,1610612748,39,27,2026-03-11T00:08:51Z,1660000,False,-9.0,6.0,1,left,P. Larsson running finger roll Layup (5 PTS) (J. Jaquez Jr. 4 AST),"[1641796, 1631170]",1610612748.0,MIA,running finger roll,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,1.07,Made,5.0,,,,,,,J. Jaquez Jr.,1631170.0,4.0,,,,,,,,
169,PT00M14.70S,2026-03-11T00:09:01.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630702,79.71419185282524,45.34313725490196,1610612764,39,29,2026-03-11T00:09:08Z,1680000,False,-23.0,138.0,1,right,J. Hardy 14' fadeaway Jump Shot (2 PTS),[1630702],1610612764.0,WAS,fadeaway,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),8-16 Center,14.02,Made,2.0,,,,,,,,,,,,,,,,,
