actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,playerName,playerNameI,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
517,PT00M15.50S,2023-11-04T04:06:03.5Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629029,,,1610612742,99,87,2023-11-04T04:06:03Z,5060000,False,,,0,,L. Doncic Free Throw 2 of 2 (22 PTS),[1629029],1610612742.0,DAL,,,,,,,,,,Doncic,L. Doncic,,,,Made,22.0,,,,,,,,,,,,,,
518,PT00M01.00S,2023-11-04T04:06:20.6Z,3,REGULAR,3pt,Jump Shot,[],1629008,26.363337713534822,79.65686274509804,1610612743,102,87,2023-11-04T04:06:28Z,5070000,False,-148.0,195.0,1,left,M. Porter Jr. 24' 3PT step back (22 PTS) (J. Murray 10 AST),"[1629008, 1627750]",1610612743.0,DEN,step back,,,,,,Above the Break 3,24+ Left Center,,Porter Jr.,M. Porter Jr.,,,24.52,Made,22.0,J. Murray,1627750.0,10.0,,,,,,,,,,,
520,PT00M00.00S,2023-11-04T04:06:37.7Z,3,REGULAR,period,end,[],0,,,1610612742,102,87,2023-11-04T04:06:37Z,5090000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2023-11-04T04:09:30.8Z,4,REGULAR,substitution,out,['startperiod'],1629008,,,1610612742,102,87,2023-11-04T04:09:53Z,5100000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,,,,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2023-11-04T04:09:30.8Z,4,REGULAR,substitution,out,['startperiod'],203939,,,1610612742,102,87,2023-11-04T04:09:53Z,5110000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,,,,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2023-11-04T04:09:30.8Z,4,REGULAR,substitution,out,['startperiod'],1627884,,,1610612742,102,87,2023-11-04T04:09:53Z,5120000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,,,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,
524,PT12M00.00S,2023-11-04T04:09:30.8Z,4,REGULAR,substitution,in,['startperiod'],1631212,,,1610612742,102,87,2023-11-04T04:09:53Z,5130000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2023-11-04T04:09:30.8Z,4,REGULAR,substitution,in,['startperiod'],1630702,,,1610612742,102,87,2023-11-04T04:09:53Z,5140000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,,,,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2023-11-04T04:09:30.8Z,4,REGULAR,substitution,in,['startperiod'],1629684,,,1610612742,102,87,2023-11-04T04:09:53Z,5150000,False,,,0,,SUB in: G. Williams,[1629684],1610612742.0,DAL,,,,,,,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2023-11-04T04:10:03.9Z,4,REGULAR,period,start,[],0,,,1610612743,102,87,2023-11-04T04:10:03Z,5160000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT11M45.00S,2023-11-04T04:10:18.0Z,4,REGULAR,turnover,bad pass,[],202704,,,1610612743,102,87,2023-11-04T04:10:30Z,5170000,False,,,0,,R. Jackson bad pass TURNOVER (3 TO),"[202704, 202681]",1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,3.0,Jackson,R. Jackson,Irving,202681.0,,,,,,,,,,,,,,,,,
529,PT11M45.00S,2023-11-04T04:10:18.0Z,4,REGULAR,steal,,[],202681,,,1610612742,102,87,2023-11-04T04:14:44Z,5180000,False,,,0,,K. Irving STEAL (3 STL),[202681],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),8-16 Center,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
530,PT11M41.00S,2023-11-04T04:10:22.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending', 'fastbreak']",202681,92.32917214191852,53.431372549019606,1610612742,102,89,2023-11-04T04:10:39Z,5190000,False,17.0,20.0,1,right,K. Irving running finger roll Layup (16 PTS),[202681],1610612742.0,DAL,running finger roll,,,,,,Restricted Area,0-8 Center,,Irving,K. Irving,,,2.61,Made,16.0,,,,,,,,,,,,,,
531,PT11M41.00S,2023-11-04T04:10:24.7Z,4,REGULAR,violation,defensive goaltending,[],1631212,,,1610612742,102,89,2023-11-04T04:10:32Z,5200000,False,,,0,,P. Watson defensive goaltending VIOLATION,[1631212],1610612743.0,DEN,,,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,2530.0,,,,,,
532,PT11M31.00S,2023-11-04T04:10:49.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,5.995400788436268,39.705882352941174,1610612743,102,89,2023-11-04T04:10:59Z,5210000,False,51.0,4.0,1,left,MISS P. Watson cutting Layup - blocked,"[1631212, 1629029]",1610612743.0,DEN,cutting,,,,,,In The Paint (Non-RA),0-8 Center,,Watson,P. Watson,,,5.16,Missed,,,,,,,,,,,,,,Doncic,1629029.0
533,PT11M31.00S,2023-11-04T04:10:49.9Z,4,REGULAR,block,,[],1629029,,,1610612743,102,89,2023-11-04T04:16:49Z,5220000,False,,,0,,L. Doncic BLOCK (1 BLK),[1629029],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),0-8 Center,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,
534,PT11M31.00S,2023-11-04T04:10:49.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,102,89,2023-11-04T04:10:59Z,5230000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,532.0,,,,,,,,,,
535,PT11M19.00S,2023-11-04T04:11:17.8Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1627750,26.10052562417871,46.81372549019608,1610612743,102,89,2023-11-04T04:11:22Z,5240000,False,16.0,193.0,1,left,MISS J. Murray 19' pullup Shot,[1627750],1610612743.0,DEN,pullup,,,,,,Mid-Range,16-24 Center,,Murray,J. Murray,,,19.35,Missed,,,,,,,,,,,,,,,
536,PT11M16.00S,2023-11-04T04:11:20.8Z,4,REGULAR,rebound,offensive,[],1631128,,,1610612743,102,89,2023-11-04T04:11:22Z,5250000,False,,,0,,C. Braun REBOUND (Off:1 Def:3),[1631128],1610612743.0,DEN,,,,,,,Mid-Range,16-24 Center,,Braun,C. Braun,,,,,,,,,535.0,4.0,3.0,1.0,,,,,,,
537,PT11M03.00S,2023-11-04T04:11:35.1Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],202704,27.54599211563732,64.95098039215686,1610612743,102,89,2023-11-04T04:11:59Z,5260000,False,-75.0,206.0,1,left,MISS R. Jackson 21' pullup Shot,[202704],1610612743.0,DEN,pullup,,,,,,Mid-Range,16-24 Left Center,,Jackson,R. Jackson,,,21.95,Missed,,,,,,,,,,,,,,,
538,PT11M03.00S,2023-11-04T04:11:35.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,102,89,2023-11-04T04:11:59Z,5270000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,537.0,,,,,,,,,,
539,PT11M03.00S,2023-11-04T04:11:37.8Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612743,102,89,2023-11-04T04:11:48Z,5280000,False,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1198.0,,,,,,
540,PT10M42.00S,2023-11-04T04:12:17.4Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629029,79.31997371879106,48.529411764705884,1610612742,102,91,2023-11-04T04:12:22Z,5290000,False,-7.0,142.0,1,right,L. Doncic 14' driving floating Jump Shot (24 PTS),[1629029],1610612742.0,DAL,driving floating,,,,,,Mid-Range,8-16 Center,,Doncic,L. Doncic,,,14.21,Made,24.0,,,,,,,,,,,,,,
541,PT10M42.00S,2023-11-04T04:12:20.2Z,4,REGULAR,foul,personal,['1freethrow'],1631212,,,1610612742,102,91,2023-11-04T04:12:27Z,5300000,False,,,0,,P. Watson shooting personal FOUL (2 PF) (Doncic 1 FT),"[1631212, 1629029]",1610612743.0,DEN,shooting,,,,,,Mid-Range,8-16 Center,,Watson,P. Watson,,,,,,,,,,,,,2530.0,2.0,0.0,Doncic,1629029.0,,
543,PT10M42.00S,2023-11-04T04:12:41.7Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1629029,,,1610612742,102,92,2023-11-04T04:12:41Z,5320000,False,,,0,,L. Doncic Free Throw 1 of 1 (25 PTS),[1629029],1610612742.0,DAL,,,,,,,,,,Doncic,L. Doncic,,,,Made,25.0,,,,,,,,,,,,,,
544,PT10M24.00S,2023-11-04T04:13:03.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202704,6.521024967148489,44.11764705882353,1610612743,104,92,2023-11-04T04:13:11Z,5330000,False,29.0,9.0,1,left,R. Jackson driving reverse Layup (8 PTS) (J. Murray 11 AST),"[202704, 1627750]",1610612743.0,DEN,driving reverse,,,,,,Restricted Area,0-8 Center,,Jackson,R. Jackson,,,3.07,Made,8.0,J. Murray,1627750.0,11.0,,,,,,,,,,,
546,PT10M17.00S,2023-11-04T04:13:10.0Z,4,REGULAR,3pt,Jump Shot,[],1630702,93.38042049934296,2.941176470588235,1610612742,104,95,2023-11-04T04:13:16Z,5350000,False,-235.0,10.0,1,right,J. Hardy 3PT  (6 PTS) (G. Williams 2 AST),"[1630702, 1629684]",1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,,Hardy,J. Hardy,,,23.55,Made,6.0,G. Williams,1629684.0,2.0,,,,,,,,,,,
548,PT10M16.00S,2023-11-04T04:13:16.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,104,95,2023-11-04T04:13:16Z,5370000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT10M16.00S,2023-11-04T04:15:54.1Z,4,REGULAR,substitution,out,[],1631212,,,1610612743,104,95,2023-11-04T04:16:12Z,5380000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,
550,PT10M16.00S,2023-11-04T04:15:54.1Z,4,REGULAR,substitution,in,[],203932,,,1610612743,104,95,2023-11-04T04:16:12Z,5390000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,,,,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,
551,PT10M02.00S,2023-11-04T04:16:58.2Z,4,REGULAR,foul,personal,[],1630702,,,1610612743,104,95,2023-11-04T04:17:02Z,5400000,False,,,0,,J. Hardy personal FOUL (1 PF),"[1630702, 1630192]",1610612742.0,DAL,,,,,,,In The Paint (Non-RA),8-16 Center,,Hardy,J. Hardy,,,,,,,,,,,,,204058.0,1.0,0.0,Nnaji,1630192.0,,
553,PT09M55.00S,2023-11-04T04:17:25.7Z,4,REGULAR,3pt,Jump Shot,[],1627750,29.77989487516426,71.81372549019608,1610612743,104,95,2023-11-04T04:17:33Z,5420000,False,-109.0,227.0,1,left,MISS J. Murray 25' step back 3PT,[1627750],1610612743.0,DEN,step back,,,,,,Above the Break 3,24+ Left Center,,Murray,J. Murray,,,25.22,Missed,,,,,,,,,,,,,,,
554,PT09M54.00S,2023-11-04T04:17:26.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,104,95,2023-11-04T04:17:33Z,5430000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,553.0,,,,,,,,,,
555,PT09M54.00S,2023-11-04T04:17:29.6Z,4,REGULAR,foul,personal,[],1630182,,,1610612743,104,95,2023-11-04T05:47:28Z,5440000,False,,,0,,J. Green loose ball personal FOUL (1 PF),"[1630182, 203932]",1610612742.0,DAL,loose ball,,,,,,Restricted Area,0-8 Center,,Green,J. Green,,,,,,,,,,,,,1198.0,1.0,0.0,Gordon,203932.0,,
557,PT09M41.00S,2023-11-04T04:18:02.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202704,9.149145860709593,57.35294117647059,1610612743,104,95,2023-11-04T04:18:08Z,5460000,False,-37.0,34.0,1,left,MISS R. Jackson driving floating Shot,[202704],1610612743.0,DEN,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,Jackson,R. Jackson,,,4.98,Missed,,,,,,,,,,,,,,,
558,PT09M39.00S,2023-11-04T04:18:04.0Z,4,REGULAR,rebound,offensive,[],1631128,,,1610612743,104,95,2023-11-04T04:18:04Z,5470000,False,,,0,,C. Braun REBOUND (Off:2 Def:3),[1631128],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,Braun,C. Braun,,,,,,,,,557.0,5.0,3.0,2.0,,,,,,,
559,PT09M39.00S,2023-11-04T04:18:04.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631128,8.360709592641262,48.529411764705884,1610612743,106,95,2023-11-04T04:18:11Z,5480000,False,7.0,26.0,1,left,C. Braun putback Layup (6 PTS),[1631128],1610612743.0,DEN,putback,,,,,,Restricted Area,0-8 Center,,Braun,C. Braun,,,2.71,Made,6.0,,,,,,,,,,,,,,
560,PT09M21.00S,2023-11-04T04:18:22.8Z,4,REGULAR,turnover,lost ball,[],1629029,,,1610612742,106,95,2023-11-04T04:18:28Z,5490000,False,,,0,,L. Doncic lost ball TURNOVER (8 TO),"[1629029, 202704]",1610612742.0,DAL,,,,,,,In The Paint (Non-RA),8-16 Center,8.0,Doncic,L. Doncic,Jackson,202704.0,,,,,,,,,,,,,,,,,
561,PT09M21.00S,2023-11-04T04:18:22.8Z,4,REGULAR,steal,,[],202704,,,1610612743,106,95,2023-11-04T04:18:25Z,5500000,False,,,0,,R. Jackson STEAL (3 STL),[202704],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,
562,PT09M14.00S,2023-11-04T04:18:30.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202704,24.917871222076215,14.705882352941178,1610612743,106,95,2023-11-04T04:18:34Z,5510000,False,176.0,182.0,1,left,MISS R. Jackson 25' 3PT - blocked,"[202704, 1629684]",1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,Jackson,R. Jackson,,,25.33,Missed,,,,,,,,,,,,,,Williams,1629684.0
613,PT09M14.00S,2023-11-04T04:18:30.2Z,4,REGULAR,block,,[],1629684,,,1610612743,106,95,2023-11-04T04:27:54Z,5515000,False,,,0,,G. Williams BLOCK (2 BLK),[1629684],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,
563,PT09M10.00S,2023-11-04T04:18:34.2Z,4,REGULAR,rebound,defensive,[],202681,,,1610612742,106,95,2023-11-04T04:18:34Z,5520000,False,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,Irving,K. Irving,,,,,,,,,562.0,1.0,1.0,0.0,,,,,,,
564,PT09M05.00S,2023-11-04T04:18:38.6Z,4,REGULAR,turnover,bad pass,[],202681,,,1610612742,106,95,2023-11-04T04:18:42Z,5530000,False,,,0,,K. Irving bad pass TURNOVER (3 TO),"[202681, 202704]",1610612742.0,DAL,,,,,,,In The Paint (Non-RA),8-16 Center,3.0,Irving,K. Irving,Jackson,202704.0,,,,,,,,,,,,,,,,,
565,PT09M05.00S,2023-11-04T04:18:38.6Z,4,REGULAR,steal,,[],202704,,,1610612743,106,95,2023-11-04T04:18:39Z,5540000,False,,,0,,R. Jackson STEAL (4 STL),[202704],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,
566,PT09M02.00S,2023-11-04T04:18:43.0Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631128,13.87976346911958,50.98039215686274,1610612743,108,95,2023-11-04T04:19:44Z,5550000,False,-5.0,78.0,1,left,C. Braun 7' running pullup Jump Shot (8 PTS),[1631128],1610612743.0,DEN,running pullup,,,,,,In The Paint (Non-RA),0-8 Center,,Braun,C. Braun,,,7.82,Made,8.0,,,,,,,,,,,,,,
567,PT09M02.00S,2023-11-04T04:18:51.8Z,4,REGULAR,foul,personal,['1freethrow'],1630702,,,1610612743,108,95,2023-11-04T04:19:01Z,5560000,False,,,0,,J. Hardy shooting personal FOUL (2 PF) (Braun 1 FT),"[1630702, 1631128]",1610612742.0,DAL,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,Hardy,J. Hardy,,,,,,,,,,,,,204058.0,2.0,0.0,Braun,1631128.0,,
569,PT09M02.00S,2023-11-04T04:19:09.8Z,4,REGULAR,substitution,out,[],202704,,,1610612743,108,95,2023-11-04T04:19:44Z,5580000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,,,,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,
570,PT09M02.00S,2023-11-04T04:19:09.8Z,4,REGULAR,substitution,out,[],1630192,,,1610612743,108,95,2023-11-04T04:19:44Z,5590000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,,,,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,
571,PT09M02.00S,2023-11-04T04:19:09.8Z,4,REGULAR,substitution,in,[],1629008,,,1610612743,108,95,2023-11-04T04:19:44Z,5600000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,,,,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,
572,PT09M02.00S,2023-11-04T04:19:09.8Z,4,REGULAR,substitution,in,[],203484,,,1610612743,108,95,2023-11-04T04:19:44Z,5610000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,,,,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,
573,PT09M02.00S,2023-11-04T04:19:35.2Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1631128,,,1610612743,109,95,2023-11-04T04:19:35Z,5620000,False,,,0,,C. Braun Free Throw 1 of 1 (9 PTS),[1631128],1610612743.0,DEN,,,,,,,,,,Braun,C. Braun,,,,Made,9.0,,,,,,,,,,,,,,
574,PT08M44.00S,2023-11-04T04:19:53.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202681,93.51182654402102,44.6078431372549,1610612742,109,97,2023-11-04T04:19:57Z,5630000,False,-27.0,8.0,1,right,K. Irving cutting finger roll Layup (18 PTS) (J. Hardy 2 AST),"[202681, 1630702]",1610612742.0,DAL,cutting finger roll,,,,,,Restricted Area,0-8 Center,,Irving,K. Irving,,,2.83,Made,18.0,J. Hardy,1630702.0,2.0,,,,,,,,,,,
576,PT08M20.00S,2023-11-04T04:20:17.0Z,4,REGULAR,2pt,Jump Shot,[],1627750,4.418528252299605,77.45098039215686,1610612743,109,97,2023-11-04T04:20:22Z,5650000,False,-137.0,-11.0,1,left,MISS J. Murray 13' driving floating Shot,[1627750],1610612743.0,DEN,driving floating,,,,,,Mid-Range,8-16 Left,,Murray,J. Murray,,,13.77,Missed,,,,,,,,,,,,,,,
577,PT08M18.00S,2023-11-04T04:20:19.0Z,4,REGULAR,rebound,defensive,[],1630702,,,1610612742,109,97,2023-11-04T04:20:22Z,5660000,False,,,0,,J. Hardy REBOUND (Off:0 Def:2),[1630702],1610612742.0,DAL,,,,,,,Mid-Range,8-16 Left,,Hardy,J. Hardy,,,,,,,,,576.0,2.0,2.0,0.0,,,,,,,
578,PT08M12.00S,2023-11-04T04:20:28.4Z,4,REGULAR,foul,personal,[],1631128,,,1610612742,109,97,2023-11-04T04:20:43Z,5670000,False,,,0,,C. Braun personal FOUL (3 PF),"[1631128, 1630182]",1610612743.0,DEN,,,,,,,Mid-Range,8-16 Right,,Braun,C. Braun,,,,,,,,,,,,,204058.0,3.0,0.0,Green,1630182.0,,
580,PT08M12.00S,2023-11-04T04:20:34.1Z,4,REGULAR,substitution,out,[],1631128,,,1610612742,109,97,2023-11-04T04:20:50Z,5690000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,,,,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,
581,PT08M12.00S,2023-11-04T04:20:34.1Z,4,REGULAR,substitution,out,[],1630182,,,1610612742,109,97,2023-11-04T04:20:50Z,5700000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
582,PT08M12.00S,2023-11-04T04:20:34.1Z,4,REGULAR,substitution,out,[],202681,,,1610612742,109,97,2023-11-04T04:20:50Z,5710000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,,,,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
583,PT08M12.00S,2023-11-04T04:20:34.1Z,4,REGULAR,substitution,in,[],203999,,,1610612742,109,97,2023-11-04T04:20:50Z,5720000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,,,,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,
584,PT08M12.00S,2023-11-04T04:20:34.1Z,4,REGULAR,substitution,in,[],203501,,,1610612742,109,97,2023-11-04T04:20:50Z,5730000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,
585,PT08M12.00S,2023-11-04T04:20:34.1Z,4,REGULAR,substitution,in,[],1641726,,,1610612742,109,97,2023-11-04T04:20:50Z,5740000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,,,,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,
586,PT07M59.00S,2023-11-04T04:21:13.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,82.34231274638634,37.00980392156863,1610612742,109,97,2023-11-04T04:21:20Z,5750000,False,-65.0,113.0,1,right,MISS L. Doncic 13' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,Doncic,L. Doncic,,,13.08,Missed,,,,,,,,,,,,,,,
587,PT07M56.00S,2023-11-04T04:21:16.9Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,109,97,2023-11-04T04:21:20Z,5760000,False,,,0,,N. Jokic REBOUND (Off:7 Def:7),[203999],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,Jokic,N. Jokic,,,,,,,,,586.0,14.0,7.0,7.0,,,,,,,
588,PT07M37.00S,2023-11-04T04:21:37.0Z,4,REGULAR,2pt,Jump Shot,[],203484,6.915243101182654,23.774509803921568,1610612743,109,97,2023-11-04T04:23:23Z,5770000,False,131.0,13.0,1,left,MISS K. Caldwell-Pope 13' fadeaway Shot,[203484],1610612743.0,DEN,fadeaway,,,,,,Mid-Range,8-16 Right,,Caldwell-Pope,K. Caldwell-Pope,,,13.17,Missed,,,,,,,,,,,,,,,
589,PT07M34.00S,2023-11-04T04:21:40.0Z,4,REGULAR,rebound,defensive,[],203501,,,1610612742,109,97,2023-11-04T04:21:42Z,5780000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:3),[203501],1610612742.0,DAL,,,,,,,Mid-Range,8-16 Right,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,588.0,3.0,3.0,0.0,,,,,,,
590,PT07M24.00S,2023-11-04T04:21:50.0Z,4,REGULAR,3pt,Jump Shot,[],1630702,68.80749014454665,71.07843137254902,1610612742,109,97,2023-11-04T04:21:55Z,5790000,False,105.0,241.0,1,right,MISS J. Hardy 26' step back 3PT,[1630702],1610612742.0,DAL,step back,,,,,,Above the Break 3,24+ Right Center,,Hardy,J. Hardy,,,26.28,Missed,,,,,,,,,,,,,,,
591,PT07M21.00S,2023-11-04T04:21:53.0Z,4,REGULAR,rebound,defensive,[],203484,,,1610612743,109,97,2023-11-04T04:21:55Z,5800000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:4),[203484],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,590.0,4.0,4.0,0.0,,,,,,,
592,PT07M06.00S,2023-11-04T04:22:07.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203932,6.915243101182654,44.85294117647059,1610612743,109,97,2023-11-04T04:23:56Z,5810000,False,26.0,13.0,1,left,MISS A. Gordon driving Layup,[203932],1610612743.0,DEN,driving,,,,,,Restricted Area,0-8 Center,,Gordon,A. Gordon,,,2.86,Missed,,,,,,,,,,,,,,,
593,PT07M04.00S,2023-11-04T04:22:09.5Z,4,REGULAR,rebound,offensive,[],203932,,,1610612743,109,97,2023-11-04T04:22:12Z,5820000,False,,,0,,A. Gordon REBOUND (Off:2 Def:4),[203932],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,Gordon,A. Gordon,,,,,,,,,592.0,6.0,4.0,2.0,,,,,,,
594,PT07M04.00S,2023-11-04T04:22:09.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,5.590000152587891,50.0,1610612743,111,97,2023-11-04T04:22:09Z,5830000,False,0.0,0.0,1,left,A. Gordon tip Layup (14 PTS),[203932],1610612743.0,DEN,tip,,,,,,Mid-Range,8-16 Left,,Gordon,A. Gordon,,,0.0,Made,14.0,,,,,,,,,,,,,,
595,PT07M01.00S,2023-11-04T04:22:15.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,111,97,2023-11-04T04:22:15Z,5840000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT07M01.00S,2023-11-04T04:25:06.6Z,4,REGULAR,substitution,out,[],1630702,,,1610612742,111,97,2023-11-04T04:25:31Z,5850000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,,,,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,
598,PT07M01.00S,2023-11-04T04:25:06.6Z,4,REGULAR,substitution,in,[],202681,,,1610612742,111,97,2023-11-04T04:25:31Z,5870000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,,,,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
