actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
437,PT03M05.00S,2024-03-31T21:12:56.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203999,5.590000152587891,50.0,1610612743,92,69,2024-03-31T21:13:01Z,4300000,False,0.0,0.0,1,left,N. Jokic tip Layup (22 PTS),[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,0.0,Made,22.0,,,,,,,,,,,,,,,,,
438,PT02M59.00S,2024-03-31T21:13:02.5Z,3,REGULAR,turnover,bad pass,[],1627747,,,1610612739,92,69,2024-03-31T21:13:08Z,4310000,False,,,0,,C. LeVert bad pass TURNOVER (1 TO),"[1627747, 1631212]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Watson,1631212.0,,
439,PT02M59.00S,2024-03-31T21:13:02.5Z,3,REGULAR,steal,,[],1631212,,,1610612743,92,69,2024-03-31T21:13:04Z,4320000,False,,,0,,P. Watson STEAL (1 STL),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
440,PT02M48.00S,2024-03-31T21:13:14.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203999,9.017739816031538,47.549019607843135,1610612743,94,69,2024-03-31T21:13:21Z,4330000,False,12.0,32.0,1,left,N. Jokic Layup (24 PTS) (P. Watson 1 AST),"[203999, 1631212]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.46,Made,24.0,,,,,,,P. Watson,1631212.0,1.0,,,,,,,,
443,PT02M24.00S,2024-03-31T21:14:12.1Z,3,REGULAR,3pt,Jump Shot,[],1628378,74.45795006570303,13.23529411764706,1610612739,94,72,2024-03-31T21:14:46Z,4360000,False,-184.0,188.0,1,right,D. Mitchell 26' 3PT pullup (11 PTS) (T. Thompson 1 AST),"[1628378, 202684]",1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,26.26,Made,11.0,,,,,,,T. Thompson,202684.0,1.0,,,,,,,,
445,PT01M57.00S,2024-03-31T21:14:38.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,6.915243101182654,51.71568627450981,1610612743,96,72,2024-03-31T21:14:48Z,4380000,False,-9.0,13.0,1,left,P. Watson Layup (3 PTS) (N. Jokic 11 AST),"[1631212, 203999]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,1.52,Made,3.0,,,,,,,N. Jokic,203999.0,11.0,,,,,,,,
448,PT01M45.00S,2024-03-31T21:14:51.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,92.72339027595268,39.21568627450981,1610612739,96,72,2024-03-31T21:14:57Z,4400000,False,-54.0,16.0,1,right,MISS D. Mitchell driving Layup - blocked,"[1628378, 1631128]",1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,5.62,Missed,,,,,,,,,,,,,,,,,Braun,1631128.0
449,PT01M45.00S,2024-03-31T21:14:51.3Z,3,REGULAR,block,,[],1631128,,,1610612739,96,72,2024-03-31T21:14:53Z,4410000,False,,,0,,C. Braun BLOCK (1 BLK),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
450,PT01M45.00S,2024-03-31T21:14:51.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612743,96,72,2024-03-31T21:14:57Z,4420000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,448.0,,,,,,,,,,,
452,PT01M45.00S,2024-03-31T21:14:56.9Z,3,REGULAR,substitution,out,[],1629008,,,1610612743,96,72,2024-03-31T21:15:04Z,4440000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT01M45.00S,2024-03-31T21:14:56.9Z,3,REGULAR,substitution,in,[],203200,,,1610612743,96,72,2024-03-31T21:15:04Z,4450000,False,,,0,,SUB in: J. Holiday,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT01M35.00S,2024-03-31T21:15:32.0Z,3,REGULAR,3pt,Jump Shot,[],203200,3.1044678055190538,97.05882352941177,1610612743,99,72,2024-03-31T21:15:39Z,4460000,False,-235.0,-23.0,1,left,J. Holiday 3PT  (7 PTS) (N. Jokic 12 AST),"[203200, 203999]",1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,23.65,Made,7.0,,,,,,,N. Jokic,203999.0,12.0,,,,,,,,
456,PT01M14.00S,2024-03-31T21:15:53.4Z,3,REGULAR,3pt,Jump Shot,[],1630241,89.7503285151117,4.434742647058823,1610612739,99,75,2024-03-31T21:16:04Z,4480000,False,-228.0,44.0,1,right,S. Merrill 3PT  (3 PTS) (D. Mitchell 5 AST),"[1630241, 1628378]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Left Corner 3,24+ Left,23.2,Made,3.0,,,,,,,D. Mitchell,1628378.0,5.0,,,,,,,,
458,PT00M52.50S,2024-03-31T21:16:16.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631212,6.1268068331143235,48.28431372549019,1610612743,101,75,2024-03-31T21:16:21Z,4500000,False,9.0,5.0,1,left,P. Watson cutting DUNK (5 PTS) (N. Jokic 13 AST),"[1631212, 203999]",1610612743.0,DEN,cutting,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,1.0,Made,5.0,,,,,,,N. Jokic,203999.0,13.0,,,,,,,,
460,PT00M32.40S,2024-03-31T21:16:41.3Z,3,REGULAR,turnover,out-of-bounds,[],1627777,,,1610612739,101,75,2024-03-31T21:16:48Z,4520000,False,,,0,,G. Niang bad pass out-of-bounds TURNOVER (2 TO),[1627777],1610612739.0,CLE,bad pass,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,1162.0,,,,,,,,,,,,2.0,,,,
461,PT00M20.40S,2024-03-31T21:17:10.3Z,3,REGULAR,turnover,bad pass,[],1631128,,,1610612743,101,75,2024-03-31T21:17:16Z,4530000,False,,,0,,C. Braun bad pass TURNOVER (3 TO),"[1631128, 1627747]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,3.0,LeVert,1627747.0,,
462,PT00M20.40S,2024-03-31T21:17:10.3Z,3,REGULAR,steal,,[],1627747,,,1610612739,101,75,2024-03-31T21:17:12Z,4540000,False,,,0,,C. LeVert STEAL (3 STL),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
463,PT00M18.20S,2024-03-31T21:17:13.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627747,95.6143232588699,49.26470588235294,1610612739,101,77,2024-03-31T21:17:20Z,4550000,False,-4.0,-11.0,1,right,C. LeVert running DUNK (13 PTS),[1627747],1610612739.0,CLE,running,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,1.19,Made,13.0,,,,,,,,,,,,,,,,,
464,PT00M01.00S,2024-03-31T21:17:33.5Z,3,REGULAR,3pt,Jump Shot,[],203484,26.757555847568987,82.59803921568627,1610612743,101,77,2024-03-31T21:17:41Z,4560000,False,-163.0,199.0,1,left,MISS K. Caldwell-Pope 25' pullup 3PT,[203484],1610612743.0,DEN,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,25.72,Missed,,,,,,,,,,,,,,,,,,
465,PT00M01.00S,2024-03-31T21:17:33.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,101,77,2024-03-31T21:17:41Z,4570000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,464.0,,,,,,,,,,,
466,PT00M00.00S,2024-03-31T21:17:41.4Z,3,REGULAR,period,end,[],0,,,1610612743,101,77,2024-03-31T21:17:41Z,4580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2024-03-31T21:20:09.0Z,4,REGULAR,substitution,out,['startperiod'],203484,,,1610612743,101,77,2024-03-31T21:20:39Z,4600000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2024-03-31T21:20:09.0Z,4,REGULAR,substitution,out,['startperiod'],203999,,,1610612743,101,77,2024-03-31T21:20:39Z,4610000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2024-03-31T21:20:09.0Z,4,REGULAR,substitution,out,['startperiod'],202684,,,1610612743,101,77,2024-03-31T21:20:39Z,4620000,False,,,0,,SUB out: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2024-03-31T21:20:09.0Z,4,REGULAR,substitution,in,['startperiod'],203932,,,1610612743,101,77,2024-03-31T21:20:39Z,4630000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2024-03-31T21:20:09.0Z,4,REGULAR,substitution,in,['startperiod'],202704,,,1610612743,101,77,2024-03-31T21:20:39Z,4640000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2024-03-31T21:20:09.0Z,4,REGULAR,substitution,in,['startperiod'],1630596,,,1610612743,101,77,2024-03-31T21:20:39Z,4650000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2024-03-31T21:20:42.6Z,4,REGULAR,period,start,[],0,,,1610612739,101,77,2024-03-31T21:20:42Z,4660000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2024-03-31T21:20:51.7Z,4,REGULAR,freethrow,1 of 1,[],1628378,,,1610612739,101,78,2024-03-31T21:21:33Z,4665000,False,,,0,,D. Mitchell technical Free Throw 1 of 1 (12 PTS),[1628378],1610612739.0,CLE,technical,,,Mitchell,D. Mitchell,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2024-03-31T21:21:00.6Z,4,REGULAR,foul,technical,['1freethrow'],203484,,,1610612739,101,78,2024-03-31T21:23:25Z,4667500,False,,,0,,K. Caldwell-Pope technical FOUL (1 Tech),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,200833.0,2.0,1.0,,,,,,,,,,,,,,
475,PT11M42.00S,2024-03-31T21:21:00.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630596,91.5407358738502,56.372549019607845,1610612739,101,80,2024-03-31T21:26:17Z,4670000,False,32.0,27.0,1,right,E. Mobley Layup (19 PTS) (C. LeVert 5 AST),"[1630596, 1627747]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,4.18,Made,19.0,,,,,,,C. LeVert,1627747.0,5.0,,,,,,,,
503,PT11M42.00S,2024-03-31T21:21:26.1Z,4,REGULAR,foul,personal,['1freethrow'],203932,,,1610612739,101,80,2024-03-31T21:25:02Z,4695000,False,,,0,,A. Gordon shooting personal FOUL (2 PF) (Mobley 1 FT),"[203932, 1630596]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,1162.0,2.0,0.0,Mobley,1630596.0,,,,,,,,,,,,
509,PT11M42.00S,2024-03-31T21:21:38.7Z,4,REGULAR,violation,defensive goaltending,[],203932,,,1610612739,101,80,2024-03-31T21:26:26Z,4706250,False,,,0,,A. Gordon defensive goaltending VIOLATION,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,1204.0,,,,,,,,,,,,,,,,
480,PT11M42.00S,2024-03-31T21:21:51.4Z,4,REGULAR,foul,technical,['1freethrow'],203932,,,1610612739,101,80,2024-03-31T21:25:02Z,4710000,False,,,0,,A. Gordon rim-hanging technical FOUL (1 Tech),[203932],1610612743.0,DEN,rim-hanging,,,Gordon,A. Gordon,,,,,,,,,,1204.0,2.0,1.0,,,,,,,,,,,,,,
481,PT11M42.00S,2024-03-31T21:22:09.9Z,4,REGULAR,freethrow,1 of 1,[],1628378,,,1610612739,101,81,2024-03-31T21:25:02Z,4720000,False,,,0,,D. Mitchell technical Free Throw 1 of 1 (13 PTS),[1628378],1610612739.0,CLE,technical,,,Mitchell,D. Mitchell,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
491,PT11M42.00S,2024-03-31T21:22:20.0Z,4,REGULAR,freethrow,1 of 1,[],1630596,,,1610612739,101,81,2024-03-31T21:25:20Z,4725000,False,,,0,,MISS E. Mobley Free Throw 1 of 1,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
492,PT11M42.00S,2024-03-31T21:22:20.0Z,4,REGULAR,rebound,defensive,[],1631212,,,1610612743,101,81,2024-03-31T21:23:02Z,4727500,False,,,0,,P. Watson REBOUND (Off:0 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,491.0,,,,1.0,1.0,0.0,,,,,
482,PT11M29.00S,2024-03-31T21:22:30.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202704,6.915243101182654,50.49019607843137,1610612743,101,81,2024-03-31T21:28:08Z,4730000,False,-2.0,13.0,1,left,MISS R. Jackson driving Layup - blocked,"[202704, 1627747]",1610612743.0,DEN,driving,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,1.27,Missed,,,,,,,,,,,,,,,,,LeVert,1627747.0
483,PT11M29.00S,2024-03-31T21:22:30.2Z,4,REGULAR,block,,[],1627747,,,1610612743,101,81,2024-03-31T21:22:32Z,4740000,False,,,0,,C. LeVert BLOCK (1 BLK),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
484,PT11M28.00S,2024-03-31T21:22:31.2Z,4,REGULAR,rebound,defensive,[],1627747,,,1610612739,101,81,2024-03-31T21:22:39Z,4750000,False,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,,,,482.0,,,,2.0,2.0,0.0,,,,,
485,PT11M19.00S,2024-03-31T21:22:40.6Z,4,REGULAR,2pt,Jump Shot,[],1628378,75.24638633377135,28.921568627450984,1610612739,101,81,2024-03-31T21:28:38Z,4760000,False,-105.0,180.0,1,right,MISS D. Mitchell 20' step back Shot,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,20.88,Missed,,,,,,,,,,,,,,,,,,
486,PT11M17.00S,2024-03-31T21:22:42.8Z,4,REGULAR,rebound,defensive,[],1631128,,,1610612743,101,81,2024-03-31T21:22:42Z,4770000,False,,,0,,C. Braun REBOUND (Off:1 Def:2),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Left Center,,,,,,,,,485.0,,,,3.0,2.0,1.0,,,,,
487,PT11M06.00S,2024-03-31T21:22:53.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,13.354139290407357,55.63725490196079,1610612743,101,81,2024-03-31T21:23:05Z,4780000,False,-28.0,73.0,1,left,MISS A. Gordon 7' fadeaway Shot,[203932],1610612743.0,DEN,fadeaway,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,7.83,Missed,,,,,,,,,,,,,,,,,,
488,PT11M03.00S,2024-03-31T21:22:56.3Z,4,REGULAR,rebound,offensive,[],1631212,,,1610612743,101,81,2024-03-31T21:22:56Z,4790000,False,,,0,,P. Watson REBOUND (Off:1 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,487.0,,,,2.0,1.0,1.0,,,,,
489,PT11M01.00S,2024-03-31T21:22:58.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202704,30.436925098554536,32.1078431372549,1610612743,104,81,2024-03-31T21:23:08Z,4800000,False,89.0,234.0,1,left,R. Jackson 25' 3PT  (17 PTS) (P. Watson 2 AST),"[202704, 1631212]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,25.02,Made,17.0,,,,,,,P. Watson,1631212.0,2.0,,,,,,,,
493,PT10M47.00S,2024-03-31T21:23:12.2Z,4,REGULAR,3pt,Jump Shot,[],1627777,68.80749014454665,68.38235294117648,1610612739,104,81,2024-03-31T21:23:17Z,4820000,False,92.0,241.0,1,right,MISS G. Niang 25' 3PT,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
494,PT10M44.00S,2024-03-31T21:23:15.3Z,4,REGULAR,rebound,defensive,[],1631128,,,1610612743,104,81,2024-03-31T21:23:15Z,4830000,False,,,0,,C. Braun REBOUND (Off:1 Def:3),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,,,,,,,,,493.0,,,,4.0,3.0,1.0,,,,,
495,PT10M29.00S,2024-03-31T21:23:36.6Z,4,REGULAR,turnover,out-of-bounds,[],203932,,,1610612743,104,81,2024-03-31T21:31:42Z,4840000,False,,,0,,A. Gordon bad pass out-of-bounds TURNOVER (2 TO),[203932],1610612743.0,DEN,bad pass,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Center,,,,1162.0,,,,,,,,,,,,2.0,,,,
496,PT10M29.00S,2024-03-31T21:23:43.7Z,4,REGULAR,foul,personal,[],203932,,,1610612739,104,81,2024-03-31T21:30:05Z,4850000,False,,,0,,A. Gordon loose ball personal FOUL (3 PF),"[203932, 1627747]",1610612743.0,DEN,loose ball,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,,1162.0,3.0,1.0,LeVert,1627747.0,,,,,,,,,,,,
498,PT10M29.00S,2024-03-31T21:23:53.1Z,4,REGULAR,substitution,out,[],1627777,,,1610612739,104,81,2024-03-31T21:23:59Z,4870000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT10M29.00S,2024-03-31T21:23:53.1Z,4,REGULAR,substitution,in,[],1629636,,,1610612739,104,81,2024-03-31T21:23:59Z,4880000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT10M14.00S,2024-03-31T21:24:15.3Z,4,REGULAR,foul,personal,['2freethrow'],203200,,,1610612739,104,81,2024-03-31T21:24:29Z,4890000,False,,,0,,J. Holiday shooting personal FOUL (1 PF) (Mobley 2 FT),"[203200, 1630596]",1610612743.0,DEN,shooting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,1162.0,1.0,0.0,Mobley,1630596.0,,,,,,,,,,,,
502,PT10M14.00S,2024-03-31T21:24:43.1Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630596,,,1610612739,104,82,2024-03-31T21:24:43Z,4910000,False,,,0,,E. Mobley Free Throw 1 of 2 (20 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
505,PT10M14.00S,2024-03-31T21:25:02.4Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630596,,,1610612739,104,83,2024-03-31T21:25:02Z,4920000,False,,,0,,E. Mobley Free Throw 2 of 2 (21 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
506,PT09M56.00S,2024-03-31T21:25:25.5Z,4,REGULAR,foul,personal,['2freethrow'],1630241,,,1610612743,104,83,2024-03-31T21:25:31Z,4930000,False,,,0,,S. Merrill shooting personal FOUL (2 PF) (Jackson 2 FT),"[1630241, 202704]",1610612739.0,CLE,shooting,,,Merrill,S. Merrill,,,,,Mid-Range,8-16 Right,,,,1162.0,2.0,0.0,Jackson,202704.0,,,,,,,,,,,,
508,PT09M56.00S,2024-03-31T21:26:03.1Z,4,REGULAR,freethrow,1 of 2,[],202704,,,1610612743,105,83,2024-03-31T21:26:03Z,4950000,False,,,0,,R. Jackson Free Throw 1 of 2 (18 PTS),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
510,PT09M56.00S,2024-03-31T21:26:27.3Z,4,REGULAR,freethrow,2 of 2,[],202704,,,1610612743,106,83,2024-03-31T21:26:27Z,4960000,False,,,0,,R. Jackson Free Throw 2 of 2 (19 PTS),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
511,PT09M43.00S,2024-03-31T21:26:42.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,92.46057818659659,51.225490196078425,1610612739,106,85,2024-03-31T21:26:47Z,4970000,False,6.0,18.0,1,right,E. Mobley DUNK (23 PTS) (D. Mitchell 6 AST),"[1630596, 1628378]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.94,Made,23.0,,,,,,,D. Mitchell,1628378.0,6.0,,,,,,,,
513,PT09M13.00S,2024-03-31T21:27:14.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631128,14.011169513797633,41.911764705882355,1610612743,106,85,2024-03-31T21:28:55Z,4990000,False,40.0,79.0,1,left,MISS C. Braun 8' driving floating Shot - blocked,"[1631128, 1630596]",1610612743.0,DEN,driving floating,,,Braun,C. Braun,,,,,In The Paint (Non-RA),8-16 Center,8.89,Missed,,,,,,,,,,,,,,,,,Mobley,1630596.0
514,PT09M13.00S,2024-03-31T21:27:14.9Z,4,REGULAR,block,,[],1630596,,,1610612743,106,85,2024-03-31T21:27:16Z,5000000,False,,,0,,E. Mobley BLOCK (2 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
515,PT09M11.00S,2024-03-31T21:27:16.9Z,4,REGULAR,rebound,defensive,[],1627747,,,1610612739,106,85,2024-03-31T21:28:55Z,5010000,False,,,0,,C. LeVert REBOUND (Off:0 Def:3),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,513.0,,,,3.0,3.0,0.0,,,,,
517,PT09M02.00S,2024-03-31T21:27:33.8Z,4,REGULAR,2pt,Jump Shot,[],1630241,85.75886990801577,76.47058823529412,1610612739,106,85,2024-03-31T21:27:42Z,5030000,False,132.0,81.0,1,right,MISS S. Merrill 15' Jump Shot,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Mid-Range,8-16 Right,15.54,Missed,,,,,,,,,,,,,,,,,,
518,PT08M59.00S,2024-03-31T21:27:36.8Z,4,REGULAR,rebound,defensive,[],203932,,,1610612743,106,85,2024-03-31T21:27:42Z,5040000,False,,,0,,A. Gordon REBOUND (Off:3 Def:5),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Right,,,,,,,,,517.0,,,,8.0,5.0,3.0,,,,,
519,PT08M46.00S,2024-03-31T21:27:50.8Z,4,REGULAR,violation,kicked ball,[],1630241,,,1610612743,106,85,2024-03-31T21:28:01Z,5050000,False,,,0,,S. Merrill kicked ball VIOLATION,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,1162.0,,,,,,,,,,,,,,,,
520,PT08M39.00S,2024-03-31T21:28:16.1Z,4,REGULAR,3pt,Jump Shot,[],203932,33.590670170827856,55.392156862745104,1610612743,106,85,2024-03-31T21:28:22Z,5060000,False,-27.0,263.0,1,left,MISS A. Gordon 26' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Center,26.47,Missed,,,,,,,,,,,,,,,,,,
521,PT08M37.00S,2024-03-31T21:28:18.1Z,4,REGULAR,rebound,defensive,[],1627747,,,1610612739,106,85,2024-03-31T21:28:22Z,5070000,False,,,0,,C. LeVert REBOUND (Off:0 Def:4),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,,,,,,,520.0,,,,4.0,4.0,0.0,,,,,
522,PT08M30.00S,2024-03-31T21:28:25.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,92.46057818659659,48.77450980392157,1610612739,106,85,2024-03-31T21:28:29Z,5080000,False,-6.0,18.0,1,right,MISS C. LeVert driving Layup,[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,1.94,Missed,,,,,,,,,,,,,,,,,,
523,PT08M28.00S,2024-03-31T21:28:27.9Z,4,REGULAR,rebound,defensive,[],1631212,,,1610612743,106,85,2024-03-31T21:28:29Z,5090000,False,,,0,,P. Watson REBOUND (Off:1 Def:2),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,,,522.0,,,,3.0,2.0,1.0,,,,,
524,PT08M24.00S,2024-03-31T21:28:32.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631212,6.652431011826544,49.754901960784316,1610612743,108,85,2024-03-31T21:28:43Z,5100000,False,1.0,10.0,1,left,P. Watson running Layup (7 PTS),[1631212],1610612743.0,DEN,running,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,1.01,Made,7.0,,,,,,,,,,,,,,,,,
525,PT08M12.00S,2024-03-31T21:28:46.4Z,4,REGULAR,foul,personal,[],202704,,,1610612739,108,85,2024-03-31T21:28:58Z,5110000,False,,,0,,R. Jackson personal FOUL (3 PF),"[202704, 1629636]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Left Center,,,,1204.0,3.0,0.0,Garland,1629636.0,,,,,,,,,,,,
