actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
509,PT07M39.00S,2023-03-07T03:54:27.8Z,4,REGULAR,steal,,[],1628971,,,1610612743,91,99,2023-03-07T03:54:29Z,4980000,False,,,0,,B. Brown STEAL (2 STL),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
510,PT07M39.00S,2023-03-07T03:54:32.7Z,4,REGULAR,foul,personal,[],1627783,,,1610612743,91,99,2023-03-07T03:55:16Z,4990000,False,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 201145]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,202007.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,0.0,Green,201145.0,,,
512,PT07M39.00S,2023-03-07T03:54:52.0Z,4,REGULAR,substitution,out,[],1628971,,,1610612743,91,99,2023-03-07T03:55:07Z,5010000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT07M39.00S,2023-03-07T03:54:52.0Z,4,REGULAR,substitution,out,[],201145,,,1610612743,91,99,2023-03-07T03:55:07Z,5020000,False,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT07M39.00S,2023-03-07T03:54:52.0Z,4,REGULAR,substitution,in,[],203932,,,1610612743,91,99,2023-03-07T03:55:07Z,5030000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT07M39.00S,2023-03-07T03:54:52.0Z,4,REGULAR,substitution,in,[],1629008,,,1610612743,91,99,2023-03-07T03:55:07Z,5040000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT07M27.00S,2023-03-07T03:55:26.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203999,10.200394218134035,49.754901960784316,1610612743,93,99,2023-03-07T03:55:32Z,5050000,False,1.0,43.0,1,left,N. Jokic floating Jump Shot (13 PTS) (J. Murray 4 AST),"[203999, 1627750]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,,Restricted Area,0-8 Center,4.34,Made,,,,,,,13.0,J. Murray,1627750.0,4.0,,,,,,,
518,PT07M08.00S,2023-03-07T03:55:44.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,89.43823915900131,54.65686274509803,1610612761,93,101,2023-03-07T03:55:50Z,5070000,False,23.0,47.0,1,right,P. Siakam turnaround Hook (17 PTS) (S. Barnes 1 AST),"[1627783, 1630567]",1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,,In The Paint (Non-RA),0-8 Center,5.23,Made,,,,,,,17.0,S. Barnes,1630567.0,1.0,,,,,,,
520,PT06M50.00S,2023-03-07T03:56:03.3Z,4,REGULAR,2pt,Jump Shot,[],1629008,6.652431011826544,91.91176470588235,1610612743,95,101,2023-03-07T03:56:08Z,5090000,False,-210.0,10.0,1,left,M. Porter Jr. 20' Jump Shot (18 PTS) (J. Murray 5 AST),"[1629008, 1627750]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,Mid-Range,16-24 Left,20.98,Made,,,,,,,18.0,J. Murray,1627750.0,5.0,,,,,,,
522,PT06M29.00S,2023-03-07T03:56:24.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,86.67871222076215,48.03921568627451,1610612761,95,103,2023-03-07T03:56:28Z,5110000,False,-10.0,73.0,1,right,P. Achiuwa 7' pullup Jump Shot (9 PTS),[1630173],1610612761.0,TOR,pullup,,,Achiuwa,P. Achiuwa,,,,,,In The Paint (Non-RA),0-8 Center,7.34,Made,,,,,,,9.0,,,,,,,,,,
523,PT06M09.00S,2023-03-07T03:56:44.0Z,4,REGULAR,3pt,Jump Shot,[],1627750,24.392247043363994,87.00980392156863,1610612743,95,103,2023-03-07T03:56:48Z,5120000,False,-185.0,177.0,1,left,MISS J. Murray 25' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,Above the Break 3,24+ Left Center,25.59,Missed,,,,,,,,,,,,,,,,,
524,PT06M06.00S,2023-03-07T03:56:47.0Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,95,103,2023-03-07T03:56:48Z,5130000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:6),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,Above the Break 3,24+ Left Center,,,,,523.0,6.0,6.0,0.0,,,,,,,,,,,
525,PT05M52.00S,2023-03-07T03:57:00.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,84.97043363994744,34.80392156862745,1610612761,95,103,2023-03-07T03:57:05Z,5140000,False,-76.0,89.0,1,right,MISS S. Barnes 11' turnaround Shot,[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,,In The Paint (Non-RA),8-16 Left,11.69,Missed,,,,,,,,,,,,,,,,,
526,PT05M51.00S,2023-03-07T03:57:01.9Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,95,103,2023-03-07T03:57:05Z,5150000,False,,,0,,N. Jokic REBOUND (Off:3 Def:7),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,In The Paint (Non-RA),8-16 Left,,,,,525.0,10.0,7.0,3.0,,,,,,,,,,,
527,PT05M46.00S,2023-03-07T03:57:07.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202704,25.837713534822605,84.55882352941177,1610612743,98,103,2023-03-07T03:57:14Z,5160000,False,-173.0,190.0,1,left,R. Jackson 25' 3PT running pullup (13 PTS) (N. Jokic 6 AST),"[202704, 203999]",1610612743.0,DEN,running pullup,,,Jackson,R. Jackson,,,,,,Above the Break 3,24+ Left Center,25.71,Made,,,,,,,13.0,N. Jokic,203999.0,6.0,,,,,,,
529,PT05M43.00S,2023-03-07T03:57:16.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,98,103,2023-03-07T03:57:16Z,5180000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT05M43.00S,2023-03-07T03:59:30.9Z,4,REGULAR,substitution,out,[],1630567,,,1610612761,98,103,2023-03-07T03:59:55Z,5190000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT05M43.00S,2023-03-07T03:59:30.9Z,4,REGULAR,substitution,out,[],1630173,,,1610612761,98,103,2023-03-07T03:59:55Z,5200000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT05M43.00S,2023-03-07T03:59:30.9Z,4,REGULAR,substitution,in,[],1627751,,,1610612761,98,103,2023-03-07T03:59:55Z,5210000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT05M43.00S,2023-03-07T03:59:30.9Z,4,REGULAR,substitution,in,[],1627832,,,1610612761,98,103,2023-03-07T03:59:55Z,5220000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT05M32.00S,2023-03-07T04:00:14.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,92.9862023653088,44.85294117647059,1610612761,98,105,2023-03-07T04:00:19Z,5230000,False,-26.0,13.0,1,right,J. Poeltl cutting Layup (14 PTS) (F. VanVleet 13 AST),"[1627751, 1627832]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,,Restricted Area,0-8 Center,2.9,Made,,,,,,,14.0,F. VanVleet,1627832.0,13.0,,,,,,,
536,PT05M12.00S,2023-03-07T04:00:34.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,7.046649145860711,49.01960784313725,1610612743,100,105,2023-03-07T04:00:42Z,5250000,False,5.0,14.0,1,left,A. Gordon cutting DUNK (13 PTS) (N. Jokic 7 AST),"[203932, 203999]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,,Restricted Area,0-8 Center,1.45,Made,,,,,,,13.0,N. Jokic,203999.0,7.0,,,,,,,
538,PT04M47.00S,2023-03-07T04:00:58.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,92.46057818659659,42.8921568627451,1610612761,100,105,2023-03-07T04:01:03Z,5270000,False,-36.0,18.0,1,right,MISS O. Anunoby driving Layup,[1628384],1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,,Restricted Area,0-8 Center,4.0,Missed,,,,,,,,,,,,,,,,,
539,PT04M45.00S,2023-03-07T04:01:00.9Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,100,105,2023-03-07T04:01:03Z,5280000,False,,,0,,N. Jokic REBOUND (Off:3 Def:8),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Restricted Area,0-8 Center,,,,,538.0,11.0,8.0,3.0,,,,,,,,,,,
540,PT04M41.00S,2023-03-07T04:01:07.2Z,4,REGULAR,foul,personal,['2freethrow'],1629018,,,1610612743,100,105,2023-03-07T04:01:18Z,5290000,False,,,0,,G. Trent Jr. shooting personal FOUL (2 PF) (Porter Jr. 2 FT),"[1629018, 1629008]",1610612761.0,TOR,shooting,,,Trent Jr.,G. Trent Jr.,,,,,1628480.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,0.0,Porter Jr.,1629008.0,,,
542,PT04M41.00S,2023-03-07T04:01:29.8Z,4,REGULAR,freethrow,1 of 2,[],1629008,,,1610612743,100,105,2023-03-07T04:01:29Z,5310000,False,,,0,,MISS M. Porter Jr. Free Throw 1 of 2,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
543,PT04M41.00S,2023-03-07T04:01:29.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,100,105,2023-03-07T04:01:29Z,5320000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,542.0,,,,,,,,,,,,,,
544,PT04M41.00S,2023-03-07T04:01:47.7Z,4,REGULAR,freethrow,2 of 2,[],1629008,,,1610612743,101,105,2023-03-07T04:01:47Z,5330000,False,,,0,,M. Porter Jr. Free Throw 2 of 2 (19 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,Made,,,,,,,19.0,,,,,,,,,,
545,PT04M27.00S,2023-03-07T04:02:03.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,91.67214191852825,55.14705882352941,1610612761,101,107,2023-03-07T04:02:08Z,5340000,False,26.0,26.0,1,right,J. Poeltl turnaround bank Hook (16 PTS) (F. VanVleet 14 AST),"[1627751, 1627832]",1610612761.0,TOR,turnaround bank,,,Poeltl,J. Poeltl,,,,,,Restricted Area,0-8 Center,3.64,Made,,,,,,,16.0,F. VanVleet,1627832.0,14.0,,,,,,,
547,PT04M10.00S,2023-03-07T04:02:20.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,6.389618922470433,50.98039215686274,1610612743,103,107,2023-03-07T04:02:27Z,5360000,False,-5.0,8.0,1,left,A. Gordon cutting DUNK (15 PTS) (N. Jokic 8 AST),"[203932, 203999]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,,Restricted Area,0-8 Center,0.9,Made,,,,,,,15.0,N. Jokic,203999.0,8.0,,,,,,,
549,PT03M55.00S,2023-03-07T04:02:38.4Z,4,REGULAR,turnover,out-of-bounds,[],1627832,,,1610612761,103,107,2023-03-07T04:02:44Z,5380000,False,,,0,,F. VanVleet lost ball out-of-bounds TURNOVER (4 TO),[1627832],1610612761.0,TOR,lost ball,,,VanVleet,F. VanVleet,,,,,1162.0,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,4.0,,
550,PT03M55.00S,2023-03-07T04:02:40.5Z,4,REGULAR,substitution,out,[],202704,,,1610612743,103,107,2023-03-07T04:02:49Z,5390000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT03M55.00S,2023-03-07T04:02:40.5Z,4,REGULAR,substitution,out,[],1629018,,,1610612743,103,107,2023-03-07T04:02:49Z,5400000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT03M55.00S,2023-03-07T04:02:40.5Z,4,REGULAR,substitution,in,[],203484,,,1610612743,103,107,2023-03-07T04:02:49Z,5410000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT03M55.00S,2023-03-07T04:02:40.5Z,4,REGULAR,substitution,in,[],1630567,,,1610612743,103,107,2023-03-07T04:02:49Z,5420000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT03M40.00S,2023-03-07T04:03:35.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627750,4.28712220762155,95.34313725490196,1610612743,103,107,2023-03-07T04:03:42Z,5440000,False,-227.0,-12.0,1,left,MISS J. Murray fadeaway 3PT,[1627750],1610612743.0,DEN,fadeaway,,,Murray,J. Murray,,,,,,Left Corner 3,24+ Left,22.7,Missed,,,,,,,,,,,,,,,,,
556,PT03M37.00S,2023-03-07T04:03:38.4Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612761,103,107,2023-03-07T04:03:42Z,5450000,False,,,0,,O. Anunoby REBOUND (Off:2 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,Left Corner 3,24+ Left,,,,,555.0,4.0,2.0,2.0,,,,,,,,,,,
557,PT03M26.00S,2023-03-07T04:03:50.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,93.24901445466492,55.14705882352941,1610612761,103,109,2023-03-07T04:03:55Z,5460000,False,26.0,11.0,1,right,J. Poeltl reverse Layup (18 PTS) (S. Barnes 2 AST),"[1627751, 1630567]",1610612761.0,TOR,reverse,,,Poeltl,J. Poeltl,,,,,,Restricted Area,0-8 Center,2.8,Made,,,,,,,18.0,S. Barnes,1630567.0,2.0,,,,,,,
559,PT03M26.00S,2023-03-07T04:03:54.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,103,109,2023-03-07T04:03:54Z,5480000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT03M16.00S,2023-03-07T04:05:39.5Z,4,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,103,109,2023-03-07T04:05:43Z,5490000,False,,,0,,N. Jokic bad pass out-of-bounds TURNOVER (4 TO),[203999],1610612743.0,DEN,bad pass,,,Jokic,N. Jokic,,,,,1162.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,4.0,,
561,PT03M03.00S,2023-03-07T04:05:59.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,66.96780551905388,38.72549019607843,1610612761,103,109,2023-03-07T04:06:05Z,5500000,False,-56.0,258.0,1,right,MISS F. VanVleet 26' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,Above the Break 3,24+ Center,26.41,Missed,,,,,,,,,,,,,,,,,
562,PT02M59.00S,2023-03-07T04:06:03.9Z,4,REGULAR,rebound,defensive,[],1629008,,,1610612743,103,109,2023-03-07T04:06:05Z,5510000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:4),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,Above the Break 3,24+ Center,,,,,561.0,4.0,4.0,0.0,,,,,,,,,,,
563,PT02M48.00S,2023-03-07T04:06:14.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,16.245072273324574,52.20588235294118,1610612743,103,109,2023-03-07T04:09:24Z,5520000,False,-11.0,100.0,1,left,MISS A. Gordon 10' fadeaway Shot,[203932],1610612743.0,DEN,fadeaway,,,Gordon,A. Gordon,,,,,,In The Paint (Non-RA),8-16 Center,10.08,Missed,,,,,,,,,,,,,,,,,
564,PT02M47.00S,2023-03-07T04:06:15.8Z,4,REGULAR,rebound,offensive,[],203932,,,1610612743,103,109,2023-03-07T04:06:20Z,5530000,False,,,0,,A. Gordon REBOUND (Off:4 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,In The Paint (Non-RA),8-16 Center,,,,,563.0,5.0,1.0,4.0,,,,,,,,,,,
565,PT02M41.00S,2023-03-07T04:06:21.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203999,9.806176084099869,55.392156862745104,1610612743,103,109,2023-03-07T04:06:25Z,5540000,False,-27.0,40.0,1,left,MISS N. Jokic driving floating Shot,[203999],1610612743.0,DEN,driving floating,,,Jokic,N. Jokic,,,,,,In The Paint (Non-RA),0-8 Center,4.8,Missed,,,,,,,,,,,,,,,,,
566,PT02M38.00S,2023-03-07T04:06:24.3Z,4,REGULAR,rebound,offensive,[],203932,,,1610612743,103,109,2023-03-07T04:06:24Z,5550000,False,,,0,,A. Gordon REBOUND (Off:5 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,In The Paint (Non-RA),0-8 Center,,,,,565.0,6.0,1.0,5.0,,,,,,,,,,,
567,PT02M38.00S,2023-03-07T04:06:24.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,5.590000152587891,50.0,1610612743,105,109,2023-03-07T04:06:24Z,5560000,False,0.0,0.0,1,left,A. Gordon tip Layup (17 PTS),[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,17.0,,,,,,,,,,
568,PT02M20.00S,2023-03-07T04:06:42.6Z,4,REGULAR,2pt,Jump Shot,[],1627783,80.50262812089356,78.67647058823529,1610612761,105,111,2023-03-07T04:06:46Z,5570000,False,143.0,131.0,1,right,P. Siakam 19' pullup Jump Shot (19 PTS),[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,,Mid-Range,16-24 Right Center,19.41,Made,,,,,,,19.0,,,,,,,,,,
569,PT02M03.00S,2023-03-07T04:07:00.0Z,4,REGULAR,3pt,Jump Shot,[],1627750,33.196452036793694,58.57843137254902,1610612743,108,111,2023-03-07T04:07:04Z,5580000,False,-43.0,260.0,1,left,J. Murray 26' 3PT pullup (21 PTS) (N. Jokic 9 AST),"[1627750, 203999]",1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,,Above the Break 3,24+ Center,26.3,Made,,,,,,,21.0,N. Jokic,203999.0,9.0,,,,,,,
571,PT01M42.00S,2023-03-07T04:07:22.9Z,4,REGULAR,2pt,Jump Shot,[],1627783,92.46057818659659,73.77450980392157,1610612761,108,111,2023-03-07T04:07:27Z,5600000,False,119.0,18.0,1,right,MISS P. Siakam 12' fadeaway Shot,[1627783],1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,,Mid-Range,8-16 Right,12.03,Missed,,,,,,,,,,,,,,,,,
572,PT01M39.00S,2023-03-07T04:07:25.9Z,4,REGULAR,rebound,defensive,[],1627750,,,1610612743,108,111,2023-03-07T04:07:27Z,5610000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,Mid-Range,8-16 Right,,,,,571.0,1.0,1.0,0.0,,,,,,,,,,,
573,PT01M32.00S,2023-03-07T04:07:33.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,6.783837056504599,44.85294117647059,1610612743,110,111,2023-03-07T04:07:41Z,5620000,False,26.0,11.0,1,left,J. Murray driving Layup (23 PTS),[1627750],1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,,Restricted Area,0-8 Center,2.81,Made,,,,,,,23.0,,,,,,,,,,
584,PT01M18.00S,2023-03-07T04:07:43.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,81.94809461235218,53.431372549019606,1610612761,110,111,2023-03-07T04:17:27Z,5630000,False,17.0,117.0,1,right,MISS F. VanVleet 11' driving floating Shot - blocked,"[1627832, 203999]",1610612761.0,TOR,driving floating,,,VanVleet,F. VanVleet,,,,,,In The Paint (Non-RA),8-16 Center,11.85,Missed,Jokic,203999.0,,,,,,,,,,,,,,,
585,PT01M18.00S,2023-03-07T04:07:43.9Z,4,REGULAR,block,,[],203999,,,1610612761,110,111,2023-03-07T04:10:02Z,5635000,False,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
586,PT01M16.00S,2023-03-07T04:07:45.9Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,110,111,2023-03-07T04:17:27Z,5637500,False,,,0,,N. Jokic REBOUND (Off:3 Def:9),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,In The Paint (Non-RA),8-16 Center,,,,,584.0,12.0,9.0,3.0,,,,,,,,,,,
579,PT01M15.00S,2023-03-07T04:08:02.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627751,,,1610612743,110,111,2023-03-07T04:08:11Z,5660000,False,,,0,,J. Poeltl personal FOUL (2 PF) (Jokic 2 FT),"[1627751, 203999]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,202007.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,0.0,Jokic,203999.0,,,
581,PT01M15.00S,2023-03-07T04:08:32.4Z,4,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,111,111,2023-03-07T04:10:06Z,5680000,False,,,0,,N. Jokic Free Throw 1 of 2 (14 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,
582,PT01M15.00S,2023-03-07T04:08:56.4Z,4,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,112,111,2023-03-07T04:10:06Z,5690000,False,,,0,,N. Jokic Free Throw 2 of 2 (15 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,
583,PT01M15.00S,2023-03-07T04:08:59.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,112,111,2023-03-07T04:08:59Z,5700000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT01M08.00S,2023-03-07T04:10:41.5Z,4,REGULAR,foul,personal,['2freethrow'],203484,,,1610612761,112,111,2023-03-07T04:10:49Z,5710000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (2 PF) (VanVleet 2 FT),"[203484, 1627832]",1610612743.0,DEN,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,202007.0,Mid-Range,16-24 Left Center,,,,,,,,,,,,,2.0,0.0,VanVleet,1627832.0,,,
589,PT01M08.00S,2023-03-07T04:11:23.6Z,4,REGULAR,freethrow,1 of 2,[],1627832,,,1610612761,112,112,2023-03-07T04:11:23Z,5730000,False,,,0,,F. VanVleet Free Throw 1 of 2 (20 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,Made,,,,,,,20.0,,,,,,,,,,
590,PT01M08.00S,2023-03-07T04:11:36.8Z,4,REGULAR,freethrow,2 of 2,[],1627832,,,1610612761,112,113,2023-03-07T04:11:36Z,5740000,False,,,0,,F. VanVleet Free Throw 2 of 2 (21 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,Made,,,,,,,21.0,,,,,,,,,,
591,PT00M54.40S,2023-03-07T04:12:00.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630567,,,1610612743,112,113,2023-03-07T04:14:46Z,5750000,False,,,0,,S. Barnes personal FOUL (2 PF) (Jokic 2 FT),"[1630567, 203999]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,1628480.0,Mid-Range,16-24 Center,,,,,,,,,,,,,2.0,0.0,Jokic,203999.0,,,
593,PT00M54.40S,2023-03-07T04:12:32.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,112,113,2023-03-07T04:12:32Z,5770000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT00M54.40S,2023-03-07T04:15:02.1Z,4,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,113,113,2023-03-07T04:18:43Z,5800000,False,,,0,,N. Jokic Free Throw 1 of 2 (16 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,Made,,,,,,,16.0,,,,,,,,,,
597,PT00M54.40S,2023-03-07T04:15:02.1Z,4,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,114,113,2023-03-07T04:18:43Z,5810000,False,,,0,,N. Jokic Free Throw 2 of 2 (17 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,Made,,,,,,,17.0,,,,,,,,,,
624,PT00M50.70S,2023-03-07T04:15:29.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,93.74178712220763,62.00980392156863,1610612761,114,113,2023-03-07T04:24:36Z,5825000,False,60.0,6.0,1,right,MISS S. Barnes 6' driving Layup,[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,,In The Paint (Non-RA),0-8 Center,6.03,Missed,,,,,,,,,,,,,,,,,
625,PT00M49.70S,2023-03-07T04:15:30.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612743,114,113,2023-03-07T04:24:36Z,5832500,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,624.0,,,,,,,,,,,,,,
600,PT00M49.70S,2023-03-07T04:15:57.4Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612743,114,113,2023-03-07T04:23:57Z,5840000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
