actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
433,PT05M20.00S,2023-02-08T03:38:11.3Z,3,REGULAR,3pt,Jump Shot,[],203484,11.12023653088042,3.431372549019608,1610612743,101,64,2023-02-08T03:38:15Z,4320000,False,233.0,52.0,1,left,K. Caldwell-Pope 3PT  (11 PTS) (A. Gordon 8 AST),"[203484, 203932]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,23.85,Made,,,,,11.0,A. Gordon,203932.0,8.0,,,,,,,,,,
435,PT05M04.00S,2023-02-08T03:38:31.0Z,3,REGULAR,turnover,discontinued dribble,[],1630568,,,1610612750,101,64,2023-02-08T03:38:40Z,4340000,False,,,0,,L. Garza discontinued dribble TURNOVER (1 TO),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Center,,,,1.0,,,,,,,1830.0,,,,,,,,,
436,PT05M04.00S,2023-02-08T03:38:34.2Z,3,REGULAR,substitution,out,[],203484,,,1610612743,101,64,2023-02-08T03:38:41Z,4350000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT05M04.00S,2023-02-08T03:38:34.2Z,3,REGULAR,substitution,out,[],1630233,,,1610612743,101,64,2023-02-08T03:38:41Z,4360000,False,,,0,,SUB out: N. Knight,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M04.00S,2023-02-08T03:38:34.2Z,3,REGULAR,substitution,in,[],1631128,,,1610612743,101,64,2023-02-08T03:38:41Z,4370000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M04.00S,2023-02-08T03:38:34.2Z,3,REGULAR,substitution,in,[],1631169,,,1610612743,101,64,2023-02-08T03:38:41Z,4380000,False,,,0,,SUB in: J. Minott,[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT04M48.00S,2023-02-08T03:39:02.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629008,33.196452036793694,48.77450980392157,1610612743,101,64,2023-02-08T03:39:10Z,4390000,False,6.0,260.0,1,left,MISS M. Porter Jr. 25' step back 3PT,[1629008],1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,25.96,Missed,,,,,,,,,,,,,,,,,,
441,PT04M44.00S,2023-02-08T03:39:06.7Z,3,REGULAR,rebound,defensive,[],1631111,,,1610612750,101,64,2023-02-08T03:39:10Z,4400000,False,,,0,,W. Moore Jr. REBOUND (Off:0 Def:1),[1631111],1610612750.0,MIN,,,,Moore Jr.,W. Moore Jr.,,,,,Above the Break 3,24+ Center,,,440.0,,,,,,,,,,,,,,,1.0,1.0,0.0
442,PT04M41.00S,2023-02-08T03:39:09.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627854,71.04139290407359,80.14705882352942,1610612750,101,64,2023-02-08T03:39:17Z,4410000,False,151.0,220.0,1,right,MISS B. Forbes 26' pullup 3PT,[1627854],1610612750.0,MIN,pullup,,,Forbes,B. Forbes,,,,,Above the Break 3,24+ Right Center,26.64,Missed,,,,,,,,,,,,,,,,,,
443,PT04M37.00S,2023-02-08T03:39:13.6Z,3,REGULAR,rebound,defensive,[],1631128,,,1610612743,101,64,2023-02-08T03:39:17Z,4420000,False,,,0,,C. Braun REBOUND (Off:0 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,,,442.0,,,,,,,,,,,,,,,1.0,1.0,0.0
444,PT04M29.00S,2023-02-08T03:39:21.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,12.565703022339028,47.794117647058826,1610612743,103,64,2023-02-08T03:39:27Z,4430000,False,11.0,66.0,1,left,M. Porter Jr. 6' turnaround Jump Shot (30 PTS) (N. Jokic 16 AST),"[1629008, 203999]",1610612743.0,DEN,turnaround,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.65,Made,,,,,30.0,N. Jokic,203999.0,16.0,,,,,,,,,,
446,PT04M14.00S,2023-02-08T03:39:35.7Z,3,REGULAR,2pt,Jump Shot,[],1627854,73.53810775295663,48.529411764705884,1610612750,103,66,2023-02-08T03:39:41Z,4450000,False,-7.0,196.0,1,right,B. Forbes 19' pullup Jump Shot (5 PTS) (L. Garza 1 AST),"[1627854, 1630568]",1610612750.0,MIN,pullup,,,Forbes,B. Forbes,,,,,Mid-Range,16-24 Center,19.63,Made,,,,,5.0,L. Garza,1630568.0,1.0,,,,,,,,,,
448,PT04M02.00S,2023-02-08T03:39:52.0Z,3,REGULAR,foul,personal,[],1630568,,,1610612743,103,66,2023-02-08T03:39:58Z,4470000,False,,,0,,L. Garza personal FOUL (2 PF),"[1630568, 203999]",1610612750.0,MIN,,,,Garza,L. Garza,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1830.0,2.0,0.0,Jokic,203999.0,,,,,
450,PT04M02.00S,2023-02-08T03:39:55.6Z,3,REGULAR,substitution,out,[],203932,,,1610612743,103,66,2023-02-08T03:40:01Z,4490000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT04M02.00S,2023-02-08T03:39:55.6Z,3,REGULAR,substitution,in,[],1628427,,,1610612743,103,66,2023-02-08T03:40:01Z,4500000,False,,,0,,SUB in: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT03M47.00S,2023-02-08T03:40:25.9Z,3,REGULAR,3pt,Jump Shot,[],1628427,32.53942181340342,37.254901960784316,1610612743,103,66,2023-02-08T03:40:35Z,4510000,False,64.0,253.0,1,left,MISS V. Cancar 26' 3PT,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Above the Break 3,24+ Center,26.13,Missed,,,,,,,,,,,,,,,,,,
453,PT03M47.00S,2023-02-08T03:40:25.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,103,66,2023-02-08T03:40:35Z,4520000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Center,,,452.0,,,,,,,,,,,,,,,,,
454,PT03M47.00S,2023-02-08T03:40:29.9Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612743,103,66,2023-02-08T03:40:42Z,4530000,False,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1830.0,,,,,,,,,
455,PT03M31.00S,2023-02-08T03:40:55.8Z,3,REGULAR,turnover,lost ball,[],1630568,,,1610612750,103,66,2023-02-08T03:41:01Z,4540000,False,,,0,,L. Garza lost ball TURNOVER (2 TO),"[1630568, 1631128]",1610612750.0,MIN,,,,Garza,L. Garza,,,,,In The Paint (Non-RA),8-16 Center,,,,2.0,Braun,1631128.0,,,,,,,,,,,,,,
456,PT03M31.00S,2023-02-08T03:40:55.8Z,3,REGULAR,steal,,[],1631128,,,1610612743,103,66,2023-02-08T03:40:58Z,4550000,False,,,0,,C. Braun STEAL (2 STL),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
457,PT03M19.00S,2023-02-08T03:41:10.2Z,3,REGULAR,foul,personal,['2freethrow'],1631169,,,1610612743,103,66,2023-02-08T03:41:17Z,4560000,False,,,0,,J. Minott shooting personal FOUL (1 PF) (Jokic 2 FT),"[1631169, 203999]",1610612750.0,MIN,shooting,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1830.0,1.0,0.0,Jokic,203999.0,,,,,
459,PT03M19.00S,2023-02-08T03:41:37.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203999,,,1610612743,104,66,2023-02-08T03:41:37Z,4580000,False,,,0,,N. Jokic Free Throw 1 of 2 (20 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
460,PT03M19.00S,2023-02-08T03:41:39.1Z,3,REGULAR,substitution,out,[],1629008,,,1610612743,104,66,2023-02-08T03:41:44Z,4590000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M19.00S,2023-02-08T03:41:39.1Z,3,REGULAR,substitution,in,[],202397,,,1610612743,104,66,2023-02-08T03:41:44Z,4600000,False,,,0,,SUB in: I. Smith,[202397],1610612743.0,DEN,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT03M19.00S,2023-02-08T03:41:37.7Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203999,,,1610612743,104,66,2023-02-08T03:42:08Z,4610000,False,,,0,,MISS N. Jokic Free Throw 2 of 2,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
463,PT03M17.00S,2023-02-08T03:41:39.7Z,3,REGULAR,rebound,defensive,[],1631169,,,1610612750,104,66,2023-02-08T03:42:08Z,4620000,False,,,0,,J. Minott REBOUND (Off:0 Def:1),[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,,,,,462.0,,,,,,,,,,,,,,,1.0,1.0,0.0
464,PT03M08.00S,2023-02-08T03:42:15.4Z,3,REGULAR,foul,personal,[],1631128,,,1610612750,104,66,2023-02-08T03:45:46Z,4630000,False,,,0,,C. Braun take personal FOUL (1 PF),"[1631128, 1627854]",1610612743.0,DEN,take,,,Braun,C. Braun,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202027.0,1.0,0.0,Forbes,1627854.0,,,,,
466,PT03M08.00S,2023-02-08T03:42:21.1Z,3,REGULAR,substitution,out,[],203999,,,1610612750,104,66,2023-02-08T03:42:23Z,4650000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT03M08.00S,2023-02-08T03:42:21.1Z,3,REGULAR,substitution,in,[],201145,,,1610612750,104,66,2023-02-08T03:42:23Z,4660000,False,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT03M00.00S,2023-02-08T03:42:42.4Z,3,REGULAR,3pt,Jump Shot,[],1631111,79.31997371879106,7.107843137254902,1610612750,104,66,2023-02-08T03:42:50Z,4670000,False,-214.0,142.0,1,right,MISS W. Moore Jr. 25' 3PT,[1631111],1610612750.0,MIN,,,,Moore Jr.,W. Moore Jr.,,,,,Above the Break 3,24+ Left Center,25.72,Missed,,,,,,,,,,,,,,,,,,
469,PT02M54.00S,2023-02-08T03:42:48.4Z,3,REGULAR,rebound,offensive,[],1630568,,,1610612750,104,66,2023-02-08T03:42:50Z,4680000,False,,,0,,L. Garza REBOUND (Off:3 Def:1),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Left Center,,,468.0,,,,,,,,,,,,,,,4.0,1.0,3.0
470,PT02M54.00S,2023-02-08T03:42:49.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630568,94.40999984741211,50.0,1610612750,104,68,2023-02-08T03:42:55Z,4690000,False,0.0,0.0,1,right,L. Garza putback Layup (10 PTS),[1630568],1610612750.0,MIN,putback,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,10.0,,,,,,,,,,,,,
471,PT02M35.00S,2023-02-08T03:43:07.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202397,7.440867279894875,42.64705882352941,1610612743,104,68,2023-02-08T03:44:10Z,4700000,False,37.0,17.0,1,left,MISS I. Smith reverse Layup,[202397],1610612743.0,DEN,reverse,,,Smith,I. Smith,,,,,Restricted Area,0-8 Center,4.07,Missed,,,,,,,,,,,,,,,,,,
472,PT02M31.00S,2023-02-08T03:43:11.8Z,3,REGULAR,rebound,offensive,[],202397,,,1610612743,104,68,2023-02-08T03:43:14Z,4710000,False,,,0,,I. Smith REBOUND (Off:1 Def:3),[202397],1610612743.0,DEN,,,,Smith,I. Smith,,,,,Restricted Area,0-8 Center,,,471.0,,,,,,,,,,,,,,,4.0,3.0,1.0
473,PT02M31.00S,2023-02-08T03:43:11.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202397,5.590000152587891,50.0,1610612743,106,68,2023-02-08T03:43:17Z,4720000,False,0.0,0.0,1,left,I. Smith tip Layup (4 PTS),[202397],1610612743.0,DEN,tip,,,Smith,I. Smith,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,4.0,,,,,,,,,,,,,
474,PT02M23.00S,2023-02-08T03:43:20.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631169,93.9060446780552,57.107843137254896,1610612750,106,68,2023-02-08T03:45:08Z,4730000,False,36.0,5.0,1,right,MISS J. Minott driving floating bank Shot,[1631169],1610612750.0,MIN,driving floating bank,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,3.58,Missed,,,,,,,,,,,,,,,,,,
475,PT02M22.00S,2023-02-08T03:43:21.3Z,3,REGULAR,rebound,offensive,[],1631169,,,1610612750,106,68,2023-02-08T03:45:08Z,4740000,False,,,0,,J. Minott REBOUND (Off:1 Def:1),[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,,,474.0,,,,,,,,,,,,,,,2.0,1.0,1.0
476,PT02M21.00S,2023-02-08T03:43:22.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631169,92.9862023653088,43.627450980392155,1610612750,106,70,2023-02-08T03:43:37Z,4750000,False,-32.0,13.0,1,right,J. Minott putback Layup (2 PTS),[1631169],1610612750.0,MIN,putback,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,3.46,Made,,,,,2.0,,,,,,,,,,,,,
477,PT01M59.00S,2023-02-08T03:43:43.2Z,3,REGULAR,3pt,Jump Shot,[],201145,26.62614980289093,77.94117647058823,1610612743,106,70,2023-02-08T03:43:48Z,4760000,False,-140.0,198.0,1,left,MISS J. Green 24' 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,24.22,Missed,,,,,,,,,,,,,,,,,,
478,PT01M57.00S,2023-02-08T03:43:45.2Z,3,REGULAR,rebound,defensive,[],1630568,,,1610612750,106,70,2023-02-08T03:43:48Z,4770000,False,,,0,,L. Garza REBOUND (Off:3 Def:2),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Left Center,,,477.0,,,,,,,,,,,,,,,5.0,2.0,3.0
479,PT01M52.00S,2023-02-08T03:43:54.9Z,3,REGULAR,foul,personal,[],202397,,,1610612750,106,70,2023-02-08T03:44:03Z,4780000,False,,,0,,I. Smith personal FOUL (3 PF),"[202397, 1627854]",1610612743.0,DEN,,,,Smith,I. Smith,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1830.0,3.0,0.0,Forbes,1627854.0,,,,,
481,PT01M52.00S,2023-02-08T03:44:27.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,106,70,2023-02-08T03:44:27Z,4800000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT01M52.00S,2023-02-08T03:46:09.8Z,3,REGULAR,substitution,out,[],1628971,,,1610612750,106,70,2023-02-08T03:46:33Z,4810000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT01M52.00S,2023-02-08T03:46:09.8Z,3,REGULAR,substitution,in,[],1628432,,,1610612750,106,70,2023-02-08T03:46:33Z,4820000,False,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT01M41.00S,2023-02-08T03:46:55.2Z,3,REGULAR,2pt,Jump Shot,[],1630346,87.59855453350855,15.931372549019606,1610612750,106,72,2023-02-08T03:47:44Z,4830000,False,-170.0,64.0,1,right,M. Ryan 18' step back Jump Shot (2 PTS) (W. Moore Jr. 1 AST),"[1630346, 1631111]",1610612750.0,MIN,step back,,,Ryan,M. Ryan,,,,,Mid-Range,16-24 Left,18.2,Made,,,,,2.0,W. Moore Jr.,1631111.0,1.0,,,,,,,,,,
487,PT01M19.00S,2023-02-08T03:47:17.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628427,7.046649145860711,55.88235294117647,1610612743,108,72,2023-02-08T03:47:22Z,4850000,False,-29.0,14.0,1,left,V. Cancar driving Layup (4 PTS),[1628427],1610612743.0,DEN,driving,,,Cancar,V. Cancar,,,,,Restricted Area,0-8 Center,3.24,Made,,,,,4.0,,,,,,,,,,,,,
488,PT01M08.00S,2023-02-08T03:47:30.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202397,,,1610612750,108,72,2023-02-08T03:47:52Z,4860000,False,,,0,,I. Smith shooting personal FOUL (4 PF) (Garza 2 FT),"[202397, 1630568]",1610612743.0,DEN,shooting,,,Smith,I. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627963.0,4.0,0.0,Garza,1630568.0,,,,,
490,PT01M08.00S,2023-02-08T03:47:53.6Z,3,REGULAR,freethrow,1 of 2,[],1630568,,,1610612750,108,72,2023-02-08T03:47:53Z,4880000,False,,,0,,MISS L. Garza Free Throw 1 of 2,[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
491,PT01M08.00S,2023-02-08T03:47:53.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,108,72,2023-02-08T03:47:53Z,4890000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,,,
492,PT01M08.00S,2023-02-08T03:48:10.5Z,3,REGULAR,freethrow,2 of 2,[],1630568,,,1610612750,108,73,2023-02-08T03:48:10Z,4900000,False,,,0,,L. Garza Free Throw 2 of 2 (11 PTS),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
493,PT00M56.30S,2023-02-08T03:48:25.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201145,6.1268068331143235,53.67647058823529,1610612743,110,73,2023-02-08T03:48:38Z,4910000,False,-18.0,5.0,1,left,J. Green reverse Layup (4 PTS) (V. Cancar 2 AST),"[201145, 1628427]",1610612743.0,DEN,reverse,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,4.0,V. Cancar,1628427.0,2.0,,,,,,,,,,
495,PT00M37.10S,2023-02-08T03:48:46.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627854,91.5407358738502,65.44117647058823,1610612750,110,73,2023-02-08T03:49:08Z,4930000,False,77.0,27.0,1,right,MISS B. Forbes 8' driving floating Shot,[1627854],1610612750.0,MIN,driving floating,,,Forbes,B. Forbes,,,,,In The Paint (Non-RA),8-16 Right,8.18,Missed,,,,,,,,,,,,,,,,,,
496,PT00M36.00S,2023-02-08T03:48:47.3Z,3,REGULAR,rebound,offensive,[],1630568,,,1610612750,110,73,2023-02-08T03:49:08Z,4940000,False,,,0,,L. Garza REBOUND (Off:4 Def:2),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,In The Paint (Non-RA),8-16 Right,,,495.0,,,,,,,,,,,,,,,6.0,2.0,4.0
497,PT00M36.00S,2023-02-08T03:48:49.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628432,,,1610612750,110,73,2023-02-08T03:49:01Z,4950000,False,,,0,,D. Reed shooting personal FOUL (1 PF) (Garza 2 FT),"[1628432, 1630568]",1610612743.0,DEN,shooting,,,Reed,D. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1830.0,1.0,0.0,Garza,1630568.0,,,,,
499,PT00M36.00S,2023-02-08T03:49:15.5Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630568,,,1610612750,110,74,2023-02-08T03:49:15Z,4970000,False,,,0,,L. Garza Free Throw 1 of 2 (12 PTS),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
500,PT00M36.00S,2023-02-08T03:49:26.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630568,,,1610612750,110,75,2023-02-08T03:49:26Z,4980000,False,,,0,,L. Garza Free Throw 2 of 2 (13 PTS),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
501,PT00M32.00S,2023-02-08T03:49:34.1Z,3,REGULAR,3pt,Jump Shot,[],1628427,29.517082785808146,20.588235294117645,1610612743,110,75,2023-02-08T03:49:45Z,4990000,False,147.0,225.0,1,left,MISS V. Cancar 26' pullup 3PT,[1628427],1610612743.0,DEN,pullup,,,Cancar,V. Cancar,,,,,Above the Break 3,24+ Right Center,26.88,Missed,,,,,,,,,,,,,,,,,,
502,PT00M28.60S,2023-02-08T03:49:37.5Z,3,REGULAR,rebound,defensive,[],1631111,,,1610612750,110,75,2023-02-08T03:49:45Z,5000000,False,,,0,,W. Moore Jr. REBOUND (Off:0 Def:2),[1631111],1610612750.0,MIN,,,,Moore Jr.,W. Moore Jr.,,,,,Above the Break 3,24+ Right Center,,,501.0,,,,,,,,,,,,,,,2.0,2.0,0.0
503,PT00M14.20S,2023-02-08T03:49:51.9Z,3,REGULAR,3pt,Jump Shot,[],1630346,77.34888304862024,8.823529411764707,1610612750,110,75,2023-02-08T03:49:56Z,5010000,False,-206.0,160.0,1,right,MISS M. Ryan 26' 3PT,[1630346],1610612750.0,MIN,,,,Ryan,M. Ryan,,,,,Above the Break 3,24+ Left Center,26.1,Missed,,,,,,,,,,,,,,,,,,
504,PT00M11.70S,2023-02-08T03:49:54.4Z,3,REGULAR,rebound,defensive,[],1628432,,,1610612743,110,75,2023-02-08T03:49:54Z,5020000,False,,,0,,D. Reed REBOUND (Off:0 Def:1),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,Above the Break 3,24+ Left Center,,,503.0,,,,,,,,,,,,,,,1.0,1.0,0.0
505,PT00M00.00S,2023-02-08T03:50:17.2Z,3,REGULAR,period,end,[],0,,,1610612743,110,75,2023-02-08T03:50:17Z,5030000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2023-02-08T03:52:25.8Z,4,REGULAR,substitution,out,['startperiod'],1630568,,,1610612743,110,75,2023-02-08T03:52:50Z,5040000,False,,,0,,SUB out: L. Garza,[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2023-02-08T03:52:25.8Z,4,REGULAR,substitution,in,['startperiod'],1630233,,,1610612743,110,75,2023-02-08T03:52:50Z,5050000,False,,,0,,SUB in: N. Knight,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2023-02-08T03:52:57.2Z,4,REGULAR,period,start,[],0,,,1610612743,110,75,2023-02-08T03:52:57Z,5060000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT11M42.00S,2023-02-08T03:53:14.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201145,6.652431011826544,55.63725490196079,1610612743,110,75,2023-02-08T03:53:20Z,5070000,False,-28.0,10.0,1,left,MISS J. Green reverse Layup - blocked,"[201145, 1631169]",1610612743.0,DEN,reverse,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,Minott,1631169.0,,,
510,PT11M42.00S,2023-02-08T03:53:14.3Z,4,REGULAR,block,,[],1631169,,,1610612743,110,75,2023-02-08T03:53:16Z,5080000,False,,,0,,J. Minott BLOCK (1 BLK),[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
511,PT11M40.00S,2023-02-08T03:53:16.3Z,4,REGULAR,rebound,defensive,[],1631169,,,1610612750,110,75,2023-02-08T03:53:20Z,5090000,False,,,0,,J. Minott REBOUND (Off:1 Def:2),[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,,,509.0,,,,,,,,,,,,,,,3.0,2.0,1.0
512,PT11M31.00S,2023-02-08T03:53:24.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631111,88.64980289093299,56.86274509803921,1610612750,110,77,2023-02-08T03:54:57Z,5100000,False,34.0,54.0,1,right,W. Moore Jr. 6' floating Jump Shot (2 PTS),[1631111],1610612750.0,MIN,floating,,,Moore Jr.,W. Moore Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.41,Made,,,,,2.0,,,,,,,,,,,,,
513,PT11M10.00S,2023-02-08T03:53:46.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631128,7.178055190538765,50.49019607843137,1610612743,112,77,2023-02-08T03:53:51Z,5110000,False,-2.0,15.0,1,left,C. Braun cutting DUNK (6 PTS) (J. Green 2 AST),"[1631128, 201145]",1610612743.0,DEN,cutting,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,6.0,J. Green,201145.0,2.0,,,,,,,,,,
515,PT10M52.00S,2023-02-08T03:54:06.3Z,4,REGULAR,foul,personal,['2freethrow'],1628432,,,1610612750,112,77,2023-02-08T03:54:23Z,5130000,False,,,0,,D. Reed shooting personal FOUL (2 PF) (Knight 2 FT),"[1628432, 1630233]",1610612743.0,DEN,shooting,,,Reed,D. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1830.0,2.0,0.0,Knight,1630233.0,,,,,
517,PT10M52.00S,2023-02-08T03:54:31.6Z,4,REGULAR,freethrow,1 of 2,[],1630233,,,1610612750,112,78,2023-02-08T03:54:48Z,5150000,False,,,0,,N. Knight Free Throw 1 of 2 (1 PTS),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
