actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
352,PT08M08.00S,2022-11-06T02:26:17.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,81,59,2022-11-06T02:26:17Z,3510000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT07M47.00S,2022-11-06T02:29:28.1Z,3,REGULAR,turnover,lost ball,[],1627751,,,1610612759,81,59,2022-11-06T02:29:32Z,3520000,,,0,,J. Poeltl lost ball TURNOVER (1 TO),"[1627751, 203484]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,1.0,Caldwell-Pope,203484.0
354,PT07M47.00S,2022-11-06T02:29:28.1Z,3,REGULAR,steal,,[],203484,,,1610612743,81,59,2022-11-06T02:29:29Z,3530000,,,0,,K. Caldwell-Pope STEAL (4 STL),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
355,PT07M43.00S,2022-11-06T02:29:32.4Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629008,23.47240473061761,10.53921568627451,1610612743,84,59,2022-11-06T02:30:09Z,3540000,197.0,168.0,1,left,M. Porter Jr. 25' 3PT running (13 PTS) (N. Jokic 9 AST),"[1629008, 203999]",1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,25.92,Made,13.0,N. Jokic,203999.0,9.0,,,,,,,,,,,,,,
357,PT07M28.00S,2022-11-06T02:29:46.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,86.28449408672799,51.470588235294116,1610612759,84,59,2022-11-06T02:30:05Z,3560000,7.0,76.0,1,right,MISS T. Jones 7' driving floating Shot,[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,7.68,Missed,,,,,,,,,,,,,,,,,,
358,PT07M25.00S,2022-11-06T02:29:49.6Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,84,59,2022-11-06T02:30:05Z,3570000,,,0,,M. Porter Jr. REBOUND (Off:0 Def:7),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,357.0,7.0,7.0,0.0,,,,,
359,PT07M12.00S,2022-11-06T02:30:03.2Z,3,REGULAR,3pt,Jump Shot,[],1627750,31.35676741130092,31.862745098039213,1610612743,84,59,2022-11-06T02:30:07Z,3580000,91.0,242.0,1,left,MISS J. Murray 25' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,25.87,Missed,,,,,,,,,,,,,,,,,,
360,PT07M09.00S,2022-11-06T02:30:06.2Z,3,REGULAR,rebound,offensive,[],203932,,,1610612743,84,59,2022-11-06T02:30:07Z,3590000,,,0,,A. Gordon REBOUND (Off:2 Def:4),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,359.0,6.0,4.0,2.0,,,,,
361,PT06M54.00S,2022-11-06T02:30:20.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629008,6.521024967148489,45.83333333333333,1610612743,86,59,2022-11-06T02:30:24Z,3600000,21.0,9.0,1,left,M. Porter Jr. Layup (15 PTS) (N. Jokic 10 AST),"[1629008, 203999]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,2.26,Made,15.0,N. Jokic,203999.0,10.0,,,,,,,,,,,,,,
363,PT06M42.00S,2022-11-06T02:30:32.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,82.07950065703022,36.27450980392157,1610612759,86,59,2022-11-06T02:31:28Z,3620000,-69.0,116.0,1,right,MISS K. Johnson 13' driving floating Shot,[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,13.48,Missed,,,,,,,,,,,,,,,,,,
364,PT06M41.00S,2022-11-06T02:30:33.7Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,86,59,2022-11-06T02:30:36Z,3630000,,,0,,N. Jokic REBOUND (Off:0 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,363.0,5.0,5.0,0.0,,,,,
365,PT06M34.00S,2022-11-06T02:30:40.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627750,10.068988173455978,50.49019607843137,1610612743,86,59,2022-11-06T02:30:48Z,3640000,-2.0,42.0,1,left,MISS J. Murray running finger roll Layup,[1627750],1610612743.0,DEN,running finger roll,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,4.22,Missed,,,,,,,,,,,,,,,,,,
366,PT06M32.00S,2022-11-06T02:30:43.5Z,3,REGULAR,rebound,offensive,[],1629008,,,1610612743,86,59,2022-11-06T02:30:43Z,3650000,,,0,,M. Porter Jr. REBOUND (Off:1 Def:7),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,365.0,8.0,7.0,1.0,,,,,
367,PT06M18.00S,2022-11-06T02:30:57.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627750,19.530223390275953,84.31372549019608,1610612743,86,59,2022-11-06T02:31:05Z,3660000,-172.0,131.0,1,left,MISS J. Murray 21' step back Shot,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left Center,21.59,Missed,,,,,,,,,,,,,,,,,,
368,PT06M14.00S,2022-11-06T02:31:00.6Z,3,REGULAR,rebound,defensive,[],1631110,,,1610612759,86,59,2022-11-06T02:31:00Z,3670000,,,0,,J. Sochan REBOUND (Off:1 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,367.0,2.0,1.0,1.0,,,,,
369,PT06M05.00S,2022-11-06T02:31:12.6Z,3,REGULAR,foul,personal,['2freethrow'],203484,,,1610612759,86,59,2022-11-06T02:31:21Z,3680000,,,0,,K. Caldwell-Pope shooting personal FOUL (3 PF) (Johnson 2 FT),"[203484, 1629640]",1610612743.0,DEN,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1151.0,3.0,0.0,Johnson,1629640.0,,,,,,,,,
371,PT06M05.00S,2022-11-06T02:31:34.5Z,3,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,86,60,2022-11-06T02:31:34Z,3700000,,,0,,K. Johnson Free Throw 1 of 2 (15 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
372,PT06M05.00S,2022-11-06T02:31:35.1Z,3,REGULAR,substitution,out,[],1629008,,,1610612759,86,60,2022-11-06T02:31:48Z,3710000,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT06M05.00S,2022-11-06T02:31:35.1Z,3,REGULAR,substitution,out,[],1631110,,,1610612759,86,60,2022-11-06T02:31:48Z,3720000,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT06M05.00S,2022-11-06T02:31:35.1Z,3,REGULAR,substitution,out,[],1631103,,,1610612759,86,60,2022-11-06T02:31:48Z,3730000,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT06M05.00S,2022-11-06T02:31:35.1Z,3,REGULAR,substitution,out,[],1627751,,,1610612759,86,60,2022-11-06T02:31:48Z,3740000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT06M05.00S,2022-11-06T02:31:35.1Z,3,REGULAR,substitution,in,[],1628971,,,1610612759,86,60,2022-11-06T02:31:48Z,3750000,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT06M05.00S,2022-11-06T02:31:35.1Z,3,REGULAR,substitution,in,[],1630170,,,1610612759,86,60,2022-11-06T02:31:48Z,3760000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT06M05.00S,2022-11-06T02:31:35.1Z,3,REGULAR,substitution,in,[],1628966,,,1610612759,86,60,2022-11-06T02:31:48Z,3770000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT06M05.00S,2022-11-06T02:31:35.1Z,3,REGULAR,substitution,in,[],203476,,,1610612759,86,60,2022-11-06T02:31:48Z,3780000,,,0,,SUB in: G. Dieng,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT06M05.00S,2022-11-06T02:31:57.3Z,3,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,86,61,2022-11-06T02:31:57Z,3790000,,,0,,K. Johnson Free Throw 2 of 2 (16 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
381,PT05M56.00S,2022-11-06T02:32:09.6Z,3,REGULAR,3pt,Jump Shot,[],203999,32.802233902759525,49.50980392156863,1610612743,89,61,2022-11-06T02:32:15Z,3800000,2.0,256.0,1,left,N. Jokic 25' 3PT  (19 PTS) (J. Murray 8 AST),"[203999, 1627750]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,25.58,Made,19.0,J. Murray,1627750.0,8.0,,,,,,,,,,,,,,
382,PT05M36.00S,2022-11-06T02:32:31.4Z,3,REGULAR,turnover,out-of-bounds,[],203476,,,1610612759,89,61,2022-11-06T04:39:43Z,3810000,,,0,,G. Dieng bad pass out-of-bounds TURNOVER (3 TO),[203476],1610612759.0,SAS,bad pass,,,Dieng,G. Dieng,,,,,Mid-Range,16-24 Left,,,,,,,202035.0,,,,,,,,,,,3.0,,
383,PT05M31.00S,2022-11-06T02:32:40.1Z,3,REGULAR,turnover,bad pass,[],203999,,,1610612743,89,61,2022-11-06T02:32:46Z,3820000,,,0,,N. Jokic bad pass TURNOVER (4 TO),"[203999, 1628966]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,4.0,Bates-Diop,1628966.0
384,PT05M31.00S,2022-11-06T02:32:40.1Z,3,REGULAR,steal,,[],1628966,,,1610612759,89,61,2022-11-06T02:32:43Z,3830000,,,0,,K. Bates-Diop STEAL (1 STL),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
385,PT05M26.00S,2022-11-06T02:32:44.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630200,92.59198423127464,44.36274509803921,1610612759,89,61,2022-11-06T02:47:46Z,3840000,-28.0,17.0,1,right,MISS T. Jones running Layup,[1630200],1610612759.0,SAS,running,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,3.3,Missed,,,,,,,,,,,,,,,,,,
386,PT05M25.00S,2022-11-06T02:32:45.5Z,3,REGULAR,rebound,offensive,[],1628966,,,1610612759,89,61,2022-11-06T02:47:46Z,3850000,,,0,,K. Bates-Diop REBOUND (Off:2 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,385.0,3.0,1.0,2.0,,,,,
387,PT05M25.00S,2022-11-06T02:32:48.3Z,3,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612759,89,61,2022-11-06T02:33:08Z,3860000,,,0,,B. Brown shooting personal FOUL (1 PF) (Bates-Diop 2 FT),"[1628971, 1628966]",1610612743.0,DEN,shooting,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,,1151.0,1.0,0.0,Bates-Diop,1628966.0,,,,,,,,,
389,PT05M25.00S,2022-11-06T02:32:48.4Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628966,,,1610612759,89,62,2022-11-06T02:33:35Z,3880000,,,0,,K. Bates-Diop Free Throw 1 of 2 (3 PTS),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
390,PT05M25.00S,2022-11-06T02:32:48.4Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628966,,,1610612759,89,63,2022-11-06T02:33:35Z,3890000,,,0,,K. Bates-Diop Free Throw 2 of 2 (4 PTS),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
391,PT05M25.00S,2022-11-06T02:33:37.1Z,3,REGULAR,substitution,out,[],1630200,,,1610612743,89,63,2022-11-06T02:33:43Z,3900000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT05M25.00S,2022-11-06T02:33:37.1Z,3,REGULAR,substitution,in,[],1626196,,,1610612743,89,63,2022-11-06T02:33:43Z,3910000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT05M20.00S,2022-11-06T02:33:59.3Z,3,REGULAR,foul,personal,[],1630170,,,1610612743,89,63,2022-11-06T02:35:01Z,3920000,,,0,,D. Vassell personal FOUL (1 PF),"[1630170, 203999]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left Center,,,,,,,1151.0,1.0,0.0,Jokic,203999.0,,,,,,,,,
395,PT05M20.00S,2022-11-06T02:34:14.3Z,3,REGULAR,timeout,full,['team'],0,,,1610612743,89,63,2022-11-06T02:34:14Z,3940000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT05M14.00S,2022-11-06T02:35:28.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,11.383048620236531,52.69607843137255,1610612743,91,63,2022-11-06T02:35:33Z,3950000,-13.0,55.0,1,left,N. Jokic floating Jump Shot (21 PTS) (J. Murray 9 AST),"[203999, 1627750]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,5.61,Made,21.0,J. Murray,1627750.0,9.0,,,,,,,,,,,,,,
398,PT04M59.00S,2022-11-06T02:35:42.6Z,3,REGULAR,turnover,bad pass,[],1629640,,,1610612759,91,63,2022-11-06T02:35:46Z,3970000,,,0,,K. Johnson bad pass TURNOVER (3 TO),"[1629640, 1628971]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,3.0,Brown,1628971.0
399,PT04M59.00S,2022-11-06T02:35:42.6Z,3,REGULAR,steal,,[],1628971,,,1610612743,91,63,2022-11-06T02:35:44Z,3980000,,,0,,B. Brown STEAL (1 STL),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
400,PT04M37.00S,2022-11-06T02:36:07.2Z,3,REGULAR,turnover,out-of-bounds,[],1627750,,,1610612743,91,63,2022-11-06T02:36:11Z,3990000,,,0,,J. Murray bad pass out-of-bounds TURNOVER (1 TO),[1627750],1610612743.0,DEN,bad pass,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,,,,,,,202049.0,,,,,,,,,,,1.0,,
401,PT04M37.00S,2022-11-06T02:36:09.3Z,3,REGULAR,substitution,out,[],1627750,,,1610612759,91,63,2022-11-06T02:36:20Z,4000000,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT04M37.00S,2022-11-06T02:36:09.3Z,3,REGULAR,substitution,out,[],203932,,,1610612759,91,63,2022-11-06T02:36:20Z,4010000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT04M37.00S,2022-11-06T02:36:09.3Z,3,REGULAR,substitution,in,[],1630538,,,1610612759,91,63,2022-11-06T02:36:20Z,4020000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT04M37.00S,2022-11-06T02:36:09.3Z,3,REGULAR,substitution,in,[],201145,,,1610612759,91,63,2022-11-06T02:36:20Z,4030000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT04M24.00S,2022-11-06T02:36:36.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203476,93.24901445466492,43.627450980392155,1610612759,91,65,2022-11-06T02:36:40Z,4040000,-32.0,11.0,1,right,G. Dieng Layup (5 PTS) (D. Vassell 3 AST),"[203476, 1630170]",1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Restricted Area,0-8 Center,3.37,Made,5.0,D. Vassell,1630170.0,3.0,,,,,,,,,,,,,,
407,PT04M14.00S,2022-11-06T02:36:46.3Z,3,REGULAR,2pt,Jump Shot,[],1630538,23.73521681997372,59.068627450980394,1610612743,91,65,2022-11-06T02:36:50Z,4060000,-45.0,171.0,1,left,MISS B. Hyland 17' pullup Shot,[1630538],1610612743.0,DEN,pullup,,,Hyland,B. Hyland,,,,,Mid-Range,16-24 Center,17.65,Missed,,,,,,,,,,,,,,,,,,
408,PT04M11.00S,2022-11-06T02:36:49.1Z,3,REGULAR,rebound,offensive,[],201145,,,1610612743,91,65,2022-11-06T02:36:49Z,4070000,,,0,,J. Green REBOUND (Off:2 Def:1),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,407.0,3.0,1.0,2.0,,,,,
409,PT04M11.00S,2022-11-06T02:36:50.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201145,9.149145860709593,48.77450980392157,1610612743,91,65,2022-11-06T02:36:56Z,4080000,6.0,34.0,1,left,MISS J. Green putback Layup,[201145],1610612743.0,DEN,putback,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.41,Missed,,,,,,,,,,,,,,,,,,
410,PT04M11.00S,2022-11-06T02:36:50.0Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,91,65,2022-11-06T02:39:04Z,4090000,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,409.0,1.0,1.0,0.0,,,,,
413,PT04M00.00S,2022-11-06T02:37:00.6Z,3,REGULAR,3pt,Jump Shot,[],1628966,93.9060446780552,3.9215686274509802,1610612759,91,65,2022-11-06T02:37:06Z,4120000,-230.0,5.0,1,right,MISS K. Bates-Diop 3PT,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Left Corner 3,24+ Left,23.04,Missed,,,,,,,,,,,,,,,,,,
414,PT03M57.00S,2022-11-06T02:37:03.6Z,3,REGULAR,rebound,defensive,[],203484,,,1610612743,91,65,2022-11-06T02:37:06Z,4130000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,413.0,1.0,1.0,0.0,,,,,
415,PT03M53.00S,2022-11-06T02:37:07.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630538,34.11629434954008,54.65686274509803,1610612743,91,65,2022-11-06T02:37:13Z,4140000,-23.0,268.0,1,left,MISS B. Hyland 26' step back 3PT,[1630538],1610612743.0,DEN,step back,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Center,26.92,Missed,,,,,,,,,,,,,,,,,,
416,PT03M51.00S,2022-11-06T02:37:09.2Z,3,REGULAR,rebound,defensive,[],1630170,,,1610612759,91,65,2022-11-06T02:37:13Z,4150000,,,0,,D. Vassell REBOUND (Off:0 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,415.0,3.0,3.0,0.0,,,,,
417,PT03M44.00S,2022-11-06T02:37:16.9Z,3,REGULAR,3pt,Jump Shot,[],1629640,66.17936925098554,31.127450980392158,1610612759,91,68,2022-11-06T02:37:22Z,4160000,-94.0,265.0,1,right,K. Johnson 28' 3PT  (19 PTS) (D. Vassell 4 AST),"[1629640, 1630170]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,28.17,Made,19.0,D. Vassell,1630170.0,4.0,,,,,,,,,,,,,,
420,PT03M23.00S,2022-11-06T02:37:40.2Z,3,REGULAR,substitution,out,[],1628966,,,1610612743,91,68,2022-11-06T02:38:02Z,4190000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT03M23.00S,2022-11-06T02:37:40.2Z,3,REGULAR,substitution,out,[],203476,,,1610612743,91,68,2022-11-06T02:38:02Z,4200000,,,0,,SUB out: G. Dieng,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT03M23.00S,2022-11-06T02:37:40.2Z,3,REGULAR,substitution,in,[],1627751,,,1610612743,91,68,2022-11-06T02:38:02Z,4210000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT03M23.00S,2022-11-06T02:37:40.2Z,3,REGULAR,substitution,in,[],203926,,,1610612743,91,68,2022-11-06T02:38:02Z,4220000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT03M15.00S,2022-11-06T02:38:06.1Z,3,REGULAR,3pt,Jump Shot,[],203484,27.020367936925098,78.18627450980392,1610612743,91,68,2022-11-06T02:38:11Z,4230000,-141.0,201.0,1,left,MISS K. Caldwell-Pope 24' step back 3PT,[203484],1610612743.0,DEN,step back,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,24.59,Missed,,,,,,,,,,,,,,,,,,
425,PT03M11.00S,2022-11-06T02:38:10.1Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,91,68,2022-11-06T02:38:11Z,4240000,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,424.0,2.0,2.0,0.0,,,,,
426,PT03M03.00S,2022-11-06T02:38:17.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203926,93.11760840998686,55.392156862745104,1610612759,91,68,2022-11-06T02:38:22Z,4250000,27.0,12.0,1,right,MISS D. McDermott driving reverse Layup,[203926],1610612759.0,SAS,driving reverse,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,2.96,Missed,,,,,,,,,,,,,,,,,,
427,PT03M01.00S,2022-11-06T02:38:19.8Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,91,68,2022-11-06T02:38:22Z,4260000,,,0,,N. Jokic REBOUND (Off:0 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,426.0,6.0,6.0,0.0,,,,,
428,PT02M55.00S,2022-11-06T02:38:25.1Z,3,REGULAR,3pt,Jump Shot,[],1630538,9.411957950065702,3.9215686274509802,1610612743,94,68,2022-11-06T02:38:30Z,4270000,230.0,36.0,1,left,B. Hyland 3PT  (10 PTS) (K. Caldwell-Pope 3 AST),"[1630538, 203484]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Right Corner 3,24+ Right,23.32,Made,10.0,K. Caldwell-Pope,203484.0,3.0,,,,,,,,,,,,,,
430,PT02M43.00S,2022-11-06T02:38:37.1Z,3,REGULAR,3pt,Jump Shot,[],1629640,71.04139290407359,18.627450980392158,1610612759,94,68,2022-11-06T02:38:42Z,4290000,-157.0,220.0,1,right,MISS K. Johnson 27' pullup 3PT,[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,27.0,Missed,,,,,,,,,,,,,,,,,,
431,PT02M40.00S,2022-11-06T02:38:40.1Z,3,REGULAR,rebound,defensive,[],1630538,,,1610612743,94,68,2022-11-06T02:38:42Z,4300000,,,0,,B. Hyland REBOUND (Off:1 Def:2),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,430.0,3.0,2.0,1.0,,,,,
432,PT02M29.00S,2022-11-06T02:38:53.7Z,3,REGULAR,foul,personal,['2freethrow'],203926,,,1610612743,94,68,2022-11-06T02:39:09Z,4310000,,,0,,D. McDermott shooting personal FOUL (1 PF) (Caldwell-Pope 2 FT),"[203926, 203484]",1610612759.0,SAS,shooting,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,,,,,202049.0,1.0,0.0,Caldwell-Pope,203484.0,,,,,,,,,
434,PT02M29.00S,2022-11-06T02:39:23.3Z,3,REGULAR,freethrow,1 of 2,[],203484,,,1610612743,94,68,2022-11-06T02:39:23Z,4330000,,,0,,MISS K. Caldwell-Pope Free Throw 1 of 2,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
435,PT02M29.00S,2022-11-06T02:39:23.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,94,68,2022-11-06T02:39:23Z,4340000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,434.0,,,,,,,,
