actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
257,PT07M12.00S,2023-03-04T03:57:29.3Z,2,REGULAR,substitution,in,[],1628415,,,1610612743,29,36,2023-03-04T03:57:42Z,2550000,False,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M52.00S,2023-03-04T03:58:12.4Z,2,REGULAR,3pt,Jump Shot,[],203932,8.492115637319317,96.81372549019608,1610612743,29,36,2023-03-04T03:58:16Z,2560000,False,-234.0,27.0,1,left,MISS A. Gordon 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Left Corner 3,24+ Left,23.57,Missed,,,,,,,,,,,,,,,,,,
259,PT06M49.00S,2023-03-04T03:58:15.4Z,2,REGULAR,rebound,defensive,[],1628415,,,1610612763,29,36,2023-03-04T03:58:16Z,2570000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Left Corner 3,24+ Left,,,,258.0,1.0,1.0,0.0,,,,,,,,,,,,,
260,PT06M40.00S,2023-03-04T03:58:23.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,90.75229960578186,41.911764705882355,1610612763,29,38,2023-03-04T03:58:26Z,2580000,False,-40.0,34.0,1,right,J. Jackson Jr. Layup (7 PTS) (J. Morant 4 AST),"[1628991, 1629630]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.31,Made,7.0,,,,,,,,J. Morant,1629630.0,4.0,,,,,,,
262,PT06M27.00S,2023-03-04T03:58:39.4Z,2,REGULAR,foul,personal,['2freethrow'],1628379,,,1610612743,29,38,2023-03-04T03:58:49Z,2600000,False,,,0,,L. Kennard shooting personal FOUL (2 PF) (Porter Jr. 2 FT),"[1628379, 1629008]",1610612763.0,MEM,shooting,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,201638.0,2.0,0.0,Porter Jr.,1629008.0
264,PT06M27.00S,2023-03-04T03:59:04.7Z,2,REGULAR,freethrow,1 of 2,[],1629008,,,1610612743,30,38,2023-03-04T03:59:04Z,2620000,False,,,0,,M. Porter Jr. Free Throw 1 of 2 (7 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
265,PT06M27.00S,2023-03-04T03:59:05.1Z,2,REGULAR,substitution,out,[],1628991,,,1610612743,30,38,2023-03-04T03:59:13Z,2630000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M27.00S,2023-03-04T03:59:05.1Z,2,REGULAR,substitution,in,[],1630214,,,1610612743,30,38,2023-03-04T03:59:13Z,2640000,False,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M27.00S,2023-03-04T03:59:24.1Z,2,REGULAR,freethrow,2 of 2,[],1629008,,,1610612743,31,38,2023-03-04T03:59:24Z,2650000,False,,,0,,M. Porter Jr. Free Throw 2 of 2 (8 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
269,PT06M03.00S,2023-03-04T04:00:12.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628379,92.59198423127464,39.950980392156865,1610612763,31,38,2023-03-04T04:00:17Z,2670000,False,-50.0,17.0,1,right,MISS L. Kennard reverse Layup,[1628379],1610612763.0,MEM,reverse,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),0-8 Center,5.3,Missed,,,,,,,,,,,,,,,,,,
270,PT06M02.00S,2023-03-04T04:00:13.0Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,31,38,2023-03-04T04:00:17Z,2680000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,269.0,3.0,3.0,0.0,,,,,,,,,,,,,
271,PT05M58.00S,2023-03-04T04:00:17.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628971,6.258212877792378,52.450980392156865,1610612743,33,38,2023-03-04T04:00:29Z,2690000,False,-12.0,6.0,1,left,B. Brown running alley-oop DUNK (6 PTS) (K. Caldwell-Pope 3 AST),"[1628971, 203484]",1610612743.0,DEN,running alley-oop,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,1.38,Made,6.0,,,,,,,,K. Caldwell-Pope,203484.0,3.0,,,,,,,
273,PT05M34.00S,2023-03-04T04:00:42.0Z,2,REGULAR,3pt,Jump Shot,[],1629630,91.93495400788436,97.30392156862744,1610612763,33,38,2023-03-04T04:00:46Z,2710000,False,237.0,23.0,1,right,MISS J. Morant 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Right Corner 3,24+ Right,23.76,Missed,,,,,,,,,,,,,,,,,,
274,PT05M30.00S,2023-03-04T04:00:46.0Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,33,38,2023-03-04T04:00:46Z,2720000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:4),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Right Corner 3,24+ Right,,,,273.0,4.0,4.0,0.0,,,,,,,,,,,,,
275,PT05M21.00S,2023-03-04T04:00:54.4Z,2,REGULAR,3pt,Jump Shot,[],203484,8.492115637319317,3.9215686274509802,1610612743,33,38,2023-03-04T04:00:59Z,2730000,False,230.0,27.0,1,left,MISS K. Caldwell-Pope 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,23.2,Missed,,,,,,,,,,,,,,,,,,
276,PT05M18.00S,2023-03-04T04:00:57.4Z,2,REGULAR,rebound,defensive,[],1628415,,,1610612763,33,38,2023-03-04T04:00:59Z,2740000,False,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Right Corner 3,24+ Right,,,,275.0,2.0,2.0,0.0,,,,,,,,,,,,,
277,PT05M02.00S,2023-03-04T04:01:16.1Z,2,REGULAR,foul,personal,['2freethrow'],203932,,,1610612763,33,38,2023-03-04T04:01:26Z,2750000,False,,,0,,A. Gordon shooting personal FOUL (2 PF) (Morant 2 FT),"[203932, 1629630]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,203592.0,2.0,0.0,Morant,1629630.0
279,PT05M02.00S,2023-03-04T04:01:41.5Z,2,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,33,39,2023-03-04T04:01:41Z,2770000,False,,,0,,J. Morant Free Throw 1 of 2 (13 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
280,PT05M02.00S,2023-03-04T04:01:55.8Z,2,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,33,40,2023-03-04T04:01:55Z,2780000,False,,,0,,J. Morant Free Throw 2 of 2 (14 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
281,PT04M50.00S,2023-03-04T04:02:12.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,12.040078843626807,38.48039215686275,1610612743,35,40,2023-03-04T04:02:19Z,2790000,False,58.0,61.0,1,left,B. Brown 8' turnaround Jump Shot (8 PTS) (N. Jokic 5 AST),"[1628971, 203999]",1610612743.0,DEN,turnaround,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Right,8.37,Made,8.0,,,,,,,,N. Jokic,203999.0,5.0,,,,,,,
283,PT04M37.00S,2023-03-04T04:02:24.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,86.67871222076215,40.44117647058824,1610612763,35,42,2023-03-04T04:04:45Z,2810000,False,-48.0,73.0,1,right,X. Tillman 8' floating Jump Shot (5 PTS) (J. Morant 5 AST),"[1630214, 1629630]",1610612763.0,MEM,floating,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Left,8.7,Made,5.0,,,,,,,,J. Morant,1629630.0,5.0,,,,,,,
285,PT04M23.00S,2023-03-04T04:02:39.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203999,11.777266754270697,44.11764705882353,1610612743,37,42,2023-03-04T04:05:10Z,2830000,False,29.0,58.0,1,left,N. Jokic 6' turnaround Hook (12 PTS) (K. Caldwell-Pope 4 AST),"[203999, 203484]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,6.52,Made,12.0,,,,,,,,K. Caldwell-Pope,203484.0,4.0,,,,,,,
287,PT04M06.00S,2023-03-04T04:02:56.1Z,2,REGULAR,3pt,Jump Shot,[],1628379,74.32654402102497,84.06862745098039,1610612763,37,45,2023-03-04T04:02:59Z,2850000,False,170.0,189.0,1,right,L. Kennard 25' 3PT  (6 PTS) (X. Tillman 3 AST),"[1628379, 1630214]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,25.43,Made,6.0,,,,,,,,X. Tillman,1630214.0,3.0,,,,,,,
289,PT03M50.00S,2023-03-04T04:03:11.1Z,2,REGULAR,3pt,Jump Shot,[],1629008,5.863994743758213,95.09803921568627,1610612743,37,45,2023-03-04T04:03:15Z,2870000,False,-225.0,3.0,1,left,MISS M. Porter Jr. 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,22.55,Missed,,,,,,,,,,,,,,,,,,
290,PT03M50.00S,2023-03-04T04:03:11.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,37,45,2023-03-04T04:03:15Z,2880000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Left Corner 3,24+ Left,,,,289.0,,,,,,,,,,,,,,,,
292,PT03M37.00S,2023-03-04T04:03:43.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203484,,,1610612763,37,45,2023-03-04T04:03:56Z,2900000,False,,,0,,K. Caldwell-Pope personal FOUL (1 PF) (Morant 2 FT),"[203484, 1629630]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,201638.0,1.0,0.0,Morant,1629630.0
294,PT03M37.00S,2023-03-04T04:04:19.1Z,2,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,37,46,2023-03-04T04:04:19Z,2920000,False,,,0,,J. Morant Free Throw 1 of 2 (15 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
295,PT03M37.00S,2023-03-04T04:04:33.5Z,2,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,37,47,2023-03-04T04:04:33Z,2930000,False,,,0,,J. Morant Free Throw 2 of 2 (16 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
296,PT03M24.00S,2023-03-04T04:04:47.0Z,2,REGULAR,3pt,Jump Shot,[],1628971,31.61957950065703,60.5392156862745,1610612743,40,47,2023-03-04T04:04:51Z,2940000,False,-53.0,245.0,1,left,B. Brown 25' 3PT  (11 PTS) (N. Jokic 6 AST),"[1628971, 203999]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Center,25.03,Made,11.0,,,,,,,,N. Jokic,203999.0,6.0,,,,,,,
298,PT03M02.00S,2023-03-04T04:05:09.2Z,2,REGULAR,3pt,Jump Shot,[],1628379,91.5407358738502,95.34313725490196,1610612763,40,47,2023-03-04T04:05:15Z,2960000,False,227.0,27.0,1,right,MISS L. Kennard 3PT,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Right Corner 3,24+ Right,22.83,Missed,,,,,,,,,,,,,,,,,,
299,PT02M59.00S,2023-03-04T04:05:12.2Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,40,47,2023-03-04T04:05:15Z,2970000,False,,,0,,N. Jokic REBOUND (Off:0 Def:9),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Right Corner 3,24+ Right,,,,298.0,9.0,9.0,0.0,,,,,,,,,,,,,
300,PT02M53.00S,2023-03-04T04:05:21.0Z,2,REGULAR,foul,personal,['2freethrow'],1630214,,,1610612743,40,47,2023-03-04T04:05:33Z,2980000,False,,,0,,X. Tillman shooting personal FOUL (2 PF) (Caldwell-Pope 2 FT),"[1630214, 203484]",1610612763.0,MEM,shooting,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,201638.0,2.0,0.0,Caldwell-Pope,203484.0
302,PT02M53.00S,2023-03-04T04:05:32.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,40,47,2023-03-04T04:05:32Z,3000000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M53.00S,2023-03-04T04:08:32.7Z,2,REGULAR,substitution,out,[],1628971,,,1610612743,40,47,2023-03-04T04:08:54Z,3010000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M53.00S,2023-03-04T04:08:32.7Z,2,REGULAR,substitution,out,[],1628379,,,1610612743,40,47,2023-03-04T04:08:54Z,3020000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M53.00S,2023-03-04T04:08:32.7Z,2,REGULAR,substitution,out,[],1630583,,,1610612743,40,47,2023-03-04T04:08:54Z,3030000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M53.00S,2023-03-04T04:08:32.7Z,2,REGULAR,substitution,in,[],1627750,,,1610612743,40,47,2023-03-04T04:08:54Z,3040000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M53.00S,2023-03-04T04:08:32.7Z,2,REGULAR,substitution,in,[],1630217,,,1610612743,40,47,2023-03-04T04:08:54Z,3050000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M53.00S,2023-03-04T04:08:32.7Z,2,REGULAR,substitution,in,[],1628991,,,1610612743,40,47,2023-03-04T04:08:54Z,3060000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M53.00S,2023-03-04T04:09:17.6Z,2,REGULAR,freethrow,1 of 2,[],203484,,,1610612743,41,47,2023-03-04T04:09:17Z,3070000,False,,,0,,K. Caldwell-Pope Free Throw 1 of 2 (3 PTS),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
310,PT02M53.00S,2023-03-04T04:09:36.4Z,2,REGULAR,freethrow,2 of 2,[],203484,,,1610612743,42,47,2023-03-04T04:09:36Z,3080000,False,,,0,,K. Caldwell-Pope Free Throw 2 of 2 (4 PTS),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
311,PT02M40.00S,2023-03-04T04:09:55.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630214,90.75229960578186,49.754901960784316,1610612763,42,49,2023-03-04T04:10:03Z,3090000,False,-1.0,34.0,1,right,X. Tillman cutting Layup (7 PTS) (J. Morant 6 AST),"[1630214, 1629630]",1610612763.0,MEM,cutting,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,3.44,Made,7.0,,,,,,,,J. Morant,1629630.0,6.0,,,,,,,
313,PT02M40.00S,2023-03-04T04:10:01.3Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627750,,,1610612763,42,49,2023-03-04T04:10:17Z,3110000,False,,,0,,J. Murray shooting personal FOUL (2 PF) (Tillman 1 FT),"[1627750, 1630214]",1610612743.0,DEN,shooting,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,203592.0,2.0,0.0,Tillman,1630214.0
315,PT02M40.00S,2023-03-04T04:10:25.4Z,2,REGULAR,freethrow,1 of 1,[],1630214,,,1610612763,42,50,2023-03-04T04:10:25Z,3130000,False,,,0,,X. Tillman Free Throw 1 of 1 (8 PTS),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
316,PT02M19.00S,2023-03-04T04:10:47.7Z,2,REGULAR,2pt,Jump Shot,[],203484,23.340998685939553,23.52941176470588,1610612743,42,50,2023-03-04T04:10:52Z,3140000,False,132.0,167.0,1,left,MISS K. Caldwell-Pope 21' pullup Shot,[203484],1610612743.0,DEN,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Right Center,21.3,Missed,,,,,,,,,,,,,,,,,,
317,PT02M16.00S,2023-03-04T04:10:50.7Z,2,REGULAR,rebound,defensive,[],1630214,,,1610612763,42,50,2023-03-04T04:10:52Z,3150000,False,,,0,,X. Tillman REBOUND (Off:1 Def:4),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Mid-Range,16-24 Right Center,,,,316.0,5.0,4.0,1.0,,,,,,,,,,,,,
318,PT02M09.00S,2023-03-04T04:10:57.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,84.97043363994744,51.9607843137255,1610612763,42,50,2023-03-04T04:11:03Z,3160000,False,10.0,89.0,1,right,MISS X. Tillman 8' floating Shot,[1630214],1610612763.0,MEM,floating,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Center,8.93,Missed,,,,,,,,,,,,,,,,,,
319,PT02M05.00S,2023-03-04T04:11:01.2Z,2,REGULAR,rebound,offensive,[],1630217,,,1610612763,42,50,2023-03-04T04:11:01Z,3170000,False,,,0,,D. Bane REBOUND (Off:2 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,,,,318.0,4.0,2.0,2.0,,,,,,,,,,,,,
320,PT02M02.00S,2023-03-04T04:11:04.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,76.5604467805519,86.27450980392157,1610612763,42,53,2023-03-04T04:11:08Z,3180000,False,181.0,168.0,1,right,D. Bane 24' 3PT pullup (10 PTS),[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,24.71,Made,10.0,,,,,,,,,,,,,,,,,
321,PT01M53.00S,2023-03-04T04:11:12.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627750,19.267411300919843,93.62745098039215,1610612743,45,53,2023-03-04T04:11:55Z,3190000,False,-218.0,129.0,1,left,J. Murray 25' 3PT running (3 PTS) (K. Caldwell-Pope 5 AST),"[1627750, 203484]",1610612743.0,DEN,running,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,25.32,Made,3.0,,,,,,,,K. Caldwell-Pope,203484.0,5.0,,,,,,,
323,PT01M46.00S,2023-03-04T04:11:23.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203932,,,1610612763,45,53,2023-03-04T04:11:35Z,3210000,False,,,0,,A. Gordon shooting personal FOUL (3 PF) (Bane 2 FT),"[203932, 1630217]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,202058.0,3.0,0.0,Bane,1630217.0
325,PT01M46.00S,2023-03-04T04:11:51.3Z,2,REGULAR,freethrow,1 of 2,[],1630217,,,1610612763,45,54,2023-03-04T04:11:51Z,3230000,False,,,0,,D. Bane Free Throw 1 of 2 (11 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
326,PT01M46.00S,2023-03-04T04:11:51.8Z,2,REGULAR,substitution,out,[],203932,,,1610612763,45,54,2023-03-04T04:11:58Z,3240000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT01M46.00S,2023-03-04T04:11:51.8Z,2,REGULAR,substitution,in,[],201145,,,1610612763,45,54,2023-03-04T04:11:58Z,3250000,False,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT01M46.00S,2023-03-04T04:12:09.4Z,2,REGULAR,freethrow,2 of 2,[],1630217,,,1610612763,45,55,2023-03-04T04:12:09Z,3260000,False,,,0,,D. Bane Free Throw 2 of 2 (12 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
329,PT01M31.00S,2023-03-04T04:12:29.7Z,2,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612743,45,55,2023-03-04T04:12:42Z,3270000,False,,,0,,D. Bane shooting personal FOUL (1 PF) (Caldwell-Pope 2 FT),"[1630217, 203484]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,203592.0,1.0,0.0,Caldwell-Pope,203484.0
331,PT01M31.00S,2023-03-04T04:12:58.0Z,2,REGULAR,freethrow,1 of 2,[],203484,,,1610612743,46,55,2023-03-04T04:12:58Z,3290000,False,,,0,,K. Caldwell-Pope Free Throw 1 of 2 (5 PTS),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
332,PT01M31.00S,2023-03-04T04:13:14.0Z,2,REGULAR,freethrow,2 of 2,[],203484,,,1610612743,46,55,2023-03-04T04:13:14Z,3300000,False,,,0,,MISS K. Caldwell-Pope Free Throw 2 of 2,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
333,PT01M29.00S,2023-03-04T04:13:14.7Z,2,REGULAR,rebound,defensive,[],1630214,,,1610612763,46,55,2023-03-04T04:13:14Z,3310000,False,,,0,,X. Tillman REBOUND (Off:1 Def:5),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,332.0,6.0,5.0,1.0,,,,,,,,,,,,,
334,PT01M14.00S,2023-03-04T04:13:29.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,81.94809461235218,47.05882352941176,1610612763,46,55,2023-03-04T04:13:34Z,3320000,False,-15.0,117.0,1,right,MISS J. Morant 11' floating Shot,[1629630],1610612763.0,MEM,floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,11.81,Missed,,,,,,,,,,,,,,,,,,
335,PT01M14.00S,2023-03-04T04:13:29.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,46,55,2023-03-04T04:13:34Z,3330000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,334.0,,,,,,,,,,,,,,,,
337,PT01M14.00S,2023-03-04T04:13:33.3Z,2,REGULAR,substitution,out,[],1630214,,,1610612743,46,55,2023-03-04T04:13:39Z,3350000,False,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT01M14.00S,2023-03-04T04:13:33.3Z,2,REGULAR,substitution,in,[],1628379,,,1610612743,46,55,2023-03-04T04:13:39Z,3360000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT01M03.00S,2023-03-04T04:14:00.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,12.828515111695138,59.31372549019608,1610612743,48,55,2023-03-04T04:14:05Z,3370000,False,-47.0,68.0,1,left,J. Murray 8' floating Jump Shot (5 PTS),[1627750],1610612743.0,DEN,floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Left,8.25,Made,5.0,,,,,,,,,,,,,,,,,
340,PT00M53.90S,2023-03-04T04:14:10.6Z,2,REGULAR,2pt,Jump Shot,[],1630217,85.23324572930355,33.57843137254902,1610612763,48,55,2023-03-04T04:14:16Z,3380000,False,-82.0,86.0,1,right,MISS D. Bane 11' driving floating bank Shot,[1630217],1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,Mid-Range,8-16 Left,11.91,Missed,,,,,,,,,,,,,,,,,,
341,PT00M51.20S,2023-03-04T04:14:13.3Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,48,55,2023-03-04T04:14:16Z,3390000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:5),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,340.0,5.0,5.0,0.0,,,,,,,,,,,,,
342,PT00M46.80S,2023-03-04T04:14:18.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629630,,,1610612743,48,55,2023-03-04T04:14:28Z,3400000,False,,,0,,J. Morant shooting personal FOUL (2 PF) (Porter Jr. 2 FT),"[1629630, 1629008]",1610612763.0,MEM,shooting,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,201638.0,2.0,0.0,Porter Jr.,1629008.0
344,PT00M46.80S,2023-03-04T04:14:49.9Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629008,,,1610612743,49,55,2023-03-04T04:16:12Z,3420000,False,,,0,,M. Porter Jr. Free Throw 1 of 2 (9 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
