actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
447,PT07M16.00S,2023-01-19T04:49:29.8Z,3,REGULAR,rebound,defensive,[],203937,,,1610612750,68,70,2023-01-19T04:49:33Z,4380000,False,,,0,,K. Anderson REBOUND (Off:0 Def:6),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Right,,,,,446.0,6.0,6.0,0.0,,,,,,,,,,,,
448,PT07M11.00S,2023-01-19T04:49:35.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630183,92.19776609724047,53.92156862745098,1610612750,68,72,2023-01-19T04:49:41Z,4390000,False,20.0,21.0,1,right,J. McDaniels running Layup (13 PTS) (K. Anderson 6 AST),"[1630183, 203937]",1610612750.0,MIN,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.86,Made,,,,,,,,13.0,,,,K. Anderson,203937.0,6.0,,,,
449,PT06M54.00S,2023-01-19T04:49:51.9Z,3,REGULAR,turnover,bad pass,[],1627750,,,1610612743,68,72,2023-01-19T04:49:55Z,4400000,False,,,0,,J. Murray bad pass TURNOVER (1 TO),"[1627750, 203937]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1.0,Anderson,203937.0,,,,,,,
450,PT06M54.00S,2023-01-19T04:49:51.9Z,3,REGULAR,steal,,[],203937,,,1610612750,68,72,2023-01-19T04:49:53Z,4410000,False,,,0,,K. Anderson STEAL (4 STL),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
451,PT06M51.00S,2023-01-19T04:49:59.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630233,91.80354796320631,56.127450980392155,1610612750,68,74,2023-01-19T04:50:06Z,4420000,False,31.0,25.0,1,right,N. Knight running Layup (2 PTS) (D. Russell 4 AST),"[1630233, 1626156]",1610612750.0,MIN,running,,,Knight,N. Knight,,,,,Restricted Area,0-8 Center,3.92,Made,,,,,,,,2.0,,,,D. Russell,1626156.0,4.0,,,,
453,PT06M51.00S,2023-01-19T04:50:02.5Z,3,REGULAR,foul,personal,['1freethrow'],203999,,,1610612750,68,74,2023-01-19T04:50:19Z,4440000,False,,,0,,N. Jokic shooting personal FOUL (4 PF) (Knight 1 FT),"[203999, 1630233]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,202901.0,,,,,,,,4.0,0.0,Knight,1630233.0
456,PT06M51.00S,2023-01-19T04:50:30.4Z,3,REGULAR,substitution,out,[],203999,,,1610612750,68,74,2023-01-19T04:50:44Z,4460000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT06M51.00S,2023-01-19T04:50:30.4Z,3,REGULAR,substitution,out,[],1630183,,,1610612750,68,74,2023-01-19T04:50:44Z,4470000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT06M51.00S,2023-01-19T04:50:30.4Z,3,REGULAR,substitution,in,[],1630192,,,1610612750,68,74,2023-01-19T04:50:44Z,4480000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT06M51.00S,2023-01-19T04:50:30.4Z,3,REGULAR,substitution,in,[],1627752,,,1610612750,68,74,2023-01-19T04:50:44Z,4490000,False,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT06M51.00S,2023-01-19T04:50:57.9Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630233,,,1610612750,68,74,2023-01-19T04:51:01Z,4500000,False,,,0,,MISS N. Knight Free Throw 1 of 1,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
461,PT06M49.00S,2023-01-19T04:50:59.9Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,68,74,2023-01-19T04:51:01Z,4510000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:5),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,460.0,5.0,5.0,0.0,,,,,,,,,,,,
462,PT06M40.00S,2023-01-19T04:51:06.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,8.754927726675426,40.44117647058824,1610612743,70,74,2023-01-19T04:51:10Z,4520000,False,48.0,30.0,1,left,J. Murray driving floating bank Jump Shot (13 PTS),[1627750],1610612743.0,DEN,driving floating bank,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,5.63,Made,,,,,,,,13.0,,,,,,,,,,
463,PT06M30.00S,2023-01-19T04:51:20.1Z,3,REGULAR,foul,offensive,['inpenalty'],1630233,,,1610612750,70,74,2023-01-19T04:51:36Z,4530000,False,,,0,,N. Knight offensive FOUL (4 PF),"[1630233, 203484]",1610612750.0,MIN,,,,Knight,N. Knight,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1151.0,,,,,,,,4.0,0.0,Caldwell-Pope,203484.0
465,PT06M30.00S,2023-01-19T04:51:20.1Z,3,REGULAR,turnover,offensive foul,[],1630233,,,1610612750,70,74,2023-01-19T04:51:20Z,4550000,False,,,0,,N. Knight offensive foul TURNOVER (1 TO),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1151.0,,1.0,,,,,,,,,
466,PT06M30.00S,2023-01-19T04:51:37.9Z,3,REGULAR,substitution,out,[],1630233,,,1610612743,70,74,2023-01-19T04:51:47Z,4560000,False,,,0,,SUB out: N. Knight,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT06M30.00S,2023-01-19T04:51:37.9Z,3,REGULAR,substitution,in,[],1630568,,,1610612743,70,74,2023-01-19T04:51:47Z,4570000,False,,,0,,SUB in: L. Garza,[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT06M15.00S,2023-01-19T04:51:50.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627750,5.995400788436268,56.61764705882353,1610612743,72,74,2023-01-19T04:51:54Z,4580000,False,-33.0,4.0,1,left,J. Murray driving finger roll Layup (15 PTS),[1627750],1610612743.0,DEN,driving finger roll,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,3.33,Made,,,,,,,,15.0,,,,,,,,,,
469,PT06M06.00S,2023-01-19T04:52:00.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,90.88370565045992,45.588235294117645,1610612750,72,74,2023-01-19T04:52:26Z,4590000,False,-22.0,33.0,1,right,MISS A. Edwards driving reverse Layup,[1630162],1610612750.0,MIN,driving reverse,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,3.99,Missed,,,,,,,,,,,,,,,,,,
470,PT06M06.00S,2023-01-19T04:52:03.8Z,3,REGULAR,rebound,offensive,[],1630568,,,1610612750,72,74,2023-01-19T04:52:03Z,4600000,False,,,0,,L. Garza REBOUND (Off:2 Def:0),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,,,,,469.0,2.0,0.0,2.0,,,,,,,,,,,,
471,PT06M06.00S,2023-01-19T04:52:04.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630192,,,1610612750,72,74,2023-01-19T04:52:18Z,4610000,False,,,0,,Z. Nnaji shooting personal FOUL (2 PF) (Garza 2 FT),"[1630192, 1630568]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,,,,,,,,2004.0,,,,,,,,2.0,0.0,Garza,1630568.0
473,PT06M06.00S,2023-01-19T04:52:38.3Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630568,,,1610612750,72,75,2023-01-19T04:53:16Z,4630000,False,,,0,,L. Garza Free Throw 1 of 2 (6 PTS),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
474,PT06M06.00S,2023-01-19T04:52:51.3Z,3,REGULAR,substitution,out,[],203484,,,1610612750,72,75,2023-01-19T04:52:54Z,4640000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT06M06.00S,2023-01-19T04:52:51.3Z,3,REGULAR,substitution,in,[],1628971,,,1610612750,72,75,2023-01-19T04:52:54Z,4650000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT06M06.00S,2023-01-19T04:52:38.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630568,,,1610612750,72,75,2023-01-19T04:53:16Z,4660000,False,,,0,,MISS L. Garza Free Throw 2 of 2,[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
477,PT06M03.00S,2023-01-19T04:52:41.3Z,3,REGULAR,rebound,offensive,[],203937,,,1610612750,72,75,2023-01-19T04:53:16Z,4670000,False,,,0,,K. Anderson REBOUND (Off:1 Def:6),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,476.0,7.0,6.0,1.0,,,,,,,,,,,,
478,PT06M02.00S,2023-01-19T04:53:14.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626156,66.96780551905388,35.294117647058826,1610612750,72,75,2023-01-19T04:53:19Z,4680000,False,-74.0,258.0,1,right,MISS D. Russell 26' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,26.83,Missed,,,,,,,,,,,,,,,,,,
479,PT06M01.00S,2023-01-19T04:53:15.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612743,72,75,2023-01-19T04:53:19Z,4690000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Center,,,,,478.0,,,,,,,,,,,,,,,
481,PT05M53.00S,2023-01-19T04:53:34.9Z,3,REGULAR,3pt,Jump Shot,[],1629008,31.750985545335087,72.79411764705883,1610612743,72,75,2023-01-19T04:53:40Z,4710000,False,-114.0,246.0,1,left,MISS M. Porter Jr. 27' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,27.11,Missed,,,,,,,,,,,,,,,,,,
482,PT05M49.00S,2023-01-19T04:53:38.9Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,72,75,2023-01-19T04:53:40Z,4720000,False,,,0,,A. Edwards REBOUND (Off:2 Def:4),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,481.0,6.0,4.0,2.0,,,,,,,,,,,,
483,PT05M45.00S,2023-01-19T04:53:41.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,68.41327201051249,68.87254901960785,1610612750,72,75,2023-01-19T04:53:47Z,4730000,False,94.0,244.0,1,right,MISS A. Edwards 26' running pullup 3PT,[1630162],1610612750.0,MIN,running pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,,
484,PT05M43.00S,2023-01-19T04:53:43.7Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,72,75,2023-01-19T04:53:47Z,4740000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:6),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,483.0,6.0,6.0,0.0,,,,,,,,,,,,
485,PT05M38.00S,2023-01-19T04:53:52.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627752,,,1610612743,72,75,2023-01-19T04:54:03Z,4750000,False,,,0,,T. Prince personal FOUL (2 PF) (Murray 2 FT),"[1627752, 1627750]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,Mid-Range,16-24 Right Center,,,,,,,,,1151.0,,,,,,,,2.0,0.0,Murray,1627750.0
487,PT05M38.00S,2023-01-19T04:54:32.9Z,3,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,73,75,2023-01-19T04:54:32Z,4770000,False,,,0,,J. Murray Free Throw 1 of 2 (16 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,,,,16.0,,,,,,,,,,
488,PT05M38.00S,2023-01-19T04:54:33.4Z,3,REGULAR,substitution,out,[],1626156,,,1610612743,73,75,2023-01-19T04:54:44Z,4780000,False,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT05M38.00S,2023-01-19T04:54:33.4Z,3,REGULAR,substitution,out,[],203937,,,1610612743,73,75,2023-01-19T04:54:44Z,4790000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT05M38.00S,2023-01-19T04:54:33.4Z,3,REGULAR,substitution,in,[],1630183,,,1610612743,73,75,2023-01-19T04:54:44Z,4800000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT05M38.00S,2023-01-19T04:54:33.4Z,3,REGULAR,substitution,in,[],1629669,,,1610612743,73,75,2023-01-19T04:54:44Z,4810000,False,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT05M38.00S,2023-01-19T04:54:58.6Z,3,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,74,75,2023-01-19T04:54:58Z,4820000,False,,,0,,J. Murray Free Throw 2 of 2 (17 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,,,,17.0,,,,,,,,,,
493,PT05M21.00S,2023-01-19T04:55:18.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,91.40932982917214,45.588235294117645,1610612750,74,75,2023-01-19T04:56:01Z,4830000,False,-22.0,28.0,1,right,MISS A. Edwards Layup - blocked,"[1630162, 1629008]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,3.59,Missed,Porter Jr.,1629008.0,,,,,,,,,,,,,,,,
494,PT05M21.00S,2023-01-19T04:55:18.2Z,3,REGULAR,block,,[],1629008,,,1610612750,74,75,2023-01-19T04:55:21Z,4840000,False,,,0,,M. Porter Jr. BLOCK (1 BLK),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
498,PT05M19.00S,2023-01-19T04:55:20.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,74,75,2023-01-19T04:56:01Z,4850000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,,493.0,,,,,,,,,,,,,,,
495,PT05M19.00S,2023-01-19T04:55:56.9Z,3,REGULAR,jumpball,recovered,[],1627752,,,1610612750,74,75,2023-01-19T04:55:56Z,4860000,False,,,0,,Jump Ball A. Edwards vs. M. Porter Jr.: Tip to T. Prince,"[1627752, 1630162, 1629008]",1610612750.0,MIN,heldball,T. Prince,1627752.0,Prince,T. Prince,Edwards,1630162.0,Porter Jr.,1629008.0,,,,,,,,,,,,,,,,,,,,,,
499,PT05M15.00S,2023-01-19T04:56:00.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627752,73.9323258869908,15.441176470588236,1610612750,74,78,2023-01-19T04:56:04Z,4890000,False,-173.0,193.0,1,right,T. Prince 25' 3PT  (9 PTS) (A. Edwards 3 AST),"[1627752, 1630162]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,25.87,Made,,,,,,,,9.0,,,,A. Edwards,1630162.0,3.0,,,,
501,PT04M55.00S,2023-01-19T04:56:19.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628427,5.732588699080158,55.63725490196079,1610612743,76,78,2023-01-19T04:56:23Z,4910000,False,-28.0,1.0,1,left,V. Cancar Layup (2 PTS) (J. Murray 4 AST),"[1628427, 1627750]",1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Restricted Area,0-8 Center,2.82,Made,,,,,,,,2.0,,,,J. Murray,1627750.0,4.0,,,,
503,PT04M42.00S,2023-01-19T04:56:32.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.32917214191852,53.67647058823529,1610612750,76,80,2023-01-19T04:56:38Z,4930000,False,18.0,20.0,1,right,A. Edwards driving reverse Layup (14 PTS),[1630162],1610612750.0,MIN,driving reverse,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.69,Made,,,,,,,,14.0,,,,,,,,,,
504,PT04M21.00S,2023-01-19T04:56:59.2Z,3,REGULAR,turnover,out-of-bounds,[],1629008,,,1610612743,76,80,2023-01-19T04:57:06Z,4940000,False,,,0,,M. Porter Jr. lost ball out-of-bounds TURNOVER (2 TO),[1629008],1610612743.0,DEN,lost ball,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,2004.0,,2.0,,,,,,,,,
505,PT04M21.00S,2023-01-19T04:57:01.6Z,3,REGULAR,substitution,out,[],1629008,,,1610612750,76,80,2023-01-19T04:57:08Z,4950000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT04M21.00S,2023-01-19T04:57:01.6Z,3,REGULAR,substitution,in,[],1630538,,,1610612750,76,80,2023-01-19T04:57:08Z,4960000,False,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT04M03.00S,2023-01-19T04:57:34.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627752,91.67214191852825,45.588235294117645,1610612750,76,80,2023-01-19T04:57:38Z,4970000,False,-22.0,26.0,1,right,MISS T. Prince driving Layup,[1627752],1610612750.0,MIN,driving,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,3.4,Missed,,,,,,,,,,,,,,,,,,
508,PT04M02.00S,2023-01-19T04:57:35.2Z,3,REGULAR,rebound,defensive,[],1628427,,,1610612743,76,80,2023-01-19T04:57:38Z,4980000,False,,,0,,V. Cancar REBOUND (Off:0 Def:2),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Restricted Area,0-8 Center,,,,,507.0,2.0,2.0,0.0,,,,,,,,,,,,
509,PT03M52.00S,2023-01-19T04:57:45.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,7.30946123521682,44.6078431372549,1610612743,78,80,2023-01-19T04:57:49Z,4990000,False,27.0,16.0,1,left,J. Murray driving Layup (19 PTS) (B. Hyland 1 AST),"[1627750, 1630538]",1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,3.15,Made,,,,,,,,19.0,,,,B. Hyland,1630538.0,1.0,,,,
511,PT03M40.00S,2023-01-19T04:58:01.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628427,,,1610612750,78,80,2023-01-19T04:58:05Z,5010000,False,,,0,,V. Cancar personal FOUL (2 PF) (Garza 2 FT),"[1628427, 1630568]",1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,Mid-Range,16-24 Right Center,,,,,,,,,1151.0,,,,,,,,2.0,0.0,Garza,1630568.0
513,PT03M40.00S,2023-01-19T04:58:36.6Z,3,REGULAR,freethrow,1 of 2,[],1630568,,,1610612750,78,81,2023-01-19T04:58:36Z,5030000,False,,,0,,L. Garza Free Throw 1 of 2 (7 PTS),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
514,PT03M40.00S,2023-01-19T04:58:49.8Z,3,REGULAR,freethrow,2 of 2,[],1630568,,,1610612750,78,82,2023-01-19T04:58:49Z,5040000,False,,,0,,L. Garza Free Throw 2 of 2 (8 PTS),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,Made,,,,,,,,8.0,,,,,,,,,,
515,PT03M29.00S,2023-01-19T04:59:05.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629669,,,1610612743,78,82,2023-01-19T04:59:28Z,5050000,False,,,0,,J. Nowell personal FOUL (2 PF) (Cancar 2 FT),"[1629669, 1628427]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1151.0,,,,,,,,2.0,0.0,Cancar,1628427.0
517,PT03M29.00S,2023-01-19T04:59:28.8Z,3,REGULAR,freethrow,1 of 2,[],1628427,,,1610612743,79,82,2023-01-19T04:59:28Z,5070000,False,,,0,,V. Cancar Free Throw 1 of 2 (3 PTS),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
518,PT03M29.00S,2023-01-19T04:59:38.6Z,3,REGULAR,freethrow,2 of 2,[],1628427,,,1610612743,80,82,2023-01-19T04:59:38Z,5080000,False,,,0,,V. Cancar Free Throw 2 of 2 (4 PTS),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
519,PT03M29.00S,2023-01-19T04:59:42.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,80,82,2023-01-19T04:59:42Z,5090000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT03M29.00S,2023-01-19T05:02:12.0Z,3,REGULAR,substitution,out,[],1630162,,,1610612750,80,82,2023-01-19T05:02:40Z,5100000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT03M29.00S,2023-01-19T05:02:12.0Z,3,REGULAR,substitution,in,[],1626156,,,1610612750,80,82,2023-01-19T05:02:40Z,5110000,False,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT03M14.00S,2023-01-19T05:03:19.6Z,3,REGULAR,2pt,Jump Shot,[],1629669,74.06373193166885,52.69607843137255,1610612750,80,84,2023-01-19T05:03:30Z,5120000,False,13.0,191.0,1,right,J. Nowell 19' pullup Jump Shot (6 PTS),[1629669],1610612750.0,MIN,pullup,,,Nowell,J. Nowell,,,,,Mid-Range,16-24 Center,19.18,Made,,,,,,,,6.0,,,,,,,,,,
523,PT02M58.00S,2023-01-19T05:03:37.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629669,,,1610612743,80,84,2023-01-19T05:04:05Z,5130000,False,,,0,,J. Nowell personal FOUL (3 PF) (Hyland 2 FT),"[1629669, 1630538]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,1151.0,,,,,,,,3.0,0.0,Hyland,1630538.0
525,PT02M58.00S,2023-01-19T05:04:06.5Z,3,REGULAR,freethrow,1 of 2,[],1630538,,,1610612743,81,84,2023-01-19T05:04:06Z,5150000,False,,,0,,B. Hyland Free Throw 1 of 2 (5 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
526,PT02M58.00S,2023-01-19T05:04:22.3Z,3,REGULAR,freethrow,2 of 2,[],1630538,,,1610612743,82,84,2023-01-19T05:04:22Z,5160000,False,,,0,,B. Hyland Free Throw 2 of 2 (6 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
527,PT02M42.00S,2023-01-19T05:04:39.1Z,3,REGULAR,3pt,Jump Shot,[],1629669,69.46452036793693,72.54901960784314,1610612750,82,87,2023-01-19T05:04:42Z,5170000,False,113.0,235.0,1,right,J. Nowell 26' 3PT  (9 PTS) (J. McDaniels 2 AST),"[1629669, 1630183]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Right Center,26.02,Made,,,,,,,,9.0,,,,J. McDaniels,1630183.0,2.0,,,,
529,PT02M22.00S,2023-01-19T05:04:58.3Z,3,REGULAR,3pt,Jump Shot,[],1627750,31.35676741130092,72.30392156862744,1610612743,82,87,2023-01-19T05:05:03Z,5190000,False,-112.0,242.0,1,left,MISS J. Murray 26' step back 3PT - blocked,"[1627750, 1630183]",1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,26.67,Missed,McDaniels,1630183.0,,,,,,,,,,,,,,,,
530,PT02M22.00S,2023-01-19T05:04:58.3Z,3,REGULAR,block,,[],1630183,,,1610612743,82,87,2023-01-19T05:05:00Z,5200000,False,,,0,,J. McDaniels BLOCK (3 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
531,PT02M20.00S,2023-01-19T05:05:00.3Z,3,REGULAR,rebound,defensive,[],1627752,,,1610612750,82,87,2023-01-19T05:05:03Z,5210000,False,,,0,,T. Prince REBOUND (Off:1 Def:3),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,529.0,4.0,3.0,1.0,,,,,,,,,,,,
532,PT02M06.00S,2023-01-19T05:05:15.6Z,3,REGULAR,3pt,Jump Shot,[],1630183,90.48948751642575,1.9607843137254901,1610612750,82,90,2023-01-19T05:05:20Z,5220000,False,-240.0,37.0,1,right,J. McDaniels 24' 3PT  (16 PTS) (J. Nowell 2 AST),"[1630183, 1629669]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,24.3,Made,,,,,,,,16.0,,,,J. Nowell,1629669.0,2.0,,,,
