actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
456,PT03M17.00S,2021-10-30T04:13:20.0Z,3,REGULAR,rebound,offensive,[],1630205,,,1610612739,73,79,2021-10-30T04:13:20Z,4540000,,,0,,L. Stevens REBOUND (Off:3 Def:0),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,455.0,3.0,0.0,3.0,,,,,,,,,
457,PT03M16.00S,2021-10-30T04:13:20.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630205,91.90210249671485,50.49019607843137,1610612739,73,79,2021-10-30T04:13:28Z,4550000,2.0,24.0,1,right,MISS L. Stevens putback Layup - blocked,"[1630205, 203076]",1610612739.0,CLE,putback,,,Stevens,L. Stevens,,,,,,,2.37,Missed,,,,,,,,,,,Davis,203076.0,,,,,
458,PT03M16.00S,2021-10-30T04:13:20.5Z,3,REGULAR,block,,[],203076,,,1610612739,73,79,2021-10-30T04:13:22Z,4560000,,,0,,A. Davis BLOCK (2 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M16.00S,2021-10-30T04:13:20.5Z,3,REGULAR,rebound,offensive,[],201937,,,1610612739,73,79,2021-10-30T04:13:28Z,4570000,,,0,,R. Rubio REBOUND (Off:3 Def:3),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,457.0,6.0,3.0,3.0,,,,,,,,,
460,PT03M12.00S,2021-10-30T04:13:24.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201937,72.19119579500656,18.872549019607845,1610612739,73,82,2021-10-30T04:13:32Z,4580000,-156.0,209.0,1,right,R. Rubio 26' 3PT  (15 PTS),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,26.05,Made,15.0,,,,,,,,,,,,,,,,
461,PT03M01.00S,2021-10-30T04:13:36.2Z,3,REGULAR,3pt,Jump Shot,[],1630559,3.7286465177398185,5.14705882352942,1610612747,76,82,2021-10-30T04:13:40Z,4590000,224.0,-17.0,1,left,A. Reaves 3PT  (7 PTS) (C. Anthony 1 AST),"[1630559, 2546]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,22.5,Made,7.0,C. Anthony,2546.0,1.0,,,,,,,,,,,,,
463,PT02M47.00S,2021-10-30T04:13:51.0Z,3,REGULAR,3pt,Jump Shot,[],201937,73.242444152431,20.34313725490196,1610612739,76,85,2021-10-30T04:13:56Z,4610000,-148.0,199.0,1,right,R. Rubio 24' 3PT step back (18 PTS),[201937],1610612739.0,CLE,step back,,,Rubio,R. Rubio,,,,,,,24.82,Made,18.0,,,,,,,,,,,,,,,,
464,PT02M31.00S,2021-10-30T04:14:06.1Z,3,REGULAR,3pt,Jump Shot,[],2546,21.73127463863338,12.009803921568633,1610612747,79,85,2021-10-30T04:14:10Z,4620000,190.0,152.0,1,left,C. Anthony 24' 3PT  (12 PTS),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,24.32,Made,12.0,,,,,,,,,,,,,,,,
465,PT02M17.00S,2021-10-30T04:14:20.6Z,3,REGULAR,3pt,Jump Shot,[],201937,78.10446780551905,10.294117647058826,1610612739,79,85,2021-10-30T04:14:24Z,4630000,-199.0,153.0,1,right,MISS R. Rubio 25' step back 3PT,[201937],1610612739.0,CLE,step back,,,Rubio,R. Rubio,,,,,,,25.08,Missed,,,,,,,,,,,,,,,,,
466,PT02M14.00S,2021-10-30T04:14:22.9Z,3,REGULAR,rebound,defensive,[],1630559,,,1610612747,79,85,2021-10-30T04:14:22Z,4640000,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,465.0,1.0,1.0,0.0,,,,,,,,,
467,PT02M05.00S,2021-10-30T04:14:36.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,79,85,2021-10-30T04:14:36Z,4650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT01M58.00S,2021-10-30T04:15:01.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,7.145203679369246,51.96078431372549,1610612747,81,85,2021-10-30T04:15:07Z,4660000,-10.0,15.0,1,left,A. Davis alley-oop DUNK (13 PTS) (R. Westbrook 4 AST),"[203076, 201566]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,,,1.77,Made,13.0,R. Westbrook,201566.0,4.0,,,,,,,,,,,,,
470,PT01M40.00S,2021-10-30T04:15:20.7Z,3,REGULAR,turnover,out-of-bounds,[],201567,,,1610612739,81,85,2021-10-30T04:15:26Z,4680000,,,0,,K. Love bad pass out-of-bounds TURNOVER (1 TO),[201567],1610612739.0,CLE,bad pass,,,Love,K. Love,,,,,1628951.0,1.0,,,,,,,,,,,,,,,,,,,
471,PT01M29.00S,2021-10-30T04:15:43.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,81,85,2021-10-30T04:15:43Z,4690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT01M21.00S,2021-10-30T04:16:03.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201566,6.8823915900131425,50.0,1610612747,83,85,2021-10-30T04:16:07Z,4700000,0.0,12.0,1,left,R. Westbrook driving finger roll Layup (17 PTS),[201566],1610612747.0,LAL,driving finger roll,,,Westbrook,R. Westbrook,,,,,,,1.22,Made,17.0,,,,,,,,,,,,,,,,
473,PT01M19.00S,2021-10-30T04:16:13.4Z,3,REGULAR,timeout,full,['team'],0,,,1610612739,83,85,2021-10-30T04:16:13Z,4710000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT01M19.00S,2021-10-30T04:17:32.9Z,3,REGULAR,substitution,out,[],201567,,,1610612739,83,85,2021-10-30T04:17:51Z,4720000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT01M19.00S,2021-10-30T04:17:32.9Z,3,REGULAR,substitution,out,[],1630205,,,1610612739,83,85,2021-10-30T04:17:51Z,4730000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT01M19.00S,2021-10-30T04:17:32.9Z,3,REGULAR,substitution,in,[],1630596,,,1610612739,83,85,2021-10-30T04:17:51Z,4740000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT01M19.00S,2021-10-30T04:17:32.9Z,3,REGULAR,substitution,in,[],1628374,,,1610612739,83,85,2021-10-30T04:17:51Z,4750000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT00M59.10S,2021-10-30T04:18:06.6Z,3,REGULAR,turnover,bad pass,[],201937,,,1610612739,83,85,2021-10-30T04:18:10Z,4760000,,,0,,R. Rubio bad pass TURNOVER (3 TO),"[201937, 203076]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,3.0,,,,,,,,,,,Davis,203076.0,,,,,,,
479,PT00M59.10S,2021-10-30T04:18:06.6Z,3,REGULAR,steal,,[],203076,,,1610612747,83,85,2021-10-30T04:18:08Z,4770000,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT00M54.20S,2021-10-30T04:18:13.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201566,5.436925098554539,46.07843137254902,1610612747,83,85,2021-10-30T04:18:18Z,4780000,20.0,-1.0,1,left,MISS R. Westbrook running Layup,[201566],1610612747.0,LAL,running,,,Westbrook,R. Westbrook,,,,,,,1.96,Missed,,,,,,,,,,,,,,,,,
481,PT00M52.10S,2021-10-30T04:18:15.2Z,3,REGULAR,rebound,offensive,[],202340,,,1610612747,83,85,2021-10-30T04:18:18Z,4790000,,,0,,A. Bradley REBOUND (Off:1 Def:2),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,480.0,3.0,2.0,1.0,,,,,,,,,
482,PT00M52.10S,2021-10-30T04:18:16.9Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",202340,5.590000152587891,50.0,1610612747,85,85,2021-10-30T04:18:24Z,4800000,0.0,0.0,1,left,A. Bradley tip DUNK (4 PTS),[202340],1610612747.0,LAL,tip,,,Bradley,A. Bradley,,,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,
483,PT00M34.30S,2021-10-30T04:18:38.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,85,85,2021-10-30T04:18:38Z,4810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT00M32.40S,2021-10-30T04:19:10.8Z,3,REGULAR,3pt,Jump Shot,[],1628374,93.47897503285151,4.656862745098039,1610612739,85,85,2021-10-30T04:19:16Z,4820000,-227.0,9.0,1,right,MISS L. Markkanen 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,22.69,Missed,,,,,,,,,,,,,,,,,
485,PT00M29.00S,2021-10-30T04:19:14.2Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,85,85,2021-10-30T04:19:16Z,4830000,,,0,,A. Davis REBOUND (Off:1 Def:5),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,484.0,6.0,5.0,1.0,,,,,,,,,
486,PT00M23.90S,2021-10-30T04:19:19.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],2546,29.352825229960573,28.67647058823529,1610612747,88,85,2021-10-30T04:19:29Z,4840000,107.0,223.0,1,left,C. Anthony 24' 3PT running (15 PTS) (R. Westbrook 5 AST),"[2546, 201566]",1610612747.0,LAL,running,,,Anthony,C. Anthony,,,,,,,24.75,Made,15.0,R. Westbrook,201566.0,5.0,,,,,,,,,,,,,
488,PT00M03.70S,2021-10-30T04:20:15.4Z,3,REGULAR,substitution,out,[],203076,,,1610612739,88,85,2021-10-30T04:20:18Z,4860000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT00M03.70S,2021-10-30T04:20:15.4Z,3,REGULAR,substitution,in,[],2730,,,1610612739,88,85,2021-10-30T04:20:18Z,4870000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT00M01.50S,2021-10-30T04:20:25.6Z,3,REGULAR,jumpball,recovered,[],1628374,,,1610612739,88,85,2021-10-30T04:20:25Z,4880000,,,0,,Jump Ball E. Mobley vs. A. Reaves: Tip to L. Markkanen,"[1628374, 1630596, 1630559]",1610612739.0,CLE,heldball,L. Markkanen,1628374.0,Markkanen,L. Markkanen,Mobley,1630596.0,Reaves,1630559.0,,,,,,,,,,,,,,,,,,,,,
493,PT00M00.60S,2021-10-30T04:20:27.6Z,3,REGULAR,2pt,Jump Shot,[],1628374,92.82194480946123,33.57843137254902,1610612739,88,85,2021-10-30T04:22:14Z,4910000,-82.0,15.0,1,right,MISS L. Markkanen 8' pullup Shot,[1628374],1610612739.0,CLE,pullup,,,Markkanen,L. Markkanen,,,,,,,8.35,Missed,,,,,,,,,,,,,,,,,
494,PT00M00.40S,2021-10-30T04:20:27.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612739,88,85,2021-10-30T04:20:48Z,4920000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,493.0,,,,,,,,,,,,
495,PT00M00.00S,2021-10-30T04:20:35.7Z,3,REGULAR,period,end,[],0,,,1610612739,88,85,2021-10-30T04:20:35Z,4930000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2021-10-30T04:22:56.4Z,4,REGULAR,substitution,out,['startperiod'],202340,,,1610612739,88,85,2021-10-30T04:23:13Z,4940000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2021-10-30T04:22:56.4Z,4,REGULAR,substitution,in,['startperiod'],2544,,,1610612739,88,85,2021-10-30T04:23:13Z,4950000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2021-10-30T04:23:17.8Z,4,REGULAR,period,start,[],0,,,1610612739,88,85,2021-10-30T04:23:17Z,4960000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT11M48.00S,2021-10-30T04:23:29.5Z,4,REGULAR,2pt,Jump Shot,[],1628386,90.5880420499343,68.87254901960785,1610612739,88,85,2021-10-30T04:23:35Z,4970000,94.0,36.0,1,right,MISS J. Allen 10' Jump Shot,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,10.1,Missed,,,,,,,,,,,,,,,,,
500,PT11M44.00S,2021-10-30T04:23:33.5Z,4,REGULAR,rebound,defensive,[],2546,,,1610612747,88,85,2021-10-30T04:23:35Z,4980000,,,0,,C. Anthony REBOUND (Off:0 Def:2),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,499.0,2.0,2.0,0.0,,,,,,,,,
501,PT11M32.00S,2021-10-30T04:23:44.3Z,4,REGULAR,2pt,Jump Shot,[],201566,12.927069645203687,77.45098039215686,1610612747,90,85,2021-10-30T04:23:49Z,4990000,-137.0,69.0,1,left,R. Westbrook 15' pullup bank Jump Shot (19 PTS),[201566],1610612747.0,LAL,pullup bank,,,Westbrook,R. Westbrook,,,,,,,15.37,Made,19.0,,,,,,,,,,,,,,,,
502,PT11M17.00S,2021-10-30T04:23:59.5Z,4,REGULAR,2pt,Jump Shot,[],201937,77.84165571616295,33.08823529411765,1610612739,90,85,2021-10-30T04:24:05Z,5000000,-85.0,156.0,1,right,MISS R. Rubio 17' pullup Shot,[201937],1610612739.0,CLE,pullup,,,Rubio,R. Rubio,,,,,,,17.73,Missed,,,,,,,,,,,,,,,,,
503,PT11M13.00S,2021-10-30T04:24:03.5Z,4,REGULAR,rebound,defensive,[],2546,,,1610612747,90,85,2021-10-30T04:24:05Z,5010000,,,0,,C. Anthony REBOUND (Off:0 Def:3),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,502.0,3.0,3.0,0.0,,,,,,,,,
504,PT11M06.00S,2021-10-30T04:24:10.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],2730,7.013797634691201,51.22549019607843,1610612747,90,85,2021-10-30T04:24:24Z,5020000,-6.0,13.0,1,left,MISS D. Howard cutting DUNK - blocked,"[2730, 1628386]",1610612747.0,LAL,cutting,,,Howard,D. Howard,,,,,,,1.47,Missed,,,,,,,,,,,Allen,1628386.0,,,,,
505,PT11M06.00S,2021-10-30T04:24:10.5Z,4,REGULAR,block,,[],1628386,,,1610612747,90,85,2021-10-30T04:24:42Z,5030000,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT11M04.00S,2021-10-30T04:24:12.5Z,4,REGULAR,rebound,defensive,[],1629012,,,1610612739,90,85,2021-10-30T04:24:24Z,5040000,,,0,,C. Sexton REBOUND (Off:1 Def:2),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,504.0,3.0,2.0,1.0,,,,,,,,,
507,PT11M04.00S,2021-10-30T04:24:26.2Z,4,REGULAR,foul,personal,[],201566,,,1610612739,90,85,2021-10-30T04:26:53Z,5050000,,,0,,R. Westbrook take personal FOUL (2 PF),"[201566, 1629012]",1610612747.0,LAL,take,,,Westbrook,R. Westbrook,,,,,1628951.0,,,,,,,,,,,,,,,,2.0,0.0,Sexton,1629012.0,
509,PT11M04.00S,2021-10-30T04:24:34.0Z,4,REGULAR,substitution,out,[],1629012,,,1610612739,90,85,2021-10-30T04:24:38Z,5070000,,,0,,SUB out: C. Sexton,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT11M04.00S,2021-10-30T04:24:34.0Z,4,REGULAR,substitution,in,[],1629636,,,1610612739,90,85,2021-10-30T04:24:38Z,5080000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT10M47.00S,2021-10-30T04:24:45.8Z,4,REGULAR,3pt,Jump Shot,[],1628374,70.74572930354796,25.735294117647058,1610612739,90,85,2021-10-30T04:24:49Z,5090000,-121.0,222.0,1,right,MISS L. Markkanen 25' 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,25.34,Missed,,,,,,,,,,,,,,,,,
512,PT10M44.00S,2021-10-30T04:24:48.4Z,4,REGULAR,rebound,defensive,[],201566,,,1610612747,90,85,2021-10-30T04:24:48Z,5100000,,,0,,R. Westbrook REBOUND (Off:1 Def:4),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,511.0,5.0,4.0,1.0,,,,,,,,,
513,PT10M30.00S,2021-10-30T04:25:02.8Z,4,REGULAR,2pt,Jump Shot,[],2546,24.704336399474386,77.91819852941177,1610612747,90,85,2021-10-30T04:25:10Z,5110000,-140.0,180.0,1,left,MISS C. Anthony 22' pullup Shot,[2546],1610612747.0,LAL,pullup,,,Anthony,C. Anthony,,,,,,,22.76,Missed,,,,,,,,,,,,,,,,,
514,PT10M26.00S,2021-10-30T04:25:06.8Z,4,REGULAR,rebound,defensive,[],1628374,,,1610612739,90,85,2021-10-30T04:25:10Z,5120000,,,0,,L. Markkanen REBOUND (Off:0 Def:3),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,513.0,3.0,3.0,0.0,,,,,,,,,
515,PT10M19.00S,2021-10-30T04:25:13.6Z,4,REGULAR,3pt,Jump Shot,[],1628374,66.67214191852825,60.53921568627451,1610612739,90,85,2021-10-30T04:25:18Z,5130000,53.0,261.0,1,right,MISS L. Markkanen 26' 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,26.61,Missed,,,,,,,,,,,,,,,,,
516,PT10M16.00S,2021-10-30T04:25:16.6Z,4,REGULAR,rebound,defensive,[],1630559,,,1610612747,90,85,2021-10-30T04:25:18Z,5140000,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,515.0,2.0,2.0,0.0,,,,,,,,,
517,PT10M08.00S,2021-10-30T04:25:25.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],2544,6.093955321944804,46.32352941176471,1610612747,90,85,2021-10-30T04:25:32Z,5150000,18.0,5.0,1,left,MISS L. James driving Layup,[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,,,1.9,Missed,,,,,,,,,,,,,,,,,
519,PT10M05.00S,2021-10-30T04:25:28.0Z,4,REGULAR,rebound,defensive,[],1630596,,,1610612739,90,85,2021-10-30T04:31:30Z,5170000,,,0,,E. Mobley REBOUND (Off:2 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,517.0,6.0,4.0,2.0,,,,,,,,,
520,PT10M05.00S,2021-10-30T04:25:30.3Z,4,REGULAR,foul,personal,['2freethrow'],1630559,,,1610612739,90,85,2021-10-30T04:25:39Z,5180000,,,0,,A. Reaves shooting personal FOUL (2 PF) (Garland 2 FT),"[1630559, 1629636]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,1627541.0,,,,,,,,,,,,,,,,2.0,0.0,Garland,1629636.0,
522,PT10M05.00S,2021-10-30T04:25:57.3Z,4,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,90,85,2021-10-30T04:25:57Z,5200000,,,0,,MISS D. Garland Free Throw 1 of 2,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Missed,,,,,,,,,,,,,,,,,
523,PT10M05.00S,2021-10-30T04:25:57.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,90,85,2021-10-30T04:25:57Z,5210000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,522.0,,,,,,,,,,,,
524,PT10M05.00S,2021-10-30T04:25:58.1Z,4,REGULAR,substitution,out,[],1628386,,,1610612739,90,85,2021-10-30T04:26:03Z,5220000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT10M05.00S,2021-10-30T04:25:58.1Z,4,REGULAR,substitution,in,[],1630205,,,1610612739,90,85,2021-10-30T04:26:03Z,5230000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT10M05.00S,2021-10-30T04:26:18.0Z,4,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,90,86,2021-10-30T04:26:18Z,5240000,,,0,,D. Garland Free Throw 2 of 2 (13 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,
527,PT09M57.00S,2021-10-30T04:26:31.0Z,4,REGULAR,foul,personal,[],1628374,,,1610612747,90,86,2021-10-30T04:26:40Z,5250000,,,0,,L. Markkanen personal FOUL (3 PF),"[1628374, 2546]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,1628951.0,,,,,,,,,,,,,,,,3.0,0.0,Anthony,2546.0,
529,PT09M42.00S,2021-10-30T04:27:00.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,3.3344283837056423,65.19607843137254,1610612747,90,86,2021-10-30T04:28:52Z,5270000,-76.0,-21.0,1,left,MISS R. Westbrook 7' pullup Shot,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,,,7.89,Missed,,,,,,,,,,,,,,,,,
530,PT09M41.00S,2021-10-30T04:27:01.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612747,90,86,2021-10-30T04:28:52Z,5280000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,529.0,,,,,,,,,,,,
531,PT09M41.00S,2021-10-30T04:27:06.2Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612747,90,86,2021-10-30T04:27:17Z,5290000,,,0,,LAL shot clock Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,2715.0,,,,,,,,,,,,,,,,,,,,
532,PT09M34.00S,2021-10-30T04:27:20.8Z,4,REGULAR,foul,personal,[],1630559,,,1610612739,90,86,2021-10-30T04:29:41Z,5300000,,,0,,A. Reaves personal FOUL (3 PF),"[1630559, 201937]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,2715.0,,,,,,,,,,,,,,,,3.0,0.0,Rubio,201937.0,
534,PT09M26.00S,2021-10-30T04:27:43.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630596,91.37647831800263,35.049019607843135,1610612739,90,86,2021-10-30T04:27:48Z,5320000,-75.0,29.0,1,right,MISS E. Mobley 8' turnaround fadeaway Shot,[1630596],1610612739.0,CLE,turnaround fadeaway,,,Mobley,E. Mobley,,,,,,,8.01,Missed,,,,,,,,,,,,,,,,,
535,PT09M24.00S,2021-10-30T04:27:45.1Z,4,REGULAR,rebound,offensive,[],1630205,,,1610612739,90,86,2021-10-30T04:27:48Z,5330000,,,0,,L. Stevens REBOUND (Off:4 Def:0),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,534.0,4.0,0.0,4.0,,,,,,,,,
536,PT09M17.00S,2021-10-30T04:27:54.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,90,86,2021-10-30T04:27:54Z,5340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT09M11.00S,2021-10-30T04:28:20.4Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1629636,80.07555847568989,28.67647058823529,1610612739,90,86,2021-10-30T04:28:25Z,5350000,-107.0,135.0,1,right,MISS D. Garland 17' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,,,17.19,Missed,,,,,,,,,,,,,,,,,
538,PT09M09.00S,2021-10-30T04:28:22.4Z,4,REGULAR,rebound,defensive,[],2546,,,1610612747,90,86,2021-10-30T04:28:25Z,5360000,,,0,,C. Anthony REBOUND (Off:0 Def:4),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,537.0,4.0,4.0,0.0,,,,,,,,,
539,PT08M59.00S,2021-10-30T04:28:32.8Z,4,REGULAR,3pt,Jump Shot,[],2544,33.163600525624176,57.59803921568628,1610612747,90,86,2021-10-30T04:28:38Z,5370000,-38.0,259.0,1,left,MISS L. James 26' pullup 3PT,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,,,26.2,Missed,,,,,,,,,,,,,,,,,
540,PT08M57.00S,2021-10-30T04:28:34.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612739,90,86,2021-10-30T04:28:38Z,5380000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,539.0,,,,,,,,,,,,
541,PT08M57.00S,2021-10-30T04:28:39.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,90,86,2021-10-30T04:28:39Z,5390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT08M44.00S,2021-10-30T04:28:59.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,93.47897503285151,46.568627450980394,1610612739,90,88,2021-10-30T04:29:22Z,5400000,-17.0,9.0,1,right,E. Mobley alley-oop DUNK (22 PTS) (D. Garland 11 AST),"[1630596, 1629636]",1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,,,1.93,Made,22.0,D. Garland,1629636.0,11.0,,,,,,,,,,,,,
544,PT08M15.00S,2021-10-30T04:29:28.8Z,4,REGULAR,2pt,Jump Shot,[],1630559,23.96517739816032,64.2156862745098,1610612747,90,88,2021-10-30T04:29:35Z,5420000,-71.0,173.0,1,left,MISS A. Reaves 18' fadeaway Shot,[1630559],1610612747.0,LAL,fadeaway,,,Reaves,A. Reaves,,,,,,,18.69,Missed,,,,,,,,,,,,,,,,,
