actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
275,PT03M51.00S,2021-12-08T03:54:39.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.933639947437584,47.30392156862745,1610612747,47,48,2021-12-08T03:54:43Z,2740000,13.0,22.0,1,left,MISS R. Westbrook driving Layup,[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,2.59,Missed,,,,,,,,,,,,,,,,,,,
276,PT03M49.00S,2021-12-08T03:54:41.5Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,47,48,2021-12-08T03:54:43Z,2750000,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,275.0,,3.0,2.0,1.0,,,,,,,,,,,,,,
277,PT03M44.00S,2021-12-08T03:54:46.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201143,91.37647831800263,46.81372549019608,1610612738,47,48,2021-12-08T03:54:53Z,2760000,-16.0,29.0,1,right,MISS A. Horford cutting Layup,[201143],1610612738.0,BOS,cutting,,,Horford,A. Horford,,,,,3.27,Missed,,,,,,,,,,,,,,,,,,,
278,PT03M42.00S,2021-12-08T03:54:48.4Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,47,48,2021-12-08T03:54:53Z,2770000,,,0,,A. Davis REBOUND (Off:1 Def:5),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,277.0,,6.0,5.0,1.0,,,,,,,,,,,,,,
279,PT03M36.00S,2021-12-08T03:54:56.7Z,2,REGULAR,foul,offensive,[],1629659,,,1610612747,47,48,2021-12-08T03:55:04Z,2780000,,,0,,T. Horton-Tucker offensive FOUL (1 PF),"[1629659, 203471]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,1162.0,,,,,,,,,,,1.0,0.0,Schroder,203471.0,,,
281,PT03M36.00S,2021-12-08T03:54:56.7Z,2,REGULAR,turnover,offensive foul,[],1629659,,,1610612747,47,48,2021-12-08T03:54:56Z,2800000,,,0,,T. Horton-Tucker offensive foul TURNOVER (2 TO),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,1162.0,,,,2.0,,,,,,,,,,,,,
282,PT03M36.00S,2021-12-08T03:55:04.8Z,2,REGULAR,substitution,out,[],202340,,,1610612738,47,48,2021-12-08T03:55:12Z,2810000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M36.00S,2021-12-08T03:55:04.8Z,2,REGULAR,substitution,out,[],1626196,,,1610612738,47,48,2021-12-08T03:55:12Z,2820000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M36.00S,2021-12-08T03:55:04.8Z,2,REGULAR,substitution,in,[],1628370,,,1610612738,47,48,2021-12-08T03:55:12Z,2830000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M36.00S,2021-12-08T03:55:04.8Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,47,48,2021-12-08T03:55:12Z,2840000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M24.00S,2021-12-08T03:55:31.5Z,2,REGULAR,foul,personal,['2freethrow'],203076,,,1610612738,47,48,2021-12-08T03:55:39Z,2850000,,,0,,A. Davis shooting personal FOUL (2 PF) (Williams III 2 FT),"[203076, 1629057]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,,,,1162.0,,,,,,,,,,,2.0,0.0,Williams III,1629057.0,,,
288,PT03M24.00S,2021-12-08T03:56:10.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629057,,,1610612738,47,48,2021-12-08T03:56:10Z,2870000,,,0,,MISS R. Williams III Free Throw 1 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Missed,,,,,,,,,,,,,,,,,,,
289,PT03M24.00S,2021-12-08T03:56:10.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,47,48,2021-12-08T03:56:10Z,2880000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,288.0,,,,,,,,,,,,,,,,,,
290,PT03M24.00S,2021-12-08T03:56:29.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629057,,,1610612738,47,49,2021-12-08T03:56:29Z,2890000,,,0,,R. Williams III Free Throw 2 of 2 (9 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,,,,,,,,,9.0,,,,,,,,,,
291,PT03M07.00S,2021-12-08T03:56:48.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,8.196452036793687,52.94117647058824,1610612747,49,49,2021-12-08T03:56:53Z,2900000,-15.0,25.0,1,left,A. Davis floating Jump Shot (5 PTS) (R. Westbrook 4 AST),"[203076, 201566]",1610612747.0,LAL,floating,,,Davis,A. Davis,,,,,2.86,Made,,,,,,,,,5.0,R. Westbrook,201566.0,4.0,,,,,,,
293,PT02M54.00S,2021-12-08T03:57:02.7Z,2,REGULAR,3pt,Jump Shot,[],203471,83.49211563731932,5.637254901960787,1610612738,49,49,2021-12-08T03:57:26Z,2920000,-222.0,103.0,1,right,MISS D. Schroder 24' 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,24.44,Missed,,,,,,,,,,,,,,,,,,,
294,PT02M54.00S,2021-12-08T03:57:02.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,49,49,2021-12-08T03:57:26Z,2930000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,,,
296,PT02M54.00S,2021-12-08T03:57:09.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,49,49,2021-12-08T03:57:42Z,2935000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M54.00S,2021-12-08T03:57:15.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,49,49,2021-12-08T03:57:15Z,2940000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M33.00S,2021-12-08T04:00:56.3Z,2,REGULAR,3pt,Jump Shot,[],1628370,30.929697766097235,76.9607843137255,1610612747,52,49,2021-12-08T04:01:00Z,2950000,-135.0,238.0,1,left,M. Monk 27' 3PT  (5 PTS),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,27.37,Made,,,,,,,,,5.0,,,,,,,,,,
298,PT02M21.00S,2021-12-08T04:01:09.2Z,2,REGULAR,2pt,Jump Shot,[],1628369,79.68134034165571,71.07843137254902,1610612738,52,51,2021-12-08T04:01:59Z,2960000,105.0,138.0,1,right,J. Tatum 17' fadeaway Jump Shot (19 PTS) (M. Smart 6 AST),"[1628369, 203935]",1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,17.4,Made,,,,,,,,,19.0,M. Smart,203935.0,6.0,,,,,,,
301,PT02M04.00S,2021-12-08T04:01:31.4Z,2,REGULAR,foul,personal,['2freethrow'],203935,,,1610612747,52,51,2021-12-08T04:01:39Z,2990000,,,0,,M. Smart shooting personal FOUL (1 PF) (Westbrook 2 FT),"[203935, 201566]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,1162.0,,,,,,,,,,,1.0,0.0,Westbrook,201566.0,,,
303,PT02M04.00S,2021-12-08T04:01:56.4Z,2,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,53,51,2021-12-08T04:01:56Z,3010000,,,0,,R. Westbrook Free Throw 1 of 2 (5 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,,,,,5.0,,,,,,,,,,
304,PT02M04.00S,2021-12-08T04:02:13.5Z,2,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,54,51,2021-12-08T04:02:13Z,3020000,,,0,,R. Westbrook Free Throw 2 of 2 (6 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,,,,,6.0,,,,,,,,,,
305,PT01M41.00S,2021-12-08T04:02:39.1Z,2,REGULAR,3pt,Jump Shot,[],203935,71.66557161629436,83.57843137254902,1610612738,54,51,2021-12-08T04:02:47Z,3030000,168.0,214.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.18,Missed,,,,,,,,,,,,,,,,,,,
306,PT01M38.00S,2021-12-08T04:02:42.1Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,54,51,2021-12-08T04:03:55Z,3040000,,,0,,J. Tatum REBOUND (Off:2 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,305.0,,4.0,2.0,2.0,,,,,,,,,,,,,,
307,PT01M36.00S,2021-12-08T04:02:43.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,91.77069645203679,49.26470588235294,1610612738,54,51,2021-12-08T04:04:10Z,3050000,-4.0,25.0,1,right,MISS J. Tatum putback Layup,[1628369],1610612738.0,BOS,putback,,,Tatum,J. Tatum,,,,,2.52,Missed,,,,,,,,,,,,,,,,,,,
308,PT01M34.00S,2021-12-08T04:02:45.8Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,54,51,2021-12-08T04:02:53Z,3060000,,,0,,R. Williams III REBOUND (Off:2 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,307.0,,2.0,0.0,2.0,,,,,,,,,,,,,,
309,PT01M34.00S,2021-12-08T04:02:47.5Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629057,94.40999984741211,50.0,1610612738,54,53,2021-12-08T04:03:01Z,3070000,0.0,0.0,1,right,R. Williams III tip DUNK (11 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Made,,,,,,,,,11.0,,,,,,,,,,
310,PT01M20.00S,2021-12-08T04:03:01.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203076,7.013797634691201,44.607843137254896,1610612747,56,53,2021-12-08T04:03:07Z,3080000,27.0,13.0,1,left,A. Davis driving Layup (7 PTS) (R. Westbrook 5 AST),"[203076, 201566]",1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,3.01,Made,,,,,,,,,7.0,R. Westbrook,201566.0,5.0,,,,,,,
312,PT00M59.80S,2021-12-08T04:03:23.9Z,2,REGULAR,2pt,Jump Shot,[],1628369,76.52759526938239,29.65686274509804,1610612738,56,55,2021-12-08T04:03:27Z,3100000,-102.0,168.0,1,right,J. Tatum 19' step back Jump Shot (21 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,19.65,Made,,,,,,,,,21.0,,,,,,,,,,
313,PT00M50.70S,2021-12-08T04:03:42.0Z,2,REGULAR,foul,personal,[],1629057,,,1610612747,56,55,2021-12-08T04:03:45Z,3110000,,,0,,R. Williams III personal FOUL (1 PF),"[1629057, 2544]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,1162.0,,,,,,,,,,,1.0,0.0,James,2544.0,,,
315,PT00M50.70S,2021-12-08T04:03:52.9Z,2,REGULAR,substitution,out,[],1628370,,,1610612747,56,55,2021-12-08T04:03:57Z,3130000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M50.70S,2021-12-08T04:03:52.9Z,2,REGULAR,substitution,in,[],2546,,,1610612747,56,55,2021-12-08T04:03:57Z,3140000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT00M44.80S,2021-12-08T04:04:15.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,8.590670170827863,51.96078431372549,1610612747,58,55,2021-12-08T04:04:20Z,3150000,-10.0,28.0,1,left,T. Horton-Tucker reverse Layup (6 PTS) (R. Westbrook 6 AST),"[1629659, 201566]",1610612747.0,LAL,reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,2.99,Made,,,,,,,,,6.0,R. Westbrook,201566.0,6.0,,,,,,,
319,PT00M30.40S,2021-12-08T04:04:43.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,58,55,2021-12-08T04:04:43Z,3170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M23.20S,2021-12-08T04:05:00.0Z,2,REGULAR,2pt,Jump Shot,[],1628369,91.24507227332458,88.72549019607843,1610612738,58,55,2021-12-08T04:05:04Z,3180000,194.0,30.0,1,right,MISS J. Tatum 19' turnaround Shot,[1628369],1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,19.59,Missed,,,,,,,,,,,,,,,,,,,
321,PT00M20.40S,2021-12-08T04:05:02.7Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,58,55,2021-12-08T04:05:02Z,3190000,,,0,,A. Davis REBOUND (Off:1 Def:6),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,320.0,,7.0,6.0,1.0,,,,,,,,,,,,,,
322,PT00M01.20S,2021-12-08T04:05:23.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.670827858081481,54.90196078431372,1610612747,60,55,2021-12-08T04:05:27Z,3200000,-25.0,20.0,1,left,R. Westbrook Layup (8 PTS) (L. James 3 AST),"[201566, 2544]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,3.14,Made,,,,,,,,,8.0,L. James,2544.0,3.0,,,,,,,
324,PT00M00.00S,2021-12-08T04:05:34.0Z,2,REGULAR,period,end,[],0,,,1610612738,60,55,2021-12-08T04:05:34Z,3220000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2021-12-08T04:22:08.6Z,3,REGULAR,substitution,out,['startperiod'],2546,,,1610612738,60,55,2021-12-08T04:22:21Z,3230000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2021-12-08T04:22:08.6Z,3,REGULAR,substitution,in,['startperiod'],202340,,,1610612738,60,55,2021-12-08T04:22:21Z,3240000,,,0,,SUB in: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2021-12-08T04:22:18.0Z,3,REGULAR,period,start,[],0,,,1610612738,60,55,2021-12-08T04:22:22Z,3250000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT11M36.00S,2021-12-08T04:22:41.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201143,14.766754270696453,55.63725490196079,1610612738,60,55,2021-12-08T04:23:08Z,3260000,-28.0,86.0,1,left,MISS A. Horford 9' turnaround Hook,[201143],1610612738.0,BOS,turnaround,,,Horford,A. Horford,,,,,9.08,Missed,,,,,,,,,,,,,,,,,,,
329,PT11M35.00S,2021-12-08T04:22:42.8Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,60,55,2021-12-08T04:24:10Z,3270000,,,0,,R. Williams III REBOUND (Off:3 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,328.0,,3.0,0.0,3.0,,,,,,,,,,,,,,
330,PT11M33.00S,2021-12-08T04:22:52.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,7.670827858081481,53.18627450980392,1610612738,60,55,2021-12-08T04:24:20Z,3280000,-16.0,20.0,1,left,MISS R. Williams III tip Layup,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,2.52,Missed,,,,,,,,,,,,,,,,,,,
331,PT11M31.00S,2021-12-08T04:22:54.4Z,3,REGULAR,rebound,defensive,[],1629659,,,1610612747,60,55,2021-12-08T04:24:20Z,3290000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:2),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,330.0,,2.0,2.0,0.0,,,,,,,,,,,,,,
332,PT11M24.00S,2021-12-08T04:22:59.8Z,3,REGULAR,foul,offensive,[],201566,,,1610612747,60,55,2021-12-08T04:23:15Z,3300000,,,0,,R. Westbrook offensive FOUL (1 PF),"[201566, 1628369]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,202037.0,,,,,,,,,,,1.0,0.0,Tatum,1628369.0,,,
334,PT11M24.00S,2021-12-08T04:22:59.8Z,3,REGULAR,turnover,offensive foul,[],201566,,,1610612747,60,55,2021-12-08T04:22:59Z,3320000,,,0,,R. Westbrook offensive foul TURNOVER (2 TO),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,202037.0,,,,2.0,,,,,,,,,,,,,
335,PT11M02.00S,2021-12-08T04:23:39.8Z,3,REGULAR,foul,personal,['2freethrow'],201566,,,1610612738,60,55,2021-12-08T04:23:44Z,3330000,,,0,,R. Westbrook shooting personal FOUL (2 PF) (Tatum 2 FT),"[201566, 1628369]",1610612747.0,LAL,shooting,,,Westbrook,R. Westbrook,,,,,,,,202037.0,,,,,,,,,,,2.0,0.0,Tatum,1628369.0,,,
337,PT11M02.00S,2021-12-08T04:24:06.5Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,60,56,2021-12-08T04:24:06Z,3350000,,,0,,J. Tatum Free Throw 1 of 2 (22 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,22.0,,,,,,,,,,
338,PT11M02.00S,2021-12-08T04:24:19.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,60,57,2021-12-08T04:24:19Z,3360000,,,0,,J. Tatum Free Throw 2 of 2 (23 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,23.0,,,,,,,,,,
339,PT10M41.00S,2021-12-08T04:24:42.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203076,91.90210249671485,53.67647058823529,1610612747,60,57,2021-12-08T04:24:47Z,3370000,18.0,24.0,1,right,MISS A. Davis Layup,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,2.99,Missed,,,,,,,,,,,,,,,,,,,
341,PT10M37.00S,2021-12-08T04:24:46.8Z,3,REGULAR,rebound,offensive,[],201566,,,1610612747,60,57,2021-12-08T04:24:47Z,3390000,,,0,,R. Westbrook REBOUND (Off:1 Def:0),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,339.0,,1.0,0.0,1.0,,,,,,,,,,,,,,
342,PT10M37.00S,2021-12-08T04:24:49.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629659,90.98226018396846,49.26470588235294,1610612747,62,57,2021-12-08T04:24:53Z,3400000,-4.0,32.0,1,right,T. Horton-Tucker cutting Layup (8 PTS) (R. Westbrook 7 AST),"[1629659, 201566]",1610612747.0,LAL,cutting,,,Horton-Tucker,T. Horton-Tucker,,,,,3.25,Made,,,,,,,,,8.0,R. Westbrook,201566.0,7.0,,,,,,,
344,PT10M37.00S,2021-12-08T04:24:53.2Z,3,REGULAR,foul,personal,['1freethrow'],203471,,,1610612747,62,57,2021-12-08T04:25:03Z,3420000,,,0,,D. Schroder shooting personal FOUL (2 PF) (Horton-Tucker 1 FT),"[203471, 1629659]",1610612738.0,BOS,shooting,,,Schroder,D. Schroder,,,,,,,,202037.0,,,,,,,,,,,2.0,0.0,Horton-Tucker,1629659.0,,,
346,PT10M37.00S,2021-12-08T04:25:14.8Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1629659,,,1610612747,62,57,2021-12-08T04:25:19Z,3440000,,,0,,MISS T. Horton-Tucker Free Throw 1 of 1,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
347,PT10M34.00S,2021-12-08T04:25:17.8Z,3,REGULAR,rebound,offensive,[],203076,,,1610612747,62,57,2021-12-08T04:25:19Z,3450000,,,0,,A. Davis REBOUND (Off:2 Def:6),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,346.0,,8.0,6.0,2.0,,,,,,,,,,,,,,
348,PT10M21.00S,2021-12-08T04:25:29.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],2544,88.74835742444152,94.6078431372549,1610612747,62,57,2021-12-08T04:25:35Z,3460000,223.0,53.0,1,right,MISS L. James 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,22.93,Missed,,,,,,,,,,,,,,,,,,,
349,PT10M17.00S,2021-12-08T04:25:33.5Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,62,57,2021-12-08T04:25:33Z,3470000,,,0,,M. Smart REBOUND (Off:1 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,348.0,,4.0,3.0,1.0,,,,,,,,,,,,,,
350,PT10M14.00S,2021-12-08T04:25:37.8Z,3,REGULAR,turnover,lost ball,[],203935,,,1610612738,62,57,2021-12-08T04:25:42Z,3480000,,,0,,M. Smart lost ball TURNOVER (2 TO),"[203935, 1629659]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,2.0,Horton-Tucker,1629659.0,,,,,,,,,,,
351,PT10M14.00S,2021-12-08T04:25:37.8Z,3,REGULAR,steal,,[],1629659,,,1610612747,62,57,2021-12-08T04:25:39Z,3490000,,,0,,T. Horton-Tucker STEAL (2 STL),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT10M06.00S,2021-12-08T04:25:45.2Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",202340,94.00459921156373,3.9215686274509807,1610612747,62,57,2021-12-08T04:25:54Z,3500000,-230.0,4.0,1,right,MISS A. Bradley running pullup 3PT,[202340],1610612747.0,LAL,running pullup,,,Bradley,A. Bradley,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
353,PT10M03.00S,2021-12-08T04:25:48.2Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,62,57,2021-12-08T04:25:54Z,3510000,,,0,,R. Williams III REBOUND (Off:3 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,352.0,,4.0,1.0,3.0,,,,,,,,,,,,,,
354,PT09M55.00S,2021-12-08T04:25:55.6Z,3,REGULAR,3pt,Jump Shot,[],201143,28.95860709592641,26.225490196078425,1610612738,62,57,2021-12-08T04:26:00Z,3520000,119.0,220.0,1,left,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,,
355,PT09M52.00S,2021-12-08T04:25:58.6Z,3,REGULAR,rebound,defensive,[],1629659,,,1610612747,62,57,2021-12-08T04:26:00Z,3530000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:3),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,354.0,,3.0,3.0,0.0,,,,,,,,,,,,,,
356,PT09M50.00S,2021-12-08T04:26:01.2Z,3,REGULAR,turnover,bad pass,[],1629659,,,1610612747,62,57,2021-12-08T04:26:04Z,3540000,,,0,,T. Horton-Tucker bad pass TURNOVER (3 TO),"[1629659, 201143]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,3.0,Horford,201143.0,,,,,,,,,,,
357,PT09M50.00S,2021-12-08T04:26:01.2Z,3,REGULAR,steal,,[],201143,,,1610612738,62,57,2021-12-08T04:26:03Z,3550000,,,0,,A. Horford STEAL (2 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT09M45.00S,2021-12-08T04:26:07.1Z,3,REGULAR,foul,offensive,[],1628369,,,1610612738,62,57,2021-12-08T04:26:14Z,3560000,,,0,,J. Tatum charge offensive FOUL (2 PF),"[1628369, 203076]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,,,,202037.0,,,,,,,,,,,2.0,0.0,Davis,203076.0,,,
360,PT09M45.00S,2021-12-08T04:26:07.1Z,3,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,62,57,2021-12-08T04:26:07Z,3580000,,,0,,J. Tatum offensive foul TURNOVER (4 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,202037.0,,,,4.0,,,,,,,,,,,,,
361,PT09M29.00S,2021-12-08T04:26:48.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203076,90.32522996057818,49.50980392156863,1610612747,62,57,2021-12-08T04:26:52Z,3590000,-2.0,38.0,1,right,MISS A. Davis floating Shot,[203076],1610612747.0,LAL,floating,,,Davis,A. Davis,,,,,3.85,Missed,,,,,,,,,,,,,,,,,,,
362,PT09M27.00S,2021-12-08T04:26:50.9Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,62,57,2021-12-08T04:26:50Z,3600000,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,361.0,,5.0,4.0,1.0,,,,,,,,,,,,,,
363,PT09M17.00S,2021-12-08T04:27:00.8Z,3,REGULAR,3pt,Jump Shot,[],1628369,28.827201051248352,77.69607843137254,1610612738,62,57,2021-12-08T04:27:05Z,3610000,-138.0,218.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.87,Missed,,,,,,,,,,,,,,,,,,,
364,PT09M14.00S,2021-12-08T04:27:03.8Z,3,REGULAR,rebound,defensive,[],1629659,,,1610612747,62,57,2021-12-08T04:27:05Z,3620000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:4),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,363.0,,4.0,4.0,0.0,,,,,,,,,,,,,,
365,PT09M02.00S,2021-12-08T04:27:16.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203076,92.16491458607096,51.96078431372549,1610612747,64,57,2021-12-08T04:27:22Z,3630000,10.0,21.0,1,right,A. Davis reverse Layup (9 PTS),[203076],1610612747.0,LAL,reverse,,,Davis,A. Davis,,,,,2.33,Made,,,,,,,,,9.0,,,,,,,,,,
