actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
270,PT02M13.00S,2022-02-27T22:57:57.2Z,2,REGULAR,3pt,Jump Shot,[],1630537,34.247700394218136,49.754901960784316,1610612754,59,50,2022-02-27T22:58:03Z,2670000,1.0,269.0,1,left,MISS C. Duarte 26' step back 3PT,[1630537],1610612754.0,IND,step back,,,Duarte,C. Duarte,,,,,26.94,Missed,,,,,,,,,,,,,,,,,,
271,PT02M09.00S,2022-02-27T22:58:01.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,59,50,2022-02-27T22:58:01Z,2680000,,,0,,J. Tatum REBOUND (Off:1 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,270.0,2.0,1.0,1.0,,,,,,,,,,,,,,
272,PT01M59.00S,2022-02-27T22:58:11.3Z,2,REGULAR,3pt,Jump Shot,[],1628369,74.72076215505913,16.176470588235293,1610612738,59,50,2022-02-27T22:58:20Z,2690000,-169.0,185.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.07,Missed,,,,,,,,,,,,,,,,,,
273,PT01M55.00S,2022-02-27T22:58:16.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,59,50,2022-02-27T22:58:16Z,2700000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,272.0,,,,,,,,,,,,,,,,,
274,PT01M55.00S,2022-02-27T22:58:18.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,59,50,2022-02-27T22:58:18Z,2710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT01M55.00S,2022-02-27T22:58:21.3Z,2,REGULAR,substitution,out,[],1630537,,,1610612754,59,50,2022-02-27T22:58:35Z,2720000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
276,PT01M55.00S,2022-02-27T22:58:21.3Z,2,REGULAR,substitution,out,[],1629684,,,1610612754,59,50,2022-02-27T22:58:35Z,2730000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
277,PT01M55.00S,2022-02-27T22:58:21.3Z,2,REGULAR,substitution,in,[],1627763,,,1610612754,59,50,2022-02-27T22:58:35Z,2740000,,,0,,SUB in: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,
278,PT01M55.00S,2022-02-27T22:58:21.3Z,2,REGULAR,substitution,in,[],1628401,,,1610612754,59,50,2022-02-27T22:58:35Z,2750000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
279,PT01M43.00S,2022-02-27T22:58:45.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629048,5.469776609724048,51.470588235294116,1610612754,61,50,2022-02-27T22:58:50Z,2760000,-7.0,-1.0,1,left,G. Bitadze cutting DUNK (2 PTS) (T. Haliburton 3 AST),"[1629048, 1630169]",1610612754.0,IND,cutting,,,Bitadze,G. Bitadze,,,,,0.75,Made,,,,,2.0,T. Haliburton,1630169.0,3.0,,,,,,,,,,
283,PT01M21.00S,2022-02-27T22:59:09.0Z,2,REGULAR,3pt,Jump Shot,[],1628369,92.32917214191852,4.901960784313726,1610612738,61,53,2022-02-27T22:59:14Z,2780000,-225.0,20.0,1,right,J. Tatum 3PT  (10 PTS) (M. Smart 4 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,22.64,Made,,,,,10.0,M. Smart,203935.0,4.0,,,,,,,,,,
285,PT01M09.00S,2022-02-27T22:59:20.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,16.507884362680684,50.245098039215684,1610612754,63,53,2022-02-27T22:59:26Z,2800000,-1.0,103.0,1,left,T. Haliburton 10' driving floating Jump Shot (13 PTS),[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,10.27,Made,,,,,13.0,,,,,,,,,,,,,
286,PT01M01.00S,2022-02-27T22:59:27.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,91.40932982917214,49.50980392156863,1610612738,63,55,2022-02-27T22:59:34Z,2810000,-2.0,28.0,1,right,J. Brown turnaround Jump Shot (10 PTS) (M. Smart 5 AST),"[1627759, 203935]",1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,2.84,Made,,,,,10.0,M. Smart,203935.0,5.0,,,,,,,,,,
288,PT00M45.90S,2022-02-27T22:59:45.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,18.74178712220762,60.5392156862745,1610612754,63,55,2022-02-27T22:59:51Z,2830000,-53.0,124.0,1,left,MISS T. Haliburton 13' driving floating Shot - blocked,"[1630169, 1628401]",1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,13.45,Missed,,,,,,,,,,,,,,,White,1628401.0,,
289,PT00M45.90S,2022-02-27T22:59:45.0Z,2,REGULAR,block,,[],1628401,,,1610612754,63,55,2022-02-27T22:59:46Z,2840000,,,0,,D. White BLOCK (2 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
290,PT00M42.60S,2022-02-27T22:59:48.3Z,2,REGULAR,rebound,offensive,[],1629052,,,1610612754,63,55,2022-02-27T22:59:48Z,2850000,,,0,,O. Brissett REBOUND (Off:1 Def:0),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,288.0,1.0,0.0,1.0,,,,,,,,,,,,,,
291,PT00M39.00S,2022-02-27T22:59:52.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630169,42.2634691195795,72.05882352941177,1610612754,66,55,2022-02-27T22:59:57Z,2860000,-110.0,345.0,1,left,T. Haliburton 36' 3PT  (16 PTS) (B. Hield 4 AST),"[1630169, 1627741]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,36.2,Made,,,,,16.0,B. Hield,1627741.0,4.0,,,,,,,,,,
293,PT00M32.90S,2022-02-27T23:00:05.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,88.12417871222075,41.66666666666667,1610612738,66,55,2022-02-27T23:00:10Z,2880000,-42.0,59.0,1,right,MISS J. Brown 7' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,7.23,Missed,,,,,,,,,,,,,,,,,,
294,PT00M30.10S,2022-02-27T23:00:08.3Z,2,REGULAR,rebound,defensive,[],1629052,,,1610612754,66,55,2022-02-27T23:00:10Z,2890000,,,0,,O. Brissett REBOUND (Off:1 Def:1),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,293.0,2.0,1.0,1.0,,,,,,,,,,,,,,
296,PT00M20.60S,2022-02-27T23:00:20.0Z,2,REGULAR,foul,offensive,[],1627741,,,1610612754,66,55,2022-02-27T23:00:26Z,2900000,,,0,,B. Hield charge offensive FOUL (2 PF),"[1627741, 203935]",1610612754.0,IND,charge,,,Hield,B. Hield,,,,,,,,,,,,,,,1626300.0,2.0,0.0,Smart,203935.0,,,,,
298,PT00M20.60S,2022-02-27T23:00:20.0Z,2,REGULAR,turnover,offensive foul,[],1627741,,,1610612754,66,55,2022-02-27T23:00:20Z,2920000,,,0,,B. Hield offensive foul TURNOVER (1 TO),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,1626300.0,,,,,1.0,,,,
299,PT00M04.40S,2022-02-27T23:00:54.8Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,66,55,2022-02-27T23:00:59Z,2930000,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 1627763]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,1.0,,,Brogdon,1627763.0
300,PT00M04.40S,2022-02-27T23:00:54.8Z,2,REGULAR,steal,,[],1627763,,,1610612754,66,55,2022-02-27T23:00:56Z,2940000,,,0,,M. Brogdon STEAL (2 STL),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,
301,PT00M01.00S,2022-02-27T23:00:58.0Z,2,REGULAR,turnover,bad pass,[],1627763,,,1610612754,66,55,2022-02-27T23:01:02Z,2950000,,,0,,M. Brogdon bad pass TURNOVER (1 TO),"[1627763, 1628369]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,1.0,,,Tatum,1628369.0
302,PT00M01.00S,2022-02-27T23:00:58.0Z,2,REGULAR,steal,,[],1628369,,,1610612738,66,55,2022-02-27T23:00:59Z,2960000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
303,PT00M00.00S,2022-02-27T23:01:01.4Z,2,REGULAR,period,end,[],0,,,1610612738,66,55,2022-02-27T23:01:01Z,2970000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2022-02-27T23:15:44.5Z,3,REGULAR,substitution,out,['startperiod'],1629048,,,1610612738,66,55,2022-02-27T23:16:02Z,2980000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2022-02-27T23:15:44.5Z,3,REGULAR,substitution,out,['startperiod'],1628401,,,1610612738,66,55,2022-02-27T23:16:02Z,2990000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2022-02-27T23:15:44.5Z,3,REGULAR,substitution,in,['startperiod'],1630543,,,1610612738,66,55,2022-02-27T23:16:02Z,3000000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2022-02-27T23:15:44.5Z,3,REGULAR,substitution,in,['startperiod'],1629684,,,1610612738,66,55,2022-02-27T23:16:02Z,3010000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2022-02-27T23:16:11.8Z,3,REGULAR,period,start,[],0,,,1610612754,66,55,2022-02-27T23:16:11Z,3020000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT11M48.00S,2022-02-27T23:16:23.2Z,3,REGULAR,3pt,Jump Shot,[],1629052,90.3580814717477,4.166666666666666,1610612754,69,55,2022-02-27T23:16:27Z,3030000,-229.0,38.0,1,right,O. Brissett 3PT  (16 PTS) (T. Haliburton 4 AST),"[1629052, 1630169]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,23.23,Made,,,,,16.0,T. Haliburton,1630169.0,4.0,,,,,,,,,,
311,PT11M33.00S,2022-02-27T23:16:40.8Z,3,REGULAR,foul,personal,['2freethrow'],1630543,,,1610612738,69,55,2022-02-27T23:16:45Z,3050000,,,0,,I. Jackson shooting personal FOUL (2 PF) (Brown 2 FT),"[1630543, 1627759]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,,,,,,,,,,,1155.0,2.0,0.0,Brown,1627759.0,,,,,
313,PT11M33.00S,2022-02-27T23:17:02.5Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,69,56,2022-02-27T23:17:17Z,3070000,,,0,,J. Brown Free Throw 1 of 2 (11 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
314,PT11M33.00S,2022-02-27T23:17:02.5Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,69,56,2022-02-27T23:17:17Z,3080000,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
315,PT11M31.00S,2022-02-27T23:17:04.5Z,3,REGULAR,rebound,defensive,[],1629052,,,1610612754,69,56,2022-02-27T23:17:17Z,3090000,,,0,,O. Brissett REBOUND (Off:1 Def:2),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,314.0,3.0,2.0,1.0,,,,,,,,,,,,,,
316,PT11M16.00S,2022-02-27T23:17:30.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,92.85479632063075,45.34313725490196,1610612754,71,56,2022-02-27T23:17:37Z,3100000,-23.0,15.0,1,right,M. Brogdon driving finger roll Layup (16 PTS),[1627763],1610612754.0,IND,driving finger roll,,,Brogdon,M. Brogdon,,,,,2.75,Made,,,,,16.0,,,,,,,,,,,,,
317,PT11M06.00S,2022-02-27T23:17:40.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,9.017739816031538,45.83333333333333,1610612738,71,56,2022-02-27T23:17:45Z,3110000,21.0,32.0,1,left,MISS J. Tatum Layup - blocked,"[1628369, 1627763]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,3.84,Missed,,,,,,,,,,,,,,,Brogdon,1627763.0,,
318,PT11M06.00S,2022-02-27T23:17:40.5Z,3,REGULAR,block,,[],1627763,,,1610612738,71,56,2022-02-27T23:17:42Z,3120000,,,0,,M. Brogdon BLOCK (1 BLK),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,
319,PT11M04.00S,2022-02-27T23:17:42.5Z,3,REGULAR,rebound,defensive,[],1630543,,,1610612754,71,56,2022-02-27T23:17:45Z,3130000,,,0,,I. Jackson REBOUND (Off:1 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,317.0,3.0,2.0,1.0,,,,,,,,,,,,,,
320,PT10M50.00S,2022-02-27T23:17:57.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,92.9862023653088,49.754901960784316,1610612754,73,56,2022-02-27T23:18:03Z,3140000,-1.0,13.0,1,right,I. Jackson DUNK (5 PTS) (M. Brogdon 4 AST),"[1630543, 1627763]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,1.35,Made,,,,,5.0,M. Brogdon,1627763.0,4.0,,,,,,,,,,
322,PT10M49.00S,2022-02-27T23:18:01.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,73,56,2022-02-27T23:18:01Z,3160000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT10M33.00S,2022-02-27T23:21:21.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,9.280551905387648,52.69607843137255,1610612738,73,56,2022-02-27T23:21:25Z,3170000,-13.0,35.0,1,left,MISS J. Tatum driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,3.72,Missed,,,,,,,,,,,,,,,,,,
324,PT10M30.00S,2022-02-27T23:21:24.4Z,3,REGULAR,rebound,defensive,[],1629052,,,1610612754,73,56,2022-02-27T23:21:25Z,3180000,,,0,,O. Brissett REBOUND (Off:1 Def:3),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,323.0,4.0,3.0,1.0,,,,,,,,,,,,,,
325,PT10M28.00S,2022-02-27T23:21:29.7Z,3,REGULAR,foul,offensive,[],1630543,,,1610612754,73,56,2022-02-27T23:22:03Z,3190000,,,0,,I. Jackson offensive FOUL (3 PF),"[1630543, 203935]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,1155.0,3.0,0.0,Smart,203935.0,,,,,
327,PT10M28.00S,2022-02-27T23:21:29.7Z,3,REGULAR,turnover,offensive foul,[],1630543,,,1610612754,73,56,2022-02-27T23:21:29Z,3210000,,,0,,I. Jackson offensive foul TURNOVER (2 TO),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,1155.0,,,,,2.0,,,,
328,PT10M18.00S,2022-02-27T23:22:01.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,8.754927726675426,50.245098039215684,1610612738,73,56,2022-02-27T23:22:06Z,3220000,-1.0,30.0,1,left,MISS J. Brown cutting Layup - blocked,"[1627759, 1630543]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,2.98,Missed,,,,,,,,,,,,,,,Jackson,1630543.0,,
329,PT10M18.00S,2022-02-27T23:22:01.4Z,3,REGULAR,block,,[],1630543,,,1610612738,73,56,2022-02-27T23:22:03Z,3230000,,,0,,I. Jackson BLOCK (2 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
330,PT10M15.00S,2022-02-27T23:22:04.4Z,3,REGULAR,rebound,defensive,[],1629052,,,1610612754,73,56,2022-02-27T23:22:06Z,3240000,,,0,,O. Brissett REBOUND (Off:1 Def:4),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,328.0,5.0,4.0,1.0,,,,,,,,,,,,,,
331,PT10M01.00S,2022-02-27T23:22:17.6Z,3,REGULAR,3pt,Jump Shot,[],1630169,63.02562417871223,54.65686274509803,1610612754,73,56,2022-02-27T23:22:30Z,3250000,23.0,295.0,1,right,MISS T. Haliburton 29' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,29.6,Missed,,,,,,,,,,,,,,,,,,
332,PT10M00.00S,2022-02-27T23:22:18.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,73,56,2022-02-27T23:22:22Z,3260000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,331.0,,,,,,,,,,,,,,,,,
333,PT10M00.00S,2022-02-27T23:22:22.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,73,56,2022-02-27T23:22:23Z,3270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT09M51.00S,2022-02-27T23:22:37.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.754927726675426,50.245098039215684,1610612738,73,58,2022-02-27T23:22:40Z,3280000,-1.0,30.0,1,left,J. Tatum Layup (12 PTS) (M. Smart 6 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2.98,Made,,,,,12.0,M. Smart,203935.0,6.0,,,,,,,,,,
336,PT09M51.00S,2022-02-27T23:22:39.9Z,3,REGULAR,foul,personal,['1freethrow'],1627763,,,1610612738,73,58,2022-02-27T23:23:00Z,3300000,,,0,,M. Brogdon shooting personal FOUL (2 PF) (Tatum 1 FT),"[1627763, 1628369]",1610612754.0,IND,shooting,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,201640.0,2.0,0.0,Tatum,1628369.0,,,,,
338,PT09M51.00S,2022-02-27T23:23:00.7Z,3,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,73,59,2022-02-27T23:23:00Z,3320000,,,0,,J. Tatum Free Throw 1 of 1 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
339,PT09M33.00S,2022-02-27T23:23:16.6Z,3,REGULAR,2pt,Jump Shot,[],1627741,77.4802890932983,51.225490196078425,1610612754,75,59,2022-02-27T23:23:20Z,3330000,6.0,159.0,1,right,B. Hield 15' pullup Jump Shot (7 PTS),[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,15.93,Made,,,,,7.0,,,,,,,,,,,,,
340,PT09M25.00S,2022-02-27T23:23:25.1Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,75,59,2022-02-27T23:23:28Z,3340000,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 1630169]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,2.0,,,Haliburton,1630169.0
341,PT09M25.00S,2022-02-27T23:23:25.1Z,3,REGULAR,steal,,[],1630169,,,1610612754,75,59,2022-02-27T23:23:26Z,3350000,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
342,PT09M19.00S,2022-02-27T23:23:30.8Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629052,93.64323258869908,4.166666666666666,1610612754,78,59,2022-02-27T23:23:36Z,3360000,-229.0,7.0,1,right,O. Brissett 3PT running (19 PTS) (M. Brogdon 5 AST),"[1629052, 1627763]",1610612754.0,IND,running,,,Brissett,O. Brissett,,,,,22.93,Made,,,,,19.0,M. Brogdon,1627763.0,5.0,,,,,,,,,,
344,PT08M58.00S,2022-02-27T23:23:51.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,15.850854139290407,48.03921568627451,1610612738,78,61,2022-02-27T23:23:56Z,3380000,10.0,96.0,1,left,M. Smart 9' driving floating Jump Shot (7 PTS) (J. Tatum 3 AST),"[203935, 1628369]",1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,9.7,Made,,,,,7.0,J. Tatum,1628369.0,3.0,,,,,,,,,,
346,PT08M35.00S,2022-02-27T23:24:14.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,88.12417871222075,43.13725490196079,1610612754,78,61,2022-02-27T23:25:18Z,3400000,-34.0,59.0,1,right,MISS M. Brogdon 6' floating Shot - blocked,"[1627763, 1629057]",1610612754.0,IND,floating,,,Brogdon,M. Brogdon,,,,,6.83,Missed,,,,,,,,,,,,,,,Williams III,1629057.0,,
347,PT08M35.00S,2022-02-27T23:24:14.2Z,3,REGULAR,block,,[],1629057,,,1610612754,78,61,2022-02-27T23:24:16Z,3410000,,,0,,R. Williams III BLOCK (4 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
348,PT08M32.00S,2022-02-27T23:24:17.2Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,78,61,2022-02-27T23:24:18Z,3420000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,346.0,3.0,3.0,0.0,,,,,,,,,,,,,,
349,PT08M31.00S,2022-02-27T23:24:25.0Z,3,REGULAR,foul,personal,['2freethrow'],1629052,,,1610612738,78,61,2022-02-27T23:24:32Z,3430000,,,0,,O. Brissett shooting personal FOUL (1 PF) (Tatum 2 FT),"[1629052, 1628369]",1610612754.0,IND,shooting,,,Brissett,O. Brissett,,,,,,,,,,,,,,,1155.0,1.0,0.0,Tatum,1628369.0,,,,,
351,PT08M31.00S,2022-02-27T23:24:57.7Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612738,78,61,2022-02-27T23:25:12Z,3450000,,,0,,TEAM delay-of-game VIOLATION,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,201640.0,,,,,,,,,
352,PT08M31.00S,2022-02-27T23:25:22.7Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,78,62,2022-02-27T23:25:22Z,3460000,,,0,,J. Tatum Free Throw 1 of 2 (14 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
353,PT08M31.00S,2022-02-27T23:25:39.8Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,78,63,2022-02-27T23:25:39Z,3470000,,,0,,J. Tatum Free Throw 2 of 2 (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
354,PT08M22.00S,2022-02-27T23:25:50.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,91.27792378449409,45.588235294117645,1610612754,78,63,2022-02-27T23:25:56Z,3480000,-22.0,29.0,1,right,MISS O. Brissett driving finger roll Layup,[1629052],1610612754.0,IND,driving finger roll,,,Brissett,O. Brissett,,,,,3.69,Missed,,,,,,,,,,,,,,,,,,
355,PT08M21.00S,2022-02-27T23:25:52.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,78,63,2022-02-27T23:25:52Z,3490000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,354.0,,,,,,,,,,,,,,,,,
356,PT08M21.00S,2022-02-27T23:25:56.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,78,63,2022-02-27T23:25:56Z,3500000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT08M14.00S,2022-02-27T23:26:14.8Z,3,REGULAR,turnover,out-of-bounds,[],1630169,,,1610612754,78,63,2022-02-27T23:26:20Z,3510000,,,0,,T. Haliburton step out-of-bounds TURNOVER (2 TO),[1630169],1610612754.0,IND,step,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,1626300.0,,,,,2.0,,,,
358,PT08M07.00S,2022-02-27T23:26:27.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203935,6.652431011826544,52.94117647058824,1610612738,78,65,2022-02-27T23:26:31Z,3520000,-15.0,10.0,1,left,M. Smart driving finger roll Layup (9 PTS),[203935],1610612738.0,BOS,driving finger roll,,,Smart,M. Smart,,,,,1.78,Made,,,,,9.0,,,,,,,,,,,,,
359,PT08M06.00S,2022-02-27T23:26:39.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,78,65,2022-02-27T23:26:39Z,3530000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT08M06.00S,2022-02-27T23:28:42.7Z,3,REGULAR,substitution,out,[],1630543,,,1610612754,78,65,2022-02-27T23:29:09Z,3540000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
361,PT08M06.00S,2022-02-27T23:28:42.7Z,3,REGULAR,substitution,in,[],1629048,,,1610612754,78,65,2022-02-27T23:29:09Z,3550000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,
362,PT07M52.00S,2022-02-27T23:29:37.7Z,3,REGULAR,3pt,Jump Shot,[],1627741,69.46452036793693,33.088235294117645,1610612754,78,65,2022-02-27T23:29:43Z,3560000,-85.0,235.0,1,right,MISS B. Hield 24' step back 3PT,[1627741],1610612754.0,IND,step back,,,Hield,B. Hield,,,,,24.93,Missed,,,,,,,,,,,,,,,,,,
