actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
456,PT01M32.00S,2022-01-06T02:19:45.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,7.30946123521682,53.18627450980392,1610612754,100,86,2022-01-06T02:19:54Z,4520000,-16.0,16.0,1,left,D. Sabonis cutting Layup (23 PTS) (L. Stephenson 5 AST),"[1627734, 202362]",1610612754.0,IND,cutting,,,Sabonis,D. Sabonis,,,,,2.27,Made,,23.0,L. Stephenson,202362.0,5.0,,,,,,,,,,,,,,
458,PT01M32.00S,2022-01-06T02:19:48.6Z,3,REGULAR,foul,personal,['1freethrow'],202681,,,1610612754,100,86,2022-01-06T02:19:54Z,4540000,,,0,,K. Irving shooting personal FOUL (2 PF) (Sabonis 1 FT),"[202681, 1627734]",1610612751.0,BKN,shooting,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,202058.0,2.0,0.0,Sabonis,1627734.0,,,
460,PT01M32.00S,2022-01-06T02:20:05.0Z,3,REGULAR,substitution,out,[],1626167,,,1610612754,100,86,2022-01-06T02:21:45Z,4560000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT01M32.00S,2022-01-06T02:20:05.0Z,3,REGULAR,substitution,in,[],1629052,,,1610612754,100,86,2022-01-06T02:21:45Z,4570000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT01M32.00S,2022-01-06T02:20:26.1Z,3,REGULAR,freethrow,1 of 1,[],1627734,,,1610612754,101,86,2022-01-06T02:20:26Z,4580000,,,0,,D. Sabonis Free Throw 1 of 1 (24 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,24.0,,,,,,,,,,,,,,,,,
463,PT01M14.00S,2022-01-06T02:20:50.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627734,,,1610612751,101,86,2022-01-06T02:20:55Z,4590000,,,0,,D. Sabonis shooting personal FOUL (3 PF) (Bembry 2 FT),"[1627734, 1627761]",1610612754.0,IND,shooting,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,202058.0,3.0,0.0,Bembry,1627761.0,,,
465,PT01M14.00S,2022-01-06T02:21:14.8Z,3,REGULAR,freethrow,1 of 2,[],1627761,,,1610612751,101,87,2022-01-06T02:21:14Z,4610000,,,0,,D. Bembry Free Throw 1 of 2 (5 PTS),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,Made,,5.0,,,,,,,,,,,,,,,,,
466,PT01M14.00S,2022-01-06T02:21:28.0Z,3,REGULAR,freethrow,2 of 2,[],1627761,,,1610612751,101,88,2022-01-06T02:21:28Z,4620000,,,0,,D. Bembry Free Throw 2 of 2 (6 PTS),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,Made,,6.0,,,,,,,,,,,,,,,,,
467,PT01M04.00S,2022-01-06T02:21:42.0Z,3,REGULAR,3pt,Jump Shot,[],203200,26.888961892247043,81.37254901960785,1610612754,101,88,2022-01-06T02:21:46Z,4630000,-157.0,200.0,1,left,MISS J. Holiday 25' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,,
468,PT01M00.00S,2022-01-06T02:21:45.7Z,3,REGULAR,rebound,offensive,[],1629052,,,1610612754,101,88,2022-01-06T02:21:45Z,4640000,,,0,,O. Brissett REBOUND (Off:3 Def:3),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,467.0,,,,,,,,6.0,3.0,3.0,,,,,,,,
469,PT00M59.30S,2022-01-06T02:21:46.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203200,15.193823915900131,95.83333333333334,1610612754,101,88,2022-01-06T02:21:50Z,4650000,-229.0,90.0,1,left,MISS J. Holiday 24' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,24.63,Missed,,,,,,,,,,,,,,,,,,,
470,PT00M56.80S,2022-01-06T02:21:49.3Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,101,88,2022-01-06T02:21:50Z,4660000,,,0,,K. Durant REBOUND (Off:1 Def:5),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,469.0,,,,,,,,6.0,5.0,1.0,,,,,,,,
471,PT00M48.10S,2022-01-06T02:21:58.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,91.93495400788436,61.51960784313726,1610612751,101,90,2022-01-06T02:22:05Z,4670000,58.0,23.0,1,right,K. Irving 6' driving floating bank Jump Shot (10 PTS) (K. Durant 4 AST),"[202681, 201142]",1610612751.0,BKN,driving floating bank,,,Irving,K. Irving,,,,,6.21,Made,,10.0,K. Durant,201142.0,4.0,,,,,,,,,,,,,,
473,PT00M38.50S,2022-01-06T02:22:10.1Z,3,REGULAR,turnover,bad pass,[],1627734,,,1610612754,101,90,2022-01-06T02:22:13Z,4690000,,,0,,D. Sabonis bad pass TURNOVER (4 TO),"[1627734, 201988]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,4.0,Mills,201988.0,,,,,,,,,,,
474,PT00M38.50S,2022-01-06T02:22:10.1Z,3,REGULAR,steal,,[],201988,,,1610612751,101,90,2022-01-06T02:22:11Z,4700000,,,0,,P. Mills STEAL (1 STL),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT00M36.70S,2022-01-06T02:22:13.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630613,,,1610612751,101,90,2022-01-06T02:22:28Z,4710000,,,0,,D. Washington Jr. take personal FOUL (1 PF) (Durant 2 FT),"[1630613, 201142]",1610612754.0,IND,take,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Durant,201142.0,,,
477,PT00M36.70S,2022-01-06T02:22:30.8Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612751,101,90,2022-01-06T02:22:34Z,4730000,,,0,,TEAM delay-of-game VIOLATION,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,202058.0,,,,,,,
478,PT00M36.70S,2022-01-06T02:22:45.5Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],201142,,,1610612751,101,91,2022-01-06T02:22:45Z,4740000,,,0,,K. Durant Free Throw 1 of 2 (30 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,30.0,,,,,,,,,,,,,,,,,
479,PT00M36.70S,2022-01-06T02:22:46.6Z,3,REGULAR,substitution,out,[],1630613,,,1610612751,101,91,2022-01-06T02:22:50Z,4750000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT00M36.70S,2022-01-06T02:22:46.6Z,3,REGULAR,substitution,in,[],1626208,,,1610612751,101,91,2022-01-06T02:22:50Z,4760000,,,0,,SUB in: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT00M36.70S,2022-01-06T02:23:02.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],201142,,,1610612751,101,92,2022-01-06T02:23:02Z,4770000,,,0,,K. Durant Free Throw 2 of 2 (31 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,31.0,,,,,,,,,,,,,,,,,
482,PT00M17.30S,2022-01-06T02:23:24.7Z,3,REGULAR,2pt,Jump Shot,[],1626208,24.52365308804205,63.48039215686274,1610612754,101,92,2022-01-06T02:23:36Z,4780000,-67.0,178.0,1,left,MISS K. Sykes 19' turnaround fadeaway Shot - blocked,"[1626208, 202681]",1610612754.0,IND,turnaround fadeaway,,,Sykes,K. Sykes,,,,,19.03,Missed,,,,,,,,,,,,,,,,,Irving,202681.0,
483,PT00M17.30S,2022-01-06T02:23:24.7Z,3,REGULAR,block,,[],202681,,,1610612754,101,92,2022-01-06T02:23:27Z,4790000,,,0,,K. Irving BLOCK (1 BLK),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT00M13.80S,2022-01-06T02:23:28.2Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,101,92,2022-01-06T02:23:28Z,4800000,,,0,,K. Durant REBOUND (Off:1 Def:6),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,482.0,,,,,,,,7.0,6.0,1.0,,,,,,,,
485,PT00M00.00S,2022-01-06T02:23:42.4Z,3,REGULAR,2pt,Jump Shot,[],202681,71.56701708278581,42.15686274509804,1610612751,101,94,2022-01-06T02:23:49Z,4810000,-39.0,215.0,1,right,K. Irving 21' pullup Jump Shot (12 PTS) (P. Mills 5 AST),"[202681, 201988]",1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,21.83,Made,,12.0,P. Mills,201988.0,5.0,,,,,,,,,,,,,,
487,PT00M00.00S,2022-01-06T02:23:47.5Z,3,REGULAR,instantreplay,request,[],0,,,1610612754,101,94,2022-01-06T02:24:36Z,4830000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,202058.0,,,,,,,End Period - Good Basket
488,PT00M00.00S,2022-01-06T02:24:38.4Z,3,REGULAR,period,end,[],0,,,1610612754,101,94,2022-01-06T02:24:38Z,4840000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2022-01-06T02:26:44.2Z,4,REGULAR,substitution,out,['startperiod'],202362,,,1610612754,101,94,2022-01-06T02:26:54Z,4850000,,,0,,SUB out: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2022-01-06T02:26:44.2Z,4,REGULAR,substitution,out,['startperiod'],1627734,,,1610612754,101,94,2022-01-06T02:26:54Z,4860000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2022-01-06T02:26:44.2Z,4,REGULAR,substitution,out,['startperiod'],202681,,,1610612754,101,94,2022-01-06T02:26:54Z,4870000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2022-01-06T02:26:44.2Z,4,REGULAR,substitution,out,['startperiod'],200746,,,1610612754,101,94,2022-01-06T02:26:54Z,4880000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2022-01-06T02:26:44.2Z,4,REGULAR,substitution,in,['startperiod'],1630613,,,1610612754,101,94,2022-01-06T02:26:54Z,4890000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2022-01-06T02:26:44.2Z,4,REGULAR,substitution,in,['startperiod'],1626167,,,1610612754,101,94,2022-01-06T02:26:54Z,4900000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2022-01-06T02:26:44.2Z,4,REGULAR,substitution,in,['startperiod'],201935,,,1610612754,101,94,2022-01-06T02:26:54Z,4910000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2022-01-06T02:26:44.2Z,4,REGULAR,substitution,in,['startperiod'],1629651,,,1610612754,101,94,2022-01-06T02:26:54Z,4920000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2022-01-06T02:27:15.7Z,4,REGULAR,period,start,[],0,,,1610612751,101,94,2022-01-06T02:27:15Z,4930000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT11M48.00S,2022-01-06T02:27:29.9Z,4,REGULAR,foul,personal,['2freethrow'],1626208,,,1610612751,101,94,2022-01-06T02:27:56Z,4940000,,,0,,K. Sykes shooting personal FOUL (4 PF) (Claxton 2 FT),"[1626208, 1629651]",1610612754.0,IND,shooting,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,204059.0,4.0,0.0,Claxton,1629651.0,,,
500,PT11M48.00S,2022-01-06T02:28:00.9Z,4,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,101,95,2022-01-06T02:28:00Z,4960000,,,0,,N. Claxton Free Throw 1 of 2 (7 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,Made,,7.0,,,,,,,,,,,,,,,,,
501,PT11M48.00S,2022-01-06T02:28:16.7Z,4,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,101,96,2022-01-06T02:28:16Z,4970000,,,0,,N. Claxton Free Throw 2 of 2 (8 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,Made,,8.0,,,,,,,,,,,,,,,,,
502,PT11M32.00S,2022-01-06T02:28:36.9Z,4,REGULAR,3pt,Jump Shot,[],203200,7.703679369250986,4.166666666666666,1610612754,101,96,2022-01-06T02:28:41Z,4980000,229.0,20.0,1,left,MISS J. Holiday 3PT - blocked,"[203200, 1629651]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,23.01,Missed,,,,,,,,,,,,,,,,,Claxton,1629651.0,
503,PT11M32.00S,2022-01-06T02:28:36.9Z,4,REGULAR,block,,[],1629651,,,1610612754,101,96,2022-01-06T02:28:39Z,4990000,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT11M27.00S,2022-01-06T02:28:41.9Z,4,REGULAR,rebound,defensive,[],201935,,,1610612751,101,96,2022-01-06T02:28:41Z,5000000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,502.0,,,,,,,,2.0,2.0,0.0,,,,,,,,
505,PT11M14.00S,2022-01-06T02:28:57.0Z,4,REGULAR,turnover,traveling,[],201935,,,1610612751,101,96,2022-01-06T02:29:09Z,5010000,,,0,,J. Harden traveling TURNOVER (1 TO),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,1.0,,,,,,202058.0,,,,,,,
506,PT11M00.00S,2022-01-06T02:29:25.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626167,11.12023653088042,44.85294117647059,1610612754,103,96,2022-01-06T02:29:30Z,5020000,26.0,52.0,1,left,M. Turner turnaround Jump Shot (14 PTS) (K. Sykes 4 AST),"[1626167, 1626208]",1610612754.0,IND,turnaround,,,Turner,M. Turner,,,,,5.8,Made,,14.0,K. Sykes,1626208.0,4.0,,,,,,,,,,,,,,
508,PT10M46.00S,2022-01-06T02:29:38.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,92.85479632063075,45.588235294117645,1610612751,103,98,2022-01-06T02:29:43Z,5040000,-22.0,15.0,1,right,N. Claxton driving finger roll Layup (10 PTS) (K. Durant 5 AST),"[1629651, 201142]",1610612751.0,BKN,driving finger roll,,,Claxton,N. Claxton,,,,,2.65,Made,,10.0,K. Durant,201142.0,5.0,,,,,,,,,,,,,,
510,PT10M30.00S,2022-01-06T02:29:53.9Z,4,REGULAR,3pt,Jump Shot,[],1629052,16.113666228646515,4.901960784313726,1610612754,103,98,2022-01-06T02:29:58Z,5060000,225.0,99.0,1,left,MISS O. Brissett 24' 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,24.63,Missed,,,,,,,,,,,,,,,,,,,
511,PT10M27.00S,2022-01-06T02:29:56.9Z,4,REGULAR,rebound,defensive,[],201935,,,1610612751,103,98,2022-01-06T02:29:58Z,5070000,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,510.0,,,,,,,,3.0,3.0,0.0,,,,,,,,
512,PT10M20.00S,2022-01-06T02:30:06.3Z,4,REGULAR,turnover,out-of-bounds,[],1629651,,,1610612751,103,98,2022-01-06T02:35:27Z,5080000,,,0,,N. Claxton lost ball out-of-bounds TURNOVER (1 TO),[1629651],1610612751.0,BKN,lost ball,,,Claxton,N. Claxton,,,,,,,,,,,,1.0,,,,,,202058.0,,,,,,,
513,PT10M00.00S,2022-01-06T02:30:30.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626167,6.258212877792378,45.83333333333333,1610612754,103,98,2022-01-06T02:30:37Z,5090000,21.0,6.0,1,left,MISS M. Turner driving reverse Layup,[1626167],1610612754.0,IND,driving reverse,,,Turner,M. Turner,,,,,2.17,Missed,,,,,,,,,,,,,,,,,,,
514,PT09M58.00S,2022-01-06T02:30:32.9Z,4,REGULAR,rebound,defensive,[],201142,,,1610612751,103,98,2022-01-06T02:30:37Z,5100000,,,0,,K. Durant REBOUND (Off:1 Def:7),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,513.0,,,,,,,,8.0,7.0,1.0,,,,,,,,
515,PT09M51.00S,2022-01-06T02:30:39.8Z,4,REGULAR,2pt,Jump Shot,[],201142,89.17542706964521,73.0392156862745,1610612751,103,98,2022-01-06T02:30:45Z,5110000,115.0,49.0,1,right,MISS K. Durant 12' fadeaway Shot,[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,12.53,Missed,,,,,,,,,,,,,,,,,,,
516,PT09M49.00S,2022-01-06T02:30:41.8Z,4,REGULAR,rebound,defensive,[],1629052,,,1610612754,103,98,2022-01-06T02:30:45Z,5120000,,,0,,O. Brissett REBOUND (Off:3 Def:4),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,515.0,,,,,,,,7.0,4.0,3.0,,,,,,,,
517,PT09M43.00S,2022-01-06T02:30:49.6Z,4,REGULAR,foul,personal,['2freethrow'],201935,,,1610612754,103,98,2022-01-06T02:30:57Z,5130000,,,0,,J. Harden shooting personal FOUL (1 PF) (Holiday 2 FT),"[201935, 203200]",1610612751.0,BKN,shooting,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,203800.0,1.0,0.0,Holiday,203200.0,,,
519,PT09M43.00S,2022-01-06T02:31:24.3Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],203200,,,1610612754,104,98,2022-01-06T02:31:24Z,5150000,,,0,,J. Holiday Free Throw 1 of 2 (6 PTS),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,Made,,6.0,,,,,,,,,,,,,,,,,
520,PT09M43.00S,2022-01-06T02:31:42.3Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],203200,,,1610612754,105,98,2022-01-06T02:31:42Z,5160000,,,0,,J. Holiday Free Throw 2 of 2 (7 PTS),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,Made,,7.0,,,,,,,,,,,,,,,,,
521,PT09M31.00S,2022-01-06T02:31:59.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,86.5473061760841,51.470588235294116,1610612751,105,100,2022-01-06T02:32:03Z,5170000,7.0,74.0,1,right,K. Durant 7' turnaround Jump Shot (33 PTS),[201142],1610612751.0,BKN,turnaround,,,Durant,K. Durant,,,,,7.44,Made,,33.0,,,,,,,,,,,,,,,,,
522,PT09M13.00S,2022-01-06T02:32:16.4Z,4,REGULAR,turnover,bad pass,[],1630613,,,1610612754,105,100,2022-01-06T02:32:19Z,5180000,,,0,,D. Washington Jr. bad pass TURNOVER (3 TO),"[1630613, 1627761]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,3.0,Bembry,1627761.0,,,,,,,,,,,
523,PT09M13.00S,2022-01-06T02:32:16.4Z,4,REGULAR,steal,,[],1627761,,,1610612751,105,100,2022-01-06T02:32:17Z,5190000,,,0,,D. Bembry STEAL (2 STL),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT09M06.00S,2022-01-06T02:32:24.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201142,67.09921156373193,57.84313725490197,1610612751,105,100,2022-01-06T02:32:38Z,5200000,39.0,257.0,1,right,MISS K. Durant 25' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,25.98,Missed,,,,,,,,,,,,,,,,,,,
525,PT09M01.00S,2022-01-06T02:32:29.7Z,4,REGULAR,rebound,offensive,[],1629651,,,1610612751,105,100,2022-01-06T02:32:38Z,5210000,,,0,,N. Claxton REBOUND (Off:2 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,524.0,,,,,,,,5.0,3.0,2.0,,,,,,,,
526,PT09M01.00S,2022-01-06T02:32:31.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629651,92.9862023653088,49.01960784313725,1610612751,105,102,2022-01-06T02:38:32Z,5220000,-5.0,13.0,1,right,N. Claxton putback Layup (12 PTS),[1629651],1610612751.0,BKN,putback,,,Claxton,N. Claxton,,,,,1.43,Made,,12.0,,,,,,,,,,,,,,,,,
527,PT09M01.00S,2022-01-06T02:32:34.2Z,4,REGULAR,foul,personal,['1freethrow'],1630613,,,1610612751,105,102,2022-01-06T02:32:56Z,5230000,,,0,,D. Washington Jr. shooting personal FOUL (2 PF) (Claxton 1 FT),"[1630613, 1629651]",1610612754.0,IND,shooting,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,204059.0,2.0,0.0,Claxton,1629651.0,,,
529,PT09M01.00S,2022-01-06T02:32:57.0Z,4,REGULAR,substitution,out,[],1629052,,,1610612751,105,102,2022-01-06T02:33:06Z,5250000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT09M01.00S,2022-01-06T02:32:57.0Z,4,REGULAR,substitution,in,[],1627734,,,1610612751,105,102,2022-01-06T02:33:06Z,5260000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT09M01.00S,2022-01-06T02:33:13.8Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1629651,,,1610612751,105,102,2022-01-06T02:33:13Z,5270000,,,0,,MISS N. Claxton Free Throw 1 of 1,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
532,PT09M00.00S,2022-01-06T02:33:14.8Z,4,REGULAR,rebound,defensive,[],203200,,,1610612754,105,102,2022-01-06T02:33:19Z,5280000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,531.0,,,,,,,,1.0,1.0,0.0,,,,,,,,
533,PT08M39.00S,2022-01-06T02:33:37.8Z,4,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612754,105,102,2022-01-06T02:33:46Z,5290000,,,0,,N. Claxton shooting personal FOUL (5 PF) (Sabonis 2 FT),"[1629651, 1627734]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,204059.0,5.0,0.0,Sabonis,1627734.0,,,
535,PT08M39.00S,2022-01-06T02:34:12.3Z,4,REGULAR,freethrow,1 of 2,[],1627734,,,1610612754,105,102,2022-01-06T02:34:12Z,5310000,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
536,PT08M39.00S,2022-01-06T02:34:12.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,105,102,2022-01-06T02:34:12Z,5320000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,,,,
537,PT08M39.00S,2022-01-06T02:34:25.0Z,4,REGULAR,substitution,out,[],1630613,,,1610612754,105,102,2022-01-06T02:34:31Z,5330000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT08M39.00S,2022-01-06T02:34:25.0Z,4,REGULAR,substitution,in,[],202362,,,1610612754,105,102,2022-01-06T02:34:31Z,5340000,,,0,,SUB in: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT08M39.00S,2022-01-06T02:34:52.3Z,4,REGULAR,freethrow,2 of 2,[],1627734,,,1610612754,106,102,2022-01-06T02:34:52Z,5350000,,,0,,D. Sabonis Free Throw 2 of 2 (25 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,25.0,,,,,,,,,,,,,,,,,
540,PT08M39.00S,2022-01-06T02:34:58.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,106,102,2022-01-06T02:34:58Z,5360000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT08M39.00S,2022-01-06T02:37:34.2Z,4,REGULAR,substitution,out,[],1629651,,,1610612751,106,102,2022-01-06T02:37:42Z,5370000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT08M39.00S,2022-01-06T02:37:34.2Z,4,REGULAR,substitution,in,[],202681,,,1610612751,106,102,2022-01-06T02:37:42Z,5380000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT08M22.00S,2022-01-06T02:38:15.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201142,92.32917214191852,55.88235294117647,1610612751,106,102,2022-01-06T02:38:22Z,5390000,29.0,20.0,1,right,MISS K. Durant driving finger roll Layup - blocked,"[201142, 1626167]",1610612751.0,BKN,driving finger roll,,,Durant,K. Durant,,,,,3.53,Missed,,,,,,,,,,,,,,,,,Turner,1626167.0,
544,PT08M22.00S,2022-01-06T02:38:15.1Z,4,REGULAR,block,,[],1626167,,,1610612751,106,102,2022-01-06T02:38:17Z,5400000,,,0,,M. Turner BLOCK (5 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
