actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
546,PT09M19.00S,2022-04-06T01:00:03.7Z,4,REGULAR,ejection,other,[],201599,,,1610612754,105,111,2022-04-06T01:00:16Z,5440000,,,0,,Ejection D. Jordan,[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,,,,,2715.0,,,,,,,,,,,,,,
547,PT09M19.00S,2022-04-06T01:00:40.1Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630613,,,1610612754,105,111,2022-04-06T01:01:02Z,5450000,,,0,,MISS D. Washington Jr. flagrant Free Throw 1 of 2,[1630613],1610612754.0,IND,flagrant,,,Washington Jr.,D. Washington Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
548,PT09M19.00S,2022-04-06T01:00:40.1Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612754,105,111,2022-04-06T01:01:02Z,5460000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,547.0,,,,,,,,,,,,,,,,,,
549,PT09M19.00S,2022-04-06T01:00:40.1Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630613,,,1610612754,106,111,2022-04-06T01:01:02Z,5470000,,,0,,D. Washington Jr. flagrant Free Throw 2 of 2 (7 PTS),[1630613],1610612754.0,IND,flagrant,,,Washington Jr.,D. Washington Jr.,,,,,,Made,,,,,,,,,,,,7.0,,,,,,,
550,PT09M19.00S,2022-04-06T01:00:50.6Z,4,REGULAR,substitution,out,[],201599,,,1610612755,106,111,2022-04-06T01:00:53Z,5480000,,,0,,SUB out: D. Jordan,[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT09M19.00S,2022-04-06T01:00:50.6Z,4,REGULAR,substitution,in,[],203954,,,1610612755,106,111,2022-04-06T01:00:53Z,5490000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT09M09.00S,2022-04-06T01:01:20.7Z,4,REGULAR,turnover,bad pass,[],1630169,,,1610612754,106,111,2022-04-06T01:01:24Z,5500000,,,0,,T. Haliburton bad pass TURNOVER (5 TO),"[1630169, 1629003]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,5.0,Milton,1629003.0,
553,PT09M09.00S,2022-04-06T01:01:20.7Z,4,REGULAR,steal,,[],1629003,,,1610612755,106,111,2022-04-06T01:01:22Z,5510000,,,0,,S. Milton STEAL (1 STL),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT09M02.00S,2022-04-06T01:01:29.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629003,92.72339027595268,45.09803921568628,1610612755,106,113,2022-04-06T01:05:31Z,5520000,-25.0,16.0,1,right,S. Milton driving finger roll Layup (8 PTS) (J. Harden 13 AST),"[1629003, 201935]",1610612755.0,PHI,driving finger roll,,,Milton,S. Milton,,,,,2.92,Made,,,,,,,,,,,,8.0,J. Harden,201935.0,13.0,,,,
556,PT08M53.00S,2022-04-06T01:01:37.4Z,4,REGULAR,3pt,Jump Shot,[],1630613,7.966491458607096,98.0392156862745,1610612754,109,113,2022-04-06T01:06:18Z,5540000,-240.0,22.0,1,left,D. Washington Jr. 24' 3PT running (10 PTS) (T. McConnell 5 AST),"[1630613, 204456]",1610612754.0,IND,running,,,Washington Jr.,D. Washington Jr.,,,,,24.12,Made,,,,,,,,,,,,10.0,T. McConnell,204456.0,5.0,,,,
558,PT08M30.00S,2022-04-06T01:01:59.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201980,92.85479632063075,52.69607843137255,1610612755,109,113,2022-04-06T01:02:03Z,5560000,13.0,15.0,1,right,MISS D. Green reverse Layup - blocked,"[201980, 1630188]",1610612755.0,PHI,reverse,,,Green,D. Green,,,,,2.0,Missed,,,,,,,,,,Smith,1630188.0,,,,,,,,
559,PT08M30.00S,2022-04-06T01:01:59.6Z,4,REGULAR,block,,[],1630188,,,1610612755,109,113,2022-04-06T01:02:01Z,5570000,,,0,,J. Smith BLOCK (3 BLK),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT08M27.00S,2022-04-06T01:02:02.6Z,4,REGULAR,rebound,offensive,[],201980,,,1610612755,109,113,2022-04-06T01:02:03Z,5580000,,,0,,D. Green REBOUND (Off:1 Def:1),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,558.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
561,PT08M24.00S,2022-04-06T01:02:05.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629003,85.3646517739816,38.970588235294116,1610612755,109,115,2022-04-06T01:28:40Z,5590000,-55.0,85.0,1,right,S. Milton 10' floating Jump Shot (10 PTS) (J. Embiid 2 AST),"[1629003, 203954]",1610612755.0,PHI,floating,,,Milton,S. Milton,,,,,10.14,Made,,,,,,,,,,,,10.0,J. Embiid,203954.0,2.0,,,,
563,PT07M58.00S,2022-04-06T01:02:34.6Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612754,109,115,2022-04-06T01:02:51Z,5610000,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT07M58.00S,2022-04-06T01:02:42.2Z,4,REGULAR,substitution,out,[],204456,,,1610612755,109,115,2022-04-06T01:02:46Z,5620000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT07M58.00S,2022-04-06T01:02:42.2Z,4,REGULAR,substitution,out,[],201980,,,1610612755,109,115,2022-04-06T01:02:46Z,5630000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT07M58.00S,2022-04-06T01:02:42.2Z,4,REGULAR,substitution,in,[],1627741,,,1610612755,109,115,2022-04-06T01:02:46Z,5640000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT07M58.00S,2022-04-06T01:02:42.2Z,4,REGULAR,substitution,in,[],1630178,,,1610612755,109,115,2022-04-06T01:02:46Z,5650000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT07M46.00S,2022-04-06T01:03:05.4Z,4,REGULAR,foul,personal,['2freethrow'],1630188,,,1610612755,109,115,2022-04-06T01:03:14Z,5660000,,,0,,J. Smith shooting personal FOUL (3 PF) (Embiid 2 FT),"[1630188, 203954]",1610612754.0,IND,shooting,,,Smith,J. Smith,,,,,,,,,,,201245.0,3.0,0.0,Embiid,203954.0,,,,,,,,,,
570,PT07M46.00S,2022-04-06T01:03:30.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203954,,,1610612755,109,116,2022-04-06T01:03:30Z,5680000,,,0,,J. Embiid Free Throw 1 of 2 (40 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,,,,,40.0,,,,,,,
571,PT07M46.00S,2022-04-06T01:03:31.7Z,4,REGULAR,substitution,out,[],1630188,,,1610612755,109,116,2022-04-06T01:03:35Z,5690000,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT07M46.00S,2022-04-06T01:03:31.7Z,4,REGULAR,substitution,in,[],1630543,,,1610612755,109,116,2022-04-06T01:03:35Z,5700000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT07M46.00S,2022-04-06T01:03:51.3Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203954,,,1610612755,109,117,2022-04-06T01:03:51Z,5710000,,,0,,J. Embiid Free Throw 2 of 2 (41 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,,,,,41.0,,,,,,,
574,PT07M33.00S,2022-04-06T01:04:04.8Z,4,REGULAR,turnover,bad pass,[],1630169,,,1610612754,109,117,2022-04-06T01:04:07Z,5720000,,,0,,T. Haliburton bad pass TURNOVER (6 TO),"[1630169, 202699]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,6.0,Harris,202699.0,
575,PT07M33.00S,2022-04-06T01:04:04.8Z,4,REGULAR,steal,,[],202699,,,1610612755,109,117,2022-04-06T01:04:06Z,5730000,,,0,,T. Harris STEAL (4 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT07M27.00S,2022-04-06T01:04:10.7Z,4,REGULAR,foul,personal,['2freethrow'],1627741,,,1610612755,109,117,2022-04-06T01:04:20Z,5740000,,,0,,B. Hield shooting personal FOUL (2 PF) (Maxey 2 FT),"[1627741, 1630178]",1610612754.0,IND,shooting,,,Hield,B. Hield,,,,,,,,,,,2715.0,2.0,0.0,Maxey,1630178.0,,,,,,,,,,
578,PT07M27.00S,2022-04-06T01:04:39.4Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630178,,,1610612755,109,118,2022-04-06T01:04:39Z,5760000,,,0,,T. Maxey Free Throw 1 of 2 (26 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,,,,,,,,,,,,26.0,,,,,,,
579,PT07M27.00S,2022-04-06T01:04:40.0Z,4,REGULAR,substitution,out,[],1629003,,,1610612755,109,118,2022-04-06T01:04:44Z,5770000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT07M27.00S,2022-04-06T01:04:40.0Z,4,REGULAR,substitution,in,[],1629680,,,1610612755,109,118,2022-04-06T01:04:44Z,5780000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT07M27.00S,2022-04-06T01:04:57.7Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630178,,,1610612755,109,119,2022-04-06T01:04:57Z,5790000,,,0,,T. Maxey Free Throw 2 of 2 (27 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,,,,,,,,,,,,27.0,,,,,,,
582,PT07M08.00S,2022-04-06T01:05:18.4Z,4,REGULAR,turnover,bad pass,[],1630613,,,1610612754,109,119,2022-04-06T01:05:21Z,5800000,,,0,,D. Washington Jr. bad pass TURNOVER (1 TO),"[1630613, 201935]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,1.0,Harden,201935.0,
583,PT07M08.00S,2022-04-06T01:05:18.4Z,4,REGULAR,steal,,[],201935,,,1610612755,109,119,2022-04-06T01:05:20Z,5810000,,,0,,J. Harden STEAL (2 STL),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT06M54.00S,2022-04-06T01:05:32.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203954,80.76544021024968,45.588235294117645,1610612755,109,121,2022-04-06T01:05:37Z,5820000,-22.0,128.0,1,right,J. Embiid 13' Jump Shot (43 PTS) (J. Harden 14 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,13.02,Made,,,,,,,,,,,,43.0,J. Harden,201935.0,14.0,,,,
586,PT06M53.00S,2022-04-06T01:05:38.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,109,121,2022-04-06T01:05:38Z,5840000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT06M53.00S,2022-04-06T01:07:58.7Z,4,REGULAR,substitution,out,[],1629052,,,1610612754,109,121,2022-04-06T01:08:14Z,5850000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT06M53.00S,2022-04-06T01:07:58.7Z,4,REGULAR,substitution,in,[],1630188,,,1610612754,109,121,2022-04-06T01:08:14Z,5860000,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT06M33.00S,2022-04-06T01:08:50.8Z,4,REGULAR,turnover,lost ball,[],1630188,,,1610612754,109,121,2022-04-06T01:08:54Z,5870000,,,0,,J. Smith lost ball TURNOVER (1 TO),"[1630188, 1630178]",1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,1.0,Maxey,1630178.0,
590,PT06M33.00S,2022-04-06T01:08:50.8Z,4,REGULAR,steal,,[],1630178,,,1610612755,109,121,2022-04-06T01:13:58Z,5880000,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT06M18.00S,2022-04-06T01:09:06.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629680,92.9862023653088,52.20588235294118,1610612755,109,121,2022-04-06T01:10:10Z,5890000,11.0,13.0,1,right,MISS M. Thybulle DUNK - blocked,"[1629680, 1630543]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,1.73,Missed,,,,,,,,,,Jackson,1630543.0,,,,,,,,
592,PT06M18.00S,2022-04-06T01:09:06.2Z,4,REGULAR,block,,[],1630543,,,1610612755,109,121,2022-04-06T01:14:03Z,5900000,,,0,,I. Jackson BLOCK (2 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT06M17.00S,2022-04-06T01:09:07.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612754,109,121,2022-04-06T01:10:10Z,5910000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,591.0,,,,,,,,,,,,,,,,,,
594,PT06M17.00S,2022-04-06T01:09:11.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,109,121,2022-04-06T01:09:11Z,5920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT06M17.00S,2022-04-06T01:09:34.6Z,4,REGULAR,stoppage,blood rule,[],0,,,1610612754,109,121,2022-04-06T01:09:34Z,5930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT06M02.00S,2022-04-06T01:11:03.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,13.354139290407357,51.470588235294116,1610612754,109,121,2022-04-06T01:11:09Z,5940000,-7.0,73.0,1,left,MISS T. Haliburton 7' driving floating Shot,[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,7.34,Missed,,,,,,,,,,,,,,,,,,,
597,PT05M59.00S,2022-04-06T01:11:06.3Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,109,121,2022-04-06T01:11:09Z,5950000,,,0,,T. Harris REBOUND (Off:0 Def:5),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,596.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
598,PT05M40.00S,2022-04-06T01:11:25.4Z,4,REGULAR,2pt,Jump Shot,[],203954,76.2976346911958,53.431372549019606,1610612755,109,121,2022-04-06T01:11:29Z,5960000,17.0,170.0,1,right,MISS J. Embiid 17' pullup Shot - blocked,"[203954, 1630543]",1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,17.12,Missed,,,,,,,,,,Jackson,1630543.0,,,,,,,,
599,PT05M40.00S,2022-04-06T01:11:25.4Z,4,REGULAR,block,,[],1630543,,,1610612755,109,121,2022-04-06T01:11:27Z,5970000,,,0,,I. Jackson BLOCK (3 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT05M37.00S,2022-04-06T01:11:28.4Z,4,REGULAR,rebound,defensive,[],1627741,,,1610612754,109,121,2022-04-06T01:11:29Z,5980000,,,0,,B. Hield REBOUND (Off:2 Def:6),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,598.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
601,PT05M31.00S,2022-04-06T01:11:36.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630613,7.440867279894875,50.73529411764706,1610612754,109,121,2022-04-06T01:16:31Z,5990000,-4.0,17.0,1,left,MISS D. Washington Jr. driving finger roll Layup,[1630613],1610612754.0,IND,driving finger roll,,,Washington Jr.,D. Washington Jr.,,,,,1.78,Missed,,,,,,,,,,,,,,,,,,,
603,PT05M29.00S,2022-04-06T01:11:38.8Z,4,REGULAR,rebound,defensive,[],201935,,,1610612755,109,121,2022-04-06T01:16:31Z,6010000,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,601.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
604,PT05M22.00S,2022-04-06T01:11:44.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,93.77463863337714,95.09803921568627,1610612755,109,124,2022-04-06T01:17:29Z,6020000,225.0,6.0,1,right,T. Maxey 3PT running (30 PTS) (T. Harris 5 AST),"[1630178, 202699]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,22.56,Made,,,,,,,,,,,,30.0,T. Harris,202699.0,5.0,,,,
606,PT05M09.00S,2022-04-06T01:11:56.7Z,4,REGULAR,3pt,Jump Shot,[],1630543,31.225361366622867,39.21568627450981,1610612754,109,124,2022-04-06T01:12:02Z,6040000,54.0,241.0,1,left,MISS I. Jackson 24' 3PT,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,24.7,Missed,,,,,,,,,,,,,,,,,,,
607,PT05M05.00S,2022-04-06T01:12:00.7Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,109,124,2022-04-06T01:12:02Z,6050000,,,0,,J. Embiid REBOUND (Off:2 Def:10),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,606.0,12.0,10.0,2.0,,,,,,,,,,,,,,,
608,PT04M55.00S,2022-04-06T01:12:10.4Z,4,REGULAR,3pt,Jump Shot,[],1630178,91.80354796320631,4.6568627450980395,1610612755,109,124,2022-04-06T01:12:15Z,6060000,-227.0,25.0,1,right,MISS T. Maxey 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,22.8,Missed,,,,,,,,,,,,,,,,,,,
609,PT04M51.00S,2022-04-06T01:12:14.4Z,4,REGULAR,rebound,defensive,[],1627741,,,1610612754,109,124,2022-04-06T01:12:15Z,6070000,,,0,,B. Hield REBOUND (Off:2 Def:7),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,608.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
610,PT04M47.00S,2022-04-06T01:12:18.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630543,6.783837056504599,44.85294117647059,1610612754,111,124,2022-04-06T01:12:24Z,6080000,26.0,11.0,1,left,I. Jackson running alley-oop Layup (14 PTS) (D. Washington Jr. 1 AST),"[1630543, 1630613]",1610612754.0,IND,running alley-oop,,,Jackson,I. Jackson,,,,,2.81,Made,,,,,,,,,,,,14.0,D. Washington Jr.,1630613.0,1.0,,,,
612,PT04M18.00S,2022-04-06T01:12:47.6Z,4,REGULAR,3pt,Jump Shot,[],201935,84.44480946123521,3.1862745098039214,1610612755,111,124,2022-04-06T01:12:52Z,6100000,-234.0,94.0,1,right,MISS J. Harden 25' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,25.22,Missed,,,,,,,,,,,,,,,,,,,
613,PT04M14.00S,2022-04-06T01:12:51.6Z,4,REGULAR,rebound,defensive,[],1630613,,,1610612754,111,124,2022-04-06T01:12:52Z,6110000,,,0,,D. Washington Jr. REBOUND (Off:0 Def:2),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,612.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
614,PT04M09.00S,2022-04-06T01:12:56.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630169,6.389618922470433,52.450980392156865,1610612754,113,124,2022-04-06T01:29:11Z,6120000,-12.0,8.0,1,left,T. Haliburton running Layup (18 PTS),[1630169],1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,1.45,Made,,,,,,,,,,,,18.0,,,,,,,
615,PT03M39.00S,2022-04-06T01:13:25.8Z,4,REGULAR,2pt,Jump Shot,[],203954,94.43166885676742,90.93137254901961,1610612755,113,124,2022-04-06T01:13:31Z,6130000,205.0,0.0,1,right,MISS J. Embiid 20' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,20.47,Missed,,,,,,,,,,,,,,,,,,,
616,PT03M37.00S,2022-04-06T01:13:28.5Z,4,REGULAR,rebound,defensive,[],1627741,,,1610612754,113,124,2022-04-06T01:13:28Z,6140000,,,0,,B. Hield REBOUND (Off:2 Def:8),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,615.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
617,PT03M31.00S,2022-04-06T01:13:34.9Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630613,17.16491458607096,49.50980392156863,1610612754,115,124,2022-04-06T01:19:56Z,6150000,2.0,109.0,1,left,D. Washington Jr. 10' driving floating Jump Shot (12 PTS) (B. Hield 3 AST),"[1630613, 1627741]",1610612754.0,IND,driving floating,,,Washington Jr.,D. Washington Jr.,,,,,10.89,Made,,,,,,,,,,,,12.0,B. Hield,1627741.0,3.0,,,,
619,PT03M30.00S,2022-04-06T01:13:42.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,115,124,2022-04-06T01:13:42Z,6170000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT03M30.00S,2022-04-06T01:15:48.0Z,4,REGULAR,substitution,out,[],1629680,,,1610612755,115,124,2022-04-06T01:16:08Z,6180000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT03M30.00S,2022-04-06T01:15:48.0Z,4,REGULAR,substitution,in,[],1627777,,,1610612755,115,124,2022-04-06T01:16:08Z,6190000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT03M17.00S,2022-04-06T01:16:50.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630543,,,1610612755,115,124,2022-04-06T01:16:56Z,6200000,,,0,,I. Jackson personal FOUL (4 PF) (Embiid 2 FT),"[1630543, 203954]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,2715.0,4.0,0.0,Embiid,203954.0,,,,,,,,,,
624,PT03M17.00S,2022-04-06T01:17:21.8Z,4,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,115,125,2022-04-06T01:17:21Z,6220000,,,0,,J. Embiid Free Throw 1 of 2 (44 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,,,,,44.0,,,,,,,
625,PT03M17.00S,2022-04-06T01:17:38.7Z,4,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,115,126,2022-04-06T01:17:38Z,6230000,,,0,,J. Embiid Free Throw 2 of 2 (45 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,,,,,45.0,,,,,,,
626,PT03M02.00S,2022-04-06T01:17:56.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,8.360709592641262,54.65686274509803,1610612754,115,126,2022-04-06T01:18:03Z,6240000,-23.0,26.0,1,left,MISS I. Jackson reverse Layup - blocked,"[1630543, 203954]",1610612754.0,IND,reverse,,,Jackson,I. Jackson,,,,,3.5,Missed,,,,,,,,,,Embiid,203954.0,,,,,,,,
627,PT03M02.00S,2022-04-06T01:17:56.5Z,4,REGULAR,block,,[],203954,,,1610612754,115,126,2022-04-06T01:17:58Z,6250000,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT02M59.00S,2022-04-06T01:17:59.5Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,115,126,2022-04-06T01:18:03Z,6260000,,,0,,T. Harris REBOUND (Off:0 Def:6),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,626.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
629,PT02M51.00S,2022-04-06T01:18:08.8Z,4,REGULAR,turnover,out-of-bounds,[],1630178,,,1610612755,115,126,2022-04-06T01:18:14Z,6270000,,,0,,T. Maxey bad pass out-of-bounds TURNOVER (3 TO),[1630178],1610612755.0,PHI,bad pass,,,Maxey,T. Maxey,,,,,,,,,,,204059.0,,,,,,,,,,,3.0,,,
630,PT02M40.00S,2022-04-06T01:18:26.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627741,9.017739816031538,60.29411764705882,1610612754,117,126,2022-04-06T01:18:31Z,6280000,-51.0,32.0,1,left,B. Hield 6' pullup bank Jump Shot (25 PTS),[1627741],1610612754.0,IND,pullup bank,,,Hield,B. Hield,,,,,6.08,Made,,,,,,,,,,,,25.0,,,,,,,
631,PT02M16.00S,2022-04-06T01:18:50.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201935,87.33574244415243,39.705882352941174,1610612755,117,128,2022-04-06T01:18:55Z,6290000,-51.0,67.0,1,right,J. Harden 8' driving Layup (11 PTS),[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,8.41,Made,,,,,,,,,,,,11.0,,,,,,,
632,PT02M04.00S,2022-04-06T01:19:03.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630613,16.113666228646515,59.55882352941176,1610612754,117,128,2022-04-06T01:23:37Z,6300000,-48.0,99.0,1,left,MISS D. Washington Jr. 10' driving floating Shot,[1630613],1610612754.0,IND,driving floating,,,Washington Jr.,D. Washington Jr.,,,,,10.99,Missed,,,,,,,,,,,,,,,,,,,
