actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
360,PT08M31.00S,2021-12-22T02:27:22.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630529,3.3672798948751645,97.30392156862744,1610612740,65,52,2021-12-22T02:27:26Z,3560000,-237.0,-21.0,1,left,H. Jones 3PT  (3 PTS) (B. Ingram 7 AST),"[1630529, 1627742]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,Made,3.0,,,,,23.74,,,,,,B. Ingram,1627742.0,7.0,
362,PT08M05.00S,2021-12-22T02:27:48.6Z,3,REGULAR,2pt,Jump Shot,[],203503,84.97043363994744,66.42156862745098,1610612757,65,52,2021-12-22T02:29:11Z,3580000,82.0,89.0,1,right,MISS T. Snell 12' turnaround Shot,[203503],1610612757.0,POR,turnaround,,,Snell,T. Snell,,,,,,,,,,Missed,,,,,,12.09,,,,,,,,,
363,PT08M03.00S,2021-12-22T02:27:50.6Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,65,52,2021-12-22T02:27:52Z,3590000,,,0,,B. Ingram REBOUND (Off:0 Def:5),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,362.0,5.0,5.0,0.0,,,,,,,,,,
364,PT07M55.00S,2021-12-22T02:27:59.3Z,3,REGULAR,3pt,Jump Shot,[],1628404,25.04927726675427,12.990196078431374,1610612740,65,52,2021-12-22T02:28:04Z,3600000,185.0,183.0,1,left,MISS J. Hart 26' 3PT,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,Missed,,,,,,26.02,,,,,,,,,
365,PT07M52.00S,2021-12-22T02:28:02.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612757,65,52,2021-12-22T02:28:04Z,3610000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,364.0,,,,,,,,,,,,,
366,PT07M52.00S,2021-12-22T02:28:06.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,65,52,2021-12-22T02:28:06Z,3620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT07M38.00S,2021-12-22T02:28:23.5Z,3,REGULAR,2pt,Jump Shot,[],203994,77.4802890932983,50.0,1610612757,65,52,2021-12-22T02:28:30Z,3630000,0.0,159.0,1,right,MISS J. Nurkic 15' Jump Shot,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,Missed,,,,,,15.92,,,,,,,,,
368,PT07M34.00S,2021-12-22T02:28:28.0Z,3,REGULAR,rebound,offensive,[],1626204,,,1610612757,65,52,2021-12-22T02:28:28Z,3640000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:3),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,367.0,4.0,3.0,1.0,,,,,,,,,,
369,PT07M30.00S,2021-12-22T02:28:32.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203081,67.62483574244416,19.607843137254903,1610612757,65,52,2021-12-22T02:30:11Z,3650000,-152.0,252.0,1,right,MISS D. Lillard 29' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,,,,,,Missed,,,,,,29.41,,,,,,,,,
370,PT07M27.00S,2021-12-22T02:28:35.2Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,65,52,2021-12-22T02:28:36Z,3660000,,,0,,J. Valanciunas REBOUND (Off:1 Def:9),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,369.0,10.0,9.0,1.0,,,,,,,,,,
371,PT07M08.00S,2021-12-22T02:28:52.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202685,16.245072273324574,45.34313725490196,1610612740,65,52,2021-12-22T02:28:56Z,3670000,23.0,100.0,1,left,MISS J. Valanciunas 10' Hook,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,Missed,,,,,,10.29,,,,,,,,,
372,PT07M06.00S,2021-12-22T02:28:55.3Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,65,52,2021-12-22T02:28:55Z,3680000,,,0,,J. Nurkic REBOUND (Off:0 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,371.0,3.0,3.0,0.0,,,,,,,,,,
373,PT06M58.00S,2021-12-22T02:29:02.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203994,92.72339027595268,55.88235294117647,1610612757,65,54,2021-12-22T02:29:09Z,3690000,29.0,16.0,1,right,J. Nurkic turnaround Hook (15 PTS) (D. Lillard 4 AST),"[203994, 203081]",1610612757.0,POR,turnaround,,,Nurkic,J. Nurkic,,,,,,,,,,Made,15.0,,,,,3.34,,,,,,D. Lillard,203081.0,4.0,
375,PT06M41.00S,2021-12-22T02:29:19.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,5.732588699080158,51.9607843137255,1610612740,67,54,2021-12-22T02:29:31Z,3710000,-10.0,1.0,1,left,D. Graham driving reverse Layup (8 PTS),[1628984],1610612740.0,NOP,driving reverse,,,Graham,D. Graham,,,,,,,,,,Made,8.0,,,,,0.99,,,,,,,,,
376,PT06M30.00S,2021-12-22T02:29:35.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203994,91.40932982917214,50.73529411764706,1610612757,67,56,2021-12-22T02:29:42Z,3720000,4.0,28.0,1,right,J. Nurkic Layup (17 PTS) (N. Powell 1 AST),"[203994, 1626181]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,Made,17.0,,,,,2.85,,,,,,N. Powell,1626181.0,1.0,
378,PT06M30.00S,2021-12-22T02:29:43.8Z,3,REGULAR,foul,personal,['1freethrow'],202685,,,1610612757,67,56,2021-12-22T02:29:51Z,3740000,,,0,,J. Valanciunas shooting personal FOUL (3 PF) (Powell 1 FT),"[202685, 1626181]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,201246.0,3.0,0.0,Powell,1626181.0,,,,,,,,,,,,,,,,
380,PT06M30.00S,2021-12-22T02:29:53.1Z,3,REGULAR,substitution,out,[],203503,,,1610612757,67,56,2021-12-22T02:30:09Z,3760000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT06M30.00S,2021-12-22T02:29:53.1Z,3,REGULAR,substitution,in,[],1629014,,,1610612757,67,56,2021-12-22T02:30:09Z,3770000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT06M30.00S,2021-12-22T02:30:08.5Z,3,REGULAR,freethrow,1 of 1,[],1626181,,,1610612757,67,56,2021-12-22T02:30:10Z,3780000,,,0,,MISS N. Powell Free Throw 1 of 1,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,Missed,,,,,,,,,,,,,,,
383,PT06M26.00S,2021-12-22T02:30:12.5Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,67,56,2021-12-22T02:30:10Z,3790000,,,0,,J. Valanciunas REBOUND (Off:1 Def:10),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,382.0,11.0,10.0,1.0,,,,,,,,,,
384,PT06M18.00S,2021-12-22T02:30:20.9Z,3,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612740,67,56,2021-12-22T02:30:30Z,3800000,,,0,,A. Simons shooting personal FOUL (1 PF) (Graham 2 FT),"[1629014, 1628984]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,1627519.0,1.0,0.0,Graham,1628984.0,,,,,,,,,,,,,,,,
386,PT06M18.00S,2021-12-22T02:30:43.1Z,3,REGULAR,freethrow,1 of 2,[],1628984,,,1610612740,68,56,2021-12-22T02:30:43Z,3820000,,,0,,D. Graham Free Throw 1 of 2 (9 PTS),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
387,PT06M18.00S,2021-12-22T02:31:01.3Z,3,REGULAR,freethrow,2 of 2,[],1628984,,,1610612740,69,56,2021-12-22T02:31:01Z,3830000,,,0,,D. Graham Free Throw 2 of 2 (10 PTS),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
388,PT06M02.00S,2021-12-22T02:31:20.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203081,93.38042049934296,54.65686274509803,1610612757,69,56,2021-12-22T02:31:25Z,3840000,23.0,10.0,1,right,MISS D. Lillard driving reverse Layup,[203081],1610612757.0,POR,driving reverse,,,Lillard,D. Lillard,,,,,,,,,,Missed,,,,,,2.52,,,,,,,,,
389,PT05M59.00S,2021-12-22T02:31:24.1Z,3,REGULAR,rebound,offensive,[],1626204,,,1610612757,69,56,2021-12-22T02:31:24Z,3850000,,,0,,L. Nance Jr. REBOUND (Off:2 Def:3),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,388.0,5.0,3.0,2.0,,,,,,,,,,
390,PT05M57.00S,2021-12-22T02:31:26.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626181,76.16622864651774,87.74509803921569,1610612757,69,59,2021-12-22T02:31:29Z,3860000,189.0,172.0,1,right,N. Powell 25' 3PT  (10 PTS) (L. Nance Jr. 2 AST),"[1626181, 1626204]",1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,Made,10.0,,,,,25.5,,,,,,L. Nance Jr.,1626204.0,2.0,
392,PT05M35.00S,2021-12-22T02:31:47.6Z,3,REGULAR,2pt,Jump Shot,[],1627742,16.376478318002626,24.754901960784316,1610612740,71,59,2021-12-22T02:31:56Z,3880000,126.0,101.0,1,left,B. Ingram 16' turnaround Jump Shot (22 PTS),[1627742],1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,,,,,,Made,22.0,,,,,16.19,,,,,,,,,
393,PT05M14.00S,2021-12-22T02:32:08.5Z,3,REGULAR,3pt,Jump Shot,[],1626204,71.30420499342969,23.03921568627451,1610612757,71,62,2021-12-22T02:32:14Z,3890000,-135.0,217.0,1,right,L. Nance Jr. 25' 3PT  (5 PTS) (N. Powell 2 AST),"[1626204, 1626181]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,Made,5.0,,,,,25.56,,,,,,N. Powell,1626181.0,2.0,
395,PT04M53.00S,2021-12-22T02:32:28.9Z,3,REGULAR,2pt,Jump Shot,[],202685,12.565703022339028,66.17647058823529,1610612740,71,62,2021-12-22T02:32:37Z,3910000,-81.0,66.0,1,left,MISS J. Valanciunas 10' turnaround Shot,[202685],1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,,,,,,Missed,,,,,,10.42,,,,,,,,,
396,PT04M51.00S,2021-12-22T02:32:30.9Z,3,REGULAR,rebound,defensive,[],1626204,,,1610612757,71,62,2021-12-22T02:32:37Z,3920000,,,0,,L. Nance Jr. REBOUND (Off:2 Def:4),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,395.0,6.0,4.0,2.0,,,,,,,,,,
397,PT04M43.00S,2021-12-22T02:32:43.1Z,3,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612757,71,62,2021-12-22T02:32:50Z,3930000,,,0,,H. Jones shooting personal FOUL (4 PF) (Lillard 2 FT),"[1630529, 203081]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,201246.0,4.0,0.0,Lillard,203081.0,,,,,,,,,,,,,,,,
399,PT04M43.00S,2021-12-22T02:33:09.5Z,3,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,71,63,2021-12-22T02:33:09Z,3950000,,,0,,D. Lillard Free Throw 1 of 2 (23 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,Made,23.0,,,,,,,,,,,,,,
400,PT04M43.00S,2021-12-22T02:33:10.3Z,3,REGULAR,substitution,out,[],1628984,,,1610612757,71,63,2021-12-22T02:33:27Z,3960000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT04M43.00S,2021-12-22T02:33:10.3Z,3,REGULAR,substitution,out,[],1630529,,,1610612757,71,63,2021-12-22T02:33:27Z,3970000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT04M43.00S,2021-12-22T02:33:10.3Z,3,REGULAR,substitution,out,[],202685,,,1610612757,71,63,2021-12-22T02:33:27Z,3980000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT04M43.00S,2021-12-22T02:33:10.3Z,3,REGULAR,substitution,out,[],203994,,,1610612757,71,63,2021-12-22T02:33:27Z,3990000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT04M43.00S,2021-12-22T02:33:10.3Z,3,REGULAR,substitution,in,[],1626195,,,1610612757,71,63,2021-12-22T02:33:27Z,4000000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT04M43.00S,2021-12-22T02:33:10.3Z,3,REGULAR,substitution,in,[],1630530,,,1610612757,71,63,2021-12-22T02:33:27Z,4010000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT04M43.00S,2021-12-22T02:33:10.3Z,3,REGULAR,substitution,in,[],203107,,,1610612757,71,63,2021-12-22T02:33:27Z,4020000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT04M43.00S,2021-12-22T02:33:10.3Z,3,REGULAR,substitution,in,[],203496,,,1610612757,71,63,2021-12-22T02:33:27Z,4030000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT04M43.00S,2021-12-22T02:33:36.4Z,3,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,71,64,2021-12-22T02:33:36Z,4040000,,,0,,D. Lillard Free Throw 2 of 2 (24 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,Made,24.0,,,,,,,,,,,,,,
409,PT04M30.00S,2021-12-22T02:33:51.3Z,3,REGULAR,2pt,Jump Shot,[],1627742,15.456636005256241,26.225490196078432,1610612740,73,64,2021-12-22T02:33:57Z,4050000,119.0,93.0,1,left,B. Ingram 15' turnaround Jump Shot (24 PTS) (J. Hart 3 AST),"[1627742, 1628404]",1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,,,,,,Made,24.0,,,,,15.08,,,,,,J. Hart,1628404.0,3.0,
411,PT04M14.00S,2021-12-22T02:34:06.6Z,3,REGULAR,3pt,Jump Shot,[],203496,75.90341655716163,87.25490196078431,1610612757,73,64,2021-12-22T02:34:11Z,4070000,186.0,174.0,1,right,MISS R. Covington 25' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,Missed,,,,,,25.49,,,,,,,,,
412,PT04M11.00S,2021-12-22T02:34:09.6Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612740,73,64,2021-12-22T02:34:11Z,4080000,,,0,,J. Hart REBOUND (Off:1 Def:3),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,411.0,4.0,3.0,1.0,,,,,,,,,,
413,PT04M03.00S,2021-12-22T02:34:18.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,6.258212877792378,52.20588235294118,1610612740,73,64,2021-12-22T02:34:22Z,4090000,-11.0,6.0,1,left,MISS B. Ingram driving Layup,[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,,,,,,Missed,,,,,,1.27,,,,,,,,,
414,PT04M01.00S,2021-12-22T02:34:20.1Z,3,REGULAR,rebound,defensive,[],1626181,,,1610612757,73,64,2021-12-22T02:34:20Z,4100000,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,413.0,2.0,2.0,0.0,,,,,,,,,,
415,PT03M57.00S,2021-12-22T02:34:23.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626181,92.85479632063075,47.549019607843135,1610612757,73,66,2021-12-22T02:34:29Z,4110000,-12.0,15.0,1,right,N. Powell driving Layup (12 PTS),[1626181],1610612757.0,POR,driving,,,Powell,N. Powell,,,,,,,,,,Made,12.0,,,,,1.92,,,,,,,,,
416,PT03M42.00S,2021-12-22T02:34:38.8Z,3,REGULAR,3pt,Jump Shot,[],1627742,28.728646517739815,70.09803921568627,1610612740,73,66,2021-12-22T02:34:43Z,4120000,-100.0,218.0,1,left,MISS B. Ingram 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,Missed,,,,,,23.96,,,,,,,,,
417,PT03M41.00S,2021-12-22T02:34:39.8Z,3,REGULAR,rebound,offensive,[],1627742,,,1610612740,73,66,2021-12-22T02:35:38Z,4130000,,,0,,B. Ingram REBOUND (Off:1 Def:5),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,416.0,6.0,5.0,1.0,,,,,,,,,,
418,PT03M40.00S,2021-12-22T02:34:43.9Z,3,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612740,73,66,2021-12-22T02:34:53Z,4140000,,,0,,A. Simons shooting personal FOUL (2 PF) (Hernangomez 2 FT),"[1629014, 1626195]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,1627519.0,2.0,0.0,Hernangomez,1626195.0,,,,,,,,,,,,,,,,
420,PT03M40.00S,2021-12-22T02:35:15.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1626195,,,1610612740,74,66,2021-12-22T02:35:15Z,4160000,,,0,,W. Hernangomez Free Throw 1 of 2 (10 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
421,PT03M40.00S,2021-12-22T02:35:17.1Z,3,REGULAR,substitution,out,[],1628404,,,1610612740,74,66,2021-12-22T02:35:23Z,4170000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT03M40.00S,2021-12-22T02:35:17.1Z,3,REGULAR,substitution,in,[],1629638,,,1610612740,74,66,2021-12-22T02:35:23Z,4180000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT03M40.00S,2021-12-22T02:35:36.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1626195,,,1610612740,75,66,2021-12-22T02:35:36Z,4190000,,,0,,W. Hernangomez Free Throw 2 of 2 (11 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
424,PT03M20.00S,2021-12-22T02:36:00.4Z,3,REGULAR,3pt,Jump Shot,[],1626204,94.95729303547962,97.05882352941177,1610612757,75,69,2021-12-22T02:36:05Z,4200000,235.0,-5.0,1,right,L. Nance Jr. 3PT  (8 PTS) (R. Covington 2 AST),"[1626204, 203496]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,Made,8.0,,,,,23.54,,,,,,R. Covington,203496.0,2.0,
426,PT02M55.00S,2021-12-22T02:36:25.4Z,3,REGULAR,turnover,lost ball,[],1627742,,,1610612740,75,69,2021-12-22T02:36:30Z,4220000,,,0,,B. Ingram lost ball TURNOVER (2 TO),"[1627742, 1626181]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,2.0,Powell,1626181.0,,,,,,
427,PT02M55.00S,2021-12-22T02:36:25.4Z,3,REGULAR,steal,,[],1626181,,,1610612757,75,69,2021-12-22T02:36:27Z,4230000,,,0,,N. Powell STEAL (1 STL),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT02M50.00S,2021-12-22T02:36:29.3Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626181,93.64323258869908,49.26470588235294,1610612757,75,71,2021-12-22T02:37:31Z,4240000,-4.0,7.0,1,right,N. Powell running DUNK (14 PTS) (D. Lillard 5 AST),"[1626181, 203081]",1610612757.0,POR,running,,,Powell,N. Powell,,,,,,,,,,Made,14.0,,,,,0.82,,,,,,D. Lillard,203081.0,5.0,
430,PT02M42.00S,2021-12-22T02:36:44.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,75,71,2021-12-22T02:36:44Z,4260000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT02M36.00S,2021-12-22T02:39:43.5Z,3,REGULAR,3pt,Jump Shot,[],1629638,31.488173455978973,51.225490196078425,1610612740,75,71,2021-12-22T02:39:51Z,4270000,-6.0,243.0,1,left,MISS N. Alexander-Walker 24' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,Missed,,,,,,24.36,,,,,,,,,
432,PT02M34.00S,2021-12-22T02:39:45.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,75,71,2021-12-22T02:39:51Z,4280000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,431.0,,,,,,,,,,,,,
433,PT02M34.00S,2021-12-22T02:39:51.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,75,71,2021-12-22T02:39:51Z,4290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M22.00S,2021-12-22T02:40:13.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626195,5.338370565045992,39.21568627450981,1610612740,77,71,2021-12-22T02:40:19Z,4300000,54.0,-2.0,1,left,W. Hernangomez Jump Shot (13 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,Made,13.0,,,,,5.39,,,,,,,,,
436,PT01M59.00S,2021-12-22T02:40:36.4Z,3,REGULAR,3pt,Jump Shot,[],203081,95.22010512483574,4.6568627450980395,1610612757,77,74,2021-12-22T02:40:40Z,4320000,-227.0,-8.0,1,right,D. Lillard 3PT  (27 PTS) (A. Simons 1 AST),"[203081, 1629014]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,Made,27.0,,,,,22.68,,,,,,A. Simons,1629014.0,1.0,
438,PT01M35.00S,2021-12-22T02:40:59.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203107,19.004599211563733,40.19607843137255,1610612740,77,74,2021-12-22T02:41:38Z,4340000,49.0,126.0,1,left,MISS T. Satoransky 13' pullup Shot,[203107],1610612740.0,NOP,pullup,,,Satoransky,T. Satoransky,,,,,,,,,,Missed,,,,,,13.53,,,,,,,,,
439,PT01M33.00S,2021-12-22T02:41:01.7Z,3,REGULAR,rebound,defensive,[],203496,,,1610612757,77,74,2021-12-22T02:41:04Z,4350000,,,0,,R. Covington REBOUND (Off:2 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,438.0,4.0,2.0,2.0,,,,,,,,,,
440,PT01M18.00S,2021-12-22T02:41:16.5Z,3,REGULAR,3pt,Jump Shot,[],1629014,76.2976346911958,87.5,1610612757,77,74,2021-12-22T02:41:21Z,4360000,188.0,170.0,1,right,MISS A. Simons 25' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,Missed,,,,,,25.33,,,,,,,,,
441,PT01M16.00S,2021-12-22T02:41:18.5Z,3,REGULAR,rebound,defensive,[],1626195,,,1610612740,77,74,2021-12-22T02:41:21Z,4370000,,,0,,W. Hernangomez REBOUND (Off:0 Def:6),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,440.0,6.0,6.0,0.0,,,,,,,,,,
442,PT01M07.00S,2021-12-22T02:41:27.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629638,5.469776609724048,50.49019607843137,1610612740,79,74,2021-12-22T02:41:37Z,4380000,-2.0,-1.0,1,left,N. Alexander-Walker driving DUNK (7 PTS),[1629638],1610612740.0,NOP,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,Made,7.0,,,,,0.27,,,,,,,,,
443,PT00M52.20S,2021-12-22T02:41:45.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,90.3580814717477,50.0,1610612757,79,76,2021-12-22T02:41:49Z,4390000,0.0,38.0,1,right,N. Powell driving Layup (16 PTS),[1626181],1610612757.0,POR,driving,,,Powell,N. Powell,,,,,,,,,,Made,16.0,,,,,3.81,,,,,,,,,
445,PT00M38.80S,2021-12-22T02:42:04.6Z,3,REGULAR,foul,personal,[],203496,,,1610612740,79,76,2021-12-22T02:42:16Z,4410000,,,0,,R. Covington personal FOUL (3 PF),"[203496, 1630530]",1610612757.0,POR,,,,Covington,R. Covington,,,,,1627519.0,3.0,0.0,Murphy III,1630530.0,,,,,,,,,,,,,,,,
447,PT00M38.80S,2021-12-22T02:42:13.0Z,3,REGULAR,substitution,out,[],1627742,,,1610612740,79,76,2021-12-22T02:42:16Z,4430000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT00M38.80S,2021-12-22T02:42:13.0Z,3,REGULAR,substitution,in,[],1628984,,,1610612740,79,76,2021-12-22T02:42:16Z,4440000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT00M29.50S,2021-12-22T02:42:33.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630530,5.732588699080158,46.568627450980394,1610612740,79,76,2021-12-22T02:42:41Z,4450000,17.0,1.0,1,left,MISS T. Murphy III alley-oop DUNK,[1630530],1610612740.0,NOP,alley-oop,,,Murphy III,T. Murphy III,,,,,,,,,,Missed,,,,,,1.73,,,,,,,,,
