actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
355,PT06M16.00S,2021-11-20T02:24:00.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202339,6.389618922470433,45.588235294117645,1610612746,61,61,2021-11-20T02:24:05Z,3500000,22.0,8.0,1,left,MISS E. Bledsoe driving Layup,[202339],1610612746.0,LAC,driving,,,Bledsoe,E. Bledsoe,,,,,2.34,Missed,,,,,,,,,,,,,,,,,,
356,PT06M14.00S,2021-11-20T02:24:02.8Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,61,61,2021-11-20T02:24:05Z,3510000,,,0,,B. Ingram REBOUND (Off:0 Def:7),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,355.0,7.0,7.0,0.0,,,,,,,,,,,,,
357,PT06M03.00S,2021-11-20T02:24:13.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,93.9060446780552,51.71568627450981,1610612740,61,61,2021-11-20T02:24:22Z,3520000,9.0,5.0,1,right,MISS J. Hart driving Layup,[1628404],1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,0.98,Missed,,,,,,,,,,,,,,,,,,
358,PT06M00.00S,2021-11-20T02:24:16.8Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,61,61,2021-11-20T02:24:16Z,3530000,,,0,,J. Valanciunas REBOUND (Off:3 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,357.0,8.0,5.0,3.0,,,,,,,,,,,,,
359,PT06M00.00S,2021-11-20T02:24:16.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,94.40999984741211,50.0,1610612740,63,61,2021-11-20T02:24:16Z,3540000,0.0,0.0,1,right,J. Valanciunas tip Layup (18 PTS),[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,0.0,Made,18.0,,,,,,,,,,,,,,,,,
360,PT05M53.00S,2021-11-20T02:24:25.4Z,3,REGULAR,turnover,bad pass,[],202704,,,1610612746,63,61,2021-11-20T02:24:29Z,3550000,,,0,,R. Jackson bad pass TURNOVER (4 TO),"[202704, 1628404]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,4.0,Hart,1628404.0,,,,,,,,,,
361,PT05M53.00S,2021-11-20T02:24:25.4Z,3,REGULAR,steal,,[],1628404,,,1610612740,63,61,2021-11-20T02:24:27Z,3560000,,,0,,J. Hart STEAL (2 STL),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
362,PT05M53.00S,2021-11-20T02:24:30.0Z,3,REGULAR,foul,personal,[],202331,,,1610612740,63,61,2021-11-20T02:25:03Z,3570000,,,0,,P. George personal FOUL (1 PF),"[202331, 1628404]",1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Hart,1628404.0,,
364,PT05M53.00S,2021-11-20T02:24:36.2Z,3,REGULAR,substitution,out,[],203107,,,1610612740,63,61,2021-11-20T02:24:51Z,3590000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
365,PT05M53.00S,2021-11-20T02:24:36.2Z,3,REGULAR,substitution,out,[],202704,,,1610612740,63,61,2021-11-20T02:24:51Z,3600000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
366,PT05M53.00S,2021-11-20T02:24:36.2Z,3,REGULAR,substitution,out,[],202339,,,1610612740,63,61,2021-11-20T02:24:51Z,3610000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
367,PT05M53.00S,2021-11-20T02:24:36.2Z,3,REGULAR,substitution,in,[],1630184,,,1610612740,63,61,2021-11-20T02:24:51Z,3620000,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,
368,PT05M53.00S,2021-11-20T02:24:36.2Z,3,REGULAR,substitution,in,[],1629611,,,1610612740,63,61,2021-11-20T02:24:51Z,3630000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
369,PT05M53.00S,2021-11-20T02:24:36.2Z,3,REGULAR,substitution,in,[],1628379,,,1610612740,63,61,2021-11-20T02:24:51Z,3640000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
370,PT05M38.00S,2021-11-20T02:25:18.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1627742,75.77201051248358,49.50980392156863,1610612740,63,61,2021-11-20T02:28:15Z,3650000,-2.0,175.0,1,right,MISS B. Ingram 17' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,17.52,Missed,,,,,,,,,,,,,,,,,,
371,PT05M35.00S,2021-11-20T02:25:21.0Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,63,61,2021-11-20T02:25:31Z,3660000,,,0,,I. Zubac REBOUND (Off:1 Def:7),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,370.0,8.0,7.0,1.0,,,,,,,,,,,,,
374,PT05M23.00S,2021-11-20T02:26:09.8Z,3,REGULAR,jumpball,recovered,[],1627826,,,1610612746,63,61,2021-11-20T02:40:31Z,3690000,,,0,,Jump Ball P. George vs. J. Hart: Tip to I. Zubac,"[1627826, 202331, 1628404]",1610612746.0,LAC,heldball,I. Zubac,1627826.0,Zubac,I. Zubac,George,202331.0,Hart,1628404.0,,,,,,,,,,,,,,,,,,,,
379,PT05M17.00S,2021-11-20T02:26:19.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,63,61,2021-11-20T02:26:19Z,3740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT05M17.00S,2021-11-20T02:26:20.5Z,3,REGULAR,substitution,out,[],1627826,,,1610612746,63,61,2021-11-20T02:26:23Z,3750000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
381,PT05M17.00S,2021-11-20T02:26:20.5Z,3,REGULAR,substitution,in,[],1628392,,,1610612746,63,61,2021-11-20T02:26:23Z,3760000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
382,PT05M12.00S,2021-11-20T02:26:39.4Z,3,REGULAR,3pt,Jump Shot,[],201587,28.86005256241787,24.509803921568626,1610612746,63,64,2021-11-20T02:40:39Z,3770000,127.0,219.0,1,left,N. Batum 25' 3PT  (9 PTS) (P. George 5 AST),"[201587, 202331]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,25.32,Made,9.0,,,,,,,,P. George,202331.0,5.0,,,,,,,
384,PT04M51.00S,2021-11-20T02:27:00.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,91.93495400788436,46.568627450980394,1610612740,63,64,2021-11-20T02:27:06Z,3790000,-17.0,23.0,1,right,MISS J. Hart driving Layup - blocked,"[1628404, 1628392]",1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,2.9,Missed,,,,,,,,,,,,,,,,,Hartenstein,1628392.0
385,PT04M51.00S,2021-11-20T02:27:00.0Z,3,REGULAR,block,,[],1628392,,,1610612740,63,64,2021-11-20T02:27:02Z,3800000,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
386,PT04M49.00S,2021-11-20T02:27:02.0Z,3,REGULAR,rebound,offensive,[],1628404,,,1610612740,63,64,2021-11-20T02:27:06Z,3810000,,,0,,J. Hart REBOUND (Off:1 Def:4),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,384.0,5.0,4.0,1.0,,,,,,,,,,,,,
387,PT04M47.00S,2021-11-20T02:27:04.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628404,92.06636005256242,45.588235294117645,1610612740,65,64,2021-11-20T02:27:12Z,3820000,-22.0,22.0,1,right,J. Hart Layup (8 PTS),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,3.13,Made,8.0,,,,,,,,,,,,,,,,,
388,PT04M42.00S,2021-11-20T02:27:10.1Z,3,REGULAR,3pt,Jump Shot,[],201587,27.94021024967148,78.18627450980392,1610612746,65,67,2021-11-20T02:27:17Z,3830000,-141.0,210.0,1,left,N. Batum 25' 3PT  (12 PTS) (I. Hartenstein 2 AST),"[201587, 1628392]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,25.3,Made,12.0,,,,,,,,I. Hartenstein,1628392.0,2.0,,,,,,,
452,PT04M18.00S,2021-11-20T02:27:24.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,87.46714848883047,48.03921568627451,1610612740,65,67,2021-11-20T02:37:54Z,3845000,-10.0,65.0,1,right,MISS J. Valanciunas 6' Jump Shot - blocked,"[202685, 1628392]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,6.6,Missed,,,,,,,,,,,,,,,,,Hartenstein,1628392.0
453,PT04M18.00S,2021-11-20T02:27:24.6Z,3,REGULAR,block,,[],1628392,,,1610612740,65,67,2021-11-20T02:37:54Z,3847500,,,0,,I. Hartenstein BLOCK (2 BLK),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
454,PT04M16.00S,2021-11-20T02:27:26.6Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,65,67,2021-11-20T02:37:54Z,3848750,,,0,,J. Valanciunas REBOUND (Off:4 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,452.0,9.0,5.0,4.0,,,,,,,,,,,,,
390,PT04M14.00S,2021-11-20T02:27:39.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202685,85.62746386333771,50.49019607843137,1610612740,65,67,2021-11-20T02:38:32Z,3850000,2.0,83.0,1,right,MISS J. Valanciunas 8' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,8.26,Missed,,,,,,,,,,,,,,,,,,
391,PT04M14.00S,2021-11-20T02:27:39.2Z,3,REGULAR,rebound,offensive,[],1630184,,,1610612740,65,67,2021-11-20T02:38:32Z,3860000,,,0,,K. Lewis Jr. REBOUND (Off:2 Def:2),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,390.0,4.0,2.0,2.0,,,,,,,,,,,,,
392,PT04M13.00S,2021-11-20T02:27:42.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630184,94.40999984741211,50.0,1610612740,67,67,2021-11-20T02:39:08Z,3870000,0.0,0.0,1,right,K. Lewis Jr. tip Layup (11 PTS),[1630184],1610612740.0,NOP,tip,,,Lewis Jr.,K. Lewis Jr.,,,,,0.0,Made,11.0,,,,,,,,,,,,,,,,,
393,PT03M54.00S,2021-11-20T02:27:57.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,16.63929040735874,49.01960784313725,1610612746,67,69,2021-11-20T02:28:08Z,3880000,5.0,104.0,1,left,I. Hartenstein 10' Jump Shot (11 PTS) (T. Mann 1 AST),"[1628392, 1629611]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,10.4,Made,11.0,,,,,,,,T. Mann,1629611.0,1.0,,,,,,,
395,PT03M38.00S,2021-11-20T02:28:12.8Z,3,REGULAR,3pt,Jump Shot,[],1628404,73.27529566360053,12.5,1610612740,70,69,2021-11-20T02:28:17Z,3900000,-188.0,199.0,1,right,J. Hart 27' 3PT  (11 PTS) (B. Ingram 4 AST),"[1628404, 1627742]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,27.32,Made,11.0,,,,,,,,B. Ingram,1627742.0,4.0,,,,,,,
397,PT03M10.00S,2021-11-20T02:28:41.4Z,3,REGULAR,turnover,bad pass,[],1628392,,,1610612746,70,69,2021-11-20T02:28:46Z,3920000,,,0,,I. Hartenstein bad pass TURNOVER (1 TO),"[1628392, 1630184]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,1.0,Lewis Jr.,1630184.0,,,,,,,,,,
398,PT03M10.00S,2021-11-20T02:28:41.4Z,3,REGULAR,steal,,[],1630184,,,1610612740,70,69,2021-11-20T02:28:43Z,3930000,,,0,,K. Lewis Jr. STEAL (1 STL),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,
399,PT03M05.00S,2021-11-20T02:28:50.5Z,3,REGULAR,foul,personal,[],1628392,,,1610612740,70,69,2021-11-20T02:28:57Z,3940000,,,0,,I. Hartenstein personal FOUL (2 PF),"[1628392, 202685]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,1627529.0,2.0,0.0,Valanciunas,202685.0,,
401,PT03M05.00S,2021-11-20T02:28:56.0Z,3,REGULAR,substitution,out,[],1628404,,,1610612740,70,69,2021-11-20T02:29:24Z,3960000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
402,PT03M05.00S,2021-11-20T02:28:56.0Z,3,REGULAR,substitution,out,[],1627742,,,1610612740,70,69,2021-11-20T02:29:24Z,3970000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
403,PT03M05.00S,2021-11-20T02:28:56.0Z,3,REGULAR,substitution,out,[],202685,,,1610612740,70,69,2021-11-20T02:29:24Z,3980000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
404,PT03M05.00S,2021-11-20T02:28:56.0Z,3,REGULAR,substitution,in,[],1629637,,,1610612740,70,69,2021-11-20T02:29:24Z,3990000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
405,PT03M05.00S,2021-11-20T02:28:56.0Z,3,REGULAR,substitution,in,[],1630530,,,1610612740,70,69,2021-11-20T02:29:24Z,4000000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,
406,PT03M05.00S,2021-11-20T02:28:56.0Z,3,REGULAR,substitution,in,[],1629638,,,1610612740,70,69,2021-11-20T02:29:24Z,4010000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,
407,PT02M48.00S,2021-11-20T02:29:42.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630184,94.43166885676742,46.32352941176471,1610612740,70,69,2021-11-20T02:30:01Z,4020000,-18.0,0.0,1,right,MISS K. Lewis Jr. Layup,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,1.84,Missed,,,,,,,,,,,,,,,,,,
408,PT02M46.00S,2021-11-20T02:29:44.1Z,3,REGULAR,rebound,defensive,[],201587,,,1610612746,70,69,2021-11-20T02:29:44Z,4030000,,,0,,N. Batum REBOUND (Off:1 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,407.0,2.0,1.0,1.0,,,,,,,,,,,,,
409,PT02M34.00S,2021-11-20T02:29:55.4Z,3,REGULAR,2pt,Jump Shot,[],202331,22.158344283837057,48.03921568627451,1610612746,70,69,2021-11-20T02:30:03Z,4040000,10.0,156.0,1,left,MISS P. George 15' Jump Shot,[202331],1610612746.0,LAC,,,,George,P. George,,,,,15.61,Missed,,,,,,,,,,,,,,,,,,
413,PT02M31.00S,2021-11-20T02:29:58.4Z,3,REGULAR,rebound,defensive,[],1629638,,,1610612740,70,69,2021-11-20T02:30:03Z,4050000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:4),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,409.0,4.0,4.0,0.0,,,,,,,,,,,,,
414,PT02M12.00S,2021-11-20T02:30:29.3Z,3,REGULAR,turnover,bad pass,[],1630184,,,1610612740,70,69,2021-11-20T02:30:51Z,4060000,,,0,,K. Lewis Jr. bad pass TURNOVER (1 TO),"[1630184, 201587]",1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,1.0,Batum,201587.0,,,,,,,,,,
415,PT02M12.00S,2021-11-20T02:30:29.3Z,3,REGULAR,steal,,[],201587,,,1610612746,70,69,2021-11-20T02:30:37Z,4070000,,,0,,N. Batum STEAL (1 STL),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
417,PT02M12.00S,2021-11-20T02:30:39.5Z,3,REGULAR,turnover,bad pass,[],201587,,,1610612746,70,69,2021-11-20T02:30:56Z,4080000,,,0,,N. Batum bad pass TURNOVER (1 TO),"[201587, 1630184]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,1.0,Lewis Jr.,1630184.0,,,,,,,,,,
418,PT02M12.00S,2021-11-20T02:30:39.5Z,3,REGULAR,steal,,[],1630184,,,1610612740,70,69,2021-11-20T02:30:43Z,4090000,,,0,,K. Lewis Jr. STEAL (2 STL),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,
419,PT02M04.00S,2021-11-20T02:30:54.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629638,93.64323258869908,53.92156862745098,1610612740,70,69,2021-11-20T02:30:59Z,4100000,20.0,7.0,1,right,MISS N. Alexander-Walker Layup,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,2.09,Missed,,,,,,,,,,,,,,,,,,
420,PT02M01.00S,2021-11-20T02:30:57.0Z,3,REGULAR,rebound,defensive,[],1629611,,,1610612746,70,69,2021-11-20T02:30:59Z,4110000,,,0,,T. Mann REBOUND (Off:0 Def:3),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,419.0,3.0,3.0,0.0,,,,,,,,,,,,,
421,PT01M55.00S,2021-11-20T02:31:02.0Z,3,REGULAR,3pt,Jump Shot,[],202331,32.276609724047304,29.65686274509804,1610612746,70,69,2021-11-20T02:31:12Z,4120000,102.0,251.0,1,left,MISS P. George 27' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,27.07,Missed,,,,,,,,,,,,,,,,,,
422,PT01M54.00S,2021-11-20T02:31:04.8Z,3,REGULAR,rebound,offensive,[],1628392,,,1610612746,70,69,2021-11-20T02:31:04Z,4130000,,,0,,I. Hartenstein REBOUND (Off:1 Def:3),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,421.0,4.0,3.0,1.0,,,,,,,,,,,,,
423,PT01M54.00S,2021-11-20T02:31:08.2Z,3,REGULAR,foul,personal,[],1629637,,,1610612746,70,69,2021-11-20T02:31:14Z,4140000,,,0,,J. Hayes personal FOUL (1 PF),"[1629637, 1628392]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Hartenstein,1628392.0,,
425,PT01M54.00S,2021-11-20T02:31:17.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,70,69,2021-11-20T02:31:17Z,4160000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT01M54.00S,2021-11-20T02:33:35.8Z,3,REGULAR,substitution,out,[],1630530,,,1610612746,70,69,2021-11-20T02:33:50Z,4170000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,
427,PT01M54.00S,2021-11-20T02:33:35.8Z,3,REGULAR,substitution,out,[],201587,,,1610612746,70,69,2021-11-20T02:33:50Z,4180000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
428,PT01M54.00S,2021-11-20T02:33:35.8Z,3,REGULAR,substitution,in,[],1627742,,,1610612746,70,69,2021-11-20T02:33:50Z,4190000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
429,PT01M54.00S,2021-11-20T02:33:35.8Z,3,REGULAR,substitution,in,[],202704,,,1610612746,70,69,2021-11-20T02:33:50Z,4200000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
430,PT01M40.00S,2021-11-20T02:34:17.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202704,3.4986859395532193,97.30392156862744,1610612746,70,69,2021-11-20T02:34:25Z,4210000,-237.0,-20.0,1,left,MISS R. Jackson 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,23.73,Missed,,,,,,,,,,,,,,,,,,
431,PT01M38.00S,2021-11-20T02:34:19.9Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,70,69,2021-11-20T02:34:25Z,4220000,,,0,,B. Ingram REBOUND (Off:0 Def:8),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,430.0,8.0,8.0,0.0,,,,,,,,,,,,,
432,PT01M27.00S,2021-11-20T02:34:31.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,86.41590013140605,65.68627450980392,1610612740,70,69,2021-11-20T02:34:36Z,4230000,78.0,75.0,1,right,MISS B. Ingram 10' Jump Shot,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,10.86,Missed,,,,,,,,,,,,,,,,,,
433,PT01M25.00S,2021-11-20T02:34:33.1Z,3,REGULAR,rebound,defensive,[],202331,,,1610612746,70,69,2021-11-20T02:34:36Z,4240000,,,0,,P. George REBOUND (Off:0 Def:6),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,432.0,6.0,6.0,0.0,,,,,,,,,,,,,
434,PT01M18.00S,2021-11-20T02:34:40.5Z,3,REGULAR,turnover,bad pass,[],202331,,,1610612746,70,69,2021-11-20T02:34:46Z,4250000,,,0,,P. George bad pass TURNOVER (1 TO),"[202331, 1630529]",1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,1.0,Jones,1630529.0,,,,,,,,,,
435,PT01M18.00S,2021-11-20T02:34:40.5Z,3,REGULAR,steal,,[],1630529,,,1610612740,70,69,2021-11-20T02:34:42Z,4260000,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
436,PT01M16.00S,2021-11-20T02:34:45.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,70,69,2021-11-20T02:34:45Z,4270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT01M16.00S,2021-11-20T02:34:46.7Z,3,REGULAR,substitution,out,[],202331,,,1610612740,70,69,2021-11-20T02:34:52Z,4280000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
438,PT01M16.00S,2021-11-20T02:34:46.7Z,3,REGULAR,substitution,in,[],1629599,,,1610612740,70,69,2021-11-20T02:34:52Z,4290000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
439,PT01M08.00S,2021-11-20T02:35:08.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630184,81.68528252299606,73.77450980392157,1610612740,72,69,2021-11-20T02:35:18Z,4300000,119.0,120.0,1,right,K. Lewis Jr. 16' Jump Shot (13 PTS),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,16.87,Made,13.0,,,,,,,,,,,,,,,,,
440,PT00M44.60S,2021-11-20T02:35:33.1Z,3,REGULAR,2pt,Jump Shot,[],1628379,7.046649145860711,29.901960784313726,1610612746,72,69,2021-11-20T02:35:37Z,4310000,100.0,14.0,1,left,MISS L. Kennard 10' Jump Shot,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,10.14,Missed,,,,,,,,,,,,,,,,,,
441,PT00M43.00S,2021-11-20T02:35:34.8Z,3,REGULAR,rebound,offensive,[],1628392,,,1610612746,72,69,2021-11-20T02:35:34Z,4320000,,,0,,I. Hartenstein REBOUND (Off:2 Def:3),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,440.0,5.0,3.0,2.0,,,,,,,,,,,,,
442,PT00M40.60S,2021-11-20T02:35:37.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628379,8.360709592641262,4.6568627450980395,1610612746,72,69,2021-11-20T02:35:42Z,4330000,227.0,26.0,1,left,MISS L. Kennard 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,22.82,Missed,,,,,,,,,,,,,,,,,,
443,PT00M37.20S,2021-11-20T02:35:40.5Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,72,69,2021-11-20T02:35:42Z,4340000,,,0,,H. Jones REBOUND (Off:1 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,442.0,3.0,2.0,1.0,,,,,,,,,,,,,
444,PT00M28.40S,2021-11-20T02:35:49.2Z,3,REGULAR,3pt,Jump Shot,[],1629637,92.59198423127464,96.81372549019608,1610612740,72,69,2021-11-20T02:35:54Z,4350000,234.0,17.0,1,right,MISS J. Hayes 3PT,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,23.47,Missed,,,,,,,,,,,,,,,,,,
445,PT00M24.00S,2021-11-20T02:35:53.6Z,3,REGULAR,rebound,defensive,[],202704,,,1610612746,72,69,2021-11-20T02:35:54Z,4360000,,,0,,R. Jackson REBOUND (Off:0 Def:2),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,444.0,2.0,2.0,0.0,,,,,,,,,,,,,
