actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
361,PT08M34.00S,2022-02-18T02:24:46.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,15.193823915900131,50.245098039215684,1610612740,67,75,2022-02-18T02:24:51Z,3570000,-1.0,90.0,1,left,C. McCollum 9' floating Jump Shot (18 PTS),[203468],1610612740.0,NOP,floating,,,McCollum,C. McCollum,,,,,,,,,,,9.03,Made,,,,,18.0,,,,,,,,
362,PT08M15.00S,2022-02-18T02:25:04.2Z,3,REGULAR,2pt,Jump Shot,[],1629029,90.75229960578186,22.30392156862745,1610612742,67,77,2022-02-18T02:25:33Z,3580000,-138.0,34.0,1,right,L. Doncic 14' turnaround fadeaway bank Jump Shot (29 PTS),[1629029],1610612742.0,DAL,turnaround fadeaway bank,,,Doncic,L. Doncic,,,,,,,,,,,14.27,Made,,,,,29.0,,,,,,,,
363,PT08M00.00S,2022-02-18T02:25:26.6Z,3,REGULAR,turnover,out-of-bounds,[],1627742,,,1610612740,67,77,2022-02-18T02:25:47Z,3590000,,,0,,B. Ingram bad pass out-of-bounds TURNOVER (1 TO),[1627742],1610612740.0,NOP,bad pass,,,Ingram,B. Ingram,,,,,1627534.0,,,,,1.0,,,,,,,,,,,,,,,
364,PT07M49.00S,2022-02-18T02:25:41.8Z,3,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612742,67,77,2022-02-18T02:25:52Z,3600000,,,0,,H. Jones shooting personal FOUL (4 PF) (Doncic 2 FT),"[1630529, 1629029]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,2003.0,4.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,,
366,PT07M49.00S,2022-02-18T02:26:07.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629029,,,1610612742,67,78,2022-02-18T02:26:44Z,3620000,,,0,,L. Doncic Free Throw 1 of 2 (30 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,Made,,,,,30.0,,,,,,,,
367,PT07M49.00S,2022-02-18T02:26:21.2Z,3,REGULAR,substitution,out,[],1630529,,,1610612742,67,78,2022-02-18T02:26:32Z,3630000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT07M49.00S,2022-02-18T02:26:21.2Z,3,REGULAR,substitution,in,[],202066,,,1610612742,67,78,2022-02-18T02:26:32Z,3640000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT07M49.00S,2022-02-18T02:26:07.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629029,,,1610612742,67,78,2022-02-18T02:26:44Z,3650000,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,Missed,,,,,,,,,,,,,
370,PT07M47.00S,2022-02-18T02:26:09.2Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,67,78,2022-02-18T02:26:44Z,3660000,,,0,,J. Valanciunas REBOUND (Off:2 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,369.0,9.0,7.0,2.0,,,,,,,,,
371,PT07M47.00S,2022-02-18T02:26:43.8Z,3,REGULAR,foul,personal,[],203939,,,1610612740,67,78,2022-02-18T02:26:54Z,3670000,,,0,,D. Powell personal FOUL (3 PF),"[203939, 202685]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,1193.0,3.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,
373,PT07M28.00S,2022-02-18T02:27:20.4Z,3,REGULAR,2pt,Hook,[],1629637,11.777266754270697,26.715686274509803,1610612740,67,78,2022-02-18T02:27:50Z,3690000,116.0,58.0,1,left,MISS J. Hayes 13' turnaround Hook,[1629637],1610612740.0,NOP,turnaround,,,Hayes,J. Hayes,,,,,,,,,,,13.01,Missed,,,,,,,,,,,,,
374,PT07M23.00S,2022-02-18T02:27:24.5Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,67,78,2022-02-18T02:27:24Z,3700000,,,0,,J. Valanciunas REBOUND (Off:3 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,373.0,10.0,7.0,3.0,,,,,,,,,
375,PT07M23.00S,2022-02-18T02:27:24.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,5.590000152587891,50.0,1610612740,69,78,2022-02-18T02:27:24Z,3710000,0.0,0.0,1,left,J. Valanciunas putback Layup (16 PTS),[202685],1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,,,,,,,0.0,Made,,,,,16.0,,,,,,,,
376,PT07M12.00S,2022-02-18T02:27:37.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,83.65637319316689,50.49019607843137,1610612742,69,80,2022-02-18T02:28:06Z,3720000,2.0,101.0,1,right,L. Doncic 10' driving floating Jump Shot (32 PTS),[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,,,,,,,10.11,Made,,,,,32.0,,,,,,,,
377,PT06M53.00S,2022-02-18T02:27:54.6Z,3,REGULAR,3pt,Jump Shot,[],1627742,23.47240473061761,11.519607843137255,1610612740,69,80,2022-02-18T02:28:03Z,3730000,192.0,168.0,1,left,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,25.55,Missed,,,,,,,,,,,,,
378,PT06M53.00S,2022-02-18T02:27:54.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612742,69,80,2022-02-18T02:28:03Z,3740000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,377.0,,,,,,,,,,,,
379,PT06M53.00S,2022-02-18T02:28:06.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,69,80,2022-02-18T02:28:06Z,3750000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT06M53.00S,2022-02-18T02:28:11.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,69,80,2022-02-18T02:28:11Z,3760000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT06M53.00S,2022-02-18T02:30:39.6Z,3,REGULAR,substitution,out,[],203939,,,1610612742,69,80,2022-02-18T02:30:56Z,3770000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT06M53.00S,2022-02-18T02:30:39.6Z,3,REGULAR,substitution,out,[],1630182,,,1610612742,69,80,2022-02-18T02:30:56Z,3780000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT06M53.00S,2022-02-18T02:30:39.6Z,3,REGULAR,substitution,in,[],1628467,,,1610612742,69,80,2022-02-18T02:30:56Z,3790000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT06M53.00S,2022-02-18T02:30:39.6Z,3,REGULAR,substitution,in,[],203915,,,1610612742,69,80,2022-02-18T02:30:56Z,3800000,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT06M38.00S,2022-02-18T02:31:25.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628467,94.03745072273325,50.245098039215684,1610612742,69,82,2022-02-18T02:31:39Z,3810000,1.0,4.0,1,right,M. Kleber alley-oop DUNK (13 PTS) (L. Doncic 7 AST),"[1628467, 1629029]",1610612742.0,DAL,alley-oop,,,Kleber,M. Kleber,,,,,,,,,,,0.37,Made,,,,,13.0,,,,,L. Doncic,1629029.0,7.0,
387,PT06M11.00S,2022-02-18T02:31:52.2Z,3,REGULAR,2pt,Jump Shot,[],203468,21.76412614980289,39.705882352941174,1610612740,69,82,2022-02-18T02:32:11Z,3830000,51.0,152.0,1,left,MISS C. McCollum 16' driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,,,,,,,16.06,Missed,,,,,,,,,,,,,
388,PT06M09.00S,2022-02-18T02:31:54.2Z,3,REGULAR,rebound,defensive,[],203915,,,1610612742,69,82,2022-02-18T02:32:11Z,3840000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:3),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,387.0,3.0,3.0,0.0,,,,,,,,,
389,PT05M59.00S,2022-02-18T02:32:04.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,80.3712220762155,55.14705882352941,1610612742,69,82,2022-02-18T02:32:46Z,3850000,26.0,132.0,1,right,MISS L. Doncic 13' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,,,,,,,13.45,Missed,,,,,,,,,,,,,
390,PT05M57.00S,2022-02-18T02:32:06.3Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,69,82,2022-02-18T02:32:08Z,3860000,,,0,,J. Valanciunas REBOUND (Off:3 Def:8),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,389.0,11.0,8.0,3.0,,,,,,,,,
391,PT05M48.00S,2022-02-18T02:32:16.2Z,3,REGULAR,2pt,Jump Shot,[],203468,6.652431011826544,30.14705882352941,1610612740,71,82,2022-02-18T02:33:56Z,3870000,99.0,10.0,1,left,C. McCollum 9' fadeaway Jump Shot (20 PTS),[203468],1610612740.0,NOP,fadeaway,,,McCollum,C. McCollum,,,,,,,,,,,9.98,Made,,,,,20.0,,,,,,,,
392,PT05M22.00S,2022-02-18T02:32:42.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,94.03745072273325,52.69607843137255,1610612742,71,84,2022-02-18T02:32:48Z,3880000,13.0,4.0,1,right,L. Doncic Layup (34 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,1.39,Made,,,,,34.0,,,,,,,,
393,PT05M04.00S,2022-02-18T02:32:58.8Z,3,REGULAR,2pt,Jump Shot,[],1627742,20.97568988173456,30.637254901960787,1610612740,73,84,2022-02-18T02:34:23Z,3890000,97.0,145.0,1,left,B. Ingram 17' pullup Jump Shot (8 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,,,,,,,17.41,Made,,,,,8.0,,,,,,,,
394,PT04M52.00S,2022-02-18T02:33:11.0Z,3,REGULAR,3pt,Jump Shot,[],1629029,66.83639947437582,73.52941176470588,1610612742,73,87,2022-02-18T02:34:36Z,3900000,118.0,259.0,1,right,L. Doncic 28' 3PT pullup (37 PTS),[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,,,,,,,28.46,Made,,,,,37.0,,,,,,,,
395,PT04M30.00S,2022-02-18T02:33:33.4Z,3,REGULAR,2pt,Jump Shot,[],1627742,17.821944809461236,32.1078431372549,1610612740,73,87,2022-02-18T02:33:39Z,3910000,89.0,115.0,1,left,MISS B. Ingram 14' fadeaway Shot,[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,,,,,,,14.57,Missed,,,,,,,,,,,,,
396,PT04M27.00S,2022-02-18T02:33:36.4Z,3,REGULAR,rebound,offensive,[],1629637,,,1610612740,73,87,2022-02-18T02:33:39Z,3920000,,,0,,J. Hayes REBOUND (Off:4 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,395.0,6.0,2.0,4.0,,,,,,,,,
397,PT04M25.00S,2022-02-18T02:33:38.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627742,28.86005256241787,20.34313725490196,1610612740,73,87,2022-02-18T02:33:47Z,3930000,148.0,219.0,1,left,MISS B. Ingram 26' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,26.43,Missed,,,,,,,,,,,,,
398,PT04M24.00S,2022-02-18T02:33:39.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,73,87,2022-02-18T02:33:47Z,3940000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,397.0,,,,,,,,,,,,
399,PT04M24.00S,2022-02-18T02:33:46.4Z,3,REGULAR,foul,personal,[],1628467,,,1610612740,73,87,2022-02-18T02:33:55Z,3950000,,,0,,M. Kleber loose ball personal FOUL (1 PF),"[1628467, 202685]",1610612742.0,DAL,loose ball,,,Kleber,M. Kleber,,,,,1193.0,1.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,
401,PT04M24.00S,2022-02-18T02:33:57.7Z,3,REGULAR,substitution,out,[],203468,,,1610612740,73,87,2022-02-18T02:34:06Z,3970000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT04M24.00S,2022-02-18T02:33:57.7Z,3,REGULAR,substitution,out,[],202685,,,1610612740,73,87,2022-02-18T02:34:06Z,3980000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT04M24.00S,2022-02-18T02:33:57.7Z,3,REGULAR,substitution,in,[],1628984,,,1610612740,73,87,2022-02-18T02:34:06Z,3990000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT04M24.00S,2022-02-18T02:33:57.7Z,3,REGULAR,substitution,in,[],203503,,,1610612740,73,87,2022-02-18T02:34:06Z,4000000,,,0,,SUB in: T. Snell,[203503],1610612740.0,NOP,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT04M12.00S,2022-02-18T02:34:31.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627742,25.706307490144546,83.82352941176471,1610612740,73,87,2022-02-18T02:34:37Z,4010000,-169.0,189.0,1,left,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,25.37,Missed,,,,,,,,,,,,,
406,PT04M08.00S,2022-02-18T02:34:35.7Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,73,87,2022-02-18T02:34:37Z,4020000,,,0,,L. Doncic REBOUND (Off:1 Def:8),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,405.0,9.0,8.0,1.0,,,,,,,,,
407,PT04M02.00S,2022-02-18T02:34:41.6Z,3,REGULAR,3pt,Jump Shot,[],1629029,66.70499342969777,46.568627450980394,1610612742,73,87,2022-02-18T02:34:48Z,4030000,-17.0,260.0,1,right,MISS L. Doncic 26' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,,,,,,26.11,Missed,,,,,,,,,,,,,
408,PT03M58.00S,2022-02-18T02:34:45.1Z,3,REGULAR,rebound,offensive,[],203915,,,1610612742,73,87,2022-02-18T02:34:45Z,4040000,,,0,,S. Dinwiddie REBOUND (Off:1 Def:3),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,407.0,4.0,3.0,1.0,,,,,,,,,
409,PT03M57.00S,2022-02-18T02:34:46.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203915,93.77463863337714,53.92156862745098,1610612742,73,89,2022-02-18T02:34:59Z,4050000,20.0,6.0,1,right,S. Dinwiddie driving Layup (5 PTS),[203915],1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,2.05,Made,,,,,5.0,,,,,,,,
410,PT03M40.00S,2022-02-18T02:35:02.6Z,3,REGULAR,3pt,Jump Shot,[],203503,26.62614980289093,79.65686274509804,1610612740,76,89,2022-02-18T02:35:35Z,4060000,-148.0,198.0,1,left,T. Snell 24' 3PT pullup (8 PTS),[203503],1610612740.0,NOP,pullup,,,Snell,T. Snell,,,,,,,,,,,24.72,Made,,,,,8.0,,,,,,,,
411,PT03M22.00S,2022-02-18T02:35:20.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,93.51182654402102,52.450980392156865,1610612742,76,91,2022-02-18T02:35:24Z,4070000,12.0,8.0,1,right,J. Brunson driving Layup (16 PTS),[1628973],1610612742.0,DAL,driving,,,Brunson,J. Brunson,,,,,,,,,,,1.5,Made,,,,,16.0,,,,,,,,
412,PT03M04.00S,2022-02-18T02:35:45.1Z,3,REGULAR,foul,personal,[],1628973,,,1610612740,76,91,2022-02-18T02:35:53Z,4080000,,,0,,J. Brunson personal FOUL (2 PF),"[1628973, 1627742]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,2003.0,2.0,0.0,Ingram,1627742.0,,,,,,,,,,,,,,,,
414,PT03M04.00S,2022-02-18T02:35:52.9Z,3,REGULAR,substitution,out,[],1628973,,,1610612740,76,91,2022-02-18T02:36:01Z,4100000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT03M04.00S,2022-02-18T02:35:52.9Z,3,REGULAR,substitution,in,[],202722,,,1610612740,76,91,2022-02-18T02:36:01Z,4110000,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT02M56.00S,2022-02-18T02:36:12.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,17.0335085413929,57.35294117647059,1610612740,76,91,2022-02-18T02:36:35Z,4120000,-37.0,108.0,1,left,MISS B. Ingram 11' fadeaway Shot,[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,,,,,,,11.37,Missed,,,,,,,,,,,,,
417,PT02M50.00S,2022-02-18T02:36:18.7Z,3,REGULAR,rebound,offensive,[],202066,,,1610612740,76,91,2022-02-18T02:36:22Z,4130000,,,0,,G. Temple REBOUND (Off:1 Def:1),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,416.0,2.0,1.0,1.0,,,,,,,,,
418,PT02M50.00S,2022-02-18T02:36:18.6Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",202066,5.590000152587891,50.0,1610612740,78,91,2022-02-18T02:36:47Z,4140000,0.0,0.0,1,left,G. Temple tip DUNK (2 PTS),[202066],1610612740.0,NOP,tip,,,Temple,G. Temple,,,,,,,,,,,0.0,Made,,,,,2.0,,,,,,,,
419,PT02M40.00S,2022-02-18T02:36:28.5Z,3,REGULAR,3pt,Jump Shot,[],202722,67.23061760840999,38.23529411764706,1610612742,78,91,2022-02-18T02:36:36Z,4150000,-59.0,256.0,1,right,MISS D. Bertans 26' 3PT,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,26.22,Missed,,,,,,,,,,,,,
420,PT02M40.00S,2022-02-18T02:36:28.5Z,3,REGULAR,rebound,defensive,[],1628984,,,1610612740,78,91,2022-02-18T02:36:36Z,4160000,,,0,,D. Graham REBOUND (Off:0 Def:2),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,419.0,2.0,2.0,0.0,,,,,,,,,
421,PT02M26.00S,2022-02-18T02:36:45.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,6.915243101182654,45.83333333333333,1610612740,80,91,2022-02-18T02:36:49Z,4170000,21.0,13.0,1,left,B. Ingram driving Layup (10 PTS),[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,,,,,,,2.43,Made,,,,,10.0,,,,,,,,
422,PT02M26.00S,2022-02-18T02:36:48.9Z,3,REGULAR,foul,personal,['1freethrow'],1629029,,,1610612740,80,91,2022-02-18T02:40:07Z,4180000,,,0,,L. Doncic shooting personal FOUL (2 PF) (Ingram 1 FT),"[1629029, 1627742]",1610612742.0,DAL,shooting,,,Doncic,L. Doncic,,,,,1193.0,2.0,0.0,Ingram,1627742.0,,,,,,,,,,,,,,,,
424,PT02M26.00S,2022-02-18T02:37:08.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,80,91,2022-02-18T02:37:08Z,4200000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT02M26.00S,2022-02-18T02:40:08.6Z,3,REGULAR,freethrow,1 of 1,[],1627742,,,1610612740,80,91,2022-02-18T02:40:27Z,4210000,,,0,,MISS B. Ingram Free Throw 1 of 1,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,Missed,,,,,,,,,,,,,
426,PT02M22.00S,2022-02-18T02:40:12.6Z,3,REGULAR,rebound,defensive,[],1627827,,,1610612742,80,91,2022-02-18T02:40:27Z,4220000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,425.0,1.0,1.0,0.0,,,,,,,,,
427,PT02M06.00S,2022-02-18T02:40:25.7Z,3,REGULAR,3pt,Jump Shot,[],1627827,94.56307490144546,97.05882352941177,1610612742,80,94,2022-02-18T02:40:30Z,4230000,235.0,-1.0,1,right,D. Finney-Smith 3PT  (12 PTS) (S. Dinwiddie 1 AST),"[1627827, 203915]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,23.53,Made,,,,,12.0,,,,,S. Dinwiddie,203915.0,1.0,
429,PT01M48.00S,2022-02-18T02:40:43.3Z,3,REGULAR,2pt,Jump Shot,[],1627742,21.23850197109067,34.31372549019608,1610612740,80,94,2022-02-18T02:41:21Z,4250000,78.0,147.0,1,left,MISS B. Ingram 16' Jump Shot,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,16.67,Missed,,,,,,,,,,,,,
430,PT01M45.00S,2022-02-18T02:40:46.3Z,3,REGULAR,rebound,defensive,[],203915,,,1610612742,80,94,2022-02-18T02:40:50Z,4260000,,,0,,S. Dinwiddie REBOUND (Off:1 Def:4),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,429.0,5.0,4.0,1.0,,,,,,,,,
431,PT01M37.00S,2022-02-18T02:40:54.8Z,3,REGULAR,3pt,Jump Shot,[],1628467,66.70499342969777,48.77450980392157,1610612742,80,97,2022-02-18T02:40:59Z,4270000,-6.0,260.0,1,right,M. Kleber 26' 3PT  (16 PTS) (L. Doncic 8 AST),"[1628467, 1629029]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,26.06,Made,,,,,16.0,,,,,L. Doncic,1629029.0,8.0,
433,PT01M21.00S,2022-02-18T02:41:14.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629029,,,1610612740,80,97,2022-02-18T02:41:22Z,4290000,,,0,,L. Doncic shooting personal FOUL (3 PF) (Temple 2 FT),"[1629029, 202066]",1610612742.0,DAL,shooting,,,Doncic,L. Doncic,,,,,2003.0,3.0,0.0,Temple,202066.0,,,,,,,,,,,,,,,,
435,PT01M21.00S,2022-02-18T02:41:38.4Z,3,REGULAR,freethrow,1 of 2,[],202066,,,1610612740,80,97,2022-02-18T02:41:38Z,4310000,,,0,,MISS G. Temple Free Throw 1 of 2,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,Missed,,,,,,,,,,,,,
436,PT01M21.00S,2022-02-18T02:41:38.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,80,97,2022-02-18T02:41:38Z,4320000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,435.0,,,,,,,,,,,,
437,PT01M21.00S,2022-02-18T02:41:38.4Z,3,REGULAR,freethrow,2 of 2,[],202066,,,1610612740,80,97,2022-02-18T02:42:04Z,4330000,,,0,,MISS G. Temple Free Throw 2 of 2,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,Missed,,,,,,,,,,,,,
438,PT01M18.00S,2022-02-18T02:41:41.4Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,80,97,2022-02-18T02:42:04Z,4340000,,,0,,L. Doncic REBOUND (Off:1 Def:9),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,437.0,10.0,9.0,1.0,,,,,,,,,
439,PT01M04.00S,2022-02-18T02:42:22.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,86.02168199737189,44.36274509803921,1610612742,80,99,2022-02-18T02:43:32Z,4350000,-28.0,79.0,1,right,L. Doncic 8' driving floating Jump Shot (39 PTS),[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,,,,,,,8.38,Made,,,,,39.0,,,,,,,,
440,PT01M04.00S,2022-02-18T02:42:26.0Z,3,REGULAR,foul,personal,['1freethrow'],1629637,,,1610612742,80,99,2022-02-18T02:42:38Z,4360000,,,0,,J. Hayes shooting personal FOUL (5 PF) (Doncic 1 FT),"[1629637, 1629029]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,1193.0,5.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,,
442,PT01M04.00S,2022-02-18T02:42:45.3Z,3,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,80,100,2022-02-18T02:42:45Z,4380000,,,0,,L. Doncic Free Throw 1 of 1 (40 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,Made,,,,,40.0,,,,,,,,
443,PT00M58.20S,2022-02-18T02:43:03.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628467,,,1610612740,80,100,2022-02-18T02:43:11Z,4390000,,,0,,M. Kleber shooting personal FOUL (2 PF) (Hayes 2 FT),"[1628467, 1629637]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,2003.0,2.0,0.0,Hayes,1629637.0,,,,,,,,,,,,,,,,
445,PT00M58.20S,2022-02-18T02:43:25.6Z,3,REGULAR,freethrow,1 of 2,[],1629637,,,1610612740,80,100,2022-02-18T02:43:25Z,4410000,,,0,,MISS J. Hayes Free Throw 1 of 2,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,Missed,,,,,,,,,,,,,
446,PT00M58.20S,2022-02-18T02:43:25.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,80,100,2022-02-18T02:43:25Z,4420000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,445.0,,,,,,,,,,,,
