actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
363,PT04M38.00S,2021-12-09T02:29:22.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627742,5.995400788436268,53.67647058823529,1610612740,71,74,2021-12-09T02:29:26Z,3580000,-18.0,4.0,1,left,MISS B. Ingram Layup - blocked,"[1627742, 203932]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,1.88,Missed,,,,,,,,,,,,,,,,,Gordon,203932.0,
364,PT04M38.00S,2021-12-09T02:29:22.4Z,3,REGULAR,block,,[],203932,,,1610612740,71,74,2021-12-09T02:29:25Z,3590000,,,0,,A. Gordon BLOCK (1 BLK),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT04M35.00S,2021-12-09T02:29:25.4Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,71,74,2021-12-09T02:29:26Z,3600000,,,0,,J. Valanciunas REBOUND (Off:4 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,363.0,7.0,3.0,4.0,,,,,,,,,,,,,,,
366,PT04M33.00S,2021-12-09T02:29:27.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628984,29.6484888304862,28.431372549019606,1610612740,71,74,2021-12-09T02:29:33Z,3610000,108.0,226.0,1,left,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,25.06,Missed,,,,,,,,,,,,,,,,,,,
367,PT04M30.00S,2021-12-09T02:29:30.1Z,3,REGULAR,rebound,defensive,[],1628420,,,1610612743,71,74,2021-12-09T02:29:33Z,3620000,,,0,,M. Morris REBOUND (Off:0 Def:3),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,366.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
368,PT04M21.00S,2021-12-09T02:29:39.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,81.68528252299606,50.0,1610612743,71,74,2021-12-09T02:29:45Z,3630000,0.0,120.0,1,right,MISS N. Jokic 11' Jump Shot,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,11.97,Missed,,,,,,,,,,,,,,,,,,,
369,PT04M21.00S,2021-12-09T02:29:39.8Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,71,74,2021-12-09T02:30:38Z,3640000,,,0,,B. Ingram REBOUND (Off:0 Def:7),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,368.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
370,PT04M09.00S,2021-12-09T02:29:50.9Z,3,REGULAR,2pt,Jump Shot,[],1627742,21.107095926412615,62.745098039215684,1610612740,73,74,2021-12-09T02:29:56Z,3650000,-64.0,146.0,1,left,B. Ingram 15' pullup Jump Shot (16 PTS) (J. Hart 7 AST),"[1627742, 1628404]",1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,15.92,Made,,,,,,16.0,J. Hart,1628404.0,7.0,,,,,,,,,,
372,PT03M45.00S,2021-12-09T02:30:15.5Z,3,REGULAR,turnover,lost ball,[],203115,,,1610612743,73,74,2021-12-09T02:41:10Z,3670000,,,0,,W. Barton lost ball TURNOVER (3 TO),"[203115, 1627742]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,3.0,Ingram,1627742.0,,,,,,,
373,PT03M45.00S,2021-12-09T02:30:15.5Z,3,REGULAR,steal,,[],1627742,,,1610612740,73,74,2021-12-09T02:30:17Z,3680000,,,0,,B. Ingram STEAL (3 STL),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT03M41.00S,2021-12-09T02:30:19.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628404,5.601182654402102,46.32352941176471,1610612740,75,74,2021-12-09T02:30:26Z,3690000,18.0,0.0,1,left,J. Hart Layup (7 PTS) (D. Graham 3 AST),"[1628404, 1628984]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,1.84,Made,,,,,,7.0,D. Graham,1628984.0,3.0,,,,,,,,,,
376,PT03M35.00S,2021-12-09T02:30:25.3Z,3,REGULAR,turnover,bad pass,[],203999,,,1610612743,75,74,2021-12-09T02:42:57Z,3710000,,,0,,N. Jokic bad pass TURNOVER (6 TO),"[203999, 1627742]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,6.0,Ingram,1627742.0,,,,,,,
377,PT03M35.00S,2021-12-09T02:30:25.3Z,3,REGULAR,steal,,[],1627742,,,1610612740,75,74,2021-12-09T02:30:27Z,3720000,,,0,,B. Ingram STEAL (4 STL),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT03M21.00S,2021-12-09T02:30:38.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,32.14520367936925,44.85294117647059,1610612740,75,74,2021-12-09T02:30:43Z,3730000,26.0,250.0,1,left,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,25.1,Missed,,,,,,,,,,,,,,,,,,,
379,PT03M18.00S,2021-12-09T02:30:41.8Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,75,74,2021-12-09T02:30:43Z,3740000,,,0,,N. Jokic REBOUND (Off:0 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,378.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
380,PT03M13.00S,2021-12-09T02:30:46.7Z,3,REGULAR,3pt,Jump Shot,[],201145,91.5407358738502,3.9215686274509802,1610612743,75,74,2021-12-09T02:31:00Z,3750000,-230.0,27.0,1,right,MISS J. Green 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,23.2,Missed,,,,,,,,,,,,,,,,,,,
381,PT03M11.00S,2021-12-09T02:30:48.7Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,75,74,2021-12-09T02:31:00Z,3760000,,,0,,J. Valanciunas REBOUND (Off:4 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,380.0,8.0,4.0,4.0,,,,,,,,,,,,,,,
382,PT03M04.00S,2021-12-09T02:31:06.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,75,74,2021-12-09T02:31:06Z,3770000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT03M04.00S,2021-12-09T02:33:28.3Z,3,REGULAR,substitution,out,[],1628404,,,1610612740,75,74,2021-12-09T02:33:47Z,3780000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT03M04.00S,2021-12-09T02:33:28.3Z,3,REGULAR,substitution,out,[],1628984,,,1610612740,75,74,2021-12-09T02:33:47Z,3790000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT03M04.00S,2021-12-09T02:33:28.3Z,3,REGULAR,substitution,out,[],202685,,,1610612740,75,74,2021-12-09T02:33:47Z,3800000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT03M04.00S,2021-12-09T02:33:28.3Z,3,REGULAR,substitution,out,[],1628420,,,1610612740,75,74,2021-12-09T02:33:47Z,3810000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT03M04.00S,2021-12-09T02:33:28.3Z,3,REGULAR,substitution,out,[],201145,,,1610612740,75,74,2021-12-09T02:33:47Z,3820000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT03M04.00S,2021-12-09T02:33:28.3Z,3,REGULAR,substitution,out,[],203999,,,1610612740,75,74,2021-12-09T02:33:47Z,3830000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT03M04.00S,2021-12-09T02:33:28.3Z,3,REGULAR,substitution,in,[],1626195,,,1610612740,75,74,2021-12-09T02:33:47Z,3840000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT03M04.00S,2021-12-09T02:33:28.3Z,3,REGULAR,substitution,in,[],203107,,,1610612740,75,74,2021-12-09T02:33:47Z,3850000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT03M04.00S,2021-12-09T02:33:28.3Z,3,REGULAR,substitution,in,[],1629638,,,1610612740,75,74,2021-12-09T02:33:47Z,3860000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT03M04.00S,2021-12-09T02:33:28.3Z,3,REGULAR,substitution,in,[],1630267,,,1610612740,75,74,2021-12-09T02:33:47Z,3870000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT03M04.00S,2021-12-09T02:33:28.3Z,3,REGULAR,substitution,in,[],1630538,,,1610612740,75,74,2021-12-09T02:33:47Z,3880000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT03M04.00S,2021-12-09T02:33:28.3Z,3,REGULAR,substitution,in,[],203210,,,1610612740,75,74,2021-12-09T02:33:47Z,3890000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT02M57.00S,2021-12-09T02:34:17.2Z,3,REGULAR,foul,offensive,[],1627742,,,1610612740,75,74,2021-12-09T02:35:27Z,3900000,,,0,,B. Ingram charge offensive FOUL (2 PF),"[1627742, 203210]",1610612740.0,NOP,charge,,,Ingram,B. Ingram,,,,,,,,,,,2534.0,,,,,,,,2.0,0.0,Green,203210.0,,,
397,PT02M57.00S,2021-12-09T02:34:17.2Z,3,REGULAR,turnover,offensive foul,[],1627742,,,1610612740,75,74,2021-12-09T02:34:17Z,3920000,,,0,,B. Ingram offensive foul TURNOVER (3 TO),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,2534.0,,,,,3.0,,,,,,,,,
398,PT02M33.00S,2021-12-09T02:34:45.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630267,93.38042049934296,5.392156862745098,1610612743,75,74,2021-12-09T02:35:30Z,3930000,-223.0,10.0,1,right,MISS F. Campazzo 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,22.32,Missed,,,,,,,,,,,,,,,,,,,
399,PT02M33.00S,2021-12-09T02:34:49.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,75,74,2021-12-09T02:34:49Z,3940000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,398.0,,,,,,,,,,,,,,,,,,
400,PT02M33.00S,2021-12-09T02:34:52.5Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612743,75,74,2021-12-09T02:35:41Z,3950000,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,,,,,,,,,,203177.0,,,,,,,,,,,,,,
401,PT02M18.00S,2021-12-09T02:35:13.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627742,17.427726675427067,6.372549019607843,1610612740,75,74,2021-12-09T02:35:46Z,3960000,218.0,111.0,1,left,MISS B. Ingram 24' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,24.49,Missed,,,,,,,,,,,,,,,,,,,
402,PT02M15.00S,2021-12-09T02:35:16.7Z,3,REGULAR,rebound,defensive,[],203210,,,1610612743,75,74,2021-12-09T02:35:16Z,3970000,,,0,,J. Green REBOUND (Off:2 Def:3),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,401.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
405,PT02M07.00S,2021-12-09T02:35:24.9Z,3,REGULAR,3pt,Jump Shot,[],203115,69.20170827858082,22.30392156862745,1610612743,75,77,2021-12-09T02:35:48Z,3980000,-138.0,237.0,1,right,W. Barton 27' 3PT  (18 PTS) (F. Campazzo 3 AST),"[203115, 1630267]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,27.45,Made,,,,,,18.0,F. Campazzo,1630267.0,3.0,,,,,,,,,,
407,PT01M49.00S,2021-12-09T02:35:48.5Z,3,REGULAR,turnover,lost ball,[],1627742,,,1610612740,75,77,2021-12-09T02:36:55Z,4000000,,,0,,B. Ingram lost ball TURNOVER (4 TO),"[1627742, 1630267]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,4.0,Campazzo,1630267.0,,,,,,,
408,PT01M49.00S,2021-12-09T02:35:48.5Z,3,REGULAR,steal,,[],1630267,,,1610612743,75,77,2021-12-09T02:35:50Z,4010000,,,0,,F. Campazzo STEAL (1 STL),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT01M38.00S,2021-12-09T02:35:53.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630538,92.85479632063075,96.56862745098039,1610612743,75,77,2021-12-09T02:35:58Z,4020000,233.0,15.0,1,right,MISS B. Hyland 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,23.33,Missed,,,,,,,,,,,,,,,,,,,
410,PT01M36.00S,2021-12-09T02:35:56.0Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,75,77,2021-12-09T02:35:56Z,4030000,,,0,,H. Jones REBOUND (Off:1 Def:5),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,409.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
411,PT01M32.00S,2021-12-09T02:35:59.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203107,5.469776609724048,53.18627450980392,1610612740,77,77,2021-12-09T02:36:08Z,4040000,-16.0,-1.0,1,left,T. Satoransky Layup (2 PTS) (W. Hernangomez 1 AST),"[203107, 1626195]",1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,1.59,Made,,,,,,2.0,W. Hernangomez,1626195.0,1.0,,,,,,,,,,
413,PT01M25.00S,2021-12-09T02:36:12.0Z,3,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612743,77,77,2021-12-09T02:36:22Z,4060000,,,0,,H. Jones shooting personal FOUL (1 PF) (Hyland 2 FT),"[1630529, 1630538]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,,,,,,,101283.0,,,,,,,,1.0,0.0,Hyland,1630538.0,,,
415,PT01M25.00S,2021-12-09T02:36:39.6Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630538,,,1610612743,77,78,2021-12-09T02:36:39Z,4080000,,,0,,B. Hyland Free Throw 1 of 2 (8 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,Made,,,,,,8.0,,,,,,,,,,,,,
416,PT01M25.00S,2021-12-09T02:36:41.0Z,3,REGULAR,substitution,out,[],1630529,,,1610612743,77,78,2021-12-09T02:36:52Z,4090000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT01M25.00S,2021-12-09T02:36:41.0Z,3,REGULAR,substitution,in,[],202066,,,1610612743,77,78,2021-12-09T02:36:52Z,4100000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT01M25.00S,2021-12-09T02:37:04.3Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630538,,,1610612743,77,79,2021-12-09T02:37:04Z,4110000,,,0,,B. Hyland Free Throw 2 of 2 (9 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,Made,,,,,,9.0,,,,,,,,,,,,,
419,PT01M10.00S,2021-12-09T02:37:25.7Z,3,REGULAR,foul,offensive,[],203107,,,1610612740,77,79,2021-12-09T02:37:32Z,4120000,,,0,,T. Satoransky charge offensive FOUL (1 PF),"[203107, 203210]",1610612740.0,NOP,charge,,,Satoransky,T. Satoransky,,,,,,,,,,,101283.0,,,,,,,,1.0,0.0,Green,203210.0,,,
421,PT01M10.00S,2021-12-09T02:37:25.7Z,3,REGULAR,turnover,offensive foul,[],203107,,,1610612740,77,79,2021-12-09T02:37:25Z,4140000,,,0,,T. Satoransky offensive foul TURNOVER (1 TO),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,101283.0,,,,,1.0,,,,,,,,,
422,PT00M58.90S,2021-12-09T02:37:50.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203115,73.53810775295663,85.5392156862745,1610612743,77,79,2021-12-09T02:38:20Z,4150000,178.0,196.0,1,right,MISS W. Barton 26' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,26.47,Missed,,,,,,,,,,,,,,,,,,,
423,PT00M55.30S,2021-12-09T02:37:54.4Z,3,REGULAR,rebound,offensive,[],203932,,,1610612743,77,79,2021-12-09T02:37:54Z,4160000,,,0,,A. Gordon REBOUND (Off:1 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,422.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
424,PT00M47.40S,2021-12-09T02:38:02.3Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630267,66.3107752956636,35.78431372549019,1610612743,77,79,2021-12-09T02:38:22Z,4170000,-71.0,264.0,1,right,MISS F. Campazzo 27' 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,27.36,Missed,,,,,,,,,,,,,,,,,,,
425,PT00M44.30S,2021-12-09T02:38:05.4Z,3,REGULAR,rebound,defensive,[],1626195,,,1610612740,77,79,2021-12-09T02:38:22Z,4180000,,,0,,W. Hernangomez REBOUND (Off:0 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,424.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
426,PT00M34.00S,2021-12-09T02:38:16.6Z,3,REGULAR,turnover,lost ball,[],1626195,,,1610612740,77,79,2021-12-09T02:38:25Z,4190000,,,0,,W. Hernangomez lost ball TURNOVER (1 TO),"[1626195, 203932]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,1.0,Gordon,203932.0,,,,,,,
427,PT00M34.00S,2021-12-09T02:38:16.6Z,3,REGULAR,steal,,[],203932,,,1610612743,77,79,2021-12-09T02:38:19Z,4200000,,,0,,A. Gordon STEAL (1 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT00M32.30S,2021-12-09T02:38:25.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627742,,,1610612743,77,79,2021-12-09T02:47:39Z,4210000,,,0,,B. Ingram take personal FOUL (3 PF) (Gordon 2 FT),"[1627742, 203932]",1610612740.0,NOP,take,,,Ingram,B. Ingram,,,,,,,,,,,203177.0,,,,,,,,3.0,0.0,Gordon,203932.0,,,
430,PT00M32.30S,2021-12-09T02:38:49.8Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203932,,,1610612743,77,79,2021-12-09T02:38:49Z,4230000,,,0,,MISS A. Gordon Free Throw 1 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Missed,,,,,,,,,,,,,,,,,,,
431,PT00M32.30S,2021-12-09T02:38:49.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,77,79,2021-12-09T02:38:49Z,4240000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,430.0,,,,,,,,,,,,,,,,,,
432,PT00M32.30S,2021-12-09T02:38:50.9Z,3,REGULAR,substitution,out,[],203115,,,1610612743,77,79,2021-12-09T02:38:56Z,4250000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT00M32.30S,2021-12-09T02:38:50.9Z,3,REGULAR,substitution,in,[],1628432,,,1610612743,77,79,2021-12-09T02:38:56Z,4260000,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT00M32.30S,2021-12-09T02:39:14.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203932,,,1610612743,77,80,2021-12-09T02:39:14Z,4270000,,,0,,A. Gordon Free Throw 2 of 2 (8 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,,,,,,8.0,,,,,,,,,,,,,
435,PT00M17.80S,2021-12-09T02:39:37.6Z,3,REGULAR,foul,personal,[],1628432,,,1610612740,77,80,2021-12-09T02:39:43Z,4280000,,,0,,D. Reed personal FOUL (2 PF),"[1628432, 1627742]",1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,203177.0,,,,,,,,2.0,0.0,Ingram,1627742.0,,,
437,PT00M03.20S,2021-12-09T02:40:04.1Z,3,REGULAR,turnover,bad pass,[],1627742,,,1610612740,77,80,2021-12-09T02:40:07Z,4300000,,,0,,B. Ingram bad pass TURNOVER (5 TO),"[1627742, 203210]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,5.0,Green,203210.0,,,,,,,
438,PT00M03.20S,2021-12-09T02:40:04.1Z,3,REGULAR,steal,,[],203210,,,1610612743,77,80,2021-12-09T02:40:06Z,4310000,,,0,,J. Green STEAL (2 STL),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT00M00.00S,2021-12-09T02:40:38.9Z,3,REGULAR,instantreplay,request,[],0,,,1610612743,77,80,2021-12-09T02:41:30Z,4340000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,2534.0,,,,,,,,,,,,,,End Period - No Basket
442,PT00M00.00S,2021-12-09T02:41:58.7Z,3,REGULAR,period,end,[],0,,,1610612743,77,80,2021-12-09T02:41:58Z,4350000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT12M00.00S,2021-12-09T02:42:43.8Z,4,REGULAR,substitution,out,['startperiod'],1627742,,,1610612743,77,80,2021-12-09T02:43:01Z,4360000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT12M00.00S,2021-12-09T02:42:43.8Z,4,REGULAR,substitution,out,['startperiod'],203107,,,1610612743,77,80,2021-12-09T02:43:01Z,4370000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT12M00.00S,2021-12-09T02:42:43.8Z,4,REGULAR,substitution,out,['startperiod'],203932,,,1610612743,77,80,2021-12-09T02:43:01Z,4380000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT12M00.00S,2021-12-09T02:42:43.8Z,4,REGULAR,substitution,in,['startperiod'],1628404,,,1610612743,77,80,2021-12-09T02:43:01Z,4390000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT12M00.00S,2021-12-09T02:42:43.8Z,4,REGULAR,substitution,in,['startperiod'],1628984,,,1610612743,77,80,2021-12-09T02:43:01Z,4400000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT12M00.00S,2021-12-09T02:42:43.8Z,4,REGULAR,substitution,in,['startperiod'],1630192,,,1610612743,77,80,2021-12-09T02:43:01Z,4410000,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT12M00.00S,2021-12-09T02:42:56.7Z,4,REGULAR,period,start,[],0,,,1610612740,77,80,2021-12-09T02:43:02Z,4420000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT11M50.00S,2021-12-09T02:43:06.6Z,4,REGULAR,turnover,out-of-bounds,[],1626195,,,1610612740,77,80,2021-12-09T02:43:19Z,4430000,,,0,,W. Hernangomez bad pass out-of-bounds TURNOVER (2 TO),[1626195],1610612740.0,NOP,bad pass,,,Hernangomez,W. Hernangomez,,,,,,,,,,,101283.0,,,,,2.0,,,,,,,,,
451,PT11M33.00S,2021-12-09T02:43:30.7Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628432,92.32917214191852,75.49019607843137,1610612743,77,82,2021-12-09T02:43:36Z,4440000,127.0,20.0,1,right,D. Reed 12' Jump Shot (2 PTS) (Z. Nnaji 1 AST),"[1628432, 1630192]",1610612743.0,DEN,,,,Reed,D. Reed,,,,,12.9,Made,,,,,,2.0,Z. Nnaji,1630192.0,1.0,,,,,,,,,,
452,PT11M08.00S,2021-12-09T02:43:55.8Z,4,REGULAR,3pt,Jump Shot,[],1628984,32.40801576872536,47.549019607843135,1610612740,77,82,2021-12-09T02:44:01Z,4450000,12.0,252.0,1,left,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,25.24,Missed,,,,,,,,,,,,,,,,,,,
453,PT11M02.00S,2021-12-09T02:44:01.8Z,4,REGULAR,rebound,defensive,[],1628432,,,1610612743,77,82,2021-12-09T02:44:01Z,4460000,,,0,,D. Reed REBOUND (Off:0 Def:1),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,452.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
454,PT10M54.00S,2021-12-09T02:44:10.2Z,4,REGULAR,turnover,bad pass,[],1628432,,,1610612743,77,82,2021-12-09T02:44:14Z,4470000,,,0,,D. Reed bad pass TURNOVER (1 TO),"[1628432, 1629638]",1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,1.0,Alexander-Walker,1629638.0,,,,,,,
