actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
335,PT11M26.00S,2024-03-28T01:19:51.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629060,30.436925098554536,28.186274509803923,1610612747,61,72,2024-03-28T01:19:57Z,3330000,False,109.0,234.0,1,left,R. Hachimura 25' 3PT pullup (19 PTS) (L. James 6 AST),"[1629060, 2544]",1610612747.0,LAL,pullup,,,Hachimura,R. Hachimura,,,,,,Above the Break 3,24+ Right Center,25.78,Made,,,,,,,19.0,L. James,2544.0,6.0,,,,,,,
337,PT11M15.00S,2024-03-28T01:20:01.8Z,3,REGULAR,3pt,Jump Shot,[],1630217,70.38436268068331,77.20588235294117,1610612763,64,72,2024-03-28T01:20:05Z,3350000,False,136.0,226.0,1,right,D. Bane 26' 3PT  (14 PTS) (J. Jackson Jr. 2 AST),"[1630217, 1628991]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Above the Break 3,24+ Right Center,26.37,Made,,,,,,,14.0,J. Jackson Jr.,1628991.0,2.0,,,,,,,
339,PT10M57.00S,2024-03-28T01:20:19.6Z,3,REGULAR,3pt,Jump Shot,[],1629060,9.149145860709593,4.6568627450980395,1610612747,64,75,2024-03-28T01:20:25Z,3370000,False,227.0,34.0,1,left,R. Hachimura 3PT  (22 PTS) (J. Hayes 1 AST),"[1629060, 1629637]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,Right Corner 3,24+ Right,22.92,Made,,,,,,,22.0,J. Hayes,1629637.0,1.0,,,,,,,
341,PT10M35.00S,2024-03-28T01:20:41.3Z,3,REGULAR,3pt,Jump Shot,[],1628991,93.11760840998686,96.32352941176471,1610612763,64,75,2024-03-28T01:20:45Z,3390000,False,232.0,12.0,1,right,MISS J. Jackson Jr. 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Right Corner 3,24+ Right,23.19,Missed,,,,,,,,,,,,,,,,,
342,PT10M33.00S,2024-03-28T01:20:43.3Z,3,REGULAR,rebound,defensive,[],1629060,,,1610612747,64,75,2024-03-28T01:20:45Z,3400000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:5),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,Right Corner 3,24+ Right,,,341.0,5.0,5.0,0.0,,,,,,,,,,,,,
343,PT10M20.00S,2024-03-28T01:20:57.0Z,3,REGULAR,3pt,Jump Shot,[],1626156,30.305519053876477,68.13725490196079,1610612747,64,78,2024-03-28T01:21:00Z,3410000,False,-91.0,232.0,1,left,D. Russell 24' 3PT  (13 PTS) (A. Reaves 7 AST),"[1626156, 1630559]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,,Above the Break 3,24+ Left Center,24.95,Made,,,,,,,13.0,A. Reaves,1630559.0,7.0,,,,,,,
345,PT10M19.00S,2024-03-28T01:21:01.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,64,78,2024-03-28T01:21:01Z,3430000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT10M09.00S,2024-03-28T01:24:05.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641713,92.9862023653088,49.01960784313725,1610612763,66,78,2024-03-28T01:24:09Z,3440000,False,-5.0,13.0,1,right,G. Jackson Layup (2 PTS) (D. Bane 8 AST),"[1641713, 1630217]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,,,2.0,D. Bane,1630217.0,8.0,,,,,,,
348,PT09M53.00S,2024-03-28T01:24:23.5Z,3,REGULAR,foul,personal,['2freethrow'],1641713,,,1610612747,66,78,2024-03-28T01:24:34Z,3460000,False,,,0,,G. Jackson shooting personal FOUL (3 PF) (Russell 2 FT),"[1641713, 1626156]",1610612763.0,MEM,shooting,,,Jackson,G. Jackson,,,,,1628951.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,3.0,0.0,Russell,1626156.0
350,PT09M53.00S,2024-03-28T01:24:44.6Z,3,REGULAR,freethrow,1 of 2,[],1626156,,,1610612747,66,79,2024-03-28T01:24:44Z,3480000,False,,,0,,D. Russell Free Throw 1 of 2 (14 PTS),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,
351,PT09M53.00S,2024-03-28T01:24:59.9Z,3,REGULAR,freethrow,2 of 2,[],1626156,,,1610612747,66,80,2024-03-28T01:24:59Z,3490000,False,,,0,,D. Russell Free Throw 2 of 2 (15 PTS),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,
352,PT09M39.00S,2024-03-28T01:25:17.7Z,3,REGULAR,turnover,traveling,[],1641713,,,1610612763,66,80,2024-03-28T01:25:22Z,3500000,False,,,0,,G. Jackson traveling TURNOVER (2 TO),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,1162.0,Right Corner 3,24+ Right,,,,,,,,,,,,,2.0,,,,,,
353,PT09M28.00S,2024-03-28T01:25:33.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626156,31.61957950065703,39.21568627450981,1610612747,66,83,2024-03-28T01:25:37Z,3510000,False,54.0,245.0,1,left,D. Russell 25' 3PT  (18 PTS) (L. James 7 AST),"[1626156, 2544]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,,Above the Break 3,24+ Center,25.06,Made,,,,,,,18.0,L. James,2544.0,7.0,,,,,,,
355,PT09M21.00S,2024-03-28T01:25:45.6Z,3,REGULAR,turnover,out-of-bounds,[],1630217,,,1610612763,66,83,2024-03-28T01:25:50Z,3530000,False,,,0,,D. Bane step out-of-bounds TURNOVER (4 TO),[1630217],1610612763.0,MEM,step,,,Bane,D. Bane,,,,,1628951.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,4.0,,,,,,
356,PT09M07.00S,2024-03-28T01:26:13.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626156,12.434296977660972,40.44117647058824,1610612747,66,83,2024-03-28T01:26:17Z,3540000,False,48.0,64.0,1,left,MISS D. Russell 8' floating Shot,[1626156],1610612747.0,LAL,floating,,,Russell,D. Russell,,,,,,In The Paint (Non-RA),0-8 Center,8.02,Missed,,,,,,,,,,,,,,,,,
357,PT09M05.00S,2024-03-28T01:26:15.0Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,66,83,2024-03-28T01:26:38Z,3550000,False,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,In The Paint (Non-RA),0-8 Center,,,356.0,4.0,2.0,2.0,,,,,,,,,,,,,
358,PT09M05.00S,2024-03-28T01:26:18.1Z,3,REGULAR,foul,personal,[],1626156,,,1610612763,66,83,2024-03-28T01:26:21Z,3560000,False,,,0,,D. Russell personal FOUL (2 PF),"[1626156, 1628991]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,1162.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Jackson Jr.,1628991.0
360,PT08M53.00S,2024-03-28T01:26:42.0Z,3,REGULAR,3pt,Jump Shot,[],1641713,74.06373193166885,83.08823529411765,1610612763,69,83,2024-03-28T01:26:49Z,3580000,False,165.0,191.0,1,right,G. Jackson 25' 3PT  (5 PTS) (D. Bane 9 AST),"[1641713, 1630217]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,Above the Break 3,24+ Right Center,25.29,Made,,,,,,,5.0,D. Bane,1630217.0,9.0,,,,,,,
362,PT08M41.00S,2024-03-28T01:26:56.3Z,3,REGULAR,foul,personal,[],1628991,,,1610612747,69,83,2024-03-28T01:27:04Z,3600000,False,,,0,,J. Jackson Jr. personal FOUL (1 PF),"[1628991, 1629637]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,1162.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Hayes,1629637.0
364,PT08M36.00S,2024-03-28T01:27:20.8Z,3,REGULAR,turnover,bad pass,[],1626156,,,1610612747,69,83,2024-03-28T01:27:23Z,3620000,False,,,0,,D. Russell bad pass TURNOVER (2 TO),"[1626156, 1628991]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,2.0,Jackson Jr.,1628991.0,,,,
365,PT08M36.00S,2024-03-28T01:27:20.8Z,3,REGULAR,steal,,[],1628991,,,1610612763,69,83,2024-03-28T01:27:22Z,3630000,False,,,0,,J. Jackson Jr. STEAL (2 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,
366,PT08M33.00S,2024-03-28T01:27:25.2Z,3,REGULAR,foul,personal,['2freethrow'],1626156,,,1610612763,69,83,2024-03-28T01:27:32Z,3640000,False,,,0,,D. Russell shooting personal FOUL (3 PF) (Pippen Jr. 2 FT),"[1626156, 1630590]",1610612747.0,LAL,shooting,,,Russell,D. Russell,,,,,1162.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,3.0,0.0,Pippen Jr.,1630590.0
368,PT08M33.00S,2024-03-28T01:27:53.9Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630590,,,1610612763,70,83,2024-03-28T01:27:53Z,3660000,False,,,0,,S. Pippen Jr. Free Throw 1 of 2 (11 PTS),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,
369,PT08M33.00S,2024-03-28T01:28:11.3Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630590,,,1610612763,70,83,2024-03-28T01:28:11Z,3670000,False,,,0,,MISS S. Pippen Jr. Free Throw 2 of 2,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
370,PT08M28.00S,2024-03-28T01:28:14.8Z,3,REGULAR,rebound,defensive,[],1629637,,,1610612747,70,83,2024-03-28T01:28:14Z,3680000,False,,,0,,J. Hayes REBOUND (Off:0 Def:4),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,369.0,4.0,4.0,0.0,,,,,,,,,,,,,
371,PT08M14.00S,2024-03-28T01:28:29.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,5.863994743758213,53.67647058823529,1610612747,70,83,2024-03-28T01:28:39Z,3690000,False,-18.0,3.0,1,left,MISS A. Reaves driving finger roll Layup,[1630559],1610612747.0,LAL,driving finger roll,,,Reaves,A. Reaves,,,,,,Restricted Area,0-8 Center,1.86,Missed,,,,,,,,,,,,,,,,,
372,PT08M10.00S,2024-03-28T01:28:32.7Z,3,REGULAR,rebound,offensive,[],1630559,,,1610612747,70,83,2024-03-28T01:28:32Z,3700000,False,,,0,,A. Reaves REBOUND (Off:1 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,Restricted Area,0-8 Center,,,371.0,2.0,1.0,1.0,,,,,,,,,,,,,
373,PT08M10.00S,2024-03-28T01:28:32.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630559,5.590000152587891,50.0,1610612747,70,83,2024-03-28T01:29:24Z,3710000,False,0.0,0.0,1,left,MISS A. Reaves tip Layup,[1630559],1610612747.0,LAL,tip,,,Reaves,A. Reaves,,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,
377,PT08M10.00S,2024-03-28T01:28:32.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,70,83,2024-03-28T01:29:24Z,3720000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,Restricted Area,0-8 Center,,,373.0,,,,,,,,,,,,,,,,
374,PT08M09.00S,2024-03-28T01:29:23.3Z,3,REGULAR,jumpball,recovered,[],1630217,,,1610612763,70,83,2024-03-28T01:30:35Z,3730000,False,,,0,,Jump Ball G. Jackson vs. J. Hayes: Tip to D. Bane,"[1630217, 1641713, 1629637]",1610612763.0,MEM,heldball,D. Bane,1630217.0,Bane,D. Bane,Jackson,1641713.0,Hayes,1629637.0,,,,,,,,,,,,,,,,,,,,,,
378,PT08M00.00S,2024-03-28T01:29:29.3Z,3,REGULAR,3pt,Jump Shot,[],1630217,68.9388961892247,69.85294117647058,1610612763,70,83,2024-03-28T01:29:33Z,3760000,False,99.0,239.0,1,right,MISS D. Bane 25' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,,Above the Break 3,24+ Right Center,25.93,Missed,,,,,,,,,,,,,,,,,
379,PT07M57.00S,2024-03-28T01:29:32.3Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,70,83,2024-03-28T01:29:33Z,3770000,False,,,0,,L. James REBOUND (Off:0 Def:8),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Above the Break 3,24+ Right Center,,,378.0,8.0,8.0,0.0,,,,,,,,,,,,,
380,PT07M52.00S,2024-03-28T01:29:37.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,26.62614980289093,79.90196078431373,1610612747,70,86,2024-03-28T01:29:43Z,3780000,False,-150.0,198.0,1,left,D. Russell 24' 3PT running (21 PTS) (L. James 8 AST),"[1626156, 2544]",1610612747.0,LAL,running,,,Russell,D. Russell,,,,,,Above the Break 3,24+ Left Center,24.79,Made,,,,,,,21.0,L. James,2544.0,8.0,,,,,,,
382,PT07M34.00S,2024-03-28T01:29:54.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,84.1819973718791,50.245098039215684,1610612763,70,86,2024-03-28T01:29:59Z,3800000,False,1.0,96.0,1,right,MISS J. Jackson Jr. 9' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,,In The Paint (Non-RA),8-16 Center,9.62,Missed,,,,,,,,,,,,,,,,,
383,PT07M32.00S,2024-03-28T01:29:56.9Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,70,86,2024-03-28T01:29:59Z,3810000,False,,,0,,L. James REBOUND (Off:0 Def:9),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,In The Paint (Non-RA),8-16 Center,,,382.0,9.0,9.0,0.0,,,,,,,,,,,,,
384,PT07M27.00S,2024-03-28T01:30:02.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,32.802233902759525,61.51960784313726,1610612747,70,86,2024-03-28T01:30:08Z,3820000,False,-58.0,256.0,1,left,MISS D. Russell 26' running 3PT,[1626156],1610612747.0,LAL,running,,,Russell,D. Russell,,,,,,Above the Break 3,24+ Center,26.22,Missed,,,,,,,,,,,,,,,,,
385,PT07M26.00S,2024-03-28T01:30:06.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612747,70,86,2024-03-28T01:30:06Z,3830000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,Above the Break 3,24+ Center,,,384.0,,,,,,,,,,,,,,,,
386,PT07M26.00S,2024-03-28T01:30:07.3Z,3,REGULAR,foul,personal,[],1628991,,,1610612747,70,86,2024-03-28T01:30:13Z,3840000,False,,,0,,J. Jackson Jr. loose ball personal FOUL (2 PF),"[1628991, 1629637]",1610612763.0,MEM,loose ball,,,Jackson Jr.,J. Jackson Jr.,,,,,1162.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Hayes,1629637.0
388,PT07M26.00S,2024-03-28T01:30:15.6Z,3,REGULAR,substitution,out,[],1629637,,,1610612747,70,86,2024-03-28T01:30:24Z,3860000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT07M26.00S,2024-03-28T01:30:15.6Z,3,REGULAR,substitution,in,[],1627752,,,1610612747,70,86,2024-03-28T01:30:24Z,3870000,False,,,0,,SUB in: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT07M26.00S,2024-03-28T01:30:36.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,70,86,2024-03-28T01:30:36Z,3880000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT07M20.00S,2024-03-28T01:33:34.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2544,6.521024967148489,52.20588235294118,1610612747,70,86,2024-03-28T01:33:39Z,3900000,False,-11.0,9.0,1,left,MISS L. James cutting Layup,[2544],1610612747.0,LAL,cutting,,,James,L. James,,,,,,Restricted Area,0-8 Center,1.41,Missed,,,,,,,,,,,,,,,,,
393,PT07M16.00S,2024-03-28T01:33:38.5Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,70,86,2024-03-28T01:33:38Z,3910000,False,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,,,392.0,5.0,3.0,2.0,,,,,,,,,,,,,
394,PT07M14.00S,2024-03-28T01:33:41.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628991,92.32917214191852,54.41176470588235,1610612763,70,86,2024-03-28T01:33:47Z,3920000,False,22.0,20.0,1,right,MISS J. Jackson Jr. running Layup,[1628991],1610612763.0,MEM,running,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,
395,PT07M10.00S,2024-03-28T01:33:45.3Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,70,86,2024-03-28T02:03:57Z,3930000,False,,,0,,L. James REBOUND (Off:0 Def:10),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Restricted Area,0-8 Center,,,394.0,10.0,10.0,0.0,,,,,,,,,,,,,
396,PT07M05.00S,2024-03-28T01:33:49.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627752,5.601182654402102,93.87254901960785,1610612747,70,89,2024-03-28T01:33:54Z,3940000,False,-219.0,0.0,1,left,T. Prince 3PT running (8 PTS) (L. James 9 AST),"[1627752, 2544]",1610612747.0,LAL,running,,,Prince,T. Prince,,,,,,Left Corner 3,24+ Left,21.94,Made,,,,,,,8.0,L. James,2544.0,9.0,,,,,,,
398,PT06M53.00S,2024-03-28T01:34:02.5Z,3,REGULAR,3pt,Jump Shot,[],1641713,69.07030223390277,77.45098039215686,1610612763,70,89,2024-03-28T01:34:06Z,3960000,False,137.0,238.0,1,right,MISS G. Jackson 27' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,Above the Break 3,24+ Right Center,27.49,Missed,,,,,,,,,,,,,,,,,
399,PT06M49.00S,2024-03-28T01:34:06.5Z,3,REGULAR,rebound,defensive,[],1629060,,,1610612747,70,89,2024-03-28T01:34:06Z,3970000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:6),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,Above the Break 3,24+ Right Center,,,398.0,6.0,6.0,0.0,,,,,,,,,,,,,
400,PT06M43.00S,2024-03-28T01:34:14.9Z,3,REGULAR,foul,personal,[],1630590,,,1610612747,70,89,2024-03-28T01:34:21Z,3980000,False,,,0,,S. Pippen Jr. personal FOUL (2 PF),"[1630590, 1630559]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,1193.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Reaves,1630559.0
402,PT06M43.00S,2024-03-28T01:34:23.1Z,3,REGULAR,substitution,out,[],1630583,,,1610612747,70,89,2024-03-28T01:34:29Z,4000000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT06M43.00S,2024-03-28T01:34:23.1Z,3,REGULAR,substitution,out,[],1626156,,,1610612747,70,89,2024-03-28T01:34:29Z,4010000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT06M43.00S,2024-03-28T01:34:23.1Z,3,REGULAR,substitution,in,[],1629634,,,1610612747,70,89,2024-03-28T01:34:29Z,4020000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M43.00S,2024-03-28T01:34:23.1Z,3,REGULAR,substitution,in,[],203915,,,1610612747,70,89,2024-03-28T01:34:29Z,4030000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M38.00S,2024-03-28T01:34:42.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,14.14257555847569,37.745098039215684,1610612747,70,89,2024-03-28T01:34:46Z,4040000,False,61.0,80.0,1,left,MISS A. Reaves 10' driving floating Shot,[1630559],1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,,In The Paint (Non-RA),8-16 Right,10.11,Missed,,,,,,,,,,,,,,,,,
407,PT06M36.00S,2024-03-28T01:34:44.3Z,3,REGULAR,rebound,defensive,[],1641713,,,1610612763,70,89,2024-03-28T01:34:46Z,4050000,False,,,0,,G. Jackson REBOUND (Off:0 Def:3),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,In The Paint (Non-RA),8-16 Right,,,406.0,3.0,3.0,0.0,,,,,,,,,,,,,
409,PT06M31.00S,2024-03-28T01:34:50.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641713,93.9060446780552,46.81372549019608,1610612763,70,89,2024-03-28T01:34:55Z,4060000,False,-16.0,5.0,1,right,MISS G. Jackson running reverse Layup,[1641713],1610612763.0,MEM,running reverse,,,Jackson,G. Jackson,,,,,,Restricted Area,0-8 Center,1.66,Missed,,,,,,,,,,,,,,,,,
410,PT06M27.00S,2024-03-28T01:34:54.2Z,3,REGULAR,rebound,defensive,[],203915,,,1610612747,70,89,2024-03-28T01:34:55Z,4070000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:5),[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,Restricted Area,0-8 Center,,,409.0,5.0,5.0,0.0,,,,,,,,,,,,,
411,PT06M20.00S,2024-03-28T01:35:00.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,11.383048620236531,37.254901960784316,1610612747,70,89,2024-03-28T01:35:06Z,4080000,False,64.0,55.0,1,left,MISS R. Hachimura 8' driving Layup,[1629060],1610612747.0,LAL,driving,,,Hachimura,R. Hachimura,,,,,,In The Paint (Non-RA),8-16 Right,8.38,Missed,,,,,,,,,,,,,,,,,
413,PT06M16.00S,2024-03-28T01:35:04.5Z,3,REGULAR,rebound,defensive,[],1641713,,,1610612763,70,89,2024-03-28T01:35:06Z,4100000,False,,,0,,G. Jackson REBOUND (Off:0 Def:4),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,In The Paint (Non-RA),8-16 Right,,,411.0,4.0,4.0,0.0,,,,,,,,,,,,,
414,PT06M08.00S,2024-03-28T01:35:13.1Z,3,REGULAR,2pt,Jump Shot,[],1630217,72.22404730617609,69.36274509803921,1610612763,70,89,2024-03-28T01:35:16Z,4110000,False,97.0,209.0,1,right,MISS D. Bane 23' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,,Mid-Range,16-24 Right Center,23.0,Missed,,,,,,,,,,,,,,,,,
415,PT06M05.00S,2024-03-28T01:35:16.1Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,70,89,2024-03-28T01:35:16Z,4120000,False,,,0,,L. James REBOUND (Off:0 Def:11),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Mid-Range,16-24 Right Center,,,414.0,11.0,11.0,0.0,,,,,,,,,,,,,
416,PT05M56.00S,2024-03-28T01:35:24.3Z,3,REGULAR,3pt,Jump Shot,[],1627752,4.5499342969776615,3.1862745098039214,1610612747,70,89,2024-03-28T01:35:27Z,4130000,False,234.0,-10.0,1,left,MISS T. Prince 3PT,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,Right Corner 3,24+ Right,23.43,Missed,,,,,,,,,,,,,,,,,
417,PT05M53.00S,2024-03-28T01:35:27.3Z,3,REGULAR,rebound,defensive,[],1630590,,,1610612763,70,89,2024-03-28T01:35:27Z,4140000,False,,,0,,S. Pippen Jr. REBOUND (Off:0 Def:1),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,Right Corner 3,24+ Right,,,416.0,1.0,1.0,0.0,,,,,,,,,,,,,
418,PT05M47.00S,2024-03-28T01:35:33.9Z,3,REGULAR,3pt,Jump Shot,[],1629634,88.25558475689881,95.83333333333334,1610612763,70,89,2024-03-28T01:35:37Z,4150000,False,229.0,58.0,1,right,MISS B. Clarke 3PT,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Right Corner 3,24+ Right,23.64,Missed,,,,,,,,,,,,,,,,,
419,PT05M45.00S,2024-03-28T01:35:35.9Z,3,REGULAR,rebound,defensive,[],1629060,,,1610612747,70,89,2024-03-28T01:35:37Z,4160000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:7),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,Right Corner 3,24+ Right,,,418.0,7.0,7.0,0.0,,,,,,,,,,,,,
420,PT05M39.00S,2024-03-28T01:35:42.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203915,7.5722733245729295,45.09803921568628,1610612747,70,89,2024-03-28T01:35:48Z,4170000,False,25.0,19.0,1,left,MISS S. Dinwiddie running finger roll Layup,[203915],1610612747.0,LAL,running finger roll,,,Dinwiddie,S. Dinwiddie,,,,,,Restricted Area,0-8 Center,3.08,Missed,,,,,,,,,,,,,,,,,
421,PT05M38.00S,2024-03-28T01:35:43.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,70,89,2024-03-28T01:35:48Z,4180000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,Restricted Area,0-8 Center,,,420.0,,,,,,,,,,,,,,,,
