actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
423,PT06M21.00S,2023-10-31T01:33:30.0Z,3,REGULAR,block,,[],203939,,,1610612763,73,75,2023-10-31T01:33:32Z,4230000,False,,,0,,D. Powell BLOCK (4 BLK),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
424,PT06M16.00S,2023-10-31T01:33:35.0Z,3,REGULAR,rebound,offensive,[],1628991,,,1610612763,73,75,2023-10-31T01:33:34Z,4240000,False,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:5),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,,,422.0,7.0,5.0,2.0,,,,,,,,,,,,,
425,PT06M16.00S,2023-10-31T01:33:34.8Z,3,REGULAR,turnover,bad pass,[],1628991,,,1610612763,73,75,2023-10-31T01:33:37Z,4250000,False,,,0,,J. Jackson Jr. bad pass TURNOVER (1 TO),"[1628991, 1629029]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,,Doncic,1629029.0
426,PT06M16.00S,2023-10-31T01:33:34.8Z,3,REGULAR,steal,,[],1629029,,,1610612742,73,75,2023-10-31T01:33:36Z,4260000,False,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
427,PT06M12.00S,2023-10-31T01:33:38.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203501,5.732588699080158,52.450980392156865,1610612742,73,77,2023-10-31T01:33:45Z,4270000,False,-12.0,1.0,1,left,T. Hardaway Jr. running finger roll Layup (9 PTS),[203501],1610612742.0,DAL,running finger roll,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Restricted Area,0-8 Center,1.24,Made,,,,,,,,,9.0,,,,,,,,
428,PT05M54.00S,2023-10-31T01:33:56.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628991,94.1688567674113,51.470588235294116,1610612763,75,77,2023-10-31T01:34:00Z,4280000,False,7.0,2.0,1,right,J. Jackson Jr. alley-oop DUNK (21 PTS) (M. Smart 8 AST),"[1628991, 203935]",1610612763.0,MEM,alley-oop,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,,,,,21.0,,M. Smart,203935.0,8.0,,,,
430,PT05M40.00S,2023-10-31T01:34:10.1Z,3,REGULAR,3pt,Jump Shot,[],1627884,30.699737187910642,64.4607843137255,1610612742,75,80,2023-10-31T01:34:13Z,4300000,False,-72.0,236.0,1,left,D. Jones Jr. 24' 3PT  (17 PTS) (L. Doncic 7 AST),"[1627884, 1629029]",1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,Above the Break 3,24+ Center,24.69,Made,,,,,,,,,17.0,,L. Doncic,1629029.0,7.0,,,,
432,PT05M28.00S,2023-10-31T01:34:21.9Z,3,REGULAR,3pt,Jump Shot,[],203935,69.07030223390277,68.13725490196079,1610612763,78,80,2023-10-31T01:34:25Z,4320000,False,91.0,238.0,1,right,M. Smart 25' 3PT pullup (14 PTS),[203935],1610612763.0,MEM,pullup,,,Smart,M. Smart,,,,,,Above the Break 3,24+ Right Center,25.49,Made,,,,,,,,,14.0,,,,,,,,
433,PT05M12.00S,2023-10-31T01:34:37.9Z,3,REGULAR,3pt,Jump Shot,[],1627884,29.911300919842315,30.88235294117647,1610612742,78,83,2023-10-31T01:34:41Z,4330000,False,96.0,229.0,1,left,D. Jones Jr. 24' 3PT  (20 PTS) (L. Doncic 8 AST),"[1627884, 1629029]",1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,Above the Break 3,24+ Right Center,24.79,Made,,,,,,,,,20.0,,L. Doncic,1629029.0,8.0,,,,
435,PT04M58.00S,2023-10-31T01:34:52.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,91.40932982917214,51.470588235294116,1610612763,80,83,2023-10-31T01:34:55Z,4350000,False,7.0,28.0,1,right,M. Smart driving Layup (16 PTS),[203935],1610612763.0,MEM,driving,,,Smart,M. Smart,,,,,,Restricted Area,0-8 Center,2.93,Made,,,,,,,,,16.0,,,,,,,,
436,PT04M53.00S,2023-10-31T01:34:57.9Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,80,83,2023-10-31T01:35:00Z,4360000,False,,,0,,L. Doncic bad pass TURNOVER (4 TO),"[1629029, 1630214]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,4.0,,,,,,Tillman,1630214.0
437,PT04M53.00S,2023-10-31T01:34:57.9Z,3,REGULAR,steal,,[],1630214,,,1610612763,80,83,2023-10-31T01:34:59Z,4370000,False,,,0,,X. Tillman STEAL (1 STL),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
438,PT04M42.00S,2023-10-31T01:35:08.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628991,84.05059132720105,42.15686274509804,1610612763,80,83,2023-10-31T01:35:12Z,4380000,False,-39.0,97.0,1,right,MISS J. Jackson Jr. 10' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,,In The Paint (Non-RA),8-16 Center,10.5,Missed,,,,,,,,,,,,,,,,,
439,PT04M38.00S,2023-10-31T01:35:12.7Z,3,REGULAR,rebound,defensive,[],203939,,,1610612742,80,83,2023-10-31T01:35:12Z,4390000,False,,,0,,D. Powell REBOUND (Off:2 Def:3),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,In The Paint (Non-RA),8-16 Center,,,438.0,5.0,3.0,2.0,,,,,,,,,,,,,
440,PT04M26.00S,2023-10-31T01:35:24.8Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,80,83,2023-10-31T01:35:27Z,4400000,False,,,0,,L. Doncic bad pass TURNOVER (5 TO),"[1629029, 1630533]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,5.0,,,,,,Williams,1630533.0
441,PT04M26.00S,2023-10-31T01:35:24.8Z,3,REGULAR,steal,,[],1630533,,,1610612763,80,83,2023-10-31T01:35:26Z,4410000,False,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,
442,PT04M21.00S,2023-10-31T01:35:29.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630214,94.43166885676742,4.166666666666666,1610612763,80,83,2023-10-31T01:35:35Z,4420000,False,-229.0,0.0,1,right,MISS X. Tillman running 3PT,[1630214],1610612763.0,MEM,running,,,Tillman,X. Tillman,,,,,,Left Corner 3,24+ Left,22.92,Missed,,,,,,,,,,,,,,,,,
443,PT04M17.00S,2023-10-31T01:35:33.6Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,80,83,2023-10-31T01:35:35Z,4430000,False,,,0,,L. Doncic REBOUND (Off:0 Def:6),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Left Corner 3,24+ Left,,,442.0,6.0,6.0,0.0,,,,,,,,,,,,,
444,PT04M04.00S,2023-10-31T01:35:46.6Z,3,REGULAR,2pt,Jump Shot,[],203501,2.1846254927726676,72.05882352941177,1610612742,80,85,2023-10-31T01:35:51Z,4440000,False,-110.0,-32.0,1,left,T. Hardaway Jr. 11' fadeaway Jump Shot (11 PTS),[203501],1610612742.0,DAL,fadeaway,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Mid-Range,8-16 Left,11.48,Made,,,,,,,,,11.0,,,,,,,,
445,PT04M03.00S,2023-10-31T01:35:52.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,80,85,2023-10-31T01:35:52Z,4450000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M03.00S,2023-10-31T01:38:18.8Z,3,REGULAR,substitution,out,[],1630214,,,1610612763,80,85,2023-10-31T01:38:46Z,4460000,False,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M03.00S,2023-10-31T01:38:18.8Z,3,REGULAR,substitution,out,[],1630533,,,1610612763,80,85,2023-10-31T01:38:46Z,4470000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT04M03.00S,2023-10-31T01:38:18.8Z,3,REGULAR,substitution,out,[],1630217,,,1610612763,80,85,2023-10-31T01:38:46Z,4480000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M03.00S,2023-10-31T01:38:18.8Z,3,REGULAR,substitution,out,[],203939,,,1610612763,80,85,2023-10-31T01:38:46Z,4490000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT04M03.00S,2023-10-31T01:38:18.8Z,3,REGULAR,substitution,out,[],1627884,,,1610612763,80,85,2023-10-31T01:38:46Z,4500000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT04M03.00S,2023-10-31T01:38:18.8Z,3,REGULAR,substitution,out,[],1629029,,,1610612763,80,85,2023-10-31T01:38:46Z,4510000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT04M03.00S,2023-10-31T01:38:18.8Z,3,REGULAR,substitution,in,[],1631223,,,1610612763,80,85,2023-10-31T01:38:46Z,4520000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT04M03.00S,2023-10-31T01:38:18.8Z,3,REGULAR,substitution,in,[],201565,,,1610612763,80,85,2023-10-31T01:38:46Z,4530000,False,,,0,,SUB in: D. Rose,[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT04M03.00S,2023-10-31T01:38:18.8Z,3,REGULAR,substitution,in,[],1629723,,,1610612763,80,85,2023-10-31T01:38:46Z,4540000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT04M03.00S,2023-10-31T01:38:18.8Z,3,REGULAR,substitution,in,[],203957,,,1610612763,80,85,2023-10-31T01:38:46Z,4550000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT04M03.00S,2023-10-31T01:38:18.8Z,3,REGULAR,substitution,in,[],1628467,,,1610612763,80,85,2023-10-31T01:38:46Z,4560000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT04M03.00S,2023-10-31T01:38:18.8Z,3,REGULAR,substitution,in,[],1630702,,,1610612763,80,85,2023-10-31T01:38:46Z,4570000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT03M46.00S,2023-10-31T01:39:06.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,92.19776609724047,46.32352941176471,1610612763,82,85,2023-10-31T01:39:11Z,4580000,False,-18.0,21.0,1,right,M. Smart driving floating bank Jump Shot (18 PTS),[203935],1610612763.0,MEM,driving floating bank,,,Smart,M. Smart,,,,,,Restricted Area,0-8 Center,2.78,Made,,,,,,,,,18.0,,,,,,,,
461,PT03M38.00S,2023-10-31T01:40:07.4Z,3,REGULAR,substitution,out,[],203957,,,1610612742,82,85,2023-10-31T01:40:17Z,4610000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT03M38.00S,2023-10-31T01:40:07.4Z,3,REGULAR,substitution,in,[],1629029,,,1610612742,82,85,2023-10-31T01:40:17Z,4620000,False,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M28.00S,2023-10-31T01:41:26.4Z,3,REGULAR,3pt,Jump Shot,[],1629684,28.07161629434954,20.833333333333336,1610612742,82,85,2023-10-31T01:41:31Z,4630000,False,146.0,211.0,1,left,MISS G. Williams 25' 3PT,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,
464,PT03M25.00S,2023-10-31T01:41:29.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,82,85,2023-10-31T01:41:31Z,4640000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,Above the Break 3,24+ Right Center,,,463.0,,,,,,,,,,,,,,,,
466,PT03M10.00S,2023-10-31T01:41:51.4Z,3,REGULAR,2pt,Jump Shot,[],203935,74.06373193166885,48.03921568627451,1610612763,84,85,2023-10-31T01:44:05Z,4660000,False,-10.0,191.0,1,right,M. Smart 19' pullup Jump Shot (20 PTS),[203935],1610612763.0,MEM,pullup,,,Smart,M. Smart,,,,,,Mid-Range,16-24 Center,19.16,Made,,,,,,,,,20.0,,,,,,,,
467,PT02M59.00S,2023-10-31T01:42:02.8Z,3,REGULAR,3pt,Jump Shot,[],1628467,31.488173455978973,51.470588235294116,1610612742,84,85,2023-10-31T01:42:09Z,4670000,False,-7.0,243.0,1,left,MISS M. Kleber 24' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,Above the Break 3,24+ Center,24.36,Missed,,,,,,,,,,,,,,,,,
468,PT02M53.00S,2023-10-31T01:42:08.8Z,3,REGULAR,rebound,defensive,[],1629723,,,1610612763,84,85,2023-10-31T01:42:09Z,4680000,False,,,0,,J. Konchar REBOUND (Off:1 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,Above the Break 3,24+ Center,,,467.0,3.0,2.0,1.0,,,,,,,,,,,,,
469,PT02M51.00S,2023-10-31T01:42:10.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631223,91.40932982917214,48.77450980392157,1610612763,84,85,2023-10-31T01:42:14Z,4690000,False,-6.0,28.0,1,right,MISS D. Roddy running finger roll Layup,[1631223],1610612763.0,MEM,running finger roll,,,Roddy,D. Roddy,,,,,,Restricted Area,0-8 Center,2.89,Missed,,,,,,,,,,,,,,,,,
470,PT02M48.00S,2023-10-31T01:42:13.0Z,3,REGULAR,rebound,defensive,[],1628467,,,1610612742,84,85,2023-10-31T01:42:14Z,4700000,False,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,Restricted Area,0-8 Center,,,469.0,1.0,1.0,0.0,,,,,,,,,,,,,
471,PT02M42.00S,2023-10-31T01:42:18.6Z,3,REGULAR,3pt,Jump Shot,[],203501,29.6484888304862,25.49019607843137,1610612742,84,88,2023-10-31T01:42:22Z,4710000,False,123.0,226.0,1,left,T. Hardaway Jr. 25' 3PT pullup (14 PTS),[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Above the Break 3,24+ Right Center,25.72,Made,,,,,,,,,14.0,,,,,,,,
472,PT02M21.00S,2023-10-31T01:42:40.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,88.64980289093299,54.166666666666664,1610612763,84,88,2023-10-31T01:42:44Z,4720000,False,21.0,54.0,1,right,MISS M. Smart driving floating bank Shot,[203935],1610612763.0,MEM,driving floating bank,,,Smart,M. Smart,,,,,,In The Paint (Non-RA),0-8 Center,5.81,Missed,,,,,,,,,,,,,,,,,
473,PT02M19.00S,2023-10-31T01:42:42.3Z,3,REGULAR,rebound,defensive,[],203501,,,1610612742,84,88,2023-10-31T01:42:44Z,4730000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:4),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,In The Paint (Non-RA),0-8 Center,,,472.0,4.0,4.0,0.0,,,,,,,,,,,,,
474,PT02M10.00S,2023-10-31T01:42:51.6Z,3,REGULAR,3pt,Jump Shot,[],1628467,30.17411300919842,28.921568627450984,1610612742,84,91,2023-10-31T01:42:55Z,4740000,False,105.0,231.0,1,left,M. Kleber 25' 3PT  (3 PTS) (L. Doncic 9 AST),"[1628467, 1629029]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,Above the Break 3,24+ Right Center,25.4,Made,,,,,,,,,3.0,,L. Doncic,1629029.0,9.0,,,,
476,PT01M50.00S,2023-10-31T01:43:10.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201565,94.03745072273325,46.32352941176471,1610612763,84,91,2023-10-31T01:43:15Z,4760000,False,-18.0,4.0,1,right,MISS D. Rose driving finger roll Layup,[201565],1610612763.0,MEM,driving finger roll,,,Rose,D. Rose,,,,,,Restricted Area,0-8 Center,1.87,Missed,,,,,,,,,,,,,,,,,
477,PT01M48.00S,2023-10-31T01:43:12.7Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,84,91,2023-10-31T01:43:15Z,4770000,False,,,0,,L. Doncic REBOUND (Off:0 Def:7),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Restricted Area,0-8 Center,,,476.0,7.0,7.0,0.0,,,,,,,,,,,,,
478,PT01M45.00S,2023-10-31T01:43:18.9Z,3,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612742,84,91,2023-10-31T01:45:39Z,4780000,False,,,0,,J. Jackson Jr. flagrant-type-1 personal FOUL (2 PF) (Williams 2 FT),"[1628991, 1629684]",1610612763.0,MEM,flagrant-type-1,,,Jackson Jr.,J. Jackson Jr.,,,,,203591.0,Restricted Area,0-8 Center,,,,,,,2.0,0.0,Williams,1629684.0,,,,,,,,,
481,PT01M45.00S,2023-10-31T01:46:01.7Z,3,REGULAR,freethrow,1 of 2,[],1629684,,,1610612742,84,92,2023-10-31T01:46:20Z,4810000,False,,,0,,G. Williams flagrant Free Throw 1 of 2 (13 PTS),[1629684],1610612742.0,DAL,flagrant,,,Williams,G. Williams,,,,,,,,,Made,,,,,,,,,13.0,,,,,,,,
482,PT01M45.00S,2023-10-31T01:46:01.7Z,3,REGULAR,freethrow,2 of 2,[],1629684,,,1610612742,84,93,2023-10-31T01:46:20Z,4820000,False,,,0,,G. Williams flagrant Free Throw 2 of 2 (14 PTS),[1629684],1610612742.0,DAL,flagrant,,,Williams,G. Williams,,,,,,,,,Made,,,,,,,,,14.0,,,,,,,,
483,PT01M45.00S,2023-10-31T01:46:18.5Z,3,REGULAR,substitution,out,[],203935,,,1610612763,84,93,2023-10-31T01:46:31Z,4830000,False,,,0,,SUB out: M. Smart,[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT01M45.00S,2023-10-31T01:46:18.5Z,3,REGULAR,substitution,out,[],1629684,,,1610612763,84,93,2023-10-31T01:46:31Z,4840000,False,,,0,,SUB out: G. Williams,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT01M45.00S,2023-10-31T01:46:18.5Z,3,REGULAR,substitution,out,[],1629029,,,1610612763,84,93,2023-10-31T01:46:31Z,4850000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT01M45.00S,2023-10-31T01:46:18.5Z,3,REGULAR,substitution,in,[],1630533,,,1610612763,84,93,2023-10-31T01:46:31Z,4860000,False,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT01M45.00S,2023-10-31T01:46:18.5Z,3,REGULAR,substitution,in,[],1630182,,,1610612763,84,93,2023-10-31T01:46:31Z,4870000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT01M45.00S,2023-10-31T01:46:18.5Z,3,REGULAR,substitution,in,[],203552,,,1610612763,84,93,2023-10-31T01:46:31Z,4880000,False,,,0,,SUB in: S. Curry,[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT01M38.00S,2023-10-31T01:46:50.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630533,,,1610612763,84,93,2023-10-31T01:47:01Z,4890000,False,,,0,,Z. Williams personal FOUL (2 PF) (Hardaway Jr. 2 FT),"[1630533, 203501]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,203591.0,Mid-Range,16-24 Left Center,,,,,,,2.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,
491,PT01M38.00S,2023-10-31T01:47:18.2Z,3,REGULAR,freethrow,1 of 2,[],203501,,,1610612742,84,94,2023-10-31T01:47:18Z,4910000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 2 (15 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,Made,,,,,,,,,15.0,,,,,,,,
492,PT01M38.00S,2023-10-31T01:47:34.4Z,3,REGULAR,freethrow,2 of 2,[],203501,,,1610612742,84,95,2023-10-31T01:47:34Z,4920000,False,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (16 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,Made,,,,,,,,,16.0,,,,,,,,
493,PT01M28.00S,2023-10-31T01:47:46.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,88.91261498028909,42.15686274509804,1610612763,86,95,2023-10-31T01:47:51Z,4930000,False,-39.0,52.0,1,right,J. Jackson Jr. 6' driving finger roll Layup (23 PTS) (Z. Williams 2 AST),"[1628991, 1630533]",1610612763.0,MEM,driving finger roll,,,Jackson Jr.,J. Jackson Jr.,,,,,,In The Paint (Non-RA),0-8 Center,6.49,Made,,,,,,,,,23.0,,Z. Williams,1630533.0,2.0,,,,
495,PT01M06.00S,2023-10-31T01:48:08.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203501,7.835085413929041,45.83333333333333,1610612742,86,95,2023-10-31T01:48:11Z,4950000,False,21.0,21.0,1,left,MISS T. Hardaway Jr. driving finger roll Layup - blocked,"[203501, 1628991]",1610612742.0,DAL,driving finger roll,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Restricted Area,0-8 Center,2.96,Missed,,,,,,,,,,,,,,Jackson Jr.,1628991.0,,
496,PT01M06.00S,2023-10-31T01:48:08.2Z,3,REGULAR,block,,[],1628991,,,1610612742,86,95,2023-10-31T01:48:10Z,4960000,False,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
497,PT01M04.00S,2023-10-31T01:48:10.2Z,3,REGULAR,rebound,defensive,[],1629723,,,1610612763,86,95,2023-10-31T01:48:11Z,4970000,False,,,0,,J. Konchar REBOUND (Off:1 Def:3),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,Restricted Area,0-8 Center,,,495.0,4.0,3.0,1.0,,,,,,,,,,,,,
498,PT00M59.40S,2023-10-31T01:48:15.5Z,3,REGULAR,turnover,bad pass,[],1630533,,,1610612763,86,95,2023-10-31T01:48:19Z,4980000,False,,,0,,Z. Williams bad pass TURNOVER (2 TO),"[1630533, 203552]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,2.0,,,,,,Curry,203552.0
499,PT00M59.40S,2023-10-31T01:48:15.5Z,3,REGULAR,steal,,[],203552,,,1610612742,86,95,2023-10-31T01:48:17Z,4990000,False,,,0,,S. Curry STEAL (1 STL),[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,
500,PT00M56.90S,2023-10-31T01:48:19.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203501,4.944152431011826,47.549019607843135,1610612742,86,97,2023-10-31T01:48:23Z,5000000,False,12.0,-6.0,1,left,T. Hardaway Jr. running Layup (18 PTS) (J. Hardy 1 AST),"[203501, 1630702]",1610612742.0,DAL,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,,,,,18.0,,J. Hardy,1630702.0,1.0,,,,
502,PT00M37.80S,2023-10-31T01:48:46.0Z,3,REGULAR,foul,personal,[],203552,,,1610612763,86,97,2023-10-31T01:48:51Z,5020000,False,,,0,,S. Curry personal FOUL (1 PF),"[203552, 1628991]",1610612742.0,DAL,,,,Curry,S. Curry,,,,,200833.0,In The Paint (Non-RA),8-16 Left,,,,,,,1.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,
504,PT00M26.00S,2023-10-31T01:49:27.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,93.51182654402102,53.67647058823529,1610612763,86,97,2023-10-31T01:49:33Z,5040000,False,18.0,8.0,1,right,MISS J. Jackson Jr. reverse Layup,[1628991],1610612763.0,MEM,reverse,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,,,,,,,,,
505,PT00M23.40S,2023-10-31T01:49:30.1Z,3,REGULAR,rebound,defensive,[],203501,,,1610612742,86,97,2023-10-31T01:49:30Z,5050000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:5),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Restricted Area,0-8 Center,,,504.0,5.0,5.0,0.0,,,,,,,,,,,,,
