actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
340,PT11M20.00S,2024-02-27T01:21:23.0Z,3,REGULAR,2pt,Jump Shot,[],1626167,77.08607095926413,56.86274509803921,1610612754,58,63,2024-02-27T01:21:27Z,3370000,False,34.0,163.0,1,right,M. Turner 16' step back Jump Shot (13 PTS) (T. Haliburton 6 AST),"[1626167, 1630169]",1610612754.0,IND,step back,,,Turner,M. Turner,,,,,Mid-Range,16-24 Center,16.65,Made,13.0,,,,,,,T. Haliburton,1630169.0,6.0,,,,,,,,
342,PT11M04.00S,2024-02-27T01:21:39.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629628,6.1268068331143235,49.754901960784316,1610612761,58,65,2024-02-27T01:21:42Z,3390000,False,1.0,5.0,1,left,R. Barrett cutting DUNK (11 PTS) (J. Poeltl 4 AST),"[1629628, 1627751]",1610612761.0,TOR,cutting,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.52,Made,11.0,,,,,,,J. Poeltl,1627751.0,4.0,,,,,,,,
344,PT10M54.00S,2024-02-27T01:21:48.6Z,3,REGULAR,3pt,Jump Shot,[],1627783,92.32917214191852,95.83333333333334,1610612754,58,65,2024-02-27T01:21:54Z,3410000,False,229.0,20.0,1,right,MISS P. Siakam 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,23.0,Missed,,,,,,,,,,,,,,,,,,
345,PT10M52.00S,2024-02-27T01:21:52.0Z,3,REGULAR,rebound,offensive,[],1627783,,,1610612754,58,65,2024-02-27T01:21:52Z,3420000,False,,,0,,P. Siakam REBOUND (Off:1 Def:2),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,,,,344.0,3.0,2.0,1.0,,,,,,,,,,,,,
347,PT10M50.00S,2024-02-27T01:21:53.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,92.85479632063075,54.41176470588235,1610612754,60,65,2024-02-27T01:21:57Z,3440000,False,22.0,15.0,1,right,P. Siakam driving finger roll Layup (15 PTS),[1627783],1610612754.0,IND,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.65,Made,15.0,,,,,,,,,,,,,,,,,
348,PT10M33.00S,2024-02-27T01:22:10.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,6.521024967148489,54.166666666666664,1610612761,60,65,2024-02-27T01:22:17Z,3450000,False,-21.0,9.0,1,left,MISS S. Barnes Layup,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,2.26,Missed,,,,,,,,,,,,,,,,,,
349,PT10M32.00S,2024-02-27T01:22:11.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,60,65,2024-02-27T01:22:17Z,3460000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,,348.0,,,,,,,,,,,,,,,,
350,PT10M32.00S,2024-02-27T01:22:16.0Z,3,REGULAR,turnover,traveling,[],1630567,,,1610612761,60,65,2024-02-27T01:22:20Z,3470000,False,,,0,,S. Barnes traveling TURNOVER (2 TO),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627962.0,2.0,,,,,,
352,PT10M09.00S,2024-02-27T01:22:59.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629614,76.69185282522996,9.313725490196079,1610612754,60,65,2024-02-27T01:24:27Z,3490000,False,-203.0,167.0,1,right,MISS A. Nembhard 26' step back 3PT,[1629614],1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,26.29,Missed,,,,,,,,,,,,,,,,,,
353,PT10M05.00S,2024-02-27T01:23:03.5Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,60,65,2024-02-27T01:23:08Z,3500000,False,,,0,,S. Barnes REBOUND (Off:2 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,352.0,6.0,4.0,2.0,,,,,,,,,,,,,
354,PT10M01.00S,2024-02-27T01:23:07.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,5.338370565045992,58.333333333333336,1610612761,60,67,2024-02-27T01:23:15Z,3510000,False,-42.0,-2.0,1,left,R. Barrett running finger roll Layup (13 PTS),[1629628],1610612761.0,TOR,running finger roll,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,4.18,Made,13.0,,,,,,,,,,,,,,,,,
355,PT09M48.00S,2024-02-27T01:23:19.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,92.59198423127464,57.107843137254896,1610612754,62,67,2024-02-27T01:25:28Z,3520000,False,36.0,17.0,1,right,P. Siakam driving Layup (17 PTS) (T. Haliburton 7 AST),"[1627783, 1630169]",1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.94,Made,17.0,,,,,,,T. Haliburton,1630169.0,7.0,,,,,,,,
357,PT09M33.00S,2024-02-27T01:23:35.1Z,3,REGULAR,turnover,bad pass,[],1629628,,,1610612761,62,67,2024-02-27T01:23:39Z,3540000,False,,,0,,R. Barrett bad pass TURNOVER (1 TO),"[1629628, 1629614]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,1.0,,,,,Nembhard,1629614.0
358,PT09M33.00S,2024-02-27T01:23:35.1Z,3,REGULAR,steal,,[],1629614,,,1610612754,62,67,2024-02-27T01:23:37Z,3550000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
359,PT09M28.00S,2024-02-27T01:23:40.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,93.11760840998686,50.245098039215684,1610612754,64,67,2024-02-27T01:23:44Z,3560000,False,1.0,12.0,1,right,P. Siakam running DUNK (19 PTS) (B. Mathurin 1 AST),"[1627783, 1631097]",1610612754.0,IND,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.23,Made,19.0,,,,,,,B. Mathurin,1631097.0,1.0,,,,,,,,
361,PT09M13.00S,2024-02-27T01:23:55.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,10.726018396846255,51.470588235294116,1610612761,64,67,2024-02-27T01:27:06Z,3580000,False,-7.0,48.0,1,left,MISS R. Barrett driving floating Shot,[1629628],1610612761.0,TOR,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,4.89,Missed,,,,,,,,,,,,,,,,,,
362,PT09M13.00S,2024-02-27T01:23:55.8Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612754,64,67,2024-02-27T01:55:39Z,3590000,False,,,0,,P. Siakam REBOUND (Off:1 Def:3),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,361.0,4.0,3.0,1.0,,,,,,,,,,,,,
365,PT09M05.00S,2024-02-27T01:24:02.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629614,92.19776609724047,46.568627450980394,1610612754,64,67,2024-02-27T01:24:08Z,3620000,False,-17.0,21.0,1,right,MISS A. Nembhard running finger roll Layup,[1629614],1610612754.0,IND,running finger roll,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,2.7,Missed,,,,,,,,,,,,,,,,,,
366,PT09M04.00S,2024-02-27T01:24:03.6Z,3,REGULAR,rebound,offensive,[],1627783,,,1610612754,64,67,2024-02-27T01:24:08Z,3630000,False,,,0,,P. Siakam REBOUND (Off:2 Def:3),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,365.0,5.0,3.0,2.0,,,,,,,,,,,,,
367,PT09M04.00S,2024-02-27T01:24:05.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",1627783,91.93495400788436,50.98039215686274,1610612754,66,67,2024-02-27T01:28:10Z,3640000,False,5.0,23.0,1,right,P. Siakam putback Layup (21 PTS),[1627783],1610612754.0,IND,putback,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.38,Made,21.0,,,,,,,,,,,,,,,,,
368,PT09M04.00S,2024-02-27T01:24:13.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,66,67,2024-02-27T01:24:13Z,3650000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT08M47.00S,2024-02-27T01:27:24.2Z,3,REGULAR,turnover,lost ball,[],1630193,,,1610612761,66,67,2024-02-27T01:33:42Z,3660000,False,,,0,,I. Quickley lost ball TURNOVER (3 TO),"[1630193, 1631097]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,3.0,,,,,Mathurin,1631097.0
370,PT08M47.00S,2024-02-27T01:27:24.2Z,3,REGULAR,steal,,[],1631097,,,1610612754,66,67,2024-02-27T01:33:42Z,3670000,False,,,0,,B. Mathurin STEAL (2 STL),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
371,PT08M38.00S,2024-02-27T01:27:37.8Z,3,REGULAR,foul,offensive,[],1627783,,,1610612754,66,67,2024-02-27T01:27:44Z,3680000,False,,,0,,P. Siakam offensive FOUL (2 PF),"[1627783, 1630193]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1662.0,,2.0,0.0,Quickley,1630193.0,,
373,PT08M38.00S,2024-02-27T01:27:37.8Z,3,REGULAR,turnover,offensive foul,[],1627783,,,1610612754,66,67,2024-02-27T01:27:37Z,3700000,False,,,0,,P. Siakam offensive foul TURNOVER (1 TO),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1662.0,1.0,,,,,,
374,PT08M26.00S,2024-02-27T01:28:01.3Z,3,REGULAR,foul,personal,['2freethrow'],1629614,,,1610612761,66,67,2024-02-27T01:28:09Z,3710000,False,,,0,,A. Nembhard shooting personal FOUL (2 PF) (Barnes 2 FT),"[1629614, 1630567]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628171.0,,2.0,0.0,Barnes,1630567.0,,
376,PT08M26.00S,2024-02-27T01:28:22.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630567,,,1610612761,66,68,2024-02-27T01:28:22Z,3730000,False,,,0,,S. Barnes Free Throw 1 of 2 (9 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
377,PT08M26.00S,2024-02-27T01:28:34.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630567,,,1610612761,66,69,2024-02-27T01:28:35Z,3740000,False,,,0,,S. Barnes Free Throw 2 of 2 (10 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
378,PT08M04.00S,2024-02-27T01:29:03.0Z,3,REGULAR,foul,personal,[],1627751,,,1610612754,66,69,2024-02-27T01:29:13Z,3750000,False,,,0,,J. Poeltl personal FOUL (3 PF),"[1627751, 1629614]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1662.0,,3.0,0.0,Nembhard,1629614.0,,
380,PT07M58.00S,2024-02-27T01:29:28.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,86.67871222076215,55.392156862745104,1610612754,66,69,2024-02-27T01:31:22Z,3770000,False,27.0,73.0,1,right,MISS A. Nembhard 7' driving floating bank Shot,[1629614],1610612754.0,IND,driving floating bank,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,7.76,Missed,,,,,,,,,,,,,,,,,,
381,PT07M54.00S,2024-02-27T01:29:32.5Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612761,66,69,2024-02-27T01:29:33Z,3780000,False,,,0,,J. Poeltl REBOUND (Off:5 Def:4),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,380.0,9.0,4.0,5.0,,,,,,,,,,,,,
382,PT07M50.00S,2024-02-27T01:29:35.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,6.389618922470433,53.18627450980392,1610612761,66,69,2024-02-27T01:29:39Z,3790000,False,-16.0,8.0,1,left,MISS R. Barrett running Layup - blocked,"[1629628, 1631097]",1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,Mathurin,1631097.0,,,,,,,,,,,
383,PT07M50.00S,2024-02-27T01:29:35.5Z,3,REGULAR,block,,[],1631097,,,1610612761,66,69,2024-02-27T01:29:37Z,3800000,False,,,0,,B. Mathurin BLOCK (1 BLK),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
384,PT07M47.00S,2024-02-27T01:29:38.5Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612754,66,69,2024-02-27T01:29:39Z,3810000,False,,,0,,P. Siakam REBOUND (Off:2 Def:4),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,382.0,6.0,4.0,2.0,,,,,,,,,,,,,
385,PT07M38.00S,2024-02-27T01:29:47.4Z,3,REGULAR,2pt,Jump Shot,[],1629614,94.69448094612353,70.83333333333334,1610612754,66,69,2024-02-27T01:29:53Z,3820000,False,104.0,-3.0,1,right,MISS A. Nembhard 10' driving floating Shot,[1629614],1610612754.0,IND,driving floating,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,10.42,Missed,,,,,,,,,,,,,,,,,,
386,PT07M35.00S,2024-02-27T01:29:50.4Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,66,69,2024-02-27T01:29:53Z,3830000,False,,,0,,S. Barnes REBOUND (Off:2 Def:5),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,,,,385.0,7.0,5.0,2.0,,,,,,,,,,,,,
387,PT07M27.00S,2024-02-27T01:29:58.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,6.1268068331143235,46.32352941176471,1610612761,66,71,2024-02-27T01:30:07Z,3840000,False,18.0,5.0,1,left,J. Poeltl reverse Layup (15 PTS) (R. Barrett 4 AST),"[1627751, 1629628]",1610612761.0,TOR,reverse,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.91,Made,15.0,,,,,,,R. Barrett,1629628.0,4.0,,,,,,,,
389,PT07M16.00S,2024-02-27T01:30:09.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,92.85479632063075,47.549019607843135,1610612754,66,71,2024-02-27T01:30:14Z,3860000,False,-12.0,15.0,1,right,MISS T. Haliburton driving Layup,[1630169],1610612754.0,IND,driving,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,1.92,Missed,,,,,,,,,,,,,,,,,,
391,PT07M13.00S,2024-02-27T01:30:12.7Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,66,71,2024-02-27T01:30:14Z,3880000,False,,,0,,S. Barnes REBOUND (Off:2 Def:6),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,389.0,8.0,6.0,2.0,,,,,,,,,,,,,
392,PT07M12.00S,2024-02-27T01:30:14.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630193,7.440867279894875,54.90196078431373,1610612761,66,73,2024-02-27T01:30:19Z,3890000,False,-25.0,17.0,1,left,I. Quickley running reverse Layup (9 PTS) (S. Barnes 6 AST),"[1630193, 1630567]",1610612761.0,TOR,running reverse,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,3.01,Made,9.0,,,,,,,S. Barnes,1630567.0,6.0,,,,,,,,
394,PT07M02.00S,2024-02-27T01:30:28.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,82.34231274638634,46.07843137254902,1610612754,66,73,2024-02-27T01:35:55Z,3910000,False,-20.0,113.0,1,right,MISS A. Nembhard 11' floating Shot,[1629614],1610612754.0,IND,floating,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,11.52,Missed,,,,,,,,,,,,,,,,,,
395,PT07M02.00S,2024-02-27T01:30:28.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,66,73,2024-02-27T01:30:37Z,3920000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,394.0,,,,,,,,,,,,,,,,
396,PT07M02.00S,2024-02-27T01:30:35.1Z,3,REGULAR,turnover,traveling,[],1629614,,,1610612754,66,73,2024-02-27T01:30:41Z,3930000,False,,,0,,A. Nembhard traveling TURNOVER (2 TO),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1662.0,2.0,,,,,,
397,PT06M51.00S,2024-02-27T01:30:48.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629628,5.995400788436268,50.49019607843137,1610612761,66,75,2024-02-27T01:30:52Z,3940000,False,-2.0,4.0,1,left,R. Barrett DUNK (15 PTS) (S. Barnes 7 AST),"[1629628, 1630567]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.46,Made,15.0,,,,,,,S. Barnes,1630567.0,7.0,,,,,,,,
399,PT06M51.00S,2024-02-27T01:30:53.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,66,75,2024-02-27T01:30:53Z,3960000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT06M51.00S,2024-02-27T01:33:19.8Z,3,REGULAR,substitution,out,[],1627783,,,1610612754,66,75,2024-02-27T01:33:33Z,3970000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT06M51.00S,2024-02-27T01:33:19.8Z,3,REGULAR,substitution,in,[],1630167,,,1610612754,66,75,2024-02-27T01:33:33Z,3980000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT06M33.00S,2024-02-27T01:34:06.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,91.80354796320631,54.41176470588235,1610612754,66,75,2024-02-27T01:34:13Z,3990000,False,22.0,25.0,1,right,MISS A. Nembhard driving Layup,[1629614],1610612754.0,IND,driving,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,3.3,Missed,,,,,,,,,,,,,,,,,,
403,PT06M31.00S,2024-02-27T01:34:08.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,66,75,2024-02-27T01:34:47Z,4000000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,402.0,,,,,,,,,,,,,,,,
407,PT06M25.00S,2024-02-27T01:34:53.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630169,92.9862023653088,54.65686274509803,1610612754,66,75,2024-02-27T01:34:56Z,4040000,False,23.0,13.0,1,right,MISS T. Haliburton driving finger roll Layup,[1630169],1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,,,
408,PT06M22.00S,2024-02-27T01:34:56.1Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612761,66,75,2024-02-27T01:34:56Z,4050000,False,,,0,,J. Poeltl REBOUND (Off:5 Def:5),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,407.0,10.0,5.0,5.0,,,,,,,,,,,,,
409,PT06M20.00S,2024-02-27T01:34:58.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,25.443495400788436,14.950980392156863,1610612761,66,78,2024-02-27T01:35:03Z,4060000,False,175.0,187.0,1,left,I. Quickley 25' 3PT running (12 PTS) (S. Barnes 8 AST),"[1630193, 1630567]",1610612761.0,TOR,running,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,25.6,Made,12.0,,,,,,,S. Barnes,1630567.0,8.0,,,,,,,,
411,PT06M05.00S,2024-02-27T01:35:12.0Z,3,REGULAR,3pt,Jump Shot,[],1630167,93.64323258869908,95.83333333333334,1610612754,66,78,2024-02-27T01:35:15Z,4080000,False,229.0,7.0,1,right,MISS O. Toppin 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Right Corner 3,24+ Right,22.93,Missed,,,,,,,,,,,,,,,,,,
412,PT06M02.00S,2024-02-27T01:35:15.0Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612761,66,78,2024-02-27T01:35:15Z,4090000,False,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,,,,411.0,2.0,2.0,0.0,,,,,,,,,,,,,
413,PT05M59.00S,2024-02-27T01:35:19.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630193,10.200394218134035,39.46078431372549,1610612761,66,78,2024-02-27T01:35:25Z,4100000,False,53.0,43.0,1,left,MISS I. Quickley 6' running Layup - blocked,"[1630193, 1626167]",1610612761.0,TOR,running,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,6.83,Missed,,,,,,Turner,1626167.0,,,,,,,,,,,
414,PT05M59.00S,2024-02-27T01:35:19.5Z,3,REGULAR,block,,[],1626167,,,1610612761,66,78,2024-02-27T01:35:21Z,4110000,False,,,0,,M. Turner BLOCK (2 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
415,PT05M59.00S,2024-02-27T01:35:19.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,66,78,2024-02-27T01:35:25Z,4120000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,413.0,,,,,,,,,,,,,,,,
417,PT05M59.00S,2024-02-27T01:35:28.0Z,3,REGULAR,substitution,out,[],1629614,,,1610612761,66,78,2024-02-27T01:35:37Z,4140000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT05M59.00S,2024-02-27T01:35:28.0Z,3,REGULAR,substitution,in,[],204456,,,1610612761,66,78,2024-02-27T01:35:37Z,4150000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT05M58.00S,2024-02-27T01:35:52.8Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629018,12.959921156373195,18.627450980392158,1610612761,66,78,2024-02-27T01:35:58Z,4160000,False,157.0,69.0,1,left,MISS G. Trent Jr. 17' Jump Shot,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Right,17.15,Missed,,,,,,,,,,,,,,,,,,
420,PT05M53.00S,2024-02-27T01:35:57.8Z,3,REGULAR,rebound,defensive,[],204456,,,1610612754,66,78,2024-02-27T01:35:58Z,4170000,False,,,0,,T. McConnell REBOUND (Off:1 Def:2),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Right,,,,419.0,3.0,2.0,1.0,,,,,,,,,,,,,
421,PT05M31.00S,2024-02-27T01:36:19.0Z,3,REGULAR,2pt,Jump Shot,[],1631097,86.94152431011827,73.2843137254902,1610612754,68,78,2024-02-27T01:36:23Z,4180000,False,116.0,70.0,1,right,B. Mathurin 13' fadeaway Jump Shot (12 PTS),[1631097],1610612754.0,IND,fadeaway,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Right,13.59,Made,12.0,,,,,,,,,,,,,,,,,
422,PT05M07.00S,2024-02-27T01:36:43.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,7.703679369250986,54.65686274509803,1610612761,68,80,2024-02-27T01:36:46Z,4190000,False,-23.0,20.0,1,left,I. Quickley driving finger roll Layup (14 PTS),[1630193],1610612761.0,TOR,driving finger roll,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,3.06,Made,14.0,,,,,,,,,,,,,,,,,
423,PT04M56.00S,2024-02-27T01:36:54.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,93.11760840998686,54.166666666666664,1610612754,70,80,2024-02-27T01:36:58Z,4200000,False,21.0,12.0,1,right,M. Turner cutting Layup (15 PTS) (B. Mathurin 2 AST),"[1626167, 1631097]",1610612754.0,IND,cutting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,2.41,Made,15.0,,,,,,,B. Mathurin,1631097.0,2.0,,,,,,,,
425,PT04M45.00S,2024-02-27T01:37:04.4Z,3,REGULAR,3pt,Jump Shot,[],1629628,28.991458607095925,27.696078431372552,1610612761,70,80,2024-02-27T01:37:09Z,4220000,False,112.0,220.0,1,left,MISS R. Barrett 24' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,24.66,Missed,,,,,,,,,,,,,,,,,,
426,PT04M41.00S,2024-02-27T01:37:08.4Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,70,80,2024-02-27T01:45:01Z,4230000,False,,,0,,M. Turner REBOUND (Off:4 Def:5),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,,425.0,9.0,5.0,4.0,,,,,,,,,,,,,
