actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
359,PT10M30.00S,2025-12-06T02:24:33.2Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612749,51,71,2025-12-06T02:26:08Z,3500000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,358.0,1.0,1.0,0.0,,,,,
360,PT10M24.00S,2025-12-06T02:24:44.7Z,3,REGULAR,foul,offensive,[],1628398,,,1610612749,51,71,2025-12-06T02:27:27Z,3510000,False,,,0,,K. Kuzma charge offensive FOUL (3 PF),"[1628398, 202331]",1610612749.0,MIL,charge,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202041.0,3.0,0.0,George,202331.0,,,,,,,,,
362,PT10M24.00S,2025-12-06T02:24:44.7Z,3,REGULAR,turnover,offensive foul,[],1628398,,,1610612749,51,71,2025-12-06T02:24:44Z,3530000,False,,,0,,K. Kuzma offensive foul TURNOVER (1 TO),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,1.0,,,202041.0,,,,,,,,,,,,,
363,PT10M03.00S,2025-12-06T02:25:15.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202331,25.443495400788436,12.5,1610612755,51,71,2025-12-06T02:25:20Z,3540000,False,188.0,187.0,1,left,MISS P. George 26' 3PT,[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,26.46,Missed,,,,,,,,,,,,,,,,,,
364,PT10M00.00S,2025-12-06T02:25:18.8Z,3,REGULAR,rebound,defensive,[],1629645,,,1610612749,51,71,2025-12-06T02:25:20Z,3550000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:2),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,363.0,2.0,2.0,0.0,,,,,
365,PT09M54.00S,2025-12-06T02:25:28.5Z,3,REGULAR,foul,personal,['2freethrow'],1642845,,,1610612749,51,71,2025-12-06T02:25:56Z,3560000,False,,,0,,V. Edgecombe shooting personal FOUL (2 PF) (Porter Jr. 2 FT),"[1642845, 1629645]",1610612755.0,PHI,shooting,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,202041.0,2.0,0.0,Porter Jr.,1629645.0,,,,,,,,,
367,PT09M54.00S,2025-12-06T02:25:56.0Z,3,REGULAR,freethrow,1 of 2,[],1629645,,,1610612749,52,71,2025-12-06T02:25:56Z,3580000,False,,,0,,K. Porter Jr. Free Throw 1 of 2 (6 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
368,PT09M54.00S,2025-12-06T02:26:09.8Z,3,REGULAR,freethrow,2 of 2,[],1629645,,,1610612749,53,71,2025-12-06T02:26:09Z,3590000,False,,,0,,K. Porter Jr. Free Throw 2 of 2 (7 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
369,PT09M36.00S,2025-12-06T02:26:30.2Z,3,REGULAR,3pt,Jump Shot,[],1631230,9.017739816031538,3.1862745098039214,1610612755,53,71,2025-12-06T02:26:36Z,3600000,False,234.0,32.0,1,left,MISS D. Barlow 3PT,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Right Corner 3,24+ Right,23.63,Missed,,,,,,,,,,,,,,,,,,
370,PT09M32.00S,2025-12-06T02:26:34.2Z,3,REGULAR,rebound,defensive,[],1629645,,,1610612749,53,71,2025-12-06T02:26:36Z,3610000,False,,,0,,K. Porter Jr. REBOUND (Off:0 Def:3),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,369.0,3.0,3.0,0.0,,,,,
371,PT09M26.00S,2025-12-06T02:26:44.8Z,3,REGULAR,foul,personal,[],1642845,,,1610612749,53,71,2025-12-06T02:26:52Z,3620000,False,,,0,,V. Edgecombe personal FOUL (3 PF),"[1642845, 1628398]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,101283.0,3.0,0.0,Kuzma,1628398.0,,,,,,,,,
373,PT09M19.00S,2025-12-06T02:27:08.3Z,3,REGULAR,foul,personal,['2freethrow'],203083,,,1610612749,53,71,2025-12-06T02:27:29Z,3640000,False,,,0,,A. Drummond shooting personal FOUL (2 PF) (Turner 2 FT),"[203083, 1626167]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628954.0,2.0,0.0,Turner,1626167.0,,,,,,,,,
375,PT09M19.00S,2025-12-06T02:27:34.2Z,3,REGULAR,freethrow,1 of 2,[],1626167,,,1610612749,53,71,2025-12-06T02:27:34Z,3660000,False,,,0,,MISS M. Turner Free Throw 1 of 2,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
376,PT09M19.00S,2025-12-06T02:27:34.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,53,71,2025-12-06T02:27:34Z,3670000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,
377,PT09M19.00S,2025-12-06T02:27:53.7Z,3,REGULAR,freethrow,2 of 2,[],1626167,,,1610612749,54,71,2025-12-06T02:27:53Z,3680000,False,,,0,,M. Turner Free Throw 2 of 2 (12 PTS),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
378,PT08M59.00S,2025-12-06T02:28:18.1Z,3,REGULAR,2pt,Jump Shot,[],202331,19.136005256241788,33.82352941176471,1610612755,54,71,2025-12-06T02:29:55Z,3690000,False,81.0,127.0,1,left,MISS P. George 15' step back Shot,[202331],1610612755.0,PHI,step back,,,George,P. George,,,,,Mid-Range,8-16 Right,15.09,Missed,,,,,,,,,,,,,,,,,,
379,PT08M57.00S,2025-12-06T02:28:20.1Z,3,REGULAR,rebound,defensive,[],1630579,,,1610612749,54,71,2025-12-06T02:30:24Z,3700000,False,,,0,,J. Sims REBOUND (Off:2 Def:5),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,378.0,7.0,5.0,2.0,,,,,
380,PT08M43.00S,2025-12-06T02:28:35.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,92.9862023653088,50.0,1610612749,54,71,2025-12-06T02:28:42Z,3710000,False,0.0,13.0,1,right,MISS K. Porter Jr. driving Layup,[1629645],1610612749.0,MIL,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,1.34,Missed,,,,,,,,,,,,,,,,,,
381,PT08M40.00S,2025-12-06T02:28:38.0Z,3,REGULAR,rebound,defensive,[],203083,,,1610612755,54,71,2025-12-06T02:28:42Z,3720000,False,,,0,,A. Drummond REBOUND (Off:2 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,380.0,5.0,3.0,2.0,,,,,
382,PT08M36.00S,2025-12-06T02:28:41.1Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1642845,6.176084099868594,45.36611519607843,1610612755,54,73,2025-12-06T02:31:51Z,3730000,False,23.0,6.0,1,left,V. Edgecombe driving floating Jump Shot (5 PTS),[1642845],1610612755.0,PHI,driving floating,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,2.39,Made,5.0,,,,,,,,,,,,,,,,,
384,PT08M18.00S,2025-12-06T02:29:16.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,91.01511169513797,51.470588235294116,1610612749,56,73,2025-12-06T02:29:21Z,3750000,False,7.0,32.0,1,right,K. Kuzma Layup (10 PTS) (K. Porter Jr. 7 AST),"[1628398, 1629645]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,3.28,Made,10.0,,,,,,,,,,,,,K. Porter Jr.,1629645.0,7.0,,
386,PT07M58.00S,2025-12-06T02:29:38.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,10.11826544021025,56.395526960784316,1610612755,56,73,2025-12-06T02:30:21Z,3770000,False,-32.0,43.0,1,left,MISS T. Maxey driving floating bank Shot,[1630178],1610612755.0,PHI,driving floating bank,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,5.33,Missed,,,,,,,,,,,,,,,,,,
387,PT07M57.00S,2025-12-06T02:29:39.5Z,3,REGULAR,rebound,offensive,[],1631230,,,1610612755,56,73,2025-12-06T02:30:21Z,3780000,False,,,0,,D. Barlow REBOUND (Off:2 Def:2),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,386.0,4.0,2.0,2.0,,,,,
388,PT07M56.00S,2025-12-06T02:29:42.5Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631230,5.590000152587891,50.0,1610612755,56,73,2025-12-06T02:33:48Z,3790000,False,0.0,0.0,1,left,MISS D. Barlow tip Layup,[1631230],1610612755.0,PHI,tip,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
389,PT07M55.00S,2025-12-06T02:29:43.5Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612749,56,73,2025-12-06T02:30:33Z,3800000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:1),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,388.0,2.0,1.0,1.0,,,,,
390,PT07M51.00S,2025-12-06T02:29:49.0Z,3,REGULAR,foul,personal,['2freethrow'],203083,,,1610612749,56,73,2025-12-06T02:30:27Z,3810000,False,,,0,,A. Drummond shooting personal FOUL (3 PF) (Kuzma 2 FT),"[203083, 1628398]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202041.0,3.0,0.0,Kuzma,1628398.0,,,,,,,,,
392,PT07M51.00S,2025-12-06T02:30:28.2Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1628398,,,1610612749,56,73,2025-12-06T02:30:52Z,3830000,False,,,0,,MISS K. Kuzma Free Throw 1 of 2,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
393,PT07M51.00S,2025-12-06T02:30:28.2Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,56,73,2025-12-06T02:30:52Z,3840000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,392.0,,,,,,,,
394,PT07M51.00S,2025-12-06T02:30:28.2Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1628398,,,1610612749,56,73,2025-12-06T02:30:52Z,3850000,False,,,0,,MISS K. Kuzma Free Throw 2 of 2,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
395,PT07M47.00S,2025-12-06T02:30:32.2Z,3,REGULAR,rebound,defensive,[],202331,,,1610612755,56,73,2025-12-06T02:30:52Z,3860000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,394.0,1.0,1.0,0.0,,,,,
396,PT07M28.00S,2025-12-06T02:31:10.6Z,3,REGULAR,2pt,Jump Shot,[],202331,3.1044678055190538,77.94117647058823,1610612755,56,73,2025-12-06T02:35:15Z,3870000,False,-140.0,-23.0,1,left,MISS P. George 14' floating Shot,[202331],1610612755.0,PHI,floating,,,George,P. George,,,,,Mid-Range,8-16 Left,14.16,Missed,,,,,,,,,,,,,,,,,,
397,PT07M27.00S,2025-12-06T02:31:11.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,56,73,2025-12-06T02:31:29Z,3880000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,396.0,,,,,,,,
398,PT07M27.00S,2025-12-06T02:31:14.5Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612755,56,73,2025-12-06T02:31:40Z,3890000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,,,,,,,,,,,,,
399,PT07M18.00S,2025-12-06T02:31:39.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629645,69.07030223390277,16.666666666666664,1610612749,56,73,2025-12-06T02:36:21Z,3900000,False,-167.0,238.0,1,right,MISS K. Porter Jr. 29' pullup 3PT,[1629645],1610612749.0,MIL,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,29.07,Missed,,,,,,,,,,,,,,,,,,
400,PT07M17.00S,2025-12-06T02:31:40.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,56,73,2025-12-06T02:31:46Z,3910000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,399.0,,,,,,,,
402,PT07M17.00S,2025-12-06T02:31:48.9Z,3,REGULAR,substitution,out,[],1642845,,,1610612755,56,73,2025-12-06T02:31:58Z,3930000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT07M17.00S,2025-12-06T02:31:48.9Z,3,REGULAR,substitution,out,[],203083,,,1610612755,56,73,2025-12-06T02:31:58Z,3940000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT07M17.00S,2025-12-06T02:31:48.9Z,3,REGULAR,substitution,in,[],1629656,,,1610612755,56,73,2025-12-06T02:31:58Z,3950000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT07M17.00S,2025-12-06T02:31:48.9Z,3,REGULAR,substitution,in,[],1641737,,,1610612755,56,73,2025-12-06T02:31:58Z,3960000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT07M06.00S,2025-12-06T02:32:11.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641737,5.206964520367937,47.794117647058826,1610612755,56,73,2025-12-06T02:33:25Z,3970000,False,11.0,-4.0,1,left,MISS A. Bona alley-oop DUNK,[1641737],1610612755.0,PHI,alley-oop,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,1.16,Missed,,,,,,,,,,,,,,,,,,
407,PT07M06.00S,2025-12-06T02:32:11.4Z,3,REGULAR,rebound,defensive,[],1631157,,,1610612749,56,73,2025-12-06T02:33:43Z,3980000,False,,,0,,R. Rollins REBOUND (Off:0 Def:3),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,406.0,3.0,3.0,0.0,,,,,
408,PT07M02.00S,2025-12-06T02:32:20.7Z,3,REGULAR,turnover,bad pass,[],1631157,,,1610612749,56,73,2025-12-06T02:33:55Z,3990000,False,,,0,,R. Rollins bad pass TURNOVER (2 TO),"[1631157, 202331]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Mid-Range,8-16 Right,,,,2.0,George,202331.0,,,,,,,,,,,,,,
409,PT07M02.00S,2025-12-06T02:32:20.7Z,3,REGULAR,steal,,[],202331,,,1610612755,56,73,2025-12-06T02:32:25Z,4000000,False,,,0,,P. George STEAL (1 STL),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
410,PT06M55.00S,2025-12-06T02:32:26.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641737,9.017739816031538,51.470588235294116,1610612755,56,73,2025-12-06T02:38:32Z,4010000,False,-7.0,32.0,1,left,MISS A. Bona driving reverse Layup - blocked,"[1641737, 1630579]",1610612755.0,PHI,driving reverse,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,3.31,Missed,,,,,,,,,,,,,,,,,Sims,1630579.0
411,PT06M55.00S,2025-12-06T02:32:26.3Z,3,REGULAR,block,,[],1630579,,,1610612755,56,73,2025-12-06T02:32:35Z,4020000,False,,,0,,J. Sims BLOCK (1 BLK),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
412,PT06M53.00S,2025-12-06T02:32:28.3Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612749,56,73,2025-12-06T02:38:50Z,4030000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,410.0,2.0,2.0,0.0,,,,,
416,PT06M46.00S,2025-12-06T02:32:35.2Z,3,REGULAR,3pt,Jump Shot,[],1628398,92.19776609724047,94.6078431372549,1610612749,56,73,2025-12-06T02:35:06Z,4035000,False,223.0,21.0,1,right,MISS K. Kuzma 3PT,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,22.4,Missed,,,,,,,,,,,,,,,,,,
417,PT06M44.00S,2025-12-06T02:32:37.2Z,3,REGULAR,rebound,defensive,[],1641737,,,1610612755,56,73,2025-12-06T02:35:06Z,4037500,False,,,0,,A. Bona REBOUND (Off:1 Def:1),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,416.0,2.0,1.0,1.0,,,,,
413,PT06M36.00S,2025-12-06T02:32:44.1Z,3,REGULAR,3pt,Jump Shot,[],202331,9.149145860709593,96.07843137254902,1610612755,56,76,2025-12-06T02:35:34Z,4040000,False,-230.0,34.0,1,left,P. George 3PT  (14 PTS) (Q. Grimes 2 AST),"[202331, 1629656]",1610612755.0,PHI,,,,George,P. George,,,,,Left Corner 3,24+ Left,23.28,Made,14.0,,,,,,,,,,,,,Q. Grimes,1629656.0,2.0,,
415,PT06M32.00S,2025-12-06T02:33:56.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,56,76,2025-12-06T02:33:56Z,4060000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M18.00S,2025-12-06T02:36:06.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641737,,,1610612749,56,76,2025-12-06T02:36:27Z,4070000,False,,,0,,A. Bona shooting personal FOUL (3 PF) (Turner 2 FT),"[1641737, 1626167]",1610612755.0,PHI,shooting,,,Bona,A. Bona,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1628954.0,3.0,0.0,Turner,1626167.0,,,,,,,,,
420,PT06M18.00S,2025-12-06T02:36:29.3Z,3,REGULAR,freethrow,1 of 2,[],1626167,,,1610612749,57,76,2025-12-06T02:36:29Z,4090000,False,,,0,,M. Turner Free Throw 1 of 2 (13 PTS),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
421,PT06M18.00S,2025-12-06T02:36:40.8Z,3,REGULAR,freethrow,2 of 2,[],1626167,,,1610612749,58,76,2025-12-06T02:36:40Z,4100000,False,,,0,,M. Turner Free Throw 2 of 2 (14 PTS),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
422,PT06M05.00S,2025-12-06T02:36:55.3Z,3,REGULAR,3pt,Jump Shot,[],202331,32.802233902759525,50.0,1610612755,58,76,2025-12-06T02:37:02Z,4110000,False,0.0,256.0,1,left,MISS P. George 25' 3PT,[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,25.58,Missed,,,,,,,,,,,,,,,,,,
423,PT06M02.00S,2025-12-06T02:36:59.2Z,3,REGULAR,rebound,offensive,[],1641737,,,1610612755,58,76,2025-12-06T02:36:59Z,4120000,False,,,0,,A. Bona REBOUND (Off:2 Def:1),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,422.0,3.0,1.0,2.0,,,,,
424,PT05M58.00S,2025-12-06T02:37:03.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629656,25.706307490144546,81.12745098039215,1610612755,58,79,2025-12-06T02:37:08Z,4130000,False,-156.0,189.0,1,left,Q. Grimes 24' 3PT  (12 PTS) (P. George 3 AST),"[1629656, 202331]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,24.49,Made,12.0,,,,,,,,,,,,,P. George,202331.0,3.0,,
426,PT05M45.00S,2025-12-06T02:37:18.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631230,,,1610612749,58,79,2025-12-06T02:37:29Z,4150000,False,,,0,,D. Barlow shooting personal FOUL (3 PF) (Turner 2 FT),"[1631230, 1626167]",1610612755.0,PHI,shooting,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,101283.0,3.0,0.0,Turner,1626167.0,,,,,,,,,
428,PT05M45.00S,2025-12-06T02:37:41.8Z,3,REGULAR,freethrow,1 of 2,[],1626167,,,1610612749,58,79,2025-12-06T02:37:41Z,4170000,False,,,0,,MISS M. Turner Free Throw 1 of 2,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
429,PT05M45.00S,2025-12-06T02:37:41.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,58,79,2025-12-06T02:37:41Z,4180000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,428.0,,,,,,,,
430,PT05M45.00S,2025-12-06T02:37:42.9Z,3,REGULAR,substitution,out,[],1629645,,,1610612749,58,79,2025-12-06T02:37:55Z,4190000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M45.00S,2025-12-06T02:37:42.9Z,3,REGULAR,substitution,out,[],1631230,,,1610612749,58,79,2025-12-06T02:37:55Z,4200000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT05M45.00S,2025-12-06T02:37:42.9Z,3,REGULAR,substitution,in,[],1629018,,,1610612749,58,79,2025-12-06T02:37:55Z,4210000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT05M45.00S,2025-12-06T02:37:42.9Z,3,REGULAR,substitution,in,[],1631133,,,1610612749,58,79,2025-12-06T02:37:55Z,4220000,False,,,0,,SUB in: J. Walker,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT05M45.00S,2025-12-06T02:38:07.3Z,3,REGULAR,freethrow,2 of 2,[],1626167,,,1610612749,59,79,2025-12-06T02:38:07Z,4230000,False,,,0,,M. Turner Free Throw 2 of 2 (15 PTS),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
435,PT05M27.00S,2025-12-06T02:38:30.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,15.719448094612352,44.85294117647059,1610612755,59,81,2025-12-06T02:38:35Z,4240000,False,26.0,95.0,1,left,T. Maxey 9' pullup Jump Shot (10 PTS) (Q. Grimes 3 AST),"[1630178, 1629656]",1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,9.87,Made,10.0,,,,,,,,,,,,,Q. Grimes,1629656.0,3.0,,
437,PT05M07.00S,2025-12-06T02:38:49.9Z,3,REGULAR,3pt,Jump Shot,[],1626167,77.79237844940867,88.7484681372549,1610612749,62,81,2025-12-06T02:38:58Z,4260000,False,194.0,156.0,1,right,M. Turner 24' 3PT  (18 PTS) (G. Trent Jr. 1 AST),"[1626167, 1629018]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,24.89,Made,18.0,,,,,,,,,,,,,G. Trent Jr.,1629018.0,1.0,,
439,PT04M59.00S,2025-12-06T02:39:02.0Z,3,REGULAR,turnover,out-of-bounds,[],1641737,,,1610612755,62,81,2025-12-06T02:39:17Z,4280000,False,,,0,,A. Bona lost ball out-of-bounds TURNOVER (1 TO),[1641737],1610612755.0,PHI,lost ball,,,Bona,A. Bona,,,,,Mid-Range,8-16 Left,,,,1.0,,,101283.0,,,,,,,,,,,,,
440,PT04M59.00S,2025-12-06T02:39:08.6Z,3,REGULAR,substitution,out,[],1628398,,,1610612749,62,81,2025-12-06T02:39:17Z,4290000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT04M59.00S,2025-12-06T02:39:08.6Z,3,REGULAR,substitution,in,[],1629645,,,1610612749,62,81,2025-12-06T02:39:17Z,4300000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT04M52.00S,2025-12-06T02:39:30.7Z,3,REGULAR,foul,offensive,[],1630579,,,1610612749,62,81,2025-12-06T02:41:26Z,4310000,False,,,0,,J. Sims off-the-ball offensive FOUL (2 PF),"[1630579, 202331]",1610612749.0,MIL,off-the-ball,,,Sims,J. Sims,,,,,Above the Break 3,24+ Left Center,,,,,,,202041.0,2.0,0.0,George,202331.0,,,,,,,,,
448,PT04M52.00S,2025-12-06T02:39:30.7Z,3,REGULAR,turnover,offensive foul,[],1630579,,,1610612749,62,81,2025-12-06T02:39:30Z,4325000,False,,,0,,J. Sims offensive foul TURNOVER (2 TO),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Left Center,,,,2.0,,,202041.0,,,,,,,,,,,,,
