actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,playerName,playerNameI,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
469,PT03M28.00S,2022-01-16T19:48:28.4Z,3,REGULAR,substitution,in,[],1629013,,,1610612756,71,94,2022-01-16T19:48:36Z,4570000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,
470,PT03M28.00S,2022-01-16T19:48:45.5Z,3,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,71,94,2022-01-16T19:48:45Z,4580000,,,0,,MISS D. Booker Free Throw 2 of 2,[1626164],1610612756.0,PHX,,,,,,,,Booker,D. Booker,,Missed,,,,,,,,,,,,,,,,,,,
471,PT03M25.00S,2022-01-16T19:48:47.7Z,3,REGULAR,rebound,defensive,[],1630199,,,1610612765,71,94,2022-01-16T19:48:47Z,4590000,,,0,,C. Stanley REBOUND (Off:0 Def:2),[1630199],1610612765.0,DET,,,,,,,,Stanley,C. Stanley,,,470.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
472,PT03M20.00S,2022-01-16T19:48:56.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626166,,,1610612765,71,94,2022-01-16T19:49:07Z,4600000,,,0,,C. Payne personal FOUL (2 PF) (Joseph 2 FT),"[1626166, 202709]",1610612756.0,PHX,,,,,,,204058.0,Payne,C. Payne,,,,,,,,,,,2.0,0.0,Joseph,202709.0,,,,,,,
474,PT03M20.00S,2022-01-16T19:49:18.7Z,3,REGULAR,freethrow,1 of 2,[],202709,,,1610612765,72,94,2022-01-16T19:49:18Z,4620000,,,0,,C. Joseph Free Throw 1 of 2 (5 PTS),[202709],1610612765.0,DET,,,,,,,,Joseph,C. Joseph,,Made,,,,,5.0,,,,,,,,,,,,,,
475,PT03M20.00S,2022-01-16T19:49:31.7Z,3,REGULAR,freethrow,2 of 2,[],202709,,,1610612765,73,94,2022-01-16T19:49:31Z,4630000,,,0,,C. Joseph Free Throw 2 of 2 (6 PTS),[202709],1610612765.0,DET,,,,,,,,Joseph,C. Joseph,,Made,,,,,6.0,,,,,,,,,,,,,,
476,PT03M02.00S,2022-01-16T19:49:49.6Z,3,REGULAR,3pt,Jump Shot,[],1626164,24.655059132720105,13.970588235294118,1610612756,73,94,2022-01-16T19:49:55Z,4640000,180.0,179.0,1,left,MISS D. Booker 25' 3PT,[1626164],1610612756.0,PHX,,,,,,,,Booker,D. Booker,25.41,Missed,,,,,,,,,,,,,,,,,,,
477,PT03M01.00S,2022-01-16T19:49:50.6Z,3,REGULAR,rebound,offensive,[],1630188,,,1610612756,73,94,2022-01-16T19:49:55Z,4650000,,,0,,J. Smith REBOUND (Off:2 Def:2),[1630188],1610612756.0,PHX,,,,,,,,Smith,J. Smith,,,476.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
478,PT02M58.00S,2022-01-16T19:49:54.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626164,5.732588699080158,98.77450980392157,1610612756,73,94,2022-01-16T19:50:01Z,4660000,-244.0,1.0,1,left,MISS D. Booker 24' 3PT,[1626164],1610612756.0,PHX,,,,,,,,Booker,D. Booker,24.39,Missed,,,,,,,,,,,,,,,,,,,
479,PT02M54.00S,2022-01-16T19:49:58.6Z,3,REGULAR,rebound,defensive,[],1626168,,,1610612765,73,94,2022-01-16T19:50:01Z,4670000,,,0,,T. Lyles REBOUND (Off:1 Def:4),[1626168],1610612765.0,DET,,,,,,,,Lyles,T. Lyles,,,478.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
480,PT02M42.00S,2022-01-16T19:50:10.1Z,3,REGULAR,3pt,Jump Shot,[],1630199,90.75229960578186,4.6568627450980395,1610612765,73,94,2022-01-16T19:50:16Z,4680000,-227.0,34.0,1,right,MISS C. Stanley 3PT,[1630199],1610612765.0,DET,,,,,,,,Stanley,C. Stanley,22.93,Missed,,,,,,,,,,,,,,,,,,,
481,PT02M36.00S,2022-01-16T19:50:16.1Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612756,73,94,2022-01-16T19:50:16Z,4690000,,,0,,J. Smith REBOUND (Off:2 Def:3),[1630188],1610612756.0,PHX,,,,,,,,Smith,J. Smith,,,480.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
482,PT02M27.00S,2022-01-16T19:50:27.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630165,,,1610612756,73,94,2022-01-16T19:50:38Z,4700000,,,0,,K. Hayes shooting personal FOUL (2 PF) (Smith 2 FT),"[1630165, 1630188]",1610612765.0,DET,shooting,,,,,,204058.0,Hayes,K. Hayes,,,,,,,,,,,2.0,0.0,Smith,1630188.0,,,,,,,
484,PT02M27.00S,2022-01-16T19:50:42.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,73,94,2022-01-16T19:50:42Z,4720000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT02M27.00S,2022-01-16T19:53:31.8Z,3,REGULAR,freethrow,1 of 2,[],1630188,,,1610612756,73,95,2022-01-16T19:53:31Z,4730000,,,0,,J. Smith Free Throw 1 of 2 (2 PTS),[1630188],1610612756.0,PHX,,,,,,,,Smith,J. Smith,,Made,,,,,2.0,,,,,,,,,,,,,,
486,PT02M27.00S,2022-01-16T19:53:45.8Z,3,REGULAR,freethrow,2 of 2,[],1630188,,,1610612756,73,96,2022-01-16T19:53:45Z,4740000,,,0,,J. Smith Free Throw 2 of 2 (3 PTS),[1630188],1610612756.0,PHX,,,,,,,,Smith,J. Smith,,Made,,,,,3.0,,,,,,,,,,,,,,
487,PT02M05.00S,2022-01-16T19:54:09.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626168,90.88370565045992,48.77450980392157,1610612765,75,96,2022-01-16T19:54:15Z,4750000,-6.0,33.0,1,right,T. Lyles DUNK (14 PTS) (C. Joseph 2 AST),"[1626168, 202709]",1610612765.0,DET,,,,,,,,Lyles,T. Lyles,3.38,Made,,,,,14.0,C. Joseph,202709.0,2.0,,,,,,,,,,,
489,PT01M56.00S,2022-01-16T19:54:27.2Z,3,REGULAR,foul,offensive,['inpenalty'],1630188,,,1610612756,75,96,2022-01-16T19:54:58Z,4770000,,,0,,J. Smith offensive FOUL (3 PF),"[1630188, 202709]",1610612756.0,PHX,,,,,,,204058.0,Smith,J. Smith,,,,,,,,,,,3.0,0.0,Joseph,202709.0,,,,,,,
491,PT01M56.00S,2022-01-16T19:54:27.2Z,3,REGULAR,turnover,offensive foul,[],1630188,,,1610612756,75,96,2022-01-16T19:54:27Z,4790000,,,0,,J. Smith offensive foul TURNOVER (1 TO),[1630188],1610612756.0,PHX,,,,,,,204058.0,Smith,J. Smith,,,,,,,,,,,,,,,1.0,,,,,,
492,PT01M43.00S,2022-01-16T19:54:50.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630188,,,1610612765,75,96,2022-01-16T19:54:58Z,4800000,,,0,,J. Smith personal FOUL (4 PF) (Lyles 2 FT),"[1630188, 1626168]",1610612756.0,PHX,,,,,,,1628172.0,Smith,J. Smith,,,,,,,,,,,4.0,0.0,Lyles,1626168.0,,,,,,,
494,PT01M43.00S,2022-01-16T19:55:18.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1626168,,,1610612765,75,96,2022-01-16T19:55:40Z,4820000,,,0,,MISS T. Lyles Free Throw 1 of 2,[1626168],1610612765.0,DET,,,,,,,,Lyles,T. Lyles,,Missed,,,,,,,,,,,,,,,,,,,
495,PT01M43.00S,2022-01-16T19:55:18.7Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612765,75,96,2022-01-16T19:55:40Z,4830000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,494.0,,,,,,,,,,,,,,,,,,
496,PT01M43.00S,2022-01-16T19:55:18.7Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1626168,,,1610612765,75,96,2022-01-16T19:55:40Z,4840000,,,0,,MISS T. Lyles Free Throw 2 of 2,[1626168],1610612765.0,DET,,,,,,,,Lyles,T. Lyles,,Missed,,,,,,,,,,,,,,,,,,,
497,PT01M39.00S,2022-01-16T19:55:22.7Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612756,75,96,2022-01-16T19:55:40Z,4850000,,,0,,J. Smith REBOUND (Off:2 Def:4),[1630188],1610612756.0,PHX,,,,,,,,Smith,J. Smith,,,496.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
498,PT01M33.00S,2022-01-16T19:55:45.8Z,3,REGULAR,3pt,Jump Shot,[],1626166,25.04927726675427,12.254901960784313,1610612756,75,96,2022-01-16T19:55:50Z,4860000,189.0,183.0,1,left,MISS C. Payne 26' 3PT,[1626166],1610612756.0,PHX,,,,,,,,Payne,C. Payne,26.29,Missed,,,,,,,,,,,,,,,,,,,
499,PT01M30.00S,2022-01-16T19:55:48.8Z,3,REGULAR,rebound,defensive,[],1626168,,,1610612765,75,96,2022-01-16T19:55:50Z,4870000,,,0,,T. Lyles REBOUND (Off:1 Def:5),[1626168],1610612765.0,DET,,,,,,,,Lyles,T. Lyles,,,498.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
500,PT01M25.00S,2022-01-16T19:55:54.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202709,86.41590013140605,53.18627450980392,1610612765,75,96,2022-01-16T19:56:00Z,4880000,16.0,75.0,1,right,MISS C. Joseph 7' floating Shot,[202709],1610612765.0,DET,floating,,,,,,,Joseph,C. Joseph,7.69,Missed,,,,,,,,,,,,,,,,,,,
501,PT01M21.00S,2022-01-16T19:55:58.0Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612756,75,96,2022-01-16T19:56:00Z,4890000,,,0,,J. Smith REBOUND (Off:2 Def:5),[1630188],1610612756.0,PHX,,,,,,,,Smith,J. Smith,,,500.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
502,PT01M15.00S,2022-01-16T19:56:02.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,19.004599211563733,47.30392156862745,1610612756,75,96,2022-01-16T19:56:07Z,4900000,13.0,126.0,1,left,MISS D. Booker 12' floating Shot - blocked,"[1626164, 1630165]",1610612756.0,PHX,floating,,,,,,,Booker,D. Booker,12.68,Missed,,,,,,,,,,,,,,,,,Hayes,1630165.0,
503,PT01M15.00S,2022-01-16T19:56:02.9Z,3,REGULAR,block,,[],1630165,,,1610612756,75,96,2022-01-16T19:56:05Z,4910000,,,0,,K. Hayes BLOCK (1 BLK),[1630165],1610612765.0,DET,,,,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,
504,PT01M13.00S,2022-01-16T19:56:04.9Z,3,REGULAR,rebound,defensive,[],1630199,,,1610612765,75,96,2022-01-16T19:56:07Z,4920000,,,0,,C. Stanley REBOUND (Off:0 Def:3),[1630199],1610612765.0,DET,,,,,,,,Stanley,C. Stanley,,,502.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
505,PT01M06.00S,2022-01-16T19:56:12.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,91.80354796320631,48.77450980392157,1610612765,77,96,2022-01-16T19:56:17Z,4930000,-6.0,25.0,1,right,T. Lyles Layup (16 PTS) (C. Joseph 3 AST),"[1626168, 202709]",1610612765.0,DET,,,,,,,,Lyles,T. Lyles,2.52,Made,,,,,16.0,C. Joseph,202709.0,3.0,,,,,,,,,,,
507,PT00M52.60S,2022-01-16T19:56:26.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629013,13.87976346911958,36.029411764705884,1610612756,77,98,2022-01-16T19:56:40Z,4950000,70.0,78.0,1,left,L. Shamet 10' floating Jump Shot (3 PTS),[1629013],1610612756.0,PHX,floating,,,,,,,Shamet,L. Shamet,10.47,Made,,,,,3.0,,,,,,,,,,,,,,
508,PT00M44.60S,2022-01-16T19:56:36.8Z,3,REGULAR,3pt,Jump Shot,[],202709,70.64717477003943,76.9607843137255,1610612765,80,98,2022-01-16T19:56:43Z,4960000,135.0,223.0,1,right,C. Joseph 26' 3PT  (9 PTS) (K. Hayes 5 AST),"[202709, 1630165]",1610612765.0,DET,,,,,,,,Joseph,C. Joseph,26.09,Made,,,,,9.0,K. Hayes,1630165.0,5.0,,,,,,,,,,,
510,PT00M31.30S,2022-01-16T19:56:57.1Z,3,REGULAR,3pt,Jump Shot,[],1629013,10.988830486202366,4.166666666666666,1610612756,80,101,2022-01-16T19:57:02Z,4980000,229.0,51.0,1,left,L. Shamet 3PT  (6 PTS) (D. Booker 4 AST),"[1629013, 1626164]",1610612756.0,PHX,,,,,,,,Shamet,L. Shamet,23.48,Made,,,,,6.0,D. Booker,1626164.0,4.0,,,,,,,,,,,
512,PT00M20.50S,2022-01-16T19:57:11.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629013,,,1610612765,80,101,2022-01-16T19:57:23Z,5000000,,,0,,L. Shamet personal FOUL (2 PF) (Joseph 2 FT),"[1629013, 202709]",1610612756.0,PHX,,,,,,,1628172.0,Shamet,L. Shamet,,,,,,,,,,,2.0,0.0,Joseph,202709.0,,,,,,,
514,PT00M20.50S,2022-01-16T19:57:35.7Z,3,REGULAR,freethrow,1 of 2,[],202709,,,1610612765,81,101,2022-01-16T19:57:35Z,5020000,,,0,,C. Joseph Free Throw 1 of 2 (10 PTS),[202709],1610612765.0,DET,,,,,,,,Joseph,C. Joseph,,Made,,,,,10.0,,,,,,,,,,,,,,
515,PT00M20.50S,2022-01-16T19:57:41.1Z,3,REGULAR,substitution,out,[],1630165,,,1610612765,81,101,2022-01-16T19:57:46Z,5030000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,
516,PT00M20.50S,2022-01-16T19:57:41.1Z,3,REGULAR,substitution,in,[],1630240,,,1610612765,81,101,2022-01-16T19:57:46Z,5040000,,,0,,SUB in: S. Lee,[1630240],1610612765.0,DET,,,,,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,
517,PT00M20.50S,2022-01-16T19:57:50.5Z,3,REGULAR,freethrow,2 of 2,[],202709,,,1610612765,82,101,2022-01-16T19:57:50Z,5050000,,,0,,C. Joseph Free Throw 2 of 2 (11 PTS),[202709],1610612765.0,DET,,,,,,,,Joseph,C. Joseph,,Made,,,,,11.0,,,,,,,,,,,,,,
518,PT00M06.60S,2022-01-16T19:58:05.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630688,7.046649145860711,48.77450980392157,1610612756,82,103,2022-01-16T19:58:13Z,5060000,6.0,14.0,1,left,I. Wainright reverse Layup (2 PTS) (L. Shamet 3 AST),"[1630688, 1629013]",1610612756.0,PHX,reverse,,,,,,,Wainright,I. Wainright,1.5,Made,,,,,2.0,L. Shamet,1629013.0,3.0,,,,,,,,,,,
520,PT00M00.90S,2022-01-16T19:58:14.3Z,3,REGULAR,3pt,Jump Shot,[],202709,65.52233902759527,35.049019607843135,1610612765,82,103,2022-01-16T20:00:28Z,5080000,-75.0,272.0,1,right,MISS C. Joseph 28' pullup 3PT,[202709],1610612765.0,DET,pullup,,,,,,,Joseph,C. Joseph,28.17,Missed,,,,,,,,,,,,,,,,,,,
521,PT00M00.90S,2022-01-16T19:58:14.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,82,103,2022-01-16T19:58:23Z,5090000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,,,,
522,PT00M00.00S,2022-01-16T19:58:19.4Z,3,REGULAR,period,end,[],0,,,1610612765,82,103,2022-01-16T19:58:19Z,5100000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2022-01-16T19:59:36.5Z,4,REGULAR,substitution,out,['startperiod'],1630180,,,1610612765,82,103,2022-01-16T20:00:50Z,5110000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2022-01-16T19:59:36.5Z,4,REGULAR,substitution,out,['startperiod'],1626164,,,1610612765,82,103,2022-01-16T20:00:50Z,5120000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2022-01-16T19:59:36.5Z,4,REGULAR,substitution,in,['startperiod'],1628367,,,1610612765,82,103,2022-01-16T20:00:50Z,5130000,,,0,,SUB in: J. Jackson,[1628367],1610612765.0,DET,,,,,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2022-01-16T19:59:36.5Z,4,REGULAR,substitution,in,['startperiod'],101108,,,1610612765,82,103,2022-01-16T20:00:50Z,5140000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2022-01-16T20:01:06.1Z,4,REGULAR,period,start,[],0,,,1610612765,82,103,2022-01-16T20:01:06Z,5150000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT11M55.00S,2022-01-16T20:01:32.2Z,4,REGULAR,stoppage,other,[],0,,,1610612765,82,103,2022-01-16T20:03:06Z,5155000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT11M44.00S,2022-01-16T20:01:58.4Z,4,REGULAR,3pt,Jump Shot,[],1628367,87.99277266754271,2.941176470588235,1610612765,82,103,2022-01-16T20:02:03Z,5160000,-235.0,60.0,1,right,MISS J. Jackson 24' 3PT,[1628367],1610612765.0,DET,,,,,,,,Jackson,J. Jackson,24.29,Missed,,,,,,,,,,,,,,,,,,,
531,PT11M42.00S,2022-01-16T20:02:00.4Z,4,REGULAR,rebound,defensive,[],101108,,,1610612756,82,103,2022-01-16T20:02:03Z,5170000,,,0,,C. Paul REBOUND (Off:0 Def:6),[101108],1610612756.0,PHX,,,,,,,,Paul,C. Paul,,,530.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
532,PT11M37.00S,2022-01-16T20:02:07.0Z,4,REGULAR,foul,personal,['3freethrow'],202709,,,1610612756,82,103,2022-01-16T20:02:21Z,5180000,,,0,,C. Joseph shooting personal FOUL (2 PF) (Shamet 3 FT),"[202709, 1629013]",1610612765.0,DET,shooting,,,,,,204058.0,Joseph,C. Joseph,,,,,,,,,,,2.0,0.0,Shamet,1629013.0,,,,,,,
534,PT11M37.00S,2022-01-16T20:02:36.9Z,4,REGULAR,freethrow,1 of 3,[],1629013,,,1610612756,82,104,2022-01-16T20:02:36Z,5200000,,,0,,L. Shamet Free Throw 1 of 3 (7 PTS),[1629013],1610612756.0,PHX,,,,,,,,Shamet,L. Shamet,,Made,,,,,7.0,,,,,,,,,,,,,,
535,PT11M37.00S,2022-01-16T20:02:49.6Z,4,REGULAR,freethrow,2 of 3,[],1629013,,,1610612756,82,105,2022-01-16T20:02:49Z,5210000,,,0,,L. Shamet Free Throw 2 of 3 (8 PTS),[1629013],1610612756.0,PHX,,,,,,,,Shamet,L. Shamet,,Made,,,,,8.0,,,,,,,,,,,,,,
536,PT11M37.00S,2022-01-16T20:03:02.6Z,4,REGULAR,freethrow,3 of 3,[],1629013,,,1610612756,82,106,2022-01-16T20:03:02Z,5220000,,,0,,L. Shamet Free Throw 3 of 3 (9 PTS),[1629013],1610612756.0,PHX,,,,,,,,Shamet,L. Shamet,,Made,,,,,9.0,,,,,,,,,,,,,,
538,PT11M18.00S,2022-01-16T20:03:22.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202709,91.01511169513797,46.81372549019608,1610612765,82,106,2022-01-16T20:03:27Z,5230000,-16.0,32.0,1,right,MISS C. Joseph driving Layup,[202709],1610612765.0,DET,driving,,,,,,,Joseph,C. Joseph,3.57,Missed,,,,,,,,,,,,,,,,,,,
539,PT11M15.00S,2022-01-16T20:03:25.6Z,4,REGULAR,rebound,defensive,[],1630688,,,1610612756,82,106,2022-01-16T20:03:27Z,5240000,,,0,,I. Wainright REBOUND (Off:0 Def:2),[1630688],1610612756.0,PHX,,,,,,,,Wainright,I. Wainright,,,538.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
540,PT11M11.00S,2022-01-16T20:03:29.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626166,5.995400788436268,56.372549019607845,1610612756,82,108,2022-01-16T20:03:36Z,5250000,-32.0,4.0,1,left,C. Payne running Layup (14 PTS),[1626166],1610612756.0,PHX,running,,,,,,,Payne,C. Payne,3.21,Made,,,,,14.0,,,,,,,,,,,,,,
541,PT10M58.00S,2022-01-16T20:03:46.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,82,108,2022-01-16T20:03:46Z,5260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT10M58.00S,2022-01-16T20:03:46.9Z,4,REGULAR,substitution,out,[],1626168,,,1610612765,82,108,2022-01-16T20:03:54Z,5270000,,,0,,SUB out: T. Lyles,[1626168],1610612765.0,DET,,,,,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,
543,PT10M58.00S,2022-01-16T20:03:46.9Z,4,REGULAR,substitution,in,[],1630191,,,1610612765,82,108,2022-01-16T20:03:54Z,5280000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,
544,PT10M55.00S,2022-01-16T20:04:04.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630199,91.93495400788436,54.90196078431373,1610612765,84,108,2022-01-16T20:04:10Z,5290000,25.0,23.0,1,right,C. Stanley cutting Layup (4 PTS) (C. Joseph 4 AST),"[1630199, 202709]",1610612765.0,DET,cutting,,,,,,,Stanley,C. Stanley,3.38,Made,,,,,4.0,C. Joseph,202709.0,4.0,,,,,,,,,,,
546,PT10M37.00S,2022-01-16T20:04:24.3Z,4,REGULAR,2pt,Jump Shot,[],1629013,9.149145860709593,75.98039215686273,1610612756,84,108,2022-01-16T20:05:13Z,5310000,-130.0,34.0,1,left,MISS L. Shamet 13' Jump Shot,[1629013],1610612756.0,PHX,,,,,,,,Shamet,L. Shamet,13.42,Missed,,,,,,,,,,,,,,,,,,,
547,PT10M35.00S,2022-01-16T20:04:26.3Z,4,REGULAR,rebound,offensive,[],1630688,,,1610612756,84,108,2022-01-16T20:05:13Z,5320000,,,0,,I. Wainright REBOUND (Off:1 Def:2),[1630688],1610612756.0,PHX,,,,,,,,Wainright,I. Wainright,,,546.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
548,PT10M35.00S,2022-01-16T20:04:31.1Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630688,5.590000152587891,50.0,1610612756,84,108,2022-01-16T20:05:30Z,5330000,0.0,0.0,1,left,MISS I. Wainright tip Layup,[1630688],1610612756.0,PHX,tip,,,,,,,Wainright,I. Wainright,0.0,Missed,,,,,,,,,,,,,,,,,,,
549,PT10M34.00S,2022-01-16T20:04:32.1Z,4,REGULAR,rebound,offensive,[],1630688,,,1610612756,84,108,2022-01-16T20:05:30Z,5340000,,,0,,I. Wainright REBOUND (Off:2 Def:2),[1630688],1610612756.0,PHX,,,,,,,,Wainright,I. Wainright,,,548.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
550,PT10M34.00S,2022-01-16T20:04:33.5Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630688,5.590000152587891,50.0,1610612756,84,110,2022-01-16T20:05:39Z,5350000,0.0,0.0,1,left,I. Wainright tip Layup (4 PTS),[1630688],1610612756.0,PHX,tip,,,,,,,Wainright,I. Wainright,0.0,Made,,,,,4.0,,,,,,,,,,,,,,
551,PT10M15.00S,2022-01-16T20:04:43.3Z,4,REGULAR,3pt,Jump Shot,[],1630199,66.17936925098554,36.029411764705884,1610612765,84,110,2022-01-16T20:04:50Z,5360000,-70.0,265.0,1,right,MISS C. Stanley 27' 3PT,[1630199],1610612765.0,DET,,,,,,,,Stanley,C. Stanley,27.45,Missed,,,,,,,,,,,,,,,,,,,
552,PT10M13.00S,2022-01-16T20:04:45.3Z,4,REGULAR,rebound,offensive,[],1630191,,,1610612765,84,110,2022-01-16T20:04:50Z,5370000,,,0,,I. Stewart REBOUND (Off:3 Def:2),[1630191],1610612765.0,DET,,,,,,,,Stewart,I. Stewart,,,551.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
553,PT10M12.00S,2022-01-16T20:04:49.3Z,4,REGULAR,foul,personal,['2freethrow'],101108,,,1610612765,84,110,2022-01-16T20:05:10Z,5380000,,,0,,C. Paul shooting personal FOUL (4 PF) (Stanley 2 FT),"[101108, 1630199]",1610612756.0,PHX,shooting,,,,,,204058.0,Paul,C. Paul,,,,,,,,,,,4.0,0.0,Stanley,1630199.0,,,,,,,
555,PT10M12.00S,2022-01-16T20:05:14.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630199,,,1610612765,85,110,2022-01-16T20:05:14Z,5400000,,,0,,C. Stanley Free Throw 1 of 2 (5 PTS),[1630199],1610612765.0,DET,,,,,,,,Stanley,C. Stanley,,Made,,,,,5.0,,,,,,,,,,,,,,
556,PT10M12.00S,2022-01-16T20:05:28.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630199,,,1610612765,86,110,2022-01-16T20:05:28Z,5410000,,,0,,C. Stanley Free Throw 2 of 2 (6 PTS),[1630199],1610612765.0,DET,,,,,,,,Stanley,C. Stanley,,Made,,,,,6.0,,,,,,,,,,,,,,
557,PT10M01.00S,2022-01-16T20:05:41.6Z,4,REGULAR,turnover,lost ball,[],101108,,,1610612756,86,110,2022-01-16T20:05:46Z,5420000,,,0,,C. Paul lost ball TURNOVER (2 TO),"[101108, 1630240]",1610612756.0,PHX,,,,,,,,Paul,C. Paul,,,,,,,,,,,,,,,2.0,Lee,1630240.0,,,,
558,PT10M01.00S,2022-01-16T20:05:41.6Z,4,REGULAR,steal,,[],1630240,,,1610612765,86,110,2022-01-16T20:05:44Z,5430000,,,0,,S. Lee STEAL (2 STL),[1630240],1610612765.0,DET,,,,,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,
559,PT09M55.00S,2022-01-16T20:05:47.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630240,90.88370565045992,41.911764705882355,1610612765,86,110,2022-01-16T20:05:52Z,5440000,-40.0,33.0,1,right,MISS S. Lee Layup - blocked,"[1630240, 1630188]",1610612765.0,DET,,,,,,,,Lee,S. Lee,5.23,Missed,,,,,,,,,,,,,,,,,Smith,1630188.0,
