actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
649,PT03M33.00S,2021-12-18T19:11:48.5Z,4,REGULAR,freethrow,2 of 2,[],1630568,,,1610612765,92,107,2021-12-18T19:11:48Z,6260000,,,0,,MISS L. Garza Free Throw 2 of 2,[1630568],1610612765.0,DET,,,,,,,,,,Garza,L. Garza,,,,Missed,,,,,,,,,,,,,,
650,PT03M29.00S,2021-12-18T19:11:49.8Z,4,REGULAR,rebound,defensive,[],1630231,,,1610612745,92,107,2021-12-18T19:11:49Z,6270000,,,0,,K. Martin Jr. REBOUND (Off:3 Def:8),[1630231],1610612745.0,HOU,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,,649.0,11.0,8.0,3.0,,,,,,,,,,
651,PT03M12.00S,2021-12-18T19:12:06.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,5.568331143232584,55.14705882352941,1610612745,92,109,2021-12-18T19:12:12Z,6280000,-26.0,0.0,1,left,C. Wood alley-oop DUNK (18 PTS) (E. Gordon 5 AST),"[1626174, 201569]",1610612745.0,HOU,alley-oop,,,,,,,,,Wood,C. Wood,,,2.57,Made,,,,,18.0,,E. Gordon,201569.0,5.0,,,,,
653,PT03M02.00S,2021-12-18T19:12:18.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630240,93.87319316688567,52.69607843137255,1610612765,94,109,2021-12-18T19:12:22Z,6300000,13.0,5.0,1,right,S. Lee driving DUNK (4 PTS) (S. Bey 3 AST),"[1630240, 1630180]",1610612765.0,DET,driving,,,,,,,,,Lee,S. Lee,,,1.44,Made,,,,,4.0,,S. Bey,1630180.0,3.0,,,,,
655,PT02M47.00S,2021-12-18T19:12:32.7Z,4,REGULAR,3pt,Jump Shot,[],1626174,35.00328515111694,62.254901960784316,1610612745,94,112,2021-12-18T19:12:37Z,6320000,-61.0,277.0,1,left,C. Wood 28' 3PT  (21 PTS),[1626174],1610612745.0,HOU,,,,,,,,,,Wood,C. Wood,,,28.32,Made,,,,,21.0,,,,,,,,,
656,PT02M46.00S,2021-12-18T19:12:42.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612765,94,112,2021-12-18T19:12:42Z,6330000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT02M46.00S,2021-12-18T19:12:43.2Z,4,REGULAR,substitution,out,[],1630240,,,1610612765,94,112,2021-12-18T19:14:19Z,6340000,,,0,,SUB out: S. Lee,[1630240],1610612765.0,DET,,,,,,,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,
658,PT02M46.00S,2021-12-18T19:12:43.2Z,4,REGULAR,substitution,out,[],1630568,,,1610612765,94,112,2021-12-18T19:14:19Z,6350000,,,0,,SUB out: L. Garza,[1630568],1610612765.0,DET,,,,,,,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,
659,PT02M46.00S,2021-12-18T19:12:43.2Z,4,REGULAR,substitution,out,[],1630256,,,1610612765,94,112,2021-12-18T19:14:19Z,6360000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
660,PT02M46.00S,2021-12-18T19:12:43.2Z,4,REGULAR,substitution,out,[],201569,,,1610612765,94,112,2021-12-18T19:14:19Z,6370000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,,,,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,
661,PT02M46.00S,2021-12-18T19:12:43.2Z,4,REGULAR,substitution,out,[],1629726,,,1610612765,94,112,2021-12-18T19:14:19Z,6380000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,,,,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,
662,PT02M46.00S,2021-12-18T19:12:43.2Z,4,REGULAR,substitution,out,[],1626174,,,1610612765,94,112,2021-12-18T19:14:19Z,6390000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,,,,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,
663,PT02M46.00S,2021-12-18T19:12:43.2Z,4,REGULAR,substitution,in,[],1630191,,,1610612765,94,112,2021-12-18T19:14:19Z,6400000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
664,PT02M46.00S,2021-12-18T19:12:43.2Z,4,REGULAR,substitution,in,[],1628977,,,1610612765,94,112,2021-12-18T19:14:19Z,6410000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,,,,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,
665,PT02M46.00S,2021-12-18T19:12:43.2Z,4,REGULAR,substitution,in,[],1630528,,,1610612765,94,112,2021-12-18T19:14:19Z,6420000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,,,,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,
666,PT02M46.00S,2021-12-18T19:12:43.2Z,4,REGULAR,substitution,in,[],1630243,,,1610612765,94,112,2021-12-18T19:14:19Z,6430000,,,0,,SUB in: T. Queen,[1630243],1610612745.0,HOU,,,,,,,,,,Queen,T. Queen,,,,,,,,,,,,,,,,,,
667,PT02M46.00S,2021-12-18T19:12:43.2Z,4,REGULAR,substitution,in,[],1628021,,,1610612765,94,112,2021-12-18T19:14:19Z,6440000,,,0,,SUB in: D. Nwaba,[1628021],1610612745.0,HOU,,,,,,,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,
668,PT02M46.00S,2021-12-18T19:12:43.2Z,4,REGULAR,substitution,in,[],1630586,,,1610612765,94,112,2021-12-18T19:14:19Z,6450000,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,,,,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,
669,PT02M34.00S,2021-12-18T19:14:26.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,93.74178712220763,53.431372549019606,1610612765,94,112,2021-12-18T19:14:30Z,6460000,17.0,6.0,1,right,MISS C. Cunningham Layup,[1630595],1610612765.0,DET,,,,,,,,,,Cunningham,C. Cunningham,,,1.83,Missed,,,,,,,,,,,,,,
670,PT02M30.00S,2021-12-18T19:14:29.7Z,4,REGULAR,rebound,offensive,[],1630191,,,1610612765,94,112,2021-12-18T19:14:29Z,6470000,,,0,,I. Stewart REBOUND (Off:4 Def:3),[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,,,669.0,7.0,3.0,4.0,,,,,,,,,,
671,PT02M30.00S,2021-12-18T19:14:29.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,94.40999984741211,50.0,1610612765,96,112,2021-12-18T19:14:29Z,6480000,0.0,0.0,1,right,I. Stewart tip Layup (14 PTS),[1630191],1610612765.0,DET,tip,,,,,,,,,Stewart,I. Stewart,,,0.0,Made,,,,,14.0,,,,,,,,,
672,PT02M19.00S,2021-12-18T19:14:41.4Z,4,REGULAR,3pt,Jump Shot,[],1630243,32.37516425755584,86.02941176470588,1610612745,96,112,2021-12-18T19:14:46Z,6490000,-180.0,252.0,1,left,MISS T. Queen 30' 3PT,[1630243],1610612745.0,HOU,,,,,,,,,,Queen,T. Queen,,,30.96,Missed,,,,,,,,,,,,,,
673,PT02M16.00S,2021-12-18T19:14:44.4Z,4,REGULAR,rebound,defensive,[],1630191,,,1610612765,96,112,2021-12-18T19:14:46Z,6500000,,,0,,I. Stewart REBOUND (Off:4 Def:4),[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,,,672.0,8.0,4.0,4.0,,,,,,,,,,
674,PT02M09.00S,2021-12-18T19:14:54.3Z,4,REGULAR,foul,personal,['2freethrow'],1630231,,,1610612765,96,112,2021-12-18T19:15:05Z,6510000,,,0,,K. Martin Jr. shooting personal FOUL (2 PF) (Bey 2 FT),"[1630231, 1630180]",1610612745.0,HOU,shooting,,,,,,1627534.0,2.0,0.0,Martin Jr.,K. Martin Jr.,Bey,1630180.0,,,,,,,,,,,,,,,,
676,PT02M09.00S,2021-12-18T19:15:15.9Z,4,REGULAR,freethrow,1 of 2,[],1630180,,,1610612765,97,112,2021-12-18T19:15:15Z,6530000,,,0,,S. Bey Free Throw 1 of 2 (18 PTS),[1630180],1610612765.0,DET,,,,,,,,,,Bey,S. Bey,,,,Made,,,,,18.0,,,,,,,,,
677,PT02M09.00S,2021-12-18T19:15:28.4Z,4,REGULAR,freethrow,2 of 2,[],1630180,,,1610612765,98,112,2021-12-18T19:15:28Z,6540000,,,0,,S. Bey Free Throw 2 of 2 (19 PTS),[1630180],1610612765.0,DET,,,,,,,,,,Bey,S. Bey,,,,Made,,,,,19.0,,,,,,,,,
678,PT01M46.00S,2021-12-18T19:15:55.4Z,4,REGULAR,3pt,Jump Shot,[],1628021,30.404073587385014,80.88235294117646,1610612745,98,115,2021-12-18T19:16:14Z,6550000,-154.0,233.0,1,left,D. Nwaba 27' 3PT  (12 PTS) (J. Christopher 7 AST),"[1628021, 1630528]",1610612745.0,HOU,,,,,,,,,,Nwaba,D. Nwaba,,,27.98,Made,,,,,12.0,,J. Christopher,1630528.0,7.0,,,,,
680,PT01M34.00S,2021-12-18T19:16:10.2Z,4,REGULAR,3pt,Jump Shot,[],1630165,67.46057818659658,29.65686274509804,1610612765,98,115,2021-12-18T19:16:24Z,6570000,-102.0,253.0,1,right,MISS K. Hayes 27' 3PT,[1630165],1610612765.0,DET,,,,,,,,,,Hayes,K. Hayes,,,27.3,Missed,,,,,,,,,,,,,,
681,PT01M34.00S,2021-12-18T19:16:10.2Z,4,REGULAR,rebound,defensive,[],1628021,,,1610612745,98,115,2021-12-18T19:16:24Z,6580000,,,0,,D. Nwaba REBOUND (Off:2 Def:4),[1628021],1610612745.0,HOU,,,,,,,,,,Nwaba,D. Nwaba,,,,,680.0,6.0,4.0,2.0,,,,,,,,,,
682,PT01M27.00S,2021-12-18T19:16:18.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630165,,,1610612745,98,115,2021-12-18T19:16:27Z,6590000,,,0,,K. Hayes personal FOUL (1 PF) (Nwaba 2 FT),"[1630165, 1628021]",1610612765.0,DET,,,,,,,1199.0,1.0,0.0,Hayes,K. Hayes,Nwaba,1628021.0,,,,,,,,,,,,,,,,
684,PT01M27.00S,2021-12-18T19:16:44.1Z,4,REGULAR,freethrow,1 of 2,[],1628021,,,1610612745,98,115,2021-12-18T19:18:42Z,6610000,,,0,,MISS D. Nwaba Free Throw 1 of 2,[1628021],1610612745.0,HOU,,,,,,,,,,Nwaba,D. Nwaba,,,,Missed,,,,,,,,,,,,,,
685,PT01M27.00S,2021-12-18T19:16:44.1Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,98,115,2021-12-18T19:18:42Z,6620000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,684.0,,,,,,,,,,,,,
686,PT01M27.00S,2021-12-18T19:16:44.1Z,4,REGULAR,freethrow,2 of 2,[],1628021,,,1610612745,98,116,2021-12-18T19:18:42Z,6630000,,,0,,D. Nwaba Free Throw 2 of 2 (13 PTS),[1628021],1610612745.0,HOU,,,,,,,,,,Nwaba,D. Nwaba,,,,Made,,,,,13.0,,,,,,,,,
687,PT01M20.00S,2021-12-18T19:17:36.9Z,4,REGULAR,3pt,Jump Shot,[],1630595,68.38042049934297,73.0392156862745,1610612765,101,116,2021-12-18T19:17:40Z,6640000,115.0,245.0,1,right,C. Cunningham 27' 3PT  (21 PTS) (K. Hayes 10 AST),"[1630595, 1630165]",1610612765.0,DET,,,,,,,,,,Cunningham,C. Cunningham,,,27.05,Made,,,,,21.0,,K. Hayes,1630165.0,10.0,,,,,
689,PT01M11.00S,2021-12-18T19:17:49.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,101,116,2021-12-18T19:17:49Z,6660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,PT01M07.00S,2021-12-18T19:18:38.6Z,4,REGULAR,foul,offensive,[],1630586,,,1610612745,101,116,2021-12-18T19:25:28Z,6690000,,,0,,U. Garuba offensive FOUL (1 PF),"[1630586, 1628977]",1610612745.0,HOU,,,,,,,1627534.0,1.0,0.0,Garuba,U. Garuba,Diallo,1628977.0,,,,,,,,,,,,,,,,
694,PT01M07.00S,2021-12-18T19:18:38.6Z,4,REGULAR,turnover,offensive foul,[],1630586,,,1610612745,101,116,2021-12-18T19:25:28Z,6710000,,,0,,U. Garuba offensive foul TURNOVER (1 TO),[1630586],1610612745.0,HOU,,,,,,,1627534.0,,,Garuba,U. Garuba,,,,,,,,,,1.0,,,,,,,,
712,PT01M04.00S,2021-12-18T19:18:43.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,101,116,2021-12-18T19:25:50Z,6715000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT00M51.30S,2021-12-18T19:18:48.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630180,92.82194480946123,48.529411764705884,1610612765,103,116,2021-12-18T19:18:57Z,6720000,-7.0,15.0,1,right,S. Bey driving Layup (21 PTS) (C. Cunningham 9 AST),"[1630180, 1630595]",1610612765.0,DET,driving,,,,,,,,,Bey,S. Bey,,,1.67,Made,,,,,21.0,,C. Cunningham,1630595.0,9.0,,,,,
697,PT00M35.30S,2021-12-18T19:19:04.3Z,4,REGULAR,3pt,Jump Shot,[],1630243,27.90735873850197,83.33333333333334,1610612745,103,116,2021-12-18T19:19:08Z,6740000,-167.0,210.0,1,left,MISS T. Queen 26' 3PT,[1630243],1610612745.0,HOU,,,,,,,,,,Queen,T. Queen,,,26.8,Missed,,,,,,,,,,,,,,
698,PT00M31.80S,2021-12-18T19:19:07.8Z,4,REGULAR,rebound,defensive,[],1630595,,,1610612765,103,116,2021-12-18T19:19:08Z,6750000,,,0,,C. Cunningham REBOUND (Off:2 Def:5),[1630595],1610612765.0,DET,,,,,,,,,,Cunningham,C. Cunningham,,,,,697.0,7.0,5.0,2.0,,,,,,,,,,
699,PT00M29.40S,2021-12-18T19:19:11.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630191,93.47897503285151,51.96078431372549,1610612765,105,116,2021-12-18T19:19:15Z,6760000,10.0,9.0,1,right,I. Stewart alley-oop DUNK (16 PTS) (C. Cunningham 10 AST),"[1630191, 1630595]",1610612765.0,DET,alley-oop,,,,,,,,,Stewart,I. Stewart,,,1.32,Made,,,,,16.0,,C. Cunningham,1630595.0,10.0,,,,,
701,PT00M23.50S,2021-12-18T19:19:20.1Z,4,REGULAR,turnover,bad pass,[],1630528,,,1610612745,105,116,2021-12-18T19:19:27Z,6780000,,,0,,J. Christopher bad pass TURNOVER (4 TO),"[1630528, 1630595]",1610612745.0,HOU,,,,,,,,,,Christopher,J. Christopher,,,,,,,,,,4.0,,,,Cunningham,1630595.0,,,
702,PT00M23.50S,2021-12-18T19:19:20.1Z,4,REGULAR,steal,,[],1630595,,,1610612765,105,116,2021-12-18T19:19:25Z,6790000,,,0,,C. Cunningham STEAL (2 STL),[1630595],1610612765.0,DET,,,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
703,PT00M20.80S,2021-12-18T19:19:26.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630180,93.34756898817345,54.16666666666667,1610612765,107,116,2021-12-18T19:19:30Z,6800000,21.0,10.0,1,right,S. Bey DUNK (23 PTS) (C. Cunningham 11 AST),"[1630180, 1630595]",1610612765.0,DET,,,,,,,,,,Bey,S. Bey,,,2.31,Made,,,,,23.0,,C. Cunningham,1630595.0,11.0,,,,,
705,PT00M13.30S,2021-12-18T19:19:38.7Z,4,REGULAR,turnover,out-of-bounds,[],1630528,,,1610612745,107,116,2021-12-18T19:19:45Z,6820000,,,0,,J. Christopher lost ball out-of-bounds TURNOVER (5 TO),[1630528],1610612745.0,HOU,lost ball,,,,,,1199.0,,,Christopher,J. Christopher,,,,,,,,,,5.0,,,,,,,,
706,PT00M06.80S,2021-12-18T19:19:54.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630595,63.91261498028909,75.98039215686275,1610612765,107,116,2021-12-18T19:19:58Z,6830000,130.0,287.0,1,right,MISS C. Cunningham 31' 3PT,[1630595],1610612765.0,DET,,,,,,,,,,Cunningham,C. Cunningham,,,31.48,Missed,,,,,,,,,,,,,,
707,PT00M04.70S,2021-12-18T19:19:56.9Z,4,REGULAR,rebound,offensive,[],1630180,,,1610612765,107,116,2021-12-18T19:19:56Z,6840000,,,0,,S. Bey REBOUND (Off:1 Def:3),[1630180],1610612765.0,DET,,,,,,,,,,Bey,S. Bey,,,,,706.0,4.0,3.0,1.0,,,,,,,,,,
708,PT00M00.30S,2021-12-18T19:20:01.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630165,79.94415243101183,5.637254901960787,1610612765,107,116,2021-12-18T19:20:07Z,6850000,-222.0,136.0,1,right,MISS K. Hayes 26' 3PT,[1630165],1610612765.0,DET,,,,,,,,,,Hayes,K. Hayes,,,26.02,Missed,,,,,,,,,,,,,,
709,PT00M00.30S,2021-12-18T19:20:01.3Z,4,REGULAR,rebound,defensive,[],1628021,,,1610612745,107,116,2021-12-18T19:20:07Z,6860000,,,0,,D. Nwaba REBOUND (Off:2 Def:5),[1628021],1610612745.0,HOU,,,,,,,,,,Nwaba,D. Nwaba,,,,,708.0,7.0,5.0,2.0,,,,,,,,,,
710,PT00M00.00S,2021-12-18T19:20:08.7Z,4,REGULAR,period,end,[],0,,,1610612745,107,116,2021-12-18T19:20:08Z,6870000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,PT00M00.00S,2021-12-18T19:20:11.1Z,4,REGULAR,game,end,[],0,,,0,107,116,2021-12-18T19:20:11Z,6880000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
