actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,playerName,playerNameI,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
539,PT11M30.00S,2021-11-03T00:53:11.4Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,62,90,2021-11-03T00:53:11Z,5260000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:7),[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,538.0,7.0,7.0,0.0,,,,,,
540,PT11M24.00S,2021-11-03T00:53:18.1Z,4,REGULAR,3pt,Jump Shot,[],1626192,67.06636005256242,60.78431372549019,1610612749,62,90,2021-11-03T00:53:29Z,5270000,54.0,257.0,1,right,MISS P. Connaughton 26' 3PT,[1626192],1610612749.0,MIL,Connaughton,P. Connaughton,,,,,,,,,,26.27,Missed,,,,,,,,,,,,,,,,
541,PT11M21.00S,2021-11-03T00:53:21.1Z,4,REGULAR,rebound,defensive,[],1626168,,,1610612765,62,90,2021-11-03T00:53:29Z,5280000,,,0,,T. Lyles REBOUND (Off:2 Def:4),[1626168],1610612765.0,DET,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,540.0,6.0,4.0,2.0,,,,,,
542,PT11M08.00S,2021-11-03T00:53:35.6Z,4,REGULAR,foul,personal,['2freethrow'],1629620,,,1610612765,62,90,2021-11-03T00:53:48Z,5290000,,,0,,J. Robinson shooting personal FOUL (1 PF) (Lyles 2 FT),"[1629620, 1626168]",1610612749.0,MIL,Robinson,J. Robinson,shooting,,,,,,,,,,,,,,,,,,,,,201245.0,1.0,0.0,Lyles,1626168.0,
544,PT11M08.00S,2021-11-03T00:54:06.2Z,4,REGULAR,freethrow,1 of 2,[],1626168,,,1610612765,62,90,2021-11-03T00:54:06Z,5310000,,,0,,MISS T. Lyles Free Throw 1 of 2,[1626168],1610612765.0,DET,Lyles,T. Lyles,,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
545,PT11M08.00S,2021-11-03T00:54:06.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,62,90,2021-11-03T00:54:06Z,5320000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,544.0,,,,,,,,,
547,PT11M08.00S,2021-11-03T00:54:24.9Z,4,REGULAR,freethrow,2 of 2,[],1626168,,,1610612765,63,90,2021-11-03T00:54:24Z,5330000,,,0,,T. Lyles Free Throw 2 of 2 (8 PTS),[1626168],1610612765.0,DET,Lyles,T. Lyles,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
548,PT10M45.00S,2021-11-03T00:54:48.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,92.42772667542707,37.00980392156863,1610612749,63,90,2021-11-03T00:54:54Z,5340000,-65.0,19.0,1,right,MISS G. Antetokounmpo 6' bank Shot,[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,bank,,,,,,,,,6.76,Missed,,,,,,,,,,,,,,,,
549,PT10M42.00S,2021-11-03T00:54:51.2Z,4,REGULAR,rebound,defensive,[],1628367,,,1610612765,63,90,2021-11-03T00:54:51Z,5350000,,,0,,J. Jackson REBOUND (Off:0 Def:2),[1628367],1610612765.0,DET,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,548.0,2.0,2.0,0.0,,,,,,
550,PT10M31.00S,2021-11-03T00:55:03.1Z,4,REGULAR,3pt,Jump Shot,[],1628402,30.14126149802891,82.35294117647058,1610612765,63,90,2021-11-03T00:55:08Z,5360000,-162.0,231.0,1,left,MISS F. Jackson 28' 3PT,[1628402],1610612765.0,DET,Jackson,F. Jackson,,,,,,,,,,28.19,Missed,,,,,,,,,,,,,,,,
551,PT10M28.00S,2021-11-03T00:55:06.1Z,4,REGULAR,rebound,defensive,[],1626192,,,1610612749,63,90,2021-11-03T01:06:37Z,5370000,,,0,,P. Connaughton REBOUND (Off:0 Def:3),[1626192],1610612749.0,MIL,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,550.0,3.0,3.0,0.0,,,,,,
552,PT10M26.00S,2021-11-03T00:55:08.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203507,93.2161629434954,46.81372549019608,1610612749,63,92,2021-11-03T01:07:07Z,5380000,-16.0,11.0,1,right,G. Antetokounmpo running DUNK (23 PTS),[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,running,,,,,,,,,1.95,Made,23.0,,,,,,,,,,,,,,,
553,PT10M21.00S,2021-11-03T00:55:15.5Z,4,REGULAR,foul,personal,[],1626192,,,1610612765,63,92,2021-11-03T00:55:37Z,5390000,,,0,,P. Connaughton personal FOUL (1 PF),"[1626192, 1626168]",1610612749.0,MIL,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,201245.0,1.0,0.0,Lyles,1626168.0,
555,PT10M11.00S,2021-11-03T00:55:43.5Z,4,REGULAR,3pt,Jump Shot,[],1630595,31.192509855453352,26.470588235294116,1610612765,63,92,2021-11-03T00:55:47Z,5410000,118.0,241.0,1,left,MISS C. Cunningham 26' 3PT,[1630595],1610612765.0,DET,Cunningham,C. Cunningham,,,,,,,,,,26.79,Missed,,,,,,,,,,,,,,,,
556,PT10M08.00S,2021-11-03T00:55:46.3Z,4,REGULAR,rebound,defensive,[],1629620,,,1610612749,63,92,2021-11-03T00:55:46Z,5420000,,,0,,J. Robinson REBOUND (Off:1 Def:2),[1629620],1610612749.0,MIL,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,555.0,3.0,2.0,1.0,,,,,,
557,PT10M01.00S,2021-11-03T00:55:53.8Z,4,REGULAR,3pt,Jump Shot,[],203507,68.24901445466492,67.8921568627451,1610612749,63,95,2021-11-03T00:56:26Z,5430000,89.0,246.0,1,right,G. Antetokounmpo 26' 3PT  (26 PTS) (R. Hood 2 AST),"[203507, 203918]",1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,26.18,Made,26.0,R. Hood,203918.0,2.0,,,,,,,,,,,,
559,PT09M48.00S,2021-11-03T00:56:10.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626168,8.196452036793687,45.34313725490197,1610612765,65,95,2021-11-03T00:56:30Z,5450000,23.0,25.0,1,left,T. Lyles fadeaway Jump Shot (10 PTS),[1626168],1610612765.0,DET,Lyles,T. Lyles,fadeaway,,,,,,,,,3.38,Made,10.0,,,,,,,,,,,,,,,
560,PT09M48.00S,2021-11-03T00:56:13.5Z,4,REGULAR,foul,personal,['1freethrow'],203918,,,1610612765,65,95,2021-11-03T00:56:20Z,5460000,,,0,,R. Hood shooting personal FOUL (2 PF) (Lyles 1 FT),"[203918, 1626168]",1610612749.0,MIL,Hood,R. Hood,shooting,,,,,,,,,,,,,,,,,,,,,1628951.0,2.0,0.0,Lyles,1626168.0,
562,PT09M48.00S,2021-11-03T00:56:24.7Z,4,REGULAR,substitution,out,[],203918,,,1610612765,65,95,2021-11-03T00:56:54Z,5480000,,,0,,SUB out: R. Hood,[203918],1610612749.0,MIL,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT09M48.00S,2021-11-03T00:56:24.7Z,4,REGULAR,substitution,out,[],1629620,,,1610612765,65,95,2021-11-03T00:56:54Z,5490000,,,0,,SUB out: J. Robinson,[1629620],1610612749.0,MIL,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT09M48.00S,2021-11-03T00:56:24.7Z,4,REGULAR,substitution,in,[],1630686,,,1610612765,65,95,2021-11-03T00:56:54Z,5500000,,,0,,SUB in: G. Kalaitzakis,[1630686],1610612749.0,MIL,Kalaitzakis,G. Kalaitzakis,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT09M48.00S,2021-11-03T00:56:24.7Z,4,REGULAR,substitution,in,[],1629670,,,1610612765,65,95,2021-11-03T00:56:54Z,5510000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT09M48.00S,2021-11-03T00:56:39.6Z,4,REGULAR,freethrow,1 of 1,[],1626168,,,1610612765,66,95,2021-11-03T00:56:39Z,5520000,,,0,,T. Lyles Free Throw 1 of 1 (11 PTS),[1626168],1610612765.0,DET,Lyles,T. Lyles,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
567,PT09M37.00S,2021-11-03T00:56:52.4Z,4,REGULAR,3pt,Jump Shot,[],203507,68.24901445466492,31.862745098039213,1610612749,66,95,2021-11-03T01:09:08Z,5530000,-91.0,246.0,1,right,MISS G. Antetokounmpo 26' pullup 3PT,[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,pullup,,,,,,,,,26.22,Missed,,,,,,,,,,,,,,,,
568,PT09M37.00S,2021-11-03T00:56:52.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612765,66,95,2021-11-03T00:56:59Z,5540000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,567.0,,,,,,,,,
569,PT09M37.00S,2021-11-03T00:56:58.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,66,95,2021-11-03T00:56:58Z,5550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT09M26.00S,2021-11-03T00:57:11.4Z,4,REGULAR,foul,personal,['3freethrow'],1630686,,,1610612765,66,95,2021-11-03T00:57:23Z,5560000,,,0,,G. Kalaitzakis shooting personal FOUL (1 PF) (Jackson 3 FT),"[1630686, 1628402]",1610612749.0,MIL,Kalaitzakis,G. Kalaitzakis,shooting,,,,,,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Jackson,1628402.0,
572,PT09M26.00S,2021-11-03T00:57:36.3Z,4,REGULAR,freethrow,1 of 3,[],1628402,,,1610612765,67,95,2021-11-03T00:57:36Z,5580000,,,0,,F. Jackson Free Throw 1 of 3 (4 PTS),[1628402],1610612765.0,DET,Jackson,F. Jackson,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
573,PT09M26.00S,2021-11-03T00:57:36.3Z,4,REGULAR,freethrow,2 of 3,[],1628402,,,1610612765,68,95,2021-11-03T00:58:17Z,5590000,,,0,,F. Jackson Free Throw 2 of 3 (5 PTS),[1628402],1610612765.0,DET,Jackson,F. Jackson,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
574,PT09M26.00S,2021-11-03T00:57:52.0Z,4,REGULAR,substitution,out,[],1630686,,,1610612765,68,95,2021-11-03T00:57:55Z,5600000,,,0,,SUB out: G. Kalaitzakis,[1630686],1610612749.0,MIL,Kalaitzakis,G. Kalaitzakis,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT09M26.00S,2021-11-03T00:57:52.0Z,4,REGULAR,substitution,in,[],201588,,,1610612765,68,95,2021-11-03T00:57:55Z,5610000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT09M26.00S,2021-11-03T00:57:36.3Z,4,REGULAR,freethrow,3 of 3,[],1628402,,,1610612765,68,95,2021-11-03T00:58:17Z,5620000,,,0,,MISS F. Jackson Free Throw 3 of 3,[1628402],1610612765.0,DET,Jackson,F. Jackson,,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
577,PT09M20.00S,2021-11-03T00:57:42.3Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,68,95,2021-11-03T00:58:17Z,5630000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:8),[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,576.0,8.0,8.0,0.0,,,,,,
578,PT09M04.00S,2021-11-03T00:58:27.1Z,4,REGULAR,2pt,Jump Shot,[],203507,90.5880420499343,25.980392156862735,1610612749,68,97,2021-11-03T00:58:32Z,5640000,-120.0,36.0,1,right,G. Antetokounmpo 12' pullup Jump Shot (28 PTS),[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,pullup,,,,,,,,,12.54,Made,28.0,,,,,,,,,,,,,,,
581,PT08M51.00S,2021-11-03T00:58:43.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203507,,,1610612765,68,97,2021-11-03T00:58:51Z,5650000,,,0,,G. Antetokounmpo shooting personal FOUL (2 PF) (Cunningham 2 FT),"[203507, 1630595]",1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,shooting,,,,,,,,,,,,,,,,,,,,,201245.0,2.0,0.0,Cunningham,1630595.0,
583,PT08M51.00S,2021-11-03T00:59:02.4Z,4,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,69,97,2021-11-03T00:59:02Z,5670000,,,0,,C. Cunningham Free Throw 1 of 2 (5 PTS),[1630595],1610612765.0,DET,Cunningham,C. Cunningham,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
584,PT08M51.00S,2021-11-03T00:59:04.6Z,4,REGULAR,substitution,out,[],203507,,,1610612765,69,97,2021-11-03T00:59:11Z,5680000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT08M51.00S,2021-11-03T00:59:04.6Z,4,REGULAR,substitution,in,[],203648,,,1610612765,69,97,2021-11-03T00:59:11Z,5690000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT08M51.00S,2021-11-03T00:59:22.1Z,4,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,70,97,2021-11-03T00:59:22Z,5700000,,,0,,C. Cunningham Free Throw 2 of 2 (6 PTS),[1630595],1610612765.0,DET,Cunningham,C. Cunningham,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
587,PT08M28.00S,2021-11-03T00:59:45.6Z,4,REGULAR,3pt,Jump Shot,[],1626192,84.01773981603154,3.67647058823529,1610612749,70,100,2021-11-03T00:59:52Z,5710000,-232.0,98.0,1,right,P. Connaughton 25' 3PT  (16 PTS) (J. Nwora 1 AST),"[1626192, 1629670]",1610612749.0,MIL,Connaughton,P. Connaughton,,,,,,,,,,25.14,Made,16.0,J. Nwora,1629670.0,1.0,,,,,,,,,,,,
589,PT08M23.00S,2021-11-03T00:59:57.3Z,4,REGULAR,foul,offensive,[],1630568,,,1610612765,70,100,2021-11-03T01:00:16Z,5730000,,,0,,L. Garza offensive FOUL (1 PF),"[1630568, 1626171]",1610612765.0,DET,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Portis,1626171.0,
593,PT08M23.00S,2021-11-03T00:59:57.3Z,4,REGULAR,turnover,offensive foul,[],1630568,,,1610612765,70,100,2021-11-03T00:59:57Z,5750000,,,0,,L. Garza offensive foul TURNOVER (1 TO),[1630568],1610612765.0,DET,Garza,L. Garza,,,,,,,1.0,,,,,,,,,,,,,,,1628951.0,,,,,
594,PT08M13.00S,2021-11-03T01:00:20.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629670,94.00459921156373,53.18627450980392,1610612749,70,102,2021-11-03T01:00:28Z,5760000,16.0,4.0,1,right,J. Nwora reverse Layup (13 PTS) (G. Hill 7 AST),"[1629670, 201588]",1610612749.0,MIL,Nwora,J. Nwora,reverse,,,,,,,,,1.64,Made,13.0,G. Hill,201588.0,7.0,,,,,,,,,,,,
596,PT07M59.00S,2021-11-03T01:00:33.8Z,4,REGULAR,3pt,Jump Shot,[],1630595,32.11235216819975,33.33333333333334,1610612765,70,102,2021-11-03T01:00:38Z,5780000,83.0,249.0,1,left,MISS C. Cunningham 26' 3PT,[1630595],1610612765.0,DET,Cunningham,C. Cunningham,,,,,,,,,,26.29,Missed,,,,,,,,,,,,,,,,
597,PT07M55.00S,2021-11-03T01:00:37.8Z,4,REGULAR,rebound,defensive,[],203648,,,1610612749,70,102,2021-11-03T01:00:38Z,5790000,,,0,,T. Antetokounmpo REBOUND (Off:0 Def:6),[203648],1610612749.0,MIL,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,596.0,6.0,6.0,0.0,,,,,,
598,PT07M39.00S,2021-11-03T01:00:54.0Z,4,REGULAR,3pt,Jump Shot,[],1629670,75.607752956636,11.764705882352942,1610612749,70,105,2021-11-03T01:12:17Z,5800000,-191.0,177.0,1,right,J. Nwora 26' 3PT step back (16 PTS) (P. Connaughton 2 AST),"[1629670, 1626192]",1610612749.0,MIL,Nwora,J. Nwora,step back,,,,,,,,,26.04,Made,16.0,P. Connaughton,1626192.0,2.0,,,,,,,,,,,,
600,PT07M32.00S,2021-11-03T01:01:08.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,70,105,2021-11-03T01:01:08Z,5820000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT07M32.00S,2021-11-03T01:01:10.4Z,4,REGULAR,substitution,out,[],1630568,,,1610612765,70,105,2021-11-03T01:03:27Z,5830000,,,0,,SUB out: L. Garza,[1630568],1610612765.0,DET,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT07M32.00S,2021-11-03T01:01:10.4Z,4,REGULAR,substitution,out,[],201588,,,1610612765,70,105,2021-11-03T01:03:27Z,5840000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT07M32.00S,2021-11-03T01:01:10.4Z,4,REGULAR,substitution,out,[],1626192,,,1610612765,70,105,2021-11-03T01:03:27Z,5850000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT07M32.00S,2021-11-03T01:01:10.4Z,4,REGULAR,substitution,in,[],1630191,,,1610612765,70,105,2021-11-03T01:03:27Z,5860000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT07M32.00S,2021-11-03T01:01:10.4Z,4,REGULAR,substitution,in,[],1630686,,,1610612765,70,105,2021-11-03T01:03:27Z,5870000,,,0,,SUB in: G. Kalaitzakis,[1630686],1610612749.0,MIL,Kalaitzakis,G. Kalaitzakis,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT07M32.00S,2021-11-03T01:01:10.4Z,4,REGULAR,substitution,in,[],1628400,,,1610612765,70,105,2021-11-03T01:03:27Z,5880000,,,0,,SUB in: S. Ojeleye,[1628400],1610612749.0,MIL,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT07M21.00S,2021-11-03T01:04:09.1Z,4,REGULAR,violation,kicked ball,[],1626171,,,1610612765,70,105,2021-11-03T01:04:15Z,5890000,,,0,,B. Portis kicked ball VIOLATION,[1626171],1610612749.0,MIL,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,201245.0,,,,,
609,PT07M11.00S,2021-11-03T01:04:38.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628400,,,1610612765,70,105,2021-11-03T01:04:54Z,5900000,,,0,,S. Ojeleye shooting personal FOUL (4 PF) (Stewart 2 FT),"[1628400, 1630191]",1610612749.0,MIL,Ojeleye,S. Ojeleye,shooting,,,,,,,,,,,,,,,,,,,,,1628951.0,4.0,1.0,Stewart,1630191.0,
611,PT07M11.00S,2021-11-03T01:05:04.8Z,4,REGULAR,freethrow,1 of 2,[],1630191,,,1610612765,70,105,2021-11-03T01:05:04Z,5920000,,,0,,MISS I. Stewart Free Throw 1 of 2,[1630191],1610612765.0,DET,Stewart,I. Stewart,,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
612,PT07M11.00S,2021-11-03T01:05:04.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,70,105,2021-11-03T01:05:04Z,5930000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,611.0,,,,,,,,,
613,PT07M11.00S,2021-11-03T01:05:17.4Z,4,REGULAR,freethrow,2 of 2,[],1630191,,,1610612765,71,105,2021-11-03T01:05:17Z,5940000,,,0,,I. Stewart Free Throw 2 of 2 (5 PTS),[1630191],1610612765.0,DET,Stewart,I. Stewart,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
614,PT06M55.00S,2021-11-03T01:05:36.1Z,4,REGULAR,2pt,Jump Shot,[],1629670,74.81931668856767,36.274509803921575,1610612749,71,105,2021-11-03T01:05:46Z,5950000,-69.0,184.0,1,right,MISS J. Nwora 19' Jump Shot,[1629670],1610612749.0,MIL,Nwora,J. Nwora,,,,,,,,,,19.66,Missed,,,,,,,,,,,,,,,,
615,PT06M51.00S,2021-11-03T01:05:38.8Z,4,REGULAR,rebound,defensive,[],1628367,,,1610612765,71,105,2021-11-03T01:05:38Z,5960000,,,0,,J. Jackson REBOUND (Off:0 Def:3),[1628367],1610612765.0,DET,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,614.0,3.0,3.0,0.0,,,,,,
616,PT06M47.00S,2021-11-03T01:05:45.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628402,6.093955321944804,52.69607843137255,1610612765,73,105,2021-11-03T01:05:53Z,5970000,-13.0,5.0,1,left,F. Jackson driving Layup (7 PTS) (J. Jackson 1 AST),"[1628402, 1628367]",1610612765.0,DET,Jackson,F. Jackson,driving,,,,,,,,,1.43,Made,7.0,J. Jackson,1628367.0,1.0,,,,,,,,,,,,
618,PT06M47.00S,2021-11-03T01:05:48.6Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629670,,,1610612765,73,105,2021-11-03T01:06:01Z,5990000,,,0,,J. Nwora shooting personal FOUL (2 PF) (Jackson 1 FT),"[1629670, 1628402]",1610612749.0,MIL,Nwora,J. Nwora,shooting,,,,,,,,,,,,,,,,,,,,,201245.0,2.0,0.0,Jackson,1628402.0,
620,PT06M47.00S,2021-11-03T01:06:04.6Z,4,REGULAR,substitution,out,[],1630595,,,1610612765,73,105,2021-11-03T01:06:37Z,6010000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT06M47.00S,2021-11-03T01:06:04.6Z,4,REGULAR,substitution,out,[],1628367,,,1610612765,73,105,2021-11-03T01:06:37Z,6020000,,,0,,SUB out: J. Jackson,[1628367],1610612765.0,DET,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT06M47.00S,2021-11-03T01:06:04.6Z,4,REGULAR,substitution,in,[],1630165,,,1610612765,73,105,2021-11-03T01:06:37Z,6030000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT06M47.00S,2021-11-03T01:06:04.6Z,4,REGULAR,substitution,in,[],203585,,,1610612765,73,105,2021-11-03T01:06:37Z,6040000,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT06M47.00S,2021-11-03T01:06:23.8Z,4,REGULAR,freethrow,1 of 1,[],1628402,,,1610612765,74,105,2021-11-03T01:06:23Z,6050000,,,0,,F. Jackson Free Throw 1 of 1 (8 PTS),[1628402],1610612765.0,DET,Jackson,F. Jackson,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
625,PT06M32.00S,2021-11-03T01:06:40.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,90.98226018396846,53.18627450980392,1610612749,74,107,2021-11-03T01:14:01Z,6060000,16.0,32.0,1,right,B. Portis driving Hook (9 PTS),[1626171],1610612749.0,MIL,Portis,B. Portis,driving,,,,,,,,,3.6,Made,9.0,,,,,,,,,,,,,,,
626,PT06M20.00S,2021-11-03T01:06:51.3Z,4,REGULAR,3pt,Jump Shot,[],1628402,17.526281208935615,96.32352941176471,1610612765,74,107,2021-11-03T01:06:57Z,6070000,-232.0,112.0,1,left,MISS F. Jackson 25' 3PT,[1628402],1610612765.0,DET,Jackson,F. Jackson,,,,,,,,,,25.73,Missed,,,,,,,,,,,,,,,,
627,PT06M17.00S,2021-11-03T01:06:53.6Z,4,REGULAR,rebound,defensive,[],1629670,,,1610612749,74,107,2021-11-03T01:06:53Z,6080000,,,0,,J. Nwora REBOUND (Off:0 Def:2),[1629670],1610612749.0,MIL,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,626.0,2.0,2.0,0.0,,,,,,
628,PT06M11.00S,2021-11-03T01:07:01.3Z,4,REGULAR,3pt,Jump Shot,[],1626171,67.19776609724047,63.23529411764706,1610612749,74,110,2021-11-03T01:07:06Z,6090000,66.0,256.0,1,right,B. Portis 26' 3PT  (12 PTS) (J. Nwora 2 AST),"[1626171, 1629670]",1610612749.0,MIL,Portis,B. Portis,,,,,,,,,,26.42,Made,12.0,J. Nwora,1629670.0,2.0,,,,,,,,,,,,
630,PT05M58.00S,2021-11-03T01:07:15.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203648,,,1610612765,74,110,2021-11-03T01:07:37Z,6110000,,,0,,T. Antetokounmpo shooting personal FOUL (2 PF) (Lyles 2 FT),"[203648, 1626168]",1610612749.0,MIL,Antetokounmpo,T. Antetokounmpo,shooting,,,,,,,,,,,,,,,,,,,,,101283.0,2.0,0.0,Lyles,1626168.0,
632,PT05M58.00S,2021-11-03T01:07:42.0Z,4,REGULAR,freethrow,1 of 2,[],1626168,,,1610612765,75,110,2021-11-03T01:07:42Z,6130000,,,0,,T. Lyles Free Throw 1 of 2 (12 PTS),[1626168],1610612765.0,DET,Lyles,T. Lyles,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
633,PT05M58.00S,2021-11-03T01:07:42.9Z,4,REGULAR,substitution,out,[],203648,,,1610612765,75,110,2021-11-03T01:07:48Z,6140000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT05M58.00S,2021-11-03T01:07:42.9Z,4,REGULAR,substitution,in,[],1629620,,,1610612765,75,110,2021-11-03T01:07:48Z,6150000,,,0,,SUB in: J. Robinson,[1629620],1610612749.0,MIL,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT05M58.00S,2021-11-03T01:08:05.7Z,4,REGULAR,freethrow,2 of 2,[],1626168,,,1610612765,76,110,2021-11-03T01:08:05Z,6160000,,,0,,T. Lyles Free Throw 2 of 2 (13 PTS),[1626168],1610612765.0,DET,Lyles,T. Lyles,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
