actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
433,PT04M08.00S,2022-11-08T04:47:06.2Z,3,REGULAR,rebound,defensive,[],1629012,,,1610612762,101,88,2022-11-08T04:47:08Z,4280000,,,0,,C. Sexton REBOUND (Off:0 Def:4),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,431.0,4.0,4.0,0.0,,,,,
434,PT04M00.00S,2022-11-08T04:47:14.2Z,3,REGULAR,3pt,Jump Shot,[],1627736,70.64717477003943,16.666666666666664,1610612762,104,88,2022-11-08T04:47:19Z,4290000,-167.0,223.0,1,right,M. Beasley 27' 3PT  (14 PTS) (M. Conley 11 AST),"[1627736, 201144]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,,,,27.87,Made,14.0,M. Conley,201144.0,11.0,,,,,,,,,
436,PT03M53.00S,2022-11-08T04:47:23.7Z,3,REGULAR,foul,personal,[],201144,,,1610612747,104,88,2022-11-08T04:47:29Z,4310000,,,0,,M. Conley personal FOUL (2 PF),"[201144, 1630559]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,Mid-Range,16-24 Right Center,202049.0,2.0,0.0,Reaves,1630559.0,,,,,,,,,,,,,,,
438,PT03M53.00S,2022-11-08T04:47:30.7Z,3,REGULAR,substitution,out,[],1627736,,,1610612747,104,88,2022-11-08T04:47:45Z,4330000,,,0,,SUB out: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M53.00S,2022-11-08T04:47:30.7Z,3,REGULAR,substitution,out,[],203482,,,1610612747,104,88,2022-11-08T04:47:45Z,4340000,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT03M53.00S,2022-11-08T04:47:30.7Z,3,REGULAR,substitution,in,[],1631117,,,1610612747,104,88,2022-11-08T04:47:45Z,4360000,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M53.00S,2022-11-08T04:47:30.7Z,3,REGULAR,substitution,in,[],1629659,,,1610612747,104,88,2022-11-08T04:47:45Z,4370000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M53.00S,2022-11-08T04:47:30.7Z,3,REGULAR,substitution,in,[],1627745,,,1610612747,104,88,2022-11-08T04:47:45Z,4380000,,,0,,SUB in: D. Jones,[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M53.00S,2022-11-08T04:47:30.7Z,3,REGULAR,substitution,out,[],203076,,,1610612747,104,88,2022-11-08T04:47:50Z,4390000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M47.00S,2022-11-08T04:48:03.9Z,3,REGULAR,2pt,Jump Shot,[],1629134,22.683968462549277,43.627450980392155,1610612747,104,90,2022-11-08T04:48:08Z,4400000,32.0,161.0,1,left,K. Nunn 16' pullup Jump Shot (12 PTS),[1629134],1610612747.0,LAL,pullup,,,Nunn,K. Nunn,,,,,Mid-Range,16-24 Center,,,,,,16.38,Made,12.0,,,,,,,,,,,,
446,PT03M32.00S,2022-11-08T04:48:18.3Z,3,REGULAR,2pt,Jump Shot,[],1629012,91.40932982917214,28.431372549019606,1610612762,106,90,2022-11-08T04:50:25Z,4410000,-108.0,28.0,1,right,C. Sexton 11' fadeaway Jump Shot (15 PTS) (W. Kessler 1 AST),"[1629012, 1631117]",1610612762.0,UTA,fadeaway,,,Sexton,C. Sexton,,,,,Mid-Range,8-16 Left,,,,,,11.15,Made,15.0,W. Kessler,1631117.0,1.0,,,,,,,,,
447,PT03M17.00S,2022-11-08T04:48:33.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,8.623521681997373,54.41176470588235,1610612747,106,90,2022-11-08T04:48:39Z,4420000,-22.0,29.0,1,left,MISS A. Reaves driving Layup,[1630559],1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,3.61,Missed,,,,,,,,,,,,,
448,PT03M16.00S,2022-11-08T04:48:34.9Z,3,REGULAR,rebound,defensive,[],1629659,,,1610612762,106,90,2022-11-08T04:48:39Z,4430000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,447.0,1.0,1.0,0.0,,,,,
449,PT03M09.00S,2022-11-08T04:48:43.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629659,91.93495400788436,52.94117647058824,1610612762,108,90,2022-11-08T04:52:11Z,4440000,15.0,23.0,1,right,T. Horton-Tucker driving DUNK (9 PTS) (M. Conley 12 AST),"[1629659, 201144]",1610612762.0,UTA,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,,,2.75,Made,9.0,M. Conley,201144.0,12.0,,,,,,,,,
451,PT03M09.00S,2022-11-08T04:48:46.9Z,3,REGULAR,foul,personal,['1freethrow'],1627745,,,1610612762,108,90,2022-11-08T04:48:55Z,4460000,,,0,,D. Jones shooting personal FOUL (1 PF) (Horton-Tucker 1 FT),"[1627745, 1629659]",1610612747.0,LAL,shooting,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,202049.0,1.0,0.0,Horton-Tucker,1629659.0,,,,,,,,,,,,,,,
453,PT03M09.00S,2022-11-08T04:48:59.8Z,3,REGULAR,substitution,out,[],201144,,,1610612762,108,90,2022-11-08T04:49:27Z,4480000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT03M09.00S,2022-11-08T04:48:59.8Z,3,REGULAR,substitution,out,[],1628374,,,1610612762,108,90,2022-11-08T04:49:27Z,4490000,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT03M09.00S,2022-11-08T04:48:59.8Z,3,REGULAR,substitution,out,[],1630559,,,1610612762,108,90,2022-11-08T04:49:27Z,4500000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT03M09.00S,2022-11-08T04:48:59.8Z,3,REGULAR,substitution,in,[],203903,,,1610612762,108,90,2022-11-08T04:49:27Z,4510000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT03M09.00S,2022-11-08T04:48:59.8Z,3,REGULAR,substitution,in,[],200752,,,1610612762,108,90,2022-11-08T04:49:27Z,4520000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT03M09.00S,2022-11-08T04:48:59.8Z,3,REGULAR,substitution,in,[],1628972,,,1610612762,108,90,2022-11-08T04:49:27Z,4530000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M09.00S,2022-11-08T04:49:26.1Z,3,REGULAR,freethrow,1 of 1,[],1629659,,,1610612762,108,90,2022-11-08T04:49:26Z,4540000,,,0,,MISS T. Horton-Tucker Free Throw 1 of 1,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
460,PT03M07.00S,2022-11-08T04:49:28.1Z,3,REGULAR,rebound,defensive,[],1629117,,,1610612747,108,90,2022-11-08T04:49:28Z,4550000,,,0,,W. Gabriel REBOUND (Off:0 Def:4),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,459.0,4.0,4.0,0.0,,,,,
461,PT03M00.00S,2022-11-08T04:49:34.1Z,3,REGULAR,3pt,Jump Shot,[],1629134,31.61957950065703,53.18627450980392,1610612747,108,90,2022-11-08T04:49:40Z,4560000,-16.0,245.0,1,left,MISS K. Nunn 24' pullup 3PT,[1629134],1610612747.0,LAL,pullup,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Center,,,,,,24.52,Missed,,,,,,,,,,,,,
462,PT02M57.00S,2022-11-08T04:49:37.1Z,3,REGULAR,rebound,defensive,[],1631117,,,1610612762,108,90,2022-11-08T04:49:40Z,4570000,,,0,,W. Kessler REBOUND (Off:3 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,461.0,5.0,2.0,3.0,,,,,
507,PT02M44.00S,2022-11-08T04:49:54.7Z,3,REGULAR,3pt,Jump Shot,[],200752,71.17279894875165,24.509803921568626,1610612762,108,90,2022-11-08T04:57:33Z,4595000,-127.0,218.0,1,right,MISS R. Gay 25' 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Above the Break 3,24+ Left Center,,,,,,25.3,Missed,,,,,,,,,,,,,
508,PT02M42.00S,2022-11-08T04:49:56.7Z,3,REGULAR,rebound,defensive,[],1629134,,,1610612747,108,90,2022-11-08T04:57:33Z,4607500,,,0,,K. Nunn REBOUND (Off:0 Def:1),[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,507.0,1.0,1.0,0.0,,,,,
467,PT02M28.00S,2022-11-08T04:50:15.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627745,7.178055190538765,47.794117647058826,1610612747,108,90,2022-11-08T04:50:42Z,4620000,11.0,15.0,1,left,MISS D. Jones Layup - blocked,"[1627745, 200752]",1610612747.0,LAL,,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,,,,,,1.86,Missed,,,,,,,,,,Gay,200752.0,,
468,PT02M28.00S,2022-11-08T04:50:15.3Z,3,REGULAR,block,,[],200752,,,1610612747,108,90,2022-11-08T04:50:17Z,4630000,,,0,,R. Gay BLOCK (1 BLK),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
472,PT02M24.00S,2022-11-08T04:50:19.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612762,108,90,2022-11-08T04:50:39Z,4640000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,467.0,,,,,,,,
469,PT02M24.00S,2022-11-08T04:50:36.4Z,3,REGULAR,jumpball,recovered,[],1629659,,,1610612762,108,90,2022-11-08T04:50:36Z,4650000,,,0,,Jump Ball R. Gay vs. D. Jones: Tip to T. Horton-Tucker,"[1629659, 200752, 1627745]",1610612762.0,UTA,heldball,T. Horton-Tucker,1629659.0,Horton-Tucker,T. Horton-Tucker,Gay,200752.0,Jones,1627745.0,,,,,,,,,,,,,,,,,,,,,,
473,PT02M13.00S,2022-11-08T04:50:47.1Z,3,REGULAR,3pt,Jump Shot,[],1629012,90.3580814717477,2.941176470588235,1610612762,108,90,2022-11-08T04:50:51Z,4680000,-235.0,38.0,1,right,MISS C. Sexton 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Left Corner 3,24+ Left,,,,,,23.84,Missed,,,,,,,,,,,,,
474,PT02M11.00S,2022-11-08T04:50:50.2Z,3,REGULAR,rebound,offensive,[],200752,,,1610612762,108,90,2022-11-08T04:50:50Z,4690000,,,0,,R. Gay REBOUND (Off:1 Def:3),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,473.0,4.0,3.0,1.0,,,,,
475,PT02M08.00S,2022-11-08T04:51:20.4Z,3,REGULAR,jumpball,recovered,[],1629117,,,1610612762,108,90,2022-11-08T04:51:20Z,4700000,,,0,,Jump Ball M. Christie vs. R. Gay: Tip to W. Gabriel,"[1629117, 1631108, 200752]",1610612747.0,LAL,heldball,W. Gabriel,1629117.0,Gabriel,W. Gabriel,Christie,1631108.0,Gay,200752.0,,,,,,,,,,,,,,,,,,,,,,
478,PT02M08.00S,2022-11-08T04:51:20.4Z,3,REGULAR,turnover,lost ball,[],200752,,,1610612762,108,90,2022-11-08T04:51:20Z,4730000,,,0,,R. Gay lost ball TURNOVER (1 TO),"[200752, 1631108]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,1.0,,,Christie,1631108.0
479,PT02M08.00S,2022-11-08T04:51:20.4Z,3,REGULAR,steal,,[],1631108,,,1610612747,108,90,2022-11-08T04:51:20Z,4740000,,,0,,M. Christie STEAL (1 STL),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT02M05.00S,2022-11-08T04:51:26.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629012,,,1610612747,108,90,2022-11-08T04:51:31Z,4750000,,,0,,C. Sexton personal FOUL (2 PF) (Nunn 2 FT),"[1629012, 1629134]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Left Center,202049.0,2.0,0.0,Nunn,1629134.0,,,,,,,,,,,,,,,
482,PT02M05.00S,2022-11-08T04:51:51.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629134,,,1610612747,108,91,2022-11-08T04:51:51Z,4770000,,,0,,K. Nunn Free Throw 1 of 2 (13 PTS),[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,
483,PT02M05.00S,2022-11-08T04:52:04.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629134,,,1610612747,108,92,2022-11-08T04:52:04Z,4780000,,,0,,K. Nunn Free Throw 2 of 2 (14 PTS),[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,Made,14.0,,,,,,,,,,,,
484,PT01M54.00S,2022-11-08T04:52:17.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,82.7365308804205,41.17647058823529,1610612762,108,92,2022-11-08T04:58:03Z,4790000,-44.0,110.0,1,right,MISS J. Clarkson 11' fadeaway Shot,[203903],1610612762.0,UTA,fadeaway,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,11.83,Missed,,,,,,,,,,,,,
485,PT01M51.00S,2022-11-08T04:52:20.8Z,3,REGULAR,rebound,defensive,[],1628972,,,1610612747,108,92,2022-11-08T04:52:23Z,4800000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:4),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,484.0,4.0,4.0,0.0,,,,,
486,PT01M45.00S,2022-11-08T04:52:26.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629134,10.068988173455978,61.51960784313726,1610612747,108,94,2022-11-08T04:58:32Z,4810000,-58.0,42.0,1,left,K. Nunn 7' running Layup (16 PTS) (T. Brown Jr. 2 AST),"[1629134, 1628972]",1610612747.0,LAL,running,,,Nunn,K. Nunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.13,Made,16.0,T. Brown Jr.,1628972.0,2.0,,,,,,,,,
488,PT01M26.00S,2022-11-08T04:52:45.7Z,3,REGULAR,turnover,out-of-bounds,[],203903,,,1610612762,108,94,2022-11-08T04:52:54Z,4830000,,,0,,J. Clarkson bad pass out-of-bounds TURNOVER (1 TO),[203903],1610612762.0,UTA,bad pass,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,1151.0,,,,,,,,,,,,,,,1.0,,,,
489,PT01M15.00S,2022-11-08T04:53:03.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629134,8.623521681997373,57.107843137254896,1610612747,108,94,2022-11-08T04:53:09Z,4840000,-36.0,29.0,1,left,MISS K. Nunn driving Layup,[1629134],1610612747.0,LAL,driving,,,Nunn,K. Nunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.56,Missed,,,,,,,,,,,,,
490,PT01M10.00S,2022-11-08T04:53:08.2Z,3,REGULAR,rebound,offensive,[],1627745,,,1610612747,108,94,2022-11-08T04:53:08Z,4850000,,,0,,D. Jones REBOUND (Off:1 Def:1),[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,489.0,2.0,1.0,1.0,,,,,
491,PT01M10.00S,2022-11-08T04:53:08.2Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1627745,5.590000152587891,50.0,1610612747,108,94,2022-11-08T04:53:14Z,4860000,0.0,0.0,1,left,MISS D. Jones tip DUNK,[1627745],1610612747.0,LAL,tip,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,,,,,,0.0,Missed,,,,,,,,,,,,,
492,PT01M10.00S,2022-11-08T04:53:08.2Z,3,REGULAR,rebound,offensive,[],1627745,,,1610612747,108,94,2022-11-08T04:53:14Z,4870000,,,0,,D. Jones REBOUND (Off:2 Def:1),[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,491.0,3.0,1.0,2.0,,,,,
493,PT01M06.00S,2022-11-08T04:53:12.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627745,5.590000152587891,50.0,1610612747,108,96,2022-11-08T04:53:12Z,4880000,0.0,0.0,1,left,D. Jones tip Layup (4 PTS),[1627745],1610612747.0,LAL,tip,,,Jones,D. Jones,,,,,Mid-Range,8-16 Left,,,,,,0.0,Made,4.0,,,,,,,,,,,,
494,PT01M02.00S,2022-11-08T04:53:19.0Z,3,REGULAR,foul,personal,['2freethrow'],1628972,,,1610612762,108,96,2022-11-08T04:53:35Z,4890000,,,0,,T. Brown Jr. shooting personal FOUL (4 PF) (Horton-Tucker 2 FT),"[1628972, 1629659]",1610612747.0,LAL,shooting,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),8-16 Left,202049.0,4.0,0.0,Horton-Tucker,1629659.0,,,,,,,,,,,,,,,
496,PT01M02.00S,2022-11-08T04:53:47.8Z,3,REGULAR,freethrow,1 of 2,[],1629659,,,1610612762,109,96,2022-11-08T04:53:47Z,4910000,,,0,,T. Horton-Tucker Free Throw 1 of 2 (10 PTS),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,
497,PT01M02.00S,2022-11-08T04:53:58.7Z,3,REGULAR,substitution,out,[],1628972,,,1610612762,109,96,2022-11-08T04:54:06Z,4920000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT01M02.00S,2022-11-08T04:53:58.7Z,3,REGULAR,substitution,in,[],1630346,,,1610612762,109,96,2022-11-08T04:54:06Z,4930000,,,0,,SUB in: M. Ryan,[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT01M02.00S,2022-11-08T04:54:24.9Z,3,REGULAR,freethrow,2 of 2,[],1629659,,,1610612762,110,96,2022-11-08T04:54:24Z,4940000,,,0,,T. Horton-Tucker Free Throw 2 of 2 (11 PTS),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,
500,PT00M47.00S,2022-11-08T04:54:42.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629134,5.469776609724048,42.8921568627451,1610612747,110,98,2022-11-08T04:54:48Z,4950000,36.0,-1.0,1,left,K. Nunn driving Layup (18 PTS),[1629134],1610612747.0,LAL,driving,,,Nunn,K. Nunn,,,,,Restricted Area,0-8 Center,,,,,,3.55,Made,18.0,,,,,,,,,,,,
501,PT00M33.90S,2022-11-08T04:54:57.5Z,3,REGULAR,2pt,Jump Shot,[],1629012,92.59198423127464,8.57843137254902,1610612762,112,98,2022-11-08T04:55:02Z,4960000,-207.0,17.0,1,right,C. Sexton 20' pullup Jump Shot (17 PTS),[1629012],1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Left,,,,,,20.78,Made,17.0,,,,,,,,,,,,
502,PT00M25.30S,2022-11-08T04:55:08.7Z,3,REGULAR,3pt,Jump Shot,[],1629134,31.61957950065703,37.745098039215684,1610612747,112,98,2022-11-08T05:00:42Z,4970000,61.0,245.0,1,left,MISS K. Nunn 25' pullup 3PT,[1629134],1610612747.0,LAL,pullup,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Center,,,,,,25.23,Missed,,,,,,,,,,,,,
503,PT00M22.60S,2022-11-08T04:55:11.4Z,3,REGULAR,rebound,defensive,[],1631117,,,1610612762,112,98,2022-11-08T04:55:14Z,4980000,,,0,,W. Kessler REBOUND (Off:3 Def:3),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,502.0,6.0,3.0,3.0,,,,,
504,PT00M00.90S,2022-11-08T04:55:33.1Z,3,REGULAR,3pt,Jump Shot,[],200752,93.9060446780552,95.09803921568627,1610612762,115,98,2022-11-08T04:55:38Z,4990000,225.0,5.0,1,right,R. Gay 3PT  (6 PTS) (J. Clarkson 4 AST),"[200752, 203903]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,Right Corner 3,24+ Right,,,,,,22.56,Made,6.0,J. Clarkson,203903.0,4.0,,,,,,,,,
506,PT00M00.00S,2022-11-08T04:55:38.0Z,3,REGULAR,period,end,[],0,,,1610612747,115,98,2022-11-08T04:55:38Z,5010000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2022-11-08T04:58:03.1Z,4,REGULAR,substitution,out,['startperiod'],1629134,,,1610612747,115,98,2022-11-08T04:58:24Z,5020000,,,0,,SUB out: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2022-11-08T04:58:03.1Z,4,REGULAR,substitution,out,['startperiod'],1627745,,,1610612747,115,98,2022-11-08T04:58:24Z,5030000,,,0,,SUB out: D. Jones,[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2022-11-08T04:58:03.1Z,4,REGULAR,substitution,out,['startperiod'],1629117,,,1610612747,115,98,2022-11-08T04:58:24Z,5040000,,,0,,SUB out: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2022-11-08T04:58:03.1Z,4,REGULAR,substitution,in,['startperiod'],201566,,,1610612747,115,98,2022-11-08T04:58:24Z,5050000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2022-11-08T04:58:03.1Z,4,REGULAR,substitution,in,['startperiod'],203076,,,1610612747,115,98,2022-11-08T04:58:24Z,5060000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2022-11-08T04:58:03.1Z,4,REGULAR,substitution,in,['startperiod'],1630559,,,1610612747,115,98,2022-11-08T04:58:24Z,5070000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2022-11-08T04:58:22.6Z,4,REGULAR,period,start,[],0,,,1610612747,115,98,2022-11-08T04:58:24Z,5080000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT11M49.00S,2022-11-08T04:58:32.9Z,4,REGULAR,3pt,Jump Shot,[],1630346,14.536793692509855,3.1862745098039214,1610612747,115,98,2022-11-08T04:58:39Z,5090000,234.0,84.0,1,left,MISS M. Ryan 24' 3PT,[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,Right Corner 3,24+ Right,,,,,,24.87,Missed,,,,,,,,,,,,,
519,PT11M47.00S,2022-11-08T04:58:37.7Z,4,REGULAR,rebound,offensive,[],201566,,,1610612747,115,98,2022-11-08T04:58:37Z,5100000,,,0,,R. Westbrook REBOUND (Off:1 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,518.0,2.0,1.0,1.0,,,,,
521,PT11M47.00S,2022-11-08T04:59:02.7Z,4,REGULAR,foul,personal,['1freethrow'],1631117,,,1610612747,115,98,2022-11-08T04:59:20Z,5120000,,,0,,W. Kessler away-from-play personal FOUL (2 PF) (Davis 1 FT),"[1631117, 203076]",1610612762.0,UTA,away-from-play,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Right,1151.0,2.0,0.0,Davis,203076.0,,,,,,,,,,,,,,,
523,PT11M47.00S,2022-11-08T04:59:24.1Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],203076,,,1610612747,115,99,2022-11-08T04:59:24Z,5140000,,,0,,A. Davis away-from-play Free Throw 1 of 1 (26 PTS),[203076],1610612747.0,LAL,away-from-play,,,Davis,A. Davis,,,,,,,,,,,,,Made,26.0,,,,,,,,,,,,
524,PT11M41.00S,2022-11-08T04:59:43.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630559,28.465834428383708,75.73529411764706,1610612747,115,99,2022-11-08T04:59:48Z,5150000,-129.0,215.0,1,left,MISS A. Reaves 25' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,25.07,Missed,,,,,,,,,,,,,
525,PT11M39.00S,2022-11-08T04:59:45.4Z,4,REGULAR,rebound,defensive,[],1631117,,,1610612762,115,99,2022-11-08T04:59:48Z,5160000,,,0,,W. Kessler REBOUND (Off:3 Def:4),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,524.0,7.0,4.0,3.0,,,,,
