actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
87,PT05M56.00S,2022-10-27T01:21:54.1Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,12,10,2022-10-27T01:21:54Z,860000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,86.0,,,,,,,1.0,1.0,0.0
88,PT05M45.00S,2022-10-27T01:22:05.1Z,1,REGULAR,3pt,Jump Shot,[],1631106,29.6484888304862,21.568627450980394,1610612745,12,10,2022-10-27T01:22:09Z,870000,142.0,226.0,1,left,MISS T. Eason 26' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,,,,,26.72,Missed,,,,,,,,,,,,
89,PT05M42.00S,2022-10-27T01:22:08.1Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,12,10,2022-10-27T01:22:09Z,880000,,,0,,L. Markkanen REBOUND (Off:0 Def:3),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,88.0,,,,,,,3.0,3.0,0.0
90,PT05M40.00S,2022-10-27T01:22:09.1Z,1,REGULAR,turnover,lost ball,[],1628374,,,1610612762,12,10,2022-10-27T01:22:13Z,890000,,,0,,L. Markkanen lost ball TURNOVER (2 TO),"[1628374, 1631095]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Right,2.0,,,,,,,,,,,,,,,Smith Jr.,1631095.0,,,
91,PT05M40.00S,2022-10-27T01:22:09.1Z,1,REGULAR,steal,,[],1631095,,,1610612745,12,10,2022-10-27T01:22:11Z,900000,,,0,,J. Smith Jr. STEAL (1 STL),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
92,PT05M26.00S,2022-10-27T01:22:23.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631095,7.5722733245729295,43.13725490196079,1610612745,12,10,2022-10-27T01:22:28Z,910000,34.0,19.0,1,left,MISS J. Smith Jr. driving Layup,[1631095],1610612745.0,HOU,driving,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,3.91,Missed,,,,,,,,,,,,
93,PT05M23.00S,2022-10-27T01:22:26.4Z,1,REGULAR,rebound,offensive,[],1630224,,,1610612745,12,10,2022-10-27T01:22:26Z,920000,,,0,,J. Green REBOUND (Off:1 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,92.0,,,,,,,2.0,1.0,1.0
94,PT05M18.00S,2022-10-27T01:22:30.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630224,32.276609724047304,20.34313725490196,1610612745,12,10,2022-10-27T01:22:35Z,930000,148.0,251.0,1,left,MISS J. Green 29' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,29.15,Missed,,,,,,,,,,,,
95,PT05M16.00S,2022-10-27T01:22:32.6Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,12,10,2022-10-27T01:22:35Z,940000,,,0,,L. Markkanen REBOUND (Off:0 Def:4),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,94.0,,,,,,,4.0,4.0,0.0
96,PT05M10.00S,2022-10-27T01:22:39.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629012,91.67214191852825,47.30392156862745,1610612762,14,10,2022-10-27T01:22:47Z,950000,-13.0,26.0,1,right,C. Sexton running Layup (2 PTS),[1629012],1610612762.0,UTA,running,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,,2.91,Made,,,,2.0,,,,,,,,
97,PT04M45.00S,2022-10-27T01:23:05.0Z,1,REGULAR,3pt,Jump Shot,[],1631095,30.56833114323259,30.637254901960787,1610612745,14,13,2022-10-27T01:23:09Z,960000,97.0,235.0,1,left,J. Smith Jr. 25' 3PT  (3 PTS) (T. Eason 1 AST),"[1631095, 1631106]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,25.4,Made,,,,3.0,T. Eason,1631106.0,1.0,,,,,
99,PT04M24.00S,2022-10-27T01:23:25.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203482,93.38042049934296,55.63725490196079,1610612762,14,13,2022-10-27T01:23:30Z,980000,28.0,10.0,1,right,MISS K. Olynyk cutting Layup,[203482],1610612762.0,UTA,cutting,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,2.98,Missed,,,,,,,,,,,,
100,PT04M21.00S,2022-10-27T01:23:28.7Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,14,13,2022-10-27T01:23:30Z,990000,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,99.0,,,,,,,2.0,2.0,0.0
101,PT04M17.00S,2022-10-27T01:23:32.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1631106,10.988830486202366,48.529411764705884,1610612745,14,13,2022-10-27T02:14:10Z,1000000,7.0,51.0,1,left,MISS T. Eason driving floating bank Shot,[1631106],1610612745.0,HOU,driving floating bank,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.13,Missed,,,,,,,,,,,,
102,PT04M12.00S,2022-10-27T01:23:37.2Z,1,REGULAR,rebound,offensive,[],1631106,,,1610612745,14,13,2022-10-27T01:23:39Z,1010000,,,0,,T. Eason REBOUND (Off:1 Def:0),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101.0,,,,,,,1.0,0.0,1.0
103,PT04M12.00S,2022-10-27T01:23:36.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631106,5.590000152587891,50.0,1610612745,14,13,2022-10-27T01:23:41Z,1020000,0.0,0.0,1,left,MISS T. Eason tip Layup,[1631106],1610612745.0,HOU,tip,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,0.0,Missed,,,,,,,,,,,,
104,PT04M12.00S,2022-10-27T01:23:36.6Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,14,13,2022-10-27T01:23:41Z,1030000,,,0,,L. Markkanen REBOUND (Off:0 Def:5),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,103.0,,,,,,,5.0,5.0,0.0
105,PT04M06.00S,2022-10-27T01:23:42.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628374,93.38042049934296,54.41176470588235,1610612762,16,13,2022-10-27T01:24:11Z,1040000,22.0,10.0,1,right,L. Markkanen driving Layup (4 PTS),[1628374],1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,2.41,Made,,,,4.0,,,,,,,,
106,PT03M47.00S,2022-10-27T01:24:01.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,17.16491458607096,50.98039215686274,1610612745,16,15,2022-10-27T01:24:05Z,1050000,-5.0,109.0,1,left,K. Porter Jr. 10' pullup Jump Shot (5 PTS),[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,10.9,Made,,,,5.0,,,,,,,,
107,PT03M25.00S,2022-10-27T01:24:24.4Z,1,REGULAR,turnover,lost ball,[],203482,,,1610612762,16,15,2022-10-27T01:24:30Z,1060000,,,0,,K. Olynyk lost ball TURNOVER (2 TO),"[203482, 1631106]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Right,2.0,,,,,,,,,,,,,,,Eason,1631106.0,,,
108,PT03M25.00S,2022-10-27T01:24:24.4Z,1,REGULAR,steal,,[],1631106,,,1610612745,16,15,2022-10-27T01:24:25Z,1070000,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
109,PT03M17.00S,2022-10-27T01:24:35.6Z,1,REGULAR,foul,offensive,[],1630231,,,1610612745,16,15,2022-10-27T01:24:41Z,1080000,,,0,,K. Martin Jr. offensive FOUL (1 PF),"[1630231, 1629012]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Mid-Range,8-16 Left,,1627963.0,1.0,0.0,Sexton,1629012.0,,,,,,,,,,,,,,
111,PT03M17.00S,2022-10-27T01:24:35.6Z,1,REGULAR,turnover,offensive foul,[],1630231,,,1610612745,16,15,2022-10-27T01:24:35Z,1100000,,,0,,K. Martin Jr. offensive foul TURNOVER (1 TO),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Mid-Range,8-16 Left,1.0,1627963.0,,,,,,,,,,,,,,,,,,
112,PT03M17.00S,2022-10-27T01:24:41.7Z,1,REGULAR,substitution,out,[],1628374,,,1610612762,16,15,2022-10-27T01:24:48Z,1110000,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M17.00S,2022-10-27T01:24:41.7Z,1,REGULAR,substitution,out,[],203482,,,1610612762,16,15,2022-10-27T01:24:48Z,1120000,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M17.00S,2022-10-27T01:24:41.7Z,1,REGULAR,substitution,out,[],1631095,,,1610612762,16,15,2022-10-27T01:24:48Z,1130000,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M17.00S,2022-10-27T01:24:41.7Z,1,REGULAR,substitution,in,[],200752,,,1610612762,16,15,2022-10-27T01:24:48Z,1140000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M17.00S,2022-10-27T01:24:41.7Z,1,REGULAR,substitution,in,[],1629659,,,1610612762,16,15,2022-10-27T01:24:48Z,1150000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M17.00S,2022-10-27T01:24:41.7Z,1,REGULAR,substitution,in,[],1626246,,,1610612762,16,15,2022-10-27T01:24:48Z,1160000,,,0,,SUB in: B. Marjanovic,[1626246],1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M08.00S,2022-10-27T01:25:18.0Z,1,REGULAR,turnover,traveling,[],1631117,,,1610612762,16,15,2022-10-27T01:25:24Z,1180000,,,0,,W. Kessler traveling TURNOVER (1 TO),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Center,1.0,202026.0,,,,,,,,,,,,,,,,,,
120,PT02M54.00S,2022-10-27T01:25:48.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629645,18.2161629434954,32.35294117647059,1610612745,16,15,2022-10-27T01:25:55Z,1190000,88.0,119.0,1,left,MISS K. Porter Jr. 14' step back Shot,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Right,,,,,,,14.79,Missed,,,,,,,,,,,,
121,PT02M50.00S,2022-10-27T01:25:52.7Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612762,16,15,2022-10-27T01:25:55Z,1200000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,8-16 Right,,,,,,,,,,,120.0,,,,,,,1.0,1.0,0.0
123,PT02M44.00S,2022-10-27T01:26:03.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,16,15,2022-10-27T01:26:03Z,1220000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M42.00S,2022-10-27T01:28:59.3Z,1,REGULAR,3pt,Jump Shot,[],200752,69.72733245729303,22.54901960784314,1610612762,16,15,2022-10-27T01:29:04Z,1230000,-137.0,232.0,1,right,MISS R. Gay 26' 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Above the Break 3,24+ Left Center,,,,,,,26.97,Missed,,,,,,,,,,,,
125,PT02M39.00S,2022-10-27T01:29:02.3Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,16,15,2022-10-27T01:29:04Z,1240000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,124.0,,,,,,,1.0,1.0,0.0
126,PT02M27.00S,2022-10-27T01:29:16.2Z,1,REGULAR,foul,personal,['2freethrow'],1631117,,,1610612745,16,15,2022-10-27T01:29:20Z,1250000,,,0,,W. Kessler shooting personal FOUL (1 PF) (Martin Jr. 2 FT),"[1631117, 1630231]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,101284.0,1.0,0.0,Martin Jr.,1630231.0,,,,,,,,,,,,,,
128,PT02M27.00S,2022-10-27T01:29:43.5Z,1,REGULAR,freethrow,1 of 2,[],1630231,,,1610612745,16,15,2022-10-27T01:29:43Z,1270000,,,0,,MISS K. Martin Jr. Free Throw 1 of 2,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
129,PT02M27.00S,2022-10-27T01:29:43.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,16,15,2022-10-27T01:29:43Z,1280000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,,
130,PT02M27.00S,2022-10-27T01:30:02.9Z,1,REGULAR,freethrow,2 of 2,[],1630231,,,1610612745,16,16,2022-10-27T01:30:02Z,1290000,,,0,,K. Martin Jr. Free Throw 2 of 2 (1 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,Made,,,,1.0,,,,,,,,
131,PT02M14.00S,2022-10-27T01:30:18.3Z,1,REGULAR,3pt,Jump Shot,[],1629659,70.25295663600527,75.49019607843137,1610612762,16,16,2022-10-27T01:30:23Z,1300000,127.0,227.0,1,right,MISS T. Horton-Tucker 26' 3PT,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Right Center,,,,,,,26.04,Missed,,,,,,,,,,,,
132,PT02M10.00S,2022-10-27T01:30:22.3Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,16,16,2022-10-27T01:30:23Z,1310000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,131.0,,,,,,,1.0,1.0,0.0
133,PT01M58.00S,2022-10-27T01:30:33.9Z,1,REGULAR,2pt,Jump Shot,[],1630224,22.683968462549277,39.950980392156865,1610612745,16,16,2022-10-27T01:30:39Z,1320000,50.0,161.0,1,left,MISS J. Green 16' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,,,,16.84,Missed,,,,,,,,,,,,
134,PT01M54.00S,2022-10-27T01:30:37.9Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,16,16,2022-10-27T01:30:39Z,1330000,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,16-24 Center,,,,,,,,,,,133.0,,,,,,,1.0,1.0,0.0
135,PT01M48.00S,2022-10-27T01:30:43.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,92.85479632063075,44.6078431372549,1610612762,18,16,2022-10-27T01:31:01Z,1340000,-27.0,15.0,1,right,T. Horton-Tucker running reverse Layup (2 PTS) (W. Kessler 1 AST),"[1629659, 1631117]",1610612762.0,UTA,running reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,,,,3.07,Made,,,,2.0,W. Kessler,1631117.0,1.0,,,,,
137,PT01M29.00S,2022-10-27T01:31:04.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,6.1268068331143235,44.11764705882353,1610612745,18,16,2022-10-27T01:31:09Z,1360000,29.0,5.0,1,left,MISS J. Green driving Layup - blocked,"[1630224, 1631117]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,2.98,Missed,Kessler,1631117.0,,,,,,,,,,
138,PT01M29.00S,2022-10-27T01:31:04.0Z,1,REGULAR,block,,[],1631117,,,1610612745,18,16,2022-10-27T01:31:06Z,1370000,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
139,PT01M29.00S,2022-10-27T01:31:04.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,18,16,2022-10-27T01:31:09Z,1380000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,137.0,,,,,,,,,
141,PT01M29.00S,2022-10-27T01:31:08.7Z,1,REGULAR,substitution,out,[],1629012,,,1610612745,18,16,2022-10-27T01:31:22Z,1400000,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M29.00S,2022-10-27T01:31:08.7Z,1,REGULAR,substitution,out,[],1631117,,,1610612745,18,16,2022-10-27T01:31:22Z,1410000,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M29.00S,2022-10-27T01:31:08.7Z,1,REGULAR,substitution,out,[],1629645,,,1610612745,18,16,2022-10-27T01:31:22Z,1420000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M29.00S,2022-10-27T01:31:08.7Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,18,16,2022-10-27T01:31:22Z,1430000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M29.00S,2022-10-27T01:31:08.7Z,1,REGULAR,substitution,in,[],201144,,,1610612745,18,16,2022-10-27T01:31:22Z,1440000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M29.00S,2022-10-27T01:31:08.7Z,1,REGULAR,substitution,in,[],1629020,,,1610612745,18,16,2022-10-27T01:31:22Z,1450000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M29.00S,2022-10-27T01:31:08.7Z,1,REGULAR,substitution,in,[],1630227,,,1610612745,18,16,2022-10-27T01:31:22Z,1460000,,,0,,SUB in: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M29.00S,2022-10-27T01:31:08.7Z,1,REGULAR,substitution,in,[],201569,,,1610612745,18,16,2022-10-27T01:31:22Z,1470000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M28.00S,2022-10-27T01:31:40.4Z,1,REGULAR,substitution,out,[],1626246,,,1610612745,18,16,2022-10-27T01:31:45Z,1490000,,,0,,SUB out: B. Marjanovic,[1626246],1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M28.00S,2022-10-27T01:31:40.4Z,1,REGULAR,substitution,in,[],1631095,,,1610612745,18,16,2022-10-27T01:31:45Z,1500000,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M24.00S,2022-10-27T01:31:59.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201569,13.748357424441524,50.73529411764706,1610612745,18,16,2022-10-27T01:34:04Z,1510000,-4.0,77.0,1,left,MISS E. Gordon 7' driving floating Shot,[201569],1610612745.0,HOU,driving floating,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.68,Missed,,,,,,,,,,,,
153,PT01M21.00S,2022-10-27T01:32:02.6Z,1,REGULAR,rebound,defensive,[],200752,,,1610612762,18,16,2022-10-27T01:32:03Z,1520000,,,0,,R. Gay REBOUND (Off:0 Def:1),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,152.0,,,,,,,1.0,1.0,0.0
154,PT01M17.00S,2022-10-27T01:32:10.1Z,1,REGULAR,foul,personal,[],1630231,,,1610612762,18,16,2022-10-27T01:32:18Z,1530000,,,0,,K. Martin Jr. personal FOUL (2 PF),"[1630231, 1627736]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Mid-Range,16-24 Center,,101284.0,2.0,0.0,Beasley,1627736.0,,,,,,,,,,,,,,
156,PT01M02.00S,2022-10-27T01:32:47.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200752,79.97700394218134,36.51960784313725,1610612762,20,16,2022-10-27T01:32:51Z,1550000,-67.0,136.0,1,right,R. Gay 15' turnaround Jump Shot (2 PTS),[200752],1610612762.0,UTA,turnaround,,,Gay,R. Gay,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,15.15,Made,,,,2.0,,,,,,,,
157,PT00M44.70S,2022-10-27T01:33:05.7Z,1,REGULAR,turnover,bad pass,[],1630227,,,1610612745,20,16,2022-10-27T01:35:53Z,1560000,,,0,,D. Nix bad pass TURNOVER (1 TO),"[1630227, 1629659]",1610612745.0,HOU,,,,Nix,D. Nix,,,,,Mid-Range,16-24 Right Center,1.0,,,,,,,,,,,,,,,Horton-Tucker,1629659.0,,,
158,PT00M44.70S,2022-10-27T01:33:05.7Z,1,REGULAR,steal,,[],1629659,,,1610612762,20,16,2022-10-27T01:33:07Z,1570000,,,0,,T. Horton-Tucker STEAL (1 STL),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
159,PT00M39.90S,2022-10-27T01:33:10.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",200752,92.19776609724047,45.34313725490196,1610612762,20,16,2022-10-27T01:33:21Z,1580000,-23.0,21.0,1,right,MISS R. Gay driving Layup,[200752],1610612762.0,UTA,driving,,,Gay,R. Gay,,,,,Restricted Area,0-8 Center,,,,,,,3.12,Missed,,,,,,,,,,,,
160,PT00M39.50S,2022-10-27T01:33:10.9Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612762,20,16,2022-10-27T01:33:17Z,1590000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:4),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,,,,,,159.0,,,,,,,6.0,4.0,2.0
161,PT00M39.50S,2022-10-27T01:33:13.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629020,94.40999984741211,50.0,1610612762,22,16,2022-10-27T01:33:13Z,1600000,0.0,0.0,1,right,J. Vanderbilt tip Layup (6 PTS),[1629020],1610612762.0,UTA,tip,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,8-16 Left,,,,,,,0.0,Made,,,,6.0,,,,,,,,
162,PT00M31.20S,2022-10-27T01:33:22.5Z,1,REGULAR,3pt,Jump Shot,[],201569,25.837713534822605,80.88235294117648,1610612745,22,19,2022-10-27T01:33:27Z,1610000,-154.0,190.0,1,left,E. Gordon 24' 3PT pullup (3 PTS),[201569],1610612745.0,HOU,pullup,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Left Center,,,,,,,24.51,Made,,,,3.0,,,,,,,,
163,PT00M13.40S,2022-10-27T01:33:42.9Z,1,REGULAR,3pt,Jump Shot,[],200752,92.72339027595268,3.431372549019608,1610612762,22,19,2022-10-27T01:33:48Z,1620000,-233.0,16.0,1,right,MISS R. Gay 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Left Corner 3,24+ Left,,,,,,,23.33,Missed,,,,,,,,,,,,
164,PT00M10.50S,2022-10-27T01:33:45.8Z,1,REGULAR,rebound,defensive,[],201569,,,1610612745,22,19,2022-10-27T01:33:45Z,1630000,,,0,,E. Gordon REBOUND (Off:0 Def:1),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Left Corner 3,24+ Left,,,,,,,,,,,163.0,,,,,,,1.0,1.0,0.0
165,PT00M02.30S,2022-10-27T01:33:54.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,6.521024967148489,43.13725490196079,1610612745,22,21,2022-10-27T01:33:58Z,1640000,34.0,9.0,1,left,E. Gordon driving Layup (5 PTS),[201569],1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,3.54,Made,,,,5.0,,,,,,,,
166,PT00M00.00S,2022-10-27T01:34:03.2Z,1,REGULAR,period,end,[],0,,,1610612762,22,21,2022-10-27T01:34:03Z,1650000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-10-27T01:36:00.6Z,2,REGULAR,substitution,out,['startperiod'],1631106,,,1610612762,22,21,2022-10-27T01:36:35Z,1660000,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
