actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
282,PT04M57.00S,2022-01-13T04:00:51.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201942,27.808804204993432,54.166666666666664,1610612741,47,53,2022-01-13T04:00:59Z,2760000,-21.0,209.0,1,left,MISS D. DeRozan 20' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,20.99,Missed,,,,,,,,,,,,,,,,,,
283,PT04M55.00S,2022-01-13T04:00:53.7Z,2,REGULAR,rebound,offensive,[],202696,,,1610612741,47,53,2022-01-13T04:00:59Z,2770000,,,0,,N. Vucevic REBOUND (Off:1 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,282.0,3.0,2.0,1.0,,,,,,,,,,,,,,
284,PT04M52.00S,2022-01-13T04:00:55.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",202696,17.21419185282523,51.74249387254902,1610612741,47,53,2022-01-13T04:01:05Z,2780000,-9.0,109.0,1,left,MISS N. Vucevic 10' driving floating Shot,[202696],1610612741.0,CHI,driving floating,,,Vucevic,N. Vucevic,,,,,10.96,Missed,,,,,,,,,,,,,,,,,,
285,PT04M51.00S,2022-01-13T04:00:56.6Z,2,REGULAR,rebound,defensive,[],202681,,,1610612751,47,53,2022-01-13T04:01:05Z,2790000,,,0,,K. Irving REBOUND (Off:0 Def:3),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,284.0,3.0,3.0,0.0,,,,,,,,,,,,,,
286,PT04M41.00S,2022-01-13T04:01:10.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,47,53,2022-01-13T04:01:10Z,2800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M37.00S,2022-01-13T04:01:24.9Z,2,REGULAR,2pt,Jump Shot,[],201142,93.77463863337714,69.6078431372549,1610612751,47,53,2022-01-13T04:01:30Z,2810000,98.0,6.0,1,right,MISS K. Durant 9' Jump Shot,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,9.82,Missed,,,,,,,,,,,,,,,,,,
288,PT04M36.00S,2022-01-13T04:01:27.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,47,53,2022-01-13T04:01:27Z,2820000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,287.0,,,,,,,,,,,,,,,,,
289,PT04M36.00S,2022-01-13T04:01:28.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,47,53,2022-01-13T04:01:28Z,2830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M28.00S,2022-01-13T04:01:52.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201142,,,1610612741,47,53,2022-01-13T04:02:25Z,2840000,,,0,,K. Durant personal FOUL (2 PF) (DeRozan 2 FT),"[201142, 201942]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,1626301.0,2.0,0.0,DeRozan,201942.0,,,,,,
292,PT04M28.00S,2022-01-13T04:02:27.4Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,48,53,2022-01-13T04:02:27Z,2860000,,,0,,D. DeRozan Free Throw 1 of 2 (12 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,,,,,,,,,,,,,,,12.0,,,
293,PT04M28.00S,2022-01-13T04:02:38.9Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,49,53,2022-01-13T04:02:38Z,2870000,,,0,,D. DeRozan Free Throw 2 of 2 (13 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,,,,,,,,,,,,,,,13.0,,,
294,PT04M16.00S,2022-01-13T04:02:52.3Z,2,REGULAR,turnover,lost ball,[],201142,,,1610612751,49,53,2022-01-13T04:02:58Z,2880000,,,0,,K. Durant lost ball TURNOVER (1 TO),"[201142, 1629632]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,1.0,White,1629632.0,,,,,,,,,,,
295,PT04M16.00S,2022-01-13T04:02:52.3Z,2,REGULAR,steal,,[],1629632,,,1610612741,49,53,2022-01-13T04:02:54Z,2890000,,,0,,C. White STEAL (1 STL),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
296,PT04M13.00S,2022-01-13T04:02:56.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629632,5.469776609724048,53.67647058823529,1610612741,51,53,2022-01-13T04:03:02Z,2900000,-18.0,-1.0,1,left,C. White running Layup (10 PTS),[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,1.84,Made,,,,,,,,,,,,,,,10.0,,,
297,PT03M58.00S,2022-01-13T04:03:10.4Z,2,REGULAR,2pt,Jump Shot,[],202681,74.72076215505913,68.13725490196079,1610612751,51,55,2022-01-13T04:03:15Z,2910000,91.0,185.0,1,right,K. Irving 20' pullup Jump Shot (2 PTS) (K. Durant 4 AST),"[202681, 201142]",1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,20.61,Made,,,,,,,,,,,,,,,2.0,K. Durant,201142.0,4.0
299,PT03M36.00S,2022-01-13T04:03:33.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,7.227332457293036,50.75827205882353,1610612741,51,55,2022-01-13T04:03:39Z,2930000,-4.0,15.0,1,left,MISS Z. LaVine driving Layup,[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,1.59,Missed,,,,,,,,,,,,,,,,,,
300,PT03M34.00S,2022-01-13T04:03:35.1Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,51,55,2022-01-13T04:03:39Z,2940000,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,299.0,1.0,1.0,0.0,,,,,,,,,,,,,,
301,PT03M29.00S,2022-01-13T04:03:39.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201933,93.9060446780552,50.98039215686274,1610612751,51,57,2022-01-13T04:03:52Z,2950000,5.0,5.0,1,right,B. Griffin driving Layup (4 PTS) (K. Durant 5 AST),"[201933, 201142]",1610612751.0,BKN,driving,,,Griffin,B. Griffin,,,,,0.69,Made,,,,,,,,,,,,,,,4.0,K. Durant,201142.0,5.0
303,PT03M11.00S,2022-01-13T04:03:58.5Z,2,REGULAR,3pt,Jump Shot,[],1629632,30.042706964520367,75.0,1610612741,51,57,2022-01-13T04:04:04Z,2970000,-125.0,230.0,1,left,MISS C. White 26' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,26.17,Missed,,,,,,,,,,,,,,,,,,
304,PT03M11.00S,2022-01-13T04:03:58.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,51,57,2022-01-13T04:04:04Z,2980000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,303.0,,,,,,,,,,,,,,,,,
305,PT03M11.00S,2022-01-13T04:04:05.0Z,2,REGULAR,foul,personal,[],1628035,,,1610612751,51,57,2022-01-13T04:04:32Z,2990000,,,0,,A. McKinnie loose ball personal FOUL (2 PF),"[1628035, 202681]",1610612741.0,CHI,loose ball,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,202058.0,2.0,0.0,Irving,202681.0,,,,,,
307,PT03M11.00S,2022-01-13T04:04:19.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,51,57,2022-01-13T04:04:19Z,3010000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT03M11.00S,2022-01-13T04:06:27.8Z,2,REGULAR,substitution,out,[],1628035,,,1610612751,51,57,2022-01-13T04:07:09Z,3020000,,,0,,SUB out: A. McKinnie,[1628035],1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,,,,,,,,,,,
309,PT03M11.00S,2022-01-13T04:06:27.8Z,2,REGULAR,substitution,out,[],1630560,,,1610612751,51,57,2022-01-13T04:07:09Z,3030000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
310,PT03M11.00S,2022-01-13T04:06:27.8Z,2,REGULAR,substitution,in,[],1628366,,,1610612751,51,57,2022-01-13T04:07:09Z,3040000,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
311,PT03M11.00S,2022-01-13T04:06:27.8Z,2,REGULAR,substitution,in,[],201935,,,1610612751,51,57,2022-01-13T04:07:09Z,3050000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M50.00S,2022-01-13T04:07:53.4Z,2,REGULAR,3pt,Jump Shot,[],1630556,84.70762155059133,97.30392156862744,1610612751,51,57,2022-01-13T04:07:58Z,3060000,237.0,91.0,1,right,MISS K. Edwards 25' 3PT,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,25.35,Missed,,,,,,,,,,,,,,,,,,
313,PT02M48.00S,2022-01-13T04:07:55.4Z,2,REGULAR,rebound,offensive,[],201933,,,1610612751,51,57,2022-01-13T04:07:58Z,3070000,,,0,,B. Griffin REBOUND (Off:1 Def:1),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,312.0,2.0,1.0,1.0,,,,,,,,,,,,,,
314,PT02M45.00S,2022-01-13T04:07:58.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202681,96.27135348226018,4.166666666666666,1610612751,51,57,2022-01-13T04:08:04Z,3080000,-229.0,-17.0,1,right,MISS K. Irving 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,22.99,Missed,,,,,,,,,,,,,,,,,,
315,PT02M42.00S,2022-01-13T04:08:01.7Z,2,REGULAR,rebound,defensive,[],1628366,,,1610612741,51,57,2022-01-13T04:08:04Z,3090000,,,0,,L. Ball REBOUND (Off:0 Def:3),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,314.0,3.0,3.0,0.0,,,,,,,,,,,,,,
316,PT02M18.00S,2022-01-13T04:08:25.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,7.440867279894875,54.166666666666664,1610612741,53,57,2022-01-13T04:08:30Z,3100000,-21.0,17.0,1,left,Z. LaVine driving Layup (12 PTS),[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,2.71,Made,,,,,,,,,,,,,,,12.0,,,
317,PT02M09.00S,2022-01-13T04:08:35.1Z,2,REGULAR,turnover,bad pass,[],201935,,,1610612751,53,57,2022-01-13T04:08:38Z,3110000,,,0,,J. Harden bad pass TURNOVER (2 TO),"[201935, 203897]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,2.0,LaVine,203897.0,,,,,,,,,,,
318,PT02M09.00S,2022-01-13T04:08:35.1Z,2,REGULAR,steal,,[],203897,,,1610612741,53,57,2022-01-13T04:08:36Z,3120000,,,0,,Z. LaVine STEAL (1 STL),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
319,PT01M59.00S,2022-01-13T04:08:44.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203897,23.73521681997372,51.225490196078425,1610612741,55,57,2022-01-13T04:08:48Z,3130000,-6.0,171.0,1,left,Z. LaVine 17' step back Jump Shot (14 PTS),[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,17.07,Made,,,,,,,,,,,,,,,14.0,,,
320,PT01M38.00S,2022-01-13T04:09:05.8Z,2,REGULAR,3pt,Jump Shot,[],202681,68.28186596583443,69.11764705882352,1610612751,55,60,2022-01-13T04:09:11Z,3140000,96.0,246.0,1,right,K. Irving 26' 3PT  (5 PTS) (K. Durant 6 AST),"[202681, 201142]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,26.36,Made,,,,,,,,,,,,,,,5.0,K. Durant,201142.0,6.0
322,PT01M22.00S,2022-01-13T04:09:21.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,5.995400788436268,49.26470588235294,1610612741,57,60,2022-01-13T04:09:26Z,3160000,4.0,4.0,1,left,D. DeRozan driving Layup (15 PTS),[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,0.54,Made,,,,,,,,,,,,,,,15.0,,,
323,PT01M04.00S,2022-01-13T04:09:39.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202681,93.11760840998686,53.18627450980392,1610612751,57,62,2022-01-13T04:09:43Z,3170000,16.0,12.0,1,right,K. Irving driving Layup (7 PTS),[202681],1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,2.0,Made,,,,,,,,,,,,,,,7.0,,,
324,PT00M45.70S,2022-01-13T04:10:00.5Z,2,REGULAR,3pt,Jump Shot,[],203897,28.597240473061763,75.73529411764706,1610612741,60,62,2022-01-13T04:10:05Z,3180000,-129.0,216.0,1,left,Z. LaVine 25' 3PT  (17 PTS) (N. Vucevic 2 AST),"[203897, 202696]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,25.17,Made,,,,,,,,,,,,,,,17.0,N. Vucevic,202696.0,2.0
326,PT00M25.60S,2022-01-13T04:10:32.1Z,2,REGULAR,3pt,Jump Shot,[],201933,90.88370565045992,96.56862745098039,1610612751,60,62,2022-01-13T04:10:39Z,3200000,233.0,33.0,1,right,MISS B. Griffin 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,23.52,Missed,,,,,,,,,,,,,,,,,,
327,PT00M23.60S,2022-01-13T04:10:34.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,60,62,2022-01-13T04:10:39Z,3210000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,326.0,,,,,,,,,,,,,,,,,
328,PT00M23.60S,2022-01-13T04:10:39.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,60,62,2022-01-13T04:10:39Z,3220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M23.60S,2022-01-13T04:10:40.3Z,2,REGULAR,substitution,out,[],1630556,,,1610612741,60,62,2022-01-13T04:10:46Z,3230000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M23.60S,2022-01-13T04:10:40.3Z,2,REGULAR,substitution,in,[],201988,,,1610612741,60,62,2022-01-13T04:10:46Z,3240000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M03.50S,2022-01-13T04:11:12.7Z,2,REGULAR,2pt,Jump Shot,[],201942,26.10052562417871,59.80392156862745,1610612741,60,62,2022-01-13T04:11:19Z,3250000,-49.0,193.0,1,left,MISS D. DeRozan 19' step back Shot,[201942],1610612741.0,CHI,step back,,,DeRozan,D. DeRozan,,,,,19.89,Missed,,,,,,,,,,,,,,,,,,
332,PT00M01.50S,2022-01-13T04:11:14.8Z,2,REGULAR,rebound,defensive,[],201933,,,1610612751,60,62,2022-01-13T04:11:14Z,3260000,,,0,,B. Griffin REBOUND (Off:1 Def:2),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,331.0,3.0,2.0,1.0,,,,,,,,,,,,,,
333,PT00M00.00S,2022-01-13T04:11:16.5Z,2,REGULAR,3pt,Jump Shot,[],201935,59.21484888304862,34.80392156862745,1610612751,60,62,2022-01-13T04:11:25Z,3270000,-76.0,331.0,1,right,MISS J. Harden 33' running pullup 3PT,[201935],1610612751.0,BKN,running pullup,,,Harden,J. Harden,,,,,33.95,Missed,,,,,,,,,,,,,,,,,,
334,PT00M00.00S,2022-01-13T04:11:20.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,60,62,2022-01-13T04:11:20Z,3280000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,333.0,,,,,,,,,,,,,,,,,
335,PT00M00.00S,2022-01-13T04:11:20.9Z,2,REGULAR,period,end,[],0,,,1610612751,60,62,2022-01-13T04:11:20Z,3290000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-01-13T04:25:34.0Z,3,REGULAR,substitution,out,['startperiod'],1629632,,,1610612751,60,62,2022-01-13T04:26:35Z,3300000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-01-13T04:25:34.0Z,3,REGULAR,substitution,out,['startperiod'],201933,,,1610612751,60,62,2022-01-13T04:26:35Z,3310000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-01-13T04:25:34.0Z,3,REGULAR,substitution,out,['startperiod'],201988,,,1610612751,60,62,2022-01-13T04:26:35Z,3320000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-01-13T04:25:34.0Z,3,REGULAR,substitution,in,['startperiod'],1628035,,,1610612751,60,62,2022-01-13T04:26:35Z,3330000,,,0,,SUB in: A. McKinnie,[1628035],1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-01-13T04:25:34.0Z,3,REGULAR,substitution,in,['startperiod'],1630556,,,1610612751,60,62,2022-01-13T04:26:35Z,3340000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-01-13T04:25:34.0Z,3,REGULAR,substitution,in,['startperiod'],1630549,,,1610612751,60,62,2022-01-13T04:26:35Z,3350000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2022-01-13T04:26:54.8Z,3,REGULAR,period,start,[],0,,,1610612751,60,62,2022-01-13T04:26:54Z,3360000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT11M44.00S,2022-01-13T04:27:09.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,5.995400788436268,48.77450980392157,1610612751,60,64,2022-01-13T04:27:14Z,3370000,6.0,4.0,1,left,D. Sharpe alley-oop Layup (8 PTS) (J. Harden 6 AST),"[1630549, 201935]",1610612751.0,BKN,alley-oop,,,Sharpe,D. Sharpe,,,,,0.72,Made,,,,,,,,,,,,,,,8.0,J. Harden,201935.0,6.0
345,PT11M24.00S,2022-01-13T04:27:29.5Z,3,REGULAR,3pt,Jump Shot,[],203897,71.43561103810775,20.34313725490196,1610612741,63,64,2022-01-13T04:27:34Z,3390000,-148.0,216.0,1,right,Z. LaVine 26' 3PT  (20 PTS) (N. Vucevic 3 AST),"[203897, 202696]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,26.2,Made,,,,,,,,,,,,,,,20.0,N. Vucevic,202696.0,3.0
347,PT11M06.00S,2022-01-13T04:27:47.2Z,3,REGULAR,3pt,Jump Shot,[],201142,9.280551905387648,98.0392156862745,1610612751,63,67,2022-01-13T04:27:52Z,3410000,-240.0,35.0,1,left,K. Durant 24' 3PT  (13 PTS) (J. Harden 7 AST),"[201142, 201935]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,24.27,Made,,,,,,,,,,,,,,,13.0,J. Harden,201935.0,7.0
349,PT10M40.00S,2022-01-13T04:28:13.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628035,93.9060446780552,54.90196078431373,1610612741,65,67,2022-01-13T04:28:17Z,3430000,25.0,5.0,1,right,A. McKinnie driving Layup (5 PTS) (L. Ball 5 AST),"[1628035, 1628366]",1610612741.0,CHI,driving,,,McKinnie,A. McKinnie,,,,,2.5,Made,,,,,,,,,,,,,,,5.0,L. Ball,1628366.0,5.0
351,PT10M24.00S,2022-01-13T04:28:29.9Z,3,REGULAR,2pt,Jump Shot,[],201142,22.815374507227332,32.35294117647059,1610612751,65,69,2022-01-13T04:28:36Z,3450000,88.0,162.0,1,left,K. Durant 18' Jump Shot (15 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,18.45,Made,,,,,,,,,,,,,,,15.0,,,
352,PT10M08.00S,2022-01-13T04:28:45.3Z,3,REGULAR,2pt,Jump Shot,[],1628035,85.10183968462549,90.68627450980392,1610612741,65,69,2022-01-13T04:29:51Z,3460000,203.0,88.0,1,right,MISS A. McKinnie 22' Jump Shot,[1628035],1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,22.14,Missed,,,,,,,,,,,,,,,,,,
353,PT10M05.00S,2022-01-13T04:28:48.3Z,3,REGULAR,rebound,offensive,[],1628035,,,1610612741,65,69,2022-01-13T04:28:56Z,3470000,,,0,,A. McKinnie REBOUND (Off:2 Def:1),[1628035],1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,,,352.0,3.0,1.0,2.0,,,,,,,,,,,,,,
354,PT10M04.00S,2022-01-13T04:28:50.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628035,93.77463863337714,52.20588235294118,1610612741,65,69,2022-01-13T04:29:02Z,3480000,11.0,6.0,1,right,MISS A. McKinnie Layup,[1628035],1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,1.25,Missed,,,,,,,,,,,,,,,,,,
355,PT10M00.00S,2022-01-13T04:28:53.6Z,3,REGULAR,rebound,offensive,[],1628366,,,1610612741,65,69,2022-01-13T04:28:53Z,3490000,,,0,,L. Ball REBOUND (Off:1 Def:3),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,354.0,4.0,3.0,1.0,,,,,,,,,,,,,,
356,PT10M00.00S,2022-01-13T04:28:53.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628366,94.40999984741211,50.0,1610612741,67,69,2022-01-13T04:28:53Z,3500000,0.0,0.0,1,right,L. Ball tip Layup (6 PTS),[1628366],1610612741.0,CHI,tip,,,Ball,L. Ball,,,,,0.0,Made,,,,,,,,,,,,,,,6.0,,,
357,PT09M40.00S,2022-01-13T04:29:13.9Z,3,REGULAR,3pt,Jump Shot,[],201935,29.911300919842315,23.284313725490197,1610612751,67,69,2022-01-13T04:29:20Z,3510000,134.0,229.0,1,left,MISS J. Harden 26' 3PT,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,26.49,Missed,,,,,,,,,,,,,,,,,,
358,PT09M36.00S,2022-01-13T04:29:17.9Z,3,REGULAR,rebound,defensive,[],1628366,,,1610612741,67,69,2022-01-13T04:29:20Z,3520000,,,0,,L. Ball REBOUND (Off:1 Def:4),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,357.0,5.0,4.0,1.0,,,,,,,,,,,,,,
359,PT09M35.00S,2022-01-13T04:29:18.9Z,3,REGULAR,turnover,bad pass,[],1628366,,,1610612741,67,69,2022-01-13T04:29:24Z,3530000,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1628366, 1630556]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,1.0,Edwards,1630556.0,,,,,,,,,,,
360,PT09M35.00S,2022-01-13T04:29:18.9Z,3,REGULAR,steal,,[],1630556,,,1610612751,67,69,2022-01-13T04:29:21Z,3540000,,,0,,K. Edwards STEAL (2 STL),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
361,PT09M31.00S,2022-01-13T04:29:24.6Z,3,REGULAR,foul,personal,['2freethrow'],1628035,,,1610612751,67,69,2022-01-13T04:30:02Z,3550000,,,0,,A. McKinnie shooting personal FOUL (3 PF) (Harden 2 FT),"[1628035, 201935]",1610612741.0,CHI,shooting,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,202026.0,3.0,0.0,Harden,201935.0,,,,,,
363,PT09M31.00S,2022-01-13T04:30:02.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],201935,,,1610612751,67,70,2022-01-13T04:30:02Z,3570000,,,0,,J. Harden Free Throw 1 of 2 (15 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,,,,,,,,,,,,,,15.0,,,
364,PT09M31.00S,2022-01-13T04:30:20.8Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],201935,,,1610612751,67,71,2022-01-13T04:30:20Z,3580000,,,0,,J. Harden Free Throw 2 of 2 (16 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,,,,,,,,,,,,,,16.0,,,
366,PT09M18.00S,2022-01-13T04:30:35.3Z,3,REGULAR,foul,personal,['2freethrow'],1630556,,,1610612741,67,71,2022-01-13T04:30:58Z,3600000,,,0,,K. Edwards shooting personal FOUL (3 PF) (DeRozan 2 FT),"[1630556, 201942]",1610612751.0,BKN,shooting,,,Edwards,K. Edwards,,,,,,,,,,,,,,1626301.0,3.0,0.0,DeRozan,201942.0,,,,,,
368,PT09M18.00S,2022-01-13T04:31:01.4Z,3,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,68,71,2022-01-13T04:31:01Z,3620000,,,0,,D. DeRozan Free Throw 1 of 2 (16 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,,,,,,,,,,,,,,,16.0,,,
369,PT09M18.00S,2022-01-13T04:31:17.2Z,3,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,69,71,2022-01-13T04:31:17Z,3630000,,,0,,D. DeRozan Free Throw 2 of 2 (17 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,,,,,,,,,,,,,,,17.0,,,
370,PT08M59.00S,2022-01-13T04:31:36.4Z,3,REGULAR,2pt,Jump Shot,[],202681,3.892904073587385,29.65686274509804,1610612751,69,71,2022-01-13T04:31:42Z,3640000,102.0,-16.0,1,left,MISS K. Irving 10' fadeaway Shot,[202681],1610612751.0,BKN,fadeaway,,,Irving,K. Irving,,,,,10.29,Missed,,,,,,,,,,,,,,,,,,
371,PT08M58.00S,2022-01-13T04:31:37.4Z,3,REGULAR,rebound,defensive,[],1628366,,,1610612741,69,71,2022-01-13T04:31:42Z,3650000,,,0,,L. Ball REBOUND (Off:1 Def:5),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,370.0,6.0,5.0,1.0,,,,,,,,,,,,,,
