actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
265,PT04M44.00S,2022-03-13T01:56:38.5Z,2,REGULAR,freethrow,2 of 2,[],1629750,,,1610612741,41,34,2022-03-13T01:56:38Z,2640000,,,0,,J. Green Free Throw 2 of 2 (4 PTS),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
266,PT04M31.00S,2022-03-13T01:56:52.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,94.30026281208936,38.72549019607843,1610612739,41,34,2022-03-13T02:02:02Z,2650000,-56.0,1.0,1,right,MISS D. Garland turnaround fadeaway Shot,[1629636],1610612739.0,CLE,turnaround fadeaway,,,Garland,D. Garland,,,,,,,5.64,Missed,,,,,,,,,,,,,,,,,
267,PT04M28.00S,2022-03-13T01:56:55.9Z,2,REGULAR,rebound,offensive,[],1629636,,,1610612739,41,34,2022-03-13T01:57:12Z,2660000,,,0,,D. Garland REBOUND (Off:1 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,266.0,3.0,2.0,1.0,,,,,,,
268,PT04M28.00S,2022-03-13T01:57:00.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629636,94.40999984741211,50.0,1610612739,41,34,2022-03-13T01:57:16Z,2670000,0.0,0.0,1,right,MISS D. Garland tip Layup,[1629636],1610612739.0,CLE,tip,,,Garland,D. Garland,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,
269,PT04M28.00S,2022-03-13T01:57:00.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,41,34,2022-03-13T01:57:16Z,2680000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,268.0,,,,,,,,,,
270,PT04M28.00S,2022-03-13T01:57:06.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,41,34,2022-03-13T01:57:06Z,2690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M28.00S,2022-03-13T01:57:09.7Z,2,REGULAR,substitution,out,[],1629750,,,1610612739,41,34,2022-03-13T01:57:13Z,2700000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M28.00S,2022-03-13T01:57:09.7Z,2,REGULAR,substitution,in,[],201942,,,1610612739,41,34,2022-03-13T01:57:13Z,2710000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M12.00S,2022-03-13T01:57:40.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630171,96.5341655716163,97.30392156862744,1610612739,41,34,2022-03-13T01:57:45Z,2750000,237.0,-20.0,1,right,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,23.73,Missed,,,,,,,,,,,,,,,,,
277,PT04M12.00S,2022-03-13T01:57:40.2Z,2,REGULAR,rebound,offensive,[],200765,,,1610612739,41,34,2022-03-13T01:57:45Z,2760000,,,0,,R. Rondo REBOUND (Off:1 Def:0),[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,276.0,1.0,0.0,1.0,,,,,,,
278,PT04M09.00S,2022-03-13T01:57:43.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],200765,93.03547963206307,27.818627450980387,1610612739,41,36,2022-03-13T02:02:41Z,2770000,-111.0,13.0,1,right,R. Rondo 11' Jump Shot (4 PTS),[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,11.17,Made,4.0,,,,,,,,,,,,,,,,
279,PT03M51.00S,2022-03-13T01:58:00.8Z,2,REGULAR,3pt,Jump Shot,[],202696,32.40801576872536,50.0,1610612741,41,36,2022-03-13T01:58:07Z,2780000,0.0,252.0,1,left,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,25.21,Missed,,,,,,,,,,,,,,,,,
280,PT03M48.00S,2022-03-13T01:58:03.8Z,2,REGULAR,rebound,defensive,[],1629636,,,1610612739,41,36,2022-03-13T01:58:07Z,2790000,,,0,,D. Garland REBOUND (Off:1 Def:3),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,279.0,4.0,3.0,1.0,,,,,,,
281,PT03M46.00S,2022-03-13T01:58:07.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629636,68.41327201051249,18.38235294117647,1610612739,41,36,2022-03-13T01:58:19Z,2800000,-158.0,244.0,1,right,MISS D. Garland 29' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,29.11,Missed,,,,,,,,,,,,,,,,,
282,PT03M41.00S,2022-03-13T01:58:12.3Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,41,36,2022-03-13T01:58:19Z,2810000,,,0,,C. White REBOUND (Off:0 Def:4),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,281.0,4.0,4.0,0.0,,,,,,,
283,PT03M36.00S,2022-03-13T01:58:17.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630245,20.71287779237845,7.598039215686274,1610612741,44,36,2022-03-13T01:58:24Z,2820000,212.0,142.0,1,left,A. Dosunmu 25' 3PT  (10 PTS) (C. White 4 AST),"[1630245, 1629632]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,25.53,Made,10.0,C. White,1629632.0,4.0,,,,,,,,,,,,,
285,PT03M17.00S,2022-03-13T01:58:37.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,44,36,2022-03-13T01:58:37Z,2840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M08.00S,2022-03-13T01:59:00.5Z,2,REGULAR,turnover,bad pass,[],1629636,,,1610612739,44,36,2022-03-13T02:02:26Z,2850000,,,0,,D. Garland bad pass TURNOVER (4 TO),"[1629636, 1627936]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,4.0,,,,,,,,,,,,,,,,,Caruso,1627936.0,
287,PT03M08.00S,2022-03-13T01:59:00.5Z,2,REGULAR,steal,,[],1627936,,,1610612741,44,36,2022-03-13T01:59:02Z,2860000,,,0,,A. Caruso STEAL (3 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M04.00S,2022-03-13T01:59:04.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629632,13.748357424441524,4.901960784313726,1610612741,44,36,2022-03-13T01:59:15Z,2870000,225.0,77.0,1,left,MISS C. White 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,23.82,Missed,,,,,,,,,,,,,,,,,
289,PT02M58.00S,2022-03-13T01:59:10.3Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,44,36,2022-03-13T01:59:15Z,2880000,,,0,,E. Mobley REBOUND (Off:1 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,288.0,3.0,2.0,1.0,,,,,,,
290,PT02M53.00S,2022-03-13T01:59:15.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626224,94.95729303547962,3.6764705882352944,1610612739,44,36,2022-03-13T01:59:24Z,2890000,-232.0,-5.0,1,right,MISS C. Osman 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,23.17,Missed,,,,,,,,,,,,,,,,,
291,PT02M47.00S,2022-03-13T01:59:21.0Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,44,36,2022-03-13T01:59:24Z,2900000,,,0,,N. Vucevic REBOUND (Off:0 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,290.0,5.0,5.0,0.0,,,,,,,
292,PT02M30.00S,2022-03-13T01:59:38.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627936,11.12023653088042,45.09803921568628,1610612741,44,36,2022-03-13T02:04:18Z,2910000,25.0,52.0,1,left,MISS A. Caruso turnaround Hook,[1627936],1610612741.0,CHI,turnaround,,,Caruso,A. Caruso,,,,,,,5.75,Missed,,,,,,,,,,,,,,,,,
293,PT02M28.00S,2022-03-13T01:59:40.4Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,44,36,2022-03-13T01:59:43Z,2920000,,,0,,E. Mobley REBOUND (Off:1 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,292.0,4.0,3.0,1.0,,,,,,,
294,PT02M19.00S,2022-03-13T01:59:49.6Z,2,REGULAR,3pt,Jump Shot,[],1626224,69.33311432325887,71.56862745098039,1610612739,44,36,2022-03-13T01:59:55Z,2930000,108.0,236.0,1,right,MISS C. Osman 25' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,25.93,Missed,,,,,,,,,,,,,,,,,
295,PT02M14.00S,2022-03-13T01:59:54.6Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,44,36,2022-03-13T01:59:55Z,2940000,,,0,,D. DeRozan REBOUND (Off:1 Def:3),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,294.0,4.0,3.0,1.0,,,,,,,
296,PT02M09.00S,2022-03-13T01:59:59.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201942,5.863994743758213,50.73529411764706,1610612741,44,36,2022-03-13T02:00:07Z,2950000,-4.0,3.0,1,left,MISS D. DeRozan driving Layup,[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,,,0.45,Missed,,,,,,,,,,,,,,,,,
297,PT02M03.00S,2022-03-13T02:00:05.2Z,2,REGULAR,rebound,offensive,[],1629632,,,1610612741,44,36,2022-03-13T02:00:05Z,2960000,,,0,,C. White REBOUND (Off:1 Def:4),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,296.0,5.0,4.0,1.0,,,,,,,
298,PT02M03.00S,2022-03-13T02:00:05.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629632,5.590000152587891,50.0,1610612741,46,36,2022-03-13T02:00:05Z,2970000,0.0,0.0,1,left,C. White putback Layup (5 PTS),[1629632],1610612741.0,CHI,putback,,,White,C. White,,,,,,,0.0,Made,5.0,,,,,,,,,,,,,,,,
299,PT01M47.00S,2022-03-13T02:00:20.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,89.43823915900131,42.64705882352941,1610612739,46,36,2022-03-13T02:00:24Z,2980000,-37.0,47.0,1,right,MISS E. Mobley driving floating Shot,[1630596],1610612739.0,CLE,driving floating,,,Mobley,E. Mobley,,,,,,,5.95,Missed,,,,,,,,,,,,,,,,,
300,PT01M46.00S,2022-03-13T02:00:21.6Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,46,36,2022-03-13T02:00:24Z,2990000,,,0,,N. Vucevic REBOUND (Off:0 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,299.0,6.0,6.0,0.0,,,,,,,
301,PT01M39.00S,2022-03-13T02:00:29.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202696,5.075558475689881,50.0,1610612741,48,36,2022-03-13T02:00:36Z,3000000,0.0,-5.0,1,left,N. Vucevic DUNK (9 PTS) (D. DeRozan 4 AST),"[202696, 201942]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,0.48,Made,9.0,D. DeRozan,201942.0,4.0,,,,,,,,,,,,,
303,PT01M20.00S,2022-03-13T02:00:48.0Z,2,REGULAR,2pt,Jump Shot,[],1630596,76.03482260183968,36.029411764705884,1610612739,48,38,2022-03-13T02:00:52Z,3020000,-70.0,173.0,1,right,E. Mobley 18' pullup Jump Shot (13 PTS),[1630596],1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,,,18.64,Made,13.0,,,,,,,,,,,,,,,,
304,PT01M05.00S,2022-03-13T02:01:05.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,5.995400788436268,49.50980392156863,1610612741,50,38,2022-03-13T02:01:25Z,3030000,2.0,4.0,1,left,D. DeRozan Layup (14 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,0.46,Made,14.0,,,,,,,,,,,,,,,,
305,PT01M05.00S,2022-03-13T02:01:07.3Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630596,,,1610612741,50,38,2022-03-13T02:01:29Z,3040000,,,0,,E. Mobley shooting personal FOUL (2 PF) (DeRozan 1 FT),"[1630596, 201942]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,1627961.0,,,,,,,,,,,,,,2.0,0.0,DeRozan,201942.0,,,
307,PT01M05.00S,2022-03-13T02:01:15.8Z,2,REGULAR,substitution,out,[],1626224,,,1610612741,50,38,2022-03-13T02:02:02Z,3060000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT01M05.00S,2022-03-13T02:01:15.8Z,2,REGULAR,substitution,in,[],201567,,,1610612741,50,38,2022-03-13T02:02:02Z,3070000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M05.00S,2022-03-13T02:01:38.5Z,2,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,51,38,2022-03-13T02:01:38Z,3080000,,,0,,D. DeRozan Free Throw 1 of 1 (15 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,
311,PT00M53.50S,2022-03-13T02:01:54.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,93.64323258869908,53.18627450980392,1610612739,51,40,2022-03-13T02:01:59Z,3090000,16.0,7.0,1,right,D. Garland cutting Layup (6 PTS) (R. Rondo 1 AST),"[1629636, 200765]",1610612739.0,CLE,cutting,,,Garland,D. Garland,,,,,,,1.75,Made,6.0,R. Rondo,200765.0,1.0,,,,,,,,,,,,,
313,PT00M34.20S,2022-03-13T02:02:23.6Z,2,REGULAR,3pt,Jump Shot,[],201942,27.677398160315374,79.65686274509804,1610612741,51,40,2022-03-13T02:02:35Z,3110000,-148.0,208.0,1,left,MISS D. DeRozan 25' 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,25.52,Missed,,,,,,,,,,,,,,,,,
314,PT00M31.80S,2022-03-13T02:02:25.9Z,2,REGULAR,rebound,offensive,[],1629632,,,1610612741,51,40,2022-03-13T02:02:25Z,3120000,,,0,,C. White REBOUND (Off:2 Def:4),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,313.0,6.0,4.0,2.0,,,,,,,
315,PT00M29.50S,2022-03-13T02:02:30.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630245,30.962549277266753,33.82352941176471,1610612741,51,40,2022-03-13T02:02:39Z,3130000,81.0,239.0,1,left,MISS A. Dosunmu 25' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,25.18,Missed,,,,,,,,,,,,,,,,,
316,PT00M29.50S,2022-03-13T02:02:30.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,51,40,2022-03-13T02:02:39Z,3140000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,315.0,,,,,,,,,,
318,PT00M29.50S,2022-03-13T02:02:37.7Z,2,REGULAR,foul,personal,[],202696,,,1610612739,51,40,2022-03-13T02:03:16Z,3160000,,,0,,N. Vucevic loose ball personal FOUL (2 PF),"[202696, 200765]",1610612741.0,CHI,loose ball,,,Vucevic,N. Vucevic,,,,,2882.0,,,,,,,,,,,,,,2.0,0.0,Rondo,200765.0,,,
320,PT00M12.00S,2022-03-13T02:03:03.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200765,91.01511169513797,56.372549019607845,1610612739,51,42,2022-03-13T02:03:08Z,3180000,32.0,32.0,1,right,R. Rondo driving floating Jump Shot (6 PTS),[200765],1610612739.0,CLE,driving floating,,,Rondo,R. Rondo,,,,,,,4.52,Made,6.0,,,,,,,,,,,,,,,,
321,PT00M00.10S,2022-03-13T02:03:19.0Z,2,REGULAR,2pt,Jump Shot,[],201942,13.222733245729303,78.67647058823529,1610612741,53,42,2022-03-13T02:06:15Z,3190000,-143.0,72.0,1,left,D. DeRozan 16' Jump Shot (17 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,16.04,Made,17.0,,,,,,,,,,,,,,,,
323,PT00M00.10S,2022-03-13T02:03:20.9Z,2,REGULAR,instantreplay,request,[],0,,,1610612739,53,42,2022-03-13T02:04:55Z,3195000,,,0,,,[],,,support,,,,,,,,,2882.0,,,,,,,,,,,,,,,,,,,,End Period - Good Basket
322,PT00M00.00S,2022-03-13T02:03:22.9Z,2,REGULAR,period,end,[],0,,,1610612739,53,42,2022-03-13T02:03:22Z,3200000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2022-03-13T02:16:57.1Z,3,REGULAR,substitution,out,['startperiod'],1627936,,,1610612739,53,42,2022-03-13T02:18:38Z,3210000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2022-03-13T02:16:57.1Z,3,REGULAR,substitution,out,['startperiod'],200765,,,1610612739,53,42,2022-03-13T02:18:38Z,3220000,,,0,,SUB out: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2022-03-13T02:16:57.1Z,3,REGULAR,substitution,in,['startperiod'],1629750,,,1610612739,53,42,2022-03-13T02:18:38Z,3230000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2022-03-13T02:16:57.1Z,3,REGULAR,substitution,in,['startperiod'],1629731,,,1610612739,53,42,2022-03-13T02:18:38Z,3240000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2022-03-13T02:18:47.3Z,3,REGULAR,period,start,[],0,,,1610612739,53,42,2022-03-13T02:18:47Z,3250000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT11M42.00S,2022-03-13T02:19:04.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,12.828515111695138,45.83333333333333,1610612739,53,44,2022-03-13T02:19:13Z,3260000,21.0,68.0,1,left,E. Mobley 7' Hook (15 PTS) (D. Garland 5 AST),"[1630596, 1629636]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,7.12,Made,15.0,D. Garland,1629636.0,5.0,,,,,,,,,,,,,
331,PT11M25.00S,2022-03-13T02:19:20.5Z,3,REGULAR,3pt,Jump Shot,[],202696,68.67608409986859,28.676470588235293,1610612741,53,44,2022-03-13T02:19:27Z,3280000,-107.0,242.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,26.43,Missed,,,,,,,,,,,,,,,,,
332,PT11M23.00S,2022-03-13T02:19:22.5Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,53,44,2022-03-13T02:19:27Z,3290000,,,0,,K. Love REBOUND (Off:0 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,331.0,3.0,3.0,0.0,,,,,,,
333,PT11M15.00S,2022-03-13T02:19:31.0Z,3,REGULAR,2pt,Jump Shot,[],1629636,11.383048620236531,12.745098039215685,1610612739,53,44,2022-03-13T02:19:39Z,3300000,186.0,55.0,1,left,MISS D. Garland 19' Jump Shot,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,19.41,Missed,,,,,,,,,,,,,,,,,
334,PT11M12.00S,2022-03-13T02:19:34.0Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,53,44,2022-03-13T02:19:39Z,3310000,,,0,,N. Vucevic REBOUND (Off:0 Def:7),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,333.0,7.0,7.0,0.0,,,,,,,
335,PT11M02.00S,2022-03-13T02:19:43.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,93.9060446780552,47.794117647058826,1610612741,55,44,2022-03-13T02:19:48Z,3320000,-11.0,5.0,1,right,C. White driving Layup (7 PTS),[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,,,1.2,Made,7.0,,,,,,,,,,,,,,,,
336,PT10M37.00S,2022-03-13T02:20:09.2Z,3,REGULAR,3pt,Jump Shot,[],1629731,8.492115637319317,95.58823529411765,1610612739,55,44,2022-03-13T02:20:13Z,3330000,-228.0,27.0,1,left,MISS D. Wade 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,22.95,Missed,,,,,,,,,,,,,,,,,
337,PT10M34.00S,2022-03-13T02:20:12.2Z,3,REGULAR,rebound,defensive,[],1629750,,,1610612741,55,44,2022-03-13T02:20:13Z,3340000,,,0,,J. Green REBOUND (Off:2 Def:3),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,336.0,5.0,3.0,2.0,,,,,,,
338,PT10M24.00S,2022-03-13T02:20:22.3Z,3,REGULAR,2pt,Jump Shot,[],202696,93.51182654402102,77.69607843137256,1610612741,57,44,2022-03-13T02:20:27Z,3350000,138.0,8.0,1,right,N. Vucevic 13' Jump Shot (11 PTS) (C. White 5 AST),"[202696, 1629632]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,13.88,Made,11.0,C. White,1629632.0,5.0,,,,,,,,,,,,,
340,PT10M03.00S,2022-03-13T02:20:42.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629731,8.09789750328515,50.73529411764706,1610612739,57,44,2022-03-13T02:20:50Z,3370000,-4.0,24.0,1,left,MISS D. Wade driving Layup - blocked,"[1629731, 1630245]",1610612739.0,CLE,driving,,,Wade,D. Wade,,,,,,,2.39,Missed,,,,,Dosunmu,1630245.0,,,,,,,,,,,
341,PT10M03.00S,2022-03-13T02:20:42.9Z,3,REGULAR,block,,[],1630245,,,1610612739,57,44,2022-03-13T02:20:45Z,3380000,,,0,,A. Dosunmu BLOCK (2 BLK),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT10M00.00S,2022-03-13T02:20:45.9Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,57,44,2022-03-13T02:20:50Z,3390000,,,0,,N. Vucevic REBOUND (Off:0 Def:8),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,340.0,8.0,8.0,0.0,,,,,,,
343,PT09M41.00S,2022-03-13T02:21:08.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,89.43823915900131,37.00980392156863,1610612741,57,44,2022-03-13T02:21:24Z,3400000,-65.0,47.0,1,right,MISS D. DeRozan 8' turnaround Shot,[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,,,8.01,Missed,,,,,,,,,,,,,,,,,
344,PT09M41.00S,2022-03-13T02:21:08.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,57,44,2022-03-13T02:21:24Z,3410000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,343.0,,,,,,,,,,
345,PT09M41.00S,2022-03-13T02:21:11.2Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612741,57,44,2022-03-13T02:21:23Z,3420000,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,202053.0,,,,,,,,,,,,,,,,,,,,
346,PT09M25.00S,2022-03-13T02:21:35.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630171,5.732588699080158,50.245098039215684,1610612739,57,46,2022-03-13T02:21:39Z,3430000,-1.0,1.0,1,left,I. Okoro cutting DUNK (4 PTS) (D. Wade 1 AST),"[1630171, 1629731]",1610612739.0,CLE,cutting,,,Okoro,I. Okoro,,,,,,,0.18,Made,4.0,D. Wade,1629731.0,1.0,,,,,,,,,,,,,
348,PT09M04.00S,2022-03-13T02:21:56.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,91.80354796320631,65.68627450980392,1610612741,59,46,2022-03-13T02:22:17Z,3450000,78.0,25.0,1,right,N. Vucevic 8' turnaround Hook (13 PTS),[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,,,8.21,Made,13.0,,,,,,,,,,,,,,,,
349,PT08M53.00S,2022-03-13T02:22:10.5Z,3,REGULAR,foul,offensive,[],1629636,,,1610612739,59,46,2022-03-13T02:22:20Z,3460000,,,0,,D. Garland charge offensive FOUL (1 PF),"[1629636, 1630245]",1610612739.0,CLE,charge,,,Garland,D. Garland,,,,,202053.0,,,,,,,,,,,,,,1.0,0.0,Dosunmu,1630245.0,,,
351,PT08M53.00S,2022-03-13T02:22:10.5Z,3,REGULAR,turnover,offensive foul,[],1629636,,,1610612739,59,46,2022-03-13T02:22:10Z,3480000,,,0,,D. Garland offensive foul TURNOVER (5 TO),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,202053.0,5.0,,,,,,,,,,,,,,,,,,,
352,PT08M41.00S,2022-03-13T02:22:38.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630245,92.59198423127464,51.225490196078425,1610612741,59,46,2022-03-13T02:22:42Z,3490000,6.0,17.0,1,right,MISS A. Dosunmu driving Layup - blocked,"[1630245, 201567]",1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,,,1.82,Missed,,,,,Love,201567.0,,,,,,,,,,,
353,PT08M41.00S,2022-03-13T02:22:38.9Z,3,REGULAR,block,,[],201567,,,1610612741,59,46,2022-03-13T02:22:41Z,3500000,,,0,,K. Love BLOCK (1 BLK),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT08M39.00S,2022-03-13T02:22:40.9Z,3,REGULAR,rebound,defensive,[],1629731,,,1610612739,59,46,2022-03-13T02:22:42Z,3510000,,,0,,D. Wade REBOUND (Off:0 Def:3),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,352.0,3.0,3.0,0.0,,,,,,,
