actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
457,PT04M33.00S,2021-12-09T02:47:43.3Z,3,REGULAR,steal,,[],1628971,,,1610612751,80,63,2021-12-09T02:47:45Z,4570000,,,0,,B. Brown STEAL (3 STL),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT04M29.00S,2021-12-09T02:47:47.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630560,78.0059132720105,90.19607843137256,1610612751,80,63,2021-12-09T02:47:56Z,4580000,201.0,154.0,1,right,MISS C. Thomas 25' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,,
459,PT04M27.00S,2021-12-09T02:47:49.5Z,3,REGULAR,rebound,offensive,[],1628971,,,1610612751,80,63,2021-12-09T02:47:56Z,4590000,,,0,,B. Brown REBOUND (Off:3 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,458.0,4.0,1.0,3.0,,,,,,,,,,,,,,
460,PT04M16.00S,2021-12-09T02:48:00.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201935,77.61169513797634,8.088235294117647,1610612751,80,63,2021-12-09T02:48:07Z,4600000,-210.0,158.0,1,right,MISS J. Harden 26' step back 3PT,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,26.25,Missed,,,,,,,,,,,,,,,,,,,
461,PT04M15.00S,2021-12-09T02:48:01.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,80,63,2021-12-09T02:48:14Z,4610000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,460.0,,,,,,,,,,,,,,,,,
462,PT04M15.00S,2021-12-09T02:48:05.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,80,63,2021-12-09T02:48:17Z,4620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT04M06.00S,2021-12-09T02:48:41.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630560,85.23324572930355,36.51960784313725,1610612751,80,65,2021-12-09T02:48:53Z,4630000,-67.0,86.0,1,right,C. Thomas 10' driving floating Jump Shot (8 PTS),[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,10.95,Made,8.0,,,,,,,,,,,,,,,,,,
464,PT04M06.00S,2021-12-09T02:48:48.0Z,3,REGULAR,foul,personal,['1freethrow'],1630231,,,1610612751,80,65,2021-12-09T02:48:54Z,4640000,,,0,,K. Martin Jr. shooting personal FOUL (1 PF) (Thomas 1 FT),"[1630231, 1630560]",1610612745.0,HOU,shooting,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Thomas,1630560.0,,,,
466,PT04M06.00S,2021-12-09T02:48:58.8Z,3,REGULAR,substitution,out,[],201935,,,1610612751,80,65,2021-12-09T02:49:38Z,4660000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT04M06.00S,2021-12-09T02:48:58.8Z,3,REGULAR,substitution,in,[],1628975,,,1610612751,80,65,2021-12-09T02:49:38Z,4670000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT04M06.00S,2021-12-09T02:49:17.6Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1630560,,,1610612751,80,66,2021-12-09T02:49:17Z,4680000,,,0,,C. Thomas Free Throw 1 of 1 (9 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
469,PT03M49.00S,2021-12-09T02:49:36.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1626174,6.783837056504599,34.80392156862745,1610612745,80,66,2021-12-09T02:50:01Z,4690000,76.0,11.0,1,left,MISS C. Wood 7' driving bank Hook,[1626174],1610612745.0,HOU,driving bank,,,Wood,C. Wood,,,,,7.68,Missed,,,,,,,,,,,,,,,,,,,
470,PT03M49.00S,2021-12-09T02:49:36.4Z,3,REGULAR,rebound,defensive,[],201949,,,1610612751,80,66,2021-12-09T02:49:55Z,4700000,,,0,,J. Johnson REBOUND (Off:0 Def:3),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,469.0,3.0,3.0,0.0,,,,,,,,,,,,,,
471,PT03M42.00S,2021-12-09T02:49:43.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201949,93.24901445466492,51.470588235294116,1610612751,80,68,2021-12-09T02:50:08Z,4710000,7.0,11.0,1,right,J. Johnson running Layup (4 PTS),[201949],1610612751.0,BKN,running,,,Johnson,J. Johnson,,,,,1.33,Made,4.0,,,,,,,,,,,,,,,,,,
472,PT03M27.00S,2021-12-09T02:49:59.3Z,3,REGULAR,foul,personal,['2freethrow'],201933,,,1610612745,80,68,2021-12-09T02:50:05Z,4720000,,,0,,B. Griffin shooting personal FOUL (3 PF) (Wood 2 FT),"[201933, 1626174]",1610612751.0,BKN,shooting,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,204059.0,3.0,0.0,Wood,1626174.0,,,,
474,PT03M27.00S,2021-12-09T02:50:37.4Z,3,REGULAR,freethrow,1 of 2,[],1626174,,,1610612745,81,68,2021-12-09T02:51:03Z,4740000,,,0,,C. Wood Free Throw 1 of 2 (12 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
475,PT03M27.00S,2021-12-09T02:50:37.4Z,3,REGULAR,freethrow,2 of 2,[],1626174,,,1610612745,81,68,2021-12-09T02:51:03Z,4750000,,,0,,MISS C. Wood Free Throw 2 of 2,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Missed,,,,,,,,,,,,,,,,,,,
476,PT03M27.00S,2021-12-09T02:50:37.4Z,3,REGULAR,rebound,defensive,[],201933,,,1610612751,81,68,2021-12-09T02:51:03Z,4760000,,,0,,B. Griffin REBOUND (Off:0 Def:3),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,475.0,3.0,3.0,0.0,,,,,,,,,,,,,,
477,PT03M14.00S,2021-12-09T02:51:11.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,81,68,2021-12-09T02:51:11Z,4770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT03M14.00S,2021-12-09T02:51:15.7Z,3,REGULAR,substitution,out,[],1626174,,,1610612751,81,68,2021-12-09T02:51:17Z,4780000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT03M14.00S,2021-12-09T02:51:15.7Z,3,REGULAR,substitution,in,[],1630578,,,1610612751,81,68,2021-12-09T02:51:17Z,4790000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT03M09.00S,2021-12-09T02:51:30.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201933,92.32917214191852,53.18627450980392,1610612751,81,68,2021-12-09T02:51:37Z,4800000,16.0,20.0,1,right,MISS B. Griffin Layup,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,2.52,Missed,,,,,,,,,,,,,,,,,,,
481,PT03M08.00S,2021-12-09T02:51:31.9Z,3,REGULAR,rebound,defensive,[],201571,,,1610612745,81,68,2021-12-09T02:51:37Z,4810000,,,0,,D. Augustin REBOUND (Off:0 Def:2),[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,480.0,2.0,2.0,0.0,,,,,,,,,,,,,,
482,PT02M46.00S,2021-12-09T02:51:54.5Z,3,REGULAR,2pt,Jump Shot,[],1630578,11.645860709592641,69.36274509803921,1610612745,81,68,2021-12-09T02:52:01Z,4820000,-97.0,57.0,1,left,MISS A. Sengun 11' turnaround fadeaway Shot,[1630578],1610612745.0,HOU,turnaround fadeaway,,,Sengun,A. Sengun,,,,,11.23,Missed,,,,,,,,,,,,,,,,,,,
483,PT02M45.00S,2021-12-09T02:51:55.5Z,3,REGULAR,rebound,defensive,[],201949,,,1610612751,81,68,2021-12-09T02:52:01Z,4830000,,,0,,J. Johnson REBOUND (Off:0 Def:4),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,482.0,4.0,4.0,0.0,,,,,,,,,,,,,,
484,PT02M38.00S,2021-12-09T02:52:02.7Z,3,REGULAR,turnover,lost ball,[],201949,,,1610612751,81,68,2021-12-09T02:52:06Z,4840000,,,0,,J. Johnson lost ball TURNOVER (1 TO),"[201949, 1630528]",1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,1.0,Christopher,1630528.0,,,,,,,,,,,
485,PT02M38.00S,2021-12-09T02:52:02.7Z,3,REGULAR,steal,,[],1630528,,,1610612745,81,68,2021-12-09T02:52:04Z,4850000,,,0,,J. Christopher STEAL (1 STL),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT02M26.00S,2021-12-09T02:52:14.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201571,31.488173455978973,36.51960784313725,1610612745,84,68,2021-12-09T02:52:20Z,4860000,67.0,243.0,1,left,D. Augustin 25' 3PT step back (5 PTS) (A. Sengun 1 AST),"[201571, 1630578]",1610612745.0,HOU,step back,,,Augustin,D. Augustin,,,,,25.27,Made,5.0,,,,,,,,,,,,,,,A. Sengun,1630578.0,1.0,
488,PT01M59.00S,2021-12-09T02:52:40.7Z,3,REGULAR,3pt,Jump Shot,[],1630560,93.38042049934296,4.411764705882353,1610612751,84,71,2021-12-09T02:52:45Z,4880000,-228.0,10.0,1,right,C. Thomas 3PT  (12 PTS) (J. Johnson 4 AST),"[1630560, 201949]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,22.81,Made,12.0,,,,,,,,,,,,,,,J. Johnson,201949.0,4.0,
490,PT01M34.00S,2021-12-09T02:53:05.8Z,3,REGULAR,3pt,Jump Shot,[],1629717,33.065045992115635,31.862745098039213,1610612745,84,71,2021-12-09T02:53:23Z,4900000,91.0,258.0,1,left,MISS A. Brooks 27' pullup 3PT,[1629717],1610612745.0,HOU,pullup,,,Brooks,A. Brooks,,,,,27.38,Missed,,,,,,,,,,,,,,,,,,,
491,PT01M33.00S,2021-12-09T02:53:06.8Z,3,REGULAR,rebound,offensive,[],1630231,,,1610612745,84,71,2021-12-09T02:53:12Z,4910000,,,0,,K. Martin Jr. REBOUND (Off:1 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,490.0,2.0,1.0,1.0,,,,,,,,,,,,,,
492,PT01M30.00S,2021-12-09T02:53:10.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630231,6.783837056504599,54.65686274509803,1610612745,84,71,2021-12-09T02:53:15Z,4920000,-23.0,11.0,1,left,MISS K. Martin Jr. Layup,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,2.59,Missed,,,,,,,,,,,,,,,,,,,
493,PT01M30.00S,2021-12-09T02:53:10.8Z,3,REGULAR,rebound,offensive,[],1630528,,,1610612745,84,71,2021-12-09T02:53:15Z,4930000,,,0,,J. Christopher REBOUND (Off:1 Def:0),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,492.0,1.0,0.0,1.0,,,,,,,,,,,,,,
494,PT01M27.00S,2021-12-09T02:53:13.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630528,6.521024967148489,49.50980392156863,1610612745,86,71,2021-12-09T02:53:19Z,4940000,2.0,9.0,1,left,J. Christopher putback Layup (11 PTS),[1630528],1610612745.0,HOU,putback,,,Christopher,J. Christopher,,,,,0.91,Made,11.0,,,,,,,,,,,,,,,,,,
495,PT01M03.00S,2021-12-09T02:53:37.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,93.51182654402102,45.83333333333333,1610612751,86,73,2021-12-09T02:53:40Z,4950000,-21.0,8.0,1,right,C. Thomas driving Layup (14 PTS),[1630560],1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,2.25,Made,14.0,,,,,,,,,,,,,,,,,,
496,PT00M50.00S,2021-12-09T02:53:50.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,8.360709592641262,48.77450980392157,1610612745,88,73,2021-12-09T02:53:59Z,4960000,6.0,26.0,1,left,A. Sengun turnaround Hook (6 PTS),[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,2.68,Made,6.0,,,,,,,,,,,,,,,,,,
497,PT00M35.80S,2021-12-09T02:54:09.4Z,3,REGULAR,3pt,Jump Shot,[],201949,71.17279894875165,77.45098039215686,1610612751,88,73,2021-12-09T02:54:15Z,4970000,137.0,218.0,1,right,MISS J. Johnson 25' 3PT,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,25.81,Missed,,,,,,,,,,,,,,,,,,,
498,PT00M34.50S,2021-12-09T02:54:10.7Z,3,REGULAR,rebound,defensive,[],1629717,,,1610612745,88,73,2021-12-09T02:54:15Z,4980000,,,0,,A. Brooks REBOUND (Off:0 Def:5),[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,497.0,5.0,5.0,0.0,,,,,,,,,,,,,,
499,PT00M30.50S,2021-12-09T02:54:16.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,88,73,2021-12-09T02:54:16Z,4990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT00M30.50S,2021-12-09T02:54:20.9Z,3,REGULAR,substitution,out,[],1629717,,,1610612745,88,73,2021-12-09T02:54:29Z,5000000,,,0,,SUB out: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT00M30.50S,2021-12-09T02:54:20.9Z,3,REGULAR,substitution,out,[],201949,,,1610612745,88,73,2021-12-09T02:54:29Z,5010000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT00M30.50S,2021-12-09T02:54:20.9Z,3,REGULAR,substitution,in,[],1629726,,,1610612745,88,73,2021-12-09T02:54:29Z,5020000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT00M30.50S,2021-12-09T02:54:20.9Z,3,REGULAR,substitution,in,[],200794,,,1610612745,88,73,2021-12-09T02:54:29Z,5030000,,,0,,SUB in: P. Millsap,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT00M26.70S,2021-12-09T02:54:44.6Z,3,REGULAR,3pt,Jump Shot,[],1629726,22.815374507227332,11.27450980392157,1610612745,88,73,2021-12-09T02:54:52Z,5040000,194.0,162.0,1,left,MISS G. Mathews 25' 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,25.24,Missed,,,,,,,,,,,,,,,,,,,
505,PT00M26.20S,2021-12-09T02:54:45.1Z,3,REGULAR,rebound,defensive,[],1628975,,,1610612751,88,73,2021-12-09T02:54:52Z,5050000,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,504.0,1.0,1.0,0.0,,,,,,,,,,,,,,
506,PT00M06.00S,2021-12-09T02:55:05.3Z,3,REGULAR,turnover,lost ball,[],1628975,,,1610612751,88,73,2021-12-09T02:55:10Z,5060000,,,0,,J. Carter lost ball TURNOVER (1 TO),"[1628975, 1630528]",1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,1.0,Christopher,1630528.0,,,,,,,,,,,
507,PT00M06.00S,2021-12-09T02:55:05.3Z,3,REGULAR,steal,,[],1630528,,,1610612745,88,73,2021-12-09T02:55:07Z,5070000,,,0,,J. Christopher STEAL (2 STL),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT00M02.80S,2021-12-09T02:55:08.9Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630231,7.178055190538765,53.431372549019606,1610612745,90,73,2021-12-09T02:55:22Z,5080000,-17.0,15.0,1,left,K. Martin Jr. running DUNK (6 PTS) (J. Christopher 2 AST),"[1630231, 1630528]",1610612745.0,HOU,running,,,Martin Jr.,K. Martin Jr.,,,,,2.28,Made,6.0,,,,,,,,,,,,,,,J. Christopher,1630528.0,2.0,
510,PT00M00.00S,2021-12-09T02:55:31.2Z,3,REGULAR,3pt,Jump Shot,[],200794,53.95860709592641,8.088235294117647,1610612751,90,73,2021-12-09T02:56:04Z,5100000,-210.0,380.0,1,right,MISS P. Millsap 43' running 3PT,[200794],1610612751.0,BKN,running,,,Millsap,P. Millsap,,,,,43.42,Missed,,,,,,,,,,,,,,,,,,,
511,PT00M00.00S,2021-12-09T02:55:34.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,90,73,2021-12-09T02:55:34Z,5110000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,,,
512,PT00M00.00S,2021-12-09T02:55:35.5Z,3,REGULAR,period,end,[],0,,,1610612751,90,73,2021-12-09T02:55:35Z,5120000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2021-12-09T02:57:06.6Z,4,REGULAR,substitution,out,['startperiod'],1628975,,,1610612751,90,73,2021-12-09T02:57:57Z,5130000,,,0,,SUB out: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2021-12-09T02:57:06.6Z,4,REGULAR,substitution,out,['startperiod'],1628971,,,1610612751,90,73,2021-12-09T02:57:57Z,5140000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2021-12-09T02:57:06.6Z,4,REGULAR,substitution,out,['startperiod'],201933,,,1610612751,90,73,2021-12-09T02:57:57Z,5150000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2021-12-09T02:57:06.6Z,4,REGULAR,substitution,in,['startperiod'],201935,,,1610612751,90,73,2021-12-09T02:57:57Z,5160000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2021-12-09T02:57:06.6Z,4,REGULAR,substitution,in,['startperiod'],1630561,,,1610612751,90,73,2021-12-09T02:57:57Z,5170000,,,0,,SUB in: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2021-12-09T02:57:06.6Z,4,REGULAR,substitution,in,['startperiod'],201988,,,1610612751,90,73,2021-12-09T02:57:57Z,5180000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2021-12-09T02:58:11.9Z,4,REGULAR,period,start,[],0,,,1610612745,90,73,2021-12-09T02:58:11Z,5190000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT11M41.00S,2021-12-09T02:58:29.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,12.040078843626807,46.07843137254902,1610612745,90,73,2021-12-09T02:58:36Z,5200000,20.0,61.0,1,left,MISS A. Sengun 6' turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,6.38,Missed,,,,,,,,,,,,,,,,,,,
521,PT11M39.00S,2021-12-09T02:58:31.5Z,4,REGULAR,rebound,defensive,[],1630561,,,1610612751,90,73,2021-12-09T02:58:36Z,5210000,,,0,,D. Duke Jr. REBOUND (Off:0 Def:1),[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,520.0,1.0,1.0,0.0,,,,,,,,,,,,,,
522,PT11M27.00S,2021-12-09T02:58:43.2Z,4,REGULAR,2pt,Jump Shot,[],1630560,83.78777923784494,25.735294117647058,1610612751,90,75,2021-12-09T02:58:47Z,5220000,-121.0,100.0,1,right,C. Thomas 15' turnaround fadeaway Jump Shot (16 PTS),[1630560],1610612751.0,BKN,turnaround fadeaway,,,Thomas,C. Thomas,,,,,15.71,Made,16.0,,,,,,,,,,,,,,,,,,
523,PT11M07.00S,2021-12-09T02:59:03.3Z,4,REGULAR,3pt,Jump Shot,[],1629726,30.962549277266753,75.73529411764706,1610612745,90,75,2021-12-09T02:59:08Z,5230000,-129.0,239.0,1,left,MISS G. Mathews 27' 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,27.1,Missed,,,,,,,,,,,,,,,,,,,
524,PT11M06.00S,2021-12-09T02:59:04.3Z,4,REGULAR,rebound,defensive,[],200794,,,1610612751,90,75,2021-12-09T02:59:08Z,5240000,,,0,,P. Millsap REBOUND (Off:1 Def:2),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,523.0,3.0,2.0,1.0,,,,,,,,,,,,,,
525,PT11M00.00S,2021-12-09T02:59:14.4Z,4,REGULAR,foul,personal,['2freethrow'],1629726,,,1610612751,90,75,2021-12-09T02:59:28Z,5250000,,,0,,G. Mathews shooting personal FOUL (2 PF) (Harden 2 FT),"[1629726, 201935]",1610612745.0,HOU,shooting,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Harden,201935.0,,,,
527,PT11M00.00S,2021-12-09T02:59:39.8Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],201935,,,1610612751,90,76,2021-12-09T02:59:39Z,5270000,,,0,,J. Harden Free Throw 1 of 2 (18 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
528,PT11M00.00S,2021-12-09T02:59:46.7Z,4,REGULAR,substitution,out,[],201571,,,1610612751,90,76,2021-12-09T03:00:00Z,5280000,,,0,,SUB out: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT11M00.00S,2021-12-09T02:59:46.7Z,4,REGULAR,substitution,in,[],201569,,,1610612751,90,76,2021-12-09T03:00:00Z,5290000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT11M00.00S,2021-12-09T03:00:10.9Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],201935,,,1610612751,90,77,2021-12-09T03:00:10Z,5300000,,,0,,J. Harden Free Throw 2 of 2 (19 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
531,PT10M48.00S,2021-12-09T03:00:24.6Z,4,REGULAR,3pt,Jump Shot,[],1629726,35.167542706964525,39.950980392156865,1610612745,93,77,2021-12-09T03:00:29Z,5310000,50.0,278.0,1,left,G. Mathews 28' 3PT  (10 PTS) (E. Gordon 2 AST),"[1629726, 201569]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,28.26,Made,10.0,,,,,,,,,,,,,,,E. Gordon,201569.0,2.0,
533,PT10M30.00S,2021-12-09T03:00:42.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],200794,92.32917214191852,50.73529411764706,1610612751,93,79,2021-12-09T03:00:47Z,5330000,4.0,20.0,1,right,P. Millsap cutting finger roll Layup (4 PTS) (J. Harden 6 AST),"[200794, 201935]",1610612751.0,BKN,cutting finger roll,,,Millsap,P. Millsap,,,,,1.99,Made,4.0,,,,,,,,,,,,,,,J. Harden,201935.0,6.0,
535,PT10M05.00S,2021-12-09T03:01:07.3Z,4,REGULAR,3pt,Jump Shot,[],1630578,27.414586070959263,15.686274509803921,1610612745,93,79,2021-12-09T03:01:15Z,5350000,172.0,205.0,1,left,MISS A. Sengun 26' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,26.75,Missed,,,,,,,,,,,,,,,,,,,
536,PT10M03.00S,2021-12-09T03:01:09.3Z,4,REGULAR,rebound,defensive,[],201935,,,1610612751,93,79,2021-12-09T03:01:15Z,5360000,,,0,,J. Harden REBOUND (Off:0 Def:8),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,535.0,8.0,8.0,0.0,,,,,,,,,,,,,,
537,PT09M55.00S,2021-12-09T03:01:18.9Z,4,REGULAR,foul,personal,['2freethrow'],201569,,,1610612751,93,79,2021-12-09T03:01:29Z,5370000,,,0,,E. Gordon shooting personal FOUL (2 PF) (Mills 2 FT),"[201569, 201988]",1610612745.0,HOU,shooting,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,1628171.0,2.0,1.0,Mills,201988.0,,,,
539,PT09M55.00S,2021-12-09T03:01:45.2Z,4,REGULAR,freethrow,1 of 2,[],201988,,,1610612751,93,80,2021-12-09T03:01:45Z,5390000,,,0,,P. Mills Free Throw 1 of 2 (10 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
540,PT09M55.00S,2021-12-09T03:01:58.2Z,4,REGULAR,freethrow,2 of 2,[],201988,,,1610612751,93,81,2021-12-09T03:01:58Z,5400000,,,0,,P. Mills Free Throw 2 of 2 (11 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
541,PT09M41.00S,2021-12-09T03:02:14.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630528,7.046649145860711,52.450980392156865,1610612745,95,81,2021-12-09T03:02:19Z,5410000,-12.0,14.0,1,left,J. Christopher driving Layup (13 PTS),[1630528],1610612745.0,HOU,driving,,,Christopher,J. Christopher,,,,,1.84,Made,13.0,,,,,,,,,,,,,,,,,,
542,PT09M27.00S,2021-12-09T03:02:28.1Z,4,REGULAR,3pt,Jump Shot,[],1630561,91.80354796320631,4.6568627450980395,1610612751,95,81,2021-12-09T03:02:34Z,5420000,-227.0,25.0,1,right,MISS D. Duke Jr. 3PT,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,22.8,Missed,,,,,,,,,,,,,,,,,,,
