actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
440,PT02M33.00S,2022-11-05T22:42:58.9Z,3,REGULAR,substitution,out,[],1628368,,,1610612753,75,74,2022-11-05T22:43:21Z,4320000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT02M33.00S,2022-11-05T22:42:58.9Z,3,REGULAR,substitution,out,[],1627734,,,1610612753,75,74,2022-11-05T22:43:21Z,4330000,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT02M33.00S,2022-11-05T22:42:58.9Z,3,REGULAR,substitution,in,[],1630558,,,1610612753,75,74,2022-11-05T22:43:21Z,4340000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT02M33.00S,2022-11-05T22:42:58.9Z,3,REGULAR,substitution,in,[],1629002,,,1610612753,75,74,2022-11-05T22:43:21Z,4350000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT02M33.00S,2022-11-05T22:43:23.3Z,3,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,76,74,2022-11-05T22:43:23Z,4360000,,,0,,P. Banchero Free Throw 1 of 2 (22 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
445,PT02M33.00S,2022-11-05T22:43:40.6Z,3,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,77,74,2022-11-05T22:43:40Z,4370000,,,0,,P. Banchero Free Throw 2 of 2 (23 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
446,PT02M19.00S,2022-11-05T22:43:55.2Z,3,REGULAR,3pt,Jump Shot,[],1628370,27.414586070959263,23.284313725490197,1610612758,77,74,2022-11-05T22:44:01Z,4380000,134.0,205.0,1,left,MISS M. Monk 24' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,24.49,Missed,,,,,,,,,,,,,,,,,,
447,PT02M12.00S,2022-11-05T22:44:02.2Z,3,REGULAR,rebound,offensive,[],203084,,,1610612758,77,74,2022-11-05T22:45:40Z,4390000,,,0,,H. Barnes REBOUND (Off:2 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,446.0,3.0,1.0,2.0,,,,,,,,,,,,,,
448,PT02M12.00S,2022-11-05T22:44:00.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203084,5.590000152587891,50.0,1610612758,77,76,2022-11-05T22:44:57Z,4400000,0.0,0.0,1,left,H. Barnes tip Layup (6 PTS),[203084],1610612758.0,SAC,tip,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,6.0,,,,,,,,,,,,,
449,PT02M03.00S,2022-11-05T22:44:14.6Z,3,REGULAR,turnover,traveling,[],1630181,,,1610612753,77,76,2022-11-05T22:44:22Z,4410000,,,0,,R. Hampton traveling TURNOVER (1 TO),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,1201.0,,,,,,
450,PT01M54.00S,2022-11-05T22:44:33.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630284,,,1610612758,77,76,2022-11-05T22:45:22Z,4420000,,,0,,K. Harris personal FOUL (1 PF) (Metu 2 FT),"[1630284, 1629002]",1610612753.0,ORL,,,,Harris,K. Harris,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,2714.0,1.0,0.0,Metu,1629002.0,,
452,PT01M54.00S,2022-11-05T22:45:02.4Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629002,,,1610612758,77,77,2022-11-05T22:45:02Z,4440000,,,0,,C. Metu Free Throw 1 of 2 (1 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
453,PT01M54.00S,2022-11-05T22:45:05.1Z,3,REGULAR,substitution,out,[],1631094,,,1610612758,77,77,2022-11-05T22:45:09Z,4450000,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT01M54.00S,2022-11-05T22:45:05.1Z,3,REGULAR,substitution,in,[],1630532,,,1610612758,77,77,2022-11-05T22:45:09Z,4460000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT01M54.00S,2022-11-05T22:45:22.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629002,,,1610612758,77,78,2022-11-05T22:45:22Z,4470000,,,0,,C. Metu Free Throw 2 of 2 (2 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
456,PT01M39.00S,2022-11-05T22:45:46.6Z,3,REGULAR,turnover,out-of-bounds,[],1629643,,,1610612753,77,78,2022-11-05T22:46:45Z,4480000,,,0,,C. Okeke step out-of-bounds TURNOVER (1 TO),[1629643],1610612753.0,ORL,step,,,Okeke,C. Okeke,,,,,Left Corner 3,24+ Left,,,,,,,,1.0,,,,,,203177.0,,,,,,
457,PT01M39.00S,2022-11-05T22:45:50.5Z,3,REGULAR,substitution,out,[],203084,,,1610612758,77,78,2022-11-05T22:45:55Z,4490000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT01M39.00S,2022-11-05T22:45:50.5Z,3,REGULAR,substitution,in,[],1629056,,,1610612758,77,78,2022-11-05T22:45:55Z,4500000,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT01M28.00S,2022-11-05T22:46:15.2Z,3,REGULAR,foul,offensive,[],1630558,,,1610612758,77,78,2022-11-05T22:46:32Z,4510000,,,0,,D. Mitchell offensive FOUL (1 PF),"[1630558, 1630181]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1201.0,1.0,0.0,Hampton,1630181.0,,
461,PT01M28.00S,2022-11-05T22:46:15.2Z,3,REGULAR,turnover,offensive foul,[],1630558,,,1610612758,77,78,2022-11-05T22:46:15Z,4530000,,,0,,D. Mitchell offensive foul TURNOVER (2 TO),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,,,,,,1201.0,,,,,,
462,PT01M11.00S,2022-11-05T22:46:45.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203082,91.14651773981603,54.65686274509803,1610612753,77,78,2022-11-05T22:46:52Z,4540000,23.0,31.0,1,right,MISS T. Ross driving floating bank Shot,[203082],1610612753.0,ORL,driving floating bank,,,Ross,T. Ross,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,,
463,PT01M09.00S,2022-11-05T22:46:47.0Z,3,REGULAR,rebound,defensive,[],1629056,,,1610612758,77,78,2022-11-05T22:46:52Z,4550000,,,0,,T. Davis REBOUND (Off:0 Def:1),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,Restricted Area,0-8 Center,,,462.0,1.0,1.0,0.0,,,,,,,,,,,,,,
464,PT00M57.90S,2022-11-05T22:46:58.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629056,8.623521681997373,54.65686274509803,1610612758,77,78,2022-11-05T22:47:06Z,4560000,-23.0,29.0,1,left,MISS T. Davis driving reverse Layup - blocked,"[1629056, 1629643]",1610612758.0,SAC,driving reverse,,,Davis,T. Davis,,,,,Restricted Area,0-8 Center,3.69,Missed,,,,,,,,,,,,,,,,,Okeke,1629643.0
465,PT00M57.90S,2022-11-05T22:46:58.7Z,3,REGULAR,block,,[],1629643,,,1610612758,77,78,2022-11-05T22:47:01Z,4570000,,,0,,C. Okeke BLOCK (2 BLK),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
466,PT00M54.50S,2022-11-05T22:47:02.1Z,3,REGULAR,rebound,defensive,[],1629643,,,1610612753,77,78,2022-11-05T22:47:06Z,4580000,,,0,,C. Okeke REBOUND (Off:2 Def:4),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Restricted Area,0-8 Center,,,464.0,6.0,4.0,2.0,,,,,,,,,,,,,,
467,PT00M51.00S,2022-11-05T22:47:07.6Z,3,REGULAR,foul,personal,[],1630558,,,1610612753,77,78,2022-11-05T22:47:43Z,4590000,,,0,,D. Mitchell personal FOUL (2 PF),"[1630558, 1629643]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,2714.0,2.0,0.0,Okeke,1629643.0,,
469,PT00M42.00S,2022-11-05T22:47:40.3Z,3,REGULAR,turnover,bad pass,[],1630532,,,1610612753,77,78,2022-11-05T22:47:49Z,4610000,,,0,,F. Wagner bad pass TURNOVER (1 TO),"[1630532, 1629056]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,Davis,1629056.0,,,,,,,,,,
470,PT00M42.00S,2022-11-05T22:47:40.3Z,3,REGULAR,steal,,[],1629056,,,1610612758,77,78,2022-11-05T22:47:42Z,4620000,,,0,,T. Davis STEAL (1 STL),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
471,PT00M38.10S,2022-11-05T22:47:45.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629002,6.652431011826544,50.98039215686274,1610612758,77,80,2022-11-05T22:47:58Z,4630000,-5.0,10.0,1,left,C. Metu running alley-oop DUNK (4 PTS) (T. Davis 3 AST),"[1629002, 1629056]",1610612758.0,SAC,running alley-oop,,,Metu,C. Metu,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,4.0,,,,T. Davis,1629056.0,3.0,,,,,,,
473,PT00M25.90S,2022-11-05T22:48:00.3Z,3,REGULAR,3pt,Jump Shot,[],1629643,67.88764783180025,42.64705882352941,1610612753,77,80,2022-11-05T22:48:05Z,4650000,-37.0,249.0,1,right,MISS C. Okeke 25' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Center,25.21,Missed,,,,,,,,,,,,,,,,,,
474,PT00M22.70S,2022-11-05T22:48:03.5Z,3,REGULAR,rebound,defensive,[],1629002,,,1610612758,77,80,2022-11-05T22:48:05Z,4660000,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,Above the Break 3,24+ Center,,,473.0,1.0,1.0,0.0,,,,,,,,,,,,,,
475,PT00M01.50S,2022-11-05T22:48:24.5Z,3,REGULAR,3pt,Jump Shot,[],1626168,31.61957950065703,30.88235294117647,1610612758,77,83,2022-11-05T22:48:33Z,4670000,96.0,245.0,1,left,T. Lyles 26' 3PT  (9 PTS) (M. Monk 4 AST),"[1626168, 1628370]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Right Center,26.27,Made,,,,,9.0,,,,M. Monk,1628370.0,4.0,,,,,,,
477,PT00M00.00S,2022-11-05T22:48:30.4Z,3,REGULAR,3pt,Jump Shot,[],1630532,28.33442838370565,82.1078431372549,1610612753,77,83,2022-11-05T22:48:44Z,4690000,161.0,621.0,1,right,MISS F. Wagner 64' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,64.16,Missed,,,,,,,,,,,,,,,,,,
478,PT00M00.00S,2022-11-05T22:48:30.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,77,83,2022-11-05T22:48:44Z,4700000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,477.0,,,,,,,,,,,,,,,,,
479,PT00M00.00S,2022-11-05T22:48:36.7Z,3,REGULAR,period,end,[],0,,,1610612753,77,83,2022-11-05T22:48:36Z,4710000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2022-11-05T22:50:56.1Z,4,REGULAR,substitution,out,['startperiod'],1630284,,,1610612753,77,83,2022-11-05T22:51:25Z,4720000,,,0,,SUB out: K. Harris,[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2022-11-05T22:50:56.1Z,4,REGULAR,substitution,out,['startperiod'],203082,,,1610612753,77,83,2022-11-05T22:51:25Z,4730000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2022-11-05T22:50:56.1Z,4,REGULAR,substitution,in,['startperiod'],1629626,,,1610612753,77,83,2022-11-05T22:51:25Z,4740000,,,0,,SUB in: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2022-11-05T22:50:56.1Z,4,REGULAR,substitution,in,['startperiod'],1629678,,,1610612753,77,83,2022-11-05T22:51:25Z,4750000,,,0,,SUB in: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2022-11-05T22:51:22.1Z,4,REGULAR,period,start,[],0,,,1610612753,77,83,2022-11-05T22:51:26Z,4760000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT11M40.00S,2022-11-05T22:51:57.7Z,4,REGULAR,foul,offensive,[],1630532,,,1610612753,77,83,2022-11-05T23:04:01Z,4780000,,,0,,F. Wagner offensive FOUL (3 PF),"[1630532, 1628370]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,203177.0,3.0,0.0,Monk,1628370.0,,
488,PT11M40.00S,2022-11-05T22:51:57.7Z,4,REGULAR,turnover,offensive foul,[],1630532,,,1610612753,77,83,2022-11-05T22:51:57Z,4800000,,,0,,F. Wagner offensive foul TURNOVER (2 TO),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Right,,,,,,,,2.0,,,,,,203177.0,,,,,,
489,PT11M27.00S,2022-11-05T22:52:25.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629056,28.991458607095925,76.22549019607843,1610612758,77,86,2022-11-05T22:52:32Z,4810000,-131.0,220.0,1,left,T. Davis 25' 3PT  (5 PTS) (T. Lyles 1 AST),"[1629056, 1626168]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,Above the Break 3,24+ Left Center,25.61,Made,,,,,5.0,,,,T. Lyles,1626168.0,1.0,,,,,,,
492,PT11M04.00S,2022-11-05T22:52:59.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630181,90.75229960578186,55.14705882352941,1610612753,79,86,2022-11-05T22:53:13Z,4840000,26.0,34.0,1,right,R. Hampton turnaround Jump Shot (4 PTS),[1630181],1610612753.0,ORL,turnaround,,,Hampton,R. Hampton,,,,,Restricted Area,0-8 Center,4.29,Made,,,,,4.0,,,,,,,,,,,,,
493,PT11M04.00S,2022-11-05T22:53:04.0Z,4,REGULAR,foul,personal,['1freethrow'],1628370,,,1610612753,79,86,2022-11-05T22:53:09Z,4850000,,,0,,M. Monk shooting personal FOUL (2 PF) (Hampton 1 FT),"[1628370, 1630181]",1610612758.0,SAC,shooting,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203177.0,2.0,0.0,Hampton,1630181.0,,
495,PT11M04.00S,2022-11-05T22:53:31.0Z,4,REGULAR,freethrow,1 of 1,[],1630181,,,1610612753,80,86,2022-11-05T22:53:31Z,4870000,,,0,,R. Hampton Free Throw 1 of 1 (5 PTS),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
496,PT10M55.00S,2022-11-05T22:53:45.8Z,4,REGULAR,violation,kicked ball,[],1629678,,,1610612758,80,86,2022-11-05T22:53:54Z,4880000,,,0,,A. Schofield kicked ball VIOLATION,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,1201.0,,,,,,
497,PT10M44.00S,2022-11-05T22:54:15.4Z,4,REGULAR,3pt,Jump Shot,[],1626168,8.360709592641262,5.147058823529411,1610612758,80,89,2022-11-05T22:54:21Z,4890000,224.0,26.0,1,left,T. Lyles 3PT  (12 PTS) (M. Monk 5 AST),"[1626168, 1628370]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Right Corner 3,24+ Right,22.58,Made,,,,,12.0,,,,M. Monk,1628370.0,5.0,,,,,,,
499,PT10M24.00S,2022-11-05T22:54:37.4Z,4,REGULAR,foul,personal,[],1628370,,,1610612753,80,89,2022-11-05T22:54:46Z,4910000,,,0,,M. Monk personal FOUL (3 PF),"[1628370, 1630181]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,2714.0,3.0,0.0,Hampton,1630181.0,,
501,PT10M12.00S,2022-11-05T22:55:08.5Z,4,REGULAR,foul,personal,['2freethrow'],1629056,,,1610612753,80,89,2022-11-05T22:56:23Z,4930000,,,0,,T. Davis shooting personal FOUL (1 PF) (Wagner 2 FT),"[1629056, 1630532]",1610612758.0,SAC,shooting,,,Davis,T. Davis,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,2714.0,1.0,0.0,Wagner,1630532.0,,
503,PT10M12.00S,2022-11-05T22:55:36.6Z,4,REGULAR,foul,technical,['1freethrow'],1629056,,,1610612753,80,89,2022-11-05T22:55:53Z,4950000,,,0,,T. Davis technical FOUL (1 Tech),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,2714.0,1.0,1.0,,,,
504,PT10M12.00S,2022-11-05T22:55:54.9Z,4,REGULAR,freethrow,1 of 1,[],1630532,,,1610612753,81,89,2022-11-05T22:55:54Z,4960000,,,0,,F. Wagner technical Free Throw 1 of 1 (18 PTS),[1630532],1610612753.0,ORL,technical,,,Wagner,F. Wagner,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
505,PT10M12.00S,2022-11-05T22:56:38.7Z,4,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,81,89,2022-11-05T22:56:38Z,4970000,,,0,,MISS F. Wagner Free Throw 1 of 2,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
506,PT10M12.00S,2022-11-05T22:56:38.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,81,89,2022-11-05T22:56:38Z,4980000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,,,
507,PT10M12.00S,2022-11-05T22:56:53.2Z,4,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,82,89,2022-11-05T22:56:53Z,4990000,,,0,,F. Wagner Free Throw 2 of 2 (19 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
508,PT09M55.00S,2022-11-05T22:57:12.5Z,4,REGULAR,3pt,Jump Shot,[],1628370,32.53942181340342,56.372549019607845,1610612758,82,92,2022-11-05T22:57:18Z,5000000,-32.0,253.0,1,left,M. Monk 25' 3PT pullup (8 PTS),[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,25.54,Made,,,,,8.0,,,,,,,,,,,,,
509,PT09M39.00S,2022-11-05T22:57:29.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,89.56964520367937,54.166666666666664,1610612753,82,92,2022-11-05T22:57:37Z,5010000,21.0,46.0,1,right,MISS F. Wagner driving floating Shot - blocked,"[1630532, 1629056]",1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,5.0,Missed,,,,,,,,,,,,,,,,,Davis,1629056.0
510,PT09M39.00S,2022-11-05T22:57:29.1Z,4,REGULAR,block,,[],1629056,,,1610612753,82,92,2022-11-05T22:57:32Z,5020000,,,0,,T. Davis BLOCK (1 BLK),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
511,PT09M35.00S,2022-11-05T22:57:33.1Z,4,REGULAR,rebound,defensive,[],1629002,,,1610612758,82,92,2022-11-05T22:57:37Z,5030000,,,0,,C. Metu REBOUND (Off:0 Def:2),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,In The Paint (Non-RA),0-8 Center,,,509.0,2.0,2.0,0.0,,,,,,,,,,,,,,
512,PT09M33.00S,2022-11-05T22:57:35.6Z,4,REGULAR,3pt,Jump Shot,[],1629056,32.670827858081466,55.88235294117647,1610612758,82,92,2022-11-05T22:57:48Z,5040000,-29.0,255.0,1,left,MISS T. Davis 25' 3PT,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,Above the Break 3,24+ Center,25.63,Missed,,,,,,,,,,,,,,,,,,
513,PT09M28.00S,2022-11-05T22:57:40.6Z,4,REGULAR,rebound,defensive,[],1630532,,,1610612753,82,92,2022-11-05T22:57:48Z,5050000,,,0,,F. Wagner REBOUND (Off:0 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,512.0,3.0,3.0,0.0,,,,,,,,,,,,,,
514,PT09M20.00S,2022-11-05T22:57:52.5Z,4,REGULAR,violation,kicked ball,[],1629002,,,1610612753,82,92,2022-11-05T22:58:29Z,5060000,,,0,,C. Metu kicked ball VIOLATION,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,2714.0,,,,,,
515,PT09M20.00S,2022-11-05T22:57:55.6Z,4,REGULAR,substitution,out,[],1629643,,,1610612753,82,92,2022-11-05T22:58:14Z,5070000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT09M20.00S,2022-11-05T22:57:55.6Z,4,REGULAR,substitution,out,[],1630181,,,1610612753,82,92,2022-11-05T22:58:14Z,5080000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT09M20.00S,2022-11-05T22:57:55.6Z,4,REGULAR,substitution,out,[],1629678,,,1610612753,82,92,2022-11-05T22:58:14Z,5090000,,,0,,SUB out: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT09M20.00S,2022-11-05T22:57:55.6Z,4,REGULAR,substitution,out,[],1629056,,,1610612753,82,92,2022-11-05T22:58:14Z,5100000,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT09M20.00S,2022-11-05T22:57:55.6Z,4,REGULAR,substitution,out,[],1626168,,,1610612753,82,92,2022-11-05T22:58:14Z,5110000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT09M20.00S,2022-11-05T22:57:55.6Z,4,REGULAR,substitution,in,[],1631094,,,1610612753,82,92,2022-11-05T22:58:14Z,5120000,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT09M20.00S,2022-11-05T22:57:55.6Z,4,REGULAR,substitution,in,[],1630591,,,1610612753,82,92,2022-11-05T22:58:14Z,5130000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT09M20.00S,2022-11-05T22:57:55.6Z,4,REGULAR,substitution,in,[],1628976,,,1610612753,82,92,2022-11-05T22:58:14Z,5140000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT09M20.00S,2022-11-05T22:57:55.6Z,4,REGULAR,substitution,in,[],1628989,,,1610612753,82,92,2022-11-05T22:58:14Z,5150000,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT09M20.00S,2022-11-05T22:57:55.6Z,4,REGULAR,substitution,in,[],203084,,,1610612753,82,92,2022-11-05T22:58:14Z,5160000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT09M13.00S,2022-11-05T22:58:25.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,89.30683311432325,54.41176470588235,1610612753,82,92,2022-11-05T22:58:50Z,5170000,22.0,48.0,1,right,MISS F. Wagner turnaround Hook,[1630532],1610612753.0,ORL,turnaround,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,5.28,Missed,,,,,,,,,,,,,,,,,,
526,PT09M11.00S,2022-11-05T22:58:27.4Z,4,REGULAR,rebound,offensive,[],1631094,,,1610612753,82,92,2022-11-05T22:58:27Z,5180000,,,0,,P. Banchero REBOUND (Off:1 Def:10),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,525.0,11.0,10.0,1.0,,,,,,,,,,,,,,
527,PT09M10.00S,2022-11-05T22:58:28.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,91.27792378449409,52.69607843137255,1610612753,84,92,2022-11-05T23:11:36Z,5190000,13.0,29.0,1,right,P. Banchero putback Layup (25 PTS),[1631094],1610612753.0,ORL,putback,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.24,Made,,,,,25.0,,,,,,,,,,,,,
