actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
347,PT10M48.00S,2023-01-21T01:23:01.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631094,5.732588699080158,45.588235294117645,1610612753,60,63,2023-01-21T01:25:42Z,3360000,False,22.0,1.0,1,left,P. Banchero running Layup (9 PTS) (F. Wagner 7 AST),"[1631094, 1630532]",1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,,9.0,,,,F. Wagner,1630532.0,7.0,,,,,
350,PT10M37.00S,2023-01-21T01:23:16.1Z,3,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612740,60,63,2023-01-21T01:23:33Z,3380000,False,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (McCollum 2 FT),"[1628976, 203468]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,204059.0,1.0,0.0,McCollum,203468.0
352,PT10M37.00S,2023-01-21T01:23:51.5Z,3,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,60,64,2023-01-21T01:23:51Z,3400000,False,,,0,,C. McCollum Free Throw 1 of 2 (12 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
353,PT10M37.00S,2023-01-21T01:24:10.2Z,3,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,60,65,2023-01-21T01:24:10Z,3410000,False,,,0,,C. McCollum Free Throw 2 of 2 (13 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
354,PT10M13.00S,2023-01-21T01:24:37.1Z,3,REGULAR,3pt,Jump Shot,[],203914,16.63929040735874,96.32352941176471,1610612753,63,65,2023-01-21T01:24:45Z,3420000,False,-232.0,104.0,1,left,G. Harris 25' 3PT  (5 PTS) (W. Carter Jr. 2 AST),"[203914, 1628976]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left Center,25.38,Made,,,,,,,5.0,,,,W. Carter Jr.,1628976.0,2.0,,,,,
357,PT09M55.00S,2023-01-21T01:26:00.0Z,3,REGULAR,2pt,Jump Shot,[],202685,82.60512483574244,33.088235294117645,1610612740,63,65,2023-01-21T01:28:30Z,3450000,False,-85.0,111.0,1,right,MISS J. Valanciunas 13' turnaround fadeaway Shot,[202685],1610612740.0,NOP,turnaround fadeaway,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,13.96,Missed,,,,,,,,,,,,,,,,,,
358,PT09M51.00S,2023-01-21T01:26:04.0Z,3,REGULAR,rebound,defensive,[],1631094,,,1610612753,63,65,2023-01-21T01:26:17Z,3460000,False,,,0,,P. Banchero REBOUND (Off:1 Def:5),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,,,,,357.0,6.0,5.0,1.0,,,,,,,,,,,,
359,PT09M48.00S,2023-01-21T01:26:08.6Z,3,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612753,63,65,2023-01-21T01:26:20Z,3470000,False,,,0,,H. Jones shooting personal FOUL (4 PF) (Fultz 2 FT),"[1630529, 1628365]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,204059.0,4.0,0.0,Fultz,1628365.0
361,PT09M48.00S,2023-01-21T01:26:40.3Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1628365,,,1610612753,63,65,2023-01-21T01:26:40Z,3490000,False,,,0,,MISS M. Fultz Free Throw 1 of 2,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
362,PT09M48.00S,2023-01-21T01:26:40.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,63,65,2023-01-21T01:26:40Z,3500000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,361.0,,,,,,,,,,,,,,,
363,PT09M48.00S,2023-01-21T01:26:41.3Z,3,REGULAR,substitution,out,[],1630529,,,1610612753,63,65,2023-01-21T01:26:47Z,3510000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT09M48.00S,2023-01-21T01:26:41.3Z,3,REGULAR,substitution,in,[],1630631,,,1610612753,63,65,2023-01-21T01:26:47Z,3520000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT09M48.00S,2023-01-21T01:27:02.0Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1628365,,,1610612753,64,65,2023-01-21T01:27:02Z,3530000,False,,,0,,M. Fultz Free Throw 2 of 2 (1 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
366,PT09M28.00S,2023-01-21T01:27:22.6Z,3,REGULAR,3pt,Jump Shot,[],1630631,66.5735873850197,61.029411764705884,1610612740,64,65,2023-01-21T01:27:29Z,3540000,False,55.0,262.0,1,right,MISS J. Alvarado 26' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,26.74,Missed,,,,,,,,,,,,,,,,,,
367,PT09M24.00S,2023-01-21T01:27:26.6Z,3,REGULAR,rebound,offensive,[],203468,,,1610612740,64,65,2023-01-21T01:27:29Z,3550000,False,,,0,,C. McCollum REBOUND (Off:2 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,366.0,3.0,1.0,2.0,,,,,,,,,,,,
369,PT09M20.00S,2023-01-21T01:27:46.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630530,92.9862023653088,50.73529411764706,1610612740,64,67,2023-01-21T01:27:53Z,3570000,False,4.0,13.0,1,right,T. Murphy III cutting DUNK (8 PTS) (D. Daniels 6 AST),"[1630530, 1630700]",1610612740.0,NOP,cutting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,,,8.0,,,,D. Daniels,1630700.0,6.0,,,,,
371,PT09M20.00S,2023-01-21T01:27:50.4Z,3,REGULAR,foul,personal,['1freethrow'],203914,,,1610612740,64,67,2023-01-21T01:28:02Z,3590000,False,,,0,,G. Harris shooting personal FOUL (1 PF) (Murphy III 1 FT),"[203914, 1630530]",1610612753.0,ORL,shooting,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Murphy III,1630530.0
373,PT09M20.00S,2023-01-21T01:28:17.0Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1630530,,,1610612740,64,68,2023-01-21T01:28:17Z,3610000,False,,,0,,T. Murphy III Free Throw 1 of 1 (9 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
374,PT09M04.00S,2023-01-21T01:28:37.3Z,3,REGULAR,3pt,Jump Shot,[],203914,25.18068331143233,18.137254901960784,1610612753,67,68,2023-01-21T01:28:45Z,3620000,False,159.0,184.0,1,left,G. Harris 24' 3PT  (8 PTS) (P. Banchero 1 AST),"[203914, 1631094]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Right Center,24.35,Made,,,,,,,8.0,,,,P. Banchero,1631094.0,1.0,,,,,
376,PT08M45.00S,2023-01-21T01:28:55.6Z,3,REGULAR,3pt,Jump Shot,[],203468,66.17936925098554,58.57843137254902,1610612740,67,71,2023-01-21T01:29:00Z,3640000,False,43.0,265.0,1,right,C. McCollum 26' 3PT  (16 PTS) (D. Daniels 7 AST),"[203468, 1630700]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,26.88,Made,,,,,,,16.0,,,,D. Daniels,1630700.0,7.0,,,,,
378,PT08M31.00S,2023-01-21T01:29:10.1Z,3,REGULAR,3pt,Jump Shot,[],203914,8.492115637319317,96.56862745098039,1610612753,70,71,2023-01-21T01:29:15Z,3660000,False,-233.0,27.0,1,left,G. Harris 3PT  (11 PTS) (P. Banchero 2 AST),"[203914, 1631094]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Left Corner 3,24+ Left,23.44,Made,,,,,,,11.0,,,,P. Banchero,1631094.0,2.0,,,,,
380,PT08M18.00S,2023-01-21T01:29:24.8Z,3,REGULAR,foul,offensive,[],203468,,,1610612740,70,71,2023-01-21T01:31:36Z,3680000,False,,,0,,C. McCollum offensive FOUL (2 PF),"[203468, 1628976]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1628159.0,2.0,0.0,Carter Jr.,1628976.0
382,PT08M18.00S,2023-01-21T01:29:24.8Z,3,REGULAR,turnover,offensive foul,[],203468,,,1610612740,70,71,2023-01-21T01:29:24Z,3700000,False,,,0,,C. McCollum offensive foul TURNOVER (1 TO),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1.0,,,,,,1628159.0,,,,
383,PT08M02.00S,2023-01-21T01:29:58.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631094,15.982260183968464,46.07843137254902,1610612753,70,71,2023-01-21T01:30:05Z,3710000,False,20.0,98.0,1,left,MISS P. Banchero 9' driving floating Shot,[1631094],1610612753.0,ORL,driving floating,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,9.96,Missed,,,,,,,,,,,,,,,,,,
384,PT07M56.00S,2023-01-21T01:30:04.9Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,70,71,2023-01-21T01:30:05Z,3720000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:5),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,,,,,383.0,5.0,5.0,0.0,,,,,,,,,,,,
385,PT07M49.00S,2023-01-21T01:30:11.3Z,3,REGULAR,3pt,Jump Shot,[],1630631,86.81011826544021,96.07843137254902,1610612740,70,74,2023-01-21T01:30:15Z,3730000,False,230.0,71.0,1,right,J. Alvarado 24' 3PT  (11 PTS) (C. McCollum 3 AST),"[1630631, 203468]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Right Corner 3,24+ Right,24.12,Made,,,,,,,11.0,,,,C. McCollum,203468.0,3.0,,,,,
387,PT07M37.00S,2023-01-21T01:30:23.0Z,3,REGULAR,turnover,lost ball,[],1631094,,,1610612753,70,74,2023-01-21T01:30:29Z,3750000,False,,,0,,P. Banchero lost ball TURNOVER (2 TO),"[1631094, 1630700]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,,,,,,,,,,2.0,Daniels,1630700.0,,,,,,,,
388,PT07M37.00S,2023-01-21T01:30:23.0Z,3,REGULAR,steal,,[],1630700,,,1610612740,70,74,2023-01-21T01:30:44Z,3760000,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
389,PT07M35.00S,2023-01-21T01:30:26.9Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630530,92.32917214191852,54.90196078431373,1610612740,70,76,2023-01-21T01:33:49Z,3770000,False,25.0,20.0,1,right,T. Murphy III running DUNK (11 PTS) (J. Alvarado 4 AST),"[1630530, 1630631]",1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,3.14,Made,,,,,,,11.0,,,,J. Alvarado,1630631.0,4.0,,,,,
391,PT07M35.00S,2023-01-21T01:30:36.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612753,70,76,2023-01-21T01:30:36Z,3790000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT07M21.00S,2023-01-21T01:33:39.5Z,3,REGULAR,3pt,Jump Shot,[],203914,8.09789750328515,96.81372549019608,1610612753,73,76,2023-01-21T01:33:45Z,3800000,False,-234.0,24.0,1,left,G. Harris 3PT  (14 PTS) (F. Wagner 8 AST),"[203914, 1630532]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Left Corner 3,24+ Left,23.53,Made,,,,,,,14.0,,,,F. Wagner,1630532.0,8.0,,,,,
394,PT07M03.00S,2023-01-21T01:33:56.9Z,3,REGULAR,3pt,Jump Shot,[],203468,66.5735873850197,41.17647058823529,1610612740,73,76,2023-01-21T01:34:04Z,3820000,False,-44.0,262.0,1,right,MISS C. McCollum 26' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,26.54,Missed,,,,,,,,,,,,,,,,,,
395,PT07M00.00S,2023-01-21T01:33:59.9Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,73,76,2023-01-21T01:34:04Z,3830000,False,,,0,,F. Wagner REBOUND (Off:1 Def:4),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,,,394.0,5.0,4.0,1.0,,,,,,,,,,,,
396,PT06M57.00S,2023-01-21T01:34:02.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630532,7.30946123521682,51.71568627450981,1610612753,75,76,2023-01-21T01:34:38Z,3840000,False,-9.0,16.0,1,left,F. Wagner running Layup (25 PTS),[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.83,Made,,,,,,,25.0,,,,,,,,,,,
397,PT06M42.00S,2023-01-21T01:34:17.3Z,3,REGULAR,3pt,Jump Shot,[],1630530,68.28186596583443,22.058823529411764,1610612740,75,79,2023-01-21T01:34:21Z,3850000,False,-140.0,246.0,1,right,T. Murphy III 28' 3PT  (14 PTS) (C. McCollum 4 AST),"[1630530, 203468]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,28.26,Made,,,,,,,14.0,,,,C. McCollum,203468.0,4.0,,,,,
399,PT06M21.00S,2023-01-21T01:34:38.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,11.038107752956634,50.58976715686275,1610612753,77,79,2023-01-21T01:35:18Z,3870000,False,-3.0,51.0,1,left,M. Fultz turnaround Jump Shot (3 PTS),[1628365],1610612753.0,ORL,turnaround,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,5.14,Made,,,,,,,3.0,,,,,,,,,,,
400,PT06M09.00S,2023-01-21T01:34:52.7Z,3,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612740,77,79,2023-01-21T01:35:00Z,3880000,False,,,0,,W. Carter Jr. shooting personal FOUL (2 PF) (McCollum 2 FT),"[1628976, 203468]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,204059.0,2.0,0.0,McCollum,203468.0
402,PT06M09.00S,2023-01-21T01:35:24.7Z,3,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,77,80,2023-01-21T01:35:24Z,3900000,False,,,0,,C. McCollum Free Throw 1 of 2 (17 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Made,,,,,,,17.0,,,,,,,,,,,
403,PT06M09.00S,2023-01-21T01:35:25.4Z,3,REGULAR,substitution,out,[],1630532,,,1610612740,77,80,2023-01-21T01:35:35Z,3910000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT06M09.00S,2023-01-21T01:35:25.4Z,3,REGULAR,substitution,out,[],1630700,,,1610612740,77,80,2023-01-21T01:35:35Z,3920000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M09.00S,2023-01-21T01:35:25.4Z,3,REGULAR,substitution,in,[],1630591,,,1610612740,77,80,2023-01-21T01:35:35Z,3930000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M09.00S,2023-01-21T01:35:25.4Z,3,REGULAR,substitution,in,[],1626204,,,1610612740,77,80,2023-01-21T01:35:35Z,3940000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M09.00S,2023-01-21T01:35:54.8Z,3,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,77,81,2023-01-21T01:35:54Z,3950000,False,,,0,,C. McCollum Free Throw 2 of 2 (18 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Made,,,,,,,18.0,,,,,,,,,,,
408,PT06M00.00S,2023-01-21T01:36:07.8Z,3,REGULAR,foul,offensive,[],1628976,,,1610612753,77,81,2023-01-21T01:36:34Z,3960000,False,,,0,,W. Carter Jr. offensive FOUL (3 PF),"[1628976, 1630530]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,1628159.0,3.0,0.0,Murphy III,1630530.0
410,PT06M00.00S,2023-01-21T01:36:07.8Z,3,REGULAR,turnover,offensive foul,[],1628976,,,1610612753,77,81,2023-01-21T01:36:07Z,3980000,False,,,0,,W. Carter Jr. offensive foul TURNOVER (1 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,,1.0,,,,,,1628159.0,,,,
411,PT05M46.00S,2023-01-21T01:36:33.4Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630530,92.9862023653088,71.07843137254902,1610612740,77,83,2023-01-21T01:37:02Z,3990000,False,105.0,13.0,1,right,T. Murphy III 10' driving floating Jump Shot (16 PTS) (C. McCollum 5 AST),"[1630530, 203468]",1610612740.0,NOP,driving floating,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Right,10.62,Made,,,,,,,16.0,,,,C. McCollum,203468.0,5.0,,,,,
413,PT05M26.00S,2023-01-21T01:36:55.7Z,3,REGULAR,foul,personal,['2freethrow'],202685,,,1610612753,77,83,2023-01-21T01:37:08Z,4010000,False,,,0,,J. Valanciunas shooting personal FOUL (2 PF) (Fultz 2 FT),"[202685, 1628365]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1830.0,2.0,0.0,Fultz,1628365.0
415,PT05M26.00S,2023-01-21T01:37:19.2Z,3,REGULAR,freethrow,1 of 2,[],1628365,,,1610612753,78,83,2023-01-21T01:37:19Z,4030000,False,,,0,,M. Fultz Free Throw 1 of 2 (4 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
416,PT05M26.00S,2023-01-21T01:37:36.4Z,3,REGULAR,freethrow,2 of 2,[],1628365,,,1610612753,79,83,2023-01-21T01:37:36Z,4040000,False,,,0,,M. Fultz Free Throw 2 of 2 (5 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
417,PT05M12.00S,2023-01-21T01:37:55.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202685,91.93495400788436,47.549019607843135,1610612740,79,83,2023-01-21T01:38:01Z,4050000,False,-12.0,23.0,1,right,MISS J. Valanciunas Hook,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,2.63,Missed,,,,,,,,,,,,,,,,,,
418,PT05M07.00S,2023-01-21T01:38:00.6Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,79,83,2023-01-21T01:38:01Z,4060000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:8),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,417.0,9.0,8.0,1.0,,,,,,,,,,,,
420,PT05M02.00S,2023-01-21T01:38:10.5Z,3,REGULAR,substitution,out,[],202685,,,1610612753,79,83,2023-01-21T01:38:17Z,4080000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT05M02.00S,2023-01-21T01:38:10.5Z,3,REGULAR,substitution,in,[],1629637,,,1610612753,79,83,2023-01-21T01:38:17Z,4090000,False,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M49.00S,2023-01-21T01:38:39.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,10.512483574244415,65.1922487745098,1610612753,79,83,2023-01-21T01:38:45Z,4100000,False,-76.0,46.0,1,left,MISS P. Banchero 8' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Left,8.9,Missed,,,,,,,,,,,,,,,,,,
423,PT04M47.00S,2023-01-21T01:38:41.6Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,79,83,2023-01-21T01:38:45Z,4110000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:6),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Left,,,,,422.0,6.0,6.0,0.0,,,,,,,,,,,,
424,PT04M41.00S,2023-01-21T01:38:47.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203468,90.62089356110381,49.50980392156863,1610612740,79,83,2023-01-21T01:40:13Z,4120000,False,-2.0,36.0,1,right,MISS C. McCollum running Layup - blocked,"[203468, 1628365]",1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,3.58,Missed,Fultz,1628365.0,,,,,,,,,,,,,,,,
425,PT04M41.00S,2023-01-21T01:38:47.9Z,3,REGULAR,block,,[],1628365,,,1610612740,79,83,2023-01-21T01:38:50Z,4130000,False,,,0,,M. Fultz BLOCK (1 BLK),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
426,PT04M37.00S,2023-01-21T01:38:51.9Z,3,REGULAR,rebound,defensive,[],203914,,,1610612753,79,83,2023-01-21T01:38:55Z,4140000,False,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,,,,424.0,1.0,1.0,0.0,,,,,,,,,,,,
427,PT04M32.00S,2023-01-21T01:38:56.8Z,3,REGULAR,3pt,Jump Shot,[],1630591,25.969119579500656,19.362745098039216,1610612753,79,83,2023-01-21T01:39:23Z,4150000,False,153.0,192.0,1,left,MISS J. Suggs 24' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,24.53,Missed,,,,,,,,,,,,,,,,,,
428,PT04M29.00S,2023-01-21T01:38:59.8Z,3,REGULAR,rebound,defensive,[],203468,,,1610612740,79,83,2023-01-21T01:39:08Z,4160000,False,,,0,,C. McCollum REBOUND (Off:2 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,,427.0,4.0,2.0,2.0,,,,,,,,,,,,
429,PT04M24.00S,2023-01-21T01:39:04.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630631,88.12417871222075,98.77450980392157,1610612740,79,83,2023-01-21T01:40:37Z,4170000,False,244.0,59.0,1,right,MISS J. Alvarado 25' running 3PT,[1630631],1610612740.0,NOP,running,,,Alvarado,J. Alvarado,,,,,Right Corner 3,24+ Right,25.1,Missed,,,,,,,,,,,,,,,,,,
430,PT04M22.00S,2023-01-21T01:39:06.6Z,3,REGULAR,rebound,defensive,[],1628365,,,1610612753,79,83,2023-01-21T01:39:12Z,4180000,False,,,0,,M. Fultz REBOUND (Off:0 Def:2),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Right Corner 3,24+ Right,,,,,429.0,2.0,2.0,0.0,,,,,,,,,,,,
431,PT04M03.00S,2023-01-21T01:39:25.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,7.835085413929041,54.166666666666664,1610612753,81,83,2023-01-21T01:39:38Z,4190000,False,-21.0,21.0,1,left,M. Fultz driving floating bank Jump Shot (7 PTS),[1628365],1610612753.0,ORL,driving floating bank,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,2.96,Made,,,,,,,7.0,,,,,,,,,,,
432,PT03M38.00S,2023-01-21T01:39:50.3Z,3,REGULAR,3pt,Jump Shot,[],203468,70.82785808147175,76.73866421568627,1610612740,81,83,2023-01-21T01:41:14Z,4200000,False,134.0,222.0,1,right,MISS C. McCollum 25' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.89,Missed,,,,,,,,,,,,,,,,,,
433,PT03M38.00S,2023-01-21T01:39:50.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612753,81,83,2023-01-21T01:40:14Z,4210000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,432.0,,,,,,,,,,,,,,,
434,PT03M38.00S,2023-01-21T01:39:55.8Z,3,REGULAR,substitution,out,[],203914,,,1610612753,81,83,2023-01-21T01:39:59Z,4220000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT03M38.00S,2023-01-21T01:39:55.8Z,3,REGULAR,substitution,in,[],203082,,,1610612753,81,83,2023-01-21T01:39:59Z,4230000,False,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M23.00S,2023-01-21T01:40:29.9Z,3,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612753,81,83,2023-01-21T01:40:41Z,4250000,False,,,0,,J. Hayes shooting personal FOUL (2 PF) (Banchero 2 FT),"[1629637, 1631094]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628159.0,2.0,0.0,Banchero,1631094.0
