actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId
328,PT00M12.30S,2023-03-10T01:07:57.8Z,2,REGULAR,substitution,in,[],1627739,,,1610612762,56,63,2023-03-10T01:08:03Z,3240000,False,,,0,,SUB in: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M12.30S,2023-03-10T01:08:13.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631117,,,1610612762,56,64,2023-03-10T01:08:13Z,3250000,False,,,0,,W. Kessler Free Throw 2 of 2 (6 PTS),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
330,PT00M01.80S,2023-03-10T01:08:27.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,91.40932982917214,61.274509803921575,1610612753,56,64,2023-03-10T01:08:33Z,3260000,False,56.0,28.0,1,right,MISS F. Wagner 6' driving Hook,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,,,,,,,,,
331,PT00M01.10S,2023-03-10T01:08:30.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,56,64,2023-03-10T01:08:30Z,3270000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,330.0,,,,,,,,,,,,,
333,PT00M00.00S,2023-03-10T01:08:49.7Z,2,REGULAR,period,end,[],0,,,1610612762,56,64,2023-03-10T01:08:49Z,3290000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2023-03-10T01:23:13.6Z,3,REGULAR,substitution,out,['startperiod'],1630591,,,1610612762,56,64,2023-03-10T01:24:03Z,3300000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2023-03-10T01:23:13.6Z,3,REGULAR,substitution,out,['startperiod'],1627739,,,1610612762,56,64,2023-03-10T01:24:03Z,3310000,False,,,0,,SUB out: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2023-03-10T01:23:13.6Z,3,REGULAR,substitution,in,['startperiod'],1629021,,,1610612762,56,64,2023-03-10T01:24:03Z,3320000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2023-03-10T01:23:13.6Z,3,REGULAR,substitution,in,['startperiod'],1629659,,,1610612762,56,64,2023-03-10T01:24:03Z,3330000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2023-03-10T01:24:05.2Z,3,REGULAR,period,start,[],0,,,1610612753,56,64,2023-03-10T01:24:05Z,3340000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT11M44.00S,2023-03-10T01:24:20.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,19.530223390275953,37.745098039215684,1610612753,56,64,2023-03-10T01:24:37Z,3350000,False,61.0,131.0,1,left,MISS P. Banchero 14' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,14.47,Missed,,,,,,,,,,,,,,,,,,
340,PT11M43.00S,2023-03-10T01:24:25.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,56,64,2023-03-10T01:24:25Z,3360000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,339.0,,,,,,,,,,,,,
341,PT11M43.00S,2023-03-10T01:24:26.3Z,3,REGULAR,foul,personal,[],1628374,,,1610612753,56,64,2023-03-10T01:24:41Z,3370000,False,,,0,,L. Markkanen loose ball personal FOUL (1 PF),"[1628374, 203914]",1610612762.0,UTA,loose ball,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203593.0,1.0,0.0,,,,,,Harris,203914.0
343,PT11M31.00S,2023-03-10T01:24:55.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628365,7.5722733245729295,45.09803921568628,1610612753,58,64,2023-03-10T01:24:59Z,3390000,False,25.0,19.0,1,left,M. Fultz driving Layup (11 PTS) (G. Harris 2 AST),"[1628365, 203914]",1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,3.08,Made,11.0,G. Harris,203914.0,2.0,,,,,,,,,,,,,,
345,PT11M16.00S,2023-03-10T01:25:11.0Z,3,REGULAR,3pt,Jump Shot,[],1630534,90.3580814717477,3.9215686274509802,1610612762,58,67,2023-03-10T01:25:16Z,3410000,False,-230.0,38.0,1,right,O. Agbaji 3PT  (11 PTS) (T. Horton-Tucker 4 AST),"[1630534, 1629659]",1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Left Corner 3,24+ Left,23.35,Made,11.0,T. Horton-Tucker,1629659.0,4.0,,,,,,,,,,,,,,
347,PT11M07.00S,2023-03-10T01:25:19.8Z,3,REGULAR,3pt,Jump Shot,[],1629021,32.933639947437584,44.36274509803921,1610612753,58,67,2023-03-10T01:25:33Z,3430000,False,28.0,257.0,1,left,MISS M. Wagner 25' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Center,25.86,Missed,,,,,,,,,,,,,,,,,,
348,PT11M00.00S,2023-03-10T01:25:26.8Z,3,REGULAR,rebound,offensive,[],1628365,,,1610612753,58,67,2023-03-10T01:25:33Z,3440000,False,,,0,,M. Fultz REBOUND (Off:2 Def:0),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Center,,,,,,,347.0,2.0,0.0,2.0,,,,,,,,,,
349,PT10M59.00S,2023-03-10T01:25:30.2Z,3,REGULAR,foul,personal,['2freethrow'],1629659,,,1610612753,58,67,2023-03-10T01:27:27Z,3450000,False,,,0,,T. Horton-Tucker shooting personal FOUL (3 PF) (Banchero 2 FT),"[1629659, 1631094]",1610612762.0,UTA,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1146.0,3.0,0.0,,,,,,Banchero,1631094.0
353,PT10M59.00S,2023-03-10T01:25:41.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,58,67,2023-03-10T01:28:30Z,3470000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT10M59.00S,2023-03-10T01:25:47.3Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1631094,,,1610612753,58,67,2023-03-10T01:33:09Z,3475000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
355,PT10M59.00S,2023-03-10T01:25:47.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,58,67,2023-03-10T01:29:20Z,3477500,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,354.0,,,,,,,,,,,,,
356,PT10M59.00S,2023-03-10T01:25:47.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1631094,,,1610612753,59,67,2023-03-10T01:33:09Z,3478750,False,,,0,,P. Banchero Free Throw 2 of 2 (8 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
357,PT10M46.00S,2023-03-10T01:29:26.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631117,92.85479632063075,54.90196078431373,1610612762,59,69,2023-03-10T01:29:32Z,3490000,False,25.0,15.0,1,right,W. Kessler alley-oop DUNK (8 PTS) (T. Horton-Tucker 5 AST),"[1631117, 1629659]",1610612762.0,UTA,alley-oop,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,2.86,Made,8.0,T. Horton-Tucker,1629659.0,5.0,,,,,,,,,,,,,,
359,PT10M27.00S,2023-03-10T01:29:45.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,8.360709592641262,57.35294117647059,1610612753,61,69,2023-03-10T01:29:50Z,3510000,False,-37.0,26.0,1,left,F. Wagner driving floating Jump Shot (14 PTS),[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,4.51,Made,14.0,,,,,,,,,,,,,,,,,
360,PT10M13.00S,2023-03-10T01:29:59.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,92.9862023653088,59.55882352941176,1610612762,61,71,2023-03-10T01:30:07Z,3520000,False,48.0,13.0,1,right,T. Horton-Tucker driving Layup (16 PTS),[1629659],1610612762.0,UTA,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,4.96,Made,16.0,,,,,,,,,,,,,,,,,
361,PT10M01.00S,2023-03-10T01:30:17.1Z,3,REGULAR,foul,personal,['2freethrow'],1630534,,,1610612753,61,71,2023-03-10T01:30:25Z,3530000,False,,,0,,O. Agbaji shooting personal FOUL (2 PF) (Banchero 2 FT),"[1630534, 1631094]",1610612762.0,UTA,shooting,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627963.0,2.0,0.0,,,,,,Banchero,1631094.0
363,PT10M01.00S,2023-03-10T01:30:45.7Z,3,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,62,71,2023-03-10T01:30:45Z,3550000,False,,,0,,P. Banchero Free Throw 1 of 2 (9 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
364,PT10M01.00S,2023-03-10T01:31:04.0Z,3,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,62,71,2023-03-10T01:31:04Z,3560000,False,,,0,,MISS P. Banchero Free Throw 2 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
365,PT09M57.00S,2023-03-10T01:31:05.1Z,3,REGULAR,rebound,defensive,[],1631117,,,1610612762,62,71,2023-03-10T01:31:05Z,3570000,False,,,0,,W. Kessler REBOUND (Off:2 Def:6),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,364.0,8.0,6.0,2.0,,,,,,,,,,
366,PT09M50.00S,2023-03-10T01:31:14.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,92.72339027595268,58.82352941176471,1610612762,62,73,2023-03-10T01:31:43Z,3580000,False,44.0,16.0,1,right,L. Markkanen driving Layup (17 PTS) (K. Olynyk 6 AST),"[1628374, 203482]",1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,4.69,Made,17.0,K. Olynyk,203482.0,6.0,,,,,,,,,,,,,,
368,PT09M50.00S,2023-03-10T01:31:17.4Z,3,REGULAR,foul,personal,['1freethrow'],203914,,,1610612762,62,73,2023-03-10T01:31:26Z,3600000,False,,,0,,G. Harris shooting personal FOUL (1 PF) (Markkanen 1 FT),"[203914, 1628374]",1610612753.0,ORL,shooting,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627963.0,1.0,0.0,,,,,,Markkanen,1628374.0
370,PT09M50.00S,2023-03-10T01:31:47.7Z,3,REGULAR,freethrow,1 of 1,[],1628374,,,1610612762,62,74,2023-03-10T01:31:47Z,3620000,False,,,0,,L. Markkanen Free Throw 1 of 1 (18 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
371,PT09M37.00S,2023-03-10T01:32:04.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,6.258212877792378,57.107843137254896,1610612753,64,74,2023-03-10T01:32:19Z,3630000,False,-36.0,6.0,1,left,M. Fultz driving reverse Layup (13 PTS),[1628365],1610612753.0,ORL,driving reverse,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,3.61,Made,13.0,,,,,,,,,,,,,,,,,
373,PT09M30.00S,2023-03-10T01:32:11.4Z,3,REGULAR,3pt,Jump Shot,[],1628374,75.77201051248358,91.17647058823529,1610612762,64,77,2023-03-10T01:32:22Z,3640000,False,206.0,175.0,1,right,L. Markkanen 27' 3PT  (21 PTS) (T. Horton-Tucker 6 AST),"[1628374, 1629659]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,27.04,Made,21.0,T. Horton-Tucker,1629659.0,6.0,,,,,,,,,,,,,,
375,PT09M18.00S,2023-03-10T01:32:22.9Z,3,REGULAR,3pt,Jump Shot,[],203914,28.86005256241787,25.735294117647058,1610612753,64,77,2023-03-10T01:32:38Z,3660000,False,121.0,219.0,1,left,MISS G. Harris 25' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Right Center,25.02,Missed,,,,,,,,,,,,,,,,,,
376,PT09M15.00S,2023-03-10T01:32:25.9Z,3,REGULAR,rebound,defensive,[],203482,,,1610612762,64,77,2023-03-10T01:32:38Z,3670000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:3),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,,,,375.0,3.0,3.0,0.0,,,,,,,,,,
377,PT09M07.00S,2023-03-10T01:32:34.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203482,92.72339027595268,53.67647058823529,1610612762,64,79,2023-03-10T01:32:42Z,3680000,False,18.0,16.0,1,right,K. Olynyk driving DUNK (8 PTS),[203482],1610612762.0,UTA,driving,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,2.43,Made,8.0,,,,,,,,,,,,,,,,,
378,PT09M07.00S,2023-03-10T01:32:41.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612753,64,79,2023-03-10T01:32:41Z,3690000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT08M49.00S,2023-03-10T01:35:56.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,9.543363994743759,56.86274509803921,1610612753,66,79,2023-03-10T01:37:10Z,3700000,False,-34.0,37.0,1,left,M. Wagner driving Layup (9 PTS),[1629021],1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,5.06,Made,9.0,,,,,,,,,,,,,,,,,
381,PT08M19.00S,2023-03-10T01:36:43.8Z,3,REGULAR,2pt,Jump Shot,[],203482,84.05059132720105,85.04901960784314,1610612762,66,79,2023-03-10T01:36:48Z,3720000,False,175.0,97.0,1,right,MISS K. Olynyk 20' step back Shot,[203482],1610612762.0,UTA,step back,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Right,20.05,Missed,,,,,,,,,,,,,,,,,,
382,PT08M18.00S,2023-03-10T01:36:45.8Z,3,REGULAR,rebound,defensive,[],203914,,,1610612753,66,79,2023-03-10T01:36:45Z,3730000,False,,,0,,G. Harris REBOUND (Off:0 Def:2),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Mid-Range,16-24 Right,,,,,,,381.0,2.0,2.0,0.0,,,,,,,,,,
383,PT08M12.00S,2023-03-10T01:36:51.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629021,8.492115637319317,54.65686274509803,1610612753,68,79,2023-03-10T01:37:06Z,3740000,False,-23.0,27.0,1,left,M. Wagner cutting DUNK (11 PTS) (P. Banchero 2 AST),"[1629021, 1631094]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,3.59,Made,11.0,P. Banchero,1631094.0,2.0,,,,,,,,,,,,,,
385,PT07M53.00S,2023-03-10T01:37:09.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,92.85479632063075,60.29411764705882,1610612762,68,79,2023-03-10T01:37:20Z,3760000,False,51.0,15.0,1,right,MISS T. Horton-Tucker driving Layup,[1629659],1610612762.0,UTA,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,5.36,Missed,,,,,,,,,,,,,,,,,,
386,PT07M53.00S,2023-03-10T01:37:09.9Z,3,REGULAR,rebound,defensive,[],1629021,,,1610612753,68,79,2023-03-10T01:37:20Z,3770000,False,,,0,,M. Wagner REBOUND (Off:1 Def:4),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,385.0,5.0,4.0,1.0,,,,,,,,,,
387,PT07M42.00S,2023-03-10T01:37:21.3Z,3,REGULAR,3pt,Jump Shot,[],1630532,8.360709592641262,4.411764705882353,1610612753,71,79,2023-03-10T01:37:25Z,3780000,False,228.0,26.0,1,left,F. Wagner 3PT  (17 PTS) (M. Fultz 4 AST),"[1630532, 1628365]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Right Corner 3,24+ Right,22.94,Made,17.0,M. Fultz,1628365.0,4.0,,,,,,,,,,,,,,
389,PT07M23.00S,2023-03-10T01:37:39.3Z,3,REGULAR,3pt,Jump Shot,[],1630534,64.33968462549278,51.225490196078425,1610612762,71,82,2023-03-10T01:37:44Z,3800000,False,6.0,283.0,1,right,O. Agbaji 28' 3PT  (14 PTS) (K. Olynyk 7 AST),"[1630534, 203482]",1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Center,28.28,Made,14.0,K. Olynyk,203482.0,7.0,,,,,,,,,,,,,,
391,PT07M10.00S,2023-03-10T01:37:55.1Z,3,REGULAR,foul,personal,['2freethrow'],1631117,,,1610612753,71,82,2023-03-10T01:38:04Z,3820000,False,,,0,,W. Kessler shooting personal FOUL (2 PF) (Banchero 2 FT),"[1631117, 1631094]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203593.0,2.0,0.0,,,,,,Banchero,1631094.0
393,PT07M10.00S,2023-03-10T01:38:26.8Z,3,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,72,82,2023-03-10T01:38:26Z,3840000,False,,,0,,P. Banchero Free Throw 1 of 2 (10 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
394,PT07M10.00S,2023-03-10T01:38:44.0Z,3,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,73,82,2023-03-10T01:38:44Z,3850000,False,,,0,,P. Banchero Free Throw 2 of 2 (11 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
395,PT06M54.00S,2023-03-10T01:39:08.1Z,3,REGULAR,violation,kicked ball,[],1628365,,,1610612762,73,82,2023-03-10T01:39:14Z,3860000,False,,,0,,M. Fultz kicked ball VIOLATION,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,1627963.0,,,,,,,,,
396,PT06M44.00S,2023-03-10T01:39:33.6Z,3,REGULAR,2pt,Jump Shot,[],1628374,84.70762155059133,31.372549019607842,1610612762,73,82,2023-03-10T01:39:37Z,3870000,False,-93.0,91.0,1,right,MISS L. Markkanen 13' driving floating bank Shot,[1628374],1610612762.0,UTA,driving floating bank,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Left,13.03,Missed,,,,,,,,,,,,,,,,,,
397,PT06M43.00S,2023-03-10T01:39:34.6Z,3,REGULAR,rebound,defensive,[],1629021,,,1610612753,73,82,2023-03-10T01:39:37Z,3880000,False,,,0,,M. Wagner REBOUND (Off:1 Def:5),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Mid-Range,8-16 Left,,,,,,,396.0,6.0,5.0,1.0,,,,,,,,,,
398,PT06M36.00S,2023-03-10T01:39:42.6Z,3,REGULAR,2pt,Jump Shot,[],1628365,22.552562417871222,54.41176470588235,1610612753,75,82,2023-03-10T01:39:47Z,3890000,False,-22.0,159.0,1,left,M. Fultz 16' pullup Jump Shot (15 PTS) (F. Wagner 1 AST),"[1628365, 1630532]",1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,Mid-Range,16-24 Center,16.1,Made,15.0,F. Wagner,1630532.0,1.0,,,,,,,,,,,,,,
400,PT06M17.00S,2023-03-10T01:40:00.7Z,3,REGULAR,3pt,Jump Shot,[],1629659,67.36202365308804,47.05882352941176,1610612762,75,82,2023-03-10T01:40:05Z,3910000,False,-15.0,254.0,1,right,MISS T. Horton-Tucker 25' pullup 3PT,[1629659],1610612762.0,UTA,pullup,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
401,PT06M13.00S,2023-03-10T01:40:04.7Z,3,REGULAR,rebound,defensive,[],1631094,,,1610612753,75,82,2023-03-10T01:40:05Z,3920000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,,,,,400.0,2.0,2.0,0.0,,,,,,,,,,
402,PT06M01.00S,2023-03-10T01:40:16.3Z,3,REGULAR,3pt,Jump Shot,[],203914,5.863994743758213,96.07843137254902,1610612753,75,82,2023-03-10T01:40:23Z,3930000,False,-230.0,3.0,1,left,MISS G. Harris 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Left Corner 3,24+ Left,23.04,Missed,,,,,,,,,,,,,,,,,,
403,PT05M58.00S,2023-03-10T01:40:19.3Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612762,75,82,2023-03-10T01:40:23Z,3940000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:4),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Left Corner 3,24+ Left,,,,,,,402.0,5.0,4.0,1.0,,,,,,,,,,
404,PT05M51.00S,2023-03-10T01:40:27.1Z,3,REGULAR,3pt,Jump Shot,[],1628374,66.04796320630749,49.754901960784316,1610612762,75,85,2023-03-10T01:40:32Z,3950000,False,-1.0,267.0,1,right,L. Markkanen 26' 3PT  (24 PTS) (T. Horton-Tucker 7 AST),"[1628374, 1629659]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,26.66,Made,24.0,T. Horton-Tucker,1629659.0,7.0,,,,,,,,,,,,,,
406,PT05M30.00S,2023-03-10T01:40:46.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,7.835085413929041,45.588235294117645,1610612753,75,85,2023-03-10T01:40:53Z,3970000,False,22.0,21.0,1,left,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,,,,,,,,,,,,,,
407,PT05M30.00S,2023-03-10T01:40:46.9Z,3,REGULAR,rebound,offensive,[],203914,,,1610612753,75,85,2023-03-10T01:40:53Z,3980000,False,,,0,,G. Harris REBOUND (Off:1 Def:2),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,,,,,,406.0,3.0,2.0,1.0,,,,,,,,,,
408,PT05M28.00S,2023-03-10T01:40:49.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203914,2.9730617608409986,94.6078431372549,1610612753,78,85,2023-03-10T01:43:59Z,3990000,False,-223.0,-25.0,1,left,G. Harris 3PT step back (9 PTS),[203914],1610612753.0,ORL,step back,,,Harris,G. Harris,,,,,Left Corner 3,24+ Left,22.44,Made,9.0,,,,,,,,,,,,,,,,,
409,PT05M08.00S,2023-03-10T01:41:09.8Z,3,REGULAR,turnover,bad pass,[],203482,,,1610612762,78,85,2023-03-10T01:41:15Z,4000000,False,,,0,,K. Olynyk bad pass TURNOVER (1 TO),"[203482, 1629021]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,Wagner,1629021.0,,
410,PT05M08.00S,2023-03-10T01:41:09.8Z,3,REGULAR,steal,,[],1629021,,,1610612753,78,85,2023-03-10T01:45:27Z,4010000,False,,,0,,M. Wagner STEAL (1 STL),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
411,PT05M01.00S,2023-03-10T01:41:18.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631117,,,1610612753,78,85,2023-03-10T01:41:38Z,4020000,False,,,0,,W. Kessler personal FOUL (3 PF) (Wagner 2 FT),"[1631117, 1630532]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,16-24 Center,,,,,,,,,,,203593.0,3.0,0.0,,,,,,Wagner,1630532.0
413,PT05M01.00S,2023-03-10T01:42:01.3Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630532,,,1610612753,79,85,2023-03-10T01:42:01Z,4040000,False,,,0,,F. Wagner Free Throw 1 of 2 (18 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
414,PT05M01.00S,2023-03-10T01:42:02.0Z,3,REGULAR,substitution,out,[],1631117,,,1610612753,79,85,2023-03-10T01:42:13Z,4050000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M01.00S,2023-03-10T01:42:02.0Z,3,REGULAR,substitution,out,[],203482,,,1610612753,79,85,2023-03-10T01:42:13Z,4060000,False,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M01.00S,2023-03-10T01:42:02.0Z,3,REGULAR,substitution,in,[],1627745,,,1610612753,79,85,2023-03-10T01:42:13Z,4070000,False,,,0,,SUB in: D. Jones,[1627745],1610612762.0,UTA,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT05M01.00S,2023-03-10T01:42:02.0Z,3,REGULAR,substitution,in,[],200752,,,1610612753,79,85,2023-03-10T01:42:13Z,4080000,False,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
