actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
348,PT07M25.00S,2022-11-28T00:30:12.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,5.862350564122043,49.01960784313725,1610612755,57,81,2022-11-28T00:30:27Z,3450000,False,5.0,3.0,1,left,D. Melton driving Layup (11 PTS),[1629001],1610612755.0,PHI,driving,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,0.55,Made,,,,,,,11.0,,,,,,,,,,
349,PT07M14.00S,2022-11-28T00:30:29.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,88.43626806833115,55.170036764705884,1610612753,59,81,2022-11-28T00:30:51Z,3460000,False,26.0,56.0,1,right,P. Banchero 6' driving Layup (11 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,6.19,Made,,,,,,,11.0,,,,,,,,,,
350,PT07M14.00S,2022-11-28T00:30:34.0Z,3,REGULAR,foul,personal,['1freethrow'],1626149,,,1610612753,59,81,2022-11-28T00:30:45Z,3470000,False,,,0,,M. Harrell shooting personal FOUL (1 PF) (Banchero 1 FT),"[1626149, 1631094]",1610612755.0,PHI,shooting,,,Harrell,M. Harrell,,,,,In The Paint (Non-RA),0-8 Center,1155.0,,,,,,,,,,,,,1.0,0.0,Banchero,1631094.0,,,
352,PT07M14.00S,2022-11-28T00:30:51.9Z,3,REGULAR,freethrow,1 of 1,[],1631094,,,1610612753,59,81,2022-11-28T00:30:55Z,3490000,False,,,0,,MISS P. Banchero Free Throw 1 of 1,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
353,PT07M11.00S,2022-11-28T00:30:54.9Z,3,REGULAR,rebound,defensive,[],1626149,,,1610612755,59,81,2022-11-28T00:30:55Z,3500000,False,,,0,,M. Harrell REBOUND (Off:0 Def:6),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,352.0,6.0,6.0,0.0,,,,,,,,,,,
354,PT06M54.00S,2022-11-28T00:31:12.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202699,8.490471457683148,50.245098039215684,1610612755,59,81,2022-11-28T00:31:20Z,3510000,False,-1.0,27.0,1,left,MISS T. Harris driving Layup - blocked,"[202699, 1630532]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,2.73,Missed,Wagner,1630532.0,,,,,,,,,,,,,,,
355,PT06M54.00S,2022-11-28T00:31:12.0Z,3,REGULAR,block,,[],1630532,,,1610612755,59,81,2022-11-28T00:31:15Z,3520000,False,,,0,,F. Wagner BLOCK (1 BLK),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
356,PT06M54.00S,2022-11-28T00:31:12.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612753,59,81,2022-11-28T00:31:20Z,3530000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,354.0,,,,,,,,,,,,,,
358,PT06M50.00S,2022-11-28T00:31:27.6Z,3,REGULAR,turnover,lost ball,[],1630532,,,1610612753,59,81,2022-11-28T00:34:14Z,3550000,False,,,0,,F. Wagner lost ball TURNOVER (2 TO),"[1630532, 1629001]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,2.0,Melton,1629001.0
359,PT06M50.00S,2022-11-28T00:31:27.6Z,3,REGULAR,steal,,[],1629001,,,1610612755,59,81,2022-11-28T00:31:29Z,3560000,False,,,0,,D. Melton STEAL (2 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
360,PT06M44.00S,2022-11-28T00:31:31.0Z,3,REGULAR,foul,offensive,[],202699,,,1610612755,59,81,2022-11-28T00:34:20Z,3570000,False,,,0,,T. Harris charge offensive FOUL (1 PF),"[202699, 1630532]",1610612755.0,PHI,charge,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,1155.0,,,,,,,,,,,,,1.0,0.0,Wagner,1630532.0,,,
364,PT06M44.00S,2022-11-28T00:31:31.0Z,3,REGULAR,turnover,offensive foul,[],202699,,,1610612755,59,81,2022-11-28T00:31:31Z,3585000,False,,,0,,T. Harris offensive foul TURNOVER (1 TO),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,1155.0,,,,,,,,,,,,,,,,,1.0,,
362,PT06M44.00S,2022-11-28T00:31:54.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,59,81,2022-11-28T00:35:40Z,3590000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT06M27.00S,2022-11-28T00:35:00.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629678,66.70334925006159,39.46078431372549,1610612753,59,81,2022-11-28T00:35:09Z,3610000,False,-53.0,260.0,1,right,MISS A. Schofield 26' 3PT,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,Above the Break 3,24+ Center,,26.58,Missed,,,,,,,,,,,,,,,,,
366,PT06M24.00S,2022-11-28T00:35:03.0Z,3,REGULAR,rebound,offensive,[],1629021,,,1610612753,59,81,2022-11-28T00:35:09Z,3620000,False,,,0,,M. Wagner REBOUND (Off:2 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Center,,,,,,365.0,4.0,2.0,2.0,,,,,,,,,,,
367,PT06M16.00S,2022-11-28T00:35:10.2Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630532,86.9398801304821,53.67647058823529,1610612753,61,81,2022-11-28T00:37:40Z,3630000,False,18.0,70.0,1,right,F. Wagner 7' driving Hook (13 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,7.27,Made,,,,,,,13.0,,,,,,,,,,
368,PT05M51.00S,2022-11-28T00:35:37.9Z,3,REGULAR,foul,personal,['2freethrow'],1629678,,,1610612755,61,81,2022-11-28T00:35:48Z,3640000,False,,,0,,A. Schofield shooting personal FOUL (2 PF) (Harrell 2 FT),"[1629678, 1626149]",1610612753.0,ORL,shooting,,,Schofield,A. Schofield,,,,,Restricted Area,0-8 Center,1628487.0,,,,,,,,,,,,,2.0,0.0,Harrell,1626149.0,,,
370,PT05M51.00S,2022-11-28T00:36:11.4Z,3,REGULAR,freethrow,1 of 2,[],1626149,,,1610612755,61,82,2022-11-28T00:36:40Z,3660000,False,,,0,,M. Harrell Free Throw 1 of 2 (6 PTS),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,
371,PT05M51.00S,2022-11-28T00:36:11.4Z,3,REGULAR,freethrow,2 of 2,[],1626149,,,1610612755,61,82,2022-11-28T00:36:40Z,3670000,False,,,0,,MISS M. Harrell Free Throw 2 of 2,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
372,PT05M49.00S,2022-11-28T00:36:13.4Z,3,REGULAR,rebound,defensive,[],1629021,,,1610612753,61,82,2022-11-28T00:36:40Z,3680000,False,,,0,,M. Wagner REBOUND (Off:2 Def:3),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,371.0,5.0,3.0,2.0,,,,,,,,,,,
373,PT05M38.00S,2022-11-28T00:36:51.8Z,3,REGULAR,foul,personal,[],1627863,,,1610612753,61,82,2022-11-28T00:37:04Z,3690000,False,,,0,,D. House Jr. personal FOUL (1 PF),"[1627863, 203914]",1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Center,202041.0,,,,,,,,,,,,,1.0,1.0,Harris,203914.0,,,
375,PT05M38.00S,2022-11-28T00:37:01.1Z,3,REGULAR,substitution,out,[],1629003,,,1610612753,61,82,2022-11-28T00:37:03Z,3710000,False,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT05M38.00S,2022-11-28T00:37:01.1Z,3,REGULAR,substitution,in,[],1627788,,,1610612753,61,82,2022-11-28T00:37:03Z,3720000,False,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT05M35.00S,2022-11-28T00:37:26.7Z,3,REGULAR,foul,personal,['2freethrow'],1627788,,,1610612753,61,82,2022-11-28T00:37:37Z,3730000,False,,,0,,F. Korkmaz shooting personal FOUL (1 PF) (Wagner 2 FT),"[1627788, 1630532]",1610612755.0,PHI,shooting,,,Korkmaz,F. Korkmaz,,,,,In The Paint (Non-RA),0-8 Center,1155.0,,,,,,,,,,,,,1.0,0.0,Wagner,1630532.0,,,
379,PT05M35.00S,2022-11-28T00:37:50.8Z,3,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,62,82,2022-11-28T00:37:50Z,3750000,False,,,0,,F. Wagner Free Throw 1 of 2 (14 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,
380,PT05M35.00S,2022-11-28T00:37:59.0Z,3,REGULAR,substitution,out,[],203914,,,1610612753,62,82,2022-11-28T00:38:04Z,3760000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT05M35.00S,2022-11-28T00:37:59.0Z,3,REGULAR,substitution,in,[],1630181,,,1610612753,62,82,2022-11-28T00:38:04Z,3770000,False,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT05M35.00S,2022-11-28T00:38:16.0Z,3,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,63,82,2022-11-28T00:38:16Z,3780000,False,,,0,,F. Wagner Free Throw 2 of 2 (15 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,
383,PT05M17.00S,2022-11-28T00:38:37.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,5.862350564122043,47.05882352941176,1610612755,63,84,2022-11-28T00:42:19Z,3790000,False,15.0,3.0,1,left,M. Harrell Layup (8 PTS) (T. Harris 4 AST),"[1626149, 202699]",1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,,1.49,Made,,,,,,,8.0,T. Harris,202699.0,4.0,,,,,,,
385,PT05M17.00S,2022-11-28T00:38:42.1Z,3,REGULAR,foul,personal,['1freethrow'],1629021,,,1610612755,63,84,2022-11-28T00:38:50Z,3810000,False,,,0,,M. Wagner shooting personal FOUL (4 PF) (Harrell 1 FT),"[1629021, 1626149]",1610612753.0,ORL,shooting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,202041.0,,,,,,,,,,,,,4.0,0.0,Harrell,1626149.0,,,
387,PT05M17.00S,2022-11-28T00:39:16.4Z,3,REGULAR,freethrow,1 of 1,[],1626149,,,1610612755,63,85,2022-11-28T00:39:16Z,3830000,False,,,0,,M. Harrell Free Throw 1 of 1 (9 PTS),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,
388,PT05M11.00S,2022-11-28T00:39:38.0Z,3,REGULAR,foul,offensive,[],1629021,,,1610612753,63,85,2022-11-28T00:41:00Z,3840000,False,,,0,,M. Wagner off-the-ball offensive FOUL (5 PF),"[1629021, 1627863]",1610612753.0,ORL,off-the-ball,,,Wagner,M. Wagner,,,,,Mid-Range,16-24 Center,1628487.0,,,,,,,,,,,,,5.0,0.0,House Jr.,1627863.0,,,
390,PT05M11.00S,2022-11-28T00:39:38.0Z,3,REGULAR,turnover,offensive foul,[],1629021,,,1610612753,63,85,2022-11-28T00:39:38Z,3860000,False,,,0,,M. Wagner offensive foul TURNOVER (3 TO),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Mid-Range,16-24 Center,1628487.0,,,,,,,,,,,,,,,,,3.0,,
391,PT05M11.00S,2022-11-28T00:39:47.9Z,3,REGULAR,foul,technical,['1freethrow'],1630532,,,1610612755,63,85,2022-11-28T00:39:55Z,3870000,False,,,0,,F. Wagner technical FOUL (1 Tech),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,1628487.0,,,,,,,,,,,,,1.0,1.0,,,,,
392,PT05M11.00S,2022-11-28T00:39:58.9Z,3,REGULAR,freethrow,1 of 1,[],202699,,,1610612755,63,86,2022-11-28T00:39:58Z,3880000,False,,,0,,T. Harris technical Free Throw 1 of 1 (21 PTS),[202699],1610612755.0,PHI,technical,,,Harris,T. Harris,,,,,,,,,Made,,,,,,,21.0,,,,,,,,,,
393,PT05M11.00S,2022-11-28T00:40:02.1Z,3,REGULAR,substitution,out,[],1629021,,,1610612755,63,86,2022-11-28T00:40:09Z,3890000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT05M11.00S,2022-11-28T00:40:02.1Z,3,REGULAR,substitution,in,[],1631216,,,1610612755,63,86,2022-11-28T00:40:09Z,3900000,False,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT05M01.00S,2022-11-28T00:40:36.4Z,3,REGULAR,violation,kicked ball,[],1630532,,,1610612755,63,86,2022-11-28T00:40:53Z,3920000,False,,,0,,F. Wagner kicked ball VIOLATION,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,1155.0,,,,,,,,,,,,,,,,,,,
397,PT04M52.00S,2022-11-28T00:40:55.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627863,17.294676451112846,4.6568627450980395,1610612755,63,89,2022-11-28T00:41:03Z,3930000,False,227.0,110.0,1,left,D. House Jr. 25' 3PT step back (11 PTS) (T. Harris 5 AST),"[1627863, 202699]",1610612755.0,PHI,step back,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Right Center,,25.2,Made,,,,,,,11.0,T. Harris,202699.0,5.0,,,,,,,
398,PT04M40.00S,2022-11-28T00:41:09.5Z,3,REGULAR,foul,personal,['2freethrow'],202699,,,1610612753,63,89,2022-11-28T00:41:19Z,3940000,False,,,0,,T. Harris shooting personal FOUL (2 PF) (Banchero 2 FT),"[202699, 1631094]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,1628487.0,,,,,,,,,,,,,2.0,0.0,Banchero,1631094.0,,,
400,PT04M40.00S,2022-11-28T00:41:34.9Z,3,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,64,89,2022-11-28T00:41:34Z,3960000,False,,,0,,P. Banchero Free Throw 1 of 2 (12 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,
401,PT04M40.00S,2022-11-28T00:41:54.6Z,3,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,65,89,2022-11-28T00:41:54Z,3970000,False,,,0,,P. Banchero Free Throw 2 of 2 (13 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,
402,PT04M20.00S,2022-11-28T00:42:19.5Z,3,REGULAR,turnover,bad pass,[],1629001,,,1610612755,65,89,2022-11-28T00:42:23Z,3980000,False,,,0,,D. Melton bad pass TURNOVER (3 TO),"[1629001, 1631216]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,3.0,Houstan,1631216.0
403,PT04M20.00S,2022-11-28T00:42:19.5Z,3,REGULAR,steal,,[],1631216,,,1610612753,65,89,2022-11-28T00:42:21Z,3990000,False,,,0,,C. Houstan STEAL (1 STL),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
404,PT04M14.00S,2022-11-28T00:42:26.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631094,76.16458446688156,89.95098039215686,1610612753,65,89,2022-11-28T00:42:32Z,4000000,False,200.0,172.0,1,right,MISS P. Banchero 26' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,26.34,Missed,,,,,,,,,,,,,,,,,
405,PT04M09.00S,2022-11-28T00:42:31.3Z,3,REGULAR,rebound,defensive,[],1627863,,,1610612755,65,89,2022-11-28T00:42:32Z,4010000,False,,,0,,D. House Jr. REBOUND (Off:0 Def:2),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,404.0,2.0,2.0,0.0,,,,,,,,,,,
406,PT04M07.00S,2022-11-28T00:42:34.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629678,,,1610612755,65,89,2022-11-28T00:42:52Z,4020000,False,,,0,,A. Schofield shooting personal FOUL (3 PF) (House Jr. 2 FT),"[1629678, 1627863]",1610612753.0,ORL,shooting,,,Schofield,A. Schofield,,,,,Restricted Area,0-8 Center,1628487.0,,,,,,,,,,,,,3.0,0.0,House Jr.,1627863.0,,,
408,PT04M07.00S,2022-11-28T00:43:04.0Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627863,,,1610612755,65,90,2022-11-28T00:53:48Z,4062500,False,,,0,,D. House Jr. Free Throw 1 of 2 (12 PTS),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,
471,PT04M07.00S,2022-11-28T00:43:18.5Z,3,REGULAR,substitution,out,[],202699,,,1610612755,65,90,2022-11-28T00:54:34Z,4063125,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT04M07.00S,2022-11-28T00:43:18.5Z,3,REGULAR,substitution,in,[],1627777,,,1610612755,65,90,2022-11-28T00:54:34Z,4063437,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT04M07.00S,2022-11-28T00:43:04.0Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627863,,,1610612755,65,91,2022-11-28T00:53:48Z,4063750,False,,,0,,D. House Jr. Free Throw 2 of 2 (13 PTS),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,
412,PT04M00.00S,2022-11-28T00:43:33.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,90.48784333678958,49.26470588235294,1610612753,65,91,2022-11-28T00:51:33Z,4065000,False,-4.0,37.0,1,right,MISS P. Banchero turnaround Shot - blocked,"[1631094, 1627863]",1610612753.0,ORL,turnaround,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,3.71,Missed,House Jr.,1627863.0,,,,,,,,,,,,,,,
413,PT04M00.00S,2022-11-28T00:43:33.1Z,3,REGULAR,block,,[],1627863,,,1610612753,65,91,2022-11-28T00:43:35Z,4067500,False,,,0,,D. House Jr. BLOCK (1 BLK),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
414,PT03M57.00S,2022-11-28T00:43:36.1Z,3,REGULAR,rebound,defensive,[],1627788,,,1610612755,65,91,2022-11-28T00:51:33Z,4068750,False,,,0,,F. Korkmaz REBOUND (Off:0 Def:2),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,Restricted Area,0-8 Center,,,,,,412.0,2.0,2.0,0.0,,,,,,,,,,,
415,PT03M45.00S,2022-11-28T00:43:44.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626149,6.256568698156209,49.26470588235294,1610612755,65,91,2022-11-28T00:43:51Z,4110000,False,4.0,6.0,1,left,MISS M. Harrell DUNK,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,,0.73,Missed,,,,,,,,,,,,,,,,,
416,PT03M42.00S,2022-11-28T00:43:47.6Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,65,91,2022-11-28T00:43:51Z,4120000,False,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,415.0,2.0,2.0,0.0,,,,,,,,,,,
417,PT03M41.00S,2022-11-28T00:43:52.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631094,91.53909169421402,49.26470588235294,1610612753,67,91,2022-11-28T00:44:04Z,4130000,False,-4.0,27.0,1,right,P. Banchero running Layup (15 PTS) (F. Wagner 2 AST),"[1631094, 1630532]",1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,2.73,Made,,,,,,,15.0,F. Wagner,1630532.0,2.0,,,,,,,
419,PT03M41.00S,2022-11-28T00:43:56.2Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627788,,,1610612753,67,91,2022-11-28T00:44:06Z,4150000,False,,,0,,F. Korkmaz shooting personal FOUL (2 PF) (Banchero 1 FT),"[1627788, 1631094]",1610612755.0,PHI,shooting,,,Korkmaz,F. Korkmaz,,,,,Restricted Area,0-8 Center,202041.0,,,,,,,,,,,,,2.0,0.0,Banchero,1631094.0,,,
421,PT03M41.00S,2022-11-28T00:44:07.7Z,3,REGULAR,substitution,out,[],1629001,,,1610612753,67,91,2022-11-28T00:44:21Z,4170000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT03M41.00S,2022-11-28T00:44:07.7Z,3,REGULAR,substitution,in,[],1629003,,,1610612753,67,91,2022-11-28T00:44:21Z,4180000,False,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT03M41.00S,2022-11-28T00:44:20.3Z,3,REGULAR,freethrow,1 of 1,[],1631094,,,1610612753,67,91,2022-11-28T00:44:25Z,4190000,False,,,0,,MISS P. Banchero Free Throw 1 of 1,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
424,PT03M38.00S,2022-11-28T00:44:23.3Z,3,REGULAR,rebound,defensive,[],1626149,,,1610612755,67,91,2022-11-28T00:44:25Z,4200000,False,,,0,,M. Harrell REBOUND (Off:0 Def:7),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,423.0,7.0,7.0,0.0,,,,,,,,,,,
426,PT03M21.00S,2022-11-28T00:44:38.4Z,3,REGULAR,3pt,Jump Shot,[],1629003,24.25919681904977,84.55882352941177,1610612755,67,91,2022-11-28T00:44:43Z,4220000,False,-173.0,176.0,1,left,MISS S. Milton 24' 3PT,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Left Center,,24.63,Missed,,,,,,,,,,,,,,,,,
427,PT03M18.00S,2022-11-28T00:44:41.4Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,67,91,2022-11-28T00:44:43Z,4230000,False,,,0,,F. Wagner REBOUND (Off:0 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,426.0,3.0,3.0,0.0,,,,,,,,,,,
428,PT03M18.00S,2022-11-28T00:44:43.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627777,,,1610612753,67,91,2022-11-28T00:44:53Z,4240000,False,,,0,,G. Niang shooting personal FOUL (3 PF) (Wagner 2 FT),"[1627777, 1630532]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,1628487.0,,,,,,,,,,,,,3.0,0.0,Wagner,1630532.0,,,
430,PT03M18.00S,2022-11-28T00:45:18.5Z,3,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,68,91,2022-11-28T00:45:18Z,4260000,False,,,0,,F. Wagner Free Throw 1 of 2 (16 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,Made,,,,,,,16.0,,,,,,,,,,
431,PT03M18.00S,2022-11-28T00:45:20.4Z,3,REGULAR,substitution,out,[],1626149,,,1610612753,68,91,2022-11-28T00:45:24Z,4270000,False,,,0,,SUB out: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT03M18.00S,2022-11-28T00:45:20.4Z,3,REGULAR,substitution,in,[],1630194,,,1610612753,68,91,2022-11-28T00:45:24Z,4280000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M18.00S,2022-11-28T00:45:34.0Z,3,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,69,91,2022-11-28T00:45:34Z,4290000,False,,,0,,F. Wagner Free Throw 2 of 2 (17 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,Made,,,,,,,17.0,,,,,,,,,,
434,PT02M54.00S,2022-11-28T00:46:04.4Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612755,69,91,2022-11-28T00:46:10Z,4300000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),8-16 Right,202041.0,,,,,,,,,,,,,,,,,,,
435,PT02M45.00S,2022-11-28T00:46:20.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631094,93.11596423035068,53.431372549019606,1610612753,71,91,2022-11-28T00:46:30Z,4310000,False,17.0,12.0,1,right,P. Banchero driving Layup (17 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,2.11,Made,,,,,,,17.0,,,,,,,,,,
436,PT02M45.00S,2022-11-28T00:46:24.8Z,3,REGULAR,timeout,full,['team'],0,,,1610612755,71,91,2022-11-28T00:46:24Z,4320000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
