actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
267,PT05M39.00S,2022-03-01T01:54:13.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,30.042706964520367,64.2156862745098,1610612763,51,48,2022-03-01T01:54:18Z,2580000,-71.0,230.0,1,left,MISS D. Bane 24' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,24.06,Missed,,,,,,,,,,,,,,,,
268,PT05M37.00S,2022-03-01T01:54:15.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,51,48,2022-03-01T01:54:18Z,2590000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,267.0,,,,,,,,,,,,
269,PT05M37.00S,2022-03-01T01:54:19.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,51,48,2022-03-01T01:54:19Z,2600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M37.00S,2022-03-01T01:54:19.7Z,2,REGULAR,substitution,out,[],1628991,,,1610612759,51,48,2022-03-01T01:54:38Z,2610000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M37.00S,2022-03-01T01:54:19.7Z,2,REGULAR,substitution,out,[],1626145,,,1610612759,51,48,2022-03-01T01:54:38Z,2620000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M37.00S,2022-03-01T01:54:19.7Z,2,REGULAR,substitution,out,[],1630217,,,1610612759,51,48,2022-03-01T01:54:38Z,2630000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M37.00S,2022-03-01T01:54:19.7Z,2,REGULAR,substitution,out,[],1629681,,,1610612759,51,48,2022-03-01T01:54:38Z,2640000,,,0,,SUB out: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M37.00S,2022-03-01T01:54:19.7Z,2,REGULAR,substitution,out,[],203926,,,1610612759,51,48,2022-03-01T01:54:38Z,2650000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M37.00S,2022-03-01T01:54:19.7Z,2,REGULAR,substitution,in,[],203937,,,1610612759,51,48,2022-03-01T01:54:38Z,2660000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M37.00S,2022-03-01T01:54:19.7Z,2,REGULAR,substitution,in,[],1629001,,,1610612759,51,48,2022-03-01T01:54:38Z,2670000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M37.00S,2022-03-01T01:54:19.7Z,2,REGULAR,substitution,in,[],1630533,,,1610612759,51,48,2022-03-01T01:54:38Z,2680000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M37.00S,2022-03-01T01:54:19.7Z,2,REGULAR,substitution,in,[],1629630,,,1610612759,51,48,2022-03-01T01:54:38Z,2690000,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M37.00S,2022-03-01T01:54:19.7Z,2,REGULAR,substitution,in,[],1629022,,,1610612759,51,48,2022-03-01T01:54:38Z,2700000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M18.00S,2022-03-01T01:54:55.3Z,2,REGULAR,2pt,Jump Shot,[],1630170,74.19513797634691,56.61764705882353,1610612759,51,50,2022-03-01T01:54:58Z,2710000,33.0,190.0,1,right,D. Vassell 19' step back Jump Shot (5 PTS) (J. Poeltl 1 AST),"[1630170, 1627751]",1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,,,,19.3,Made,5.0,,,,J. Poeltl,1627751.0,1.0,,,,,,,,,
282,PT05M08.00S,2022-03-01T01:55:05.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,7.178055190538765,48.03921568627451,1610612763,51,50,2022-03-01T01:55:09Z,2730000,10.0,15.0,1,left,MISS J. Morant driving finger roll Layup,[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,,,,1.79,Missed,,,,,,,,,,,,,,,,
283,PT05M06.00S,2022-03-01T01:55:07.3Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,51,50,2022-03-01T01:55:09Z,2740000,,,0,,K. Johnson REBOUND (Off:2 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,282.0,,,,5.0,3.0,2.0,,,,,,
284,PT04M57.00S,2022-03-01T01:55:16.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,94.30026281208936,49.01960784313725,1610612759,51,50,2022-03-01T01:55:20Z,2750000,-5.0,1.0,1,right,MISS K. Johnson driving finger roll Layup,[1629640],1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,,,,0.5,Missed,,,,,,,,,,,,,,,,
285,PT04M55.00S,2022-03-01T01:55:19.0Z,2,REGULAR,rebound,offensive,[],1627749,,,1610612759,51,50,2022-03-01T01:55:19Z,2760000,,,0,,D. Murray REBOUND (Off:1 Def:0),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,284.0,,,,1.0,0.0,1.0,,,,,,
286,PT04M53.00S,2022-03-01T01:55:23.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,51,50,2022-03-01T01:55:23Z,2770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M48.00S,2022-03-01T01:55:42.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630170,83.39356110381078,45.588235294117645,1610612759,51,50,2022-03-01T01:55:46Z,2780000,-22.0,104.0,1,right,MISS D. Vassell 10' driving floating Shot,[1630170],1610612759.0,SAS,driving floating,,,Vassell,D. Vassell,,,,,,,,10.59,Missed,,,,,,,,,,,,,,,,
288,PT04M44.00S,2022-03-01T01:55:46.2Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,51,50,2022-03-01T02:03:01Z,2790000,,,0,,J. Morant REBOUND (Off:0 Def:4),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,287.0,,,,4.0,4.0,0.0,,,,,,
289,PT04M34.00S,2022-03-01T01:56:28.6Z,2,REGULAR,jumpball,recovered,[],1627749,,,1610612763,51,50,2022-03-01T01:56:28Z,2800000,,,0,,Jump Ball J. Poeltl vs. J. Morant: Tip to D. Murray,"[1627749, 1627751, 1629630]",1610612759.0,SAS,heldball,D. Murray,1627749.0,Murray,D. Murray,Poeltl,1627751.0,Morant,1629630.0,,,,,,,,,,,,,,,,,,,,,
292,PT04M34.00S,2022-03-01T01:56:28.6Z,2,REGULAR,turnover,lost ball,[],1629630,,,1610612763,51,50,2022-03-01T01:56:28Z,2830000,,,0,,J. Morant lost ball TURNOVER (3 TO),"[1629630, 1627751]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,3.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,
293,PT04M34.00S,2022-03-01T01:56:28.6Z,2,REGULAR,steal,,[],1627751,,,1610612759,51,50,2022-03-01T01:56:28Z,2840000,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT04M33.00S,2022-03-01T01:56:30.6Z,2,REGULAR,turnover,bad pass,[],1627749,,,1610612759,51,50,2022-03-01T01:56:34Z,2850000,,,0,,D. Murray bad pass TURNOVER (1 TO),"[1627749, 203500]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,1.0,Adams,203500.0,,,,,,,,,,,,,,,,,,
295,PT04M33.00S,2022-03-01T01:56:30.6Z,2,REGULAR,steal,,[],203500,,,1610612763,51,50,2022-03-01T01:56:32Z,2860000,,,0,,S. Adams STEAL (1 STL),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT04M28.00S,2022-03-01T01:56:34.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629630,30.17411300919842,27.941176470588236,1610612763,54,50,2022-03-01T01:56:38Z,2870000,110.0,231.0,1,left,J. Morant 25' 3PT  (17 PTS) (S. Adams 2 AST),"[1629630, 203500]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,25.61,Made,17.0,,,,S. Adams,203500.0,2.0,,,,,,,,,
298,PT04M17.00S,2022-03-01T01:56:45.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,80.55190538764782,36.052389705882355,1610612759,54,52,2022-03-01T01:56:53Z,2890000,-70.0,130.0,1,right,D. Murray 14' turnaround fadeaway Jump Shot (6 PTS),[1627749],1610612759.0,SAS,turnaround fadeaway,,,Murray,D. Murray,,,,,,,,14.78,Made,6.0,,,,,,,,,,,,,,,
299,PT04M03.00S,2022-03-01T01:57:03.4Z,2,REGULAR,turnover,traveling,[],1629630,,,1610612763,54,52,2022-03-01T01:57:24Z,2900000,,,0,,J. Morant traveling TURNOVER (4 TO),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,4.0,,,,,,,,,,,,,,,1626302.0,,,,,
300,PT04M03.00S,2022-03-01T01:57:05.8Z,2,REGULAR,substitution,out,[],1629640,,,1610612759,54,52,2022-03-01T01:57:15Z,2910000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT04M03.00S,2022-03-01T01:57:05.8Z,2,REGULAR,substitution,out,[],1630170,,,1610612759,54,52,2022-03-01T01:57:15Z,2920000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT04M03.00S,2022-03-01T01:57:05.8Z,2,REGULAR,substitution,in,[],1630563,,,1610612759,54,52,2022-03-01T01:57:15Z,2930000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT04M03.00S,2022-03-01T01:57:05.8Z,2,REGULAR,substitution,in,[],1628966,,,1610612759,54,52,2022-03-01T01:57:15Z,2940000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M46.00S,2022-03-01T01:57:40.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627749,87.07293035479631,44.85294117647059,1610612759,54,52,2022-03-01T01:57:43Z,2950000,-26.0,69.0,1,right,MISS D. Murray 7' driving floating Shot,[1627749],1610612759.0,SAS,driving floating,,,Murray,D. Murray,,,,,,,,7.36,Missed,,,,,,,,,,,,,,,,
306,PT03M44.00S,2022-03-01T01:57:42.7Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612763,54,52,2022-03-01T01:57:43Z,2970000,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,304.0,,,,1.0,1.0,0.0,,,,,,
307,PT03M40.00S,2022-03-01T01:57:47.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630533,10.33180026281209,50.245098039215684,1610612763,54,52,2022-03-01T01:57:51Z,2980000,-1.0,45.0,1,left,MISS Z. Williams driving floating Shot,[1630533],1610612763.0,MEM,driving floating,,,Williams,Z. Williams,,,,,,,,4.46,Missed,,,,,,,,,,,,,,,,
308,PT03M36.00S,2022-03-01T01:57:51.1Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,54,52,2022-03-01T01:57:51Z,2990000,,,0,,J. Poeltl REBOUND (Off:1 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,307.0,,,,4.0,3.0,1.0,,,,,,
309,PT03M29.00S,2022-03-01T01:57:57.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630563,93.51182654402102,46.32352941176471,1610612759,54,52,2022-03-01T01:58:02Z,3000000,-18.0,8.0,1,right,MISS J. Primo driving reverse Layup,[1630563],1610612759.0,SAS,driving reverse,,,Primo,J. Primo,,,,,,,,2.03,Missed,,,,,,,,,,,,,,,,
310,PT03M26.00S,2022-03-01T01:58:00.7Z,2,REGULAR,rebound,defensive,[],203937,,,1610612763,54,52,2022-03-01T01:58:02Z,3010000,,,0,,K. Anderson REBOUND (Off:0 Def:4),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,309.0,,,,4.0,4.0,0.0,,,,,,
311,PT03M21.00S,2022-03-01T01:58:05.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203937,5.863994743758213,52.450980392156865,1610612763,54,52,2022-03-01T01:58:08Z,3020000,-12.0,3.0,1,left,MISS K. Anderson running reverse Layup,[203937],1610612763.0,MEM,running reverse,,,Anderson,K. Anderson,,,,,,,,1.26,Missed,,,,,,,,,,,,,,,,
312,PT03M19.00S,2022-03-01T01:58:07.3Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,54,52,2022-03-01T01:58:07Z,3030000,,,0,,S. Adams REBOUND (Off:3 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,311.0,,,,5.0,2.0,3.0,,,,,,
313,PT03M11.00S,2022-03-01T01:58:15.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629630,32.670827858081466,38.72549019607843,1610612763,57,52,2022-03-01T01:58:20Z,3040000,56.0,255.0,1,left,J. Morant 26' 3PT pullup (20 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,,,,26.08,Made,20.0,,,,,,,,,,,,,,,
314,PT03M08.00S,2022-03-01T01:58:23.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,57,52,2022-03-01T01:58:23Z,3050000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT02M53.00S,2022-03-01T02:01:35.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,86.81011826544021,50.98039215686274,1610612759,57,54,2022-03-01T02:01:40Z,3080000,5.0,71.0,1,right,J. Poeltl 7' Hook (10 PTS) (J. Primo 1 AST),"[1627751, 1630563]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,7.17,Made,10.0,,,,J. Primo,1630563.0,1.0,,,,,,,,,
321,PT02M33.00S,2022-03-01T02:01:55.8Z,2,REGULAR,2pt,Jump Shot,[],1629001,28.597240473061763,42.15686274509804,1610612763,57,54,2022-03-01T02:01:59Z,3100000,39.0,216.0,1,left,MISS D. Melton 21' pullup Shot,[1629001],1610612763.0,MEM,pullup,,,Melton,D. Melton,,,,,,,,21.98,Missed,,,,,,,,,,,,,,,,
322,PT02M31.00S,2022-03-01T02:01:57.8Z,2,REGULAR,rebound,defensive,[],1630563,,,1610612759,57,54,2022-03-01T02:01:59Z,3110000,,,0,,J. Primo REBOUND (Off:0 Def:2),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,321.0,,,,2.0,2.0,0.0,,,,,,
323,PT02M25.00S,2022-03-01T02:02:03.5Z,2,REGULAR,3pt,Jump Shot,[],1629022,91.01511169513797,4.166666666666666,1610612759,57,54,2022-03-01T02:02:06Z,3120000,-229.0,32.0,1,right,MISS L. Walker IV 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,23.14,Missed,,,,,,,,,,,,,,,,
324,PT02M23.00S,2022-03-01T02:02:05.5Z,2,REGULAR,rebound,defensive,[],203500,,,1610612763,57,54,2022-03-01T02:02:06Z,3130000,,,0,,S. Adams REBOUND (Off:3 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,323.0,,,,6.0,3.0,3.0,,,,,,
325,PT02M18.00S,2022-03-01T02:02:11.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629630,6.521024967148489,50.245098039215684,1610612763,59,54,2022-03-01T02:02:19Z,3140000,-1.0,9.0,1,left,J. Morant running DUNK (22 PTS) (S. Adams 3 AST),"[1629630, 203500]",1610612763.0,MEM,running,,,Morant,J. Morant,,,,,,,,0.89,Made,22.0,,,,S. Adams,203500.0,3.0,,,,,,,,,
327,PT01M52.00S,2022-03-01T02:02:36.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,95.22010512483574,48.28431372549019,1610612759,59,54,2022-03-01T02:02:40Z,3160000,-9.0,-8.0,1,right,MISS D. Murray driving finger roll Layup,[1627749],1610612759.0,SAS,driving finger roll,,,Murray,D. Murray,,,,,,,,1.15,Missed,,,,,,,,,,,,,,,,
328,PT01M50.00S,2022-03-01T02:02:38.4Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612759,59,54,2022-03-01T02:02:40Z,3170000,,,0,,J. Poeltl REBOUND (Off:2 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,327.0,,,,5.0,3.0,2.0,,,,,,
329,PT01M49.00S,2022-03-01T02:02:40.6Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627751,86.15308804204993,36.76470588235294,1610612759,59,54,2022-03-01T02:02:43Z,3180000,-66.0,78.0,1,right,MISS J. Poeltl 10' turnaround Hook,[1627751],1610612759.0,SAS,turnaround,,,Poeltl,J. Poeltl,,,,,,,,10.21,Missed,,,,,,,,,,,,,,,,
330,PT01M45.00S,2022-03-01T02:02:44.6Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612763,59,54,2022-03-01T02:02:43Z,3190000,,,0,,D. Melton REBOUND (Off:0 Def:2),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,329.0,,,,2.0,2.0,0.0,,,,,,
331,PT01M43.00S,2022-03-01T02:02:45.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629001,6.783837056504599,50.49019607843137,1610612763,61,54,2022-03-01T02:02:49Z,3200000,-2.0,11.0,1,left,D. Melton running finger roll Layup (12 PTS),[1629001],1610612763.0,MEM,running finger roll,,,Melton,D. Melton,,,,,,,,1.16,Made,12.0,,,,,,,,,,,,,,,
332,PT01M24.00S,2022-03-01T02:03:04.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,93.24901445466492,47.30392156862745,1610612759,61,54,2022-03-01T02:03:08Z,3210000,-13.0,11.0,1,right,MISS K. Bates-Diop driving Layup,[1628966],1610612759.0,SAS,driving,,,Bates-Diop,K. Bates-Diop,,,,,,,,1.74,Missed,,,,,,,,,,,,,,,,
333,PT01M22.00S,2022-03-01T02:03:06.9Z,2,REGULAR,rebound,defensive,[],203500,,,1610612763,61,54,2022-03-01T02:03:08Z,3220000,,,0,,S. Adams REBOUND (Off:3 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,332.0,,,,7.0,4.0,3.0,,,,,,
334,PT01M14.00S,2022-03-01T02:03:15.1Z,2,REGULAR,2pt,Jump Shot,[],1629001,11.908672798948752,33.82352941176471,1610612763,61,54,2022-03-01T02:03:18Z,3230000,81.0,59.0,1,left,MISS D. Melton 10' driving floating Shot,[1629001],1610612763.0,MEM,driving floating,,,Melton,D. Melton,,,,,,,,10.04,Missed,,,,,,,,,,,,,,,,
335,PT01M11.00S,2022-03-01T02:03:18.1Z,2,REGULAR,rebound,defensive,[],1629022,,,1610612759,61,54,2022-03-01T02:03:18Z,3240000,,,0,,L. Walker IV REBOUND (Off:1 Def:1),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,334.0,,,,2.0,1.0,1.0,,,,,,
336,PT01M03.00S,2022-03-01T02:03:25.2Z,2,REGULAR,2pt,Jump Shot,[],1629022,75.64060446780552,36.51960784313725,1610612759,61,54,2022-03-01T02:03:28Z,3250000,-67.0,176.0,1,right,MISS L. Walker IV 18' pullup Shot,[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,,,,18.89,Missed,,,,,,,,,,,,,,,,
337,PT01M00.00S,2022-03-01T02:03:28.4Z,2,REGULAR,rebound,offensive,[],1628966,,,1610612759,61,54,2022-03-01T02:03:28Z,3260000,,,0,,K. Bates-Diop REBOUND (Off:1 Def:0),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,336.0,,,,1.0,0.0,1.0,,,,,,
338,PT00M51.10S,2022-03-01T02:03:38.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627749,67.7562417871222,31.862745098039213,1610612759,61,54,2022-03-01T02:03:41Z,3270000,-91.0,251.0,1,right,MISS D. Murray 26' 3PT,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,26.65,Missed,,,,,,,,,,,,,,,,
339,PT00M49.20S,2022-03-01T02:03:40.1Z,2,REGULAR,rebound,defensive,[],203500,,,1610612763,61,54,2022-03-01T02:03:41Z,3280000,,,0,,S. Adams REBOUND (Off:3 Def:5),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,338.0,,,,8.0,5.0,3.0,,,,,,
340,PT00M34.40S,2022-03-01T02:03:55.5Z,2,REGULAR,3pt,Jump Shot,[],1629630,33.065045992115635,28.186274509803923,1610612763,64,54,2022-03-01T02:03:59Z,3290000,109.0,258.0,1,left,J. Morant 28' 3PT pullup (25 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,,,,28.04,Made,25.0,,,,,,,,,,,,,,,
341,PT00M31.30S,2022-03-01T02:04:05.6Z,2,REGULAR,3pt,Jump Shot,[],1627749,65.52233902759527,58.57843137254902,1610612759,64,57,2022-03-01T02:04:09Z,3300000,43.0,272.0,1,right,D. Murray 27' 3PT pullup (9 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,,,,27.5,Made,9.0,,,,,,,,,,,,,,,
342,PT00M13.40S,2022-03-01T02:04:31.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,6.652431011826544,49.26470588235294,1610612763,66,57,2022-03-01T02:04:34Z,3310000,4.0,10.0,1,left,J. Morant driving Layup (27 PTS),[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,,,,1.07,Made,27.0,,,,,,,,,,,,,,,
343,PT00M04.50S,2022-03-01T02:04:46.0Z,2,REGULAR,2pt,Jump Shot,[],1627749,75.1149802890933,58.57843137254902,1610612759,66,57,2022-03-01T02:04:51Z,3320000,43.0,181.0,1,right,MISS D. Murray 18' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,,,,18.64,Missed,,,,,,,,,,,,,,,,
344,PT00M00.40S,2022-03-01T02:04:51.6Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612763,66,57,2022-03-01T02:04:51Z,3330000,,,0,,D. Melton REBOUND (Off:0 Def:3),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,343.0,,,,3.0,3.0,0.0,,,,,,
345,PT00M00.40S,2022-03-01T02:04:52.9Z,2,REGULAR,turnover,lost ball,[],1629001,,,1610612763,66,57,2022-03-01T02:04:58Z,3340000,,,0,,D. Melton lost ball TURNOVER (1 TO),"[1629001, 1627749]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,1.0,Murray,1627749.0,,,,,,,,,,,,,,,,,,
346,PT00M00.40S,2022-03-01T02:04:52.9Z,2,REGULAR,steal,,[],1627749,,,1610612759,66,57,2022-03-01T02:04:57Z,3350000,,,0,,D. Murray STEAL (2 STL),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT00M00.40S,2022-03-01T02:04:58.1Z,2,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612759,66,57,2022-03-01T02:05:16Z,3360000,,,0,,D. Melton shooting personal FOUL (2 PF) (Murray 2 FT),"[1629001, 1627749]",1610612763.0,MEM,shooting,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,1626302.0,2.0,0.0,Murray,1627749.0,
349,PT00M00.40S,2022-03-01T02:05:24.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627749,,,1610612759,66,57,2022-03-01T02:05:24Z,3380000,,,0,,MISS D. Murray Free Throw 1 of 2,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,Missed,,,,,,,,,,,,,,,,
350,PT00M00.40S,2022-03-01T02:05:24.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,66,57,2022-03-01T02:05:24Z,3390000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,349.0,,,,,,,,,,,,
351,PT00M00.40S,2022-03-01T02:05:43.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627749,,,1610612759,66,58,2022-03-01T02:05:43Z,3400000,,,0,,D. Murray Free Throw 2 of 2 (10 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
352,PT00M00.00S,2022-03-01T02:05:57.9Z,2,REGULAR,2pt,Jump Shot,[],1629630,5.206964520367937,88.23529411764706,1610612763,68,58,2022-03-01T02:06:06Z,3410000,-191.0,-4.0,1,left,J. Morant 19' fadeaway Jump Shot (29 PTS) (S. Adams 4 AST),"[1629630, 203500]",1610612763.0,MEM,fadeaway,,,Morant,J. Morant,,,,,,,,19.12,Made,29.0,,,,S. Adams,203500.0,4.0,,,,,,,,,
354,PT00M00.00S,2022-03-01T02:06:07.9Z,2,REGULAR,instantreplay,request,[],0,,,1610612759,68,58,2022-03-01T02:06:59Z,3430000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,,,1179.0,,,,,End Period - Good Basket
355,PT00M00.00S,2022-03-01T02:07:04.2Z,2,REGULAR,period,end,[],0,,,1610612759,68,58,2022-03-01T02:07:04Z,3440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
