actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
267,PT03M03.00S,2022-04-01T23:53:23.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627783,67.62483574244416,43.872549019607845,1610612761,42,48,2022-04-01T23:54:38Z,2620000,-31.0,252.0,1,right,MISS P. Siakam 25' running 3PT,[1627783],1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,,,,,,25.37,Missed,,,,,,,,,,,,,,
268,PT03M03.00S,2022-04-01T23:53:23.7Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,42,48,2022-04-01T23:53:36Z,2630000,,,0,,S. Barnes REBOUND (Off:3 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,267.0,4.0,1.0,3.0,,,
269,PT02M58.00S,2022-04-01T23:53:29.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,72.35545335085413,18.38235294117647,1610612761,42,48,2022-04-01T23:53:39Z,2640000,-158.0,207.0,1,right,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,26.08,Missed,,,,,,,,,,,,,,
270,PT02M53.00S,2022-04-01T23:53:33.1Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612753,42,48,2022-04-01T23:53:33Z,2650000,,,0,,R. Hampton REBOUND (Off:0 Def:2),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,269.0,2.0,2.0,0.0,,,
271,PT02M47.00S,2022-04-01T23:53:42.5Z,2,REGULAR,turnover,traveling,[],1629021,,,1610612753,42,48,2022-04-01T23:53:50Z,2660000,,,0,,M. Wagner traveling TURNOVER (2 TO),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,1627524.0,,,,,,,,2.0,,,,,,,,,,,,
272,PT02M47.00S,2022-04-01T23:54:10.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,42,48,2022-04-01T23:54:10Z,2670000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT02M47.00S,2022-04-01T23:55:47.3Z,2,REGULAR,substitution,out,[],1629021,,,1610612761,42,48,2022-04-01T23:56:17Z,2680000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT02M47.00S,2022-04-01T23:55:47.3Z,2,REGULAR,substitution,out,[],201577,,,1610612761,42,48,2022-04-01T23:56:17Z,2690000,,,0,,SUB out: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT02M47.00S,2022-04-01T23:55:47.3Z,2,REGULAR,substitution,in,[],1629649,,,1610612761,42,48,2022-04-01T23:56:17Z,2700000,,,0,,SUB in: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M47.00S,2022-04-01T23:55:47.3Z,2,REGULAR,substitution,in,[],1628964,,,1610612761,42,48,2022-04-01T23:56:17Z,2710000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M33.00S,2022-04-01T23:56:48.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,73.27529566360053,17.15686274509804,1610612761,42,48,2022-04-01T23:56:56Z,2720000,-164.0,199.0,1,right,MISS F. VanVleet 25' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,,,,,25.78,Missed,,,,,,,,,,,,,,
278,PT02M31.00S,2022-04-01T23:56:50.6Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,42,48,2022-04-01T23:56:56Z,2730000,,,0,,S. Barnes REBOUND (Off:4 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,277.0,5.0,1.0,4.0,,,
280,PT02M31.00S,2022-04-01T23:57:07.6Z,2,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612761,42,48,2022-04-01T23:57:26Z,2750000,,,0,,M. Bamba shooting personal FOUL (1 PF) (Barnes 2 FT),"[1628964, 1630567]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,1627961.0,1.0,0.0,Barnes,1630567.0,,,,,,,,,,,,,,,,
282,PT02M31.00S,2022-04-01T23:57:15.1Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630567,,,1610612761,42,49,2022-04-01T23:57:15Z,2770000,,,0,,S. Barnes Free Throw 1 of 2 (7 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
283,PT02M31.00S,2022-04-01T23:57:27.9Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630567,,,1610612761,42,50,2022-04-01T23:57:27Z,2780000,,,0,,S. Barnes Free Throw 2 of 2 (8 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
284,PT02M17.00S,2022-04-01T23:57:43.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629649,6.258212877792378,44.11764705882353,1610612753,44,50,2022-04-01T23:57:52Z,2790000,29.0,6.0,1,left,I. Brazdeikis Layup (11 PTS) (M. Bamba 2 AST),"[1629649, 1628964]",1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,3.01,Made,11.0,,M. Bamba,1628964.0,2.0,,,,,,,,,
286,PT01M59.00S,2022-04-01T23:58:01.5Z,2,REGULAR,2pt,Jump Shot,[],1629018,77.08607095926413,60.5392156862745,1610612761,44,50,2022-04-01T23:58:32Z,2810000,53.0,163.0,1,right,MISS G. Trent Jr. 17' fadeaway Shot,[1629018],1610612761.0,TOR,fadeaway,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,17.12,Missed,,,,,,,,,,,,,,
287,PT01M55.00S,2022-04-01T23:58:05.5Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,44,50,2022-04-01T23:58:07Z,2820000,,,0,,S. Barnes REBOUND (Off:5 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,286.0,6.0,1.0,5.0,,,
288,PT01M55.00S,2022-04-01T23:58:04.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630567,94.40999984741211,50.0,1610612761,44,52,2022-04-01T23:58:05Z,2830000,0.0,0.0,1,right,S. Barnes tip Layup (10 PTS),[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,,,,,,0.0,Made,10.0,,,,,,,,,,,,,
289,PT01M47.00S,2022-04-01T23:58:13.1Z,2,REGULAR,turnover,lost ball,[],1630175,,,1610612753,44,52,2022-04-01T23:58:17Z,2840000,,,0,,C. Anthony lost ball TURNOVER (3 TO),"[1630175, 1627832]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,3.0,,,,VanVleet,1627832.0,,,,,,,
290,PT01M47.00S,2022-04-01T23:58:13.1Z,2,REGULAR,steal,,[],1627832,,,1610612761,44,52,2022-04-01T23:58:15Z,2850000,,,0,,F. VanVleet STEAL (3 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT01M43.00S,2022-04-01T23:58:17.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627832,94.43166885676742,96.07843137254902,1610612761,44,52,2022-04-01T23:58:24Z,2860000,230.0,0.0,1,right,MISS F. VanVleet running 3PT,[1627832],1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,,,,,,23.04,Missed,,,,,,,,,,,,,,
292,PT01M38.00S,2022-04-01T23:58:22.9Z,2,REGULAR,rebound,offensive,[],1627832,,,1610612761,44,52,2022-04-01T23:58:22Z,2870000,,,0,,F. VanVleet REBOUND (Off:1 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,291.0,3.0,2.0,1.0,,,
293,PT01M37.00S,2022-04-01T23:58:23.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629018,71.17279894875165,22.30392156862745,1610612761,44,52,2022-04-01T23:58:29Z,2880000,-138.0,218.0,1,right,MISS G. Trent Jr. 25' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,25.87,Missed,,,,,,,,,,,,,,
294,PT01M33.00S,2022-04-01T23:58:27.9Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,44,52,2022-04-01T23:58:29Z,2890000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,293.0,1.0,1.0,0.0,,,
295,PT01M25.00S,2022-04-01T23:58:35.4Z,2,REGULAR,3pt,Jump Shot,[],1628964,28.203022339027594,19.362745098039216,1610612753,44,52,2022-04-01T23:58:41Z,2900000,153.0,213.0,1,left,MISS M. Bamba 26' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,26.2,Missed,,,,,,,,,,,,,,
296,PT01M22.00S,2022-04-01T23:58:38.4Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,44,52,2022-04-01T23:58:41Z,2910000,,,0,,S. Barnes REBOUND (Off:5 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,295.0,7.0,2.0,5.0,,,
298,PT01M16.00S,2022-04-01T23:58:49.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630567,71.87910643889619,75.75827205882352,1610612761,44,55,2022-04-02T00:06:01Z,2930000,129.0,212.0,1,right,S. Barnes 24' 3PT running pullup (13 PTS),[1630567],1610612761.0,TOR,running pullup,,,Barnes,S. Barnes,,,,,,,,,,24.79,Made,13.0,,,,,,,,,,,,,
299,PT00M55.00S,2022-04-01T23:59:06.4Z,2,REGULAR,turnover,lost ball,[],1629649,,,1610612753,44,55,2022-04-01T23:59:11Z,2940000,,,0,,I. Brazdeikis lost ball TURNOVER (2 TO),"[1629649, 1627832]",1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,2.0,,,,VanVleet,1627832.0,,,,,,,
300,PT00M55.00S,2022-04-01T23:59:06.4Z,2,REGULAR,steal,,[],1627832,,,1610612761,44,55,2022-04-01T23:59:08Z,2950000,,,0,,F. VanVleet STEAL (4 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT00M50.80S,2022-04-01T23:59:12.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630181,,,1610612761,44,55,2022-04-01T23:59:19Z,2960000,,,0,,R. Hampton shooting personal FOUL (2 PF) (Barnes 2 FT),"[1630181, 1630567]",1610612753.0,ORL,shooting,,,Hampton,R. Hampton,,,,,200832.0,2.0,0.0,Barnes,1630567.0,,,,,,,,,,,,,,,,
303,PT00M50.80S,2022-04-01T23:59:40.5Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630567,,,1610612761,44,56,2022-04-01T23:59:40Z,2980000,,,0,,S. Barnes Free Throw 1 of 2 (14 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,
304,PT00M50.80S,2022-04-01T23:59:56.9Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630567,,,1610612761,44,57,2022-04-01T23:59:56Z,2990000,,,0,,S. Barnes Free Throw 2 of 2 (15 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,
305,PT00M31.50S,2022-04-02T00:00:20.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,7.30946123521682,44.11764705882353,1610612753,44,57,2022-04-02T00:00:28Z,3000000,29.0,16.0,1,left,MISS R. Hampton driving Layup,[1630181],1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,,,,,,3.36,Missed,,,,,,,,,,,,,,
306,PT00M28.20S,2022-04-02T00:00:23.6Z,2,REGULAR,rebound,offensive,[],1630181,,,1610612753,44,57,2022-04-02T00:00:28Z,3010000,,,0,,R. Hampton REBOUND (Off:1 Def:2),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,305.0,3.0,2.0,1.0,,,
307,PT00M28.20S,2022-04-02T00:00:26.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630181,5.590000152587891,50.0,1610612753,46,57,2022-04-02T00:00:26Z,3020000,0.0,0.0,1,left,R. Hampton tip Layup (4 PTS),[1630181],1610612753.0,ORL,tip,,,Hampton,R. Hampton,,,,,,,,,,0.0,Made,4.0,,,,,,,,,,,,,
308,PT00M26.30S,2022-04-02T00:00:28.3Z,2,REGULAR,3pt,Jump Shot,[],1627832,70.77858081471747,78.43137254901961,1610612761,46,57,2022-04-02T00:00:47Z,3030000,142.0,222.0,1,right,MISS F. VanVleet 26' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,,,,,26.38,Missed,,,,,,,,,,,,,,
309,PT00M23.80S,2022-04-02T00:00:30.8Z,2,REGULAR,rebound,defensive,[],1629643,,,1610612753,46,57,2022-04-02T00:00:35Z,3040000,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,308.0,1.0,1.0,0.0,,,
310,PT00M02.60S,2022-04-02T00:00:52.0Z,2,REGULAR,3pt,Jump Shot,[],1630181,29.77989487516426,78.67647058823529,1610612753,46,57,2022-04-02T00:00:56Z,3050000,-143.0,227.0,1,left,MISS R. Hampton 26' 3PT,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,26.88,Missed,,,,,,,,,,,,,,
311,PT00M02.60S,2022-04-02T00:00:52.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,46,57,2022-04-02T00:00:56Z,3060000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,310.0,,,,,,
312,PT00M02.60S,2022-04-02T00:01:00.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,46,57,2022-04-02T00:01:00Z,3070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M01.40S,2022-04-02T00:01:11.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,46,57,2022-04-02T00:01:11Z,3080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M00.60S,2022-04-02T00:02:10.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630175,,,1610612761,46,57,2022-04-02T00:03:22Z,3090000,,,0,,C. Anthony shooting personal FOUL (2 PF) (Trent Jr. 2 FT),"[1630175, 1629018]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,1627961.0,2.0,0.0,Trent Jr.,1629018.0,,,,,,,,,,,,,,,,
319,PT00M00.60S,2022-04-02T00:02:48.6Z,2,REGULAR,instantreplay,request,[],0,,,1610612761,46,57,2022-04-02T00:05:38Z,3105000,,,0,,,[],,,support,,,,,,,,,200832.0,,,,,,,,,,,,,,,,,,,,Common Foul Upheld
316,PT00M00.60S,2022-04-02T00:03:27.2Z,2,REGULAR,freethrow,1 of 2,[],1629018,,,1610612761,46,58,2022-04-02T00:04:49Z,3110000,,,0,,G. Trent Jr. Free Throw 1 of 2 (14 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,
317,PT00M00.60S,2022-04-02T00:03:27.2Z,2,REGULAR,freethrow,2 of 2,[],1629018,,,1610612761,46,59,2022-04-02T00:04:49Z,3120000,,,0,,G. Trent Jr. Free Throw 2 of 2 (15 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,
318,PT00M00.00S,2022-04-02T00:04:33.4Z,2,REGULAR,period,end,[],0,,,1610612753,46,59,2022-04-02T00:04:33Z,3130000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2022-04-02T00:05:55.8Z,3,REGULAR,substitution,out,['startperiod'],1630175,,,1610612753,46,59,2022-04-02T00:19:01Z,3140000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2022-04-02T00:05:55.8Z,3,REGULAR,substitution,in,['startperiod'],1629962,,,1610612753,46,59,2022-04-02T00:19:01Z,3150000,,,0,,SUB in: D. Cannady,[1629962],1610612753.0,ORL,,,,Cannady,D. Cannady,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2022-04-02T00:19:11.7Z,3,REGULAR,period,start,[],0,,,1610612753,46,59,2022-04-02T00:19:11Z,3160000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT11M40.00S,2022-04-02T00:19:30.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629649,87.59855453350855,43.38235294117647,1610612753,48,59,2022-04-02T00:19:54Z,3170000,-33.0,64.0,1,right,I. Brazdeikis 7' floating Jump Shot (13 PTS) (M. Bamba 3 AST),"[1629649, 1628964]",1610612753.0,ORL,floating,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,7.21,Made,13.0,,M. Bamba,1628964.0,3.0,,,,,,,,,
325,PT11M11.00S,2022-04-02T00:19:59.7Z,3,REGULAR,2pt,Jump Shot,[],1630567,12.040078843626807,75.24509803921569,1610612761,48,59,2022-04-02T00:20:05Z,3190000,-126.0,61.0,1,left,MISS S. Barnes 14' turnaround fadeaway Shot,[1630567],1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,,,,,,14.0,Missed,,,,,,,,,,,,,,
326,PT11M09.00S,2022-04-02T00:20:01.7Z,3,REGULAR,rebound,defensive,[],1630181,,,1610612753,48,59,2022-04-02T00:20:05Z,3200000,,,0,,R. Hampton REBOUND (Off:1 Def:3),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,325.0,4.0,3.0,1.0,,,
327,PT10M51.00S,2022-04-02T00:20:19.9Z,3,REGULAR,3pt,Jump Shot,[],1630181,76.69185282522996,8.333333333333332,1610612753,48,59,2022-04-02T00:20:24Z,3210000,-208.0,167.0,1,right,MISS R. Hampton 26' 3PT,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,26.67,Missed,,,,,,,,,,,,,,
328,PT10M47.00S,2022-04-02T00:20:23.9Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,48,59,2022-04-02T00:20:24Z,3220000,,,0,,S. Barnes REBOUND (Off:5 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,327.0,8.0,3.0,5.0,,,
329,PT10M41.00S,2022-04-02T00:20:28.8Z,3,REGULAR,3pt,Jump Shot,[],1629018,32.013797634691194,55.392156862745104,1610612761,48,59,2022-04-02T00:20:32Z,3230000,-27.0,248.0,1,left,MISS G. Trent Jr. 24' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,24.99,Missed,,,,,,,,,,,,,,
330,PT10M39.00S,2022-04-02T00:20:30.8Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,48,59,2022-04-02T00:20:32Z,3240000,,,0,,M. Bamba REBOUND (Off:1 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,329.0,3.0,2.0,1.0,,,
331,PT10M18.00S,2022-04-02T00:20:52.3Z,3,REGULAR,3pt,Jump Shot,[],1629643,73.27529566360053,81.37254901960785,1610612753,51,59,2022-04-02T00:20:56Z,3250000,157.0,199.0,1,right,C. Okeke 25' 3PT  (6 PTS) (M. Bamba 4 AST),"[1629643, 1628964]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,25.32,Made,6.0,,M. Bamba,1628964.0,4.0,,,,,,,,,
333,PT09M53.00S,2022-04-02T00:21:17.7Z,3,REGULAR,3pt,Jump Shot,[],1627832,6.1268068331143235,2.941176470588235,1610612761,51,62,2022-04-02T00:21:22Z,3270000,235.0,5.0,1,left,F. VanVleet 3PT  (6 PTS) (G. Trent Jr. 1 AST),"[1627832, 1629018]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,23.54,Made,6.0,,G. Trent Jr.,1629018.0,1.0,,,,,,,,,
335,PT09M33.00S,2022-04-02T00:21:38.1Z,3,REGULAR,2pt,Jump Shot,[],1628964,85.89027595269383,79.16666666666666,1610612753,53,62,2022-04-02T00:21:43Z,3290000,146.0,80.0,1,right,M. Bamba 16' Jump Shot (11 PTS) (I. Brazdeikis 1 AST),"[1628964, 1629649]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,16.64,Made,11.0,,I. Brazdeikis,1629649.0,1.0,,,,,,,,,
336,PT09M21.00S,2022-04-02T00:21:49.4Z,3,REGULAR,2pt,Jump Shot,[],1627832,20.318659658344284,27.450980392156865,1610612761,53,64,2022-04-02T00:21:53Z,3300000,113.0,138.0,1,left,F. VanVleet 17' pullup Jump Shot (8 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,,,,,17.86,Made,8.0,,,,,,,,,,,,,
338,PT09M01.00S,2022-04-02T00:22:09.1Z,3,REGULAR,2pt,Jump Shot,[],1628964,88.12417871222075,26.225490196078432,1610612753,53,64,2022-04-02T00:22:15Z,3310000,-119.0,59.0,1,right,MISS M. Bamba 13' turnaround Shot,[1628964],1610612753.0,ORL,turnaround,,,Bamba,M. Bamba,,,,,,,,,,13.28,Missed,,,,,,,,,,,,,,
339,PT08M59.00S,2022-04-02T00:22:11.1Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,53,64,2022-04-02T00:22:15Z,3320000,,,0,,P. Siakam REBOUND (Off:1 Def:6),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,338.0,7.0,6.0,1.0,,,
340,PT08M53.00S,2022-04-02T00:22:17.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627783,12.434296977660972,51.9607843137255,1610612761,53,64,2022-04-02T00:22:30Z,3330000,-10.0,64.0,1,left,MISS P. Siakam 6' driving floating Shot,[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,,,,,,6.51,Missed,,,,,,,,,,,,,,
341,PT08M51.00S,2022-04-02T00:22:19.7Z,3,REGULAR,rebound,defensive,[],1630181,,,1610612753,53,64,2022-04-02T00:22:30Z,3340000,,,0,,R. Hampton REBOUND (Off:1 Def:4),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,340.0,5.0,4.0,1.0,,,
342,PT08M48.00S,2022-04-02T00:22:25.9Z,3,REGULAR,foul,personal,['2freethrow'],1629018,,,1610612753,53,64,2022-04-02T00:22:42Z,3350000,,,0,,G. Trent Jr. shooting personal FOUL (2 PF) (Hampton 2 FT),"[1629018, 1630181]",1610612761.0,TOR,shooting,,,Trent Jr.,G. Trent Jr.,,,,,1627961.0,2.0,0.0,Hampton,1630181.0,,,,,,,,,,,,,,,,
344,PT08M48.00S,2022-04-02T00:22:51.4Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630181,,,1610612753,53,64,2022-04-02T00:22:51Z,3370000,,,0,,MISS R. Hampton Free Throw 1 of 2,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,Missed,,,,,,,,,,,,,,
345,PT08M48.00S,2022-04-02T00:22:51.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,53,64,2022-04-02T00:22:51Z,3380000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,344.0,,,,,,
346,PT08M48.00S,2022-04-02T00:23:05.9Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630181,,,1610612753,54,64,2022-04-02T00:23:05Z,3390000,,,0,,R. Hampton Free Throw 2 of 2 (5 PTS),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
347,PT08M35.00S,2022-04-02T00:23:21.6Z,3,REGULAR,3pt,Jump Shot,[],1627832,32.14520367936925,50.49019607843137,1610612761,54,67,2022-04-02T00:23:26Z,3400000,-2.0,250.0,1,left,F. VanVleet 24' 3PT  (11 PTS) (P. Siakam 2 AST),"[1627832, 1627783]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,24.97,Made,11.0,,P. Siakam,1627783.0,2.0,,,,,,,,,
349,PT08M11.00S,2022-04-02T00:23:45.8Z,3,REGULAR,turnover,lost ball,[],1629962,,,1610612753,54,67,2022-04-02T00:23:51Z,3420000,,,0,,D. Cannady lost ball TURNOVER (1 TO),"[1629962, 1627832]",1610612753.0,ORL,,,,Cannady,D. Cannady,,,,,,,,,,,,,1.0,,,,VanVleet,1627832.0,,,,,,,
350,PT08M11.00S,2022-04-02T00:23:45.8Z,3,REGULAR,steal,,[],1627832,,,1610612761,54,67,2022-04-02T00:23:47Z,3430000,,,0,,F. VanVleet STEAL (5 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT08M02.00S,2022-04-02T00:23:54.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,29.38567674113009,72.05882352941177,1610612761,54,67,2022-04-02T00:24:01Z,3440000,-110.0,224.0,1,left,MISS F. VanVleet 24' step back 3PT,[1627832],1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,,,,,,24.94,Missed,,,,,,,,,,,,,,
352,PT07M59.00S,2022-04-02T00:23:57.8Z,3,REGULAR,rebound,defensive,[],1629643,,,1610612753,54,67,2022-04-02T00:24:01Z,3450000,,,0,,C. Okeke REBOUND (Off:0 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,351.0,2.0,2.0,0.0,,,
