actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
536,PT07M54.00S,2022-03-23T01:05:28.5Z,4,REGULAR,foul,offensive,[],1627780,,,1610612744,75,79,2022-03-23T01:05:49Z,5320000,,,0,,G. Payton II off-the-ball offensive FOUL (1 PF),"[1627780, 203914]",1610612744.0,GSW,off-the-ball,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Harris,203914.0,
538,PT07M54.00S,2022-03-23T01:05:28.5Z,4,REGULAR,turnover,offensive foul,[],1627780,,,1610612744,75,79,2022-03-23T01:05:28Z,5340000,,,0,,G. Payton II offensive foul TURNOVER (1 TO),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,1.0,,,,,,,,,1146.0,,,,,
539,PT07M39.00S,2022-03-23T01:06:06.5Z,4,REGULAR,turnover,out-of-bounds,[],1628365,,,1610612753,75,79,2022-03-23T01:06:21Z,5350000,,,0,,M. Fultz bad pass out-of-bounds TURNOVER (2 TO),[1628365],1610612753.0,ORL,bad pass,,,Fultz,M. Fultz,,,,,,,,,,,2.0,,,,,,,,,1204.0,,,,,
540,PT07M29.00S,2022-03-23T01:06:23.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629673,14.799605781865965,56.372549019607845,1610612744,75,79,2022-03-23T01:06:33Z,5360000,-32.0,87.0,1,left,MISS J. Poole 9' driving floating Shot,[1629673],1610612744.0,GSW,driving floating,,,Poole,J. Poole,,,,,9.23,Missed,,,,,,,,,,,,,,,,,,,
541,PT07M24.00S,2022-03-23T01:06:28.3Z,4,REGULAR,rebound,defensive,[],1629678,,,1610612753,75,79,2022-03-23T01:06:33Z,5370000,,,0,,A. Schofield REBOUND (Off:1 Def:3),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,540.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
542,PT07M14.00S,2022-03-23T01:06:37.8Z,4,REGULAR,3pt,Jump Shot,[],1629643,68.28186596583443,70.58823529411765,1610612753,75,79,2022-03-23T01:06:41Z,5380000,103.0,246.0,1,right,MISS C. Okeke 26' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,26.64,Missed,,,,,,,,,,,,,,,,,,,
543,PT07M11.00S,2022-03-23T01:06:40.8Z,4,REGULAR,rebound,defensive,[],1627780,,,1610612744,75,79,2022-03-23T01:06:41Z,5390000,,,0,,G. Payton II REBOUND (Off:2 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,542.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
545,PT07M01.00S,2022-03-23T01:06:50.0Z,4,REGULAR,2pt,Jump Shot,[],203952,23.47240473061761,55.14705882352941,1610612744,75,79,2022-03-23T01:06:55Z,5400000,-26.0,168.0,1,left,MISS A. Wiggins 17' pullup Shot,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,17.01,Missed,,,,,,,,,,,,,,,,,,,
546,PT06M58.00S,2022-03-23T01:06:53.3Z,4,REGULAR,rebound,offensive,[],203952,,,1610612744,75,79,2022-03-23T01:06:53Z,5410000,,,0,,A. Wiggins REBOUND (Off:2 Def:5),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,545.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
547,PT06M55.00S,2022-03-23T01:06:56.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203490,20.844283837056505,7.352941176470589,1610612744,75,79,2022-03-23T01:14:26Z,5420000,213.0,143.0,1,left,MISS O. Porter Jr. 25' step back 3PT,[203490],1610612744.0,GSW,step back,,,Porter Jr.,O. Porter Jr.,,,,,25.69,Missed,,,,,,,,,,,,,,,,,,,
548,PT06M52.00S,2022-03-23T01:06:59.2Z,4,REGULAR,rebound,offensive,[],1627780,,,1610612744,75,79,2022-03-23T01:07:00Z,5430000,,,0,,G. Payton II REBOUND (Off:3 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,547.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
549,PT06M39.00S,2022-03-23T01:07:12.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,37.66425755584757,51.9607843137255,1610612744,75,79,2022-03-23T01:07:16Z,5440000,-10.0,302.0,1,left,MISS J. Poole 30' pullup 3PT,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,30.17,Missed,,,,,,,,,,,,,,,,,,,
550,PT06M36.00S,2022-03-23T01:07:15.3Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,75,79,2022-03-23T01:07:15Z,5450000,,,0,,M. Wagner REBOUND (Off:0 Def:3),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,549.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
551,PT06M29.00S,2022-03-23T01:07:22.0Z,4,REGULAR,3pt,Jump Shot,[],203914,74.45795006570303,86.51960784313727,1610612753,78,79,2022-03-23T01:07:26Z,5460000,183.0,188.0,1,right,G. Harris 26' 3PT  (8 PTS) (C. Okeke 2 AST),"[203914, 1629643]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,26.18,Made,,,,,,,,,,8.0,C. Okeke,1629643.0,2.0,,,,,,
553,PT06M29.00S,2022-03-23T01:07:29.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612744,78,79,2022-03-23T01:07:29Z,5480000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT06M29.00S,2022-03-23T01:08:37.2Z,4,REGULAR,substitution,out,[],1627780,,,1610612744,78,79,2022-03-23T01:08:53Z,5490000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT06M29.00S,2022-03-23T01:08:37.2Z,4,REGULAR,substitution,in,[],202691,,,1610612744,78,79,2022-03-23T01:08:53Z,5500000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT06M09.00S,2022-03-23T01:09:14.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203110,8.492115637319317,44.85294117647059,1610612744,78,79,2022-03-23T01:09:24Z,5510000,26.0,27.0,1,left,MISS D. Green driving Layup - blocked,"[203110, 1629678]",1610612744.0,GSW,driving,,,Green,D. Green,,,,,3.75,Missed,,,,,,,,Schofield,1629678.0,,,,,,,,,,
560,PT06M09.00S,2022-03-23T01:09:14.8Z,4,REGULAR,block,,[],1629678,,,1610612744,78,79,2022-03-23T01:09:56Z,5515000,,,0,,A. Schofield BLOCK (1 BLK),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT06M00.00S,2022-03-23T01:09:23.8Z,4,REGULAR,rebound,offensive,[],203490,,,1610612744,78,79,2022-03-23T01:09:56Z,5520000,,,0,,O. Porter Jr. REBOUND (Off:4 Def:7),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,556.0,11.0,7.0,4.0,,,,,,,,,,,,,,,
558,PT06M00.00S,2022-03-23T01:09:23.1Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203490,5.590000152587891,50.0,1610612744,78,81,2022-03-23T01:09:31Z,5530000,0.0,0.0,1,left,O. Porter Jr. putback Layup (14 PTS),[203490],1610612744.0,GSW,putback,,,Porter Jr.,O. Porter Jr.,,,,,0.0,Made,,,,,,,,,,14.0,,,,,,,,,
559,PT05M42.00S,2022-03-23T01:09:41.3Z,4,REGULAR,2pt,Jump Shot,[],1628365,77.87450722733246,72.30392156862744,1610612753,80,81,2022-03-23T01:09:47Z,5540000,112.0,155.0,1,right,M. Fultz 19' pullup Jump Shot (8 PTS),[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,19.13,Made,,,,,,,,,,8.0,,,,,,,,,
561,PT05M31.00S,2022-03-23T01:09:55.7Z,4,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612744,80,81,2022-03-23T01:15:56Z,5550000,,,0,,J. Poole bad pass out-of-bounds TURNOVER (4 TO),[1629673],1610612744.0,GSW,bad pass,,,Poole,J. Poole,,,,,,,,,,,4.0,,,,,,,,,1146.0,,,,,
562,PT05M31.00S,2022-03-23T01:10:02.7Z,4,REGULAR,substitution,out,[],1628365,,,1610612753,80,81,2022-03-23T01:10:13Z,5560000,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT05M31.00S,2022-03-23T01:10:02.7Z,4,REGULAR,substitution,in,[],1630175,,,1610612753,80,81,2022-03-23T01:10:13Z,5570000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT05M16.00S,2022-03-23T01:10:24.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203914,76.03482260183968,6.61764705882353,1610612753,80,81,2022-03-23T01:10:30Z,5580000,-217.0,173.0,1,right,MISS G. Harris 27' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,27.73,Missed,,,,,,,,,,,,,,,,,,,
568,PT05M14.00S,2022-03-23T01:10:26.5Z,4,REGULAR,rebound,defensive,[],203490,,,1610612744,80,81,2022-03-23T01:10:30Z,5590000,,,0,,O. Porter Jr. REBOUND (Off:4 Def:8),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,564.0,12.0,8.0,4.0,,,,,,,,,,,,,,,
569,PT05M03.00S,2022-03-23T01:10:37.2Z,4,REGULAR,3pt,Jump Shot,[],1629673,31.882391590013142,53.431372549019606,1610612744,80,81,2022-03-23T01:10:41Z,5600000,-17.0,247.0,1,left,MISS J. Poole 24' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,24.78,Missed,,,,,,,,,,,,,,,,,,,
570,PT05M00.00S,2022-03-23T01:10:40.2Z,4,REGULAR,rebound,defensive,[],1629643,,,1610612753,80,81,2022-03-23T01:10:41Z,5610000,,,0,,C. Okeke REBOUND (Off:1 Def:4),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,569.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
571,PT04M49.00S,2022-03-23T01:10:51.6Z,4,REGULAR,3pt,Jump Shot,[],1629021,66.3107752956636,45.588235294117645,1610612753,80,81,2022-03-23T01:10:57Z,5620000,-22.0,264.0,1,right,MISS M. Wagner 26' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,26.51,Missed,,,,,,,,,,,,,,,,,,,
572,PT04M45.00S,2022-03-23T01:10:55.6Z,4,REGULAR,rebound,defensive,[],203490,,,1610612744,80,81,2022-03-23T01:10:57Z,5630000,,,0,,O. Porter Jr. REBOUND (Off:4 Def:9),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,571.0,13.0,9.0,4.0,,,,,,,,,,,,,,,
573,PT04M34.00S,2022-03-23T01:11:07.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203490,14.931011826544022,44.6078431372549,1610612744,80,81,2022-03-23T01:16:59Z,5640000,27.0,88.0,1,left,MISS O. Porter Jr. 9' floating Shot,[203490],1610612744.0,GSW,floating,,,Porter Jr.,O. Porter Jr.,,,,,9.2,Missed,,,,,,,,,,,,,,,,,,,
574,PT04M31.00S,2022-03-23T01:11:10.2Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,80,81,2022-03-23T01:11:17Z,5650000,,,0,,M. Wagner REBOUND (Off:0 Def:4),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,573.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
575,PT04M16.00S,2022-03-23T01:11:27.7Z,4,REGULAR,turnover,out-of-bounds,[],203914,,,1610612753,80,81,2022-03-23T01:11:38Z,5660000,,,0,,G. Harris bad pass out-of-bounds TURNOVER (1 TO),[203914],1610612753.0,ORL,bad pass,,,Harris,G. Harris,,,,,,,,,,,1.0,,,,,,,,,1146.0,,,,,
576,PT04M16.00S,2022-03-23T01:11:31.3Z,4,REGULAR,substitution,out,[],203914,,,1610612744,80,81,2022-03-23T01:11:54Z,5670000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT04M16.00S,2022-03-23T01:11:31.3Z,4,REGULAR,substitution,out,[],1629021,,,1610612744,80,81,2022-03-23T01:11:54Z,5680000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT04M16.00S,2022-03-23T01:11:31.3Z,4,REGULAR,substitution,out,[],1629678,,,1610612744,80,81,2022-03-23T01:11:54Z,5690000,,,0,,SUB out: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT04M16.00S,2022-03-23T01:11:31.3Z,4,REGULAR,substitution,in,[],1630532,,,1610612744,80,81,2022-03-23T01:11:54Z,5700000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT04M16.00S,2022-03-23T01:11:31.3Z,4,REGULAR,substitution,in,[],1630181,,,1610612744,80,81,2022-03-23T01:11:54Z,5710000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT04M16.00S,2022-03-23T01:11:31.3Z,4,REGULAR,substitution,in,[],1628976,,,1610612744,80,81,2022-03-23T01:11:54Z,5720000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT03M59.00S,2022-03-23T01:12:07.1Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203952,10.726018396846255,54.166666666666664,1610612744,80,81,2022-03-23T01:12:12Z,5730000,-21.0,48.0,1,left,MISS A. Wiggins turnaround Hook,[203952],1610612744.0,GSW,turnaround,,,Wiggins,A. Wiggins,,,,,5.26,Missed,,,,,,,,,,,,,,,,,,,
583,PT03M56.00S,2022-03-23T01:12:09.5Z,4,REGULAR,rebound,offensive,[],203952,,,1610612744,80,81,2022-03-23T01:12:09Z,5740000,,,0,,A. Wiggins REBOUND (Off:3 Def:5),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,582.0,8.0,5.0,3.0,,,,,,,,,,,,,,,
584,PT03M55.00S,2022-03-23T01:12:10.9Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",203952,10.5946123521682,43.13725490196079,1610612744,80,83,2022-03-23T01:12:15Z,5750000,34.0,47.0,1,left,A. Wiggins Hook (10 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,5.83,Made,,,,,,,,,,10.0,,,,,,,,,
585,PT03M31.00S,2022-03-23T01:12:35.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629643,89.70105124835742,44.85294117647059,1610612753,82,83,2022-03-23T01:12:39Z,5760000,-26.0,44.0,1,right,C. Okeke Layup (8 PTS) (R. Hampton 4 AST),"[1629643, 1630181]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,5.12,Made,,,,,,,,,,8.0,R. Hampton,1630181.0,4.0,,,,,,
587,PT03M21.00S,2022-03-23T01:12:45.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,7.178055190538765,54.166666666666664,1610612744,82,85,2022-03-23T01:18:22Z,5780000,-21.0,15.0,1,left,J. Poole driving Layup (24 PTS),[1629673],1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,2.56,Made,,,,,,,,,,24.0,,,,,,,,,
588,PT02M53.00S,2022-03-23T01:13:13.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,91.01511169513797,44.11764705882353,1610612753,84,85,2022-03-23T01:13:17Z,5790000,-29.0,32.0,1,right,C. Anthony driving Layup (14 PTS) (R. Hampton 5 AST),"[1630175, 1630181]",1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,4.35,Made,,,,,,,,,,14.0,R. Hampton,1630181.0,5.0,,,,,,
590,PT02M37.00S,2022-03-23T01:13:32.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203952,5.863994743758213,55.63725490196079,1610612744,84,85,2022-03-23T01:13:40Z,5810000,-28.0,3.0,1,left,MISS A. Wiggins driving Layup - blocked,"[203952, 1630532]",1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,2.83,Missed,,,,,,,,Wagner,1630532.0,,,,,,,,,,
591,PT02M37.00S,2022-03-23T01:13:32.9Z,4,REGULAR,block,,[],1630532,,,1610612744,84,85,2022-03-23T01:13:35Z,5820000,,,0,,F. Wagner BLOCK (1 BLK),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT02M37.00S,2022-03-23T01:13:32.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,84,85,2022-03-23T01:13:40Z,5830000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,590.0,,,,,,,,,,,,,,,,,,
593,PT02M37.00S,2022-03-23T01:13:39.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,84,85,2022-03-23T01:13:39Z,5840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT02M14.00S,2022-03-23T01:14:07.6Z,4,REGULAR,3pt,Jump Shot,[],1630181,66.70499342969777,59.80392156862745,1610612753,84,85,2022-03-23T01:14:12Z,5850000,49.0,260.0,1,right,MISS R. Hampton 26' 3PT,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,26.51,Missed,,,,,,,,,,,,,,,,,,,
595,PT02M10.00S,2022-03-23T01:14:11.6Z,4,REGULAR,rebound,defensive,[],203490,,,1610612744,84,85,2022-03-23T01:14:12Z,5860000,,,0,,O. Porter Jr. REBOUND (Off:4 Def:10),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,594.0,14.0,10.0,4.0,,,,,,,,,,,,,,,
596,PT02M01.00S,2022-03-23T01:14:25.0Z,4,REGULAR,foul,offensive,[],203490,,,1610612744,84,85,2022-03-23T01:14:43Z,5870000,,,0,,O. Porter Jr. off-the-ball offensive FOUL (1 PF),"[203490, 1630532]",1610612744.0,GSW,off-the-ball,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,1204.0,1.0,0.0,Wagner,1630532.0,
598,PT02M01.00S,2022-03-23T01:14:25.0Z,4,REGULAR,turnover,offensive foul,[],203490,,,1610612744,84,85,2022-03-23T01:14:25Z,5890000,,,0,,O. Porter Jr. offensive foul TURNOVER (2 TO),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,2.0,,,,,,,,,1204.0,,,,,
599,PT01M43.00S,2022-03-23T01:14:51.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628976,81.42247043363994,48.03921568627451,1610612753,86,85,2022-03-23T01:14:57Z,5900000,-10.0,122.0,1,right,W. Carter Jr. 12' bank Jump Shot (19 PTS) (C. Okeke 3 AST),"[1628976, 1629643]",1610612753.0,ORL,bank,,,Carter Jr.,W. Carter Jr.,,,,,12.25,Made,,,,,,,,,,19.0,C. Okeke,1629643.0,3.0,,,,,,
601,PT01M43.00S,2022-03-23T01:14:59.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612744,86,85,2022-03-23T01:14:59Z,5920000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT01M43.00S,2022-03-23T01:16:06.6Z,4,REGULAR,substitution,out,[],1629643,,,1610612744,86,85,2022-03-23T01:16:33Z,5930000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT01M43.00S,2022-03-23T01:16:06.6Z,4,REGULAR,substitution,in,[],1628964,,,1610612744,86,85,2022-03-23T01:16:33Z,5940000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT01M31.00S,2022-03-23T01:16:51.3Z,4,REGULAR,3pt,Jump Shot,[],202691,31.09395532194481,36.27450980392157,1610612744,86,85,2022-03-23T01:16:56Z,5950000,69.0,240.0,1,left,MISS K. Thompson 24' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,24.94,Missed,,,,,,,,,,,,,,,,,,,
605,PT01M27.00S,2022-03-23T01:16:55.1Z,4,REGULAR,rebound,offensive,[],203490,,,1610612744,86,85,2022-03-23T01:16:55Z,5960000,,,0,,O. Porter Jr. REBOUND (Off:5 Def:10),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,604.0,15.0,10.0,5.0,,,,,,,,,,,,,,,
606,PT01M24.00S,2022-03-23T01:17:42.0Z,4,REGULAR,stoppage,blood rule,[],0,,,1610612744,86,85,2022-03-23T01:17:42Z,5970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT01M14.00S,2022-03-23T01:19:16.8Z,4,REGULAR,jumpball,recovered,[],1629673,,,1610612744,86,85,2022-03-23T01:19:16Z,5980000,,,0,,Jump Ball O. Porter Jr. vs. C. Anthony: Tip to J. Poole,"[1629673, 203490, 1630175]",1610612744.0,GSW,heldball,J. Poole,1629673.0,Poole,J. Poole,Porter Jr.,203490.0,Anthony,1630175.0,,,,,,,,,,,,,,,,,,,,,
610,PT01M12.00S,2022-03-23T01:19:31.2Z,4,REGULAR,stoppage,equipment issue,[],0,,,1610612744,86,85,2022-03-23T01:19:31Z,6010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT01M07.00S,2022-03-23T01:24:02.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203952,4.5499342969776615,95.09803921568627,1610612744,86,88,2022-03-23T01:24:08Z,6020000,-225.0,-10.0,1,left,A. Wiggins 3PT  (13 PTS) (K. Thompson 3 AST),"[203952, 202691]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,22.57,Made,,,,,,,,,,13.0,K. Thompson,202691.0,3.0,,,,,,
613,PT00M52.20S,2022-03-23T01:24:21.2Z,4,REGULAR,3pt,Jump Shot,[],1628964,93.51182654402102,1.715686274509804,1610612753,89,88,2022-03-23T01:24:25Z,6040000,-241.0,8.0,1,right,M. Bamba 24' 3PT  (7 PTS) (C. Anthony 5 AST),"[1628964, 1630175]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,24.15,Made,,,,,,,,,,7.0,C. Anthony,1630175.0,5.0,,,,,,
615,PT00M36.30S,2022-03-23T01:24:41.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,7.703679369250986,58.57843137254902,1610612744,89,88,2022-03-23T01:24:45Z,6060000,-43.0,20.0,1,left,MISS J. Poole driving Layup,[1629673],1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,4.73,Missed,,,,,,,,,,,,,,,,,,,
617,PT00M33.20S,2022-03-23T01:24:44.4Z,4,REGULAR,rebound,defensive,[],1628976,,,1610612753,89,88,2022-03-23T01:24:45Z,6080000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:6),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,615.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
618,PT00M13.20S,2022-03-23T01:25:05.7Z,4,REGULAR,foul,personal,['3freethrow'],202691,,,1610612753,89,88,2022-03-23T01:28:45Z,6082500,,,0,,K. Thompson shooting personal FOUL (3 PF) (Wagner 3 FT),"[202691, 1630532]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,1146.0,3.0,0.0,Wagner,1630532.0,
620,PT00M13.20S,2022-03-23T01:25:45.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,89,88,2022-03-23T01:29:08Z,6084375,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT00M13.20S,2022-03-23T01:25:53.8Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612753,89,88,2022-03-23T01:28:34Z,6085000,,,0,,,[],1610612744.0,GSW,support,,,,,,,,,,,,,,,,,,,,,,,,1146.0,,,,,
622,PT00M13.20S,2022-03-23T01:27:44.6Z,4,REGULAR,freethrow,1 of 3,[],1630532,,,1610612753,90,88,2022-03-23T01:28:54Z,6097500,,,0,,F. Wagner Free Throw 1 of 3 (14 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,,,,,,,,,,14.0,,,,,,,,,
623,PT00M13.20S,2022-03-23T01:27:44.6Z,4,REGULAR,freethrow,2 of 3,[],1630532,,,1610612753,91,88,2022-03-23T01:28:54Z,6103750,,,0,,F. Wagner Free Throw 2 of 3 (15 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,,,,,,,,,,15.0,,,,,,,,,
624,PT00M13.20S,2022-03-23T01:27:44.6Z,4,REGULAR,freethrow,3 of 3,[],1630532,,,1610612753,92,88,2022-03-23T01:28:54Z,6106875,,,0,,F. Wagner Free Throw 3 of 3 (16 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,,,,,,,,,,16.0,,,,,,,,,
625,PT00M07.90S,2022-03-23T01:28:32.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,6.1268068331143235,46.81372549019608,1610612744,92,90,2022-03-23T01:28:40Z,6160000,16.0,5.0,1,left,J. Poole running Layup (26 PTS),[1629673],1610612744.0,GSW,running,,,Poole,J. Poole,,,,,1.67,Made,,,,,,,,,,26.0,,,,,,,,,
626,PT00M07.90S,2022-03-23T01:28:53.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,92,90,2022-03-23T01:28:53Z,6170000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT00M07.90S,2022-03-23T01:30:00.3Z,4,REGULAR,substitution,out,[],1628964,,,1610612753,92,90,2022-03-23T01:30:15Z,6180000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
