actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
268,PT03M24.00S,2021-12-05T03:59:55.7Z,2,REGULAR,freethrow,3 of 3,[],203468,,,1610612757,48,50,2021-12-05T04:00:29Z,2660000,,,0,,MISS C. McCollum Free Throw 3 of 3,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,Missed,,,,,,,,,,,,,
269,PT03M22.00S,2021-12-05T03:59:57.7Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,48,50,2021-12-05T04:00:29Z,2670000,,,0,,E. Freedom REBOUND (Off:0 Def:8),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,268.0,8.0,8.0,0.0,,,,,,,
270,PT03M08.00S,2021-12-05T04:00:42.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,89.56964520367937,61.76470588235294,1610612738,48,52,2021-12-05T04:00:45Z,2680000,59.0,46.0,1,right,M. Smart 7' driving floating bank Jump Shot (7 PTS) (D. Schroder 3 AST),"[203935, 203471]",1610612738.0,BOS,driving floating bank,,,Smart,M. Smart,,,,,,,,,,,7.43,Made,,,,,,,7.0,D. Schroder,203471.0,3.0,,,
272,PT02M55.00S,2021-12-05T04:00:54.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,5.732588699080158,51.225490196078425,1610612757,50,52,2021-12-05T04:00:59Z,2700000,-6.0,1.0,1,left,C. McCollum driving Layup (14 PTS),[203468],1610612757.0,POR,driving,,,McCollum,C. McCollum,,,,,,,,,,,0.63,Made,,,,,,,14.0,,,,,,
273,PT02M42.00S,2021-12-05T04:01:07.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,90.48948751642575,53.92156862745098,1610612738,50,54,2021-12-05T04:01:11Z,2710000,20.0,37.0,1,right,D. Schroder driving floating Jump Shot (12 PTS),[203471],1610612738.0,BOS,driving floating,,,Schroder,D. Schroder,,,,,,,,,,,4.18,Made,,,,,,,12.0,,,,,,
274,PT02M32.00S,2021-12-05T04:01:19.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,5.995400788436268,51.470588235294116,1610612757,52,54,2021-12-05T04:01:25Z,2720000,-7.0,4.0,1,left,J. Nurkic cutting Layup (12 PTS) (N. Powell 2 AST),"[203994, 1626181]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,,,,,,,0.84,Made,,,,,,,12.0,N. Powell,1626181.0,2.0,,,
276,PT02M32.00S,2021-12-05T04:01:20.7Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629684,,,1610612757,52,54,2021-12-05T04:01:35Z,2740000,,,0,,G. Williams shooting personal FOUL (1 PF) (Nurkic 1 FT),"[1629684, 203994]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,1179.0,,1.0,0.0,Nurkic,203994.0,,,,,,,,,,,,,,,
278,PT02M32.00S,2021-12-05T04:01:32.1Z,2,REGULAR,substitution,out,[],1627823,,,1610612757,52,54,2021-12-05T04:01:34Z,2760000,,,0,,SUB out: J. Hernangomez,[1627823],1610612738.0,BOS,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M32.00S,2021-12-05T04:01:32.1Z,2,REGULAR,substitution,in,[],1628369,,,1610612757,52,54,2021-12-05T04:01:34Z,2770000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M32.00S,2021-12-05T04:01:48.2Z,2,REGULAR,freethrow,1 of 1,[],203994,,,1610612757,53,54,2021-12-05T04:01:48Z,2780000,,,0,,J. Nurkic Free Throw 1 of 1 (13 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,Made,,,,,,,13.0,,,,,,
281,PT02M14.00S,2021-12-05T04:02:08.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,92.85479632063075,62.00980392156863,1610612738,53,56,2021-12-05T04:02:13Z,2790000,60.0,15.0,1,right,M. Smart 6' driving floating bank Jump Shot (9 PTS) (D. Schroder 4 AST),"[203935, 203471]",1610612738.0,BOS,driving floating bank,,,Smart,M. Smart,,,,,,,,,,,6.18,Made,,,,,,,9.0,D. Schroder,203471.0,4.0,,,
283,PT01M56.00S,2021-12-05T04:02:26.1Z,2,REGULAR,3pt,Jump Shot,[],203496,26.49474375821288,18.38235294117647,1610612757,53,56,2021-12-05T04:02:31Z,2810000,158.0,197.0,1,left,MISS R. Covington 25' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,25.23,Missed,,,,,,,,,,,,,
284,PT01M54.00S,2021-12-05T04:02:28.1Z,2,REGULAR,rebound,offensive,[],203994,,,1610612757,53,56,2021-12-05T04:02:31Z,2820000,,,0,,J. Nurkic REBOUND (Off:2 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,283.0,3.0,1.0,2.0,,,,,,,
285,PT01M51.00S,2021-12-05T04:02:31.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203468,5.075558475689881,4.166666666666666,1610612757,53,56,2021-12-05T04:02:35Z,2830000,229.0,-5.0,1,left,MISS C. McCollum 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,22.93,Missed,,,,,,,,,,,,,
286,PT01M50.00S,2021-12-05T04:02:32.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,53,56,2021-12-05T04:02:35Z,2840000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,285.0,6.0,6.0,0.0,,,,,,,
287,PT01M42.00S,2021-12-05T04:02:40.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202683,93.11760840998686,51.71568627450981,1610612738,53,56,2021-12-05T04:02:50Z,2850000,9.0,12.0,1,right,MISS E. Freedom alley-oop Layup,[202683],1610612738.0,BOS,alley-oop,,,Freedom,E. Freedom,,,,,,,,,,,1.49,Missed,,,,,,,,,,,,,
288,PT01M42.00S,2021-12-05T04:02:40.9Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,53,56,2021-12-05T04:02:50Z,2860000,,,0,,E. Freedom REBOUND (Off:1 Def:8),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,287.0,9.0,8.0,1.0,,,,,,,
289,PT01M42.00S,2021-12-05T04:02:49.7Z,2,REGULAR,foul,personal,['2freethrow'],203994,,,1610612738,53,56,2021-12-05T04:02:57Z,2870000,,,0,,J. Nurkic shooting personal FOUL (1 PF) (Freedom 2 FT),"[203994, 202683]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,1179.0,,1.0,0.0,Freedom,202683.0,,,,,,,,,,,,,,,
291,PT01M42.00S,2021-12-05T04:03:11.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],202683,,,1610612738,53,56,2021-12-05T04:03:11Z,2890000,,,0,,MISS E. Freedom Free Throw 1 of 2,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,Missed,,,,,,,,,,,,,
292,PT01M42.00S,2021-12-05T04:03:11.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,53,56,2021-12-05T04:03:11Z,2900000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,291.0,,,,,,,,,,
293,PT01M42.00S,2021-12-05T04:03:34.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],202683,,,1610612738,53,57,2021-12-05T04:03:34Z,2910000,,,0,,E. Freedom Free Throw 2 of 2 (5 PTS),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,Made,,,,,,,5.0,,,,,,
294,PT01M29.00S,2021-12-05T04:03:49.8Z,2,REGULAR,2pt,Jump Shot,[],1628372,21.76412614980289,35.049019607843135,1610612757,53,57,2021-12-05T04:03:54Z,2920000,75.0,152.0,1,left,MISS D. Smith Jr. 16' pullup Shot,[1628372],1610612757.0,POR,pullup,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,16.95,Missed,,,,,,,,,,,,,
295,PT01M25.00S,2021-12-05T04:03:53.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,53,57,2021-12-05T04:03:54Z,2930000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,294.0,7.0,7.0,0.0,,,,,,,
296,PT01M23.00S,2021-12-05T04:03:56.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",1629684,91.80354796320631,49.50980392156863,1610612738,53,59,2021-12-05T04:04:17Z,2940000,-2.0,25.0,1,right,G. Williams running Layup (7 PTS) (J. Tatum 3 AST),"[1629684, 1628369]",1610612738.0,BOS,running,,,Williams,G. Williams,,,,,,,,,,,2.46,Made,,,,,,,7.0,J. Tatum,1628369.0,3.0,,,
298,PT01M23.00S,2021-12-05T04:04:00.1Z,2,REGULAR,violation,defensive goaltending,[],1628372,,,1610612738,53,59,2021-12-05T04:04:17Z,2960000,,,0,,D. Smith Jr. defensive goaltending VIOLATION,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,1179.0,,,,,,,,,,,,,,,,,,,,
299,PT01M08.00S,2021-12-05T04:04:21.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203496,5.995400788436268,47.05882352941176,1610612757,55,59,2021-12-05T04:04:28Z,2970000,15.0,4.0,1,left,R. Covington driving Layup (2 PTS) (D. Smith Jr. 3 AST),"[203496, 1628372]",1610612757.0,POR,driving,,,Covington,R. Covington,,,,,,,,,,,1.52,Made,,,,,,,2.0,D. Smith Jr.,1628372.0,3.0,,,
301,PT00M51.40S,2021-12-05T04:04:37.7Z,2,REGULAR,3pt,Jump Shot,[],203471,73.53810775295663,15.441176470588236,1610612738,55,59,2021-12-05T04:04:42Z,2990000,-173.0,196.0,1,right,MISS D. Schroder 26' 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,26.14,Missed,,,,,,,,,,,,,
302,PT00M49.80S,2021-12-05T04:04:39.3Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,55,59,2021-12-05T04:04:42Z,3000000,,,0,,J. Nurkic REBOUND (Off:2 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,301.0,4.0,2.0,2.0,,,,,,,
304,PT00M31.00S,2021-12-05T04:05:11.0Z,2,REGULAR,foul,offensive,[],203994,,,1610612757,55,59,2021-12-05T04:05:20Z,3020000,,,0,,J. Nurkic offensive FOUL (2 PF),"[203994, 202683]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,1179.0,,2.0,0.0,Freedom,202683.0,,,,,,,,,,,,,,,
306,PT00M31.00S,2021-12-05T04:05:11.0Z,2,REGULAR,turnover,offensive foul,[],203994,,,1610612757,55,59,2021-12-05T04:05:11Z,3040000,,,0,,J. Nurkic offensive foul TURNOVER (1 TO),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,1179.0,1.0,,,,,,,,,,,,,,,,,,,
307,PT00M24.20S,2021-12-05T04:05:29.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203471,86.28449408672799,4.6568627450980395,1610612738,55,62,2021-12-05T04:05:34Z,3050000,-227.0,76.0,1,right,D. Schroder 3PT  (15 PTS) (M. Smart 3 AST),"[203471, 203935]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,23.92,Made,,,,,,,15.0,M. Smart,203935.0,3.0,,,
309,PT00M05.40S,2021-12-05T04:05:54.4Z,2,REGULAR,3pt,Jump Shot,[],203468,25.57490144546649,85.29411764705883,1610612757,58,62,2021-12-05T04:05:58Z,3070000,-176.0,188.0,1,left,C. McCollum 25' 3PT pullup (17 PTS),[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,,,,,,,25.78,Made,,,,,,,17.0,,,,,,
310,PT00M00.40S,2021-12-05T04:06:05.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.24901445466492,46.07843137254902,1610612738,58,62,2021-12-05T04:06:10Z,3080000,-20.0,11.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,,2.25,Missed,,,,,,,,,,,,,
311,PT00M00.40S,2021-12-05T04:06:08.8Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,58,62,2021-12-05T04:06:08Z,3090000,,,0,,E. Freedom REBOUND (Off:2 Def:8),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,310.0,10.0,8.0,2.0,,,,,,,
312,PT00M00.40S,2021-12-05T04:06:08.8Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",202683,94.40999984741211,50.0,1610612738,58,64,2021-12-05T04:06:17Z,3100000,0.0,0.0,1,right,E. Freedom tip DUNK (7 PTS),[202683],1610612738.0,BOS,tip,,,Freedom,E. Freedom,,,,,,,,,,,0.0,Made,,,,,,,7.0,,,,,,
313,PT00M00.00S,2021-12-05T04:06:16.0Z,2,REGULAR,period,end,[],0,,,1610612757,58,64,2021-12-05T04:06:16Z,3110000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2021-12-05T04:18:36.5Z,3,REGULAR,substitution,out,['startperiod'],202683,,,1610612757,58,64,2021-12-05T04:21:12Z,3120000,,,0,,SUB out: E. Freedom,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2021-12-05T04:18:36.5Z,3,REGULAR,substitution,in,['startperiod'],1629057,,,1610612757,58,64,2021-12-05T04:21:12Z,3130000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2021-12-05T04:21:26.0Z,3,REGULAR,period,start,[],0,,,1610612757,58,64,2021-12-05T04:21:26Z,3140000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT11M48.00S,2021-12-05T04:21:37.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203994,87.86136662286465,48.28431372549019,1610612757,60,64,2021-12-05T04:24:58Z,3150000,-9.0,62.0,1,right,J. Nurkic 6' driving Hook (15 PTS) (N. Powell 3 AST),"[203994, 1626181]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,,,,,,,6.22,Made,,,,,,,15.0,N. Powell,1626181.0,3.0,,,
319,PT11M48.00S,2021-12-05T04:21:40.6Z,3,REGULAR,foul,personal,['1freethrow'],1629057,,,1610612757,60,64,2021-12-05T04:23:46Z,3170000,,,0,,R. Williams III shooting personal FOUL (3 PF) (Nurkic 1 FT),"[1629057, 203994]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,1179.0,,3.0,0.0,Nurkic,203994.0,,,,,,,,,,,,,,,
321,PT11M48.00S,2021-12-05T04:22:00.3Z,3,REGULAR,freethrow,1 of 1,[],203994,,,1610612757,61,64,2021-12-05T04:22:00Z,3190000,,,0,,J. Nurkic Free Throw 1 of 1 (16 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,Made,,,,,,,16.0,,,,,,
322,PT11M32.00S,2021-12-05T04:22:20.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,4.681340341655716,36.51960784313725,1610612738,61,66,2021-12-05T04:22:50Z,3200000,67.0,-8.0,1,left,M. Smart 6' driving floating Jump Shot (11 PTS) (G. Williams 1 AST),"[203935, 1629684]",1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,,,,,,,6.79,Made,,,,,,,11.0,G. Williams,1629684.0,1.0,,,
323,PT11M32.00S,2021-12-05T04:22:39.4Z,3,REGULAR,foul,personal,['1freethrow'],203468,,,1610612738,61,66,2021-12-05T04:22:44Z,3210000,,,0,,C. McCollum shooting personal FOUL (2 PF) (Smart 1 FT),"[203468, 203935]",1610612757.0,POR,shooting,,,McCollum,C. McCollum,,,,,202901.0,,2.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,
325,PT11M32.00S,2021-12-05T04:22:47.6Z,3,REGULAR,freethrow,1 of 1,[],203935,,,1610612738,61,67,2021-12-05T04:22:47Z,3230000,,,0,,M. Smart Free Throw 1 of 1 (12 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,Made,,,,,,,12.0,,,,,,
326,PT11M20.00S,2021-12-05T04:23:02.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,94.30026281208936,52.20588235294118,1610612757,61,67,2021-12-05T04:23:07Z,3240000,11.0,1.0,1,right,MISS N. Powell driving Layup - blocked,"[1626181, 1629057]",1610612757.0,POR,driving,,,Powell,N. Powell,,,,,,,,,,,1.11,Missed,Williams III,1629057.0,,,,,,,,,,,
327,PT11M20.00S,2021-12-05T04:23:02.7Z,3,REGULAR,block,,[],1629057,,,1610612757,61,67,2021-12-05T04:23:04Z,3250000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT11M17.00S,2021-12-05T04:23:05.7Z,3,REGULAR,rebound,defensive,[],203471,,,1610612738,61,67,2021-12-05T04:23:07Z,3260000,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,326.0,1.0,1.0,0.0,,,,,,,
329,PT11M05.00S,2021-12-05T04:23:18.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.652431011826544,48.77450980392157,1610612738,61,69,2021-12-05T04:23:22Z,3270000,6.0,10.0,1,left,J. Tatum driving Layup (15 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,,1.17,Made,,,,,,,15.0,,,,,,
330,PT10M49.00S,2021-12-05T04:23:33.5Z,3,REGULAR,3pt,Jump Shot,[],203496,74.32654402102497,12.5,1610612757,61,69,2021-12-05T04:23:40Z,3280000,-188.0,189.0,1,right,MISS R. Covington 26' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,26.61,Missed,,,,,,,,,,,,,
331,PT10M48.00S,2021-12-05T04:23:38.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,61,69,2021-12-05T04:23:38Z,3290000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,330.0,,,,,,,,,,
332,PT10M48.00S,2021-12-05T04:23:40.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,61,69,2021-12-05T04:23:40Z,3300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT10M37.00S,2021-12-05T04:23:55.1Z,3,REGULAR,2pt,Jump Shot,[],1628369,7.703679369250986,33.088235294117645,1610612738,61,71,2021-12-05T04:24:02Z,3310000,85.0,20.0,1,left,J. Tatum 8' pullup Jump Shot (17 PTS) (D. Schroder 5 AST),"[1628369, 203471]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,,8.69,Made,,,,,,,17.0,D. Schroder,203471.0,5.0,,,
335,PT10M18.00S,2021-12-05T04:24:13.2Z,3,REGULAR,3pt,Jump Shot,[],1628372,73.66951379763469,15.196078431372548,1610612757,61,71,2021-12-05T04:24:18Z,3330000,-174.0,195.0,1,right,MISS D. Smith Jr. 26' 3PT,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,26.13,Missed,,,,,,,,,,,,,
336,PT10M15.00S,2021-12-05T04:24:16.2Z,3,REGULAR,rebound,offensive,[],203468,,,1610612757,61,71,2021-12-05T04:24:18Z,3340000,,,0,,C. McCollum REBOUND (Off:1 Def:0),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,335.0,1.0,0.0,1.0,,,,,,,
337,PT10M14.00S,2021-12-05T04:24:17.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203468,69.59592641261499,23.03921568627451,1610612757,64,71,2021-12-05T04:24:21Z,3350000,-135.0,233.0,1,right,C. McCollum 26' 3PT  (20 PTS),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,26.94,Made,,,,,,,20.0,,,,,,
338,PT10M00.00S,2021-12-05T04:24:31.4Z,3,REGULAR,3pt,Jump Shot,[],203471,32.933639947437584,55.392156862745104,1610612738,64,74,2021-12-05T04:24:35Z,3360000,-27.0,257.0,1,left,D. Schroder 25' 3PT  (18 PTS) (J. Tatum 4 AST),"[203471, 1628369]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,25.85,Made,,,,,,,18.0,J. Tatum,1628369.0,4.0,,,
340,PT09M48.00S,2021-12-05T04:24:43.7Z,3,REGULAR,2pt,Jump Shot,[],203468,78.40013140604468,81.37254901960785,1610612757,66,74,2021-12-05T04:24:48Z,3380000,157.0,151.0,1,right,C. McCollum 21' pullup Jump Shot (22 PTS),[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,,,,,,,21.74,Made,,,,,,,22.0,,,,,,
341,PT09M31.00S,2021-12-05T04:25:00.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,5.338370565045992,39.21568627450981,1610612738,66,74,2021-12-05T04:25:08Z,3390000,54.0,-2.0,1,left,MISS G. Williams floating Shot,[1629684],1610612738.0,BOS,floating,,,Williams,G. Williams,,,,,,,,,,,5.39,Missed,,,,,,,,,,,,,
342,PT09M31.00S,2021-12-05T04:25:00.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612757,66,74,2021-12-05T04:25:08Z,3400000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,341.0,,,,,,,,,,
343,PT09M31.00S,2021-12-05T04:25:07.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,66,74,2021-12-05T04:25:07Z,3410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT09M15.00S,2021-12-05T04:25:24.7Z,3,REGULAR,2pt,Jump Shot,[],203496,77.87450722733246,34.068627450980394,1610612757,68,74,2021-12-05T04:25:29Z,3420000,-80.0,155.0,1,right,R. Covington 17' pullup Jump Shot (4 PTS),[203496],1610612757.0,POR,pullup,,,Covington,R. Covington,,,,,,,,,,,17.47,Made,,,,,,,4.0,,,,,,
345,PT09M07.00S,2021-12-05T04:25:35.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,9.674770039421814,63.23529411764706,1610612738,68,76,2021-12-05T04:25:41Z,3430000,-66.0,38.0,1,left,M. Smart 7' turnaround bank Jump Shot (14 PTS),[203935],1610612738.0,BOS,turnaround bank,,,Smart,M. Smart,,,,,,,,,,,7.65,Made,,,,,,,14.0,,,,,,
346,PT09M07.00S,2021-12-05T04:25:37.6Z,3,REGULAR,foul,personal,['1freethrow'],203468,,,1610612738,68,76,2021-12-05T04:25:43Z,3440000,,,0,,C. McCollum shooting personal FOUL (3 PF) (Smart 1 FT),"[203468, 203935]",1610612757.0,POR,shooting,,,McCollum,C. McCollum,,,,,201246.0,,3.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,
348,PT09M07.00S,2021-12-05T04:26:09.9Z,3,REGULAR,freethrow,1 of 1,[],203935,,,1610612738,68,77,2021-12-05T04:26:09Z,3460000,,,0,,M. Smart Free Throw 1 of 1 (15 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,Made,,,,,,,15.0,,,,,,
349,PT08M56.00S,2021-12-05T04:26:22.6Z,3,REGULAR,3pt,Jump Shot,[],203496,74.19513797634691,13.725490196078432,1610612757,68,77,2021-12-05T04:26:34Z,3470000,-181.0,190.0,1,right,MISS R. Covington 26' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,26.28,Missed,,,,,,,,,,,,,
350,PT08M53.00S,2021-12-05T04:26:25.6Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,68,77,2021-12-05T04:26:34Z,3480000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,349.0,1.0,1.0,0.0,,,,,,,
352,PT08M43.00S,2021-12-05T04:26:40.9Z,3,REGULAR,foul,personal,[],1626181,,,1610612738,68,77,2021-12-05T04:27:47Z,3490000,,,0,,N. Powell personal FOUL (2 PF),"[1626181, 203471]",1610612757.0,POR,,,,Powell,N. Powell,,,,,1179.0,,2.0,0.0,Schroder,203471.0,,,,,,,,,,,,,,,
354,PT08M43.00S,2021-12-05T04:27:27.5Z,3,REGULAR,foul,technical,['1freethrow'],203994,,,1610612738,68,77,2021-12-05T04:27:33Z,3510000,,,0,,J. Nurkic technical FOUL (1 Tech),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,1179.0,,2.0,1.0,,,,,,,,,,,,,,,,,
355,PT08M43.00S,2021-12-05T04:27:34.5Z,3,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,68,78,2021-12-05T04:27:34Z,3520000,,,0,,J. Tatum technical Free Throw 1 of 1 (18 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,,,,,,,Made,,,,,,,18.0,,,,,,
356,PT08M31.00S,2021-12-05T04:27:58.3Z,3,REGULAR,2pt,Jump Shot,[],1628369,21.23850197109067,32.84313725490196,1610612738,68,80,2021-12-05T04:28:11Z,3530000,86.0,147.0,1,left,J. Tatum 17' fadeaway Jump Shot (20 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,,,,,17.03,Made,,,,,,,20.0,,,,,,
357,PT08M27.00S,2021-12-05T04:28:06.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,68,80,2021-12-05T04:28:06Z,3540000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT08M19.00S,2021-12-05T04:31:13.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203994,93.24901445466492,52.69607843137255,1610612757,70,80,2021-12-05T04:31:18Z,3550000,13.0,11.0,1,right,J. Nurkic cutting Layup (18 PTS) (C. McCollum 4 AST),"[203994, 203468]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,,,,,,,1.74,Made,,,,,,,18.0,C. McCollum,203468.0,4.0,,,
