actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
347,PT00M19.80S,2022-12-17T01:07:15.0Z,2,REGULAR,3pt,Jump Shot,[],1630163,61.0545335085414,47.794117647058826,1610612766,59,74,2022-12-17T01:13:02Z,3440000,False,-11.0,314.0,1,right,L. Ball 31' 3PT pullup (19 PTS) (J. Thor 1 AST),"[1630163, 1630550]",1610612766.0,CHA,,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,31.38,Made,,,,,19.0,,,,,J. Thor,1630550.0,1.0,,,,,
349,PT00M15.80S,2022-12-17T01:07:33.1Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1630163,,,1610612737,59,74,2022-12-17T01:07:45Z,3460000,False,,,0,,L. Ball technical FOUL (1 Tech),[1630163],1610612766.0,CHA,2005.0,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Right,,,,,,,,1.0,1.0,,,,,,,,,,
350,PT00M15.80S,2022-12-17T01:07:47.1Z,2,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,59,75,2022-12-17T01:07:47Z,3470000,False,,,0,,T. Young technical Free Throw 1 of 1 (19 PTS),[1629027],1610612737.0,ATL,,technical,,,Young,T. Young,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,
351,PT00M15.80S,2022-12-17T01:07:55.0Z,2,REGULAR,substitution,out,[],1630208,,,1610612737,59,75,2022-12-17T01:08:20Z,3480000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT00M15.80S,2022-12-17T01:07:55.0Z,2,REGULAR,substitution,out,[],1630235,,,1610612737,59,75,2022-12-17T01:08:20Z,3490000,False,,,0,,SUB out: T. Forrest,[1630235],1610612737.0,ATL,,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT00M15.80S,2022-12-17T01:07:55.0Z,2,REGULAR,substitution,out,[],1630168,,,1610612737,59,75,2022-12-17T01:08:20Z,3500000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT00M15.80S,2022-12-17T01:07:55.0Z,2,REGULAR,substitution,in,[],1630539,,,1610612737,59,75,2022-12-17T01:08:20Z,3510000,False,,,0,,SUB in: K. Jones,[1630539],1610612766.0,CHA,,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT00M15.80S,2022-12-17T01:07:55.0Z,2,REGULAR,substitution,in,[],1630552,,,1610612737,59,75,2022-12-17T01:08:20Z,3520000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT00M15.80S,2022-12-17T01:07:55.0Z,2,REGULAR,substitution,in,[],203992,,,1610612737,59,75,2022-12-17T01:08:20Z,3530000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT00M00.00S,2022-12-17T01:08:44.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,10.5946123521682,36.029411764705884,1610612737,59,75,2022-12-17T01:09:01Z,3540000,False,70.0,47.0,1,left,MISS T. Young 8' driving floating Shot,[1629027],1610612737.0,ATL,,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Right,8.43,Missed,,,,,,,,,,,,,,,,,
358,PT00M00.00S,2022-12-17T01:08:44.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,59,75,2022-12-17T01:09:01Z,3550000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,357.0,,,,,,,,,,,,,,,,
359,PT00M00.00S,2022-12-17T01:08:53.5Z,2,REGULAR,period,end,[],0,,,1610612766,59,75,2022-12-17T01:09:01Z,3560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2022-12-17T01:09:00.1Z,3,REGULAR,substitution,out,['startperiod'],1626162,,,1610612766,59,75,2022-12-17T01:24:06Z,3570000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2022-12-17T01:09:00.1Z,3,REGULAR,substitution,out,['startperiod'],1630550,,,1610612766,59,75,2022-12-17T01:24:06Z,3580000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2022-12-17T01:09:00.1Z,3,REGULAR,substitution,out,['startperiod'],1630539,,,1610612766,59,75,2022-12-17T01:24:06Z,3590000,False,,,0,,SUB out: K. Jones,[1630539],1610612766.0,CHA,,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2022-12-17T01:09:00.1Z,3,REGULAR,substitution,out,['startperiod'],1631100,,,1610612766,59,75,2022-12-17T01:24:06Z,3600000,False,,,0,,SUB out: A. Griffin,[1631100],1610612737.0,ATL,,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2022-12-17T01:09:00.1Z,3,REGULAR,substitution,out,['startperiod'],1630552,,,1610612766,59,75,2022-12-17T01:24:06Z,3610000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2022-12-17T01:09:00.1Z,3,REGULAR,substitution,in,['startperiod'],202330,,,1610612766,59,75,2022-12-17T01:24:06Z,3620000,False,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2022-12-17T01:09:00.1Z,3,REGULAR,substitution,in,['startperiod'],203486,,,1610612766,59,75,2022-12-17T01:24:06Z,3630000,False,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2022-12-17T01:09:00.1Z,3,REGULAR,substitution,in,['startperiod'],1629667,,,1610612766,59,75,2022-12-17T01:24:06Z,3640000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2022-12-17T01:09:00.1Z,3,REGULAR,substitution,in,['startperiod'],1630235,,,1610612766,59,75,2022-12-17T01:24:06Z,3650000,False,,,0,,SUB in: T. Forrest,[1630235],1610612737.0,ATL,,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2022-12-17T01:09:00.1Z,3,REGULAR,substitution,in,['startperiod'],1630168,,,1610612766,59,75,2022-12-17T01:24:06Z,3660000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2022-12-17T01:24:04.6Z,3,REGULAR,period,start,[],0,,,1610612737,59,75,2022-12-17T01:24:06Z,3670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT11M43.00S,2022-12-17T01:24:20.7Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,59,75,2022-12-17T01:24:25Z,3680000,False,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 1629667]",1610612737.0,ATL,,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,2.0,McDaniels,1629667.0,,
372,PT11M43.00S,2022-12-17T01:24:20.7Z,3,REGULAR,steal,,[],1629667,,,1610612766,59,75,2022-12-17T01:24:22Z,3690000,False,,,0,,J. McDaniels STEAL (1 STL),[1629667],1610612766.0,CHA,,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
373,PT11M39.00S,2022-12-17T01:24:24.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629667,6.915243101182654,49.26470588235294,1610612766,61,75,2022-12-17T01:24:33Z,3700000,False,4.0,13.0,1,left,J. McDaniels running DUNK (5 PTS),[1629667],1610612766.0,CHA,,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.3,Made,,,,,5.0,,,,,,,,,,,,
374,PT11M22.00S,2022-12-17T01:24:45.8Z,3,REGULAR,turnover,traveling,[],1630168,,,1610612737,61,75,2022-12-17T01:24:53Z,3710000,False,,,0,,O. Okongwu traveling TURNOVER (1 TO),[1630168],1610612737.0,ATL,204059.0,,,,Okongwu,O. Okongwu,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,1.0,,,,
375,PT11M07.00S,2022-12-17T01:25:15.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630163,8.492115637319317,96.32352941176471,1610612766,64,75,2022-12-17T01:25:26Z,3720000,False,-232.0,27.0,1,left,L. Ball 3PT  (22 PTS) (T. Rozier 6 AST),"[1630163, 1626179]",1610612766.0,CHA,,,,,Ball,L. Ball,,,,,Left Corner 3,24+ Left,23.32,Made,,,,,22.0,,,,,T. Rozier,1626179.0,6.0,,,,,
377,PT11M07.00S,2022-12-17T01:25:26.2Z,3,REGULAR,foul,personal,['1freethrow'],1630235,,,1610612766,64,75,2022-12-17T01:25:36Z,3740000,False,,,0,,T. Forrest shooting personal FOUL (2 PF) (Ball 1 FT),"[1630235, 1630163]",1610612737.0,ATL,201245.0,shooting,,,Forrest,T. Forrest,,,,,Left Corner 3,24+ Left,,,,,,,,2.0,0.0,Ball,1630163.0,,,,,,,,
379,PT11M07.00S,2022-12-17T01:25:43.1Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1630163,,,1610612766,65,75,2022-12-17T01:25:43Z,3760000,False,,,0,,L. Ball Free Throw 1 of 1 (23 PTS),[1630163],1610612766.0,CHA,,,,,Ball,L. Ball,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,
380,PT10M53.00S,2022-12-17T01:26:00.6Z,3,REGULAR,2pt,Jump Shot,[],1629631,83.39356110381078,26.47058823529412,1610612737,65,75,2022-12-17T01:26:21Z,3770000,False,-118.0,104.0,1,right,MISS D. Hunter 15' pullup Shot,[1629631],1610612737.0,ATL,,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Left,15.67,Missed,,,,,,,,,,,,,,,,,
381,PT10M53.00S,2022-12-17T01:26:00.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612766,65,75,2022-12-17T01:26:08Z,3780000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,Mid-Range,8-16 Left,,,380.0,,,,,,,,,,,,,,,,
383,PT10M36.00S,2022-12-17T01:26:29.3Z,3,REGULAR,3pt,Jump Shot,[],1629667,29.25427069645204,24.509803921568626,1610612766,65,75,2022-12-17T01:26:33Z,3800000,False,127.0,222.0,1,left,MISS J. McDaniels 25' 3PT,[1629667],1610612766.0,CHA,,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,25.64,Missed,,,,,,,,,,,,,,,,,
384,PT10M33.00S,2022-12-17T01:26:32.3Z,3,REGULAR,rebound,defensive,[],1630235,,,1610612737,65,75,2022-12-17T01:26:33Z,3810000,False,,,0,,T. Forrest REBOUND (Off:0 Def:5),[1630235],1610612737.0,ATL,,,,,Forrest,T. Forrest,,,,,Above the Break 3,24+ Right Center,,,383.0,5.0,5.0,0.0,,,,,,,,,,,,,
386,PT10M19.00S,2022-12-17T01:27:05.8Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,65,75,2022-12-17T01:27:12Z,3830000,False,,,0,,T. Young bad pass TURNOVER (3 TO),"[1629027, 202330]",1610612737.0,ATL,,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,3.0,Hayward,202330.0,,
387,PT10M19.00S,2022-12-17T01:27:05.8Z,3,REGULAR,steal,,[],202330,,,1610612766,65,75,2022-12-17T01:27:08Z,3840000,False,,,0,,G. Hayward STEAL (1 STL),[202330],1610612766.0,CHA,,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,
388,PT10M12.00S,2022-12-17T01:27:12.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629667,8.09789750328515,50.98039215686274,1610612766,65,75,2022-12-17T01:27:19Z,3850000,False,-5.0,24.0,1,left,MISS J. McDaniels alley-oop Layup,[1629667],1610612766.0,CHA,,alley-oop,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.41,Missed,,,,,,,,,,,,,,,,,
389,PT10M11.00S,2022-12-17T01:27:13.8Z,3,REGULAR,rebound,offensive,[],202330,,,1610612766,65,75,2022-12-17T01:27:13Z,3860000,False,,,0,,G. Hayward REBOUND (Off:1 Def:1),[202330],1610612766.0,CHA,,,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,388.0,2.0,1.0,1.0,,,,,,,,,,,,,
390,PT10M06.00S,2022-12-17T01:27:20.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",203486,6.258212877792378,46.81372549019608,1610612766,67,75,2022-12-17T01:27:32Z,3870000,False,16.0,6.0,1,left,M. Plumlee DUNK (6 PTS) (T. Rozier 7 AST),"[203486, 1626179]",1610612766.0,CHA,,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1.71,Made,,,,,6.0,,,,,T. Rozier,1626179.0,7.0,,,,,
392,PT10M06.00S,2022-12-17T01:27:29.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,67,75,2022-12-17T01:27:29Z,3890000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT09M50.00S,2022-12-17T01:30:31.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,86.15308804204993,46.81372549019608,1610612737,67,75,2022-12-17T01:30:58Z,3900000,False,-16.0,78.0,1,right,MISS D. Hunter 7' pullup Shot,[1629631],1610612737.0,ATL,,pullup,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,7.93,Missed,,,,,,,,,,,,,,,,,
394,PT09M48.00S,2022-12-17T01:30:33.2Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,67,75,2022-12-17T01:30:37Z,3910000,False,,,0,,M. Plumlee REBOUND (Off:3 Def:3),[203486],1610612766.0,CHA,,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,393.0,6.0,3.0,3.0,,,,,,,,,,,,,
395,PT09M38.00S,2022-12-17T01:30:42.8Z,3,REGULAR,3pt,Jump Shot,[],1630163,38.58409986859396,40.44117647058824,1610612766,70,75,2022-12-17T01:30:48Z,3920000,False,48.0,310.0,1,left,L. Ball 31' 3PT  (26 PTS) (J. McDaniels 2 AST),"[1630163, 1629667]",1610612766.0,CHA,,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,31.39,Made,,,,,26.0,,,,,J. McDaniels,1629667.0,2.0,,,,,
397,PT09M23.00S,2022-12-17T01:31:00.8Z,3,REGULAR,foul,personal,[],1626179,,,1610612737,70,75,2022-12-17T01:31:10Z,3940000,False,,,0,,T. Rozier personal FOUL (1 PF),"[1626179, 1629027]",1610612766.0,CHA,2005.0,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,0.0,Young,1629027.0,,,,,,,,
399,PT09M09.00S,2022-12-17T01:31:38.1Z,3,REGULAR,2pt,Jump Shot,[],203992,97.32260183968464,27.205882352941174,1610612737,70,75,2022-12-17T01:33:14Z,3960000,False,-114.0,-27.0,1,right,MISS B. Bogdanovic 11' floating Shot,[203992],1610612737.0,ATL,,floating,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Left,11.72,Missed,,,,,,,,,,,,,,,,,
400,PT09M07.00S,2022-12-17T01:31:40.1Z,3,REGULAR,rebound,defensive,[],1629667,,,1610612766,70,75,2022-12-17T01:31:43Z,3970000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,399.0,1.0,1.0,0.0,,,,,,,,,,,,,
401,PT08M59.00S,2022-12-17T01:31:49.3Z,3,REGULAR,turnover,out-of-bounds,[],1629667,,,1610612766,70,75,2022-12-17T01:32:02Z,3980000,False,,,0,,J. McDaniels bad pass out-of-bounds TURNOVER (2 TO),[1629667],1610612766.0,CHA,201245.0,bad pass,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,2.0,,,,
402,PT08M46.00S,2022-12-17T01:32:18.8Z,3,REGULAR,turnover,traveling,[],1630235,,,1610612737,70,75,2022-12-17T01:32:26Z,3990000,False,,,0,,T. Forrest traveling TURNOVER (1 TO),[1630235],1610612737.0,ATL,2005.0,,,,Forrest,T. Forrest,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,1.0,,,,
403,PT08M28.00S,2022-12-17T01:32:47.2Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203486,9.411957950065702,48.77450980392157,1610612766,72,75,2022-12-17T01:32:55Z,4000000,False,6.0,36.0,1,left,M. Plumlee Hook (8 PTS) (L. Ball 2 AST),"[203486, 1630163]",1610612766.0,CHA,,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,3.65,Made,,,,,8.0,,,,,L. Ball,1630163.0,2.0,,,,,
405,PT08M13.00S,2022-12-17T01:33:02.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630235,87.20433639947439,51.71568627450981,1610612737,72,77,2022-12-17T01:34:25Z,4020000,False,9.0,68.0,1,right,T. Forrest 6' driving floating Jump Shot (6 PTS) (T. Young 7 AST),"[1630235, 1629027]",1610612737.0,ATL,,driving floating,,,Forrest,T. Forrest,,,,,In The Paint (Non-RA),0-8 Center,6.83,Made,,,,,6.0,,,,,T. Young,1629027.0,7.0,,,,,
407,PT08M01.00S,2022-12-17T01:33:14.5Z,3,REGULAR,3pt,Jump Shot,[],202330,31.61957950065703,37.5,1610612766,75,77,2022-12-17T01:33:21Z,4040000,False,62.0,245.0,1,left,G. Hayward 25' 3PT  (7 PTS) (T. Rozier 8 AST),"[202330, 1626179]",1610612766.0,CHA,,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Center,25.26,Made,,,,,7.0,,,,,T. Rozier,1626179.0,8.0,,,,,
409,PT07M34.00S,2022-12-17T01:33:42.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630235,88.64980289093299,41.17647058823529,1610612737,75,77,2022-12-17T01:35:21Z,4060000,False,-44.0,54.0,1,right,MISS T. Forrest 6' floating Shot,[1630235],1610612737.0,ATL,,floating,,,Forrest,T. Forrest,,,,,In The Paint (Non-RA),0-8 Center,6.99,Missed,,,,,,,,,,,,,,,,,
410,PT07M32.00S,2022-12-17T01:33:44.6Z,3,REGULAR,rebound,offensive,[],1630168,,,1610612737,75,77,2022-12-17T01:34:00Z,4070000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:2),[1630168],1610612737.0,ATL,,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,409.0,4.0,2.0,2.0,,,,,,,,,,,,,
413,PT07M32.00S,2022-12-17T01:34:02.0Z,3,REGULAR,foul,personal,['2freethrow'],203486,,,1610612737,75,77,2022-12-17T01:34:19Z,4100000,False,,,0,,M. Plumlee shooting personal FOUL (4 PF) (Okongwu 2 FT),"[203486, 1630168]",1610612766.0,CHA,201245.0,shooting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,4.0,0.0,Okongwu,1630168.0,,,,,,,,
415,PT07M32.00S,2022-12-17T01:34:20.3Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630168,,,1610612737,75,77,2022-12-17T01:34:20Z,4120000,False,,,0,,MISS O. Okongwu Free Throw 1 of 2,[1630168],1610612737.0,ATL,,,,,Okongwu,O. Okongwu,,,,,,,,Missed,,,,,,,,,,,,,,,,,
416,PT07M32.00S,2022-12-17T01:34:20.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,75,77,2022-12-17T01:34:20Z,4130000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,415.0,,,,,,,,,,,,,,,,
417,PT07M32.00S,2022-12-17T01:34:21.2Z,3,REGULAR,substitution,out,[],203486,,,1610612737,75,77,2022-12-17T01:34:24Z,4140000,False,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT07M32.00S,2022-12-17T01:34:21.2Z,3,REGULAR,substitution,in,[],1630208,,,1610612737,75,77,2022-12-17T01:34:24Z,4150000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT07M32.00S,2022-12-17T01:34:35.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630168,,,1610612737,75,78,2022-12-17T01:34:36Z,4160000,False,,,0,,O. Okongwu Free Throw 2 of 2 (5 PTS),[1630168],1610612737.0,ATL,,,,,Okongwu,O. Okongwu,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
421,PT07M14.00S,2022-12-17T01:35:06.0Z,3,REGULAR,2pt,Jump Shot,[],1630163,7.440867279894875,78.18627450980392,1610612766,75,78,2022-12-17T01:35:13Z,4180000,False,-141.0,17.0,1,left,MISS L. Ball 14' fadeaway Shot,[1630163],1610612766.0,CHA,,fadeaway,,,Ball,L. Ball,,,,,Mid-Range,8-16 Left,14.2,Missed,,,,,,,,,,,,,,,,,
422,PT07M09.00S,2022-12-17T01:35:11.0Z,3,REGULAR,rebound,defensive,[],203992,,,1610612737,75,78,2022-12-17T01:35:13Z,4190000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:7),[203992],1610612737.0,ATL,,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Left,,,421.0,7.0,7.0,0.0,,,,,,,,,,,,,
423,PT06M58.00S,2022-12-17T01:35:22.6Z,3,REGULAR,3pt,Jump Shot,[],203992,91.80354796320631,95.83333333333334,1610612737,75,81,2022-12-17T01:35:27Z,4200000,False,229.0,25.0,1,right,B. Bogdanovic 3PT  (19 PTS) (T. Young 8 AST),"[203992, 1629027]",1610612737.0,ATL,,,,,Bogdanovic,B. Bogdanovic,,,,,Right Corner 3,24+ Right,23.05,Made,,,,,19.0,,,,,T. Young,1629027.0,8.0,,,,,
484,PT06M43.00S,2022-12-17T01:35:43.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,10.988830486202366,42.8921568627451,1610612766,75,81,2022-12-17T01:46:05Z,4235000,False,36.0,51.0,1,left,MISS J. McDaniels 6' driving Layup - blocked,"[1629667, 1629631]",1610612766.0,CHA,,driving,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,6.2,Missed,,,,,,,,,,,,,,,,Hunter,1629631.0
485,PT06M43.00S,2022-12-17T01:35:43.5Z,3,REGULAR,block,,[],1629631,,,1610612766,75,81,2022-12-17T01:46:05Z,4237500,False,,,0,,D. Hunter BLOCK (1 BLK),[1629631],1610612737.0,ATL,,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
486,PT06M43.00S,2022-12-17T01:35:43.5Z,3,REGULAR,rebound,defensive,[],203992,,,1610612737,75,81,2022-12-17T01:46:05Z,4238750,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:8),[203992],1610612737.0,ATL,,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,484.0,8.0,8.0,0.0,,,,,,,,,,,,,
427,PT06M31.00S,2022-12-17T01:35:49.8Z,3,REGULAR,turnover,bad pass,[],203992,,,1610612737,75,81,2022-12-17T01:35:56Z,4240000,False,,,0,,B. Bogdanovic bad pass TURNOVER (4 TO),"[203992, 202330]",1610612737.0,ATL,,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,4.0,Hayward,202330.0,,
428,PT06M31.00S,2022-12-17T01:35:49.8Z,3,REGULAR,steal,,[],202330,,,1610612766,75,81,2022-12-17T01:35:51Z,4250000,False,,,0,,G. Hayward STEAL (2 STL),[202330],1610612766.0,CHA,,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
429,PT06M26.00S,2022-12-17T01:35:54.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629667,6.915243101182654,47.794117647058826,1610612766,77,81,2022-12-17T01:36:08Z,4260000,False,11.0,13.0,1,left,J. McDaniels running Layup (7 PTS) (L. Ball 3 AST),"[1629667, 1630163]",1610612766.0,CHA,,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.67,Made,,,,,7.0,,,,,L. Ball,1630163.0,3.0,,,,,
430,PT06M12.00S,2022-12-17T01:36:07.7Z,3,REGULAR,3pt,Jump Shot,[],1629027,61.711563731931676,72.05882352941177,1610612737,77,81,2022-12-17T01:42:10Z,4270000,False,110.0,307.0,1,right,MISS T. Young 32' pullup 3PT,[1629027],1610612737.0,ATL,,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,32.66,Missed,,,,,,,,,,,,,,,,,
431,PT06M10.00S,2022-12-17T01:36:09.7Z,3,REGULAR,rebound,defensive,[],202330,,,1610612766,77,81,2022-12-17T01:36:13Z,4280000,False,,,0,,G. Hayward REBOUND (Off:1 Def:2),[202330],1610612766.0,CHA,,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,,,430.0,3.0,2.0,1.0,,,,,,,,,,,,,
432,PT06M01.00S,2022-12-17T01:36:21.3Z,3,REGULAR,3pt,Jump Shot,[],1626179,7.966491458607096,3.431372549019608,1610612766,77,81,2022-12-17T01:42:29Z,4290000,False,233.0,22.0,1,left,MISS T. Rozier pullup 3PT,[1626179],1610612766.0,CHA,,pullup,,,Rozier,T. Rozier,,,,,Right Corner 3,24+ Right,23.39,Missed,,,,,,,,,,,,,,,,,
