actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
509,PT00M49.50S,2022-11-08T01:37:45.3Z,3,REGULAR,block,,[],1630692,,,1610612766,70,71,2022-11-08T01:37:48Z,4920000,,,0,,J. Goodwin BLOCK (2 BLK),[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
510,PT00M46.10S,2022-11-08T01:37:48.7Z,3,REGULAR,rebound,offensive,[],1626179,,,1610612766,70,71,2022-11-08T01:37:52Z,4930000,,,0,,T. Rozier REBOUND (Off:1 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,508.0,3.0,2.0,1.0,,,,,,,,,,
511,PT00M46.10S,2022-11-08T01:37:51.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626179,94.40999984741211,50.0,1610612766,72,71,2022-11-08T01:37:51Z,4940000,0.0,0.0,1,right,T. Rozier putback Layup (12 PTS),[1626179],1610612766.0,CHA,putback,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Left,0.0,Made,12.0,,,,,,,,,,,,,,,,,
512,PT00M31.10S,2022-11-08T01:38:06.4Z,3,REGULAR,2pt,Jump Shot,[],1629060,21.369908015768726,71.81372549019608,1610612764,72,73,2022-11-08T01:38:38Z,4950000,-109.0,148.0,1,left,R. Hachimura 18' step back Jump Shot (8 PTS),[1629060],1610612764.0,WAS,step back,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Left Center,18.42,Made,8.0,,,,,,,,,,,,,,,,,
513,PT00M09.00S,2022-11-08T01:38:30.9Z,3,REGULAR,3pt,Jump Shot,[],1629667,92.72339027595268,96.32352941176471,1610612766,72,73,2022-11-08T01:38:36Z,4960000,232.0,16.0,1,right,MISS J. McDaniels 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,23.21,Missed,,,,,,,,,,,,,,,,,,
514,PT00M06.00S,2022-11-08T01:38:33.9Z,3,REGULAR,rebound,defensive,[],1629655,,,1610612764,72,73,2022-11-08T01:38:36Z,4970000,,,0,,D. Gafford REBOUND (Off:1 Def:3),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Right Corner 3,24+ Right,,,,,,,513.0,4.0,3.0,1.0,,,,,,,,,,
515,PT00M03.50S,2022-11-08T01:38:38.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629060,6.915243101182654,50.49019607843137,1610612764,72,75,2022-11-08T01:38:45Z,4980000,-2.0,13.0,1,left,R. Hachimura running Layup (10 PTS) (A. Gill 1 AST),"[1629060, 1630264]",1610612764.0,WAS,running,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,1.27,Made,10.0,A. Gill,1630264.0,1.0,,,,,,,,,,,,,,
517,PT00M03.50S,2022-11-08T01:38:44.2Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630547,,,1610612764,72,75,2022-11-08T01:38:53Z,5000000,,,0,,J. Bouknight shooting personal FOUL (3 PF) (Hachimura 1 FT),"[1630547, 1629060]",1610612766.0,CHA,shooting,,,Bouknight,J. Bouknight,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2714.0,3.0,0.0,Hachimura,1629060.0
519,PT00M03.50S,2022-11-08T01:39:03.5Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1629060,,,1610612764,72,76,2022-11-08T01:39:03Z,5020000,,,0,,R. Hachimura Free Throw 1 of 1 (11 PTS),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
522,PT00M00.00S,2022-11-08T01:39:18.5Z,3,REGULAR,period,end,[],0,,,1610612766,72,76,2022-11-08T01:39:18Z,5050000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2022-11-08T01:41:55.6Z,4,REGULAR,period,start,[],0,,,1610612764,72,76,2022-11-08T01:41:58Z,5060000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT11M47.00S,2022-11-08T01:42:07.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629060,17.0335085413929,37.5,1610612764,72,76,2022-11-08T01:42:41Z,5070000,62.0,108.0,1,left,MISS R. Hachimura 12' pullup Shot,[1629060],1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,12.44,Missed,,,,,,,,,,,,,,,,,,
525,PT11M41.00S,2022-11-08T01:42:13.6Z,4,REGULAR,rebound,offensive,[],1629655,,,1610612764,72,76,2022-11-08T01:42:13Z,5080000,,,0,,D. Gafford REBOUND (Off:2 Def:3),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,524.0,5.0,3.0,2.0,,,,,,,,,,
526,PT11M41.00S,2022-11-08T01:42:13.9Z,4,REGULAR,turnover,lost ball,[],1629655,,,1610612764,72,76,2022-11-08T01:42:19Z,5090000,,,0,,D. Gafford lost ball TURNOVER (1 TO),"[1629655, 1629023]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Washington,1629023.0,,,,,,,
527,PT11M41.00S,2022-11-08T01:42:13.9Z,4,REGULAR,steal,,[],1629023,,,1610612766,72,76,2022-11-08T01:42:48Z,5100000,,,0,,P. Washington STEAL (3 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
528,PT11M36.00S,2022-11-08T01:42:18.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,73.9323258869908,83.82352941176471,1610612766,72,76,2022-11-08T01:43:37Z,5110000,169.0,193.0,1,right,MISS T. Rozier 25' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,25.62,Missed,,,,,,,,,,,,,,,,,,
529,PT11M36.00S,2022-11-08T01:42:18.9Z,4,REGULAR,rebound,defensive,[],1629655,,,1610612764,72,76,2022-11-08T01:43:37Z,5120000,,,0,,D. Gafford REBOUND (Off:2 Def:4),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,,,,,528.0,6.0,4.0,2.0,,,,,,,,,,
530,PT11M18.00S,2022-11-08T01:42:36.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630692,5.601182654402102,51.470588235294116,1610612764,72,78,2022-11-08T01:42:41Z,5130000,-7.0,0.0,1,left,J. Goodwin cutting Layup (11 PTS) (W. Barton 1 AST),"[1630692, 203115]",1610612764.0,WAS,cutting,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,0.74,Made,11.0,W. Barton,203115.0,1.0,,,,,,,,,,,,,,
532,PT10M53.00S,2022-11-08T01:43:01.6Z,4,REGULAR,3pt,Jump Shot,[],1629023,66.17936925098554,35.294117647058826,1610612766,75,78,2022-11-08T01:43:05Z,5150000,-74.0,265.0,1,right,P. Washington 27' 3PT  (16 PTS) (J. Bouknight 3 AST),"[1629023, 1630547]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,27.54,Made,16.0,J. Bouknight,1630547.0,3.0,,,,,,,,,,,,,,
534,PT10M38.00S,2022-11-08T01:43:17.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630692,12.828515111695138,51.71568627450981,1610612764,75,80,2022-11-08T01:44:20Z,5170000,-9.0,68.0,1,left,J. Goodwin 6' driving floating Jump Shot (13 PTS),[1630692],1610612764.0,WAS,driving floating,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),0-8 Center,6.86,Made,13.0,,,,,,,,,,,,,,,,,
535,PT10M24.00S,2022-11-08T01:43:31.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630547,87.33574244415243,51.9607843137255,1610612766,75,80,2022-11-08T01:45:04Z,5180000,10.0,67.0,1,right,MISS J. Bouknight 6' driving floating Shot,[1630547],1610612766.0,CHA,driving floating,,,Bouknight,J. Bouknight,,,,,In The Paint (Non-RA),0-8 Center,6.72,Missed,,,,,,,,,,,,,,,,,,
536,PT10M19.00S,2022-11-08T01:43:36.4Z,4,REGULAR,rebound,offensive,[],1630547,,,1610612766,75,80,2022-11-08T01:45:04Z,5190000,,,0,,J. Bouknight REBOUND (Off:1 Def:5),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,535.0,6.0,5.0,1.0,,,,,,,,,,
537,PT10M19.00S,2022-11-08T01:43:35.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630547,94.40999984741211,50.0,1610612766,77,80,2022-11-08T01:43:35Z,5200000,0.0,0.0,1,right,J. Bouknight tip Layup (7 PTS),[1630547],1610612766.0,CHA,tip,,,Bouknight,J. Bouknight,,,,,Mid-Range,8-16 Left,0.0,Made,7.0,,,,,,,,,,,,,,,,,
538,PT10M05.00S,2022-11-08T01:43:49.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203115,6.783837056504599,59.31372549019608,1610612764,77,82,2022-11-08T01:45:20Z,5210000,-47.0,11.0,1,left,W. Barton driving floating bank Jump Shot (6 PTS),[203115],1610612764.0,WAS,driving floating bank,,,Barton,W. Barton,,,,,In The Paint (Non-RA),0-8 Center,4.8,Made,6.0,,,,,,,,,,,,,,,,,
539,PT09M56.00S,2022-11-08T01:44:04.9Z,4,REGULAR,violation,kicked ball,[],1629655,,,1610612766,77,82,2022-11-08T01:46:53Z,5220000,,,0,,D. Gafford kicked ball VIOLATION,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,2714.0,,,,
540,PT09M47.00S,2022-11-08T01:44:28.4Z,4,REGULAR,2pt,Jump Shot,[],1626179,83.52496714848883,21.813725490196077,1610612766,79,82,2022-11-08T01:44:36Z,5230000,-141.0,102.0,1,right,T. Rozier 17' pullup bank Jump Shot (14 PTS),[1626179],1610612766.0,CHA,pullup bank,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Left,17.42,Made,14.0,,,,,,,,,,,,,,,,,
541,PT09M21.00S,2022-11-08T01:44:59.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612764,79,82,2022-11-08T01:45:26Z,5240000,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,1628953.0,,,,
542,PT09M21.00S,2022-11-08T01:45:09.2Z,4,REGULAR,substitution,out,[],1630264,,,1610612766,79,82,2022-11-08T01:45:14Z,5250000,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT09M21.00S,2022-11-08T01:45:09.2Z,4,REGULAR,substitution,in,[],1630557,,,1610612766,79,82,2022-11-08T01:45:14Z,5260000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT09M15.00S,2022-11-08T01:45:28.7Z,4,REGULAR,foul,personal,[],1629060,,,1610612766,79,82,2022-11-08T01:45:37Z,5270000,,,0,,R. Hachimura personal FOUL (1 PF),"[1629060, 1629023]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Washington,1629023.0
546,PT09M04.00S,2022-11-08T01:45:45.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629023,67.09921156373193,23.284313725490197,1610612766,79,82,2022-11-08T01:47:36Z,5290000,-134.0,257.0,1,right,MISS P. Washington 28' pullup 3PT,[1629023],1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,28.95,Missed,,,,,,,,,,,,,,,,,,
547,PT09M00.00S,2022-11-08T01:45:49.6Z,4,REGULAR,rebound,defensive,[],1630557,,,1610612764,79,82,2022-11-08T01:45:50Z,5300000,,,0,,C. Kispert REBOUND (Off:0 Def:3),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,,,,,,546.0,3.0,3.0,0.0,,,,,,,,,,
548,PT08M52.00S,2022-11-08T01:45:57.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629060,5.995400788436268,49.754901960784316,1610612764,79,84,2022-11-08T01:46:02Z,5310000,1.0,4.0,1,left,R. Hachimura cutting DUNK (13 PTS) (D. Gafford 1 AST),"[1629060, 1629655]",1610612764.0,WAS,cutting,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,0.41,Made,13.0,D. Gafford,1629655.0,1.0,,,,,,,,,,,,,,
550,PT08M44.00S,2022-11-08T01:46:14.0Z,4,REGULAR,turnover,traveling,[],1629023,,,1610612766,79,84,2022-11-08T01:46:22Z,5330000,,,0,,P. Washington traveling TURNOVER (1 TO),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,,,,,2714.0,,,,
551,PT08M44.00S,2022-11-08T01:46:18.5Z,4,REGULAR,substitution,out,[],203115,,,1610612764,79,84,2022-11-08T01:46:27Z,5340000,,,0,,SUB out: W. Barton,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT08M44.00S,2022-11-08T01:46:18.5Z,4,REGULAR,substitution,out,[],1630692,,,1610612764,79,84,2022-11-08T01:46:27Z,5350000,,,0,,SUB out: J. Goodwin,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT08M44.00S,2022-11-08T01:46:18.5Z,4,REGULAR,substitution,in,[],1628398,,,1610612764,79,84,2022-11-08T01:46:27Z,5360000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT08M44.00S,2022-11-08T01:46:18.5Z,4,REGULAR,substitution,in,[],1628420,,,1610612764,79,84,2022-11-08T01:46:27Z,5370000,,,0,,SUB in: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT08M24.00S,2022-11-08T01:46:46.9Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629060,7.835085413929041,73.52941176470588,1610612764,79,86,2022-11-08T01:47:01Z,5380000,-118.0,21.0,1,left,R. Hachimura 11' turnaround Jump Shot (15 PTS),[1629060],1610612764.0,WAS,turnaround,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Left,11.95,Made,15.0,,,,,,,,,,,,,,,,,
556,PT08M11.00S,2022-11-08T01:46:59.1Z,4,REGULAR,3pt,Jump Shot,[],1630547,69.33311432325887,12.254901960784313,1610612766,79,86,2022-11-08T01:47:10Z,5390000,-189.0,236.0,1,right,MISS J. Bouknight 30' 3PT,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Left Center,30.2,Missed,,,,,,,,,,,,,,,,,,
557,PT08M09.00S,2022-11-08T01:47:01.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612766,79,86,2022-11-08T01:47:10Z,5400000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,556.0,,,,,,,,,,,,,
559,PT08M09.00S,2022-11-08T01:47:12.6Z,4,REGULAR,substitution,out,[],1630547,,,1610612766,79,86,2022-11-08T01:47:23Z,5420000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT08M09.00S,2022-11-08T01:47:12.6Z,4,REGULAR,substitution,out,[],1629023,,,1610612766,79,86,2022-11-08T01:47:23Z,5430000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT08M09.00S,2022-11-08T01:47:12.6Z,4,REGULAR,substitution,in,[],1630550,,,1610612766,79,86,2022-11-08T01:47:23Z,5440000,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT08M09.00S,2022-11-08T01:47:12.6Z,4,REGULAR,substitution,in,[],1628372,,,1610612766,79,86,2022-11-08T01:47:23Z,5450000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT07M56.00S,2022-11-08T01:47:44.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,75.3777923784494,85.29411764705883,1610612766,82,86,2022-11-08T01:47:49Z,5460000,176.0,179.0,1,right,T. Rozier 25' 3PT fadeaway (17 PTS) (D. Smith Jr. 8 AST),"[1626179, 1628372]",1610612766.0,CHA,fadeaway,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,25.13,Made,17.0,D. Smith Jr.,1628372.0,8.0,,,,,,,,,,,,,,
565,PT07M35.00S,2022-11-08T01:48:05.4Z,4,REGULAR,3pt,Jump Shot,[],1628398,20.05584756898817,91.91176470588235,1610612764,82,86,2022-11-08T01:49:35Z,5480000,-210.0,136.0,1,left,MISS K. Kuzma 24' pullup 3PT,[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,24.99,Missed,,,,,,,,,,,,,,,,,,
566,PT07M33.00S,2022-11-08T01:48:07.4Z,4,REGULAR,rebound,defensive,[],1630550,,,1610612766,82,86,2022-11-08T01:48:10Z,5490000,,,0,,J. Thor REBOUND (Off:0 Def:1),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Above the Break 3,24+ Left Center,,,,,,,565.0,1.0,1.0,0.0,,,,,,,,,,
567,PT07M27.00S,2022-11-08T01:48:13.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,91.80354796320631,48.28431372549019,1610612766,82,86,2022-11-08T01:49:50Z,5500000,-9.0,25.0,1,right,MISS D. Smith Jr. driving Layup,[1628372],1610612766.0,CHA,driving,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,,
568,PT07M23.00S,2022-11-08T01:48:17.8Z,4,REGULAR,rebound,offensive,[],1630208,,,1610612766,82,86,2022-11-08T01:48:22Z,5510000,,,0,,N. Richards REBOUND (Off:3 Def:3),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,567.0,6.0,3.0,3.0,,,,,,,,,,
569,PT07M23.00S,2022-11-08T01:48:17.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,94.40999984741211,50.0,1610612766,84,86,2022-11-08T01:48:17Z,5520000,0.0,0.0,1,right,N. Richards putback Layup (8 PTS),[1630208],1610612766.0,CHA,putback,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,0.0,Made,8.0,,,,,,,,,,,,,,,,,
570,PT06M59.00S,2022-11-08T01:48:41.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,6.652431011826544,43.872549019607845,1610612764,84,86,2022-11-08T01:48:47Z,5530000,31.0,10.0,1,left,MISS K. Kuzma driving Layup - blocked,"[1628398, 1630208]",1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,3.22,Missed,,,,,,,,,,,,Richards,1630208.0,,,,,
571,PT06M59.00S,2022-11-08T01:48:41.6Z,4,REGULAR,block,,[],1630208,,,1610612764,84,86,2022-11-08T01:48:45Z,5540000,,,0,,N. Richards BLOCK (2 BLK),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
572,PT06M55.00S,2022-11-08T01:48:45.6Z,4,REGULAR,rebound,defensive,[],1630550,,,1610612766,84,86,2022-11-08T01:48:47Z,5550000,,,0,,J. Thor REBOUND (Off:0 Def:2),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,,,,,570.0,2.0,2.0,0.0,,,,,,,,,,
573,PT06M49.00S,2022-11-08T01:48:51.0Z,4,REGULAR,3pt,Jump Shot,[],1629667,91.01511169513797,4.411764705882353,1610612766,84,86,2022-11-08T01:50:23Z,5560000,-228.0,32.0,1,right,MISS J. McDaniels 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,23.01,Missed,,,,,,,,,,,,,,,,,,
574,PT06M47.00S,2022-11-08T01:48:53.0Z,4,REGULAR,rebound,defensive,[],1629655,,,1610612764,84,86,2022-11-08T01:48:55Z,5570000,,,0,,D. Gafford REBOUND (Off:2 Def:5),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Left Corner 3,24+ Left,,,,,,,573.0,7.0,5.0,2.0,,,,,,,,,,
575,PT06M41.00S,2022-11-08T01:49:03.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,84,86,2022-11-08T01:49:03Z,5580000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT06M41.00S,2022-11-08T01:49:13.0Z,4,REGULAR,substitution,out,[],1626179,,,1610612764,84,86,2022-11-08T01:51:37Z,5590000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT06M41.00S,2022-11-08T01:49:13.0Z,4,REGULAR,substitution,out,[],1630208,,,1610612764,84,86,2022-11-08T01:51:37Z,5600000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT06M41.00S,2022-11-08T01:49:13.0Z,4,REGULAR,substitution,out,[],1629667,,,1610612764,84,86,2022-11-08T01:51:37Z,5610000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT06M41.00S,2022-11-08T01:49:13.0Z,4,REGULAR,substitution,out,[],1630550,,,1610612764,84,86,2022-11-08T01:51:37Z,5620000,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT06M41.00S,2022-11-08T01:49:13.0Z,4,REGULAR,substitution,out,[],1629655,,,1610612764,84,86,2022-11-08T01:51:37Z,5630000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT06M41.00S,2022-11-08T01:49:13.0Z,4,REGULAR,substitution,in,[],1630177,,,1610612764,84,86,2022-11-08T01:51:37Z,5640000,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT06M41.00S,2022-11-08T01:49:13.0Z,4,REGULAR,substitution,in,[],203486,,,1610612764,84,86,2022-11-08T01:51:37Z,5650000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT06M41.00S,2022-11-08T01:49:13.0Z,4,REGULAR,substitution,in,[],1629023,,,1610612764,84,86,2022-11-08T01:51:37Z,5660000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT06M41.00S,2022-11-08T01:49:13.0Z,4,REGULAR,substitution,in,[],1626162,,,1610612764,84,86,2022-11-08T01:51:37Z,5670000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT06M41.00S,2022-11-08T01:49:13.0Z,4,REGULAR,substitution,in,[],204001,,,1610612764,84,86,2022-11-08T01:51:37Z,5680000,,,0,,SUB in: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT06M26.00S,2022-11-08T01:52:26.8Z,4,REGULAR,foul,personal,['2freethrow'],1628372,,,1610612764,84,86,2022-11-08T01:52:37Z,5690000,,,0,,D. Smith Jr. shooting personal FOUL (2 PF) (Porzingis 2 FT),"[1628372, 204001]",1610612766.0,CHA,shooting,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1628953.0,2.0,0.0,Porzingis,204001.0
588,PT06M26.00S,2022-11-08T01:52:47.0Z,4,REGULAR,freethrow,1 of 2,[],204001,,,1610612764,84,86,2022-11-08T01:52:47Z,5710000,,,0,,MISS K. Porzingis Free Throw 1 of 2,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
589,PT06M26.00S,2022-11-08T01:52:47.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,84,86,2022-11-08T01:52:47Z,5720000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,588.0,,,,,,,,,,,,,
590,PT06M26.00S,2022-11-08T01:53:01.9Z,4,REGULAR,freethrow,2 of 2,[],204001,,,1610612764,84,87,2022-11-08T01:53:01Z,5730000,,,0,,K. Porzingis Free Throw 2 of 2 (17 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
591,PT06M11.00S,2022-11-08T01:53:20.3Z,4,REGULAR,turnover,out-of-bounds,[],203486,,,1610612766,84,87,2022-11-08T01:53:26Z,5740000,,,0,,M. Plumlee bad pass out-of-bounds TURNOVER (2 TO),[203486],1610612766.0,CHA,bad pass,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Right,,,,,,,,,,,2.0,,,,,1628953.0,,,,
