actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
342,PT07M05.00S,2024-01-11T01:28:29.9Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,68,67,2024-01-11T01:29:58Z,3380000,False,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,,,341.0,4.0,4.0,0.0,,,,,,,,
343,PT06M58.00S,2024-01-11T01:28:40.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,15.111695137976348,36.51577818627451,1610612738,68,67,2024-01-11T01:29:48Z,3390000,False,67.0,90.0,1,left,MISS J. Brown 11' driving Layup - blocked,"[1627759, 1629638]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,11.2,Missed,,,,,,,,,,,Alexander-Walker,1629638.0
344,PT06M58.00S,2024-01-11T01:28:40.4Z,3,REGULAR,block,,[],1629638,,,1610612738,68,67,2024-01-11T01:28:43Z,3400000,False,,,0,,N. Alexander-Walker BLOCK (1 BLK),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
345,PT06M57.00S,2024-01-11T01:28:41.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612750,68,67,2024-01-11T01:29:36Z,3410000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,343.0,,,,,,,,,,,
347,PT06M57.00S,2024-01-11T01:28:48.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,68,67,2024-01-11T01:28:48Z,3430000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT06M41.00S,2024-01-11T01:31:57.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,93.64323258869908,58.08823529411765,1610612750,68,67,2024-01-11T01:32:04Z,3440000,False,40.0,7.0,1,right,MISS S. Milton driving reverse Layup - blocked,"[1629003, 1627759]",1610612750.0,MIN,driving reverse,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,,,,,,4.11,Missed,,,,,,,,,,,Brown,1627759.0
361,PT06M41.00S,2024-01-11T01:31:57.7Z,3,REGULAR,block,,[],1627759,,,1610612750,68,67,2024-01-11T01:33:35Z,3445000,False,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
349,PT06M38.00S,2024-01-11T01:32:00.7Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,68,67,2024-01-11T01:32:51Z,3450000,False,,,0,,A. Horford REBOUND (Off:0 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,348.0,6.0,6.0,0.0,,,,,,,,
350,PT06M34.00S,2024-01-11T01:32:03.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,21.23850197109067,7.598039215686274,1610612738,68,67,2024-01-11T01:32:54Z,3460000,False,212.0,147.0,1,left,MISS D. White 25' running 3PT,[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,25.8,Missed,,,,,,,,,,,,
351,PT06M33.00S,2024-01-11T01:32:04.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,68,67,2024-01-11T01:32:54Z,3470000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,350.0,,,,,,,,,,,
353,PT06M23.00S,2024-01-11T01:32:30.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,8.229303547963205,56.61764705882353,1610612738,70,67,2024-01-11T01:32:34Z,3490000,False,-33.0,25.0,1,left,J. Brown cutting Layup (27 PTS) (A. Horford 4 AST),"[1627759, 201143]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,4.14,Made,,,,,27.0,A. Horford,201143.0,4.0,,,,
355,PT06M13.00S,2024-01-11T01:32:39.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,86.81011826544021,55.392156862745104,1610612750,70,69,2024-01-11T01:33:25Z,3510000,False,27.0,71.0,1,right,N. Reid 7' turnaround Hook (11 PTS),[1629675],1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.64,Made,,,,,11.0,,,,,,,
356,PT05M58.00S,2024-01-11T01:32:54.9Z,3,REGULAR,3pt,Jump Shot,[],201950,34.11629434954008,46.568627450980394,1610612738,70,69,2024-01-11T01:33:01Z,3520000,False,17.0,268.0,1,left,MISS J. Holiday 26' 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,26.88,Missed,,,,,,,,,,,,
357,PT05M55.00S,2024-01-11T01:32:57.9Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,70,69,2024-01-11T01:33:01Z,3530000,False,,,0,,K. Towns REBOUND (Off:1 Def:9),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,,,,,,356.0,10.0,9.0,1.0,,,,,,,,
358,PT05M46.00S,2024-01-11T01:33:07.5Z,3,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612750,70,69,2024-01-11T01:33:21Z,3540000,False,,,0,,D. White shooting personal FOUL (3 PF) (Reid 2 FT),"[1628401, 1629675]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Mid-Range,8-16 Left,1628484.0,,3.0,0.0,Reid,1629675.0,,,,,,,,,,,,,,
360,PT05M46.00S,2024-01-11T01:33:28.5Z,3,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,70,70,2024-01-11T01:33:28Z,3560000,False,,,0,,N. Reid Free Throw 1 of 2 (12 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,Made,,,,,12.0,,,,,,,
362,PT05M46.00S,2024-01-11T01:33:42.8Z,3,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,70,71,2024-01-11T01:33:42Z,3570000,False,,,0,,N. Reid Free Throw 2 of 2 (13 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,Made,,,,,13.0,,,,,,,
363,PT05M31.00S,2024-01-11T01:34:03.5Z,3,REGULAR,violation,kicked ball,[],1629638,,,1610612738,70,71,2024-01-11T01:34:11Z,3580000,False,,,0,,N. Alexander-Walker kicked ball VIOLATION,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,1155.0,,,,,,,,,,,,,,,,,,,
364,PT05M22.00S,2024-01-11T01:34:21.4Z,3,REGULAR,3pt,Jump Shot,[],1628401,13.222733245729303,3.431372549019608,1610612738,73,71,2024-01-11T01:34:27Z,3590000,False,233.0,72.0,1,left,D. White 24' 3PT  (7 PTS) (J. Brown 2 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,,,,,,,24.36,Made,,,,,7.0,J. Brown,1627759.0,2.0,,,,
366,PT05M02.00S,2024-01-11T01:34:42.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,94.03745072273325,54.166666666666664,1610612750,73,73,2024-01-11T01:34:49Z,3610000,False,21.0,4.0,1,right,S. Milton cutting Layup (2 PTS) (A. Edwards 1 AST),"[1629003, 1630162]",1610612750.0,MIN,cutting,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,,,,,,2.11,Made,,,,,2.0,A. Edwards,1630162.0,1.0,,,,
368,PT05M02.00S,2024-01-11T01:34:45.5Z,3,REGULAR,foul,personal,['1freethrow'],201950,,,1610612750,73,73,2024-01-11T01:34:54Z,3630000,False,,,0,,J. Holiday shooting personal FOUL (3 PF) (Milton 1 FT),"[201950, 1629003]",1610612738.0,BOS,shooting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,1155.0,,3.0,0.0,Milton,1629003.0,,,,,,,,,,,,,,
370,PT05M02.00S,2024-01-11T01:35:03.6Z,3,REGULAR,freethrow,1 of 1,[],1629003,,,1610612750,73,73,2024-01-11T01:35:07Z,3650000,False,,,0,,MISS S. Milton Free Throw 1 of 1,[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
371,PT05M02.00S,2024-01-11T01:35:03.6Z,3,REGULAR,rebound,defensive,[],201950,,,1610612738,73,73,2024-01-11T01:35:18Z,3660000,False,,,0,,J. Holiday REBOUND (Off:0 Def:3),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,370.0,3.0,3.0,0.0,,,,,,,,
372,PT04M50.00S,2024-01-11T01:35:15.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,13.485545335085414,39.46078431372549,1610612738,75,73,2024-01-11T01:35:47Z,3670000,False,53.0,74.0,1,left,J. Holiday 9' driving floating Jump Shot (9 PTS),[201950],1610612738.0,BOS,driving floating,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,9.11,Made,,,,,9.0,,,,,,,
373,PT04M28.00S,2024-01-11T01:35:36.1Z,3,REGULAR,3pt,Jump Shot,[],1626157,68.80749014454665,22.794117647058822,1610612750,75,76,2024-01-11T01:35:45Z,3680000,False,-136.0,241.0,1,right,K. Towns 27' 3PT  (19 PTS) (N. Reid 2 AST),"[1626157, 1629675]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,,,,27.65,Made,,,,,19.0,N. Reid,1629675.0,2.0,,,,
375,PT04M13.00S,2024-01-11T01:35:52.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.360709592641262,45.34313725490196,1610612738,77,76,2024-01-11T01:35:56Z,3700000,False,23.0,26.0,1,left,J. Tatum driving Layup (17 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,3.5,Made,,,,,17.0,,,,,,,
376,PT03M59.00S,2024-01-11T01:36:06.1Z,3,REGULAR,3pt,Jump Shot,[],1629675,84.97043363994744,3.1862745098039214,1610612750,77,79,2024-01-11T01:36:10Z,3710000,False,-234.0,89.0,1,right,N. Reid 25' 3PT  (16 PTS) (K. Towns 4 AST),"[1629675, 1626157]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Left Corner 3,24+ Left,,,,,,,25.04,Made,,,,,16.0,K. Towns,1626157.0,4.0,,,,
378,PT03M34.00S,2024-01-11T01:36:30.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,11.645860709592641,36.27450980392157,1610612738,77,79,2024-01-11T01:36:37Z,3730000,False,69.0,57.0,1,left,MISS D. White 8' driving Layup - blocked,"[1628401, 1629003]",1610612738.0,BOS,driving,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,8.92,Missed,,,,,,,,,,,Milton,1629003.0
379,PT03M34.00S,2024-01-11T01:36:30.2Z,3,REGULAR,block,,[],1629003,,,1610612738,77,79,2024-01-11T01:36:32Z,3740000,False,,,0,,S. Milton BLOCK (1 BLK),[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
380,PT03M31.00S,2024-01-11T01:36:33.2Z,3,REGULAR,rebound,defensive,[],1629003,,,1610612750,77,79,2024-01-11T01:36:37Z,3750000,False,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,378.0,1.0,1.0,0.0,,,,,,,,
381,PT03M13.00S,2024-01-11T01:36:52.0Z,3,REGULAR,2pt,Jump Shot,[],1630162,80.89684625492772,23.03921568627451,1610612750,77,79,2024-01-11T01:37:03Z,3760000,False,-135.0,127.0,1,right,MISS A. Edwards 18' turnaround fadeaway Shot,[1630162],1610612750.0,MIN,turnaround fadeaway,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,,,,,,,18.53,Missed,,,,,,,,,,,,
382,PT03M12.00S,2024-01-11T01:36:53.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,77,79,2024-01-11T01:36:59Z,3770000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,381.0,,,,,,,,,,,
383,PT03M12.00S,2024-01-11T01:37:04.3Z,3,REGULAR,foul,personal,[],1628369,,,1610612750,77,79,2024-01-11T01:37:24Z,3780000,False,,,0,,J. Tatum loose ball personal FOUL (2 PF),"[1628369, 1626157]",1610612738.0,BOS,loose ball,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,2004.0,,2.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,
385,PT03M12.00S,2024-01-11T01:37:21.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,77,79,2024-01-11T01:37:21Z,3800000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT03M12.00S,2024-01-11T01:39:34.5Z,3,REGULAR,substitution,out,[],1627759,,,1610612750,77,79,2024-01-11T01:39:53Z,3810000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT03M12.00S,2024-01-11T01:39:34.5Z,3,REGULAR,substitution,out,[],1628401,,,1610612750,77,79,2024-01-11T01:39:53Z,3820000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT03M12.00S,2024-01-11T01:39:34.5Z,3,REGULAR,substitution,out,[],201143,,,1610612750,77,79,2024-01-11T01:39:53Z,3830000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT03M12.00S,2024-01-11T01:39:34.5Z,3,REGULAR,substitution,out,[],1629638,,,1610612750,77,79,2024-01-11T01:39:53Z,3840000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT03M12.00S,2024-01-11T01:39:34.5Z,3,REGULAR,substitution,out,[],1626157,,,1610612750,77,79,2024-01-11T01:39:53Z,3850000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT03M12.00S,2024-01-11T01:39:34.5Z,3,REGULAR,substitution,in,[],1630202,,,1610612750,77,79,2024-01-11T01:39:53Z,3860000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT03M12.00S,2024-01-11T01:39:34.5Z,3,REGULAR,substitution,in,[],1628436,,,1610612750,77,79,2024-01-11T01:39:53Z,3870000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT03M12.00S,2024-01-11T01:39:34.5Z,3,REGULAR,substitution,in,[],1630573,,,1610612750,77,79,2024-01-11T01:39:53Z,3880000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT03M12.00S,2024-01-11T01:39:34.5Z,3,REGULAR,substitution,in,[],203937,,,1610612750,77,79,2024-01-11T01:39:53Z,3890000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT03M12.00S,2024-01-11T01:39:34.5Z,3,REGULAR,substitution,in,[],1629162,,,1610612750,77,79,2024-01-11T01:39:53Z,3900000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT03M02.00S,2024-01-11T01:40:21.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629675,89.04402102496715,44.11764705882353,1610612750,77,79,2024-01-11T01:41:12Z,3910000,False,-29.0,50.0,1,right,MISS N. Reid driving Layup,[1629675],1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.84,Missed,,,,,,,,,,,,
398,PT03M01.00S,2024-01-11T01:40:22.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,77,79,2024-01-11T01:41:12Z,3930000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,396.0,,,,,,,,,,,
400,PT02M52.00S,2024-01-11T01:40:35.8Z,3,REGULAR,2pt,Jump Shot,[],201950,24.78646517739816,65.19607843137256,1610612738,77,79,2024-01-11T01:41:58Z,3950000,False,-76.0,180.0,1,left,MISS J. Holiday 19' driving floating Shot,[201950],1610612738.0,BOS,driving floating,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Left Center,,,,,,,19.58,Missed,,,,,,,,,,,,
401,PT02M49.00S,2024-01-11T01:40:38.8Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,77,79,2024-01-11T01:40:50Z,3960000,False,,,0,,N. Reid REBOUND (Off:3 Def:5),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,16-24 Left Center,,,,,,,,,400.0,8.0,5.0,3.0,,,,,,,,
402,PT02M37.00S,2024-01-11T01:40:50.4Z,3,REGULAR,3pt,Jump Shot,[],1630162,70.38436268068331,78.67647058823529,1610612750,77,82,2024-01-11T01:40:56Z,3970000,False,143.0,226.0,1,right,A. Edwards 26' 3PT step back (22 PTS),[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,26.76,Made,,,,,22.0,,,,,,,
403,PT02M15.00S,2024-01-11T01:41:11.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.652431011826544,53.92156862745098,1610612738,79,82,2024-01-11T01:41:16Z,3980000,False,-20.0,10.0,1,left,J. Tatum driving reverse Layup (19 PTS),[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,2.2,Made,,,,,19.0,,,,,,,
404,PT02M03.00S,2024-01-11T01:41:23.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,83.78777923784494,39.705882352941174,1610612750,79,82,2024-01-11T01:41:36Z,3990000,False,-51.0,100.0,1,right,MISS N. Reid 11' driving floating Shot,[1629675],1610612750.0,MIN,driving floating,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,11.24,Missed,,,,,,,,,,,,
405,PT02M02.00S,2024-01-11T01:41:24.4Z,3,REGULAR,rebound,defensive,[],1630573,,,1610612738,79,82,2024-01-11T01:41:36Z,4000000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,404.0,1.0,1.0,0.0,,,,,,,,
406,PT01M54.00S,2024-01-11T01:41:32.6Z,3,REGULAR,3pt,Jump Shot,[],1628369,29.38567674113009,24.754901960784316,1610612738,79,82,2024-01-11T01:41:39Z,4010000,False,126.0,224.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,25.68,Missed,,,,,,,,,,,,
407,PT01M52.00S,2024-01-11T01:41:34.6Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,79,82,2024-01-11T01:41:55Z,4020000,False,,,0,,A. Edwards REBOUND (Off:0 Def:5),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,406.0,5.0,5.0,0.0,,,,,,,,
408,PT01M49.00S,2024-01-11T01:41:41.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630162,90.75229960578186,48.03921568627451,1610612750,79,82,2024-01-11T01:41:59Z,4030000,False,-10.0,34.0,1,right,MISS A. Edwards running Layup - blocked,"[1630162, 1630573]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,3.58,Missed,,,,,,,,,,,Hauser,1630573.0
409,PT01M49.00S,2024-01-11T01:41:41.7Z,3,REGULAR,block,,[],1630573,,,1610612750,79,82,2024-01-11T01:41:43Z,4040000,False,,,0,,S. Hauser BLOCK (1 BLK),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
410,PT01M48.00S,2024-01-11T01:41:42.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,79,82,2024-01-11T01:41:59Z,4050000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,408.0,,,,,,,,,,,
412,PT01M40.00S,2024-01-11T01:42:21.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628436,,,1610612750,79,82,2024-01-11T01:42:27Z,4070000,False,,,0,,L. Kornet shooting personal FOUL (1 PF) (Anderson 2 FT),"[1628436, 203937]",1610612738.0,BOS,shooting,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Right,1628484.0,,1.0,0.0,Anderson,203937.0,,,,,,,,,,,,,,
414,PT01M40.00S,2024-01-11T01:42:48.7Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203937,,,1610612750,79,82,2024-01-11T01:42:48Z,4090000,False,,,0,,MISS K. Anderson Free Throw 1 of 2,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
415,PT01M40.00S,2024-01-11T01:42:48.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,79,82,2024-01-11T01:42:48Z,4100000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,414.0,,,,,,,,,,,
416,PT01M40.00S,2024-01-11T01:43:09.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203937,,,1610612750,79,83,2024-01-11T01:43:09Z,4110000,False,,,0,,K. Anderson Free Throw 2 of 2 (9 PTS),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,Made,,,,,9.0,,,,,,,
417,PT01M27.00S,2024-01-11T01:43:25.2Z,3,REGULAR,3pt,Jump Shot,[],1628369,30.305519053876477,23.52941176470588,1610612738,79,83,2024-01-11T01:43:35Z,4120000,False,132.0,232.0,1,left,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,26.75,Missed,,,,,,,,,,,,
418,PT01M23.00S,2024-01-11T01:43:29.2Z,3,REGULAR,rebound,offensive,[],201950,,,1610612738,79,83,2024-01-11T01:43:35Z,4130000,False,,,0,,J. Holiday REBOUND (Off:1 Def:3),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,,,417.0,4.0,3.0,1.0,,,,,,,,
429,PT01M23.00S,2024-01-11T01:43:29.9Z,3,REGULAR,turnover,out-of-bounds,[],201950,,,1610612738,79,83,2024-01-11T01:48:21Z,4135000,False,,,0,,J. Holiday bad pass out-of-bounds TURNOVER (2 TO),[201950],1610612738.0,BOS,bad pass,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,2004.0,2.0,,,,,,,,,,,,,,,,,,
421,PT01M23.00S,2024-01-11T01:43:49.4Z,3,REGULAR,timeout,challenge,['team'],0,,,1610612750,79,83,2024-01-11T01:46:57Z,4160000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT00M59.20S,2024-01-11T01:46:28.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203937,86.02168199737189,54.65686274509803,1610612750,79,83,2024-01-11T01:47:01Z,4180000,False,23.0,79.0,1,right,MISS K. Anderson 8' driving floating Shot,[203937],1610612750.0,MIN,driving floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,8.23,Missed,,,,,,,,,,,,
424,PT00M57.30S,2024-01-11T01:46:31.0Z,3,REGULAR,rebound,defensive,[],1628436,,,1610612738,79,83,2024-01-11T01:46:31Z,4190000,False,,,0,,L. Kornet REBOUND (Off:1 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,423.0,3.0,2.0,1.0,,,,,,,,
425,PT00M49.80S,2024-01-11T01:46:38.5Z,3,REGULAR,3pt,Jump Shot,[],201950,29.77989487516426,22.794117647058822,1610612738,79,83,2024-01-11T01:48:52Z,4200000,False,136.0,227.0,1,left,MISS J. Holiday 26' step back 3PT,[201950],1610612738.0,BOS,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,26.5,Missed,,,,,,,,,,,,
426,PT00M46.80S,2024-01-11T01:46:41.5Z,3,REGULAR,rebound,defensive,[],203937,,,1610612750,79,83,2024-01-11T01:47:26Z,4210000,False,,,0,,K. Anderson REBOUND (Off:2 Def:5),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,425.0,7.0,5.0,2.0,,,,,,,,
427,PT00M39.10S,2024-01-11T01:46:49.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203937,92.46057818659659,57.59803921568627,1610612750,79,83,2024-01-11T01:49:12Z,4220000,False,38.0,18.0,1,right,MISS K. Anderson driving finger roll Layup,[203937],1610612750.0,MIN,driving finger roll,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,4.22,Missed,,,,,,,,,,,,
428,PT00M38.00S,2024-01-11T01:46:50.1Z,3,REGULAR,rebound,defensive,[],1628436,,,1610612738,79,83,2024-01-11T01:47:30Z,4230000,False,,,0,,L. Kornet REBOUND (Off:1 Def:3),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,427.0,4.0,3.0,1.0,,,,,,,,
