actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
422,PT04M10.00S,2023-12-17T21:38:37.4Z,3,REGULAR,steal,,[],1630573,,,1610612738,72,65,2023-12-17T21:38:38Z,4050000,False,,,0,,S. Hauser STEAL (1 STL),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
423,PT04M01.00S,2023-12-17T21:38:46.1Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,12.828515111695138,24.019607843137255,1610612738,72,65,2023-12-17T21:38:53Z,4060000,False,130.0,68.0,1,left,MISS J. Tatum 14' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,14.67,Missed,,,,,,,,,,,,,,,,,,
424,PT03M58.00S,2023-12-17T21:38:49.1Z,3,REGULAR,rebound,defensive,[],1629048,,,1610612753,72,65,2023-12-17T21:38:53Z,4070000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:6),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Mid-Range,8-16 Right,,,423.0,7.0,6.0,1.0,,,,,,,,,,,,,,
425,PT03M44.00S,2023-12-17T21:39:02.7Z,3,REGULAR,3pt,Jump Shot,[],1631094,70.77858081471747,19.362745098039216,1610612753,72,65,2023-12-17T21:46:43Z,4080000,False,-153.0,222.0,1,right,MISS P. Banchero 26' pullup 3PT,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,26.99,Missed,,,,,,,,,,,,,,,,,,
426,PT03M42.00S,2023-12-17T21:39:05.5Z,3,REGULAR,rebound,offensive,[],1629048,,,1610612753,72,65,2023-12-17T21:39:05Z,4090000,False,,,0,,G. Bitadze REBOUND (Off:2 Def:6),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Left Center,,,425.0,8.0,6.0,2.0,,,,,,,,,,,,,,
427,PT03M40.00S,2023-12-17T21:39:07.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629048,93.11760840998686,53.431372549019606,1610612753,72,65,2023-12-17T21:39:14Z,4100000,False,17.0,12.0,1,right,MISS G. Bitadze putback Layup,[1629048],1610612753.0,ORL,putback,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,2.11,Missed,,,,,,,,,,,,,,,,,,
428,PT03M40.00S,2023-12-17T21:39:07.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,72,65,2023-12-17T21:39:14Z,4110000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,427.0,,,,,,,,,,,,,,,,,
430,PT03M40.00S,2023-12-17T21:39:12.1Z,3,REGULAR,substitution,out,[],1628401,,,1610612738,72,65,2023-12-17T21:39:18Z,4130000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT03M40.00S,2023-12-17T21:39:12.1Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,72,65,2023-12-17T21:39:18Z,4140000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT03M27.00S,2023-12-17T21:39:38.7Z,3,REGULAR,3pt,Jump Shot,[],1630573,25.443495400788436,12.5,1610612738,72,65,2023-12-17T21:39:45Z,4150000,False,188.0,187.0,1,left,MISS S. Hauser 26' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,26.46,Missed,,,,,,,,,,,,,,,,,,
433,PT03M23.00S,2023-12-17T21:39:42.7Z,3,REGULAR,rebound,defensive,[],1630591,,,1610612753,72,65,2023-12-17T21:39:45Z,4160000,False,,,0,,J. Suggs REBOUND (Off:0 Def:4),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,432.0,4.0,4.0,0.0,,,,,,,,,,,,,,
434,PT03M18.00S,2023-12-17T21:39:47.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631094,91.5407358738502,54.90196078431373,1610612753,72,65,2023-12-17T21:40:10Z,4170000,False,25.0,27.0,1,right,MISS P. Banchero running Layup - blocked,"[1631094, 201950]",1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.65,Missed,,,,,Holiday,201950.0,,,,,,,,,,,,
435,PT03M18.00S,2023-12-17T21:39:47.7Z,3,REGULAR,block,,[],201950,,,1610612753,72,65,2023-12-17T21:39:51Z,4180000,False,,,0,,J. Holiday BLOCK (1 BLK),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
436,PT03M13.00S,2023-12-17T21:39:52.7Z,3,REGULAR,rebound,defensive,[],201950,,,1610612738,72,65,2023-12-17T21:39:56Z,4190000,False,,,0,,J. Holiday REBOUND (Off:1 Def:5),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,434.0,6.0,5.0,1.0,,,,,,,,,,,,,,
437,PT03M11.00S,2023-12-17T21:39:54.3Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1630591,,,1610612738,72,65,2023-12-17T21:40:11Z,4200000,False,,,0,,J. Suggs shooting personal FOUL (4 PF) (Tatum 3 FT),"[1630591, 1628369]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1627961.0,,,,,,,4.0,0.0,Tatum,1628369.0
439,PT03M11.00S,2023-12-17T21:40:49.3Z,3,REGULAR,freethrow,1 of 3,[],1628369,,,1610612738,73,65,2023-12-17T21:40:49Z,4220000,False,,,0,,J. Tatum Free Throw 1 of 3 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
440,PT03M11.00S,2023-12-17T21:41:02.9Z,3,REGULAR,freethrow,2 of 3,[],1628369,,,1610612738,74,65,2023-12-17T21:41:03Z,4230000,False,,,0,,J. Tatum Free Throw 2 of 3 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
441,PT03M11.00S,2023-12-17T21:41:04.9Z,3,REGULAR,substitution,out,[],1630591,,,1610612738,74,65,2023-12-17T21:41:15Z,4240000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M11.00S,2023-12-17T21:41:04.9Z,3,REGULAR,substitution,in,[],1630175,,,1610612738,74,65,2023-12-17T21:41:15Z,4250000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M11.00S,2023-12-17T21:41:23.5Z,3,REGULAR,freethrow,3 of 3,[],1628369,,,1610612738,75,65,2023-12-17T21:41:23Z,4260000,False,,,0,,J. Tatum Free Throw 3 of 3 (14 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
444,PT02M55.00S,2023-12-17T21:41:42.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,81.8166885676741,48.77450980392157,1610612753,75,65,2023-12-17T21:41:49Z,4270000,False,-6.0,118.0,1,right,MISS C. Anthony 11' driving floating Shot,[1630175],1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,11.86,Missed,,,,,,,,,,,,,,,,,,
445,PT02M52.00S,2023-12-17T21:41:45.5Z,3,REGULAR,rebound,offensive,[],1630175,,,1610612753,75,65,2023-12-17T21:41:49Z,4280000,False,,,0,,C. Anthony REBOUND (Off:1 Def:0),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,,,444.0,1.0,0.0,1.0,,,,,,,,,,,,,,
446,PT02M46.00S,2023-12-17T21:41:51.2Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1631094,82.34231274638634,75.73529411764706,1610612753,75,67,2023-12-17T21:41:56Z,4290000,False,129.0,113.0,1,right,P. Banchero 17' pullup Jump Shot (31 PTS),[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,17.16,Made,,,,,,,31.0,,,,,,,,,,,
448,PT02M28.00S,2023-12-17T21:42:44.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,75,67,2023-12-17T21:42:44Z,4310000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT02M28.00S,2023-12-17T21:44:32.2Z,3,REGULAR,substitution,out,[],201950,,,1610612738,75,67,2023-12-17T21:44:46Z,4320000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT02M28.00S,2023-12-17T21:44:32.2Z,3,REGULAR,substitution,out,[],204001,,,1610612738,75,67,2023-12-17T21:44:46Z,4330000,False,,,0,,SUB out: K. Porzingis,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT02M28.00S,2023-12-17T21:44:32.2Z,3,REGULAR,substitution,out,[],1631216,,,1610612738,75,67,2023-12-17T21:44:46Z,4340000,False,,,0,,SUB out: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT02M28.00S,2023-12-17T21:44:32.2Z,3,REGULAR,substitution,out,[],1631094,,,1610612738,75,67,2023-12-17T21:44:46Z,4350000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT02M28.00S,2023-12-17T21:44:32.2Z,3,REGULAR,substitution,out,[],1629048,,,1610612738,75,67,2023-12-17T21:44:46Z,4360000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT02M28.00S,2023-12-17T21:44:32.2Z,3,REGULAR,substitution,in,[],1629674,,,1610612738,75,67,2023-12-17T21:44:46Z,4370000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT02M28.00S,2023-12-17T21:44:32.2Z,3,REGULAR,substitution,in,[],201143,,,1610612738,75,67,2023-12-17T21:44:46Z,4380000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT02M28.00S,2023-12-17T21:44:32.2Z,3,REGULAR,substitution,in,[],1628371,,,1610612738,75,67,2023-12-17T21:44:46Z,4390000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT02M28.00S,2023-12-17T21:44:32.2Z,3,REGULAR,substitution,in,[],1629021,,,1610612738,75,67,2023-12-17T21:44:46Z,4400000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT02M28.00S,2023-12-17T21:44:32.2Z,3,REGULAR,substitution,in,[],1630532,,,1610612738,75,67,2023-12-17T21:44:46Z,4410000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M22.00S,2023-12-17T21:45:17.8Z,3,REGULAR,3pt,Jump Shot,[],1628369,32.933639947437584,67.8921568627451,1610612738,78,67,2023-12-17T21:45:22Z,4420000,False,-89.0,257.0,1,left,J. Tatum 27' 3PT pullup (17 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.22,Made,,,,,,,17.0,,,,,,,,,,,
460,PT01M59.00S,2023-12-17T21:45:40.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,93.9060446780552,52.69607843137255,1610612753,78,67,2023-12-17T21:45:45Z,4430000,False,13.0,5.0,1,right,MISS M. Wagner Layup - blocked,"[1629021, 201143]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,1.43,Missed,,,,,Horford,201143.0,,,,,,,,,,,,
461,PT01M59.00S,2023-12-17T21:45:40.4Z,3,REGULAR,block,,[],201143,,,1610612753,78,67,2023-12-17T21:45:42Z,4440000,False,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
462,PT01M57.00S,2023-12-17T21:45:42.4Z,3,REGULAR,rebound,defensive,[],1629674,,,1610612738,78,67,2023-12-17T21:45:45Z,4450000,False,,,0,,N. Queta REBOUND (Off:0 Def:2),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,460.0,2.0,2.0,0.0,,,,,,,,,,,,,,
463,PT01M36.00S,2023-12-17T21:46:03.7Z,3,REGULAR,2pt,Jump Shot,[],1628369,11.908672798948752,20.098039215686274,1610612738,78,67,2023-12-17T21:46:13Z,4460000,False,150.0,59.0,1,left,MISS J. Tatum 16' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,16.09,Missed,,,,,,,,,,,,,,,,,,
464,PT01M35.00S,2023-12-17T21:46:04.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612753,78,67,2023-12-17T21:46:13Z,4470000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Mid-Range,8-16 Right,,,463.0,,,,,,,,,,,,,,,,,
466,PT01M13.00S,2023-12-17T21:46:39.8Z,3,REGULAR,3pt,Jump Shot,[],1628371,87.86136662286465,95.09803921568627,1610612753,78,70,2023-12-17T21:46:49Z,4490000,False,225.0,62.0,1,right,J. Isaac 3PT  (5 PTS) (C. Anthony 3 AST),"[1628371, 1630175]",1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Right Corner 3,24+ Right,23.38,Made,,,,,,,5.0,,,,,C. Anthony,1630175.0,3.0,,,,
468,PT00M56.10S,2023-12-17T21:46:57.5Z,3,REGULAR,3pt,Jump Shot,[],201143,20.71287779237845,95.58823529411765,1610612738,81,70,2023-12-17T21:47:04Z,4510000,False,-228.0,142.0,1,left,A. Horford 26' 3PT  (8 PTS) (P. Pritchard 2 AST),"[201143, 1630202]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,26.86,Made,,,,,,,8.0,,,,,P. Pritchard,1630202.0,2.0,,,,
470,PT00M50.40S,2023-12-17T21:47:10.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612753,81,70,2023-12-17T21:47:19Z,4530000,False,,,0,,P. Pritchard personal FOUL (2 PF) (Anthony 2 FT),"[1630202, 1630175]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,202027.0,,,,,,,2.0,0.0,Anthony,1630175.0
472,PT00M50.40S,2023-12-17T21:47:36.7Z,3,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,81,71,2023-12-17T21:47:36Z,4550000,False,,,0,,C. Anthony Free Throw 1 of 2 (3 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
473,PT00M50.40S,2023-12-17T21:47:50.6Z,3,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,81,72,2023-12-17T21:47:50Z,4560000,False,,,0,,C. Anthony Free Throw 2 of 2 (4 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
474,PT00M34.90S,2023-12-17T21:48:09.5Z,3,REGULAR,2pt,Jump Shot,[],1630202,25.940374507227332,31.15042892156863,1610612738,83,72,2023-12-17T21:48:24Z,4570000,False,94.0,191.0,1,left,P. Pritchard 21' step back Jump Shot (5 PTS),[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Right Center,21.32,Made,,,,,,,5.0,,,,,,,,,,,
475,PT00M14.10S,2023-12-17T21:48:33.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,83.39356110381078,64.4607843137255,1610612753,83,74,2023-12-17T21:48:38Z,4580000,False,72.0,104.0,1,right,C. Anthony 12' pullup Jump Shot (6 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Right,12.63,Made,,,,,,,6.0,,,,,,,,,,,
476,PT00M03.10S,2023-12-17T21:48:48.8Z,3,REGULAR,3pt,Jump Shot,[],1628369,34.773324572930356,31.127450980392158,1610612738,83,74,2023-12-17T21:49:17Z,4590000,False,94.0,274.0,1,left,MISS J. Tatum 29' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,29.02,Missed,,,,,,,,,,,,,,,,,,
477,PT00M03.10S,2023-12-17T21:48:48.8Z,3,REGULAR,rebound,defensive,[],203914,,,1610612753,83,74,2023-12-17T21:48:59Z,4600000,False,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Right Center,,,476.0,1.0,1.0,0.0,,,,,,,,,,,,,,
478,PT00M00.30S,2023-12-17T21:48:57.6Z,3,REGULAR,3pt,Jump Shot,[],203914,22.552562417871222,61.51960784313726,1610612753,83,74,2023-12-17T21:50:34Z,4610000,False,58.0,676.0,1,right,MISS G. Harris 67' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Mid-Range,16-24 Left Center,67.8,Missed,,,,,,,,,,,,,,,,,,
479,PT00M00.10S,2023-12-17T21:48:57.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,83,74,2023-12-17T21:50:22Z,4620000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Mid-Range,16-24 Left Center,,,478.0,,,,,,,,,,,,,,,,,
480,PT00M00.00S,2023-12-17T21:49:04.4Z,3,REGULAR,period,end,[],0,,,1610612753,83,74,2023-12-17T21:49:04Z,4630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2023-12-17T21:50:58.8Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612753,83,74,2023-12-17T21:51:13Z,4640000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2023-12-17T21:50:58.8Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612753,83,74,2023-12-17T21:51:13Z,4650000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2023-12-17T21:51:35.0Z,4,REGULAR,period,start,[],0,,,1610612753,83,74,2023-12-17T21:51:35Z,4660000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT11M47.00S,2023-12-17T21:51:47.8Z,4,REGULAR,3pt,Jump Shot,[],1628371,71.04139290407359,75.73529411764706,1610612753,83,77,2023-12-17T21:51:52Z,4670000,False,129.0,220.0,1,right,J. Isaac 25' 3PT  (8 PTS) (F. Wagner 5 AST),"[1628371, 1630532]",1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Right Center,25.46,Made,,,,,,,8.0,,,,,F. Wagner,1630532.0,5.0,,,,
486,PT11M27.00S,2023-12-17T21:52:08.6Z,4,REGULAR,foul,personal,[],1629021,,,1610612738,83,77,2023-12-17T21:52:19Z,4690000,False,,,0,,M. Wagner personal FOUL (3 PF),"[1629021, 1627759]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,202027.0,,,,,,,3.0,0.0,Brown,1627759.0
488,PT11M15.00S,2023-12-17T21:52:34.7Z,4,REGULAR,2pt,Jump Shot,[],1627759,21.50131406044678,36.76470588235294,1610612738,85,77,2023-12-17T21:52:40Z,4710000,False,66.0,150.0,1,left,J. Brown 16' turnaround fadeaway Jump Shot (16 PTS),[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,16.36,Made,,,,,,,16.0,,,,,,,,,,,
489,PT11M02.00S,2023-12-17T21:52:47.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,90.62089356110381,54.90196078431373,1610612753,85,79,2023-12-17T21:52:54Z,4720000,False,25.0,36.0,1,right,F. Wagner driving Layup (8 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,4.33,Made,,,,,,,8.0,,,,,,,,,,,
490,PT10M42.00S,2023-12-17T21:53:07.2Z,4,REGULAR,3pt,Jump Shot,[],1627759,29.6484888304862,21.568627450980394,1610612738,88,79,2023-12-17T21:53:11Z,4730000,False,142.0,226.0,1,left,J. Brown 26' 3PT pullup (19 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,26.72,Made,,,,,,,19.0,,,,,,,,,,,
491,PT10M28.00S,2023-12-17T21:53:23.4Z,4,REGULAR,foul,personal,['2freethrow'],1629674,,,1610612753,88,79,2023-12-17T21:53:32Z,4740000,False,,,0,,N. Queta shooting personal FOUL (1 PF) (Wagner 2 FT),"[1629674, 1629021]",1610612738.0,BOS,shooting,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627961.0,,,,,,,1.0,0.0,Wagner,1629021.0
493,PT10M28.00S,2023-12-17T21:53:50.8Z,4,REGULAR,freethrow,1 of 2,[],1629021,,,1610612753,88,80,2023-12-17T21:53:50Z,4760000,False,,,0,,M. Wagner Free Throw 1 of 2 (2 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
494,PT10M28.00S,2023-12-17T21:54:06.5Z,4,REGULAR,freethrow,2 of 2,[],1629021,,,1610612753,88,81,2023-12-17T21:54:06Z,4770000,False,,,0,,M. Wagner Free Throw 2 of 2 (3 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
495,PT10M15.00S,2023-12-17T21:54:22.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.411957950065702,58.82352941176471,1610612738,90,81,2023-12-17T21:54:27Z,4780000,False,-44.0,36.0,1,left,J. Brown driving Layup (21 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.69,Made,,,,,,,21.0,,,,,,,,,,,
496,PT10M06.00S,2023-12-17T21:54:30.2Z,4,REGULAR,3pt,Jump Shot,[],1628371,91.93495400788436,96.56862745098039,1610612753,90,81,2023-12-17T21:54:35Z,4790000,False,233.0,23.0,1,right,MISS J. Isaac 3PT,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Right Corner 3,24+ Right,23.4,Missed,,,,,,,,,,,,,,,,,,
497,PT10M03.00S,2023-12-17T21:54:33.2Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,90,81,2023-12-17T21:54:35Z,4800000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Right Corner 3,24+ Right,,,496.0,4.0,3.0,1.0,,,,,,,,,,,,,,
498,PT09M49.00S,2023-12-17T21:54:48.0Z,4,REGULAR,3pt,Jump Shot,[],201143,10.85742444152431,94.85294117647058,1610612738,90,81,2023-12-17T21:54:53Z,4810000,False,-224.0,50.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,22.97,Missed,,,,,,,,,,,,,,,,,,
499,PT09M45.00S,2023-12-17T21:54:52.0Z,4,REGULAR,rebound,defensive,[],1628371,,,1610612753,90,81,2023-12-17T21:54:53Z,4820000,False,,,0,,J. Isaac REBOUND (Off:0 Def:2),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Left Corner 3,24+ Left,,,498.0,2.0,2.0,0.0,,,,,,,,,,,,,,
500,PT09M37.00S,2023-12-17T21:54:59.3Z,4,REGULAR,3pt,Jump Shot,[],1629021,69.59592641261499,71.81372549019608,1610612753,90,84,2023-12-17T21:55:04Z,4830000,False,109.0,233.0,1,right,M. Wagner 25' 3PT  (6 PTS) (C. Anthony 4 AST),"[1629021, 1630175]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Right Center,25.75,Made,,,,,,,6.0,,,,,C. Anthony,1630175.0,4.0,,,,
502,PT09M14.00S,2023-12-17T21:55:22.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630573,9.543363994743759,60.5392156862745,1610612738,92,84,2023-12-17T21:55:35Z,4850000,False,-53.0,37.0,1,left,S. Hauser 6' driving bank Jump Shot (4 PTS) (J. Brown 5 AST),"[1630573, 1627759]",1610612738.0,BOS,driving bank,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,6.45,Made,,,,,,,4.0,,,,,J. Brown,1627759.0,5.0,,,,
504,PT08M54.00S,2023-12-17T21:55:42.0Z,4,REGULAR,2pt,Jump Shot,[],1630175,77.4802890932983,65.93137254901961,1610612753,92,84,2023-12-17T21:55:48Z,4870000,False,80.0,159.0,1,right,MISS C. Anthony 17' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Right Center,17.8,Missed,,,,,,,,,,,,,,,,,,
