actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,playerName,playerNameI,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
423,PT05M04.00S,2023-12-02T02:09:48.4Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,84,81,2023-12-02T02:10:22Z,4120000,False,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,,,,Mid-Range,16-24 Left Center,,Brown,J. Brown,,,,,,,,,422.0,3.0,2.0,1.0,,,,,,,
424,PT05M03.00S,2023-12-02T02:09:52.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,8.623521681997373,44.36274509803921,1610612738,86,81,2023-12-02T02:10:15Z,4130000,False,28.0,29.0,1,left,J. Brown driving Layup (15 PTS),[1627759],1610612738.0,BOS,driving,,,,,,Restricted Area,0-8 Center,,Brown,J. Brown,,,4.02,Made,15.0,,,,,,,,,,,,,,
425,PT05M03.00S,2023-12-02T02:10:03.7Z,3,REGULAR,foul,personal,['1freethrow'],201976,,,1610612738,86,81,2023-12-02T02:10:29Z,4140000,False,,,0,,P. Beverley shooting personal FOUL (1 PF) (Brown 1 FT),"[201976, 1627759]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,,Beverley,P. Beverley,,,,,,,,,,,,,,,202007.0,1.0,0.0,Brown,1627759.0
427,PT05M03.00S,2023-12-02T02:10:13.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,86,81,2023-12-02T02:10:22Z,4160000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT05M03.00S,2023-12-02T02:10:33.2Z,3,REGULAR,foul,technical,['1freethrow'],201976,,,1610612738,86,81,2023-12-02T02:13:58Z,4170000,False,,,0,,P. Beverley technical FOUL (1 Tech),[201976],1610612755.0,PHI,,,,,,,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,1662.0,1.0,1.0,,
430,PT05M03.00S,2023-12-02T02:14:21.2Z,3,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,86,81,2023-12-02T02:14:21Z,4190000,False,,,0,,MISS J. Brown technical Free Throw 1 of 1,[1627759],1610612738.0,BOS,technical,,,,,,,,,Brown,J. Brown,,,,Missed,,,,,,,,,,,,,,,
431,PT05M03.00S,2023-12-02T02:14:21.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,86,81,2023-12-02T02:14:21Z,4200000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,430.0,,,,,,,,,,
432,PT05M03.00S,2023-12-02T02:14:45.3Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1627759,,,1610612738,87,81,2023-12-02T02:14:45Z,4210000,False,,,0,,J. Brown Free Throw 1 of 1 (16 PTS),[1627759],1610612738.0,BOS,,,,,,,,,,Brown,J. Brown,,,,Made,16.0,,,,,,,,,,,,,,
433,PT04M44.00S,2023-12-02T02:15:21.3Z,3,REGULAR,turnover,bad pass,[],1628964,,,1610612755,87,81,2023-12-02T02:15:30Z,4220000,False,,,0,,M. Bamba bad pass TURNOVER (2 TO),"[1628964, 1630573]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,2.0,Bamba,M. Bamba,Hauser,1630573.0,,,,,,,,,,,,,,,,,
434,PT04M44.00S,2023-12-02T02:15:21.3Z,3,REGULAR,steal,,[],1630573,,,1610612738,87,81,2023-12-02T02:15:23Z,4230000,False,,,0,,S. Hauser STEAL (1 STL),[1630573],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),8-16 Center,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,
435,PT04M40.00S,2023-12-02T02:15:23.9Z,3,REGULAR,turnover,lost ball,[],1630573,,,1610612738,87,81,2023-12-02T02:15:35Z,4240000,False,,,0,,S. Hauser lost ball TURNOVER (2 TO),"[1630573, 202699]",1610612738.0,BOS,,,,,,,Mid-Range,16-24 Right Center,2.0,Hauser,S. Hauser,Harris,202699.0,,,,,,,,,,,,,,,,,
436,PT04M40.00S,2023-12-02T02:15:23.9Z,3,REGULAR,steal,,[],202699,,,1610612755,87,81,2023-12-02T02:15:25Z,4250000,False,,,0,,T. Harris STEAL (2 STL),[202699],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Right Center,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,
437,PT04M36.00S,2023-12-02T02:15:27.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627788,73.27529566360053,81.61764705882352,1610612755,87,81,2023-12-02T02:18:03Z,4260000,False,158.0,199.0,1,right,MISS F. Korkmaz 25' 3PT,[1627788],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,Korkmaz,F. Korkmaz,,,25.39,Missed,,,,,,,,,,,,,,,
438,PT04M32.00S,2023-12-02T02:15:31.4Z,3,REGULAR,rebound,defensive,[],1630625,,,1610612738,87,81,2023-12-02T02:15:42Z,4270000,False,,,0,,D. Banton REBOUND (Off:1 Def:2),[1630625],1610612738.0,BOS,,,,,,,Mid-Range,16-24 Right Center,,Banton,D. Banton,,,,,,,,,437.0,3.0,2.0,1.0,,,,,,,
439,PT04M25.00S,2023-12-02T02:15:38.7Z,3,REGULAR,3pt,Jump Shot,[],1630625,13.222733245729303,2.2058823529411766,1610612738,87,81,2023-12-02T02:15:44Z,4280000,False,239.0,72.0,1,left,MISS D. Banton 24' 3PT,[1630625],1610612738.0,BOS,,,,,,,Right Corner 3,24+ Right,,Banton,D. Banton,,,24.96,Missed,,,,,,,,,,,,,,,
440,PT04M23.00S,2023-12-02T02:15:40.7Z,3,REGULAR,rebound,defensive,[],201976,,,1610612755,87,81,2023-12-02T02:15:44Z,4290000,False,,,0,,P. Beverley REBOUND (Off:1 Def:4),[201976],1610612755.0,PHI,,,,,,,Right Corner 3,24+ Right,,Beverley,P. Beverley,,,,,,,,,439.0,5.0,4.0,1.0,,,,,,,
441,PT04M13.00S,2023-12-02T02:15:50.6Z,3,REGULAR,3pt,Jump Shot,[],1628964,73.40670170827858,79.41176470588235,1610612755,87,84,2023-12-02T02:15:55Z,4300000,False,147.0,197.0,1,right,M. Bamba 24' 3PT  (4 PTS) (P. Beverley 4 AST),"[1628964, 201976]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,Bamba,M. Bamba,,,24.63,Made,4.0,P. Beverley,201976.0,4.0,,,,,,,,,,,
443,PT03M59.00S,2023-12-02T02:16:05.7Z,3,REGULAR,turnover,lost ball,[],1628401,,,1610612738,87,84,2023-12-02T02:16:19Z,4320000,False,,,0,,D. White lost ball TURNOVER (1 TO),"[1628401, 203496]",1610612738.0,BOS,,,,,,,Mid-Range,8-16 Right,1.0,White,D. White,Covington,203496.0,,,,,,,,,,,,,,,,,
444,PT03M59.00S,2023-12-02T02:16:05.7Z,3,REGULAR,steal,,[],203496,,,1610612755,87,84,2023-12-02T02:17:02Z,4330000,False,,,0,,R. Covington STEAL (5 STL),[203496],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Right,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,
445,PT03M54.00S,2023-12-02T02:16:10.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202699,88.91261498028909,54.65686274509803,1610612755,87,84,2023-12-02T02:16:22Z,4340000,False,23.0,52.0,1,right,MISS T. Harris running Layup - blocked,"[202699, 1627759]",1610612755.0,PHI,running,,,,,,In The Paint (Non-RA),0-8 Center,,Harris,T. Harris,,,5.67,Missed,,,,,,,,,Brown,1627759.0,,,,,
446,PT03M54.00S,2023-12-02T02:16:10.5Z,3,REGULAR,block,,[],1627759,,,1610612755,87,84,2023-12-02T02:16:13Z,4350000,False,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,
447,PT03M51.00S,2023-12-02T02:16:13.5Z,3,REGULAR,rebound,offensive,[],201976,,,1610612755,87,84,2023-12-02T02:16:22Z,4360000,False,,,0,,P. Beverley REBOUND (Off:2 Def:4),[201976],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,Beverley,P. Beverley,,,,,,,,,445.0,6.0,4.0,2.0,,,,,,,
448,PT03M49.00S,2023-12-02T02:16:15.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627788,63.288436268068324,36.029411764705884,1610612755,87,84,2023-12-02T02:16:24Z,4370000,False,-70.0,293.0,1,right,MISS F. Korkmaz 30' 3PT,[1627788],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,Korkmaz,F. Korkmaz,,,30.08,Missed,,,,,,,,,,,,,,,
449,PT03M47.00S,2023-12-02T02:16:17.4Z,3,REGULAR,rebound,defensive,[],1630573,,,1610612738,87,84,2023-12-02T02:16:24Z,4380000,False,,,0,,S. Hauser REBOUND (Off:1 Def:2),[1630573],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,Hauser,S. Hauser,,,,,,,,,448.0,3.0,2.0,1.0,,,,,,,
450,PT03M35.00S,2023-12-02T02:16:28.9Z,3,REGULAR,2pt,Jump Shot,[],1627759,24.071944809461236,62.032781862745104,1610612738,87,84,2023-12-02T02:20:42Z,4390000,False,-60.0,174.0,1,left,MISS J. Brown 18' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,,,,Mid-Range,16-24 Left Center,,Brown,J. Brown,,,18.39,Missed,,,,,,,,,,,,,,,
451,PT03M32.00S,2023-12-02T02:16:31.9Z,3,REGULAR,rebound,offensive,[],1630625,,,1610612738,87,84,2023-12-02T02:16:31Z,4400000,False,,,0,,D. Banton REBOUND (Off:2 Def:2),[1630625],1610612738.0,BOS,,,,,,,Mid-Range,16-24 Center,,Banton,D. Banton,,,,,,,,,450.0,4.0,2.0,2.0,,,,,,,
452,PT03M31.00S,2023-12-02T02:16:33.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,33.065045992115635,29.411764705882355,1610612738,87,84,2023-12-02T02:16:38Z,4410000,False,103.0,258.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,Brown,J. Brown,,,27.8,Missed,,,,,,,,,,,,,,,
453,PT03M29.00S,2023-12-02T02:16:35.1Z,3,REGULAR,rebound,defensive,[],201976,,,1610612755,87,84,2023-12-02T02:16:38Z,4420000,False,,,0,,P. Beverley REBOUND (Off:2 Def:5),[201976],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,Beverley,P. Beverley,,,,,,,,,452.0,7.0,5.0,2.0,,,,,,,
454,PT03M20.00S,2023-12-02T02:16:44.1Z,3,REGULAR,3pt,Jump Shot,[],1628964,65.78515111695138,44.11764705882353,1610612755,87,87,2023-12-02T02:16:47Z,4430000,False,-29.0,269.0,1,right,M. Bamba 27' 3PT  (7 PTS) (P. Beverley 5 AST),"[1628964, 201976]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,Bamba,M. Bamba,,,27.07,Made,7.0,P. Beverley,201976.0,5.0,,,,,,,,,,,
456,PT03M05.00S,2023-12-02T02:17:01.5Z,3,REGULAR,foul,personal,['2freethrow'],1627788,,,1610612738,87,87,2023-12-02T02:17:15Z,4450000,False,,,0,,F. Korkmaz shooting personal FOUL (3 PF) (White 2 FT),"[1627788, 1628401]",1610612755.0,PHI,shooting,,,,,,Mid-Range,8-16 Right,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,202007.0,3.0,0.0,White,1628401.0
458,PT03M05.00S,2023-12-02T02:17:31.6Z,3,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,88,87,2023-12-02T02:17:31Z,4470000,False,,,0,,D. White Free Throw 1 of 2 (16 PTS),[1628401],1610612738.0,BOS,,,,,,,,,,White,D. White,,,,Made,16.0,,,,,,,,,,,,,,
459,PT03M05.00S,2023-12-02T02:17:32.7Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,88,87,2023-12-02T02:17:45Z,4480000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,,,,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,
460,PT03M05.00S,2023-12-02T02:17:32.7Z,3,REGULAR,substitution,out,[],202699,,,1610612738,88,87,2023-12-02T02:17:45Z,4490000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,
461,PT03M05.00S,2023-12-02T02:17:32.7Z,3,REGULAR,substitution,out,[],201976,,,1610612738,88,87,2023-12-02T02:17:45Z,4500000,False,,,0,,SUB out: P. Beverley,[201976],1610612755.0,PHI,,,,,,,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,
462,PT03M05.00S,2023-12-02T02:17:32.7Z,3,REGULAR,substitution,in,[],1628369,,,1610612738,88,87,2023-12-02T02:17:45Z,4510000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,
463,PT03M05.00S,2023-12-02T02:17:32.7Z,3,REGULAR,substitution,in,[],1629001,,,1610612738,88,87,2023-12-02T02:17:45Z,4520000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,
464,PT03M05.00S,2023-12-02T02:17:32.7Z,3,REGULAR,substitution,in,[],1630231,,,1610612738,88,87,2023-12-02T02:17:45Z,4530000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,,,,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,
465,PT03M05.00S,2023-12-02T02:17:58.5Z,3,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,89,87,2023-12-02T02:17:58Z,4540000,False,,,0,,D. White Free Throw 2 of 2 (17 PTS),[1628401],1610612738.0,BOS,,,,,,,,,,White,D. White,,,,Made,17.0,,,,,,,,,,,,,,
466,PT02M45.00S,2023-12-02T02:18:22.6Z,3,REGULAR,3pt,Jump Shot,[],1629001,73.14388961892247,83.57843137254902,1610612755,89,87,2023-12-02T02:18:26Z,4550000,False,168.0,200.0,1,right,MISS D. Melton 26' step back 3PT,[1629001],1610612755.0,PHI,step back,,,,,,Above the Break 3,24+ Right Center,,Melton,D. Melton,,,26.11,Missed,,,,,,,,,,,,,,,
467,PT02M43.00S,2023-12-02T02:18:24.6Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,89,87,2023-12-02T02:18:26Z,4560000,False,,,0,,D. White REBOUND (Off:1 Def:4),[1628401],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,White,D. White,,,,,,,,,466.0,5.0,4.0,1.0,,,,,,,
468,PT02M40.00S,2023-12-02T02:18:27.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630573,6.438896189224705,46.35033700980392,1610612738,89,87,2023-12-02T02:18:33Z,4570000,False,18.0,8.0,1,left,MISS S. Hauser running Layup - blocked,"[1630573, 1629001]",1610612738.0,BOS,running,,,,,,Restricted Area,0-8 Center,,Hauser,S. Hauser,,,1.99,Missed,,,,,,,,,Melton,1629001.0,,,,,
469,PT02M40.00S,2023-12-02T02:18:27.4Z,3,REGULAR,block,,[],1629001,,,1610612738,89,87,2023-12-02T02:18:29Z,4580000,False,,,0,,D. Melton BLOCK (1 BLK),[1629001],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,
470,PT02M38.00S,2023-12-02T02:18:29.4Z,3,REGULAR,rebound,defensive,[],1627788,,,1610612755,89,87,2023-12-02T02:18:37Z,4590000,False,,,0,,F. Korkmaz REBOUND (Off:0 Def:1),[1627788],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,Korkmaz,F. Korkmaz,,,,,,,,,468.0,1.0,1.0,0.0,,,,,,,
471,PT02M23.00S,2023-12-02T02:18:45.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627788,93.29829172141918,53.799019607843135,1610612755,89,87,2023-12-02T02:18:55Z,4600000,False,19.0,10.0,1,right,MISS F. Korkmaz driving Layup,[1627788],1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,,Korkmaz,F. Korkmaz,,,2.17,Missed,,,,,,,,,,,,,,,
472,PT02M22.00S,2023-12-02T02:18:46.5Z,3,REGULAR,rebound,offensive,[],1628964,,,1610612755,89,87,2023-12-02T02:18:55Z,4610000,False,,,0,,M. Bamba REBOUND (Off:3 Def:1),[1628964],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,Bamba,M. Bamba,,,,,,,,,471.0,4.0,1.0,3.0,,,,,,,
473,PT02M22.00S,2023-12-02T02:18:50.2Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628964,94.40999984741211,50.0,1610612755,89,89,2023-12-02T02:19:03Z,4620000,False,0.0,0.0,1,right,M. Bamba tip DUNK (9 PTS),[1628964],1610612755.0,PHI,tip,,,,,,Restricted Area,0-8 Center,,Bamba,M. Bamba,,,0.0,Made,9.0,,,,,,,,,,,,,,
474,PT02M06.00S,2023-12-02T02:19:03.3Z,3,REGULAR,3pt,Jump Shot,[],1628369,31.882391590013142,26.715686274509803,1610612738,89,89,2023-12-02T02:23:26Z,4630000,False,116.0,247.0,1,left,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,,,,Above the Break 3,24+ Right Center,,Tatum,J. Tatum,,,27.32,Missed,,,,,,,,,,,,,,,
475,PT02M05.00S,2023-12-02T02:19:04.3Z,3,REGULAR,rebound,offensive,[],1630625,,,1610612738,89,89,2023-12-02T02:19:12Z,4640000,False,,,0,,D. Banton REBOUND (Off:3 Def:2),[1630625],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,Banton,D. Banton,,,,,,,,,474.0,5.0,2.0,3.0,,,,,,,
476,PT02M04.00S,2023-12-02T02:19:10.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",1630625,8.886333771353483,54.166666666666664,1610612738,91,89,2023-12-02T02:19:21Z,4650000,False,-21.0,31.0,1,left,D. Banton putback Layup (4 PTS),[1630625],1610612738.0,BOS,putback,,,,,,Restricted Area,0-8 Center,,Banton,D. Banton,,,3.73,Made,4.0,,,,,,,,,,,,,,
477,PT02M04.00S,2023-12-02T02:19:14.6Z,3,REGULAR,violation,defensive goaltending,[],1628964,,,1610612738,91,89,2023-12-02T02:19:21Z,4660000,False,,,0,,M. Bamba defensive goaltending VIOLATION,[1628964],1610612755.0,PHI,,,,,,,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,202007.0,,,,
478,PT01M54.00S,2023-12-02T02:19:27.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,90.75229960578186,47.549019607843135,1610612755,91,89,2023-12-02T02:19:33Z,4670000,False,-12.0,34.0,1,right,MISS K. Martin driving Layup,[1630231],1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,,Martin,K. Martin,,,3.65,Missed,,,,,,,,,,,,,,,
479,PT01M52.00S,2023-12-02T02:19:29.0Z,3,REGULAR,rebound,offensive,[],203496,,,1610612755,91,89,2023-12-02T02:19:33Z,4680000,False,,,0,,R. Covington REBOUND (Off:1 Def:1),[203496],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,Covington,R. Covington,,,,,,,,,478.0,2.0,1.0,1.0,,,,,,,
480,PT01M45.00S,2023-12-02T02:19:36.2Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629001,93.77463863337714,84.06862745098039,1610612755,91,89,2023-12-02T02:19:44Z,4690000,False,170.0,6.0,1,right,MISS D. Melton 17' pullup Shot,[1629001],1610612755.0,PHI,pullup,,,,,,Mid-Range,16-24 Right,,Melton,D. Melton,,,17.04,Missed,,,,,,,,,,,,,,,
481,PT01M43.00S,2023-12-02T02:19:38.2Z,3,REGULAR,rebound,defensive,[],1630573,,,1610612738,91,89,2023-12-02T02:19:44Z,4700000,False,,,0,,S. Hauser REBOUND (Off:1 Def:3),[1630573],1610612738.0,BOS,,,,,,,Mid-Range,16-24 Right,,Hauser,S. Hauser,,,,,,,,,480.0,4.0,3.0,1.0,,,,,,,
482,PT01M27.00S,2023-12-02T02:19:55.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203496,,,1610612738,91,89,2023-12-02T02:20:06Z,4710000,False,,,0,,R. Covington shooting personal FOUL (1 PF) (White 2 FT),"[203496, 1628401]",1610612755.0,PHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,Covington,R. Covington,,,,,,,,,,,,,,,1627963.0,1.0,0.0,White,1628401.0
484,PT01M27.00S,2023-12-02T02:20:27.2Z,3,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,92,89,2023-12-02T02:20:27Z,4730000,False,,,0,,D. White Free Throw 1 of 2 (18 PTS),[1628401],1610612738.0,BOS,,,,,,,,,,White,D. White,,,,Made,18.0,,,,,,,,,,,,,,
485,PT01M27.00S,2023-12-02T02:20:48.0Z,3,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,93,89,2023-12-02T02:20:48Z,4740000,False,,,0,,D. White Free Throw 2 of 2 (19 PTS),[1628401],1610612738.0,BOS,,,,,,,,,,White,D. White,,,,Made,19.0,,,,,,,,,,,,,,
486,PT01M15.00S,2023-12-02T02:21:04.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,91.80354796320631,47.549019607843135,1610612755,93,91,2023-12-02T02:21:08Z,4750000,False,-12.0,25.0,1,right,K. Martin driving reverse Layup (2 PTS) (R. Covington 1 AST),"[1630231, 203496]",1610612755.0,PHI,driving reverse,,,,,,Restricted Area,0-8 Center,,Martin,K. Martin,,,2.74,Made,2.0,R. Covington,203496.0,1.0,,,,,,,,,,,
488,PT01M03.00S,2023-12-02T02:21:18.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630231,,,1610612738,93,91,2023-12-02T02:21:25Z,4770000,False,,,0,,K. Martin personal FOUL (1 PF) (Tatum 2 FT),"[1630231, 1628369]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,Martin,K. Martin,,,,,,,,,,,,,,,1662.0,1.0,0.0,Tatum,1628369.0
490,PT01M03.00S,2023-12-02T02:21:45.9Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,94,91,2023-12-02T02:21:46Z,4790000,False,,,0,,J. Tatum Free Throw 1 of 2 (20 PTS),[1628369],1610612738.0,BOS,,,,,,,,,,Tatum,J. Tatum,,,,Made,20.0,,,,,,,,,,,,,,
491,PT01M03.00S,2023-12-02T02:21:48.0Z,3,REGULAR,substitution,out,[],1628401,,,1610612738,94,91,2023-12-02T02:21:50Z,4800000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,,,,,,,White,D. White,,,,,,,,,,,,,,,,,,,
492,PT01M03.00S,2023-12-02T02:21:48.0Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,94,91,2023-12-02T02:21:50Z,4810000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,
493,PT01M03.00S,2023-12-02T02:22:05.0Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,95,91,2023-12-02T02:22:05Z,4820000,False,,,0,,J. Tatum Free Throw 2 of 2 (21 PTS),[1628369],1610612738.0,BOS,,,,,,,,,,Tatum,J. Tatum,,,,Made,21.0,,,,,,,,,,,,,,
494,PT00M41.80S,2023-12-02T02:22:29.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,92.19776609724047,52.20588235294118,1610612755,95,91,2023-12-02T02:22:35Z,4830000,False,11.0,21.0,1,right,MISS K. Martin cutting Layup,[1630231],1610612755.0,PHI,cutting,,,,,,Restricted Area,0-8 Center,,Martin,K. Martin,,,2.35,Missed,,,,,,,,,,,,,,,
495,PT00M40.00S,2023-12-02T02:22:31.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,95,91,2023-12-02T02:22:31Z,4840000,False,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,Tatum,J. Tatum,,,,,,,,,494.0,7.0,7.0,0.0,,,,,,,
496,PT00M28.10S,2023-12-02T02:22:43.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630625,16.63929040735874,62.00980392156863,1610612738,95,91,2023-12-02T02:22:51Z,4850000,False,-60.0,104.0,1,left,MISS D. Banton 12' pullup Shot,[1630625],1610612738.0,BOS,pullup,,,,,,In The Paint (Non-RA),8-16 Center,,Banton,D. Banton,,,12.0,Missed,,,,,,,,,,,,,,,
497,PT00M26.80S,2023-12-02T02:22:44.7Z,3,REGULAR,rebound,defensive,[],203496,,,1610612755,95,91,2023-12-02T02:22:51Z,4860000,False,,,0,,R. Covington REBOUND (Off:1 Def:2),[203496],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,Covington,R. Covington,,,,,,,,,496.0,3.0,2.0,1.0,,,,,,,
498,PT00M08.60S,2023-12-02T02:23:02.8Z,3,REGULAR,3pt,Jump Shot,[],1629001,66.70499342969777,28.186274509803923,1610612755,95,94,2023-12-02T02:27:30Z,4870000,False,-109.0,260.0,1,right,D. Melton 28' 3PT pullup (19 PTS),[1629001],1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Left Center,,Melton,D. Melton,,,28.24,Made,19.0,,,,,,,,,,,,,,
499,PT00M02.60S,2023-12-02T02:23:18.3Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,95,94,2023-12-02T02:33:32Z,4880000,False,,,0,,J. Tatum lost ball TURNOVER (7 TO),[1628369],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,7.0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,
501,PT00M02.60S,2023-12-02T02:24:23.9Z,3,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612755,95,94,2023-12-02T02:34:23Z,4900000,False,,,0,,J. Tatum flagrant-type-1 personal FOUL (1 PF) (Covington 2 FT),"[1628369, 203496]",1610612738.0,BOS,flagrant-type-1,,,,,,Above the Break 3,24+ Right Center,,Tatum,J. Tatum,,,,,,,,,,,,,,,1662.0,1.0,1.0,Covington,203496.0
503,PT00M02.60S,2023-12-02T02:24:34.4Z,3,REGULAR,foul,technical,['1freethrow'],1628369,,,1610612755,95,94,2023-12-02T02:34:16Z,4920000,False,,,0,,J. Tatum technical FOUL (2 Tech),[1628369],1610612738.0,BOS,,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1662.0,1.0,2.0,,
