actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,turnoverTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
408,PT04M23.00S,2024-02-05T00:28:53.1Z,3,REGULAR,rebound,defensive,[],1628436,,,1610612738,89,65,2024-02-05T00:28:57Z,4020000,False,,,0,,L. Kornet REBOUND (Off:5 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Right Corner 3,24+ Right,,,,,,,407.0,,,,7.0,2.0,5.0,,,,,,,
409,PT04M15.00S,2024-02-05T00:29:00.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,70.64717477003943,69.11764705882352,1610612738,92,65,2024-02-05T00:29:04Z,4030000,False,96.0,223.0,1,right,J. Tatum 24' 3PT pullup (32 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,32.0,,24.3,,,,,,,,,,
410,PT03M51.00S,2024-02-05T00:29:24.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631223,8.360709592641262,43.872549019607845,1610612763,92,65,2024-02-05T00:29:28Z,4040000,False,31.0,26.0,1,left,MISS D. Roddy driving Layup,[1631223],1610612763.0,MEM,driving,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,4.02,,,,,,,,,,
411,PT03M49.00S,2024-02-05T00:29:26.2Z,3,REGULAR,rebound,defensive,[],204001,,,1610612738,92,65,2024-02-05T00:29:28Z,4050000,False,,,0,,K. Porzingis REBOUND (Off:2 Def:6),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,410.0,,,,8.0,6.0,2.0,,,,,,,
412,PT03M41.00S,2024-02-05T00:29:34.6Z,3,REGULAR,2pt,Jump Shot,[],1628369,89.04402102496715,68.38235294117648,1610612738,92,65,2024-02-05T00:29:41Z,4060000,False,92.0,50.0,1,right,MISS J. Tatum 10' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,,10.49,,,,,,,,,,
413,PT03M40.00S,2024-02-05T00:29:35.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,92,65,2024-02-05T00:29:41Z,4070000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,412.0,,,,,,,,,,,,,
415,PT03M28.00S,2024-02-05T00:29:56.7Z,3,REGULAR,3pt,Jump Shot,[],1630590,34.641918528252305,46.07843137254902,1610612763,92,68,2024-02-05T00:32:25Z,4090000,False,20.0,273.0,1,left,S. Pippen Jr. 27' 3PT step back (12 PTS),[1630590],1610612763.0,MEM,step back,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Center,,,,,,Made,,12.0,,27.38,,,,,,,,,,
416,PT03M13.00S,2024-02-05T00:30:10.2Z,3,REGULAR,3pt,Jump Shot,[],204001,64.33968462549278,21.813725490196077,1610612738,92,68,2024-02-05T00:30:14Z,4100000,False,-141.0,283.0,1,right,MISS K. Porzingis 31' 3PT,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,31.59,,,,,,,,,,
417,PT03M12.00S,2024-02-05T00:30:11.2Z,3,REGULAR,rebound,defensive,[],1641713,,,1610612763,92,68,2024-02-05T00:30:14Z,4110000,False,,,0,,G. Jackson REBOUND (Off:1 Def:4),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,,416.0,,,,5.0,4.0,1.0,,,,,,,
418,PT03M04.00S,2024-02-05T00:30:20.3Z,3,REGULAR,3pt,Jump Shot,[],1641713,9.017739816031538,95.34313725490196,1610612763,92,71,2024-02-05T00:30:24Z,4120000,False,-227.0,32.0,1,left,G. Jackson 3PT  (16 PTS) (S. Pippen Jr. 3 AST),"[1641713, 1630590]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Left Corner 3,24+ Left,,,,,,Made,,16.0,,22.9,,,,S. Pippen Jr.,1630590.0,3.0,,,,
420,PT02M49.00S,2024-02-05T00:30:34.4Z,3,REGULAR,3pt,Jump Shot,[],1628369,72.61826544021025,17.15686274509804,1610612738,92,71,2024-02-05T00:30:41Z,4140000,False,-164.0,205.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,26.26,,,,,,,,,,
421,PT02M47.00S,2024-02-05T00:30:36.4Z,3,REGULAR,rebound,defensive,[],1641713,,,1610612763,92,71,2024-02-05T00:30:41Z,4150000,False,,,0,,G. Jackson REBOUND (Off:1 Def:5),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,,420.0,,,,6.0,5.0,1.0,,,,,,,
422,PT02M26.00S,2024-02-05T00:30:57.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1631223,13.748357424441524,50.98039215686274,1610612763,92,73,2024-02-05T00:31:01Z,4160000,False,-5.0,77.0,1,left,D. Roddy 7' turnaround Hook (12 PTS),[1631223],1610612763.0,MEM,turnaround,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,12.0,,7.69,,,,,,,,,,
423,PT02M11.00S,2024-02-05T00:31:12.2Z,3,REGULAR,3pt,Jump Shot,[],1628401,76.95466491458606,10.294117647058822,1610612738,95,73,2024-02-05T00:31:16Z,4170000,False,-199.0,164.0,1,right,D. White 25' 3PT  (15 PTS) (K. Porzingis 2 AST),"[1628401, 204001]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,15.0,,25.75,,,,K. Porzingis,204001.0,2.0,,,,
425,PT01M56.00S,2024-02-05T00:31:27.7Z,3,REGULAR,turnover,bad pass,[],1630590,,,1610612763,95,73,2024-02-05T00:31:30Z,4190000,False,,,0,,S. Pippen Jr. bad pass TURNOVER (1 TO),"[1630590, 1628401]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,1.0,,,,,,,,White,1628401.0,,
426,PT01M56.00S,2024-02-05T00:31:27.7Z,3,REGULAR,steal,,[],1628401,,,1610612738,95,73,2024-02-05T00:31:29Z,4200000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
427,PT01M53.00S,2024-02-05T00:31:30.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,93.9060446780552,49.754901960784316,1610612738,97,73,2024-02-05T00:31:36Z,4210000,False,-1.0,5.0,1,right,J. Tatum running DUNK (34 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,Made,,34.0,,0.49,,,,,,,,,,
429,PT01M53.00S,2024-02-05T00:31:36.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,97,73,2024-02-05T00:31:36Z,4230000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT01M53.00S,2024-02-05T00:33:44.1Z,3,REGULAR,substitution,out,[],1628401,,,1610612763,97,73,2024-02-05T00:34:38Z,4240000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT01M53.00S,2024-02-05T00:33:44.1Z,3,REGULAR,substitution,in,[],1630202,,,1610612763,97,73,2024-02-05T00:34:38Z,4250000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT01M42.00S,2024-02-05T00:34:52.6Z,3,REGULAR,3pt,Jump Shot,[],1631223,17.0335085413929,4.166666666666666,1610612763,97,73,2024-02-05T00:35:06Z,4260000,False,229.0,108.0,1,left,MISS D. Roddy 25' 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,25.32,,,,,,,,,,
433,PT01M40.00S,2024-02-05T00:34:54.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,97,73,2024-02-05T00:35:06Z,4270000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,432.0,,,,,,,,,,,,,
434,PT01M40.00S,2024-02-05T00:35:00.8Z,3,REGULAR,foul,personal,[],204001,,,1610612763,97,73,2024-02-05T00:35:19Z,4280000,False,,,0,,K. Porzingis loose ball personal FOUL (1 PF),"[204001, 1641998]",1610612738.0,BOS,loose ball,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,2003.0,1.0,0.0,Jemison,1641998.0,,,,,,,,,,,,,,,
436,PT01M33.00S,2024-02-05T00:35:29.4Z,3,REGULAR,turnover,out-of-bounds,[],1630590,,,1610612763,97,73,2024-02-05T00:35:34Z,4300000,False,,,0,,S. Pippen Jr. bad pass out-of-bounds TURNOVER (2 TO),[1630590],1610612763.0,MEM,bad pass,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Right Center,2003.0,,,,,,,,2.0,,,,,,,,,,,
437,PT01M20.00S,2024-02-05T00:35:54.0Z,3,REGULAR,foul,personal,[],1630590,,,1610612738,97,73,2024-02-05T00:36:01Z,4310000,False,,,0,,S. Pippen Jr. personal FOUL (3 PF),"[1630590, 1630202]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Mid-Range,16-24 Left,202053.0,3.0,0.0,Pritchard,1630202.0,,,,,,,,,,,,,,,
439,PT01M13.00S,2024-02-05T00:36:14.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,72.61826544021025,80.88235294117648,1610612738,97,73,2024-02-05T00:37:05Z,4330000,False,154.0,205.0,1,right,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,25.66,,,,,,,,,,
440,PT01M11.00S,2024-02-05T00:36:16.3Z,3,REGULAR,rebound,defensive,[],1630590,,,1610612763,97,73,2024-02-05T00:36:21Z,4340000,False,,,0,,S. Pippen Jr. REBOUND (Off:0 Def:4),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,439.0,,,,4.0,4.0,0.0,,,,,,,
441,PT00M57.20S,2024-02-05T00:36:29.6Z,3,REGULAR,2pt,Jump Shot,[],1641713,12.302890932982917,13.480392156862745,1610612763,97,73,2024-02-05T00:36:35Z,4350000,False,183.0,63.0,1,left,MISS G. Jackson 19' pullup Shot,[1641713],1610612763.0,MEM,pullup,,,Jackson,G. Jackson,,,,,Mid-Range,16-24 Right,,,,,,Missed,,,,19.32,,,,,,,,,,
442,PT00M55.00S,2024-02-05T00:36:31.8Z,3,REGULAR,rebound,defensive,[],1628436,,,1610612738,97,73,2024-02-05T00:36:35Z,4360000,False,,,0,,L. Kornet REBOUND (Off:5 Def:3),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Mid-Range,16-24 Right,,,,,,,441.0,,,,8.0,3.0,5.0,,,,,,,
443,PT00M48.10S,2024-02-05T00:36:39.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],204001,93.9060446780552,55.63725490196079,1610612738,97,73,2024-02-05T00:36:56Z,4370000,False,28.0,5.0,1,right,MISS K. Porzingis alley-oop Layup,[204001],1610612738.0,BOS,alley-oop,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,2.86,,,,,,,,,,
444,PT00M45.70S,2024-02-05T00:36:42.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,97,73,2024-02-05T00:44:21Z,4380000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,443.0,,,,,,,,,,,,,
445,PT00M43.20S,2024-02-05T00:37:13.8Z,3,REGULAR,jumpball,recovered,[],204001,,,1610612738,97,73,2024-02-05T00:45:25Z,4390000,False,,,0,,Jump Ball L. Kornet vs. T. Jemison: Tip to K. Porzingis,"[204001, 1628436, 1641998]",1610612738.0,BOS,heldball,K. Porzingis,204001.0,Porzingis,K. Porzingis,Kornet,1628436.0,Jemison,1641998.0,,,,,,,,,,,,,,,,,,,,,,
450,PT00M40.90S,2024-02-05T00:37:15.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",204001,92.72339027595268,49.26470588235294,1610612738,99,73,2024-02-05T00:44:25Z,4440000,False,-4.0,16.0,1,right,K. Porzingis turnaround bank Jump Shot (26 PTS) (L. Kornet 1 AST),"[204001, 1628436]",1610612738.0,BOS,turnaround bank,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,Made,,26.0,,1.63,,,,L. Kornet,1628436.0,1.0,,,,
452,PT00M32.50S,2024-02-05T00:37:24.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641713,18.478975032851512,39.21568627450981,1610612763,99,75,2024-02-05T00:37:29Z,4460000,False,54.0,121.0,1,left,G. Jackson 13' pullup Jump Shot (18 PTS) (S. Pippen Jr. 4 AST),"[1641713, 1630590]",1610612763.0,MEM,pullup,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,18.0,,13.26,,,,S. Pippen Jr.,1630590.0,4.0,,,,
453,PT00M27.60S,2024-02-05T00:37:34.2Z,3,REGULAR,2pt,Jump Shot,[],1628369,73.2136990801577,72.32689950980392,1610612738,99,75,2024-02-05T01:11:29Z,4470000,False,112.0,199.0,1,right,MISS J. Tatum 22' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,,22.84,,,,,,,,,,
454,PT00M25.20S,2024-02-05T00:37:36.6Z,3,REGULAR,rebound,offensive,[],1630202,,,1610612738,99,75,2024-02-05T00:37:48Z,4480000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,,453.0,,,,2.0,1.0,1.0,,,,,,,
456,PT00M13.80S,2024-02-05T00:37:48.0Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,99,75,2024-02-05T00:37:51Z,4490000,False,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 1641713]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,,,,,,2.0,,,,,,,,Jackson,1641713.0,,
457,PT00M13.80S,2024-02-05T00:37:48.0Z,3,REGULAR,steal,,[],1641713,,,1610612763,99,75,2024-02-05T00:37:50Z,4500000,False,,,0,,G. Jackson STEAL (2 STL),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
458,PT00M12.90S,2024-02-05T00:37:55.8Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",204001,,,1610612763,99,75,2024-02-05T00:38:12Z,4510000,False,,,0,,K. Porzingis transition take personal FOUL (2 PF) (Jackson 1 FT),"[204001, 1641713]",1610612738.0,BOS,transition take,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,1162.0,2.0,0.0,Jackson,1641713.0,,,,,,,,,,,,,,,
460,PT00M12.90S,2024-02-05T00:38:18.3Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1630562,,,1610612763,99,76,2024-02-05T00:38:18Z,4530000,False,,,0,,M. Hurt transition take Free Throw 1 of 1 (5 PTS),[1630562],1610612763.0,MEM,transition take,,,Hurt,M. Hurt,,,,,,,,,,,,Made,,5.0,,,,,,,,,,,,
461,PT00M12.90S,2024-02-05T00:38:28.6Z,3,REGULAR,substitution,out,[],204001,,,1610612738,99,76,2024-02-05T00:38:33Z,4540000,False,,,0,,SUB out: K. Porzingis,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT00M12.90S,2024-02-05T00:38:28.6Z,3,REGULAR,substitution,in,[],1629052,,,1610612738,99,76,2024-02-05T00:38:33Z,4550000,False,,,0,,SUB in: O. Brissett,[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT00M12.90S,2024-02-05T00:38:45.1Z,3,REGULAR,substitution,out,[],1628436,,,1610612738,99,76,2024-02-05T00:38:49Z,4560000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT00M12.90S,2024-02-05T00:38:45.1Z,3,REGULAR,substitution,in,[],201950,,,1610612738,99,76,2024-02-05T00:38:49Z,4570000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT00M03.80S,2024-02-05T00:39:04.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630562,28.728646517739815,83.82352941176471,1610612763,99,76,2024-02-05T00:39:14Z,4580000,False,-169.0,218.0,1,left,MISS M. Hurt 27' 3PT,[1630562],1610612763.0,MEM,,,,Hurt,M. Hurt,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,27.55,,,,,,,,,,
466,PT00M01.00S,2024-02-05T00:39:12.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,99,76,2024-02-05T00:39:12Z,4590000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,465.0,,,,,,,,,,,,,
468,PT00M00.00S,2024-02-05T00:39:19.1Z,3,REGULAR,3pt,Jump Shot,[],1630202,61.58015768725361,68.38235294117648,1610612738,99,76,2024-02-05T00:39:30Z,4610000,False,92.0,309.0,1,right,MISS P. Pritchard 32' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,32.2,,,,,,,,,,
469,PT00M00.00S,2024-02-05T00:39:22.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,99,76,2024-02-05T00:39:22Z,4620000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,468.0,,,,,,,,,,,,,
470,PT00M00.00S,2024-02-05T00:39:33.8Z,3,REGULAR,period,end,[],0,,,1610612738,99,76,2024-02-05T00:39:33Z,4630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2024-02-05T00:41:35.9Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,99,76,2024-02-05T00:41:58Z,4640000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2024-02-05T00:41:35.9Z,4,REGULAR,substitution,out,['startperiod'],1631223,,,1610612738,99,76,2024-02-05T00:41:58Z,4650000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2024-02-05T00:41:35.9Z,4,REGULAR,substitution,out,['startperiod'],1641713,,,1610612738,99,76,2024-02-05T00:41:58Z,4660000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2024-02-05T00:41:35.9Z,4,REGULAR,substitution,in,['startperiod'],1628436,,,1610612738,99,76,2024-02-05T00:41:58Z,4670000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2024-02-05T00:41:35.9Z,4,REGULAR,substitution,in,['startperiod'],1628379,,,1610612738,99,76,2024-02-05T00:41:58Z,4680000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2024-02-05T00:41:35.9Z,4,REGULAR,substitution,in,['startperiod'],1631367,,,1610612738,99,76,2024-02-05T00:41:58Z,4690000,False,,,0,,SUB in: J. Gilyard,[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2024-02-05T00:42:04.8Z,4,REGULAR,period,start,[],0,,,1610612738,99,76,2024-02-05T00:42:04Z,4700000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT11M46.00S,2024-02-05T00:42:22.1Z,4,REGULAR,foul,offensive,[],1630202,,,1610612738,99,76,2024-02-05T00:42:38Z,4710000,False,,,0,,P. Pritchard offensive FOUL (1 PF),"[1630202, 1630590]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Right,202053.0,1.0,0.0,Pippen Jr.,1630590.0,,,,,,,,,,,,,,,
480,PT11M46.00S,2024-02-05T00:42:22.1Z,4,REGULAR,turnover,offensive foul,[],1630202,,,1610612738,99,76,2024-02-05T00:42:22Z,4730000,False,,,0,,P. Pritchard offensive foul TURNOVER (1 TO),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Right,202053.0,,,,,,,,1.0,,,,,,,,,,,
481,PT11M33.00S,2024-02-05T00:42:48.7Z,4,REGULAR,foul,personal,[],1629052,,,1610612763,99,76,2024-02-05T00:42:59Z,4740000,False,,,0,,O. Brissett loose ball personal FOUL (1 PF),"[1629052, 1630562]",1610612738.0,BOS,loose ball,,,Brissett,O. Brissett,,,,,Mid-Range,16-24 Left Center,202053.0,1.0,0.0,Hurt,1630562.0,,,,,,,,,,,,,,,
483,PT11M25.00S,2024-02-05T00:43:14.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641998,5.387647831800263,54.6798406862745,1610612763,99,78,2024-02-05T00:43:20Z,4760000,False,-23.0,-2.0,1,left,T. Jemison driving reverse Layup (6 PTS) (M. Hurt 2 AST),"[1641998, 1630562]",1610612763.0,MEM,driving reverse,,,Jemison,T. Jemison,,,,,Restricted Area,0-8 Center,,,,,,Made,,6.0,,2.35,,,,M. Hurt,1630562.0,2.0,,,,
485,PT11M07.00S,2024-02-05T00:43:32.7Z,4,REGULAR,turnover,bad pass,[],1628436,,,1610612738,99,78,2024-02-05T00:43:36Z,4780000,False,,,0,,L. Kornet bad pass TURNOVER (1 TO),"[1628436, 1631367]",1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1.0,,,,,,,,Gilyard,1631367.0,,
486,PT11M07.00S,2024-02-05T00:43:32.7Z,4,REGULAR,steal,,[],1631367,,,1610612763,99,78,2024-02-05T00:43:34Z,4790000,False,,,0,,J. Gilyard STEAL (2 STL),[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
487,PT10M46.00S,2024-02-05T00:43:57.9Z,4,REGULAR,foul,personal,['2freethrow'],1630202,,,1610612763,99,78,2024-02-05T00:44:10Z,4800000,False,,,0,,P. Pritchard shooting personal FOUL (2 PF) (Pippen Jr. 2 FT),"[1630202, 1630590]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,2003.0,2.0,0.0,Pippen Jr.,1630590.0,,,,,,,,,,,,,,,
489,PT10M46.00S,2024-02-05T00:44:25.3Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630590,,,1610612763,99,78,2024-02-05T00:44:25Z,4820000,False,,,0,,MISS S. Pippen Jr. Free Throw 1 of 2,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
490,PT10M46.00S,2024-02-05T00:44:25.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,99,78,2024-02-05T00:44:25Z,4830000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,489.0,,,,,,,,,,,,,
491,PT10M46.00S,2024-02-05T00:44:42.9Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630590,,,1610612763,99,79,2024-02-05T00:44:42Z,4840000,False,,,0,,S. Pippen Jr. Free Throw 2 of 2 (13 PTS),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,Made,,13.0,,,,,,,,,,,,
492,PT10M35.00S,2024-02-05T00:45:00.2Z,4,REGULAR,foul,personal,[],1628379,,,1610612738,99,79,2024-02-05T00:45:08Z,4850000,False,,,0,,L. Kennard personal FOUL (3 PF),"[1628379, 1628436]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),0-8 Center,1162.0,3.0,0.0,Kornet,1628436.0,,,,,,,,,,,,,,,
494,PT10M25.00S,2024-02-05T00:45:32.6Z,4,REGULAR,foul,personal,['2freethrow'],1630562,,,1610612738,99,79,2024-02-05T00:45:39Z,4870000,False,,,0,,M. Hurt shooting personal FOUL (1 PF) (Kornet 2 FT),"[1630562, 1628436]",1610612763.0,MEM,shooting,,,Hurt,M. Hurt,,,,,Restricted Area,0-8 Center,2003.0,1.0,0.0,Kornet,1628436.0,,,,,,,,,,,,,,,
496,PT10M25.00S,2024-02-05T00:45:54.0Z,4,REGULAR,freethrow,1 of 2,[],1628436,,,1610612738,100,79,2024-02-05T00:45:54Z,4890000,False,,,0,,L. Kornet Free Throw 1 of 2 (1 PTS),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
497,PT10M25.00S,2024-02-05T00:46:09.2Z,4,REGULAR,freethrow,2 of 2,[],1628436,,,1610612738,101,79,2024-02-05T00:46:09Z,4900000,False,,,0,,L. Kornet Free Throw 2 of 2 (2 PTS),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
