actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
353,PT09M22.00S,2025-03-15T23:27:53.7Z,3,REGULAR,rebound,defensive,[],1629661,,,1610612751,58,63,2025-03-15T23:27:54Z,3420000,False,,,0,,C. Johnson REBOUND (Off:1 Def:5),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,,,352.0,6.0,5.0,1.0,,,,,,,,,,,,,,
354,PT09M10.00S,2025-03-15T23:28:05.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,8.623521681997373,64.4607843137255,1610612751,58,63,2025-03-15T23:30:09Z,3430000,False,-72.0,29.0,1,left,MISS D. Russell 7' driving floating Shot,[1626156],1610612751.0,BKN,driving floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,7.78,Missed,,,,,,,,,,,,,,,,,,
355,PT09M08.00S,2025-03-15T23:28:07.2Z,3,REGULAR,rebound,offensive,[],1626156,,,1610612751,58,63,2025-03-15T23:28:12Z,3440000,False,,,0,,D. Russell REBOUND (Off:1 Def:1),[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,Mid-Range,16-24 Center,,,354.0,2.0,1.0,1.0,,,,,,,,,,,,,,
356,PT09M07.00S,2025-03-15T23:28:10.4Z,3,REGULAR,foul,personal,['2freethrow'],201950,,,1610612751,58,63,2025-03-15T23:28:18Z,3450000,False,,,0,,J. Holiday shooting personal FOUL (3 PF) (Russell 2 FT),"[201950, 1626156]",1610612738.0,BOS,shooting,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202026.0,,,,,,,3.0,0.0,Russell,1626156.0,,
358,PT09M07.00S,2025-03-15T23:28:33.5Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1626156,,,1610612751,58,63,2025-03-15T23:28:33Z,3470000,False,,,0,,MISS D. Russell Free Throw 1 of 2,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
359,PT09M07.00S,2025-03-15T23:28:33.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,58,63,2025-03-15T23:28:33Z,3480000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,358.0,,,,,,,,,,,,,,,,,
360,PT09M07.00S,2025-03-15T23:28:50.7Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1626156,,,1610612751,59,63,2025-03-15T23:28:50Z,3490000,False,,,0,,D. Russell Free Throw 2 of 2 (6 PTS),[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
361,PT08M49.00S,2025-03-15T23:29:10.6Z,3,REGULAR,3pt,Jump Shot,[],1630573,66.3107752956636,43.13725490196079,1610612738,59,66,2025-03-15T23:29:16Z,3500000,False,-34.0,264.0,1,right,S. Hauser 26' 3PT  (6 PTS) (J. Tatum 5 AST),"[1630573, 1628369]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,26.64,Made,,,,,6.0,,J. Tatum,1628369.0,5.0,,,,,,,,,
363,PT08M39.00S,2025-03-15T23:29:20.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,7.046649145860711,52.94117647058824,1610612751,61,66,2025-03-15T23:29:26Z,3520000,False,-15.0,14.0,1,left,D. Russell driving Layup (8 PTS) (K. Johnson 2 AST),"[1626156, 1630553]",1610612751.0,BKN,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,2.01,Made,,,,,8.0,,K. Johnson,1630553.0,2.0,,,,,,,,,
365,PT08M17.00S,2025-03-15T23:29:41.8Z,3,REGULAR,3pt,Jump Shot,[],201950,68.28186596583443,66.66666666666666,1610612738,61,66,2025-03-15T23:31:10Z,3540000,False,83.0,246.0,1,right,MISS J. Holiday 25' pullup 3PT,[201950],1610612738.0,BOS,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,25.94,Missed,,,,,,,,,,,,,,,,,,
366,PT08M14.00S,2025-03-15T23:29:44.8Z,3,REGULAR,rebound,defensive,[],1629661,,,1610612751,61,66,2025-03-15T23:29:46Z,3550000,False,,,0,,C. Johnson REBOUND (Off:1 Def:6),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,,,365.0,7.0,6.0,1.0,,,,,,,,,,,,,,
367,PT08M11.00S,2025-03-15T23:29:48.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630533,3.892904073587385,95.09803921568627,1610612751,61,66,2025-03-15T23:29:55Z,3560000,False,-225.0,-16.0,1,left,MISS Z. Williams running 3PT,[1630533],1610612751.0,BKN,running,,,Williams,Z. Williams,,,,,Left Corner 3,24+ Left,22.61,Missed,,,,,,,,,,,,,,,,,,
368,PT08M07.00S,2025-03-15T23:29:52.6Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,61,66,2025-03-15T23:29:55Z,3570000,False,,,0,,J. Brown REBOUND (Off:0 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,,,367.0,6.0,6.0,0.0,,,,,,,,,,,,,,
369,PT07M52.00S,2025-03-15T23:30:07.5Z,3,REGULAR,2pt,Jump Shot,[],204001,74.32654402102497,48.77450980392157,1610612738,61,68,2025-03-15T23:30:36Z,3580000,False,-6.0,189.0,1,right,K. Porziņģis 18' Jump Shot (10 PTS) (J. Tatum 6 AST),"[204001, 1628369]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,16-24 Center,18.89,Made,,,,,10.0,,J. Tatum,1628369.0,6.0,,,,,,,,,
371,PT07M34.00S,2025-03-15T23:30:25.4Z,3,REGULAR,3pt,Jump Shot,[],1629661,31.488173455978973,32.84313725490196,1610612751,61,68,2025-03-15T23:30:33Z,3600000,False,86.0,243.0,1,left,MISS C. Johnson 25' pullup 3PT,[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,25.82,Missed,,,,,,,,,,,,,,,,,,
372,PT07M31.00S,2025-03-15T23:30:28.4Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,61,68,2025-03-15T23:30:33Z,3610000,False,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,371.0,7.0,7.0,0.0,,,,,,,,,,,,,,
373,PT07M24.00S,2025-03-15T23:30:36.0Z,3,REGULAR,3pt,Jump Shot,[],1628369,66.04796320630749,40.44117647058824,1610612738,61,71,2025-03-15T23:31:58Z,3620000,False,-48.0,267.0,1,right,J. Tatum 27' 3PT pullup bank (16 PTS),[1628369],1610612738.0,BOS,pullup bank,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,27.09,Made,,,,,16.0,,,,,,,,,,,,,
374,PT07M11.00S,2025-03-15T23:30:48.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,8.09789750328515,43.872549019607845,1610612751,61,71,2025-03-15T23:30:52Z,3630000,False,31.0,24.0,1,left,MISS K. Johnson driving reverse Layup,[1630553],1610612751.0,BKN,driving reverse,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,3.86,Missed,,,,,,,,,,,,,,,,,,
375,PT07M09.00S,2025-03-15T23:30:50.3Z,3,REGULAR,rebound,defensive,[],201950,,,1610612738,61,71,2025-03-15T23:30:52Z,3640000,False,,,0,,J. Holiday REBOUND (Off:2 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,374.0,3.0,1.0,2.0,,,,,,,,,,,,,,
376,PT07M00.00S,2025-03-15T23:31:00.1Z,3,REGULAR,3pt,Jump Shot,[],201950,67.23061760840999,45.34313725490196,1610612738,61,74,2025-03-15T23:31:04Z,3650000,False,-23.0,256.0,1,right,J. Holiday 25' 3PT  (9 PTS) (J. Brown 3 AST),"[201950, 1627759]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,25.66,Made,,,,,9.0,,J. Brown,1627759.0,3.0,,,,,,,,,
378,PT06M39.00S,2025-03-15T23:31:20.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,7.30946123521682,46.32352941176471,1610612751,63,74,2025-03-15T23:32:46Z,3670000,False,18.0,16.0,1,left,C. Johnson cutting finger roll Layup (10 PTS) (D. Sharpe 4 AST),"[1629661, 1630549]",1610612751.0,BKN,cutting finger roll,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,10.0,,D. Sharpe,1630549.0,4.0,,,,,,,,,
379,PT06M18.00S,2025-03-15T23:31:42.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],204001,91.14651773981603,49.50980392156863,1610612738,63,74,2025-03-15T23:31:46Z,3680000,False,-2.0,31.0,1,right,MISS K. Porziņģis cutting finger roll Layup,[204001],1610612738.0,BOS,cutting finger roll,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,3.08,Missed,,,,,,,,,,,,,,,,,,
380,PT06M15.00S,2025-03-15T23:31:45.2Z,3,REGULAR,rebound,defensive,[],1630549,,,1610612751,63,74,2025-03-15T23:31:46Z,3690000,False,,,0,,D. Sharpe REBOUND (Off:4 Def:4),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,379.0,8.0,4.0,4.0,,,,,,,,,,,,,,
381,PT06M13.00S,2025-03-15T23:31:46.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,33.065045992115635,50.0,1610612751,66,74,2025-03-15T23:31:54Z,3700000,False,0.0,258.0,1,left,D. Russell 25' 3PT running pullup (11 PTS),[1626156],1610612751.0,BKN,running pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,25.83,Made,,,,,11.0,,,,,,,,,,,,,
383,PT06M12.00S,2025-03-15T23:31:51.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,66,74,2025-03-15T23:31:51Z,3710000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT06M12.00S,2025-03-15T23:31:58.0Z,3,REGULAR,substitution,out,[],1630533,,,1610612738,66,74,2025-03-15T23:34:15Z,3720000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT06M12.00S,2025-03-15T23:31:58.0Z,3,REGULAR,substitution,out,[],1626156,,,1610612738,66,74,2025-03-15T23:34:15Z,3730000,False,,,0,,SUB out: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT06M12.00S,2025-03-15T23:31:58.0Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,66,74,2025-03-15T23:34:15Z,3740000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT06M12.00S,2025-03-15T23:31:58.0Z,3,REGULAR,substitution,out,[],204001,,,1610612738,66,74,2025-03-15T23:34:15Z,3750000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT06M12.00S,2025-03-15T23:31:58.0Z,3,REGULAR,substitution,in,[],1641736,,,1610612738,66,74,2025-03-15T23:34:15Z,3760000,False,,,0,,SUB in: R. Beekman,[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT06M12.00S,2025-03-15T23:31:58.0Z,3,REGULAR,substitution,in,[],1630592,,,1610612738,66,74,2025-03-15T23:34:15Z,3770000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT06M12.00S,2025-03-15T23:31:58.0Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,66,74,2025-03-15T23:34:15Z,3780000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT06M12.00S,2025-03-15T23:31:58.0Z,3,REGULAR,substitution,in,[],1628436,,,1610612738,66,74,2025-03-15T23:34:15Z,3790000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT05M49.00S,2025-03-15T23:35:06.5Z,3,REGULAR,2pt,Jump Shot,[],1628369,77.08607095926413,63.725490196078425,1610612738,66,74,2025-03-15T23:35:27Z,3800000,False,69.0,163.0,1,right,MISS J. Tatum 17' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,17.68,Missed,,,,,,,,,,,,,,,,,,
393,PT05M44.00S,2025-03-15T23:35:11.5Z,3,REGULAR,rebound,defensive,[],1630549,,,1610612751,66,74,2025-03-15T23:35:12Z,3810000,False,,,0,,D. Sharpe REBOUND (Off:4 Def:5),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Right Center,,,392.0,9.0,5.0,4.0,,,,,,,,,,,,,,
394,PT05M30.00S,2025-03-15T23:35:25.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,5.995400788436268,49.01960784313725,1610612751,66,74,2025-03-15T23:35:59Z,3820000,False,5.0,4.0,1,left,MISS C. Johnson driving Layup,[1629661],1610612751.0,BKN,driving,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,0.63,Missed,,,,,,,,,,,,,,,,,,
395,PT05M27.00S,2025-03-15T23:35:28.4Z,3,REGULAR,rebound,offensive,[],1629661,,,1610612751,66,74,2025-03-15T23:38:55Z,3830000,False,,,0,,C. Johnson REBOUND (Off:2 Def:6),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,394.0,8.0,6.0,2.0,,,,,,,,,,,,,,
417,PT05M25.00S,2025-03-15T23:35:30.7Z,3,REGULAR,turnover,bad pass,[],1629661,,,1610612751,66,74,2025-03-15T23:38:49Z,3835000,False,,,0,,C. Johnson bad pass TURNOVER (2 TO),"[1629661, 1630202]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,,,,,Pritchard,1630202.0
418,PT05M25.00S,2025-03-15T23:35:30.7Z,3,REGULAR,steal,,[],1630202,,,1610612738,66,74,2025-03-15T23:38:49Z,3837500,False,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
396,PT05M19.00S,2025-03-15T23:35:36.0Z,3,REGULAR,turnover,bad pass,[],1630202,,,1610612738,66,74,2025-03-15T23:35:41Z,3840000,False,,,0,,P. Pritchard bad pass TURNOVER (2 TO),"[1630202, 1630553]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,2.0,,,,,Johnson,1630553.0
397,PT05M19.00S,2025-03-15T23:35:36.0Z,3,REGULAR,steal,,[],1630553,,,1610612751,66,74,2025-03-15T23:35:37Z,3850000,False,,,0,,K. Johnson STEAL (1 STL),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
398,PT05M15.00S,2025-03-15T23:35:39.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630553,6.652431011826544,49.754901960784316,1610612751,68,74,2025-03-15T23:35:46Z,3860000,False,1.0,10.0,1,left,K. Johnson running reverse DUNK (16 PTS),[1630553],1610612751.0,BKN,running reverse,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,16.0,,,,,,,,,,,,,
399,PT05M00.00S,2025-03-15T23:35:55.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.59198423127464,48.77450980392157,1610612738,68,76,2025-03-15T23:36:00Z,3870000,False,-6.0,17.0,1,right,J. Tatum driving finger roll Layup (18 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.82,Made,,,,,18.0,,,,,,,,,,,,,
400,PT04M46.00S,2025-03-15T23:36:11.3Z,3,REGULAR,violation,kicked ball,[],1628436,,,1610612751,68,76,2025-03-15T23:36:22Z,3880000,False,,,0,,L. Kornet kicked ball VIOLATION,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,202026.0,,,,,,,,,,,,
401,PT04M46.00S,2025-03-15T23:36:17.3Z,3,REGULAR,substitution,out,[],201950,,,1610612751,68,76,2025-03-15T23:36:26Z,3890000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT04M46.00S,2025-03-15T23:36:17.3Z,3,REGULAR,substitution,in,[],1629674,,,1610612751,68,76,2025-03-15T23:36:26Z,3900000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT04M36.00S,2025-03-15T23:36:41.0Z,3,REGULAR,3pt,Jump Shot,[],1630553,28.728646517739815,74.75490196078431,1610612751,71,76,2025-03-15T23:36:45Z,3910000,False,-124.0,218.0,1,left,K. Johnson 25' 3PT  (19 PTS) (C. Johnson 4 AST),"[1630553, 1629661]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,25.03,Made,,,,,19.0,,C. Johnson,1629661.0,4.0,,,,,,,,,
405,PT04M15.00S,2025-03-15T23:37:01.8Z,3,REGULAR,2pt,Jump Shot,[],1628369,93.24901445466492,75.24509803921569,1610612738,71,76,2025-03-15T23:37:08Z,3930000,False,126.0,11.0,1,right,MISS J. Tatum 12' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,12.67,Missed,,,,,,,,,,,,,,,,,,
406,PT04M13.00S,2025-03-15T23:37:03.8Z,3,REGULAR,rebound,offensive,[],1630573,,,1610612738,71,76,2025-03-15T23:37:08Z,3940000,False,,,0,,S. Hauser REBOUND (Off:1 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,8-16 Right,,,405.0,2.0,1.0,1.0,,,,,,,,,,,,,,
407,PT04M06.00S,2025-03-15T23:37:12.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628436,93.77463863337714,46.32352941176471,1610612738,71,78,2025-03-15T23:37:15Z,3950000,False,-18.0,6.0,1,right,L. Kornet alley-oop DUNK (10 PTS) (P. Pritchard 2 AST),"[1628436, 1630202]",1610612738.0,BOS,alley-oop,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,1.94,Made,,,,,10.0,,P. Pritchard,1630202.0,2.0,,,,,,,,,
409,PT03M42.00S,2025-03-15T23:37:35.1Z,3,REGULAR,3pt,Jump Shot,[],1641736,3.3672798948751645,96.56862745098039,1610612751,71,78,2025-03-15T23:37:41Z,3970000,False,-233.0,-21.0,1,left,MISS R. Beekman 3PT,[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,Left Corner 3,24+ Left,23.37,Missed,,,,,,,,,,,,,,,,,,
410,PT03M40.00S,2025-03-15T23:37:37.9Z,3,REGULAR,rebound,defensive,[],1628436,,,1610612738,71,78,2025-03-15T23:37:37Z,3980000,False,,,0,,L. Kornet REBOUND (Off:3 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Left Corner 3,24+ Left,,,409.0,5.0,2.0,3.0,,,,,,,,,,,,,,
411,PT03M32.00S,2025-03-15T23:37:45.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,93.77463863337714,47.794117647058826,1610612738,71,80,2025-03-15T23:37:49Z,3990000,False,-11.0,6.0,1,right,P. Pritchard driving Layup (13 PTS),[1630202],1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,1.25,Made,,,,,13.0,,,,,,,,,,,,,
412,PT03M19.00S,2025-03-15T23:37:58.5Z,3,REGULAR,3pt,Jump Shot,[],1630553,29.38567674113009,71.81372549019608,1610612751,71,80,2025-03-15T23:38:02Z,4000000,False,-109.0,224.0,1,left,MISS K. Johnson 24' pullup 3PT,[1630553],1610612751.0,BKN,pullup,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,24.89,Missed,,,,,,,,,,,,,,,,,,
413,PT03M16.00S,2025-03-15T23:38:01.5Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,71,80,2025-03-15T23:38:02Z,4010000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,412.0,4.0,3.0,1.0,,,,,,,,,,,,,,
414,PT02M59.00S,2025-03-15T23:38:19.1Z,3,REGULAR,3pt,Jump Shot,[],1630573,65.91655716162943,31.61764705882353,1610612738,71,83,2025-03-15T23:38:26Z,4020000,False,-92.0,268.0,1,right,S. Hauser 28' 3PT  (9 PTS) (P. Pritchard 3 AST),"[1630573, 1630202]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,28.32,Made,,,,,9.0,,P. Pritchard,1630202.0,3.0,,,,,,,,,
416,PT02M57.00S,2025-03-15T23:38:27.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612751,71,83,2025-03-15T23:38:30Z,4040000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT02M57.00S,2025-03-15T23:38:42.0Z,3,REGULAR,substitution,out,[],1630553,,,1610612751,71,83,2025-03-15T23:40:14Z,4050000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT02M57.00S,2025-03-15T23:38:42.0Z,3,REGULAR,substitution,in,[],1631213,,,1610612751,71,83,2025-03-15T23:40:14Z,4060000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT02M44.00S,2025-03-15T23:40:23.6Z,3,REGULAR,2pt,Jump Shot,[],1629661,19.66162943495401,33.57843137254902,1610612751,73,83,2025-03-15T23:40:28Z,4070000,False,82.0,132.0,1,left,C. Johnson 15' pullup Jump Shot (12 PTS) (T. Martin 3 AST),"[1629661, 1631213]",1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Right,15.57,Made,,,,,12.0,,T. Martin,1631213.0,3.0,,,,,,,,,
423,PT02M20.00S,2025-03-15T23:40:47.3Z,3,REGULAR,3pt,Jump Shot,[],1628369,66.70499342969777,46.81372549019608,1610612738,73,83,2025-03-15T23:40:52Z,4090000,False,-16.0,260.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,26.1,Missed,,,,,,,,,,,,,,,,,,
424,PT02M17.00S,2025-03-15T23:40:50.3Z,3,REGULAR,rebound,defensive,[],1630549,,,1610612751,73,83,2025-03-15T23:40:52Z,4100000,False,,,0,,D. Sharpe REBOUND (Off:4 Def:6),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Center,,,423.0,10.0,6.0,4.0,,,,,,,,,,,,,,
425,PT02M12.00S,2025-03-15T23:40:57.7Z,3,REGULAR,turnover,out-of-bounds,[],1630592,,,1610612751,73,83,2025-03-15T23:41:05Z,4110000,False,,,0,,J. Wilson bad pass out-of-bounds TURNOVER (1 TO),[1630592],1610612751.0,BKN,bad pass,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Right Center,,,,,,,,202027.0,,,,,,1.0,,,,,,
426,PT02M12.00S,2025-03-15T23:41:01.6Z,3,REGULAR,substitution,out,[],1629661,,,1610612738,73,83,2025-03-15T23:41:12Z,4120000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT02M12.00S,2025-03-15T23:41:01.6Z,3,REGULAR,substitution,out,[],1630549,,,1610612738,73,83,2025-03-15T23:41:12Z,4130000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT02M12.00S,2025-03-15T23:41:01.6Z,3,REGULAR,substitution,in,[],1630533,,,1610612738,73,83,2025-03-15T23:41:12Z,4140000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT02M12.00S,2025-03-15T23:41:01.6Z,3,REGULAR,substitution,in,[],1641721,,,1610612738,73,83,2025-03-15T23:41:12Z,4150000,False,,,0,,SUB in: M. Lewis,[1641721],1610612751.0,BKN,,,,Lewis,M. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT01M49.00S,2025-03-15T23:41:43.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630573,93.64323258869908,46.32352941176471,1610612738,73,85,2025-03-15T23:41:47Z,4160000,False,-18.0,7.0,1,right,S. Hauser driving finger roll Layup (11 PTS) (J. Tatum 7 AST),"[1630573, 1628369]",1610612738.0,BOS,driving finger roll,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,1.98,Made,,,,,11.0,,J. Tatum,1628369.0,7.0,,,,,,,,,
432,PT01M37.00S,2025-03-15T23:41:53.9Z,3,REGULAR,3pt,Jump Shot,[],1630533,31.488173455978973,29.65686274509804,1610612751,76,85,2025-03-15T23:41:59Z,4180000,False,102.0,243.0,1,left,Z. Williams 26' 3PT  (8 PTS) (T. Martin 4 AST),"[1630533, 1631213]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,26.39,Made,,,,,8.0,,T. Martin,1631213.0,4.0,,,,,,,,,
