actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
338,PT00M07.00S,2025-02-08T01:38:11.7Z,2,REGULAR,violation,lane,[],1629130,,,1610612751,52,53,2025-02-08T01:42:55Z,3320000,False,,,0,,D. Robinson lane VIOLATION,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M07.00S,2025-02-08T01:38:11.7Z,2,REGULAR,freethrow,2 of 2,[],1629661,,,1610612751,53,53,2025-02-08T01:42:55Z,3330000,False,,,0,,C. Johnson Free Throw 2 of 2 (11 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,Made,,,,,,,11.0,,,,,,
342,PT00M00.00S,2025-02-08T01:39:30.0Z,2,REGULAR,period,end,[],0,,,1610612748,53,53,2025-02-08T01:39:30Z,3360000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2025-02-08T01:54:03.6Z,3,REGULAR,substitution,out,['startperiod'],1641787,,,1610612748,53,53,2025-02-08T01:54:47Z,3370000,False,,,0,,SUB out: T. Evbuomwan,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2025-02-08T01:54:03.6Z,3,REGULAR,substitution,out,['startperiod'],1626179,,,1610612748,53,53,2025-02-08T01:54:47Z,3380000,False,,,0,,SUB out: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2025-02-08T01:54:03.6Z,3,REGULAR,substitution,out,['startperiod'],1631107,,,1610612748,53,53,2025-02-08T01:54:47Z,3390000,False,,,0,,SUB out: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2025-02-08T01:54:03.6Z,3,REGULAR,substitution,in,['startperiod'],1626156,,,1610612748,53,53,2025-02-08T01:54:47Z,3400000,False,,,0,,SUB in: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2025-02-08T01:54:03.6Z,3,REGULAR,substitution,in,['startperiod'],1642276,,,1610612748,53,53,2025-02-08T01:54:47Z,3410000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2025-02-08T01:54:03.6Z,3,REGULAR,substitution,in,['startperiod'],1629312,,,1610612748,53,53,2025-02-08T01:54:47Z,3420000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2025-02-08T01:54:48.0Z,3,REGULAR,period,start,[],0,,,1610612751,53,53,2025-02-08T01:54:48Z,3430000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT11M45.00S,2025-02-08T01:55:03.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,11.563731931668855,57.83547794117647,1610612751,55,53,2025-02-08T01:55:35Z,3450000,False,-39.0,56.0,1,left,N. Claxton 6' turnaround Hook (6 PTS) (C. Johnson 2 AST),"[1629651, 1629661]",1610612751.0,BKN,turnaround,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.85,Made,,,,,,,6.0,C. Johnson,1629661.0,2.0,,,
353,PT11M24.00S,2025-02-08T01:55:25.9Z,3,REGULAR,3pt,Jump Shot,[],1629639,63.25558475689882,37.254901960784316,1610612748,55,53,2025-02-08T01:55:53Z,3470000,False,-64.0,293.0,1,right,MISS T. Herro 29' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,,,,29.97,Missed,,,,,,,,,,,,,
354,PT11M22.00S,2025-02-08T01:55:27.9Z,3,REGULAR,rebound,defensive,[],1629661,,,1610612751,55,53,2025-02-08T01:55:53Z,3480000,False,,,0,,C. Johnson REBOUND (Off:2 Def:2),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,353.0,4.0,2.0,2.0,,,,,,,
355,PT11M10.00S,2025-02-08T01:55:40.1Z,3,REGULAR,3pt,Jump Shot,[],1626156,6.5703022339027655,4.633884803921575,1610612751,55,53,2025-02-08T01:56:11Z,3490000,False,227.0,9.0,1,left,MISS D. Russell 3PT,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,Right Corner 3,24+ Right,,,,,,22.7,Missed,,,,,,,,,,,,,
356,PT11M07.00S,2025-02-08T01:55:43.1Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,55,53,2025-02-08T01:56:11Z,3500000,False,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,,,,,,,,,,355.0,2.0,2.0,0.0,,,,,,,
357,PT10M59.00S,2025-02-08T01:55:49.2Z,3,REGULAR,3pt,Jump Shot,[],1629639,63.64980289093298,50.245098039215684,1610612748,55,56,2025-02-08T01:56:35Z,3510000,False,1.0,289.0,1,right,T. Herro 28' 3PT pullup (10 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,,,,28.92,Made,,,,,,,10.0,,,,,,
358,PT10M38.00S,2025-02-08T01:56:10.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,10.988830486202366,44.85294117647059,1610612751,57,56,2025-02-08T01:57:21Z,3520000,False,26.0,51.0,1,left,N. Claxton turnaround bank Hook (8 PTS),[1629651],1610612751.0,BKN,turnaround bank,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.69,Made,,,,,,,8.0,,,,,,
359,PT10M23.00S,2025-02-08T01:56:26.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,83.31143232588698,55.736825980392155,1610612748,57,56,2025-02-08T01:57:50Z,3530000,False,29.0,104.0,1,right,MISS T. Herro 10' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.83,Missed,,,,,,,,,,,,,
360,PT10M20.00S,2025-02-08T01:56:29.8Z,3,REGULAR,rebound,defensive,[],1630553,,,1610612751,57,56,2025-02-08T01:57:50Z,3540000,False,,,0,,K. Johnson REBOUND (Off:1 Def:3),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,359.0,4.0,3.0,1.0,,,,,,,
361,PT10M11.00S,2025-02-08T01:56:39.1Z,3,REGULAR,turnover,out-of-bounds,[],1629651,,,1610612751,57,56,2025-02-08T01:58:18Z,3550000,False,,,0,,N. Claxton bad pass out-of-bounds TURNOVER (2 TO),[1629651],1610612751.0,BKN,bad pass,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Left,202007.0,,,,,,,,,,,,,,,,,2.0,,
363,PT10M11.00S,2025-02-08T01:57:03.6Z,3,REGULAR,foul,technical,['1freethrow'],203759,,,1610612748,57,56,2025-02-08T01:58:55Z,3570000,False,,,0,,TEAM foul technical,[203759],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,202007.0,,,,,,,,,,,,,,,,,,,
364,PT10M11.00S,2025-02-08T01:57:36.1Z,3,REGULAR,freethrow,1 of 1,[],1629639,,,1610612748,57,57,2025-02-08T01:57:36Z,3580000,False,,,0,,T. Herro technical Free Throw 1 of 1 (11 PTS),[1629639],1610612748.0,MIA,technical,,,Herro,T. Herro,,,,,,,,,,,,,Made,,,,,,,11.0,,,,,,
365,PT10M01.00S,2025-02-08T01:57:57.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628389,82.7365308804205,71.56862745098039,1610612748,57,59,2025-02-08T01:58:03Z,3590000,False,108.0,110.0,1,right,B. Adebayo 15' turnaround fadeaway Jump Shot (9 PTS),[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,,,,15.39,Made,,,,,,,9.0,,,,,,
366,PT09M39.00S,2025-02-08T01:58:22.3Z,3,REGULAR,2pt,Jump Shot,[],1630553,8.015768725361369,33.310355392156865,1610612751,57,59,2025-02-08T01:59:31Z,3600000,False,83.0,23.0,1,left,MISS K. Johnson 8' driving floating Shot,[1630553],1610612751.0,BKN,driving floating,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Right,,,,,,8.65,Missed,,,,,,,,,,,,,
367,PT09M38.00S,2025-02-08T01:58:23.3Z,3,REGULAR,rebound,defensive,[],1642276,,,1610612748,57,59,2025-02-08T01:59:31Z,3610000,False,,,0,,K. Ware REBOUND (Off:5 Def:5),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Mid-Range,8-16 Right,,,,,,,,,,366.0,10.0,5.0,5.0,,,,,,,
368,PT09M25.00S,2025-02-08T01:58:33.3Z,3,REGULAR,3pt,Jump Shot,[],1628389,66.17936925098554,64.2156862745098,1610612748,57,62,2025-02-08T01:59:41Z,3620000,False,71.0,265.0,1,right,B. Adebayo 27' 3PT  (12 PTS) (D. Robinson 1 AST),"[1628389, 1629130]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,,27.48,Made,,,,,,,12.0,D. Robinson,1629130.0,1.0,,,
370,PT09M24.00S,2025-02-08T01:58:39.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,57,62,2025-02-08T01:58:39Z,3640000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT09M09.00S,2025-02-08T02:01:52.7Z,3,REGULAR,3pt,Jump Shot,[],1629661,33.46131734559789,60.17156862745098,1610612751,57,62,2025-02-08T02:02:51Z,3650000,False,-51.0,262.0,1,left,MISS C. Johnson 26' step back 3PT,[1629661],1610612751.0,BKN,step back,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,,,,26.69,Missed,,,,,,,,,,,,,
372,PT09M06.00S,2025-02-08T02:01:55.7Z,3,REGULAR,rebound,offensive,[],1630553,,,1610612751,57,62,2025-02-08T02:27:41Z,3660000,False,,,0,,K. Johnson REBOUND (Off:2 Def:3),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,371.0,5.0,3.0,2.0,,,,,,,
536,PT09M02.00S,2025-02-08T02:02:00.0Z,3,REGULAR,turnover,lost ball,[],1630553,,,1610612751,57,62,2025-02-08T02:28:17Z,3675000,False,,,0,,K. Johnson lost ball TURNOVER (1 TO),"[1630553, 1629130]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,1.0,Robinson,1629130.0
537,PT09M02.00S,2025-02-08T02:02:00.0Z,3,REGULAR,steal,,[],1629130,,,1610612748,57,62,2025-02-08T02:28:17Z,3682500,False,,,0,,D. Robinson STEAL (1 STL),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
375,PT08M54.00S,2025-02-08T02:02:07.4Z,3,REGULAR,turnover,lost ball,[],1629639,,,1610612748,57,62,2025-02-08T02:28:23Z,3690000,False,,,0,,T. Herro lost ball TURNOVER (4 TO),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,4.0,,
376,PT08M54.00S,2025-02-08T02:02:11.3Z,3,REGULAR,foul,personal,[],1629639,,,1610612751,57,62,2025-02-08T02:04:50Z,3700000,False,,,0,,T. Herro loose ball personal FOUL (2 PF),"[1629639, 1626156]",1610612748.0,MIA,loose ball,,,Herro,T. Herro,,,,,Mid-Range,16-24 Left,2534.0,2.0,0.0,Russell,1626156.0,,,,,,,,,,,,,,,
378,PT08M54.00S,2025-02-08T02:02:19.9Z,3,REGULAR,substitution,out,[],1630553,,,1610612751,57,62,2025-02-08T02:02:22Z,3720000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT08M54.00S,2025-02-08T02:02:19.9Z,3,REGULAR,substitution,in,[],1630592,,,1610612751,57,62,2025-02-08T02:02:22Z,3730000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT08M41.00S,2025-02-08T02:02:41.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626156,19.579500657030223,45.14016544117647,1610612751,59,62,2025-02-08T02:05:22Z,3740000,False,24.0,132.0,1,left,D. Russell 13' driving floating Jump Shot (10 PTS) (N. Claxton 1 AST),"[1626156, 1629651]",1610612751.0,BKN,driving floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,13.37,Made,,,,,,,10.0,N. Claxton,1629651.0,1.0,,,
381,PT08M20.00S,2025-02-08T02:03:03.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642276,94.87516425755585,42.16069240196079,1610612748,59,62,2025-02-08T02:06:08Z,3750000,False,-39.0,-4.0,1,right,MISS K. Ware alley-oop DUNK,[1642276],1610612748.0,MIA,alley-oop,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,3.94,Missed,,,,,,,,,,,,,
382,PT08M18.00S,2025-02-08T02:03:05.6Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,59,62,2025-02-08T02:06:08Z,3760000,False,,,0,,N. Claxton REBOUND (Off:2 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,381.0,4.0,2.0,2.0,,,,,,,
383,PT08M13.00S,2025-02-08T02:03:09.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629651,12.089356110381075,40.97349877450981,1610612751,61,62,2025-02-08T02:07:12Z,3770000,False,45.0,61.0,1,left,N. Claxton 7' running finger roll Layup (10 PTS),[1629651],1610612751.0,BKN,running finger roll,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.59,Made,,,,,,,10.0,,,,,,
384,PT07M59.00S,2025-02-08T02:03:24.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642276,94.48094612352168,56.45297181372549,1610612748,61,64,2025-02-08T02:07:44Z,3780000,False,32.0,-1.0,1,right,K. Ware alley-oop DUNK (8 PTS) (H. Highsmith 1 AST),"[1642276, 1629312]",1610612748.0,MIA,alley-oop,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,3.23,Made,,,,,,,8.0,H. Highsmith,1629312.0,1.0,,,
386,PT07M44.00S,2025-02-08T02:03:40.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,12.8777923784494,51.669730392156865,1610612751,61,64,2025-02-08T02:08:04Z,3800000,False,-8.0,69.0,1,left,MISS N. Claxton 6' driving Hook,[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.91,Missed,,,,,,,,,,,,,
387,PT07M41.00S,2025-02-08T02:03:43.2Z,3,REGULAR,rebound,defensive,[],1642276,,,1610612748,61,64,2025-02-08T02:08:04Z,3810000,False,,,0,,K. Ware REBOUND (Off:5 Def:6),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,386.0,11.0,6.0,5.0,,,,,,,
388,PT07M36.00S,2025-02-08T02:03:47.9Z,3,REGULAR,turnover,out-of-bounds,[],1629130,,,1610612748,61,64,2025-02-08T02:03:53Z,3820000,False,,,0,,D. Robinson bad pass out-of-bounds TURNOVER (1 TO),[1629130],1610612748.0,MIA,bad pass,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Right Center,2534.0,,,,,,,,,,,,,,,,,1.0,,
389,PT07M27.00S,2025-02-08T02:04:05.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1626156,21.107095926412615,27.205882352941174,1610612751,61,64,2025-02-08T02:10:35Z,3830000,False,114.0,146.0,1,left,MISS D. Russell 18' pullup Shot,[1626156],1610612751.0,BKN,pullup,,,Russell,D. Russell,,,,,Mid-Range,16-24 Right Center,,,,,,18.52,Missed,,,,,,,,,,,,,
390,PT07M24.00S,2025-02-08T02:04:08.7Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,61,64,2025-02-08T02:10:35Z,3840000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,389.0,6.0,5.0,1.0,,,,,,,
391,PT07M13.00S,2025-02-08T02:04:18.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,87.64783180026281,59.00352328431372,1610612748,61,66,2025-02-08T02:11:22Z,3850000,False,45.0,64.0,1,right,D. Robinson 7' driving Layup (10 PTS),[1629130],1610612748.0,MIA,driving,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.79,Made,,,,,,,10.0,,,,,,
392,PT07M01.00S,2025-02-08T02:04:32.1Z,3,REGULAR,3pt,Jump Shot,[],1630592,7.7529566360052655,4.388786764705884,1610612751,61,66,2025-02-08T02:11:40Z,3860000,False,228.0,20.0,1,left,MISS J. Wilson 3PT,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Right Corner 3,24+ Right,,,,,,22.9,Missed,,,,,,,,,,,,,
393,PT06M58.00S,2025-02-08T02:04:35.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,61,66,2025-02-08T02:11:40Z,3870000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,392.0,,,,,,,,,,
395,PT06M58.00S,2025-02-08T02:04:42.2Z,3,REGULAR,substitution,out,[],1626156,,,1610612751,61,66,2025-02-08T02:04:48Z,3890000,False,,,0,,SUB out: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT06M58.00S,2025-02-08T02:04:42.2Z,3,REGULAR,substitution,in,[],1630570,,,1610612751,61,66,2025-02-08T02:04:48Z,3900000,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT06M57.00S,2025-02-08T02:05:06.2Z,3,REGULAR,turnover,bad pass,[],1630570,,,1610612751,61,66,2025-02-08T02:12:24Z,3910000,False,,,0,,T. Watford bad pass TURNOVER (1 TO),"[1630570, 1642276]",1610612751.0,BKN,,,,Watford,T. Watford,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Ware,1642276.0
398,PT06M57.00S,2025-02-08T02:05:06.2Z,3,REGULAR,steal,,[],1642276,,,1610612748,61,66,2025-02-08T02:05:07Z,3920000,False,,,0,,K. Ware STEAL (1 STL),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
399,PT06M49.00S,2025-02-08T02:05:15.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629130,90.40735873850197,52.87607230392157,1610612748,61,66,2025-02-08T02:12:47Z,3930000,False,14.0,38.0,1,right,MISS D. Robinson driving Layup - blocked,"[1629130, 1629661]",1610612748.0,MIA,driving,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,,,,4.04,Missed,Johnson,1629661.0,,,,,,,,,,,
400,PT06M49.00S,2025-02-08T02:05:15.3Z,3,REGULAR,block,,[],1629661,,,1610612748,61,66,2025-02-08T02:05:17Z,3940000,False,,,0,,C. Johnson BLOCK (1 BLK),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
401,PT06M48.00S,2025-02-08T02:05:16.3Z,3,REGULAR,rebound,defensive,[],1630570,,,1610612751,61,66,2025-02-08T02:12:47Z,3950000,False,,,0,,T. Watford REBOUND (Off:0 Def:3),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,,,,,399.0,3.0,3.0,0.0,,,,,,,
402,PT06M40.00S,2025-02-08T02:05:24.1Z,3,REGULAR,turnover,bad pass,[],1630592,,,1610612751,61,66,2025-02-08T02:13:15Z,3960000,False,,,0,,J. Wilson bad pass TURNOVER (1 TO),"[1630592, 1629130]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Robinson,1629130.0
403,PT06M40.00S,2025-02-08T02:05:24.1Z,3,REGULAR,steal,,[],1629130,,,1610612748,61,66,2025-02-08T02:05:25Z,3970000,False,,,0,,D. Robinson STEAL (2 STL),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
404,PT06M34.00S,2025-02-08T02:05:29.7Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628389,89.09329829172142,56.698069852941174,1610612748,61,68,2025-02-08T02:13:27Z,3980000,False,33.0,50.0,1,right,B. Adebayo 6' running alley-oop DUNK (14 PTS) (T. Herro 5 AST),"[1628389, 1629639]",1610612748.0,MIA,running alley-oop,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.02,Made,,,,,,,14.0,T. Herro,1629639.0,5.0,,,
406,PT06M21.00S,2025-02-08T02:05:43.6Z,3,REGULAR,foul,personal,[],1628389,,,1610612751,61,68,2025-02-08T02:13:39Z,4000000,False,,,0,,B. Adebayo personal FOUL (2 PF),"[1628389, 1629661]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,2534.0,2.0,0.0,Johnson,1629661.0,,,,,,,,,,,,,,,
408,PT06M21.00S,2025-02-08T02:05:52.2Z,3,REGULAR,substitution,out,[],1630533,,,1610612751,61,68,2025-02-08T02:05:59Z,4020000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M21.00S,2025-02-08T02:05:52.2Z,3,REGULAR,substitution,out,[],1630592,,,1610612751,61,68,2025-02-08T02:05:59Z,4030000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M21.00S,2025-02-08T02:05:52.2Z,3,REGULAR,substitution,in,[],1641787,,,1610612751,61,68,2025-02-08T02:05:59Z,4040000,False,,,0,,SUB in: T. Evbuomwan,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M21.00S,2025-02-08T02:05:52.2Z,3,REGULAR,substitution,in,[],1631213,,,1610612751,61,68,2025-02-08T02:05:59Z,4050000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M15.00S,2025-02-08T02:06:27.5Z,3,REGULAR,foul,personal,['2freethrow'],1629312,,,1610612751,61,68,2025-02-08T02:14:48Z,4060000,False,,,0,,H. Highsmith shooting personal FOUL (1 PF) (Evbuomwan 2 FT),"[1629312, 1641787]",1610612748.0,MIA,shooting,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),8-16 Center,2534.0,1.0,0.0,Evbuomwan,1641787.0,,,,,,,,,,,,,,,
414,PT06M15.00S,2025-02-08T02:06:59.3Z,3,REGULAR,freethrow,1 of 2,[],1641787,,,1610612751,61,68,2025-02-08T02:06:59Z,4080000,False,,,0,,MISS T. Evbuomwan Free Throw 1 of 2,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
415,PT06M15.00S,2025-02-08T02:06:59.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,61,68,2025-02-08T02:06:59Z,4090000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,414.0,,,,,,,,,,
416,PT06M15.00S,2025-02-08T02:07:16.9Z,3,REGULAR,freethrow,2 of 2,[],1641787,,,1610612751,62,68,2025-02-08T02:07:17Z,4100000,False,,,0,,T. Evbuomwan Free Throw 2 of 2 (5 PTS),[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,Made,,,,,,,5.0,,,,,,
417,PT06M06.00S,2025-02-08T02:07:30.2Z,3,REGULAR,turnover,lost ball,[],1628389,,,1610612748,62,68,2025-02-08T02:07:39Z,4110000,False,,,0,,B. Adebayo lost ball TURNOVER (1 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,,
418,PT06M06.00S,2025-02-08T02:07:32.5Z,3,REGULAR,foul,personal,[],1628389,,,1610612751,62,68,2025-02-08T02:07:38Z,4120000,False,,,0,,B. Adebayo loose ball personal FOUL (3 PF),"[1628389, 1630570]",1610612748.0,MIA,loose ball,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,202007.0,3.0,0.0,Watford,1630570.0,,,,,,,,,,,,,,,
420,PT05M57.00S,2025-02-08T02:08:03.1Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630570,11.826544021024972,41.888786764705884,1610612751,62,68,2025-02-08T02:15:34Z,4140000,False,41.0,59.0,1,left,MISS T. Watford 7' driving Hook,[1630570],1610612751.0,BKN,driving,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.14,Missed,,,,,,,,,,,,,
421,PT05M55.00S,2025-02-08T02:08:05.1Z,3,REGULAR,rebound,defensive,[],1642276,,,1610612748,62,68,2025-02-08T02:15:34Z,4150000,False,,,0,,K. Ware REBOUND (Off:5 Def:7),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,420.0,12.0,7.0,5.0,,,,,,,
