actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
577,PT03M23.00S,2025-01-23T02:37:40.4Z,4,REGULAR,steal,,[],1630549,,,1610612751,78,102,2025-01-23T02:37:42Z,5710000,False,,,0,,D. Sharpe STEAL (1 STL),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
578,PT03M15.00S,2025-01-23T02:37:47.3Z,4,REGULAR,turnover,bad pass,[],1631213,,,1610612751,78,102,2025-01-23T02:39:29Z,5720000,False,,,0,,T. Martin bad pass TURNOVER (2 TO),"[1631213, 203486]",1610612751.0,BKN,,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2.0,Plumlee,203486.0,,,,
579,PT03M15.00S,2025-01-23T02:37:47.3Z,4,REGULAR,steal,,[],203486,,,1610612756,78,102,2025-01-23T02:37:53Z,5730000,False,,,0,,M. Plumlee STEAL (4 STL),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
580,PT03M09.00S,2025-01-23T02:37:52.8Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627814,5.256241787122207,97.03584558823529,1610612756,78,105,2025-01-23T02:39:49Z,5740000,False,-235.0,-3.0,1,left,D. Lee 3PT running (3 PTS) (M. Morris 2 AST),"[1627814, 1628420]",1610612756.0,PHX,running,,,Lee,D. Lee,,,,,Left Corner 3,24+ Left,23.52,Made,,,,,,3.0,M. Morris,1628420.0,2.0,,,,,,,,,
582,PT02M59.00S,2025-01-23T02:38:05.4Z,4,REGULAR,foul,personal,[],1626220,,,1610612751,78,105,2025-01-23T02:40:12Z,5760000,False,,,0,,R. O'Neale take personal FOUL (2 PF),"[1626220, 1630553]",1610612756.0,PHX,take,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,1830.0,,,,,,,,,,,,,2.0,0.0,Johnson,1630553.0
584,PT02M59.00S,2025-01-23T02:38:10.9Z,4,REGULAR,substitution,out,[],1626220,,,1610612751,78,105,2025-01-23T02:38:18Z,5780000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT02M59.00S,2025-01-23T02:38:10.9Z,4,REGULAR,substitution,out,[],203486,,,1610612751,78,105,2025-01-23T02:38:18Z,5790000,False,,,0,,SUB out: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT02M59.00S,2025-01-23T02:38:10.9Z,4,REGULAR,substitution,in,[],1642345,,,1610612751,78,105,2025-01-23T02:38:18Z,5800000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT02M59.00S,2025-01-23T02:38:10.9Z,4,REGULAR,substitution,in,[],1631221,,,1610612751,78,105,2025-01-23T02:38:18Z,5810000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT02M48.00S,2025-01-23T02:38:40.3Z,4,REGULAR,3pt,Jump Shot,[],1641727,87.25361366622865,4.8789828431372655,1610612751,78,105,2025-01-23T02:40:43Z,5820000,False,-226.0,67.0,1,right,MISS D. Whitehead 3PT,[1641727],1610612751.0,BKN,,,,Whitehead,D. Whitehead,,,,,Left Corner 3,24+ Left,23.54,Missed,,,,,,,,,,,,,,,,,,
590,PT02M46.00S,2025-01-23T02:38:42.3Z,4,REGULAR,rebound,defensive,[],1627814,,,1610612756,78,105,2025-01-23T02:40:43Z,5840000,False,,,0,,D. Lee REBOUND (Off:0 Def:1),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Left Corner 3,24+ Left,,,588.0,,1.0,1.0,0.0,,,,,,,,,,,,,
591,PT02M32.00S,2025-01-23T02:38:57.0Z,4,REGULAR,2pt,Jump Shot,[],1629626,15.76872536136662,15.173100490196077,1610612756,78,105,2025-01-23T02:41:23Z,5850000,False,174.0,96.0,1,left,MISS B. Bol 19' step back Shot,[1629626],1610612756.0,PHX,step back,,,Bol,B. Bol,,,,,Mid-Range,16-24 Right,19.87,Missed,,,,,,,,,,,,,,,,,,
592,PT02M28.00S,2025-01-23T02:39:01.0Z,4,REGULAR,rebound,offensive,[],1631221,,,1610612756,78,105,2025-01-23T02:41:23Z,5860000,False,,,0,,C. Gillespie REBOUND (Off:1 Def:0),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Mid-Range,16-24 Right,,,591.0,,1.0,0.0,1.0,,,,,,,,,,,,,
593,PT02M23.00S,2025-01-23T02:39:05.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627814,14.454664914586061,55.189185049019606,1610612756,78,105,2025-01-23T02:42:00Z,5870000,False,-26.0,83.0,1,left,MISS D. Lee 8' pullup Shot,[1627814],1610612756.0,PHX,pullup,,,Lee,D. Lee,,,,,In The Paint (Non-RA),8-16 Center,8.73,Missed,,,,,,,,,,,,,,,,,,
594,PT02M21.00S,2025-01-23T02:39:07.8Z,4,REGULAR,rebound,defensive,[],1630553,,,1610612751,78,105,2025-01-23T02:42:00Z,5880000,False,,,0,,K. Johnson REBOUND (Off:2 Def:4),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,593.0,,6.0,4.0,2.0,,,,,,,,,,,,,
595,PT02M16.00S,2025-01-23T02:39:12.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631213,76.2976346911958,86.51960784313727,1610612751,78,105,2025-01-23T02:42:42Z,5890000,False,183.0,170.0,1,right,MISS T. Martin 24' running 3PT,[1631213],1610612751.0,BKN,running,,,Martin,T. Martin,,,,,Above the Break 3,24+ Right Center,24.97,Missed,,,,,,,,,,,,,,,,,,
596,PT02M13.00S,2025-01-23T02:39:15.6Z,4,REGULAR,rebound,defensive,[],1629626,,,1610612756,78,105,2025-01-23T02:42:42Z,5900000,False,,,0,,B. Bol REBOUND (Off:0 Def:1),[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Right Center,,,595.0,,1.0,1.0,0.0,,,,,,,,,,,,,
597,PT02M06.00S,2025-01-23T02:39:25.2Z,4,REGULAR,foul,personal,['2freethrow'],1630553,,,1610612756,78,105,2025-01-23T02:39:43Z,5910000,False,,,0,,K. Johnson shooting personal FOUL (3 PF) (Bol 2 FT),"[1630553, 1629626]",1610612751.0,BKN,shooting,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,1830.0,,,,,,,,,,,,,3.0,0.0,Bol,1629626.0
599,PT02M06.00S,2025-01-23T02:39:50.1Z,4,REGULAR,freethrow,1 of 2,[],1629626,,,1610612756,78,106,2025-01-23T02:40:08Z,5930000,False,,,0,,B. Bol Free Throw 1 of 2 (1 PTS),[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,Made,,,,,,1.0,,,,,,,,,,,,
600,PT02M06.00S,2025-01-23T02:39:50.1Z,4,REGULAR,freethrow,2 of 2,[],1629626,,,1610612756,78,106,2025-01-23T02:40:08Z,5940000,False,,,0,,MISS B. Bol Free Throw 2 of 2,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
601,PT02M04.00S,2025-01-23T02:39:52.1Z,4,REGULAR,rebound,defensive,[],1630549,,,1610612751,78,106,2025-01-23T02:43:05Z,5950000,False,,,0,,D. Sharpe REBOUND (Off:4 Def:4),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,600.0,,8.0,4.0,4.0,,,,,,,,,,,,,
602,PT01M56.00S,2025-01-23T02:40:15.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,89.88173455978975,65.5828737745098,1610612751,80,106,2025-01-23T02:43:23Z,5960000,False,78.0,43.0,1,right,K. Johnson 8' driving finger roll Layup (17 PTS),[1630553],1610612751.0,BKN,driving finger roll,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Right,8.88,Made,,,,,,17.0,,,,,,,,,,,,
603,PT01M56.00S,2025-01-23T02:40:21.8Z,4,REGULAR,foul,personal,['1freethrow'],1642345,,,1610612751,80,106,2025-01-23T02:43:31Z,5970000,False,,,0,,O. Ighodaro shooting personal FOUL (2 PF) (Johnson 1 FT),"[1642345, 1630553]",1610612756.0,PHX,shooting,,,Ighodaro,O. Ighodaro,,,,,Mid-Range,8-16 Right,,,,1830.0,,,,,,,,,,,,,2.0,0.0,Johnson,1630553.0
605,PT01M56.00S,2025-01-23T02:40:40.0Z,4,REGULAR,freethrow,1 of 1,[],1630553,,,1610612751,81,106,2025-01-23T02:40:40Z,5990000,False,,,0,,K. Johnson Free Throw 1 of 1 (18 PTS),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,Made,,,,,,18.0,,,,,,,,,,,,
606,PT01M44.00S,2025-01-23T02:40:56.0Z,4,REGULAR,turnover,bad pass,[],1627814,,,1610612756,81,106,2025-01-23T02:44:02Z,6000000,False,,,0,,D. Lee bad pass TURNOVER (1 TO),"[1627814, 1630549]",1610612756.0,PHX,,,,Lee,D. Lee,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1.0,Sharpe,1630549.0,,,,
607,PT01M44.00S,2025-01-23T02:40:56.0Z,4,REGULAR,steal,,[],1630549,,,1610612751,81,106,2025-01-23T02:40:58Z,6010000,False,,,0,,D. Sharpe STEAL (2 STL),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
608,PT01M39.00S,2025-01-23T02:41:00.7Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1641736,90.09526938239159,95.58823529411765,1610612751,81,106,2025-01-23T02:44:17Z,6020000,False,228.0,41.0,1,right,MISS R. Beekman running 3PT,[1641736],1610612751.0,BKN,running,,,Beekman,R. Beekman,,,,,Right Corner 3,24+ Right,23.15,Missed,,,,,,,,,,,,,,,,,,
609,PT01M36.00S,2025-01-23T02:41:03.7Z,4,REGULAR,rebound,offensive,[],1641736,,,1610612751,81,106,2025-01-23T02:44:17Z,6030000,False,,,0,,R. Beekman REBOUND (Off:2 Def:1),[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,Right Corner 3,24+ Right,,,608.0,,3.0,1.0,2.0,,,,,,,,,,,,,
610,PT01M32.00S,2025-01-23T02:41:07.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630553,75.68988173455979,13.45741421568627,1610612751,81,106,2025-01-23T02:44:33Z,6040000,False,-183.0,176.0,1,right,MISS K. Johnson 25' 3PT,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,25.37,Missed,,,,,,,,,,,,,,,,,,
611,PT01M30.00S,2025-01-23T02:41:09.3Z,4,REGULAR,rebound,defensive,[],1628420,,,1610612756,81,106,2025-01-23T02:44:33Z,6050000,False,,,0,,M. Morris REBOUND (Off:0 Def:2),[1628420],1610612756.0,PHX,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,,,610.0,,2.0,2.0,0.0,,,,,,,,,,,,,
612,PT01M24.00S,2025-01-23T02:41:16.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628420,21.813403416557165,9.045649509803923,1610612756,81,106,2025-01-23T02:44:54Z,6060000,False,205.0,153.0,1,left,MISS M. Morris 25' running pullup 3PT,[1628420],1610612756.0,PHX,running pullup,,,Morris,M. Morris,,,,,Above the Break 3,24+ Right Center,25.53,Missed,,,,,,,,,,,,,,,,,,
613,PT01M21.00S,2025-01-23T02:41:19.0Z,4,REGULAR,rebound,defensive,[],1630553,,,1610612751,81,106,2025-01-23T02:44:54Z,6070000,False,,,0,,K. Johnson REBOUND (Off:2 Def:5),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,612.0,,7.0,5.0,2.0,,,,,,,,,,,,,
614,PT01M17.00S,2025-01-23T02:41:22.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1641727,71.64298620236531,80.58363970588235,1610612751,81,106,2025-01-23T02:45:12Z,6080000,False,153.0,214.0,1,right,MISS D. Whitehead 26' running 3PT,[1641727],1610612751.0,BKN,running,,,Whitehead,D. Whitehead,,,,,Above the Break 3,24+ Right Center,26.31,Missed,,,,,,,,,,,,,,,,,,
615,PT01M13.00S,2025-01-23T02:41:26.6Z,4,REGULAR,rebound,defensive,[],1629626,,,1610612756,81,106,2025-01-23T02:45:12Z,6090000,False,,,0,,B. Bol REBOUND (Off:0 Def:2),[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Right Center,,,614.0,,2.0,2.0,0.0,,,,,,,,,,,,,
616,PT01M04.00S,2025-01-23T02:41:37.2Z,4,REGULAR,turnover,out-of-bounds,[],1629626,,,1610612756,81,106,2025-01-23T02:45:29Z,6100000,False,,,0,,B. Bol lost ball out-of-bounds TURNOVER (1 TO),[1629626],1610612756.0,PHX,lost ball,,,Bol,B. Bol,,,,,Mid-Range,16-24 Right Center,,,,1830.0,,,,,,,,,,1.0,,,,,,
617,PT00M49.50S,2025-01-23T02:41:58.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631221,,,1610612751,81,106,2025-01-23T02:45:39Z,6110000,False,,,0,,C. Gillespie shooting personal FOUL (1 PF) (Whitehead 2 FT),"[1631221, 1641727]",1610612756.0,PHX,shooting,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),0-8 Center,,,,1627964.0,,,,,,,,,,,,,1.0,0.0,Whitehead,1641727.0
619,PT00M49.50S,2025-01-23T02:42:27.1Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1641727,,,1610612751,82,106,2025-01-23T02:42:49Z,6130000,False,,,0,,D. Whitehead Free Throw 1 of 2 (12 PTS),[1641727],1610612751.0,BKN,,,,Whitehead,D. Whitehead,,,,,,,,Made,,,,,,12.0,,,,,,,,,,,,
620,PT00M49.50S,2025-01-23T02:42:27.1Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1641727,,,1610612751,82,106,2025-01-23T02:42:49Z,6140000,False,,,0,,MISS D. Whitehead Free Throw 2 of 2,[1641727],1610612751.0,BKN,,,,Whitehead,D. Whitehead,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
621,PT00M46.10S,2025-01-23T02:42:30.5Z,4,REGULAR,rebound,offensive,[],1641727,,,1610612751,82,106,2025-01-23T02:46:25Z,6150000,False,,,0,,D. Whitehead REBOUND (Off:1 Def:1),[1641727],1610612751.0,BKN,,,,Whitehead,D. Whitehead,,,,,,,,,620.0,,2.0,1.0,1.0,,,,,,,,,,,,,
622,PT00M45.30S,2025-01-23T02:42:44.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641727,85.62746386333771,47.794117647058826,1610612751,82,106,2025-01-23T02:44:29Z,6160000,False,-11.0,83.0,1,right,MISS D. Whitehead 8' driving floating Shot,[1641727],1610612751.0,BKN,driving floating,,,Whitehead,D. Whitehead,,,,,In The Paint (Non-RA),8-16 Center,8.33,Missed,,,,,,,,,,,,,,,,,,
623,PT00M43.10S,2025-01-23T02:42:47.1Z,4,REGULAR,rebound,offensive,[],1630549,,,1610612751,82,106,2025-01-23T02:42:47Z,6170000,False,,,0,,D. Sharpe REBOUND (Off:5 Def:4),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,622.0,,9.0,4.0,5.0,,,,,,,,,,,,,
624,PT00M40.90S,2025-01-23T02:42:49.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641736,95.0886990801577,3.9215686274509802,1610612751,82,106,2025-01-23T02:42:54Z,6180000,False,-230.0,-6.0,1,right,MISS R. Beekman 3PT,[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
625,PT00M40.90S,2025-01-23T02:42:49.3Z,4,REGULAR,rebound,defensive,[],1629626,,,1610612756,82,106,2025-01-23T02:42:54Z,6190000,False,,,0,,B. Bol REBOUND (Off:0 Def:3),[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,Left Corner 3,24+ Left,,,624.0,,3.0,3.0,0.0,,,,,,,,,,,,,
626,PT00M19.10S,2025-01-23T02:43:11.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631221,5.206964520367937,49.754901960784316,1610612756,82,108,2025-01-23T02:43:36Z,6200000,False,1.0,-4.0,1,left,C. Gillespie driving finger roll Layup (2 PTS) (D. Lee 1 AST),"[1631221, 1627814]",1610612756.0,PHX,driving finger roll,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,0.38,Made,,,,,,2.0,D. Lee,1627814.0,1.0,,,,,,,,,
627,PT00M11.30S,2025-01-23T02:43:24.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630553,87.77923784494087,50.14169730392157,1610612751,84,108,2025-01-23T02:47:01Z,6210000,False,1.0,62.0,1,right,K. Johnson 6' driving DUNK (20 PTS) (R. Beekman 3 AST),"[1630553, 1641736]",1610612751.0,BKN,driving,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,6.24,Made,,,,,,20.0,R. Beekman,1641736.0,3.0,,,,,,,,,
629,PT00M00.00S,2025-01-23T02:43:39.9Z,4,REGULAR,period,end,[],0,,,1610612756,84,108,2025-01-23T02:43:39Z,6230000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT00M00.00S,2025-01-23T02:43:42.5Z,4,REGULAR,game,end,[],0,,,0,84,108,2025-01-23T02:43:42Z,6240000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
