actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId
433,PT05M48.00S,2024-01-03T04:30:27.5Z,3,REGULAR,rebound,defensive,[],1631099,,,1610612758,65,61,2024-01-03T04:45:40Z,4210000,False,,,0,,K. Murray REBOUND (Off:1 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,432.0,3.0,2.0,1.0,,,,,,,,,
434,PT05M38.00S,2024-01-03T04:30:38.9Z,3,REGULAR,turnover,out-of-bounds,[],1627734,,,1610612758,65,61,2024-01-03T04:31:05Z,4220000,False,,,0,,D. Sabonis lost ball out-of-bounds TURNOVER (8 TO),[1627734],1610612758.0,SAC,lost ball,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,8.0,,,,,,,,,,,,204059.0,,,,,,,
435,PT05M23.00S,2024-01-03T04:30:59.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631121,71.17279894875165,22.30392156862745,1610612766,65,61,2024-01-03T04:31:11Z,4230000,False,-138.0,218.0,1,right,MISS B. McGowens 25' 3PT,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Left Center,,,,25.87,Missed,,,,,,,,,,,,,,,
436,PT05M18.00S,2024-01-03T04:31:04.0Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,65,61,2024-01-03T04:31:04Z,4240000,False,,,0,,D. Sabonis REBOUND (Off:7 Def:9),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,,,,,,435.0,16.0,9.0,7.0,,,,,,,,,
437,PT05M11.00S,2024-01-03T04:31:12.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.732588699080158,50.73529411764706,1610612758,67,61,2024-01-03T04:31:18Z,4250000,False,-4.0,1.0,1,left,D. Sabonis cutting Layup (19 PTS) (C. Duarte 4 AST),"[1627734, 1630537]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,0.4,Made,,,,,,,19.0,,,,C. Duarte,1630537.0,4.0,,
439,PT04M51.00S,2024-01-03T04:31:31.3Z,3,REGULAR,3pt,Jump Shot,[],1628970,68.67608409986859,62.745098039215684,1610612766,67,64,2024-01-03T04:31:37Z,4270000,False,64.0,242.0,1,right,M. Bridges 25' 3PT pullup (20 PTS),[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,25.01,Made,,,,,,,20.0,,,,,,,,
440,PT04M44.00S,2024-01-03T04:31:39.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,9.543363994743759,44.6078431372549,1610612758,69,64,2024-01-03T04:45:07Z,4280000,False,27.0,37.0,1,left,D. Fox driving floating Jump Shot (18 PTS),[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,4.6,Made,,,,,,,18.0,,,,,,,,
441,PT04M37.00S,2024-01-03T04:31:47.8Z,3,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612766,69,64,2024-01-03T04:32:00Z,4290000,False,,,0,,D. Sabonis shooting personal FOUL (3 PF) (McGowens 2 FT),"[1627734, 1631121]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204059.0,3.0,1.0,,,,McGowens,1631121.0
443,PT04M37.00S,2024-01-03T04:32:13.3Z,3,REGULAR,freethrow,1 of 2,[],1631121,,,1610612766,69,65,2024-01-03T04:32:13Z,4310000,False,,,0,,B. McGowens Free Throw 1 of 2 (3 PTS),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,,
444,PT04M37.00S,2024-01-03T04:32:13.9Z,3,REGULAR,substitution,out,[],1630537,,,1610612766,69,65,2024-01-03T04:32:21Z,4320000,False,,,0,,SUB out: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M37.00S,2024-01-03T04:32:13.9Z,3,REGULAR,substitution,out,[],1628368,,,1610612766,69,65,2024-01-03T04:32:21Z,4330000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M37.00S,2024-01-03T04:32:13.9Z,3,REGULAR,substitution,out,[],203084,,,1610612766,69,65,2024-01-03T04:32:21Z,4340000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M37.00S,2024-01-03T04:32:13.9Z,3,REGULAR,substitution,in,[],1628370,,,1610612766,69,65,2024-01-03T04:32:21Z,4350000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT04M37.00S,2024-01-03T04:32:13.9Z,3,REGULAR,substitution,in,[],1630558,,,1610612766,69,65,2024-01-03T04:32:21Z,4360000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M37.00S,2024-01-03T04:32:13.9Z,3,REGULAR,substitution,in,[],1626168,,,1610612766,69,65,2024-01-03T04:32:21Z,4370000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT04M37.00S,2024-01-03T04:32:32.8Z,3,REGULAR,freethrow,2 of 2,[],1631121,,,1610612766,69,66,2024-01-03T04:32:32Z,4380000,False,,,0,,B. McGowens Free Throw 2 of 2 (4 PTS),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,Made,,,,,,,4.0,,,,,,,,
451,PT04M14.00S,2024-01-03T04:32:57.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,5.469776609724048,52.20588235294118,1610612758,69,66,2024-01-03T04:47:38Z,4390000,False,-11.0,-1.0,1,left,MISS T. Lyles driving Layup - blocked,"[1626168, 1630208]",1610612758.0,SAC,driving,,,Lyles,T. Lyles,,,,,Restricted Area,0-8 Center,,,,1.11,Missed,Richards,1630208.0,,,,,,,,,,,,,
530,PT04M14.00S,2024-01-03T04:32:57.6Z,3,REGULAR,block,,[],1630208,,,1610612758,69,66,2024-01-03T04:47:45Z,4395000,False,,,0,,N. Richards BLOCK (1 BLK),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
452,PT04M13.00S,2024-01-03T04:32:58.6Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612766,69,66,2024-01-03T04:35:58Z,4400000,False,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,451.0,2.0,2.0,0.0,,,,,,,,,
453,PT04M12.00S,2024-01-03T04:33:03.9Z,3,REGULAR,turnover,out-of-bounds,[],1629023,,,1610612766,69,66,2024-01-03T04:48:17Z,4410000,False,,,0,,P. Washington bad pass out-of-bounds TURNOVER (1 TO),[1629023],1610612766.0,CHA,bad pass,,,Washington,P. Washington,,,,,Mid-Range,16-24 Right Center,1.0,,,,,,,,,,,,,,,,,,,
454,PT04M01.00S,2024-01-03T04:33:23.4Z,3,REGULAR,foul,offensive,[],1627734,,,1610612758,69,66,2024-01-03T04:33:35Z,4420000,False,,,0,,D. Sabonis offensive FOUL (4 PF),"[1627734, 1631121]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1628953.0,4.0,1.0,,,,McGowens,1631121.0
456,PT04M01.00S,2024-01-03T04:33:23.4Z,3,REGULAR,turnover,offensive foul,[],1627734,,,1610612758,69,66,2024-01-03T04:33:23Z,4440000,False,,,0,,D. Sabonis offensive foul TURNOVER (9 TO),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,9.0,,,,,,,,,,,,1628953.0,,,,,,,
457,PT04M01.00S,2024-01-03T04:33:38.3Z,3,REGULAR,substitution,out,[],1627734,,,1610612766,69,66,2024-01-03T04:33:57Z,4450000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT04M01.00S,2024-01-03T04:33:38.3Z,3,REGULAR,substitution,out,[],1630208,,,1610612766,69,66,2024-01-03T04:33:57Z,4460000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT04M01.00S,2024-01-03T04:33:38.3Z,3,REGULAR,substitution,in,[],203458,,,1610612766,69,66,2024-01-03T04:33:57Z,4470000,False,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT04M01.00S,2024-01-03T04:33:38.3Z,3,REGULAR,substitution,in,[],1641877,,,1610612766,69,66,2024-01-03T04:33:57Z,4480000,False,,,0,,SUB in: N. Mensah,[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M42.00S,2024-01-03T04:34:10.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629023,82.86793692509855,38.970588235294116,1610612766,69,68,2024-01-03T04:49:05Z,4490000,False,-55.0,109.0,1,right,P. Washington 12' driving floating Jump Shot (8 PTS) (I. Smith 3 AST),"[1629023, 202397]",1610612766.0,CHA,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,12.17,Made,,,,,,,8.0,,,,I. Smith,202397.0,3.0,,
465,PT03M29.00S,2024-01-03T04:34:26.6Z,3,REGULAR,foul,personal,['2freethrow'],1641877,,,1610612758,69,68,2024-01-03T04:34:38Z,4510000,False,,,0,,N. Mensah shooting personal FOUL (3 PF) (Murray 2 FT),"[1641877, 1631099]",1610612766.0,CHA,shooting,,,Mensah,N. Mensah,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,204059.0,3.0,0.0,,,,Murray,1631099.0
467,PT03M29.00S,2024-01-03T04:34:50.3Z,3,REGULAR,freethrow,1 of 2,[],1631099,,,1610612758,69,68,2024-01-03T04:34:50Z,4530000,False,,,0,,MISS K. Murray Free Throw 1 of 2,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
468,PT03M29.00S,2024-01-03T04:34:50.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,69,68,2024-01-03T04:34:50Z,4540000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,467.0,,,,,,,,,,,,
469,PT03M29.00S,2024-01-03T04:34:50.9Z,3,REGULAR,substitution,out,[],1631121,,,1610612758,69,68,2024-01-03T04:34:54Z,4550000,False,,,0,,SUB out: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT03M29.00S,2024-01-03T04:34:50.9Z,3,REGULAR,substitution,in,[],1626179,,,1610612758,69,68,2024-01-03T04:34:54Z,4560000,False,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT03M29.00S,2024-01-03T04:35:06.5Z,3,REGULAR,freethrow,2 of 2,[],1631099,,,1610612758,70,68,2024-01-03T04:35:06Z,4570000,False,,,0,,K. Murray Free Throw 2 of 2 (8 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,Made,,,,,,,8.0,,,,,,,,
472,PT03M19.00S,2024-01-03T04:35:20.3Z,3,REGULAR,turnover,lost ball,[],1628970,,,1610612766,70,68,2024-01-03T04:35:28Z,4580000,False,,,0,,M. Bridges lost ball TURNOVER (2 TO),"[1628970, 1631099]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right Center,2.0,Murray,1631099.0,,,,,,,,,,,,,,,,,
473,PT03M19.00S,2024-01-03T04:35:20.3Z,3,REGULAR,steal,,[],1631099,,,1610612758,70,68,2024-01-03T04:51:18Z,4590000,False,,,0,,K. Murray STEAL (3 STL),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
474,PT03M09.00S,2024-01-03T04:35:30.5Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628370,31.09395532194481,39.950980392156865,1610612758,73,68,2024-01-03T04:51:41Z,4600000,False,50.0,240.0,1,left,M. Monk 24' 3PT running pullup (3 PTS),[1628370],1610612758.0,SAC,running pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,,,,24.5,Made,,,,,,,3.0,,,,,,,,
475,PT02M40.00S,2024-01-03T04:35:58.7Z,3,REGULAR,2pt,Jump Shot,[],202397,89.17542706964521,78.43137254901961,1610612766,73,70,2024-01-03T04:36:05Z,4610000,False,142.0,49.0,1,right,I. Smith 15' pullup Jump Shot (4 PTS) (P. Washington 2 AST),"[202397, 1629023]",1610612766.0,CHA,pullup,,,Smith,I. Smith,,,,,Mid-Range,8-16 Right,,,,15.05,Made,,,,,,,4.0,,,,P. Washington,1629023.0,2.0,,
477,PT02M28.00S,2024-01-03T04:36:11.1Z,3,REGULAR,3pt,Jump Shot,[],1628370,24.78646517739816,84.06862745098039,1610612758,76,70,2024-01-03T04:36:17Z,4630000,False,-170.0,180.0,1,left,M. Monk 24' 3PT pullup (6 PTS),[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,,24.82,Made,,,,,,,6.0,,,,,,,,
478,PT02M17.00S,2024-01-03T04:36:21.3Z,3,REGULAR,3pt,Jump Shot,[],1629023,92.9862023653088,1.9607843137254901,1610612766,76,70,2024-01-03T04:36:27Z,4640000,False,-240.0,13.0,1,right,MISS P. Washington 24' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,,24.06,Missed,,,,,,,,,,,,,,,
479,PT02M13.00S,2024-01-03T04:36:25.2Z,3,REGULAR,rebound,offensive,[],1629023,,,1610612766,76,70,2024-01-03T04:36:25Z,4650000,False,,,0,,P. Washington REBOUND (Off:1 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,,,,,,478.0,3.0,2.0,1.0,,,,,,,,,
480,PT02M02.00S,2024-01-03T04:36:36.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628970,90.75229960578186,43.38235294117647,1610612766,76,70,2024-01-03T04:52:26Z,4660000,False,-33.0,34.0,1,right,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,4.77,Missed,,,,,,,,,,,,,,,
481,PT01M59.00S,2024-01-03T04:36:39.7Z,3,REGULAR,rebound,offensive,[],202397,,,1610612766,76,70,2024-01-03T04:36:51Z,4670000,False,,,0,,I. Smith REBOUND (Off:1 Def:4),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,480.0,5.0,4.0,1.0,,,,,,,,,
482,PT01M57.00S,2024-01-03T04:36:41.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,81.15965834428384,4.901960784313726,1610612766,76,70,2024-01-03T04:52:37Z,4680000,False,-225.0,125.0,1,right,MISS T. Rozier 25' pullup 3PT,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,,25.76,Missed,,,,,,,,,,,,,,,
483,PT01M56.00S,2024-01-03T04:36:42.8Z,3,REGULAR,rebound,defensive,[],1626168,,,1610612758,76,70,2024-01-03T04:53:28Z,4690000,False,,,0,,T. Lyles REBOUND (Off:0 Def:3),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Left Center,,,,,,,,482.0,3.0,3.0,0.0,,,,,,,,,
484,PT01M52.00S,2024-01-03T04:36:57.9Z,3,REGULAR,foul,personal,[],1629023,,,1610612758,76,70,2024-01-03T04:53:53Z,4700000,False,,,0,,P. Washington personal FOUL (1 PF),"[1629023, 1628370]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627524.0,1.0,0.0,,,,Monk,1628370.0
486,PT01M52.00S,2024-01-03T04:37:16.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,76,70,2024-01-03T04:38:00Z,4720000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT01M42.00S,2024-01-03T04:40:04.1Z,3,REGULAR,2pt,Jump Shot,[],1631099,22.28975032851511,36.51960784313725,1610612758,78,70,2024-01-03T04:40:12Z,4730000,False,67.0,157.0,1,left,K. Murray 17' step back Jump Shot (10 PTS) (M. Monk 1 AST),"[1631099, 1628370]",1610612758.0,SAC,step back,,,Murray,K. Murray,,,,,Mid-Range,16-24 Right Center,,,,17.09,Made,,,,,,,10.0,,,,M. Monk,1628370.0,1.0,,
491,PT01M29.00S,2024-01-03T04:40:19.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,92.19776609724047,41.66666666666667,1610612766,78,72,2024-01-03T04:40:23Z,4750000,False,-42.0,21.0,1,right,T. Rozier driving Layup (19 PTS),[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,4.66,Made,,,,,,,19.0,,,,,,,,
492,PT01M29.00S,2024-01-03T04:40:21.7Z,3,REGULAR,foul,personal,['1freethrow'],203458,,,1610612766,78,72,2024-01-03T04:40:29Z,4760000,False,,,0,,A. Len shooting personal FOUL (1 PF) (Rozier 1 FT),"[203458, 1626179]",1610612758.0,SAC,shooting,,,Len,A. Len,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627524.0,1.0,0.0,,,,Rozier,1626179.0
494,PT01M29.00S,2024-01-03T04:40:42.6Z,3,REGULAR,freethrow,1 of 1,[],1626179,,,1610612766,78,73,2024-01-03T04:40:42Z,4780000,False,,,0,,T. Rozier Free Throw 1 of 1 (20 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,Made,,,,,,,20.0,,,,,,,,
495,PT01M08.00S,2024-01-03T04:41:04.1Z,3,REGULAR,3pt,Jump Shot,[],1631099,23.603810775295663,8.088235294117647,1610612758,78,73,2024-01-03T04:41:09Z,4790000,False,210.0,169.0,1,left,MISS K. Murray 26' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,26.95,Missed,,,,,,,,,,,,,,,
496,PT01M06.00S,2024-01-03T04:41:06.4Z,3,REGULAR,rebound,defensive,[],202397,,,1610612766,78,73,2024-01-03T04:41:06Z,4800000,False,,,0,,I. Smith REBOUND (Off:1 Def:5),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,,495.0,6.0,5.0,1.0,,,,,,,,,
497,PT01M03.00S,2024-01-03T04:41:10.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629023,91.5407358738502,51.470588235294116,1610612766,78,75,2024-01-03T04:41:19Z,4810000,False,7.0,27.0,1,right,P. Washington running DUNK (10 PTS) (I. Smith 4 AST),"[1629023, 202397]",1610612766.0,CHA,running,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,2.8,Made,,,,,,,10.0,,,,I. Smith,202397.0,4.0,,
499,PT00M55.00S,2024-01-03T04:41:19.0Z,3,REGULAR,3pt,Jump Shot,[],1628370,30.56833114323259,63.725490196078425,1610612758,78,75,2024-01-03T04:41:24Z,4830000,False,-69.0,235.0,1,left,MISS M. Monk 24' pullup 3PT,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,,,,24.46,Missed,,,,,,,,,,,,,,,
500,PT00M53.00S,2024-01-03T04:41:21.0Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,78,75,2024-01-03T04:41:24Z,4840000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,,499.0,3.0,3.0,0.0,,,,,,,,,
501,PT00M49.30S,2024-01-03T04:41:25.3Z,3,REGULAR,turnover,out-of-bounds,[],1626179,,,1610612766,78,75,2024-01-03T04:41:30Z,4850000,False,,,0,,T. Rozier bad pass out-of-bounds TURNOVER (2 TO),[1626179],1610612766.0,CHA,bad pass,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,2.0,,,,,,,,,,,,204059.0,,,,,,,
502,PT00M49.30S,2024-01-03T04:41:33.8Z,3,REGULAR,substitution,out,[],1630558,,,1610612758,78,75,2024-01-03T04:41:39Z,4860000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT00M49.30S,2024-01-03T04:41:33.8Z,3,REGULAR,substitution,in,[],1628368,,,1610612758,78,75,2024-01-03T04:41:39Z,4870000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT00M49.30S,2024-01-03T04:41:44.0Z,3,REGULAR,substitution,out,[],1631099,,,1610612758,78,75,2024-01-03T04:41:52Z,4880000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT00M49.30S,2024-01-03T04:41:44.0Z,3,REGULAR,substitution,in,[],1630537,,,1610612758,78,75,2024-01-03T04:41:52Z,4890000,False,,,0,,SUB in: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT00M31.50S,2024-01-03T04:42:18.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630537,8.229303547963205,53.92156862745098,1610612758,78,75,2024-01-03T04:42:44Z,4900000,False,-20.0,25.0,1,left,MISS C. Duarte driving Layup - blocked,"[1630537, 1641877]",1610612758.0,SAC,driving,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,,,,3.17,Missed,Mensah,1641877.0,,,,,,,,,,,,,
507,PT00M31.50S,2024-01-03T04:42:18.0Z,3,REGULAR,block,,[],1641877,,,1610612758,78,75,2024-01-03T04:42:44Z,4910000,False,,,0,,N. Mensah BLOCK (2 BLK),[1641877],1610612766.0,CHA,,,,Mensah,N. Mensah,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
508,PT00M28.30S,2024-01-03T04:42:21.2Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,78,75,2024-01-03T04:42:44Z,4920000,False,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,506.0,4.0,4.0,0.0,,,,,,,,,
509,PT00M08.20S,2024-01-03T04:42:41.4Z,3,REGULAR,3pt,Jump Shot,[],1626179,68.28186596583443,31.372549019607842,1610612766,78,75,2024-01-03T04:42:55Z,4930000,False,-93.0,246.0,1,right,MISS T. Rozier 26' step back 3PT,[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,,26.27,Missed,,,,,,,,,,,,,,,
510,PT00M08.20S,2024-01-03T04:42:41.4Z,3,REGULAR,rebound,defensive,[],1630537,,,1610612758,78,75,2024-01-03T04:42:55Z,4940000,False,,,0,,C. Duarte REBOUND (Off:4 Def:3),[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Left Center,,,,,,,,509.0,7.0,3.0,4.0,,,,,,,,,
511,PT00M00.10S,2024-01-03T04:42:50.7Z,3,REGULAR,2pt,Jump Shot,[],1628368,20.844283837056505,68.87254901960785,1610612758,78,75,2024-01-03T04:43:01Z,4950000,False,-94.0,143.0,1,left,MISS D. Fox 17' floating Shot,[1628368],1610612758.0,SAC,floating,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left Center,,,,17.17,Missed,,,,,,,,,,,,,,,
512,PT00M00.10S,2024-01-03T04:42:50.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612758,78,75,2024-01-03T04:43:01Z,4960000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,511.0,,,,,,,,,,,,
513,PT00M00.00S,2024-01-03T04:43:05.4Z,3,REGULAR,period,end,[],0,,,1610612758,78,75,2024-01-03T04:43:05Z,4970000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2024-01-03T04:43:43.2Z,4,REGULAR,substitution,out,['startperiod'],1630537,,,1610612758,78,75,2024-01-03T04:45:27Z,4980000,False,,,0,,SUB out: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2024-01-03T04:43:43.2Z,4,REGULAR,substitution,out,['startperiod'],1628970,,,1610612758,78,75,2024-01-03T04:45:27Z,4990000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2024-01-03T04:43:43.2Z,4,REGULAR,substitution,out,['startperiod'],202397,,,1610612758,78,75,2024-01-03T04:45:27Z,5000000,False,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2024-01-03T04:43:43.2Z,4,REGULAR,substitution,in,['startperiod'],1628989,,,1610612758,78,75,2024-01-03T04:45:27Z,5010000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
