actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
264,PT05M25.00S,2024-03-30T02:53:51.6Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,46,35,2024-03-30T02:59:53Z,2510000,False,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,262.0,3.0,3.0,0.0,,,,,,
265,PT05M16.00S,2024-03-30T02:53:58.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,93.11760840998686,53.92156862745098,1610612742,46,35,2024-03-30T02:54:09Z,2520000,False,20.0,12.0,1,right,MISS P. Washington driving Layup,[1629023],1610612742.0,DAL,driving,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,2.31,Missed,,,,,,,,,,,,,,,,,,
266,PT05M14.00S,2024-03-30T02:54:00.5Z,2,REGULAR,rebound,offensive,[],1641726,,,1610612742,46,35,2024-03-30T02:54:00Z,2530000,False,,,0,,D. Lively II REBOUND (Off:2 Def:3),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,265.0,5.0,3.0,2.0,,,,,,
267,PT05M12.00S,2024-03-30T02:54:02.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629029,63.288436268068324,49.26470588235294,1610612742,46,35,2024-03-30T02:54:11Z,2540000,False,-4.0,293.0,1,right,MISS L. Doncic 29' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,29.26,Missed,,,,,,,,,,,,,,,,,,
268,PT05M07.00S,2024-03-30T02:54:07.1Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,46,35,2024-03-30T02:54:11Z,2550000,False,,,0,,D. Fox REBOUND (Off:1 Def:3),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,,,,,,,,267.0,4.0,3.0,1.0,,,,,,
269,PT05M02.00S,2024-03-30T02:54:12.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628368,32.276609724047304,55.14705882352941,1610612758,49,35,2024-03-30T03:01:18Z,2560000,False,-26.0,251.0,1,left,D. Fox 25' 3PT running pullup (7 PTS),[1628368],1610612758.0,SAC,running pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,25.22,Made,7.0,,,,,,,,,,,,,,,,,
270,PT04M45.00S,2024-03-30T02:54:31.6Z,2,REGULAR,foul,personal,['2freethrow'],1631165,,,1610612742,49,35,2024-03-30T02:54:46Z,2570000,False,,,0,,K. Ellis shooting personal FOUL (1 PF) (Lively II 2 FT),"[1631165, 1641726]",1610612758.0,SAC,shooting,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,,,,,,,,,,202035.0,,,,,1.0,0.0,Lively II,1641726.0,,
272,PT04M45.00S,2024-03-30T02:55:03.0Z,2,REGULAR,freethrow,1 of 2,[],1641726,,,1610612742,49,36,2024-03-30T02:55:28Z,2590000,False,,,0,,D. Lively II Free Throw 1 of 2 (7 PTS),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
273,PT04M45.00S,2024-03-30T02:55:05.1Z,2,REGULAR,substitution,out,[],1629023,,,1610612742,49,36,2024-03-30T02:55:20Z,2600000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M45.00S,2024-03-30T02:55:05.1Z,2,REGULAR,substitution,in,[],1628467,,,1610612742,49,36,2024-03-30T02:55:20Z,2610000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M45.00S,2024-03-30T02:55:03.0Z,2,REGULAR,freethrow,2 of 2,[],1641726,,,1610612742,49,36,2024-03-30T02:55:28Z,2620000,False,,,0,,MISS D. Lively II Free Throw 2 of 2,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
276,PT04M43.00S,2024-03-30T02:55:05.0Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,49,36,2024-03-30T02:55:28Z,2630000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,275.0,6.0,5.0,1.0,,,,,,
277,PT04M29.00S,2024-03-30T02:55:41.5Z,2,REGULAR,2pt,Jump Shot,[],1628368,24.129434954007884,46.81372549019608,1610612758,51,36,2024-03-30T02:55:49Z,2640000,False,16.0,174.0,1,left,D. Fox 17' pullup Jump Shot (9 PTS) (D. Sabonis 7 AST),"[1628368, 1627734]",1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Mid-Range,16-24 Center,17.5,Made,9.0,,,,D. Sabonis,1627734.0,7.0,,,,,,,,,,,
279,PT04M12.00S,2024-03-30T02:55:58.7Z,2,REGULAR,turnover,bad pass,[],1629029,,,1610612742,51,36,2024-03-30T02:56:03Z,2660000,False,,,0,,L. Doncic bad pass TURNOVER (2 TO),"[1629029, 1631165]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,2.0,Ellis,1631165.0,,,,,,,,,,,,,,
280,PT04M12.00S,2024-03-30T02:55:58.7Z,2,REGULAR,steal,,[],1631165,,,1610612758,51,36,2024-03-30T02:56:20Z,2670000,False,,,0,,K. Ellis STEAL (3 STL),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
281,PT04M04.00S,2024-03-30T02:56:06.3Z,2,REGULAR,turnover,bad pass,[],1631165,,,1610612758,51,36,2024-03-30T02:56:13Z,2680000,False,,,0,,K. Ellis bad pass TURNOVER (1 TO),"[1631165, 1629029]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),0-8 Center,,,,1.0,Doncic,1629029.0,,,,,,,,,,,,,,
282,PT04M04.00S,2024-03-30T02:56:06.3Z,2,REGULAR,steal,,[],1629029,,,1610612742,51,36,2024-03-30T02:56:08Z,2690000,False,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
283,PT03M52.00S,2024-03-30T02:56:18.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203501,93.64323258869908,3.431372549019608,1610612742,51,36,2024-03-30T02:56:24Z,2700000,False,-233.0,7.0,1,right,MISS T. Hardaway Jr. 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,23.29,Missed,,,,,,,,,,,,,,,,,,
284,PT03M48.00S,2024-03-30T02:56:22.1Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,51,36,2024-03-30T02:56:24Z,2710000,False,,,0,,D. Fox REBOUND (Off:1 Def:4),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,,,,,,,,,,,283.0,5.0,4.0,1.0,,,,,,
285,PT03M44.00S,2024-03-30T02:56:26.4Z,2,REGULAR,3pt,Jump Shot,[],1631165,6.258212877792378,3.1862745098039214,1610612758,51,36,2024-03-30T02:56:36Z,2720000,False,234.0,6.0,1,left,MISS K. Ellis 3PT,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Right Corner 3,24+ Right,23.42,Missed,,,,,,,,,,,,,,,,,,
286,PT03M41.00S,2024-03-30T02:56:29.4Z,2,REGULAR,rebound,defensive,[],1641726,,,1610612742,51,36,2024-03-30T02:56:36Z,2730000,False,,,0,,D. Lively II REBOUND (Off:2 Def:4),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Right Corner 3,24+ Right,,,,,,,,,,,285.0,6.0,4.0,2.0,,,,,,
287,PT03M31.00S,2024-03-30T02:56:42.0Z,2,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612742,51,36,2024-03-30T02:56:58Z,2740000,False,,,0,,D. Sabonis shooting personal FOUL (1 PF) (Doncic 2 FT),"[1627734, 1629029]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,1627962.0,,,,,1.0,0.0,Doncic,1629029.0,,
289,PT03M31.00S,2024-03-30T02:57:10.0Z,2,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,51,37,2024-03-30T03:07:50Z,2760000,False,,,0,,L. Doncic Free Throw 1 of 2 (6 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
336,PT03M31.00S,2024-03-30T02:57:30.4Z,2,REGULAR,substitution,out,[],203957,,,1610612742,51,37,2024-03-30T03:16:12Z,2762500,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT03M31.00S,2024-03-30T02:57:30.4Z,2,REGULAR,substitution,in,[],202681,,,1610612742,51,37,2024-03-30T03:16:12Z,2763750,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M31.00S,2024-03-30T02:57:10.0Z,2,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,51,37,2024-03-30T03:07:50Z,2765000,False,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
293,PT03M30.00S,2024-03-30T02:57:11.0Z,2,REGULAR,rebound,defensive,[],1631099,,,1610612758,51,37,2024-03-30T03:08:42Z,2767500,False,,,0,,K. Murray REBOUND (Off:0 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,292.0,2.0,2.0,0.0,,,,,,
294,PT03M12.00S,2024-03-30T02:57:50.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.863994743758213,46.07843137254902,1610612758,51,37,2024-03-30T03:04:32Z,2785000,False,20.0,3.0,1,left,MISS D. Sabonis driving Layup,[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.98,Missed,,,,,,,,,,,,,,,,,,
295,PT03M11.00S,2024-03-30T02:57:51.8Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,51,37,2024-03-30T03:04:32Z,2787500,False,,,0,,M. Kleber REBOUND (Off:1 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,,,,,294.0,2.0,1.0,1.0,,,,,,
296,PT02M59.00S,2024-03-30T02:58:02.1Z,2,REGULAR,3pt,Jump Shot,[],1629029,77.7431011826544,88.72549019607843,1610612742,51,40,2024-03-30T02:58:07Z,2830000,False,194.0,157.0,1,right,L. Doncic 24' 3PT step back (9 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,24.91,Made,9.0,,,,,,,,,,,,,,,,,
297,PT02M47.00S,2024-03-30T02:58:16.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203084,5.863994743758213,45.83333333333333,1610612758,53,40,2024-03-30T02:58:22Z,2840000,False,21.0,3.0,1,left,H. Barnes driving Layup (16 PTS) (D. Fox 4 AST),"[203084, 1628368]",1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,2.1,Made,16.0,,,,D. Fox,1628368.0,4.0,,,,,,,,,,,
298,PT02M47.00S,2024-03-30T02:58:22.0Z,2,REGULAR,foul,personal,['1freethrow'],1641726,,,1610612758,53,40,2024-03-30T02:58:32Z,2850000,False,,,0,,D. Lively II shooting personal FOUL (1 PF) (Barnes 1 FT),"[1641726, 203084]",1610612742.0,DAL,shooting,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627962.0,,,,,1.0,0.0,Barnes,203084.0,,
300,PT02M47.00S,2024-03-30T02:58:43.5Z,2,REGULAR,freethrow,1 of 1,[],203084,,,1610612758,54,40,2024-03-30T02:58:43Z,2870000,False,,,0,,H. Barnes Free Throw 1 of 1 (17 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
302,PT02M34.00S,2024-03-30T02:58:57.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641726,93.51182654402102,50.49019607843137,1610612742,54,42,2024-03-30T02:59:05Z,2880000,False,2.0,8.0,1,right,D. Lively II cutting DUNK (9 PTS) (M. Kleber 1 AST),"[1641726, 1628467]",1610612742.0,DAL,cutting,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,0.89,Made,9.0,,,,M. Kleber,1628467.0,1.0,,,,,,,,,,,
304,PT02M22.00S,2024-03-30T02:59:08.7Z,2,REGULAR,3pt,Jump Shot,[],1628368,27.54599211563732,77.69607843137256,1610612758,57,42,2024-03-30T02:59:16Z,2900000,False,-138.0,206.0,1,left,D. Fox 24' 3PT pullup (12 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,24.86,Made,12.0,,,,,,,,,,,,,,,,,
305,PT02M12.00S,2024-03-30T02:59:19.1Z,2,REGULAR,3pt,Jump Shot,[],1629029,67.09921156373193,52.94117647058824,1610612742,57,45,2024-03-30T02:59:26Z,2910000,False,15.0,257.0,1,right,L. Doncic 25' 3PT step back (12 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,25.72,Made,12.0,,,,,,,,,,,,,,,,,
306,PT01M55.00S,2024-03-30T02:59:36.0Z,2,REGULAR,2pt,Jump Shot,[],1631099,8.09789750328515,21.568627450980394,1610612758,57,45,2024-03-30T02:59:40Z,2920000,False,142.0,24.0,1,left,MISS K. Murray 14' pullup Shot,[1631099],1610612758.0,SAC,pullup,,,Murray,K. Murray,,,,,Mid-Range,8-16 Right,14.41,Missed,,,,,,,,,,,,,,,,,,
307,PT01M52.00S,2024-03-30T02:59:39.0Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,57,45,2024-03-30T02:59:40Z,2930000,False,,,0,,L. Doncic REBOUND (Off:0 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Right,,,,,,,,,,,306.0,4.0,4.0,0.0,,,,,,
308,PT01M47.00S,2024-03-30T02:59:46.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202681,93.64323258869908,45.588235294117645,1610612742,57,47,2024-03-30T02:59:51Z,2940000,False,-22.0,7.0,1,right,K. Irving driving Layup (11 PTS),[202681],1610612742.0,DAL,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,2.33,Made,11.0,,,,,,,,,,,,,,,,,
309,PT01M47.00S,2024-03-30T02:59:51.5Z,2,REGULAR,foul,personal,['1freethrow'],1631165,,,1610612742,57,47,2024-03-30T02:59:59Z,2950000,False,,,0,,K. Ellis shooting personal FOUL (2 PF) (Irving 1 FT),"[1631165, 202681]",1610612758.0,SAC,shooting,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627962.0,,,,,2.0,0.0,Irving,202681.0,,
311,PT01M47.00S,2024-03-30T03:00:02.0Z,2,REGULAR,substitution,out,[],203501,,,1610612742,57,47,2024-03-30T03:00:30Z,2970000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT01M47.00S,2024-03-30T03:00:02.0Z,2,REGULAR,substitution,in,[],1627884,,,1610612742,57,47,2024-03-30T03:00:30Z,2980000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M47.00S,2024-03-30T03:00:44.1Z,2,REGULAR,freethrow,1 of 1,[],202681,,,1610612742,57,48,2024-03-30T03:00:44Z,2990000,False,,,0,,K. Irving Free Throw 1 of 1 (12 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
314,PT01M34.00S,2024-03-30T03:01:00.9Z,2,REGULAR,foul,offensive,[],1627734,,,1610612758,57,48,2024-03-30T03:01:40Z,3000000,False,,,0,,D. Sabonis offensive FOUL (2 PF),"[1627734, 1628467]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Center,,,,,,,,,,202035.0,,,,,2.0,0.0,Kleber,1628467.0,,
316,PT01M34.00S,2024-03-30T03:01:00.9Z,2,REGULAR,turnover,offensive foul,[],1627734,,,1610612758,57,48,2024-03-30T03:01:00Z,3020000,False,,,0,,D. Sabonis offensive foul TURNOVER (1 TO),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Center,,,,1.0,,,,,,202035.0,,,,,,,,,,
317,PT01M18.00S,2024-03-30T03:01:38.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631165,,,1610612742,57,48,2024-03-30T03:01:46Z,3030000,False,,,0,,K. Ellis shooting personal FOUL (3 PF) (Doncic 2 FT),"[1631165, 1629029]",1610612758.0,SAC,shooting,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1662.0,,,,,3.0,0.0,Doncic,1629029.0,,
319,PT01M18.00S,2024-03-30T03:02:15.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629029,,,1610612742,57,49,2024-03-30T03:02:41Z,3050000,False,,,0,,L. Doncic Free Throw 1 of 2 (13 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
320,PT01M18.00S,2024-03-30T03:02:17.2Z,2,REGULAR,substitution,out,[],1631165,,,1610612742,57,49,2024-03-30T03:02:22Z,3060000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT01M18.00S,2024-03-30T03:02:17.2Z,2,REGULAR,substitution,in,[],1630558,,,1610612742,57,49,2024-03-30T03:02:22Z,3070000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT01M18.00S,2024-03-30T03:02:15.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629029,,,1610612742,57,49,2024-03-30T03:02:41Z,3080000,False,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
323,PT01M15.00S,2024-03-30T03:02:18.9Z,2,REGULAR,rebound,defensive,[],1631099,,,1610612758,57,49,2024-03-30T03:02:41Z,3090000,False,,,0,,K. Murray REBOUND (Off:0 Def:3),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,322.0,3.0,3.0,0.0,,,,,,
324,PT00M54.80S,2024-03-30T03:03:01.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,6.521024967148489,34.55882352941176,1610612758,57,49,2024-03-30T03:03:07Z,3100000,False,77.0,9.0,1,left,MISS H. Barnes 7' pullup Shot,[203084],1610612758.0,SAC,pullup,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,7.77,Missed,,,,,,,,,,,,,,,,,,
325,PT00M52.00S,2024-03-30T03:03:04.2Z,2,REGULAR,rebound,defensive,[],1641726,,,1610612742,57,49,2024-03-30T03:03:04Z,3110000,False,,,0,,D. Lively II REBOUND (Off:2 Def:5),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,324.0,7.0,5.0,2.0,,,,,,
326,PT00M36.10S,2024-03-30T03:03:20.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,87.33574244415243,58.333333333333336,1610612742,57,49,2024-03-30T03:14:56Z,3120000,False,42.0,67.0,1,right,MISS L. Doncic 7' driving floating Shot - blocked,"[1629029, 1631099]",1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,7.85,Missed,,,,,,,,,,,,,,,,,Murray,1631099.0
327,PT00M36.10S,2024-03-30T03:03:20.3Z,2,REGULAR,block,,[],1631099,,,1610612742,57,49,2024-03-30T03:03:22Z,3130000,False,,,0,,K. Murray BLOCK (1 BLK),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
328,PT00M32.90S,2024-03-30T03:03:23.5Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,57,49,2024-03-30T03:03:24Z,3140000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,326.0,7.0,6.0,1.0,,,,,,
329,PT00M29.50S,2024-03-30T03:03:27.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631099,8.492115637319317,3.431372549019608,1610612758,60,49,2024-03-30T03:03:35Z,3150000,False,233.0,27.0,1,left,K. Murray 3PT running pullup (6 PTS) (H. Barnes 1 AST),"[1631099, 203084]",1610612758.0,SAC,running pullup,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,23.44,Made,6.0,,,,H. Barnes,203084.0,1.0,,,,,,,,,,,
331,PT00M06.80S,2024-03-30T03:03:52.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202681,93.64323258869908,56.61764705882353,1610612742,60,51,2024-03-30T03:04:21Z,3170000,False,33.0,7.0,1,right,K. Irving driving Layup (14 PTS) (M. Kleber 2 AST),"[202681, 1628467]",1610612742.0,DAL,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,3.39,Made,14.0,,,,M. Kleber,1628467.0,2.0,,,,,,,,,,,
332,PT00M00.20S,2024-03-30T03:04:01.5Z,2,REGULAR,3pt,Jump Shot,[],203084,12.828515111695138,3.6764705882352944,1610612758,60,51,2024-03-30T03:04:10Z,3180000,False,232.0,68.0,1,left,MISS H. Barnes 24' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,24.14,Missed,,,,,,,,,,,,,,,,,,
333,PT00M00.20S,2024-03-30T03:04:01.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,60,51,2024-03-30T03:04:10Z,3190000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,332.0,,,,,,,,,
334,PT00M00.00S,2024-03-30T03:04:05.6Z,2,REGULAR,period,end,[],0,,,1610612758,60,51,2024-03-30T03:04:05Z,3200000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2024-03-30T03:18:54.2Z,3,REGULAR,substitution,out,['startperiod'],1630558,,,1610612758,60,51,2024-03-30T03:19:14Z,3210000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2024-03-30T03:18:54.2Z,3,REGULAR,substitution,out,['startperiod'],1641726,,,1610612758,60,51,2024-03-30T03:19:14Z,3220000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2024-03-30T03:18:54.2Z,3,REGULAR,substitution,out,['startperiod'],1628467,,,1610612758,60,51,2024-03-30T03:19:14Z,3230000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2024-03-30T03:18:54.2Z,3,REGULAR,substitution,in,['startperiod'],1631165,,,1610612758,60,51,2024-03-30T03:19:14Z,3240000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2024-03-30T03:18:54.2Z,3,REGULAR,substitution,in,['startperiod'],1629023,,,1610612758,60,51,2024-03-30T03:19:14Z,3250000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2024-03-30T03:18:54.2Z,3,REGULAR,substitution,in,['startperiod'],1629655,,,1610612758,60,51,2024-03-30T03:19:14Z,3260000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2024-03-30T03:19:26.0Z,3,REGULAR,period,start,[],0,,,1610612742,60,51,2024-03-30T03:19:26Z,3270000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT11M44.00S,2024-03-30T03:19:43.8Z,3,REGULAR,foul,personal,['2freethrow'],1628368,,,1610612742,60,51,2024-03-30T03:19:56Z,3280000,False,,,0,,D. Fox shooting personal FOUL (1 PF) (Gafford 2 FT),"[1628368, 1629655]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627962.0,,,,,1.0,0.0,Gafford,1629655.0,,
347,PT11M44.00S,2024-03-30T03:20:11.4Z,3,REGULAR,freethrow,1 of 2,[],1629655,,,1610612742,60,51,2024-03-30T03:20:11Z,3300000,False,,,0,,MISS D. Gafford Free Throw 1 of 2,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
348,PT11M44.00S,2024-03-30T03:20:11.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,60,51,2024-03-30T03:20:11Z,3310000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,347.0,,,,,,,,,
