actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
90,PT06M02.00S,2023-10-30T01:22:54.9Z,1,REGULAR,3pt,Jump Shot,[],1628989,30.17411300919842,28.921568627450984,1610612758,21,15,2023-10-30T01:22:59Z,880000,False,105.0,231.0,1,left,K. Huerter 25' 3PT step back (3 PTS) (D. Sabonis 1 AST),"[1628989, 1627734]",1610612758.0,SAC,step back,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,25.4,Made,3.0,,,,,,,D. Sabonis,1627734.0,1.0,,,,,
92,PT05M49.00S,2023-10-30T01:23:14.0Z,1,REGULAR,foul,personal,['2freethrow'],1631099,,,1610612747,21,15,2023-10-30T01:23:46Z,900000,False,,,0,,K. Murray shooting personal FOUL (2 PF) (Prince 2 FT),"[1631099, 1627752]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Prince,1627752.0
94,PT05M49.00S,2023-10-30T01:23:40.5Z,1,REGULAR,freethrow,1 of 2,[],1627752,,,1610612747,21,15,2023-10-30T01:23:40Z,920000,False,,,0,,MISS T. Prince Free Throw 1 of 2,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
95,PT05M49.00S,2023-10-30T01:23:40.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,21,15,2023-10-30T01:23:40Z,930000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,
96,PT05M49.00S,2023-10-30T01:23:41.4Z,1,REGULAR,substitution,out,[],1628368,,,1610612747,21,15,2023-10-30T01:23:58Z,940000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M49.00S,2023-10-30T01:23:41.4Z,1,REGULAR,substitution,out,[],1631099,,,1610612747,21,15,2023-10-30T01:23:58Z,950000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M49.00S,2023-10-30T01:23:41.4Z,1,REGULAR,substitution,out,[],203084,,,1610612747,21,15,2023-10-30T01:23:58Z,960000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M49.00S,2023-10-30T01:23:41.4Z,1,REGULAR,substitution,in,[],1628426,,,1610612747,21,15,2023-10-30T01:23:58Z,970000,False,,,0,,SUB in: A. Vezenkov,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M49.00S,2023-10-30T01:23:41.4Z,1,REGULAR,substitution,in,[],1630558,,,1610612747,21,15,2023-10-30T01:23:58Z,980000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M49.00S,2023-10-30T01:23:41.4Z,1,REGULAR,substitution,in,[],1628370,,,1610612747,21,15,2023-10-30T01:23:58Z,990000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M49.00S,2023-10-30T01:24:06.9Z,1,REGULAR,freethrow,2 of 2,[],1627752,,,1610612747,21,16,2023-10-30T01:24:06Z,1000000,False,,,0,,T. Prince Free Throw 2 of 2 (7 PTS),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
103,PT05M38.00S,2023-10-30T01:24:20.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628426,6.1268068331143235,45.83333333333333,1610612758,23,16,2023-10-30T01:24:28Z,1010000,False,21.0,5.0,1,left,A. Vezenkov alley-oop Layup (2 PTS) (D. Sabonis 2 AST),"[1628426, 1627734]",1610612758.0,SAC,alley-oop,,,Vezenkov,A. Vezenkov,,,,,Restricted Area,0-8 Center,,,,2.14,Made,2.0,,,,,,,D. Sabonis,1627734.0,2.0,,,,,
105,PT05M23.00S,2023-10-30T01:24:35.6Z,1,REGULAR,3pt,Jump Shot,[],1627752,93.24901445466492,1.715686274509804,1610612747,23,16,2023-10-30T01:24:40Z,1030000,False,-241.0,11.0,1,right,MISS T. Prince 24' 3PT,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,,,,24.17,Missed,,,,,,,,,,,,,,,
106,PT05M20.00S,2023-10-30T01:24:38.6Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612758,23,16,2023-10-30T01:24:40Z,1040000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Left Corner 3,24+ Left,,,,,,,105.0,1.0,1.0,0.0,,,,,,,,,,
107,PT05M11.00S,2023-10-30T01:24:49.8Z,1,REGULAR,turnover,out-of-bounds,[],1627734,,,1610612758,23,16,2023-10-30T01:26:03Z,1050000,False,,,0,,D. Sabonis bad pass out-of-bounds TURNOVER (2 TO),[1627734],1610612758.0,SAC,bad pass,,,Sabonis,D. Sabonis,,,,,Left Corner 3,24+ Left,2.0,,,,,,,,,,,,,,,1151.0,,,,
110,PT04M50.00S,2023-10-30T01:25:31.8Z,1,REGULAR,foul,personal,['2freethrow'],1630558,,,1610612747,23,16,2023-10-30T01:25:45Z,1070000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Hachimura 2 FT),"[1630558, 1629060]",1610612758.0,SAC,shooting,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1204.0,1.0,0.0,Hachimura,1629060.0
112,PT04M50.00S,2023-10-30T01:25:55.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629060,,,1610612747,23,17,2023-10-30T01:26:18Z,1090000,False,,,0,,R. Hachimura Free Throw 1 of 2 (1 PTS),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
113,PT04M50.00S,2023-10-30T01:25:56.6Z,1,REGULAR,substitution,out,[],1627752,,,1610612747,23,17,2023-10-30T01:26:03Z,1100000,False,,,0,,SUB out: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M50.00S,2023-10-30T01:25:56.6Z,1,REGULAR,substitution,in,[],1629629,,,1610612747,23,17,2023-10-30T01:26:03Z,1110000,False,,,0,,SUB in: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M50.00S,2023-10-30T01:25:55.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629060,,,1610612747,23,17,2023-10-30T01:26:18Z,1120000,False,,,0,,MISS R. Hachimura Free Throw 2 of 2,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
116,PT04M49.00S,2023-10-30T01:25:56.0Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,23,17,2023-10-30T01:26:18Z,1130000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,115.0,3.0,3.0,0.0,,,,,,,,,,
117,PT04M30.00S,2023-10-30T01:26:36.6Z,1,REGULAR,3pt,Jump Shot,[],1628989,29.38567674113009,68.87254901960785,1610612758,23,17,2023-10-30T01:26:40Z,1140000,False,-94.0,224.0,1,left,MISS K. Huerter 24' pullup 3PT,[1628989],1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,,24.28,Missed,,,,,,,,,,,,,,,
118,PT04M27.00S,2023-10-30T01:26:39.6Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,23,17,2023-10-30T01:26:40Z,1150000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,,,
119,PT04M23.00S,2023-10-30T01:26:42.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630559,84.31340341655716,3.431372549019608,1610612747,23,20,2023-10-30T01:26:49Z,1160000,False,-233.0,95.0,1,right,A. Reaves 25' 3PT running (3 PTS) (R. Hachimura 1 AST),"[1630559, 1629060]",1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,25.14,Made,3.0,,,,,,,R. Hachimura,1629060.0,1.0,,,,,
121,PT04M12.00S,2023-10-30T01:26:55.1Z,1,REGULAR,3pt,Jump Shot,[],1628370,31.09395532194481,33.82352941176471,1610612758,26,20,2023-10-30T01:29:16Z,1180000,False,81.0,240.0,1,left,M. Monk 25' 3PT pullup (3 PTS) (D. Mitchell 1 AST),"[1628370, 1630558]",1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,,,,25.31,Made,3.0,,,,,,,D. Mitchell,1630558.0,1.0,,,,,
122,PT03M58.00S,2023-10-30T01:27:08.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,81.42247043363994,60.29411764705882,1610612747,26,20,2023-10-30T01:27:12Z,1190000,False,51.0,122.0,1,right,MISS A. Reaves 13' fadeaway Shot,[1630559],1610612747.0,LAL,fadeaway,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,,13.25,Missed,,,,,,,,,,,,,,,
123,PT03M56.00S,2023-10-30T01:27:09.9Z,1,REGULAR,rebound,offensive,[],1629060,,,1610612747,26,20,2023-10-30T01:27:09Z,1200000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,122.0,2.0,1.0,1.0,,,,,,,,,,
124,PT03M55.00S,2023-10-30T01:27:14.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629060,91.40932982917214,51.470588235294116,1610612747,26,20,2023-10-30T01:30:07Z,1210000,False,7.0,28.0,1,right,MISS R. Hachimura Layup - blocked,"[1629060, 1628426]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,2.93,Missed,,,,,,Vezenkov,1628426.0,,,,,,,,
125,PT03M55.00S,2023-10-30T01:27:14.7Z,1,REGULAR,block,,[],1628426,,,1610612747,26,20,2023-10-30T01:27:16Z,1220000,False,,,0,,A. Vezenkov BLOCK (1 BLK),[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
126,PT03M53.00S,2023-10-30T01:27:16.7Z,1,REGULAR,rebound,defensive,[],1628426,,,1610612758,26,20,2023-10-30T01:30:07Z,1230000,False,,,0,,A. Vezenkov REBOUND (Off:0 Def:1),[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,Restricted Area,0-8 Center,,,,,,,124.0,1.0,1.0,0.0,,,,,,,,,,
127,PT03M45.00S,2023-10-30T01:27:21.7Z,1,REGULAR,3pt,Jump Shot,[],1630558,5.601182654402102,1.9607843137254901,1610612758,29,20,2023-10-30T01:27:31Z,1240000,False,240.0,0.0,1,left,D. Mitchell 24' 3PT  (3 PTS) (K. Huerter 3 AST),"[1630558, 1628989]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Right Corner 3,24+ Right,,,,24.02,Made,3.0,,,,,,,K. Huerter,1628989.0,3.0,,,,,
129,PT03M39.00S,2023-10-30T01:27:33.3Z,1,REGULAR,turnover,traveling,[],1630559,,,1610612747,29,20,2023-10-30T01:27:41Z,1260000,False,,,0,,A. Reaves traveling TURNOVER (1 TO),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,,,,,,,1151.0,,,,
130,PT03M39.00S,2023-10-30T01:27:43.6Z,1,REGULAR,substitution,out,[],1630559,,,1610612758,29,20,2023-10-30T01:27:49Z,1270000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M39.00S,2023-10-30T01:27:43.6Z,1,REGULAR,substitution,in,[],1626156,,,1610612758,29,20,2023-10-30T01:27:49Z,1280000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M19.00S,2023-10-30T01:28:14.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628370,4.28712220762155,94.11764705882352,1610612758,29,20,2023-10-30T01:28:19Z,1290000,False,-221.0,-12.0,1,left,MISS M. Monk 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Left Corner 3,24+ Left,,,,22.09,Missed,,,,,,,,,,,,,,,
134,PT03M16.00S,2023-10-30T01:28:17.6Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,29,20,2023-10-30T01:28:19Z,1300000,False,,,0,,A. Davis REBOUND (Off:1 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Left Corner 3,24+ Left,,,,,,,133.0,5.0,4.0,1.0,,,,,,,,,,
135,PT03M11.00S,2023-10-30T01:28:27.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630558,,,1610612747,29,20,2023-10-30T01:28:38Z,1310000,False,,,0,,D. Mitchell personal FOUL (2 PF) (Russell 2 FT),"[1630558, 1626156]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1204.0,2.0,0.0,Russell,1626156.0
201,PT03M11.00S,2023-10-30T01:28:46.0Z,1,REGULAR,substitution,out,[],1628989,,,1610612747,29,20,2023-10-30T01:40:36Z,1325000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT03M11.00S,2023-10-30T01:28:46.0Z,1,REGULAR,substitution,in,[],1630537,,,1610612747,29,20,2023-10-30T01:40:36Z,1327500,False,,,0,,SUB in: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT03M11.00S,2023-10-30T01:29:05.0Z,1,REGULAR,freethrow,1 of 2,[],1626156,,,1610612747,29,21,2023-10-30T01:29:05Z,1330000,False,,,0,,D. Russell Free Throw 1 of 2 (1 PTS),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
138,PT03M11.00S,2023-10-30T01:29:13.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,29,21,2023-10-30T01:29:13Z,1340000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT03M11.00S,2023-10-30T01:29:17.2Z,1,REGULAR,substitution,out,[],1627734,,,1610612747,29,21,2023-10-30T01:32:11Z,1360000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT03M11.00S,2023-10-30T01:29:17.2Z,1,REGULAR,substitution,out,[],1630558,,,1610612747,29,21,2023-10-30T01:32:11Z,1370000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT03M11.00S,2023-10-30T01:29:17.2Z,1,REGULAR,substitution,in,[],201580,,,1610612747,29,21,2023-10-30T01:32:11Z,1380000,False,,,0,,SUB in: J. McGee,[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT03M11.00S,2023-10-30T01:29:17.2Z,1,REGULAR,substitution,in,[],1628368,,,1610612747,29,21,2023-10-30T01:32:11Z,1400000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT03M11.00S,2023-10-30T01:32:19.9Z,1,REGULAR,freethrow,2 of 2,[],1626156,,,1610612747,29,22,2023-10-30T01:32:19Z,1410000,False,,,0,,D. Russell Free Throw 2 of 2 (2 PTS),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
146,PT02M56.00S,2023-10-30T01:32:35.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,6.915243101182654,44.6078431372549,1610612758,29,22,2023-10-30T01:32:40Z,1420000,False,27.0,13.0,1,left,MISS M. Monk driving Layup,[1628370],1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,2.98,Missed,,,,,,,,,,,,,,,
147,PT02M53.00S,2023-10-30T01:32:38.7Z,1,REGULAR,rebound,defensive,[],1629629,,,1610612747,29,22,2023-10-30T01:32:40Z,1430000,False,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,,,,,,,146.0,1.0,1.0,0.0,,,,,,,,,,
148,PT02M49.00S,2023-10-30T01:32:42.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629629,91.67214191852825,53.67647058823529,1610612747,29,22,2023-10-30T01:32:51Z,1440000,False,18.0,26.0,1,right,MISS C. Reddish running Layup - blocked,"[1629629, 201580]",1610612747.0,LAL,running,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,,,,3.17,Missed,,,,,,McGee,201580.0,,,,,,,,
149,PT02M49.00S,2023-10-30T01:32:42.5Z,1,REGULAR,block,,[],201580,,,1610612747,29,22,2023-10-30T01:32:45Z,1450000,False,,,0,,J. McGee BLOCK (1 BLK),[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
150,PT02M48.00S,2023-10-30T01:32:43.5Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,29,22,2023-10-30T01:32:51Z,1460000,False,,,0,,A. Davis REBOUND (Off:2 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,148.0,6.0,4.0,2.0,,,,,,,,,,
151,PT02M48.00S,2023-10-30T01:32:48.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,94.40999984741211,50.0,1610612747,29,24,2023-10-30T01:32:48Z,1470000,False,0.0,0.0,1,right,A. Davis tip Layup (7 PTS),[203076],1610612747.0,LAL,tip,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,,,,0.0,Made,7.0,,,,,,,,,,,,,,
160,PT02M48.00S,2023-10-30T01:33:05.7Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612758,29,24,2023-10-30T01:33:40Z,1505000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT02M33.00S,2023-10-30T01:34:09.3Z,1,REGULAR,3pt,Jump Shot,[],1628426,30.56833114323259,64.95098039215686,1610612758,32,24,2023-10-30T01:34:13Z,1560000,False,-75.0,235.0,1,left,A. Vezenkov 24' 3PT  (5 PTS) (D. Fox 1 AST),"[1628426, 1628368]",1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,Above the Break 3,24+ Center,,,,24.64,Made,5.0,,,,,,,D. Fox,1628368.0,1.0,,,,,
163,PT02M12.00S,2023-10-30T01:34:31.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,89.56964520367937,48.28431372549019,1610612747,32,24,2023-10-30T01:34:40Z,1580000,False,-9.0,46.0,1,right,MISS D. Russell driving Layup,[1626156],1610612747.0,LAL,driving,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,4.63,Missed,,,,,,,,,,,,,,,
164,PT02M09.00S,2023-10-30T01:34:34.0Z,1,REGULAR,rebound,defensive,[],1630537,,,1610612758,32,24,2023-10-30T01:34:40Z,1590000,False,,,0,,C. Duarte REBOUND (Off:0 Def:1),[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,163.0,1.0,1.0,0.0,,,,,,,,,,
165,PT02M06.00S,2023-10-30T01:34:36.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628426,28.991458607095925,76.22549019607843,1610612758,32,24,2023-10-30T01:34:44Z,1600000,False,-131.0,220.0,1,left,MISS A. Vezenkov 25' running 3PT,[1628426],1610612758.0,SAC,running,,,Vezenkov,A. Vezenkov,,,,,Above the Break 3,24+ Left Center,,,,25.61,Missed,,,,,,,,,,,,,,,
166,PT02M06.00S,2023-10-30T01:34:36.2Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,32,24,2023-10-30T01:34:44Z,1610000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:2),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,,,,,,,165.0,3.0,2.0,1.0,,,,,,,,,,
167,PT01M53.00S,2023-10-30T01:34:50.3Z,1,REGULAR,2pt,Jump Shot,[],1629216,80.50262812089356,30.14705882352941,1610612747,32,26,2023-10-30T01:34:57Z,1620000,False,-99.0,131.0,1,right,G. Vincent 16' pullup Jump Shot (2 PTS),[1629216],1610612747.0,LAL,pullup,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Left Center,,,,16.42,Made,2.0,,,,,,,,,,,,,,
169,PT01M34.00S,2023-10-30T01:35:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628426,6.783837056504599,52.94117647058824,1610612758,32,26,2023-10-30T01:36:03Z,1640000,False,-15.0,11.0,1,left,MISS A. Vezenkov cutting Layup,[1628426],1610612758.0,SAC,cutting,,,Vezenkov,A. Vezenkov,,,,,Restricted Area,0-8 Center,,,,1.85,Missed,,,,,,,,,,,,,,,
171,PT01M34.00S,2023-10-30T01:35:13.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,32,26,2023-10-30T01:39:40Z,1660000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,169.0,,,,,,,,,,,,,
172,PT01M34.00S,2023-10-30T01:35:17.6Z,1,REGULAR,substitution,out,[],203076,,,1610612758,32,26,2023-10-30T01:39:40Z,1670000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT01M34.00S,2023-10-30T01:35:17.6Z,1,REGULAR,substitution,out,[],1629060,,,1610612758,32,26,2023-10-30T01:39:40Z,1680000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT01M34.00S,2023-10-30T01:35:17.6Z,1,REGULAR,substitution,in,[],2544,,,1610612758,32,26,2023-10-30T01:39:40Z,1690000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT01M34.00S,2023-10-30T01:35:17.6Z,1,REGULAR,substitution,in,[],1629637,,,1610612758,32,26,2023-10-30T01:39:40Z,1700000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT01M28.00S,2023-10-30T01:35:43.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628370,30.305519053876477,27.941176470588236,1610612758,35,26,2023-10-30T01:39:40Z,1710000,False,110.0,232.0,1,left,M. Monk 25' 3PT  (6 PTS) (A. Vezenkov 1 AST),"[1628370, 1628426]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,,,,25.72,Made,6.0,,,,,,,A. Vezenkov,1628426.0,1.0,,,,,
178,PT01M10.00S,2023-10-30T01:36:05.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630537,,,1610612747,35,26,2023-10-30T01:36:19Z,1730000,False,,,0,,C. Duarte personal FOUL (1 PF) (James 2 FT),"[1630537, 2544]",1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1151.0,1.0,0.0,James,2544.0
180,PT01M10.00S,2023-10-30T01:36:24.2Z,1,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,35,26,2023-10-30T01:36:38Z,1750000,False,,,0,,MISS L. James Free Throw 1 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
181,PT01M10.00S,2023-10-30T01:36:24.2Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,35,26,2023-10-30T01:36:38Z,1760000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,180.0,,,,,,,,,,,,,
182,PT01M10.00S,2023-10-30T01:36:24.2Z,1,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,35,26,2023-10-30T01:36:38Z,1770000,False,,,0,,MISS L. James Free Throw 2 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
183,PT01M07.00S,2023-10-30T01:36:27.2Z,1,REGULAR,rebound,defensive,[],1628426,,,1610612758,35,26,2023-10-30T01:36:38Z,1780000,False,,,0,,A. Vezenkov REBOUND (Off:0 Def:2),[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,,,,,,,,,182.0,2.0,2.0,0.0,,,,,,,,,,
184,PT00M56.30S,2023-10-30T01:36:49.3Z,1,REGULAR,3pt,Jump Shot,[],1628370,32.933639947437584,51.71568627450981,1610612758,35,26,2023-10-30T01:36:53Z,1790000,False,-9.0,257.0,1,left,MISS M. Monk 25' pullup 3PT,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,,,,25.72,Missed,,,,,,,,,,,,,,,
