actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
359,PT09M27.00S,2022-01-29T04:35:24.0Z,3,REGULAR,rebound,defensive,[],202689,,,1610612752,73,68,2022-01-29T04:35:28Z,3550000,,,0,,K. Walker REBOUND (Off:0 Def:4),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,358.0,4.0,4.0,0.0,,,,,,,,
360,PT09M23.00S,2022-01-29T04:35:27.9Z,3,REGULAR,3pt,Jump Shot,[],202689,36.48160315374508,49.754901960784316,1610612752,73,68,2022-01-29T04:35:55Z,3560000,1.0,290.0,1,left,MISS K. Walker 29' pullup 3PT,[202689],1610612752.0,NYK,pullup,,,Walker,K. Walker,,,,,,,,29.04,Missed,,,,,,,,,,,,,,,,
361,PT09M18.00S,2022-01-29T04:35:32.1Z,3,REGULAR,rebound,offensive,[],203095,,,1610612752,73,68,2022-01-29T04:35:32Z,3570000,,,0,,E. Fournier REBOUND (Off:1 Def:1),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,360.0,2.0,1.0,1.0,,,,,,,,
362,PT09M11.00S,2022-01-29T04:35:39.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202689,7.046649145860711,47.30392156862745,1610612752,73,70,2022-01-29T04:35:44Z,3580000,13.0,14.0,1,left,K. Walker driving finger roll Layup (8 PTS),[202689],1610612752.0,NYK,driving finger roll,,,Walker,K. Walker,,,,,,,,1.92,Made,8.0,,,,,,,,,,,,,,,
363,PT08M52.00S,2022-01-29T04:35:58.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,80.3712220762155,65.44117647058823,1610612749,73,70,2022-01-29T04:36:03Z,3590000,77.0,132.0,1,right,MISS K. Middleton 15' pullup Shot,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,,,,15.29,Missed,,,,,,,,,,,,,,,,
364,PT08M50.00S,2022-01-29T04:36:00.4Z,3,REGULAR,rebound,defensive,[],1629011,,,1610612752,73,70,2022-01-29T04:36:03Z,3600000,,,0,,M. Robinson REBOUND (Off:2 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,363.0,4.0,2.0,2.0,,,,,,,,
365,PT08M42.00S,2022-01-29T04:36:08.9Z,3,REGULAR,3pt,Jump Shot,[],203944,32.013797634691194,66.66666666666666,1610612752,73,70,2022-01-29T04:36:14Z,3610000,-83.0,248.0,1,left,MISS J. Randle 26' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,26.2,Missed,,,,,,,,,,,,,,,,
366,PT08M37.00S,2022-01-29T04:36:13.9Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612749,73,70,2022-01-29T04:36:14Z,3620000,,,0,,G. Allen REBOUND (Off:0 Def:3),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,365.0,3.0,3.0,0.0,,,,,,,,
367,PT08M32.00S,2022-01-29T04:36:18.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201950,67.23061760840999,34.55882352941176,1610612749,73,70,2022-01-29T04:36:48Z,3630000,-77.0,256.0,1,right,MISS J. Holiday 26' running 3PT,[201950],1610612749.0,MIL,running,,,Holiday,J. Holiday,,,,,,,,26.69,Missed,,,,,,,,,,,,,,,,
368,PT08M28.00S,2022-01-29T04:36:22.0Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,73,70,2022-01-29T04:36:28Z,3640000,,,0,,J. Randle REBOUND (Off:1 Def:6),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,367.0,7.0,6.0,1.0,,,,,,,,
369,PT08M18.00S,2022-01-29T04:36:31.6Z,3,REGULAR,3pt,Jump Shot,[],1629628,27.414586070959263,16.666666666666664,1610612752,73,70,2022-01-29T04:36:36Z,3650000,167.0,205.0,1,left,MISS R. Barrett 26' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,26.44,Missed,,,,,,,,,,,,,,,,
370,PT08M18.00S,2022-01-29T04:36:31.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,73,70,2022-01-29T04:36:36Z,3660000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,369.0,,,,,,,,,,,
371,PT08M18.00S,2022-01-29T04:36:37.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,73,70,2022-01-29T04:36:37Z,3670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT08M00.00S,2022-01-29T04:37:04.7Z,3,REGULAR,foul,personal,[],202689,,,1610612749,73,70,2022-01-29T04:37:13Z,3680000,,,0,,K. Walker personal FOUL (1 PF),"[202689, 203507]",1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,2715.0,1.0,0.0,Antetokounmpo,203507.0,,,
374,PT07M49.00S,2022-01-29T04:37:36.6Z,3,REGULAR,foul,personal,['2freethrow'],203095,,,1610612749,73,70,2022-01-29T04:37:49Z,3700000,,,0,,E. Fournier shooting personal FOUL (2 PF) (Holiday 2 FT),"[203095, 201950]",1610612752.0,NYK,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,2715.0,2.0,0.0,Holiday,201950.0,,,
376,PT07M49.00S,2022-01-29T04:37:55.9Z,3,REGULAR,freethrow,1 of 2,[],201950,,,1610612749,74,70,2022-01-29T04:37:55Z,3720000,,,0,,J. Holiday Free Throw 1 of 2 (17 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,Made,17.0,,,,,,,,,,,,,,,
377,PT07M49.00S,2022-01-29T04:38:07.6Z,3,REGULAR,freethrow,2 of 2,[],201950,,,1610612749,75,70,2022-01-29T04:38:07Z,3730000,,,0,,J. Holiday Free Throw 2 of 2 (18 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,Made,18.0,,,,,,,,,,,,,,,
378,PT07M34.00S,2022-01-29T04:38:27.1Z,3,REGULAR,3pt,Jump Shot,[],203095,25.837713534822605,86.76470588235294,1610612752,75,70,2022-01-29T04:38:35Z,3740000,-184.0,190.0,1,left,MISS E. Fournier 26' step back 3PT,[203095],1610612752.0,NYK,step back,,,Fournier,E. Fournier,,,,,,,,26.46,Missed,,,,,,,,,,,,,,,,
379,PT07M30.00S,2022-01-29T04:38:30.5Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,75,70,2022-01-29T04:38:30Z,3750000,,,0,,B. Portis REBOUND (Off:2 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,378.0,5.0,3.0,2.0,,,,,,,,
380,PT07M19.00S,2022-01-29T04:38:44.3Z,3,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612749,75,70,2022-01-29T04:38:55Z,3760000,,,0,,M. Robinson shooting personal FOUL (3 PF) (Antetokounmpo 2 FT),"[1629011, 203507]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,201245.0,3.0,1.0,Antetokounmpo,203507.0,,,
382,PT07M19.00S,2022-01-29T04:39:27.9Z,3,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,76,70,2022-01-29T04:39:27Z,3780000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (20 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,Made,20.0,,,,,,,,,,,,,,,
383,PT07M19.00S,2022-01-29T04:39:30.2Z,3,REGULAR,substitution,out,[],203114,,,1610612749,76,70,2022-01-29T04:39:35Z,3790000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT07M19.00S,2022-01-29T04:39:30.2Z,3,REGULAR,substitution,in,[],1626192,,,1610612749,76,70,2022-01-29T04:39:35Z,3800000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT07M19.00S,2022-01-29T04:39:54.0Z,3,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,77,70,2022-01-29T04:39:54Z,3810000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (21 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,Made,21.0,,,,,,,,,,,,,,,
386,PT07M11.00S,2022-01-29T04:40:07.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203944,6.521024967148489,50.73529411764706,1610612752,77,72,2022-01-29T04:40:12Z,3820000,-4.0,9.0,1,left,J. Randle driving Layup (6 PTS) (K. Walker 6 AST),"[203944, 202689]",1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,,,,0.95,Made,6.0,K. Walker,202689.0,6.0,,,,,,,,,,,,
388,PT07M06.00S,2022-01-29T04:40:17.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,77,72,2022-01-29T04:40:17Z,3840000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT07M06.00S,2022-01-29T04:43:18.5Z,3,REGULAR,substitution,out,[],203507,,,1610612749,77,72,2022-01-29T04:43:39Z,3850000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT07M06.00S,2022-01-29T04:43:18.5Z,3,REGULAR,substitution,in,[],203114,,,1610612749,77,72,2022-01-29T04:43:39Z,3860000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT06M58.00S,2022-01-29T04:43:56.0Z,3,REGULAR,turnover,bad pass,[],201950,,,1610612749,77,72,2022-01-29T04:44:02Z,3870000,,,0,,J. Holiday bad pass TURNOVER (2 TO),"[201950, 1629628]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,2.0,Barrett,1629628.0,,,,,,,,,,,,,,,,,,
392,PT06M58.00S,2022-01-29T04:43:56.0Z,3,REGULAR,steal,,[],1629628,,,1610612752,77,72,2022-01-29T04:45:58Z,3880000,,,0,,R. Barrett STEAL (2 STL),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT06M54.00S,2022-01-29T04:43:59.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629628,3.4986859395532193,49.26470588235294,1610612752,77,74,2022-01-29T04:44:07Z,3890000,4.0,-20.0,1,left,R. Barrett running DUNK (18 PTS) (E. Fournier 1 AST),"[1629628, 203095]",1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,,,,1.99,Made,18.0,E. Fournier,203095.0,1.0,,,,,,,,,,,,
395,PT06M43.00S,2022-01-29T04:44:10.7Z,3,REGULAR,3pt,Jump Shot,[],203114,92.19776609724047,3.1862745098039214,1610612749,77,74,2022-01-29T04:44:17Z,3910000,-234.0,21.0,1,right,MISS K. Middleton step back 3PT,[203114],1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,,,,23.5,Missed,,,,,,,,,,,,,,,,
396,PT06M40.00S,2022-01-29T04:44:13.7Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,77,74,2022-01-29T04:44:17Z,3920000,,,0,,J. Randle REBOUND (Off:1 Def:7),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,395.0,8.0,7.0,1.0,,,,,,,,
397,PT06M30.00S,2022-01-29T04:44:23.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203944,5.995400788436268,50.49019607843137,1610612752,77,74,2022-01-29T04:44:30Z,3930000,-2.0,4.0,1,left,MISS J. Randle driving reverse Layup,[203944],1610612752.0,NYK,driving reverse,,,Randle,J. Randle,,,,,,,,0.46,Missed,,,,,,,,,,,,,,,,
398,PT06M27.00S,2022-01-29T04:44:26.9Z,3,REGULAR,rebound,defensive,[],203114,,,1610612749,77,74,2022-01-29T04:44:30Z,3940000,,,0,,K. Middleton REBOUND (Off:0 Def:3),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,397.0,3.0,3.0,0.0,,,,,,,,
399,PT06M14.00S,2022-01-29T04:44:40.0Z,3,REGULAR,2pt,Jump Shot,[],201950,94.95729303547962,33.088235294117645,1610612749,79,74,2022-01-29T04:44:46Z,3950000,-85.0,-5.0,1,right,J. Holiday 8' fadeaway Jump Shot (20 PTS),[201950],1610612749.0,MIL,fadeaway,,,Holiday,J. Holiday,,,,,,,,8.48,Made,20.0,,,,,,,,,,,,,,,
400,PT05M50.00S,2022-01-29T04:45:03.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,10.068988173455978,60.5392156862745,1610612752,79,74,2022-01-29T04:46:22Z,3960000,-53.0,42.0,1,left,MISS R. Barrett 6' driving floating Shot,[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,,,,6.75,Missed,,,,,,,,,,,,,,,,
401,PT05M48.00S,2022-01-29T04:45:05.9Z,3,REGULAR,rebound,offensive,[],1629011,,,1610612752,79,74,2022-01-29T04:45:05Z,3970000,,,0,,M. Robinson REBOUND (Off:3 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,400.0,5.0,2.0,3.0,,,,,,,,
402,PT05M40.00S,2022-01-29T04:45:16.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203095,7.046649145860711,50.0,1610612752,79,76,2022-01-29T04:45:23Z,3980000,0.0,14.0,1,left,E. Fournier driving Layup (14 PTS),[203095],1610612752.0,NYK,driving,,,Fournier,E. Fournier,,,,,,,,1.37,Made,14.0,,,,,,,,,,,,,,,
403,PT05M40.00S,2022-01-29T04:45:19.1Z,3,REGULAR,foul,personal,['1freethrow'],1626192,,,1610612752,79,76,2022-01-29T04:45:42Z,3990000,,,0,,P. Connaughton shooting personal FOUL (2 PF) (Fournier 1 FT),"[1626192, 203095]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,201245.0,2.0,0.0,Fournier,203095.0,,,
405,PT05M40.00S,2022-01-29T04:45:30.7Z,3,REGULAR,substitution,out,[],1628960,,,1610612752,79,76,2022-01-29T04:45:39Z,4010000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT05M40.00S,2022-01-29T04:45:30.7Z,3,REGULAR,substitution,in,[],1628978,,,1610612752,79,76,2022-01-29T04:45:39Z,4020000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M40.00S,2022-01-29T04:45:48.6Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],203095,,,1610612752,79,76,2022-01-29T04:46:01Z,4030000,,,0,,MISS E. Fournier Free Throw 1 of 1,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,Missed,,,,,,,,,,,,,,,,
408,PT05M36.00S,2022-01-29T04:45:52.6Z,3,REGULAR,rebound,defensive,[],203114,,,1610612749,79,76,2022-01-29T04:46:01Z,4040000,,,0,,K. Middleton REBOUND (Off:0 Def:4),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,407.0,4.0,4.0,0.0,,,,,,,,
409,PT05M19.00S,2022-01-29T04:46:10.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629628,,,1610612749,79,76,2022-01-29T04:46:34Z,4050000,,,0,,R. Barrett shooting personal FOUL (2 PF) (Holiday 2 FT),"[1629628, 201950]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,201245.0,2.0,0.0,Holiday,201950.0,,,
411,PT05M19.00S,2022-01-29T04:46:35.2Z,3,REGULAR,freethrow,1 of 2,[],201950,,,1610612749,80,76,2022-01-29T04:46:35Z,4070000,,,0,,J. Holiday Free Throw 1 of 2 (21 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,Made,21.0,,,,,,,,,,,,,,,
412,PT05M19.00S,2022-01-29T04:46:46.7Z,3,REGULAR,freethrow,2 of 2,[],201950,,,1610612749,81,76,2022-01-29T04:46:46Z,4080000,,,0,,J. Holiday Free Throw 2 of 2 (22 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,Made,22.0,,,,,,,,,,,,,,,
413,PT05M09.00S,2022-01-29T04:47:07.6Z,3,REGULAR,foul,personal,[],203114,,,1610612752,81,76,2022-01-29T04:47:34Z,4090000,,,0,,K. Middleton personal FOUL (2 PF),"[203114, 203944]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,201245.0,2.0,0.0,Randle,203944.0,,,
415,PT04M59.00S,2022-01-29T04:47:34.1Z,3,REGULAR,3pt,Jump Shot,[],203095,29.38567674113009,71.56862745098039,1610612752,81,79,2022-01-29T04:47:39Z,4110000,-108.0,224.0,1,left,E. Fournier 24' 3PT  (17 PTS),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,24.83,Made,17.0,,,,,,,,,,,,,,,
416,PT04M49.00S,2022-01-29T04:47:44.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,82.7365308804205,45.588235294117645,1610612749,83,79,2022-01-29T04:47:51Z,4120000,-22.0,110.0,1,right,D. DiVincenzo 11' floating Jump Shot (4 PTS) (J. Holiday 8 AST),"[1628978, 201950]",1610612749.0,MIL,floating,,,DiVincenzo,D. DiVincenzo,,,,,,,,11.2,Made,4.0,J. Holiday,201950.0,8.0,,,,,,,,,,,,
418,PT04M29.00S,2022-01-29T04:48:04.5Z,3,REGULAR,turnover,lost ball,[],203944,,,1610612752,83,79,2022-01-29T04:48:15Z,4140000,,,0,,J. Randle lost ball TURNOVER (4 TO),"[203944, 203114]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,4.0,Middleton,203114.0,,,,,,,,,,,,,,,,,,
419,PT04M29.00S,2022-01-29T04:48:04.5Z,3,REGULAR,steal,,[],203114,,,1610612749,83,79,2022-01-29T04:48:07Z,4150000,,,0,,K. Middleton STEAL (2 STL),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT04M22.00S,2022-01-29T04:48:11.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628978,95.22010512483574,3.1862745098039214,1610612749,83,79,2022-01-29T04:49:00Z,4160000,-234.0,-8.0,1,right,MISS D. DiVincenzo running 3PT,[1628978],1610612749.0,MIL,running,,,DiVincenzo,D. DiVincenzo,,,,,,,,23.42,Missed,,,,,,,,,,,,,,,,
421,PT04M19.00S,2022-01-29T04:48:15.0Z,3,REGULAR,rebound,defensive,[],203095,,,1610612752,83,79,2022-01-29T04:48:15Z,4170000,,,0,,E. Fournier REBOUND (Off:1 Def:2),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,420.0,3.0,2.0,1.0,,,,,,,,
422,PT04M14.00S,2022-01-29T04:48:23.2Z,3,REGULAR,foul,personal,['2freethrow'],203114,,,1610612752,83,79,2022-01-29T04:48:47Z,4180000,,,0,,K. Middleton shooting personal FOUL (3 PF) (Robinson 2 FT),"[203114, 1629011]",1610612749.0,MIL,shooting,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,1193.0,3.0,0.0,Robinson,1629011.0,,,
424,PT04M14.00S,2022-01-29T04:48:49.0Z,3,REGULAR,freethrow,1 of 2,[],1629011,,,1610612752,83,80,2022-01-29T04:49:18Z,4200000,,,0,,M. Robinson Free Throw 1 of 2 (7 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
425,PT04M14.00S,2022-01-29T04:48:50.0Z,3,REGULAR,substitution,out,[],1626171,,,1610612752,83,80,2022-01-29T04:49:05Z,4210000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT04M14.00S,2022-01-29T04:48:50.0Z,3,REGULAR,substitution,out,[],201950,,,1610612752,83,80,2022-01-29T04:49:05Z,4220000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT04M14.00S,2022-01-29T04:48:50.0Z,3,REGULAR,substitution,out,[],203114,,,1610612752,83,80,2022-01-29T04:49:05Z,4230000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M14.00S,2022-01-29T04:48:50.0Z,3,REGULAR,substitution,out,[],202689,,,1610612752,83,80,2022-01-29T04:49:05Z,4240000,,,0,,SUB out: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT04M14.00S,2022-01-29T04:48:50.0Z,3,REGULAR,substitution,in,[],203507,,,1610612752,83,80,2022-01-29T04:49:05Z,4250000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT04M14.00S,2022-01-29T04:48:50.0Z,3,REGULAR,substitution,in,[],201588,,,1610612752,83,80,2022-01-29T04:49:05Z,4260000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M14.00S,2022-01-29T04:48:50.0Z,3,REGULAR,substitution,in,[],202083,,,1610612752,83,80,2022-01-29T04:49:05Z,4270000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M14.00S,2022-01-29T04:48:50.0Z,3,REGULAR,substitution,in,[],202692,,,1610612752,83,80,2022-01-29T04:49:05Z,4280000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT04M14.00S,2022-01-29T04:48:49.0Z,3,REGULAR,freethrow,2 of 2,[],1629011,,,1610612752,83,80,2022-01-29T04:49:18Z,4290000,,,0,,MISS M. Robinson Free Throw 2 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,Missed,,,,,,,,,,,,,,,,
434,PT04M11.00S,2022-01-29T04:48:52.0Z,3,REGULAR,rebound,defensive,[],1626192,,,1610612749,83,80,2022-01-29T04:49:18Z,4300000,,,0,,P. Connaughton REBOUND (Off:1 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,433.0,2.0,1.0,1.0,,,,,,,,
435,PT04M03.00S,2022-01-29T04:49:26.9Z,3,REGULAR,turnover,out-of-bounds,[],203507,,,1610612749,83,80,2022-01-29T04:49:38Z,4310000,,,0,,G. Antetokounmpo lost ball out-of-bounds TURNOVER (4 TO),[203507],1610612749.0,MIL,lost ball,,,Antetokounmpo,G. Antetokounmpo,,,,,4.0,,,,,,,,,,,,,2715.0,,,,,,,
436,PT04M03.00S,2022-01-29T04:49:39.2Z,3,REGULAR,substitution,out,[],1629011,,,1610612752,83,80,2022-01-29T04:49:42Z,4320000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M03.00S,2022-01-29T04:49:39.2Z,3,REGULAR,substitution,in,[],203457,,,1610612752,83,80,2022-01-29T04:49:42Z,4330000,,,0,,SUB in: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M47.00S,2022-01-29T04:49:57.5Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629628,10.988830486202366,39.46078431372549,1610612752,83,80,2022-01-29T04:50:06Z,4340000,53.0,51.0,1,left,MISS R. Barrett 7' turnaround Hook,[1629628],1610612752.0,NYK,turnaround,,,Barrett,R. Barrett,,,,,,,,7.32,Missed,,,,,,,,,,,,,,,,
439,PT03M45.00S,2022-01-29T04:49:59.5Z,3,REGULAR,rebound,offensive,[],203095,,,1610612752,83,80,2022-01-29T04:50:06Z,4350000,,,0,,E. Fournier REBOUND (Off:2 Def:2),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,438.0,4.0,2.0,2.0,,,,,,,,
440,PT03M40.00S,2022-01-29T04:50:04.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203944,6.389618922470433,47.794117647058826,1610612752,83,82,2022-01-29T04:50:09Z,4360000,11.0,8.0,1,left,J. Randle cutting Layup (8 PTS) (E. Fournier 2 AST),"[203944, 203095]",1610612752.0,NYK,cutting,,,Randle,J. Randle,,,,,,,,1.34,Made,8.0,E. Fournier,203095.0,2.0,,,,,,,,,,,,
442,PT03M22.00S,2022-01-29T04:50:26.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,83,82,2022-01-29T04:50:26Z,4380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M22.00S,2022-01-29T04:50:29.0Z,3,REGULAR,substitution,out,[],203095,,,1610612749,83,82,2022-01-29T04:50:34Z,4390000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M22.00S,2022-01-29T04:50:29.0Z,3,REGULAR,substitution,in,[],1629656,,,1610612749,83,82,2022-01-29T04:50:34Z,4400000,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M19.00S,2022-01-29T04:50:43.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203457,,,1610612749,83,82,2022-01-29T04:51:04Z,4410000,,,0,,N. Noel shooting personal FOUL (3 PF) (Antetokounmpo 2 FT),"[203457, 203507]",1610612752.0,NYK,shooting,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,1193.0,3.0,0.0,Antetokounmpo,203507.0,,,
